"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"FCGR3B"	6.08518793167861e-12	0.0329835967309835	0.432	0.146	1.40859930242496e-07	"Mig"	"FCGR3B"	"80-90"
"PFKFB3"	6.76257401900357e-12	1.49342733547688	0.213	0.02	1.56540063391895e-07	"Mig"	"PFKFB3"	"80-90"
"COX8A"	7.46644411591002e-12	1.39865726441737	0.179	0.004	1.72833248395085e-07	"Mig"	"COX8A"	"80-90"
"MIR1244-2"	8.0581445253096e-12	1.24824745004975	0.227	0.028	1.86529929471867e-07	"Mig"	"MIR1244-2"	"80-90"
"HERPUD1"	8.59390556858307e-12	1.26810938686318	0.29	0.065	1.98931726101561e-07	"Mig"	"HERPUD1"	"80-90"
"SCAMP2"	8.7717736715339e-12	0.981663217783369	0.245	0.037	2.03049016948667e-07	"Mig"	"SCAMP2"	"80-90"
"CIRBP"	8.8108167239345e-12	1.84125197049312	0.209	0.02	2.03952785525636e-07	"Mig"	"CIRBP"	"80-90"
"RNF149"	8.99146897209548e-12	0.63557823445266	0.507	0.224	2.08134523766066e-07	"Mig"	"RNF149"	"80-90"
"CNBP"	9.08443541868149e-12	0.946067339670372	0.205	0.016	2.10286511071639e-07	"Mig"	"CNBP"	"80-90"
"FCGR1A"	9.19798076126807e-12	0.365117493392249	0.491	0.207	2.12914858661833e-07	"Mig"	"FCGR1A"	"80-90"
"PTPN2"	1.05094248566145e-11	1.1431686024552	0.247	0.041	2.43272166580913e-07	"Mig"	"PTPN2"	"80-90"
"DENND3"	1.32090085879356e-11	0.585207307590753	0.31	0.077	3.05762130793533e-07	"Mig"	"DENND3"	"80-90"
"MYL12A"	1.33709211198084e-11	0.646508684086006	0.227	0.028	3.09510082081325e-07	"Mig"	"MYL12A"	"80-90"
"NACA"	1.36272823802647e-11	1.36590314117703	0.312	0.081	3.15444332538368e-07	"Mig"	"NACA"	"80-90"
"MACROH2A1"	1.5586406522265e-11	0.927303401488832	0.268	0.057	3.6079413817739e-07	"Mig"	"MACROH2A1"	"80-90"
"PSMB4"	1.74676997069118e-11	1.12001177462742	0.252	0.045	4.04342312815594e-07	"Mig"	"PSMB4"	"80-90"
"FTH1"	1.83732493041966e-11	0.273902427380004	0.266	0.049	4.25303974893544e-07	"Mig"	"FTH1"	"80-90"
"CLTC"	1.89834302579231e-11	1.61695430820069	0.249	0.045	4.39428443610403e-07	"Mig"	"CLTC"	"80-90"
"TUBA1A"	1.92811827606732e-11	0.251581351570181	0.28	0.061	4.46320818544064e-07	"Mig"	"TUBA1A"	"80-90"
"MAF"	2.21327661527754e-11	-1.94124343569559	0.379	0.549	5.12329270904444e-07	"Mig"	"MAF"	"80-90"
"EIF1P5"	2.30215292807586e-11	0.828762218365562	0.229	0.033	5.32902359791001e-07	"Mig"	"EIF1P5"	"80-90"
"ATP5F1A"	2.35324321851194e-11	1.3160735117638	0.213	0.024	5.44728740221145e-07	"Mig"	"ATP5F1A"	"80-90"
"SEC62"	2.43211679663097e-11	0.496589001980041	0.312	0.081	5.62986396084138e-07	"Mig"	"SEC62"	"80-90"
"CD74"	2.79741111174047e-11	0.547104323107956	0.899	0.764	6.47544724145684e-07	"Mig"	"CD74"	"80-90"
"ALOX5"	2.91670719630329e-11	0.385554065570283	0.211	0.024	6.75159381800285e-07	"Mig"	"ALOX5"	"80-90"
"MAFB"	3.17681504776706e-11	2.16350403421908	0.193	0.016	7.3536914725712e-07	"Mig"	"MAFB"	"80-90"
"MIR1244-3"	3.34527811644931e-11	1.09141992349553	0.217	0.028	7.74364978395687e-07	"Mig"	"MIR1244-3"	"80-90"
"TXNIP"	3.79254141290434e-11	0.218803582827015	0.381	0.126	8.77897486259096e-07	"Mig"	"TXNIP"	"80-90"
"RNASET2"	4.46471430757163e-11	0.739563202676786	0.734	0.472	1.03349206791668e-06	"Mig"	"RNASET2"	"80-90"
"LUC7L3"	4.53619978579684e-11	0.470967794429296	0.402	0.146	1.05003952641625e-06	"Mig"	"LUC7L3"	"80-90"
"MTHFD2"	4.91055374092545e-11	1.19451482329059	0.183	0.012	1.13669497994942e-06	"Mig"	"MTHFD2"	"80-90"
"LARS1"	5.49734154233127e-11	1.27813258655404	0.209	0.024	1.27252462021884e-06	"Mig"	"LARS1"	"80-90"
"MYL12B"	5.67174298797655e-11	1.36788895894732	0.207	0.024	1.31289506685681e-06	"Mig"	"MYL12B"	"80-90"
"MTCO3P12"	5.72126292919864e-11	-0.498119429424166	0.477	0.187	1.3243579428509e-06	"Mig"	"MTCO3P12"	"80-90"
"NDUFB1"	6.04364337088585e-11	1.5880733752333	0.191	0.016	1.39898256749266e-06	"Mig"	"NDUFB1"	"80-90"
"TPP2"	6.17155988420186e-11	-3.03616484900598	0.112	0.293	1.42859268199505e-06	"Mig"	"TPP2"	"80-90"
"COTL1"	6.21902147518897e-11	0.167561610325714	0.308	0.085	1.43957909107674e-06	"Mig"	"COTL1"	"80-90"
"EIF2S2"	6.22389213385966e-11	0.992976177793538	0.333	0.102	1.44070655114583e-06	"Mig"	"EIF2S2"	"80-90"
"PRR13"	6.50636315372736e-11	1.08872915993698	0.243	0.045	1.50609294282481e-06	"Mig"	"PRR13"	"80-90"
"GAS5"	6.51959336324003e-11	1.36861702118701	0.195	0.02	1.5091554717228e-06	"Mig"	"GAS5"	"80-90"
"DDX21"	6.63870276883698e-11	0.864376637165669	0.221	0.033	1.53672691693038e-06	"Mig"	"DDX21"	"80-90"
"RAB7A"	6.73881718417757e-11	0.331877803423418	0.221	0.033	1.55990140179342e-06	"Mig"	"RAB7A"	"80-90"
"MARCKS"	7.17335983369946e-11	-1.49472068303801	0.576	0.695	1.66048933430475e-06	"Mig"	"MARCKS"	"80-90"
"DHRS7"	7.25678855363268e-11	0.661807573226055	0.209	0.024	1.67980141439489e-06	"Mig"	"DHRS7"	"80-90"
"MIR1244-4"	7.47079923785244e-11	1.01555565102687	0.199	0.02	1.72934060757808e-06	"Mig"	"MIR1244-4"	"80-90"
"RANBP1"	7.7803845277393e-11	1.62459107343778	0.181	0.012	1.80100341048109e-06	"Mig"	"RANBP1"	"80-90"
"SRP14"	7.80656063580197e-11	1.05034373773465	0.229	0.037	1.80706265597544e-06	"Mig"	"SRP14"	"80-90"
"HCST"	8.07206447779065e-11	1.02344114511622	0.174	0.008	1.86852148531898e-06	"Mig"	"HCST"	"80-90"
"REEP5"	8.17739892994649e-11	0.749436237267091	0.199	0.02	1.89290430430401e-06	"Mig"	"REEP5"	"80-90"
"HRH2"	8.45433062925292e-11	2.49666701266076	0.172	0.008	1.95700845405947e-06	"Mig"	"HRH2"	"80-90"
"CTSC"	8.51002972733323e-11	0.58116785303547	0.396	0.142	1.9699016812831e-06	"Mig"	"CTSC"	"80-90"
"CCL2"	9.16707073042542e-11	1.27328422237105	0.154	0	2.12199353267888e-06	"Mig"	"CCL2"	"80-90"
"CLIC1"	9.17303113016891e-11	0.847931955087337	0.164	0.004	2.1233732460115e-06	"Mig"	"CLIC1"	"80-90"
"COX6C"	9.92595056091329e-11	1.61331077803105	0.172	0.008	2.29765903584021e-06	"Mig"	"COX6C"	"80-90"
"PLSCR1"	1.02530493069924e-10	0.934079508419449	0.252	0.053	2.37337585358259e-06	"Mig"	"PLSCR1"	"80-90"
"PIK3R1"	1.07452917794743e-10	1.88661274182127	0.237	0.045	2.4873201411127e-06	"Mig"	"PIK3R1"	"80-90"
"ATP5MPL"	1.09193479782757e-10	1.454921891102	0.162	0.004	2.52761067001127e-06	"Mig"	"ATP5MPL"	"80-90"
"C3"	1.1016180895311e-10	0.00109003040836075	0.653	0.341	2.55002555364659e-06	"Mig"	"C3"	"80-90"
"SLCO2B1"	1.12414823622123e-10	0.969133457144466	0.464	0.224	2.6021783372049e-06	"Mig"	"SLCO2B1"	"80-90"
"GMFG"	1.18614676689752e-10	1.58870365828915	0.187	0.016	2.74569253601437e-06	"Mig"	"GMFG"	"80-90"
"HMGN2"	1.23374925218764e-10	0.576490730270127	0.296	0.077	2.85588276896396e-06	"Mig"	"HMGN2"	"80-90"
"HNRNPD"	1.48342150496472e-10	1.27173104083887	0.185	0.016	3.43382409969233e-06	"Mig"	"HNRNPD"	"80-90"
"S100A9"	1.49493825178904e-10	0.560247715275842	0.178	0.012	3.46048306524127e-06	"Mig"	"S100A9"	"80-90"
"HSPA8"	1.51034059861054e-10	0.611662683866806	0.359	0.122	3.49613641766368e-06	"Mig"	"HSPA8"	"80-90"
"CD53"	1.51084358142325e-10	0.45370740930027	0.339	0.106	3.49730072227853e-06	"Mig"	"CD53"	"80-90"
"AXL"	1.56689404406154e-10	0.625301405502132	0.59	0.317	3.62704633319365e-06	"Mig"	"AXL"	"80-90"
"PREX1"	1.64023863583012e-10	0.870330615277915	0.237	0.045	3.79682439421957e-06	"Mig"	"PREX1"	"80-90"
"NME1"	1.68419002179694e-10	1.38387105925432	0.15	0	3.89856306245555e-06	"Mig"	"NME1"	"80-90"
"EEF1B2"	1.86088818966346e-10	0.426490348143899	0.282	0.069	4.30758398143298e-06	"Mig"	"EEF1B2"	"80-90"
"AKR1B1"	2.01541349457642e-10	1.42872157085714	0.241	0.049	4.6652791572455e-06	"Mig"	"AKR1B1"	"80-90"
"LSM7"	2.01663153728772e-10	0.599624422066471	0.183	0.016	4.66809868251361e-06	"Mig"	"LSM7"	"80-90"
"ATP5ME"	2.20653689749434e-10	1.45990618478315	0.241	0.049	5.10769161031991e-06	"Mig"	"ATP5ME"	"80-90"
"HMGN1"	2.26054418230261e-10	1.26099031928472	0.199	0.024	5.23270767319409e-06	"Mig"	"HMGN1"	"80-90"
"CHCHD7"	2.28038753636739e-10	1.66357084717344	0.148	0	5.27864106918322e-06	"Mig"	"CHCHD7"	"80-90"
"NDUFS5"	2.32405146881488e-10	1.55940013585975	0.174	0.012	5.37971434001267e-06	"Mig"	"NDUFS5"	"80-90"
"MTCO2P12"	2.3446019706808e-10	-0.341488642243579	0.416	0.146	5.42728464173192e-06	"Mig"	"MTCO2P12"	"80-90"
"ABI3"	2.50692025166992e-10	1.926580382849	0.156	0.004	5.80301899856552e-06	"Mig"	"ABI3"	"80-90"
"EIF5"	2.61148951157776e-10	1.4314439683006	0.203	0.028	6.04507592140021e-06	"Mig"	"EIF5"	"80-90"
"SERP1"	2.6651443396605e-10	0.156561369086324	0.237	0.045	6.16927611744612e-06	"Mig"	"SERP1"	"80-90"
"HLA-DPB1"	2.67362100910125e-10	0.448122408029659	0.394	0.154	6.18889791186756e-06	"Mig"	"HLA-DPB1"	"80-90"
"FCGR1CP"	2.98109464864094e-10	0.382824747001218	0.414	0.167	6.90063789267405e-06	"Mig"	"FCGR1CP"	"80-90"
"GHITM"	3.08546151893227e-10	1.37283686835978	0.146	0	7.14222632402442e-06	"Mig"	"GHITM"	"80-90"
"GADD45GIP1"	3.14847555941589e-10	1.79282091668253	0.172	0.012	7.28809122493591e-06	"Mig"	"GADD45GIP1"	"80-90"
"SLIRP"	3.17582303244106e-10	1.40973846531528	0.215	0.037	7.35139515549456e-06	"Mig"	"SLIRP"	"80-90"
"UBC"	3.47944904300649e-10	0.476731252189875	0.369	0.126	8.05422864475142e-06	"Mig"	"UBC"	"80-90"
"ANAPC11"	3.59551000406773e-10	0.590625061745912	0.164	0.008	8.32288655741599e-06	"Mig"	"ANAPC11"	"80-90"
"ARPC3"	3.75719906506672e-10	0.490540400859901	0.302	0.085	8.69716439581645e-06	"Mig"	"ARPC3"	"80-90"
"TCF25"	3.84035211030512e-10	2.55211091138138	0.162	0.008	8.88964706493429e-06	"Mig"	"TCF25"	"80-90"
"HNRNPA2B1"	4.02171840177639e-10	0.13778470363661	0.452	0.191	9.30947375643198e-06	"Mig"	"HNRNPA2B1"	"80-90"
"RNF181"	4.15062161702767e-10	1.0634474374167	0.154	0.004	9.60785891909565e-06	"Mig"	"RNF181"	"80-90"
"ATP6V0B"	4.1690198016764e-10	0.792543167965664	0.294	0.081	9.65044703692053e-06	"Mig"	"ATP6V0B"	"80-90"
"SSR1"	4.44641503204503e-10	0.930003329574565	0.371	0.138	1.02925615161778e-05	"Mig"	"SSR1"	"80-90"
"SEC61B"	4.49720191819032e-10	1.11582376558192	0.179	0.016	1.0410123000227e-05	"Mig"	"SEC61B"	"80-90"
"U2SURP"	4.60506077102907e-10	1.2419177098109	0.245	0.053	1.06597946727781e-05	"Mig"	"U2SURP"	"80-90"
"JAK3"	4.72845286447836e-10	0.815030381135264	0.286	0.081	1.09454226906945e-05	"Mig"	"JAK3"	"80-90"
"PTPRJ"	4.90041393870297e-10	-1.92083988767884	0.097	0.264	1.13434781853096e-05	"Mig"	"PTPRJ"	"80-90"
"RNF130"	5.45063932643916e-10	0.230450155044028	0.247	0.053	1.26171399128414e-05	"Mig"	"RNF130"	"80-90"
"LDHA"	6.19760995287458e-10	1.47335062441637	0.189	0.024	1.43462275189141e-05	"Mig"	"LDHA"	"80-90"
"JTB"	6.51476998222228e-10	0.970717898934916	0.176	0.016	1.50803895548481e-05	"Mig"	"JTB"	"80-90"
"CSF2RA"	6.68565597224527e-10	1.23468111201878	0.233	0.049	1.54759564445533e-05	"Mig"	"CSF2RA"	"80-90"
"ZNF302"	7.06331705343415e-10	-1.56545409207794	0.473	0.614	1.63501663152894e-05	"Mig"	"ZNF302"	"80-90"
"ROMO1"	7.29364874989598e-10	1.08155723476065	0.168	0.012	1.68833381262592e-05	"Mig"	"ROMO1"	"80-90"
"NAGA"	7.61090497916379e-10	1.55655211883585	0.14	0	1.76177228457683e-05	"Mig"	"NAGA"	"80-90"
"GREM1"	8.56981078688722e-10	-2.21113433681549	0.487	0.622	1.98373980094865e-05	"Mig"	"GREM1"	"80-90"
"EIF5B"	8.80868040975529e-10	1.3814364469537	0.213	0.037	2.03903334125015e-05	"Mig"	"EIF5B"	"80-90"
"LPCAT2"	8.98147901873943e-10	0.150179158400159	0.31	0.098	2.0790327632578e-05	"Mig"	"LPCAT2"	"80-90"
"C4orf3"	9.18971476692981e-10	1.05035399346578	0.203	0.033	2.12723517424891e-05	"Mig"	"C4orf3"	"80-90"
"NOP53"	9.68863401654097e-10	0.563209352665827	0.189	0.024	2.2427250021489e-05	"Mig"	"NOP53"	"80-90"
"P2RY13"	9.78288023674133e-10	0.697704255442698	0.237	0.049	2.26454111720088e-05	"Mig"	"P2RY13"	"80-90"
"PILRA"	9.96768100744943e-10	1.16626995185629	0.174	0.016	2.30731879960439e-05	"Mig"	"PILRA"	"80-90"
"H2BC4"	1.00337550400613e-09	0.688751946965159	0.148	0.004	2.32261361667339e-05	"Mig"	"H2BC4"	"80-90"
"SIPA1L2"	1.0148468821518e-09	1.87949667592003	0.156	0.008	2.34916756280498e-05	"Mig"	"SIPA1L2"	"80-90"
"SMAP2"	1.05136887124401e-09	1.09976607292666	0.272	0.073	2.43370866315563e-05	"Mig"	"SMAP2"	"80-90"
"HMGN3"	1.10571938820864e-09	0.763066026165564	0.187	0.024	2.55951923982537e-05	"Mig"	"HMGN3"	"80-90"
"APRT"	1.12009681619609e-09	1.72478543200329	0.146	0.004	2.59280011013072e-05	"Mig"	"APRT"	"80-90"
"CANX"	1.14505658776871e-09	1.5721122822938	0.286	0.089	2.650576989367e-05	"Mig"	"CANX"	"80-90"
"PARP14"	1.18724517801748e-09	0.645830533175589	0.247	0.057	2.74823513807486e-05	"Mig"	"PARP14"	"80-90"
"COMMD1"	1.22702546831961e-09	0.926356150794968	0.164	0.012	2.84031855406622e-05	"Mig"	"COMMD1"	"80-90"
"ATP5MC1"	1.38168622285768e-09	0.991964247229919	0.146	0.004	3.19832726867095e-05	"Mig"	"ATP5MC1"	"80-90"
"CEBPB"	1.4040942361396e-09	-0.372482225099292	0.272	0.073	3.25019733781595e-05	"Mig"	"CEBPB"	"80-90"
"PFDN5"	1.41436506268869e-09	1.18664129964523	0.288	0.089	3.27397224711179e-05	"Mig"	"PFDN5"	"80-90"
"ETV6"	1.4407050591962e-09	0.497933841500555	0.179	0.02	3.33494407102736e-05	"Mig"	"ETV6"	"80-90"
"ATP6V1G1"	1.44925561547298e-09	1.18390668987453	0.162	0.012	3.35473689869685e-05	"Mig"	"ATP6V1G1"	"80-90"
"SGK1"	1.51243768245587e-09	0.755394811986264	0.264	0.069	3.50099074734884e-05	"Mig"	"SGK1"	"80-90"
"PLCB2"	1.51551636249265e-09	1.00930773825123	0.154	0.008	3.508117275898e-05	"Mig"	"PLCB2"	"80-90"
"POLR2E"	1.56007300751246e-09	1.27010070488401	0.154	0.008	3.61125699778984e-05	"Mig"	"POLR2E"	"80-90"
"RAD23A"	1.58209919116389e-09	1.1562187734638	0.17	0.016	3.66224320770617e-05	"Mig"	"RAD23A"	"80-90"
"ATRAID"	1.70259158921329e-09	1.04610707068467	0.162	0.012	3.94115901071092e-05	"Mig"	"ATRAID"	"80-90"
"FCGR1B"	1.70673468567311e-09	0.465875186918753	0.424	0.191	3.95074945039612e-05	"Mig"	"FCGR1B"	"80-90"
"TGFBR1"	1.7195433882391e-09	0.670704448042145	0.247	0.057	3.98039903509587e-05	"Mig"	"TGFBR1"	"80-90"
"LSM4"	1.72338849000548e-09	0.945068630143346	0.144	0.004	3.98929967666469e-05	"Mig"	"LSM4"	"80-90"
"LAT2"	1.84115952016433e-09	0.814318647216498	0.229	0.049	4.26191605727639e-05	"Mig"	"LAT2"	"80-90"
"MTCO2P2"	1.97598917053657e-09	-0.538170380810699	0.329	0.102	4.57401973195805e-05	"Mig"	"MTCO2P2"	"80-90"
"VPS29"	2.00100198601911e-09	1.64217510047504	0.189	0.028	4.63191939723704e-05	"Mig"	"VPS29"	"80-90"
"CELF2"	2.08839372161086e-09	0.631579996265839	0.268	0.073	4.83421378678481e-05	"Mig"	"CELF2"	"80-90"
"ND2"	2.16712146963843e-09	0.141806672185197	0.473	0.211	5.01645277791903e-05	"Mig"	"ND2"	"80-90"
"MTRNR2L1"	2.31203931265981e-09	0.48879213593733	0.318	0.122	5.35190860094494e-05	"Mig"	"MTRNR2L1"	"80-90"
"APEX1"	2.33201060922921e-09	1.57447272666043	0.15	0.008	5.39813815824379e-05	"Mig"	"APEX1"	"80-90"
"CD55"	2.46271530882118e-09	2.08903938529999	0.142	0.004	5.70069339685926e-05	"Mig"	"CD55"	"80-90"
"PCMTD1"	2.51687156901942e-09	-2.27633237726734	0.16	0.341	5.82605430796616e-05	"Mig"	"PCMTD1"	"80-90"
"TMEM230"	2.5919176101106e-09	1.72824117205878	0.181	0.024	5.99977088388402e-05	"Mig"	"TMEM230"	"80-90"
"ATP5PF"	2.83944073437082e-09	1.17120713906204	0.223	0.049	6.57273741192158e-05	"Mig"	"ATP5PF"	"80-90"
"HIF1A"	3.15514725486344e-09	0.953778694755623	0.245	0.061	7.30353486555789e-05	"Mig"	"HIF1A"	"80-90"
"SIGLEC8"	3.29929957695553e-09	0.276522848561981	0.219	0.045	7.63721866073665e-05	"Mig"	"SIGLEC8"	"80-90"
"SNRPD2"	3.38078632947251e-09	1.48556551536746	0.13	0	7.82584419546296e-05	"Mig"	"SNRPD2"	"80-90"
"OST4"	3.58253793582393e-09	0.319690350666762	0.181	0.024	8.29285881384524e-05	"Mig"	"OST4"	"80-90"
"FLOT1"	3.75460104681878e-09	1.0892399702868	0.187	0.028	8.69115050317611e-05	"Mig"	"FLOT1"	"80-90"
"NOL7"	4.19729639505376e-09	0.641672647696495	0.148	0.008	9.71590169527045e-05	"Mig"	"NOL7"	"80-90"
"MS4A6A"	4.2927866920309e-09	-0.164975393556105	0.381	0.142	9.93694263471313e-05	"Mig"	"MS4A6A"	"80-90"
"SLC2A3"	4.31935541707506e-09	1.1698420297502	0.178	0.024	9.99844391944535e-05	"Mig"	"SLC2A3"	"80-90"
"EIF3A"	4.38328347742423e-09	1.14319218798793	0.189	0.033	0.000101464245935416	"Mig"	"EIF3A"	"80-90"
"PEBP1"	4.44021543429115e-09	1.02616852501656	0.172	0.02	0.000102782106872972	"Mig"	"PEBP1"	"80-90"
"C16orf54"	4.45674989222129e-09	1.65389096940598	0.154	0.012	0.000103164846505138	"Mig"	"C16orf54"	"80-90"
"RGS16"	4.87902083700395e-09	2.04002519082388	0.146	0.008	0.000112939574334967	"Mig"	"RGS16"	"80-90"
"TNFRSF13C"	5.02051578212652e-09	0.733602237265925	0.205	0.041	0.000116214899324665	"Mig"	"TNFRSF13C"	"80-90"
"CD81"	5.15709530597624e-09	0.878330634292992	0.333	0.122	0.000119376442142738	"Mig"	"CD81"	"80-90"
"PSMB8"	5.1677113670751e-09	0.980764775337721	0.146	0.008	0.000119622182725054	"Mig"	"PSMB8"	"80-90"
"CNOT9"	5.28808064579852e-09	0.421528530390621	0.25	0.065	0.000122408490788944	"Mig"	"CNOT9"	"80-90"
"BCAP31"	5.47551585432987e-09	0.717221645786276	0.221	0.049	0.000126747240996028	"Mig"	"BCAP31"	"80-90"
"RBM3"	5.60481757992621e-09	-0.29518015823219	0.235	0.057	0.000129740317340132	"Mig"	"RBM3"	"80-90"
"EML4"	5.75739652883947e-09	0.415091966376277	0.274	0.081	0.000133272214849576	"Mig"	"EML4"	"80-90"
"LRRFIP1"	5.76428102449529e-09	1.48139533567504	0.288	0.089	0.000133431577155017	"Mig"	"LRRFIP1"	"80-90"
"EEF1A1"	5.8913824650422e-09	0.0579461358511617	0.673	0.382	0.000136373721300797	"Mig"	"EEF1A1"	"80-90"
"NOP10"	6.13807624862698e-09	0.905485492416756	0.239	0.061	0.000142084189003217	"Mig"	"NOP10"	"80-90"
"UBA52"	6.50379577785407e-09	0.270686605997036	0.469	0.22	0.000150549864665766	"Mig"	"UBA52"	"80-90"
"TMEM176B"	6.6927498948439e-09	0.842284369712452	0.286	0.093	0.000154923774565847	"Mig"	"TMEM176B"	"80-90"
"HSPA5"	6.86908667916908e-09	0.81346421562194	0.389	0.171	0.000159005618449406	"Mig"	"HSPA5"	"80-90"
"ETS2"	6.87198660478628e-09	1.012213604623	0.217	0.049	0.000159072745927593	"Mig"	"ETS2"	"80-90"
"SON"	7.09070665648906e-09	0.180399402740899	0.584	0.313	0.000164135677684409	"Mig"	"SON"	"80-90"
"CYRIB"	7.09662125207387e-09	0.0952318351712682	0.278	0.081	0.000164272588743006	"Mig"	"CYRIB"	"80-90"
"MOB1A"	7.1321659644885e-09	0.421268076703547	0.294	0.098	0.00016509537774598	"Mig"	"MOB1A"	"80-90"
"SEC11C"	7.7955715091086e-09	1.42008652554149	0.134	0.004	0.000180451889292846	"Mig"	"SEC11C"	"80-90"
"TBXAS1"	7.82522014032904e-09	1.41256873395659	0.274	0.089	0.000181138195808337	"Mig"	"TBXAS1"	"80-90"
"CCNL1"	8.03694621286436e-09	0.631933654903827	0.239	0.061	0.000186039230935384	"Mig"	"CCNL1"	"80-90"
"GATD3A"	8.181693392188e-09	1.29563021976854	0.142	0.008	0.000189389838642368	"Mig"	"GATD3A"	"80-90"
"EIF5AP2"	8.95743020441933e-09	-0.800890781294254	0.071	0.203	0.000207346594371899	"Mig"	"EIF5AP2"	"80-90"
"SLA"	9.07274570834828e-09	0.916329103636434	0.25	0.069	0.000210015917656846	"Mig"	"SLA"	"80-90"
"TMEM33"	9.23265010078806e-09	0.773635560473129	0.296	0.102	0.000213717384533042	"Mig"	"TMEM33"	"80-90"
"PCNX3"	9.2540127819412e-09	-1.39131677558407	0.032	0.142	0.000214211887876375	"Mig"	"PCNX3"	"80-90"
"ORMDL1"	9.97180595088519e-09	1.53797900082199	0.164	0.02	0.00023082736415109	"Mig"	"ORMDL1"	"80-90"
"SRSF6"	1.00066899221981e-08	-1.38091822841041	0.641	0.699	0.000231634858319042	"Mig"	"SRSF6"	"80-90"
"VDAC2"	1.00249840667394e-08	1.4005795102447	0.132	0.004	0.000232058331176883	"Mig"	"VDAC2"	"80-90"
"SSBP1"	1.02395064326157e-08	1.24246872789771	0.132	0.004	0.000237024094902188	"Mig"	"SSBP1"	"80-90"
"SUSD6"	1.03987104019033e-08	0.157111299246808	0.321	0.118	0.000240709348383257	"Mig"	"SUSD6"	"80-90"
"COMT"	1.04225252828781e-08	0.681925490721801	0.15	0.012	0.000241260615248062	"Mig"	"COMT"	"80-90"
"NDUFA4"	1.0461374135249e-08	0.525263492062672	0.233	0.061	0.000242159888482744	"Mig"	"NDUFA4"	"80-90"
"RAP2A"	1.08421311158299e-08	0.70291142636015	0.203	0.041	0.000250973651069231	"Mig"	"RAP2A"	"80-90"
"SPATA6"	1.08568897616842e-08	0.79069216062765	0.176	0.024	0.000251315284203466	"Mig"	"SPATA6"	"80-90"
"CMC1"	1.10123643997545e-08	0.684665512794438	0.122	0	0.000254914211125518	"Mig"	"CMC1"	"80-90"
"CHCHD2"	1.10281792945668e-08	1.07299173652249	0.148	0.012	0.000255280294310632	"Mig"	"CHCHD2"	"80-90"
"RBM8A"	1.12493014892269e-08	0.989971938125983	0.148	0.012	0.000260398830872625	"Mig"	"RBM8A"	"80-90"
"MICOS10"	1.12925022426868e-08	0.260802902861177	0.164	0.02	0.000261398841913715	"Mig"	"MICOS10"	"80-90"
"CBWD2"	1.13218020480242e-08	-0.0755583305503911	0.406	0.167	0.000262077073807664	"Mig"	"CBWD2"	"80-90"
"ATP5PD"	1.14957910580697e-08	0.557640220025764	0.174	0.024	0.000266104571412198	"Mig"	"ATP5PD"	"80-90"
"WSB1"	1.15039177996654e-08	0.192483496984591	0.566	0.305	0.000266292689226654	"Mig"	"WSB1"	"80-90"
"TNFRSF1A"	1.18694494247899e-08	0.760164695203814	0.217	0.049	0.000274754015285037	"Mig"	"TNFRSF1A"	"80-90"
"DNTTIP2"	1.24965212899742e-08	-0.0156518537831378	0.15	0.012	0.000289269474820324	"Mig"	"DNTTIP2"	"80-90"
"TSPAN3"	1.2915294411332e-08	0.387927769061702	0.156	0.016	0.000298963235033513	"Mig"	"TSPAN3"	"80-90"
"RBMX"	1.31530250889061e-08	0.17340452022201	0.239	0.061	0.000304466224757998	"Mig"	"RBMX"	"80-90"
"HNRNPR"	1.32466737256743e-08	1.40457045619562	0.178	0.028	0.000306634003401909	"Mig"	"HNRNPR"	"80-90"
"MBD4"	1.38786231774382e-08	1.6608198083955	0.154	0.016	0.00032126236931134	"Mig"	"MBD4"	"80-90"
"ATP8"	1.43788086188955e-08	-0.353319377976823	0.428	0.179	0.000332840661910193	"Mig"	"ATP8"	"80-90"
"SRSF7"	1.44538584018196e-08	0.541526580365196	0.193	0.037	0.000334577914285321	"Mig"	"SRSF7"	"80-90"
"CIAO2B"	1.45034837000458e-08	1.12440072667055	0.13	0.004	0.00033572664068866	"Mig"	"CIAO2B"	"80-90"
"ZFP36L1"	1.46110828004694e-08	0.0602523956075984	0.582	0.325	0.000338217344665266	"Mig"	"ZFP36L1"	"80-90"
"ATP6V1B2"	1.51510872190376e-08	1.25692824846478	0.185	0.033	0.000350717366946281	"Mig"	"ATP6V1B2"	"80-90"
"CNIH4"	1.55990490213958e-08	1.14723805940201	0.138	0.008	0.000361086786747271	"Mig"	"CNIH4"	"80-90"
"ELOB"	1.56215782460515e-08	1.25697363270558	0.235	0.065	0.000361608293239601	"Mig"	"ELOB"	"80-90"
"MTDH"	1.59454145509131e-08	0.542202827338516	0.276	0.089	0.000369104456024536	"Mig"	"MTDH"	"80-90"
"RBM17"	1.61321915170039e-08	0.824486146453005	0.162	0.02	0.000373427969235606	"Mig"	"RBM17"	"80-90"
"TM9SF3"	1.63144265088386e-08	0.700755489281585	0.154	0.016	0.000377646344826595	"Mig"	"TM9SF3"	"80-90"
"PDIA3"	1.6842172267326e-08	0.625250027810602	0.225	0.057	0.000389862603644062	"Mig"	"PDIA3"	"80-90"
