"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"ZNF217"	1.2493727076728e-06	0.431559528489238	0.118	0.048	0.0289204794372099	"Mig"	"ZNF217"	"70-80"	"male"
"HCK"	1.27499728476968e-06	0.400702353651777	0.105	0.04	0.0295136371478486	"Mig"	"HCK"	"70-80"	"male"
"MPC2"	1.40730509537585e-06	0.788399394137425	0.106	0.042	0.0325762983477601	"Mig"	"MPC2"	"70-80"	"male"
"UBA52"	1.44193397507935e-06	0.580180322281054	0.279	0.178	0.0333778876551368	"Mig"	"UBA52"	"70-80"	"male"
"SLC8A1"	1.52685022721135e-06	1.09929324461789	0.106	0.041	0.0353435290594883	"Mig"	"SLC8A1"	"70-80"	"male"
"TPP1"	1.59012317381156e-06	1.3123572265039	0.105	0.041	0.03680817122739	"Mig"	"TPP1"	"70-80"	"male"
"RBM39"	1.60197726067608e-06	-0.565036183120453	0.289	0.409	0.0370825696301298	"Mig"	"RBM39"	"70-80"	"male"
"SELPLG"	1.60291435540713e-06	-1.05197669337889	0.096	0.181	0.0371042614989643	"Mig"	"SELPLG"	"70-80"	"male"
"DLEU2"	1.6363040778392e-06	0.757328206483094	0.105	0.04	0.0378771667938218	"Mig"	"DLEU2"	"70-80"	"male"
"CALM2"	1.74702782834883e-06	-0.679858221622047	0.42	0.555	0.0404402001706186	"Mig"	"CALM2"	"70-80"	"male"
"ARL6IP1"	1.8186421276318e-06	0.769054569248969	0.101	0.038	0.0420979279704209	"Mig"	"ARL6IP1"	"70-80"	"male"
"BAG4"	1.8969637296023e-06	-1.16372920443659	0.073	0.149	0.0439109164128339	"Mig"	"BAG4"	"70-80"	"male"
"NAIP"	2.01194139521337e-06	0.457866766687721	0.201	0.111	0.0465724194163991	"Mig"	"NAIP"	"70-80"	"male"
"AP1G1"	2.03048212315147e-06	-0.890910661888042	0.23	0.335	0.0470016001867102	"Mig"	"AP1G1"	"70-80"	"male"
"ST6GAL1"	2.0331976670751e-06	0.417888069885212	0.213	0.122	0.0470644595974545	"Mig"	"ST6GAL1"	"70-80"	"male"
"ZNF557"	2.04375658763244e-06	-1.51147229676408	0.059	0.127	0.0473088774905158	"Mig"	"ZNF557"	"70-80"	"male"
"GNAQ"	2.24381651919799e-06	0.787397217977476	0.134	0.062	0.051939864786395	"Mig"	"GNAQ"	"70-80"	"male"
"HLA-DPB1"	2.30032665968147e-06	0.896378969922044	0.198	0.114	0.0532479615183067	"Mig"	"HLA-DPB1"	"70-80"	"male"
"AKAP13"	2.32569733583675e-06	1.02790870499652	0.206	0.12	0.0538352419299492	"Mig"	"AKAP13"	"70-80"	"male"
"BCL10"	2.38023111917861e-06	-0.958263927773675	0.122	0.212	0.0550975899467465	"Mig"	"BCL10"	"70-80"	"male"
"PLSCR1"	2.38751287560201e-06	0.907970767845132	0.123	0.055	0.0552661480444352	"Mig"	"PLSCR1"	"70-80"	"male"
"COX6B1"	2.39796262951231e-06	0.593034104615128	0.108	0.042	0.055508038947951	"Mig"	"COX6B1"	"70-80"	"male"
"GRN"	2.45369235929044e-06	0.869681151358339	0.136	0.063	0.056798070732855	"Mig"	"GRN"	"70-80"	"male"
"SEC22B"	2.52674676257808e-06	-1.01196776309049	0.178	0.276	0.0584891340601573	"Mig"	"SEC22B"	"70-80"	"male"
"MARCHF1"	2.57872699386876e-06	1.04998771181405	0.131	0.06	0.059692372454074	"Mig"	"MARCHF1"	"70-80"	"male"
"NBPF8"	2.77994436979634e-06	0.200985456541213	0.118	0.051	0.0643501522720458	"Mig"	"NBPF8"	"70-80"	"male"
"CPEB4"	2.79253190139998e-06	0.635351102549289	0.209	0.119	0.0646415284536067	"Mig"	"CPEB4"	"70-80"	"male"
"HNRNPA3"	2.86560987094743e-06	0.352391679025188	0.175	0.092	0.0663331372926912	"Mig"	"HNRNPA3"	"70-80"	"male"
"UBE2B"	3.13123798281981e-06	-1.2273550355253	0.159	0.253	0.072481896826313	"Mig"	"UBE2B"	"70-80"	"male"
"SEC62"	3.19628519856515e-06	0.155765479108287	0.145	0.07	0.0739876097763861	"Mig"	"SEC62"	"70-80"	"male"
"NACA"	3.52155512815634e-06	0.534473528630604	0.177	0.094	0.0815169581065629	"Mig"	"NACA"	"70-80"	"male"
"ADRB1"	3.63669776936904e-06	-1.31321211121036	0.041	0.101	0.0841822799653545	"Mig"	"ADRB1"	"70-80"	"male"
"PPIA"	3.69166529082629e-06	0.485110994522075	0.137	0.066	0.0854546681520469	"Mig"	"PPIA"	"70-80"	"male"
"ARHGAP1"	3.96900819394561e-06	-0.826386985394503	0.042	0.104	0.0918746016734529	"Mig"	"ARHGAP1"	"70-80"	"male"
"CSDE1"	4.10374253180299e-06	0.415301292119104	0.111	0.047	0.0949934321261755	"Mig"	"CSDE1"	"70-80"	"male"
"PIKFYVE"	4.17569626659941e-06	0.519549900359006	0.115	0.049	0.0966590171792432	"Mig"	"PIKFYVE"	"70-80"	"male"
"PRKDC"	4.40043445545987e-06	1.17621829340262	0.164	0.086	0.101861256774985	"Mig"	"PRKDC"	"70-80"	"male"
"CEP350"	4.62017805243872e-06	0.92454294126691	0.131	0.062	0.106947881557852	"Mig"	"CEP350"	"70-80"	"male"
"SETX"	4.68268805626285e-06	1.0309307532699	0.143	0.071	0.108394863126372	"Mig"	"SETX"	"70-80"	"male"
"NPM1"	4.69369437644717e-06	0.451301241882208	0.122	0.053	0.108649637425999	"Mig"	"NPM1"	"70-80"	"male"
"TGOLN2"	4.90177367737319e-06	0.750418796373185	0.123	0.056	0.113466257083835	"Mig"	"TGOLN2"	"70-80"	"male"
"INSR"	4.93749582770702e-06	-0.607976745474346	0.246	0.357	0.114293153419762	"Mig"	"INSR"	"70-80"	"male"
"G3BP1"	5.06057931198633e-06	0.760381296689261	0.119	0.053	0.11714228991386	"Mig"	"G3BP1"	"70-80"	"male"
"NBPF12"	5.23212919613077e-06	0.654957047756415	0.111	0.048	0.121113326632035	"Mig"	"NBPF12"	"70-80"	"male"
"GNAI2"	5.39784863362887e-06	0.361499613506111	0.141	0.068	0.124949400171241	"Mig"	"GNAI2"	"70-80"	"male"
"PREX1"	5.51124127492409e-06	0.77624156977662	0.1	0.04	0.127574213031943	"Mig"	"PREX1"	"70-80"	"male"
"SPCS3"	5.56563789196767e-06	0.202438172866566	0.233	0.142	0.128833385923268	"Mig"	"SPCS3"	"70-80"	"male"
"CEBPZOS"	6.26111700942899e-06	-0.977699488667475	0.1	0.179	0.144932336534262	"Mig"	"CEBPZOS"	"70-80"	"male"
"FCER1G"	6.53098773298777e-06	0.537770684631406	0.251	0.156	0.151179304043201	"Mig"	"FCER1G"	"70-80"	"male"
"HLA-E"	6.62220718683819e-06	0.527254237371905	0.307	0.213	0.15329085196093	"Mig"	"HLA-E"	"70-80"	"male"
"PRNCR1"	6.6506626518731e-06	0.152433136763519	0.11	0.047	0.153949539065558	"Mig"	"PRNCR1"	"70-80"	"male"
"BIRC6"	6.79684020379195e-06	0.544890536220964	0.134	0.064	0.157333257037376	"Mig"	"BIRC6"	"70-80"	"male"
"CTSC"	7.14159447119579e-06	0.417872225237708	0.192	0.108	0.16531362881924	"Mig"	"CTSC"	"70-80"	"male"
"SHTN1"	7.7552817508175e-06	0.593094736621946	0.178	0.098	0.179519261967923	"Mig"	"SHTN1"	"70-80"	"male"
"EIF4B"	8.74047472932368e-06	-0.891513885446259	0.105	0.185	0.202324509034385	"Mig"	"EIF4B"	"70-80"	"male"
"CCDC144B"	8.81331175359808e-06	0.713311469993435	0.14	0.071	0.204010540472288	"Mig"	"CCDC144B"	"70-80"	"male"
"CDV3"	8.98404338758636e-06	-0.757099691184241	0.077	0.15	0.207962636335849	"Mig"	"CDV3"	"70-80"	"male"
"ITGAV"	9.06097858600265e-06	0.864106726431535	0.101	0.042	0.209743532308789	"Mig"	"ITGAV"	"70-80"	"male"
"TIAM1"	9.36481691206679e-06	-1.24974014829555	0.128	0.211	0.216776781880522	"Mig"	"TIAM1"	"70-80"	"male"
"PTEN"	9.46162238381105e-06	-0.998467895049033	0.264	0.36	0.219017634940458	"Mig"	"PTEN"	"70-80"	"male"
"PCED1B-AS1"	1.0012353785817e-05	0.69624461928684	0.114	0.051	0.231765965434093	"Mig"	"PCED1B-AS1"	"70-80"	"male"
"IRF2"	1.06324235485672e-05	0.73565122905147	0.12	0.056	0.246119340302234	"Mig"	"IRF2"	"70-80"	"male"
"LAT2"	1.08430211001437e-05	0.971434165115549	0.118	0.055	0.250994252426127	"Mig"	"LAT2"	"70-80"	"male"
"TMEM59"	1.11390135721499e-05	0.377556778337113	0.108	0.047	0.257845886168125	"Mig"	"TMEM59"	"70-80"	"male"
"ITSN2"	1.1171917316279e-05	0.0973239507791166	0.132	0.064	0.258607542037226	"Mig"	"ITSN2"	"70-80"	"male"
"ALDH2"	1.17673054250778e-05	-0.0803675935589589	0.074	0.146	0.2723895859797	"Mig"	"ALDH2"	"70-80"	"male"
"XRCC5"	1.20498455965156e-05	0.79359961872291	0.1	0.042	0.278929825868143	"Mig"	"XRCC5"	"70-80"	"male"
"SORT1"	1.21885679768063e-05	0.894291857214203	0.101	0.042	0.282140971527112	"Mig"	"SORT1"	"70-80"	"male"
"ARPC3"	1.21951269913676e-05	0.448771043938541	0.137	0.068	0.282292799596177	"Mig"	"ARPC3"	"70-80"	"male"
"PPP1CB"	1.28727108529976e-05	-0.559400367994882	0.511	0.629	0.297977510825188	"Mig"	"PPP1CB"	"70-80"	"male"
"SLC39A11"	1.33194432339256e-05	-1.00060423169301	0.065	0.131	0.30831847197891	"Mig"	"SLC39A11"	"70-80"	"male"
"PDIA4"	1.35445170922224e-05	0.14590066308535	0.32	0.216	0.313528481650763	"Mig"	"PDIA4"	"70-80"	"male"
"RNA5-8SN1"	1.46299497716715e-05	-0.0297680733597359	0.143	0.071	0.338654077314652	"Mig"	"RNA5-8SN1"	"70-80"	"male"
"ACTR2"	1.55155511727201e-05	0.296098453433254	0.165	0.09	0.359153978546125	"Mig"	"ACTR2"	"70-80"	"male"
"CYBA"	1.62235379207691e-05	0.407227855279156	0.214	0.131	0.375542455789964	"Mig"	"CYBA"	"70-80"	"male"
"MAPRE2"	1.66656746940688e-05	0.137937539625202	0.146	0.074	0.385777037818304	"Mig"	"MAPRE2"	"70-80"	"male"
"TRIM13"	1.67255764384651e-05	-0.96732946448881	0.128	0.211	0.38716364339759	"Mig"	"TRIM13"	"70-80"	"male"
"TTC3"	1.71968657586205e-05	1.60798254880886	0.14	0.073	0.398073048580548	"Mig"	"TTC3"	"70-80"	"male"
"HLA-DRB6"	1.75357290670061e-05	-0.0632617778733224	0.136	0.066	0.405917056443057	"Mig"	"HLA-DRB6"	"70-80"	"male"
"ADORA3"	2.31508633283132e-05	0.0919776272701986	0.113	0.052	0.535896184323793	"Mig"	"ADORA3"	"70-80"	"male"
"ABCA1"	2.33695781719436e-05	-0.662594625660229	0.108	0.186	0.54095899552415	"Mig"	"ABCA1"	"70-80"	"male"
"KMT2C"	2.46529629158485e-05	0.656852864833112	0.184	0.108	0.57066678557606	"Mig"	"KMT2C"	"70-80"	"male"
"CSF2RA"	2.47628978834368e-05	-1.07059959905952	0.119	0.194	0.573211560205795	"Mig"	"CSF2RA"	"70-80"	"male"
"TOMM22"	2.49643789666015e-05	0.457671884154753	0.131	0.066	0.577875444318892	"Mig"	"TOMM22"	"70-80"	"male"
"ACAP2"	2.51293888505397e-05	1.00106945766929	0.128	0.066	0.581695093112292	"Mig"	"ACAP2"	"70-80"	"male"
"TMA7"	2.66287329149182e-05	0.2631196083537	0.191	0.111	0.616401909514526	"Mig"	"TMA7"	"70-80"	"male"
"ANKRD40"	2.80422021533297e-05	-0.755955924941538	0.129	0.208	0.649120895445275	"Mig"	"ANKRD40"	"70-80"	"male"
"LOC100652833"	2.82968873369108e-05	0.048418670312829	0.115	0.053	0.655016348074812	"Mig"	"LOC100652833"	"70-80"	"male"
"PBRM1"	3.01579244819491e-05	0.264849239893006	0.128	0.064	0.698095635908159	"Mig"	"PBRM1"	"70-80"	"male"
"EIF1"	3.02721458722027e-05	0.565477714495974	0.323	0.231	0.700739632649748	"Mig"	"EIF1"	"70-80"	"male"
"IFI44L"	3.06499447000091e-05	0.448699136701691	0.175	0.101	0.70948491991581	"Mig"	"IFI44L"	"70-80"	"male"
"HELZ"	3.23232117899539e-05	0.617306067366459	0.128	0.064	0.748217706513853	"Mig"	"HELZ"	"70-80"	"male"
"SMAP2"	3.50253820888651e-05	0.670060820179677	0.125	0.063	0.81076754459305	"Mig"	"SMAP2"	"70-80"	"male"
"ARRB2"	3.70415569435146e-05	0.706054521583349	0.104	0.048	0.857437960128476	"Mig"	"ARRB2"	"70-80"	"male"
"SIGLEC14"	3.70595387965792e-05	-0.652129874641907	0.289	0.389	0.857854204063215	"Mig"	"SIGLEC14"	"70-80"	"male"
"CYTB"	3.85170288295655e-05	0.410352942251336	0.389	0.298	0.891592183346781	"Mig"	"CYTB"	"70-80"	"male"
"BPTF"	3.97550197414315e-05	0.839192547183882	0.131	0.067	0.920249196974656	"Mig"	"BPTF"	"70-80"	"male"
"ZNF106"	4.2721465988645e-05	0.583909632426748	0.127	0.066	0.988916494705155	"Mig"	"ZNF106"	"70-80"	"male"
"ANKRD36C"	4.52501768739312e-05	0.32485911380008	0.271	0.181	1	"Mig"	"ANKRD36C"	"70-80"	"male"
"COPG1"	4.61740779487174e-05	-1.11540219949295	0.154	0.228	1	"Mig"	"COPG1"	"70-80"	"male"
"TUT4"	4.77096453617238e-05	0.823801346262709	0.125	0.064	1	"Mig"	"TUT4"	"70-80"	"male"
"NBPF14"	4.8354155875605e-05	0.60504195944642	0.131	0.068	1	"Mig"	"NBPF14"	"70-80"	"male"
"PNISR"	4.91529994603104e-05	0.459803089830448	0.397	0.302	1	"Mig"	"PNISR"	"70-80"	"male"
"PAG1"	5.02112100941249e-05	0.702973098891527	0.127	0.066	1	"Mig"	"PAG1"	"70-80"	"male"
"UBE2D3"	5.51114674010728e-05	0.501182931095844	0.122	0.062	1	"Mig"	"UBE2D3"	"70-80"	"male"
"LRRC8D"	5.67439700113762e-05	0.507633772037681	0.129	0.067	1	"Mig"	"LRRC8D"	"70-80"	"male"
"RNA5-8SN2"	5.94919402901671e-05	0.0559725794130901	0.14	0.074	1	"Mig"	"RNA5-8SN2"	"70-80"	"male"
"RNA5-8SN5"	5.98629213359412e-05	-0.0553269200776123	0.138	0.071	1	"Mig"	"RNA5-8SN5"	"70-80"	"male"
"PTP4A2"	6.27538359436128e-05	-0.793056194673088	0.079	0.144	1	"Mig"	"PTP4A2"	"70-80"	"male"
"PON2"	6.43705369696721e-05	-0.990543412776065	0.051	0.107	1	"Mig"	"PON2"	"70-80"	"male"
"SP110"	7.17013776283779e-05	-0.427174830628645	0.114	0.187	1	"Mig"	"SP110"	"70-80"	"male"
"SKIL"	7.17454706161528e-05	-0.545473197664817	0.41	0.516	1	"Mig"	"SKIL"	"70-80"	"male"
"DAAM1"	7.51121950375622e-05	-0.816909643035511	0.06	0.119	1	"Mig"	"DAAM1"	"70-80"	"male"
"RNA5-8SP10"	7.73410597059106e-05	-0.0712147142012458	0.142	0.075	1	"Mig"	"RNA5-8SP10"	"70-80"	"male"
"ARHGAP21"	7.88908353279419e-05	1.01489247187353	0.111	0.056	1	"Mig"	"ARHGAP21"	"70-80"	"male"
"BTN3A2"	8.22755662954287e-05	-0.369828475278741	0.105	0.051	1	"Mig"	"BTN3A2"	"70-80"	"male"
"EIF4EBP2"	8.55767401982501e-05	0.606595624605228	0.131	0.07	1	"Mig"	"EIF4EBP2"	"70-80"	"male"
"LINC01169"	8.74221029437697e-05	-0.215836583764284	0.061	0.116	1	"Mig"	"LINC01169"	"70-80"	"male"
"C5orf15"	9.61207094895559e-05	-0.685276332826757	0.069	0.13	1	"Mig"	"C5orf15"	"70-80"	"male"
"TMBIM6"	0.000105822834064228	0.645649039924798	0.256	0.176	1	"Mig"	"TMBIM6"	"70-80"	"male"
"LETM1"	0.000107379424053815	-0.644313582221178	0.058	0.114	1	"Mig"	"LETM1"	"70-80"	"male"
"LMAN1"	0.00010869319738731	0.790549547318469	0.155	0.092	1	"Mig"	"LMAN1"	"70-80"	"male"
"KTN1"	0.000112869412183049	-0.193731471159814	0.22	0.141	1	"Mig"	"KTN1"	"70-80"	"male"
"TAF1D"	0.000114588746392821	0.284213358064556	0.101	0.048	1	"Mig"	"TAF1D"	"70-80"	"male"
"HMGN2"	0.000119457878367472	0.287760891466036	0.129	0.068	1	"Mig"	"HMGN2"	"70-80"	"male"
"NUCKS1"	0.000126505570576359	-0.853362534225773	0.374	0.435	1	"Mig"	"NUCKS1"	"70-80"	"male"
"GIMAP4"	0.000127974741573472	0.672753099805492	0.117	0.06	1	"Mig"	"GIMAP4"	"70-80"	"male"
"UBE2W"	0.000128929911817885	-0.75855480928758	0.154	0.23	1	"Mig"	"UBE2W"	"70-80"	"male"
"IFNGR2"	0.000129780274441066	0.323418866563548	0.206	0.133	1	"Mig"	"IFNGR2"	"70-80"	"male"
"NEMF"	0.000133730078298781	1.115375194435	0.109	0.055	1	"Mig"	"NEMF"	"70-80"	"male"
"ATL3"	0.000134620111694631	0.563030525671236	0.141	0.079	1	"Mig"	"ATL3"	"70-80"	"male"
"FANCD2"	0.00014324932445586	-1.00981971088683	0.054	0.107	1	"Mig"	"FANCD2"	"70-80"	"male"
"GLRX"	0.00014523141681476	0.839615847643239	0.106	0.053	1	"Mig"	"GLRX"	"70-80"	"male"
"HERC2"	0.000154634617092209	1.11911468741722	0.114	0.062	1	"Mig"	"HERC2"	"70-80"	"male"
"TLN1"	0.000160539579030501	0.644042401004613	0.129	0.071	1	"Mig"	"TLN1"	"70-80"	"male"
"CAMK2D"	0.00016600948389347	-0.482661606344985	0.069	0.129	1	"Mig"	"CAMK2D"	"70-80"	"male"
"TPP2"	0.000169501461123603	0.490805261591375	0.181	0.114	1	"Mig"	"TPP2"	"70-80"	"male"
"SSR1"	0.00017211376155513	-0.583367306607432	0.219	0.309	1	"Mig"	"SSR1"	"70-80"	"male"
"ATP5MG"	0.000179752667078076	0.398062389321245	0.123	0.066	1	"Mig"	"ATP5MG"	"70-80"	"male"
"RNA5-8SN3"	0.00018219876830667	-0.0660351395642422	0.141	0.078	1	"Mig"	"RNA5-8SN3"	"70-80"	"male"
"MTCO1P12"	0.000192752822742993	0.329038913181003	0.423	0.32	1	"Mig"	"MTCO1P12"	"70-80"	"male"
"ADGRG1"	0.000209510130960374	0.71529733483386	0.255	0.178	1	"Mig"	"ADGRG1"	"70-80"	"male"
"H3-5"	0.000219583683687091	-0.0167398650744121	0.123	0.064	1	"Mig"	"H3-5"	"70-80"	"male"
"CARD8"	0.000223772699368438	0.403575304560187	0.186	0.118	1	"Mig"	"CARD8"	"70-80"	"male"
"HK2"	0.000224498856264682	-0.936578660436429	0.236	0.312	1	"Mig"	"HK2"	"70-80"	"male"
"PSMA3"	0.000225903069326776	-0.393185078866578	0.052	0.104	1	"Mig"	"PSMA3"	"70-80"	"male"
"DNAJC3"	0.000228531832662208	-0.430081959737549	0.274	0.373	1	"Mig"	"DNAJC3"	"70-80"	"male"
"KIF5B"	0.000230123673596685	0.56394912858395	0.104	0.053	1	"Mig"	"KIF5B"	"70-80"	"male"
"TP53"	0.000239199633981792	0.126949854383991	0.163	0.097	1	"Mig"	"TP53"	"70-80"	"male"
"CYFIP1"	0.000241816807462371	0.233429633149491	0.184	0.118	1	"Mig"	"CYFIP1"	"70-80"	"male"
"KMT5A"	0.000242729966620802	-0.920281975083639	0.068	0.122	1	"Mig"	"KMT5A"	"70-80"	"male"
"A2M"	0.000249010281150441	0.406085235975882	0.385	0.298	1	"Mig"	"A2M"	"70-80"	"male"
"ACOX1"	0.000251132969088575	-0.569226711525699	0.051	0.101	1	"Mig"	"ACOX1"	"70-80"	"male"
"WNK1"	0.000256540051301625	0.807828889665213	0.138	0.081	1	"Mig"	"WNK1"	"70-80"	"male"
"SENP7"	0.000295266935801284	0.366007128608218	0.123	0.068	1	"Mig"	"SENP7"	"70-80"	"male"
"VSIR"	0.000297756261763568	0.666386504232972	0.166	0.103	1	"Mig"	"VSIR"	"70-80"	"male"
"NIPBL"	0.000309727218823409	1.24916592148611	0.108	0.057	1	"Mig"	"NIPBL"	"70-80"	"male"
"TCF4"	0.000322306093069594	0.272577309367586	0.246	0.168	1	"Mig"	"TCF4"	"70-80"	"male"
"SRSF11"	0.000325623762862228	0.501397276732201	0.181	0.112	1	"Mig"	"SRSF11"	"70-80"	"male"
"ADAM28"	0.000327953456265279	0.464980720039718	0.268	0.196	1	"Mig"	"ADAM28"	"70-80"	"male"
"ANP32A"	0.000331920502011538	0.547280027957524	0.15	0.09	1	"Mig"	"ANP32A"	"70-80"	"male"
"SORL1"	0.000339195426956122	0.171650143043287	0.391	0.301	1	"Mig"	"SORL1"	"70-80"	"male"
"PHIP"	0.00035514508291635	0.833550486839029	0.115	0.063	1	"Mig"	"PHIP"	"70-80"	"male"
"ZNF207"	0.000355714749707929	0.433183345781945	0.124	0.07	1	"Mig"	"ZNF207"	"70-80"	"male"
"OSTF1"	0.000360742735406339	-0.831143423967259	0.414	0.46	1	"Mig"	"OSTF1"	"70-80"	"male"
"DOCK4"	0.000374155430064532	0.350619926279496	0.232	0.161	1	"Mig"	"DOCK4"	"70-80"	"male"
"HTRA1"	0.000380803956236023	0.139458402583724	0.169	0.105	1	"Mig"	"HTRA1"	"70-80"	"male"
"LRRK1"	0.000402359846939396	-0.865278304017548	0.236	0.321	1	"Mig"	"LRRK1"	"70-80"	"male"
"SEMA4D"	0.000433406933913679	0.483874195426653	0.23	0.16	1	"Mig"	"SEMA4D"	"70-80"	"male"
"ERH"	0.000444980465580092	0.335298585364274	0.108	0.057	1	"Mig"	"ERH"	"70-80"	"male"
"ZC3HAV1"	0.000466545035461124	-0.885494050135507	0.152	0.223	1	"Mig"	"ZC3HAV1"	"70-80"	"male"
"CAPZA1"	0.000512684527811771	-0.0433536588510246	0.494	0.389	1	"Mig"	"CAPZA1"	"70-80"	"male"
"INPP5D"	0.000517772651454122	0.545812317567437	0.159	0.101	1	"Mig"	"INPP5D"	"70-80"	"male"
"SYNJ2BP"	0.00052617032441897	-1.06212411284856	0.059	0.107	1	"Mig"	"SYNJ2BP"	"70-80"	"male"
"SPECC1"	0.000531432189271928	-0.398333909344999	0.077	0.133	1	"Mig"	"SPECC1"	"70-80"	"male"
"HLA-DRB5"	0.000538904298134933	-1.4682560929849	0.193	0.122	1	"Mig"	"HLA-DRB5"	"70-80"	"male"
"LY86"	0.00054128185754295	0.431596240152655	0.11	0.06	1	"Mig"	"LY86"	"70-80"	"male"
"IRF2BP2"	0.000547498202851027	-0.111756945368796	0.079	0.135	1	"Mig"	"IRF2BP2"	"70-80"	"male"
"GCC2"	0.000553824843851697	1.02070833080861	0.118	0.067	1	"Mig"	"GCC2"	"70-80"	"male"
"PPIG"	0.00058094601090378	0.436910041773102	0.123	0.07	1	"Mig"	"PPIG"	"70-80"	"male"
"ATP8B4"	0.000597017481298988	0.715774903249443	0.1	0.053	1	"Mig"	"ATP8B4"	"70-80"	"male"
"RNF130"	0.000606352848177771	0.673970340443728	0.128	0.075	1	"Mig"	"RNF130"	"70-80"	"male"
"ARID1A"	0.000607649791769339	0.641695641314487	0.115	0.066	1	"Mig"	"ARID1A"	"70-80"	"male"
"ZNF292"	0.000613510008928806	0.757518292445531	0.117	0.066	1	"Mig"	"ZNF292"	"70-80"	"male"
"CHD7"	0.000619986108414328	-0.52658590024325	0.108	0.168	1	"Mig"	"CHD7"	"70-80"	"male"
"STAT3"	0.000620527801348461	0.260234966259321	0.402	0.298	1	"Mig"	"STAT3"	"70-80"	"male"
"PTAFR"	0.000622476590251146	0.0969295187981967	0.118	0.066	1	"Mig"	"PTAFR"	"70-80"	"male"
"ND4L"	0.00062641332052836	1.13931794803089	0.197	0.137	1	"Mig"	"ND4L"	"70-80"	"male"
"MBNL1"	0.000668549875485042	0.741564814995819	0.155	0.098	1	"Mig"	"MBNL1"	"70-80"	"male"
"TAX1BP1"	0.000677718480170755	0.922927806285321	0.134	0.081	1	"Mig"	"TAX1BP1"	"70-80"	"male"
"SLTM"	0.000708725647113701	0.950630172299579	0.115	0.066	1	"Mig"	"SLTM"	"70-80"	"male"
"CX3CR1"	0.000720201807840075	0.456506146743138	0.32	0.25	1	"Mig"	"CX3CR1"	"70-80"	"male"
"MYCBP2"	0.000737550907566746	0.403821039101845	0.152	0.097	1	"Mig"	"MYCBP2"	"70-80"	"male"
"RNA5-8SN4"	0.000759018234983426	-0.0108485748129858	0.136	0.079	1	"Mig"	"RNA5-8SN4"	"70-80"	"male"
"GPI"	0.000811829624174269	-1.16937865721465	0.065	0.112	1	"Mig"	"GPI"	"70-80"	"male"
"NDUFV3"	0.000827073488984883	-0.827095882361159	0.115	0.172	1	"Mig"	"NDUFV3"	"70-80"	"male"
"CORO1A"	0.000845823275898327	0.486082431840003	0.111	0.064	1	"Mig"	"CORO1A"	"70-80"	"male"
"UBAP2L"	0.000871026758560849	-0.794388083056782	0.184	0.244	1	"Mig"	"UBAP2L"	"70-80"	"male"
"LEPROT"	0.000881286178910745	0.589463338068495	0.134	0.082	1	"Mig"	"LEPROT"	"70-80"	"male"
"ARID1B"	0.000909732281286441	-1.2995380389268	0.184	0.248	1	"Mig"	"ARID1B"	"70-80"	"male"
"RPN2"	0.000954604014769171	0.401889654300357	0.118	0.068	1	"Mig"	"RPN2"	"70-80"	"male"
"RAD51C"	0.000956939999469025	0.172523863956503	0.054	0.1	1	"Mig"	"RAD51C"	"70-80"	"male"
"SRRM2"	0.00104073854603673	0.0266811995540364	0.201	0.135	1	"Mig"	"SRRM2"	"70-80"	"male"
"PRPF38B"	0.00104365571379004	0.398338947023014	0.188	0.127	1	"Mig"	"PRPF38B"	"70-80"	"male"
"PGGT1B"	0.00105209150007292	-0.781169780922112	0.213	0.283	1	"Mig"	"PGGT1B"	"70-80"	"male"
"MTPAP"	0.00107082564752226	-0.637071585048022	0.059	0.105	1	"Mig"	"MTPAP"	"70-80"	"male"
"MGAT4A"	0.00112955173002031	-0.0976734763586986	0.297	0.231	1	"Mig"	"MGAT4A"	"70-80"	"male"
"C1orf162"	0.00119492935510644	1.25829712056665	0.123	0.075	1	"Mig"	"C1orf162"	"70-80"	"male"
"LST1"	0.00126384261041131	0.283002153354015	0.19	0.129	1	"Mig"	"LST1"	"70-80"	"male"
"CELF2"	0.00126831168902897	0.149002921012784	0.138	0.085	1	"Mig"	"CELF2"	"70-80"	"male"
"TXNIP"	0.00131506751965155	0.632862214944518	0.124	0.075	1	"Mig"	"TXNIP"	"70-80"	"male"
"SERINC1"	0.00143614377354129	-0.321927974470297	0.058	0.103	1	"Mig"	"SERINC1"	"70-80"	"male"
"TRIM22"	0.00143763978268397	0.421729296812329	0.12	0.073	1	"Mig"	"TRIM22"	"70-80"	"male"
"MEF2C"	0.00148441101744579	0.221873560164694	0.307	0.235	1	"Mig"	"MEF2C"	"70-80"	"male"
"RIMKLB"	0.00154759545284524	-0.875402035359165	0.063	0.107	1	"Mig"	"RIMKLB"	"70-80"	"male"
"RNF2"	0.00155710768312727	-1.15374097115679	0.109	0.16	1	"Mig"	"RNF2"	"70-80"	"male"
"OVCH1-AS1"	0.00160575780026199	-0.0100519115911661	0.1	0.055	1	"Mig"	"OVCH1-AS1"	"70-80"	"male"
"TAB2"	0.00162391861714649	-0.228251538218496	0.108	0.063	1	"Mig"	"TAB2"	"70-80"	"male"
"COX1"	0.00171148741493021	0.394335398876355	0.493	0.415	1	"Mig"	"COX1"	"70-80"	"male"
