"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"C1orf162"	1.3348711160947e-66	-1.4614117881511	0.123	0.456	3.08995965953602e-62	"Mig"	"C1orf162"	"80-90"	"female"
"S100A9"	2.80431583797752e-66	-0.165930836624592	0.01	0.178	6.49143030175037e-62	"Mig"	"S100A9"	"80-90"	"female"
"TYMP"	3.5187906634599e-66	-1.56594994104968	0.034	0.258	8.14529662777697e-62	"Mig"	"TYMP"	"80-90"	"female"
"RNF149"	3.61330863879602e-66	-1.4236139485918	0.152	0.507	8.36408683708502e-62	"Mig"	"RNF149"	"80-90"	"female"
"ATP5F1E"	7.09526014026995e-66	-1.42916945464449	0.199	0.588	1.64241081726969e-61	"Mig"	"ATP5F1E"	"80-90"	"female"
"PFN1"	9.36016270728901e-66	-0.96347352883529	0.215	0.623	2.16669046348326e-61	"Mig"	"PFN1"	"80-90"	"female"
"CD300A"	1.21739581723688e-65	-1.36438028012265	0.041	0.278	2.81802783773994e-61	"Mig"	"CD300A"	"80-90"	"female"
"H2BC5"	5.47024121414164e-65	-1.14160680459952	0.072	0.349	1.26625143624951e-60	"Mig"	"H2BC5"	"80-90"	"female"
"CYBA"	1.87456177415564e-64	-1.38346123025315	0.212	0.598	4.33923559481548e-60	"Mig"	"CYBA"	"80-90"	"female"
"SSR4"	3.32282361548633e-64	-1.2514366088682	0.07	0.345	7.69167210512775e-60	"Mig"	"SSR4"	"80-90"	"female"
"SIGLEC10"	5.80457297418624e-64	-1.47095119224267	0.065	0.331	1.34364255206463e-59	"Mig"	"SIGLEC10"	"80-90"	"female"
"C1QA"	3.85308872185437e-63	-1.57222121493738	0.261	0.633	8.91912977334849e-59	"Mig"	"C1QA"	"80-90"	"female"
"HSP90AA1"	5.19868388084633e-63	2.41398082205405	0.78	0.576	1.20339134473831e-58	"Mig"	"HSP90AA1"	"80-90"	"female"
"FCGR1CP"	1.35031615337657e-62	-1.56200503740965	0.109	0.414	3.12571183183608e-58	"Mig"	"FCGR1CP"	"80-90"	"female"
"JAK3"	7.50692839006663e-61	-1.49139585186537	0.05	0.286	1.73770378373262e-56	"Mig"	"JAK3"	"80-90"	"female"
"MTRNR2L2"	1.30427491356696e-59	1.69568333141045	0.851	0.651	3.0191355699248e-55	"Mig"	"MTRNR2L2"	"80-90"	"female"
"MTRNR2L12"	1.30427491356696e-59	1.69568333141045	0.851	0.651	3.0191355699248e-55	"Mig"	"MTRNR2L12"	"80-90"	"female"
"XBP1"	1.90884550821861e-59	-1.36837122901897	0.043	0.268	4.41859558242444e-55	"Mig"	"XBP1"	"80-90"	"female"
"TSPO"	2.08766529232406e-59	-1.08705959819206	0.074	0.343	4.83252761867174e-55	"Mig"	"TSPO"	"80-90"	"female"
"FCGR1B"	3.48842090502754e-58	-1.42995974956806	0.121	0.424	8.07499671095774e-54	"Mig"	"FCGR1B"	"80-90"	"female"
"ITGB2"	1.19943927739287e-57	-1.49342249917634	0.181	0.525	2.77646203930901e-53	"Mig"	"ITGB2"	"80-90"	"female"
"FTH1P2"	2.5821328265413e-57	-1.10269964480537	0.24	0.582	5.97712106687779e-53	"Mig"	"FTH1P2"	"80-90"	"female"
"PSME1"	5.61158131568478e-56	-1.1926893155463	0.081	0.349	1.29896884295471e-51	"Mig"	"PSME1"	"80-90"	"female"
"GTF3A"	1.43603448555276e-55	-1.59802043238795	0.039	0.247	3.32413262715754e-51	"Mig"	"GTF3A"	"80-90"	"female"
"C1QB"	2.31938229798619e-55	-1.30995185116424	0.422	0.75	5.36890614337844e-51	"Mig"	"C1QB"	"80-90"	"female"
"TMEM176B"	1.54864513688459e-54	-1.40632771405632	0.057	0.286	3.58480376286045e-50	"Mig"	"TMEM176B"	"80-90"	"female"
"SH3BGRL3"	1.61314755049345e-54	-1.3410099837304	0.068	0.314	3.73411394988223e-50	"Mig"	"SH3BGRL3"	"80-90"	"female"
"PLAUR"	1.29382607830203e-53	-1.30307649555154	0.025	0.201	2.99494860605353e-49	"Mig"	"PLAUR"	"80-90"	"female"
"ALOX5AP"	1.64051147741778e-53	-1.02392491429579	0.206	0.56	3.79745596792668e-49	"Mig"	"ALOX5AP"	"80-90"	"female"
"SYNGR2"	1.91879548008922e-53	-1.04099217013158	0.078	0.335	4.44162777731052e-49	"Mig"	"SYNGR2"	"80-90"	"female"
"SERPINA1"	7.91569357172689e-53	-0.783006729329198	0.048	0.262	1.83232474798334e-48	"Mig"	"SERPINA1"	"80-90"	"female"
"DNAJC3"	1.19898741994638e-51	-1.42343994452337	0.191	0.533	2.77541607969187e-47	"Mig"	"DNAJC3"	"80-90"	"female"
"FAU"	1.31100891681723e-51	-0.909710919463042	0.113	0.398	3.03472344064852e-47	"Mig"	"FAU"	"80-90"	"female"
"GUK1"	7.19098697102017e-51	-1.2624002887117	0.03	0.211	1.66456966405175e-46	"Mig"	"GUK1"	"80-90"	"female"
"LAIR1"	1.19764153551769e-50	-1.03210416548002	0.123	0.412	2.77230062641635e-46	"Mig"	"LAIR1"	"80-90"	"female"
"PTPRE"	1.40107217260866e-50	-1.06016497723117	0.114	0.396	3.24320186515453e-46	"Mig"	"PTPRE"	"80-90"	"female"
"PSMB3"	1.2381162907097e-49	-0.646597248001243	0.044	0.245	2.86599158973482e-45	"Mig"	"PSMB3"	"80-90"	"female"
"ATP5PO"	1.48391776265785e-49	-1.30201379063813	0.032	0.213	3.43497283700038e-45	"Mig"	"ATP5PO"	"80-90"	"female"
"TIMP1"	6.25373361074663e-49	-1.28809933963478	0.005	0.12	1.44761425621563e-44	"Mig"	"TIMP1"	"80-90"	"female"
"NME1"	9.38593230656594e-49	-1.01948809998707	0.013	0.15	2.17265561032388e-44	"Mig"	"NME1"	"80-90"	"female"
"CTSH"	1.39938991706706e-48	-0.63806329383201	0.088	0.341	3.23930778002683e-44	"Mig"	"CTSH"	"80-90"	"female"
"SLC25A5"	1.91784660162978e-48	-0.982887339614154	0.048	0.252	4.43943131345261e-44	"Mig"	"SLC25A5"	"80-90"	"female"
"SLC3A2"	2.5605519662718e-48	-1.54120455100119	0.028	0.197	5.92716569152597e-44	"Mig"	"SLC3A2"	"80-90"	"female"
"CTSD"	3.70519995840611e-48	-0.682667165384473	0.101	0.373	8.57679686371847e-44	"Mig"	"CTSD"	"80-90"	"female"
"KDELR2"	1.00348379043489e-47	-1.16073015735154	0.042	0.235	2.32286427809868e-43	"Mig"	"KDELR2"	"80-90"	"female"
"CD63"	1.36236509346425e-47	-0.944439390756856	0.151	0.45	3.15360271835104e-43	"Mig"	"CD63"	"80-90"	"female"
"PLAC8"	2.16204138844033e-47	-0.798556850305753	0.016	0.158	5.00469340596168e-43	"Mig"	"PLAC8"	"80-90"	"female"
"NINJ1"	3.08942338001335e-47	-1.19604573933322	0.07	0.298	7.1513972400549e-43	"Mig"	"NINJ1"	"80-90"	"female"
"TPI1"	9.47779686452007e-47	-1.63984638193718	0.081	0.318	2.19392041819911e-42	"Mig"	"TPI1"	"80-90"	"female"
"ALDOA"	4.0648527379287e-46	-1.04444385558661	0.073	0.302	9.40932111775736e-42	"Mig"	"ALDOA"	"80-90"	"female"
"CCL2"	4.09048473978415e-46	-0.888369926662433	0.015	0.154	9.46865407565236e-42	"Mig"	"CCL2"	"80-90"	"female"
"HCK"	1.12806476578848e-45	-1.05730812456775	0.056	0.262	2.61124431984718e-41	"Mig"	"HCK"	"80-90"	"female"
"VAMP8"	1.17597419977501e-45	-1.21752139827046	0.049	0.247	2.72214507763919e-41	"Mig"	"VAMP8"	"80-90"	"female"
"VSIG4"	1.41328206834703e-45	-0.940484281809218	0.176	0.485	3.27146533180969e-41	"Mig"	"VSIG4"	"80-90"	"female"
"HSPA5"	1.55905646021067e-45	-1.12780244977595	0.121	0.389	3.60890389409565e-41	"Mig"	"HSPA5"	"80-90"	"female"
"OAZ1"	7.04459374965379e-45	-1.00557150240375	0.246	0.588	1.63068256116986e-40	"Mig"	"OAZ1"	"80-90"	"female"
"PTPN2"	9.0484609765202e-45	-1.17809348761417	0.051	0.247	2.0945377468449e-40	"Mig"	"PTPN2"	"80-90"	"female"
"CFL1"	3.31936854435069e-44	-0.860064184633926	0.188	0.493	7.68367430646297e-40	"Mig"	"CFL1"	"80-90"	"female"
"FMNL3"	7.39411605824347e-44	1.66980419799515	0.666	0.393	1.7115899851622e-39	"Mig"	"FMNL3"	"80-90"	"female"
"STOM"	1.17401168913055e-43	-1.23086642383364	0.115	0.373	2.71760225799939e-39	"Mig"	"STOM"	"80-90"	"female"
"TLR2"	2.27982854845783e-43	-0.733394284391353	0.086	0.316	5.27734712397019e-39	"Mig"	"TLR2"	"80-90"	"female"
"PDCD5"	2.47762692900147e-43	-0.722341533337122	0.033	0.199	5.73521081525261e-39	"Mig"	"PDCD5"	"80-90"	"female"
"HLA-DQB1"	2.51471907661365e-43	-1.33521011108935	0.078	0.302	5.82107171854528e-39	"Mig"	"HLA-DQB1"	"80-90"	"female"
"GPR84"	2.70728340449043e-43	-0.860490224579668	0.008	0.12	6.26681962471444e-39	"Mig"	"GPR84"	"80-90"	"female"
"SIGLEC9"	2.85586118544924e-43	-1.66734805303331	0.016	0.148	6.61074747207791e-39	"Mig"	"SIGLEC9"	"80-90"	"female"
"AIF1"	1.31479579611267e-42	-0.945448714949702	0.37	0.738	3.04348930884162e-38	"Mig"	"AIF1"	"80-90"	"female"
"HSP90AA6P"	8.2032398083975e-42	2.36221130039134	0.356	0.057	1.89888595084785e-37	"Mig"	"HSP90AA6P"	"80-90"	"female"
"NDUFC1"	2.26798693126734e-41	-0.680338335990901	0.051	0.241	5.24993614849765e-37	"Mig"	"NDUFC1"	"80-90"	"female"
"SAR1A"	3.78691980111356e-41	-0.894281055556161	0.129	0.394	8.76596195561767e-37	"Mig"	"SAR1A"	"80-90"	"female"
"GCA"	2.50321158111196e-40	-1.08557062173487	0.037	0.203	5.79443416795797e-36	"Mig"	"GCA"	"80-90"	"female"
"ANKRD22"	6.58655307721989e-40	-1.37586205050442	0.008	0.114	1.52465530631486e-35	"Mig"	"ANKRD22"	"80-90"	"female"
"HCLS1"	8.15806333427154e-40	-1.14898096157134	0.182	0.467	1.88842850061718e-35	"Mig"	"HCLS1"	"80-90"	"female"
"NDUFA4"	1.1919266185459e-39	-1.1975009510166	0.051	0.233	2.75907173661004e-35	"Mig"	"NDUFA4"	"80-90"	"female"
"LOC728488"	1.3559701442582e-39	-0.295162795608582	0.007	0.108	3.13879968992888e-35	"Mig"	"LOC728488"	"80-90"	"female"
"RAC2"	3.33384272035781e-39	-0.852120531172972	0.006	0.105	7.71717912908426e-35	"Mig"	"RAC2"	"80-90"	"female"
"HMGN2"	4.42712794373432e-39	-1.00412608632625	0.082	0.296	1.02479157641562e-34	"Mig"	"HMGN2"	"80-90"	"female"
"H2AC20"	5.07851536912814e-39	-1.43546208895026	0.057	0.241	1.17557473764578e-34	"Mig"	"H2AC20"	"80-90"	"female"
"SLC25A37"	5.41982696807191e-39	-0.826874370729287	0.379	0.71	1.25458154656929e-34	"Mig"	"SLC25A37"	"80-90"	"female"
"CD93"	1.0862449378639e-38	-1.22128907653443	0.012	0.126	2.51443978216736e-34	"Mig"	"CD93"	"80-90"	"female"
"SAP18"	1.16218020671549e-38	-1.03279026252521	0.044	0.215	2.69021474250502e-34	"Mig"	"SAP18"	"80-90"	"female"
"PSMB6"	1.30065291247917e-38	-0.971750921320899	0.047	0.223	3.01075136180679e-34	"Mig"	"PSMB6"	"80-90"	"female"
"HLA-DPA1"	2.19574360493411e-38	-0.79004278197114	0.254	0.57	5.08270729670149e-34	"Mig"	"HLA-DPA1"	"80-90"	"female"
"GLRX"	3.1037609474645e-38	-0.748548392494045	0.066	0.262	7.18458584119082e-34	"Mig"	"GLRX"	"80-90"	"female"
"GPX1"	3.51565594347187e-38	-0.863209866930413	0.188	0.471	8.13804037794869e-34	"Mig"	"GPX1"	"80-90"	"female"
"NEIL2"	6.41228260337805e-38	-0.765863732757413	0.031	0.181	1.48431517702995e-33	"Mig"	"NEIL2"	"80-90"	"female"
"FCGR2A"	7.36703132694177e-38	-0.741855812112886	0.231	0.538	1.70532041156048e-33	"Mig"	"FCGR2A"	"80-90"	"female"
"COX6B1"	9.0460759145988e-38	-1.07352342234942	0.044	0.213	2.09398565271133e-33	"Mig"	"COX6B1"	"80-90"	"female"
"MRPL16"	1.05700328883952e-37	-0.727678073974861	0.014	0.132	2.44675121300573e-33	"Mig"	"MRPL16"	"80-90"	"female"
"PSMB8"	1.0993345036758e-37	-0.677797140260836	0.019	0.146	2.54473950910874e-33	"Mig"	"PSMB8"	"80-90"	"female"
"HSPH1"	1.16675421821504e-37	2.67974872335653	0.421	0.126	2.70080266432418e-33	"Mig"	"HSPH1"	"80-90"	"female"
"SEC61B"	1.29309543615037e-37	-1.21886266666693	0.031	0.179	2.99325731560088e-33	"Mig"	"SEC61B"	"80-90"	"female"
"ACTG1"	1.80715717965112e-37	-1.07836536216473	0.162	0.426	4.18320743945641e-33	"Mig"	"ACTG1"	"80-90"	"female"
"MYL6"	2.86508712472706e-37	-0.839871269077975	0.165	0.438	6.6321036763182e-33	"Mig"	"MYL6"	"80-90"	"female"
"ARF1"	3.14550406111801e-37	-0.517803476757818	0.048	0.221	7.28121280067598e-33	"Mig"	"ARF1"	"80-90"	"female"
"SLIRP"	3.80775826124927e-37	-0.967122369400842	0.046	0.215	8.8141988231398e-33	"Mig"	"SLIRP"	"80-90"	"female"
"DYNLT1"	5.0304178091441e-37	-0.724187700206201	0.034	0.185	1.16444111446068e-32	"Mig"	"DYNLT1"	"80-90"	"female"
"RNF144B"	6.87187654527637e-37	-0.468524607476267	0.041	0.203	1.59070198270057e-32	"Mig"	"RNF144B"	"80-90"	"female"
"LSM4"	8.37264383938681e-37	-0.459431019677474	0.019	0.144	1.93809959594126e-32	"Mig"	"LSM4"	"80-90"	"female"
"LAPTM5"	9.03278460604688e-37	-0.851378853542528	0.362	0.69	2.09090898060773e-32	"Mig"	"LAPTM5"	"80-90"	"female"
"SEC11C"	2.46585579806152e-36	-1.14100621741042	0.016	0.134	5.70796300135282e-32	"Mig"	"SEC11C"	"80-90"	"female"
"HRH2"	2.9587796379143e-36	-1.7866623565545	0.03	0.172	6.84898310584401e-32	"Mig"	"HRH2"	"80-90"	"female"
"COX7C"	3.21034128316274e-36	-1.12626271573058	0.054	0.229	7.43129800226511e-32	"Mig"	"COX7C"	"80-90"	"female"
"COX6A1"	4.02229808461152e-36	-1.41264167087756	0.071	0.266	9.31081560625875e-32	"Mig"	"COX6A1"	"80-90"	"female"
"DDX21"	5.18012237642476e-36	-0.98640022842605	0.051	0.221	1.1990947276948e-31	"Mig"	"DDX21"	"80-90"	"female"
"GOLGA4"	9.47303452281969e-36	-0.476595782975373	0.141	0.389	2.1928180313423e-31	"Mig"	"GOLGA4"	"80-90"	"female"
"CHCHD7"	1.10804318894828e-35	-1.05103498772422	0.021	0.148	2.56489837377747e-31	"Mig"	"CHCHD7"	"80-90"	"female"
"MTHFD2"	2.04557871235866e-35	-1.20362316188249	0.035	0.183	4.73510560336784e-31	"Mig"	"MTHFD2"	"80-90"	"female"
"CTSC"	2.90246358060047e-35	-0.778725610984816	0.145	0.396	6.71862269637396e-31	"Mig"	"CTSC"	"80-90"	"female"
"RAD23A"	4.76832850204786e-35	-0.643524803302315	0.03	0.17	1.10377268165404e-30	"Mig"	"RAD23A"	"80-90"	"female"
"MYDGF"	8.66298267059933e-35	-1.10703922614975	0.02	0.14	2.00530722859033e-30	"Mig"	"MYDGF"	"80-90"	"female"
"NDUFA1"	9.09880823159036e-35	-0.601885494035092	0.051	0.221	2.10619212944854e-30	"Mig"	"NDUFA1"	"80-90"	"female"
"FCGR3B"	9.42889605913369e-35	-0.473121332598835	0.172	0.432	2.18260085976827e-30	"Mig"	"FCGR3B"	"80-90"	"female"
"RAC1"	1.32399190858119e-34	-0.982751938683362	0.227	0.511	3.06477646998373e-30	"Mig"	"RAC1"	"80-90"	"female"
"C1QC"	1.48408489965067e-34	-0.990287894717832	0.569	0.771	3.43535972571136e-30	"Mig"	"C1QC"	"80-90"	"female"
"HLA-DRA"	1.78098567569288e-34	-0.943875338812993	0.449	0.765	4.12262564209389e-30	"Mig"	"HLA-DRA"	"80-90"	"female"
"REEP5"	3.27027686409863e-34	-0.631632636845985	0.043	0.199	7.57003688501552e-30	"Mig"	"REEP5"	"80-90"	"female"
"CNIH4"	3.65979179203894e-34	-1.02931296680624	0.019	0.138	8.47168604021173e-30	"Mig"	"CNIH4"	"80-90"	"female"
"CEBPD"	4.38696287411671e-34	-0.764006830780512	0.153	0.408	1.01549416610054e-29	"Mig"	"CEBPD"	"80-90"	"female"
"HLA-A"	4.48760569552477e-34	-1.04800804180821	0.149	0.391	1.03879096640007e-29	"Mig"	"HLA-A"	"80-90"	"female"
"DENND3"	5.28111507722985e-34	-0.774288013565636	0.098	0.31	1.22247251807716e-29	"Mig"	"DENND3"	"80-90"	"female"
"RNF181"	5.5192803879203e-34	-0.735258261105298	0.025	0.154	1.27760302419579e-29	"Mig"	"RNF181"	"80-90"	"female"
"NLRC5"	1.69336541421094e-33	-1.42574459293815	0.01	0.108	3.91980226081549e-29	"Mig"	"NLRC5"	"80-90"	"female"
"MAFB"	1.87598466629536e-33	-1.26491878519887	0.042	0.193	4.34252930554049e-29	"Mig"	"MAFB"	"80-90"	"female"
"HLA-DPB1"	2.19280653177352e-33	-0.89669630293045	0.151	0.394	5.07590855974935e-29	"Mig"	"HLA-DPB1"	"80-90"	"female"
"MRPL21"	2.62537851934659e-33	-0.967757445835815	0.01	0.108	6.07722619658348e-29	"Mig"	"MRPL21"	"80-90"	"female"
"PPIA"	9.31166912938243e-33	-0.60393657097179	0.111	0.329	2.15546517006944e-28	"Mig"	"PPIA"	"80-90"	"female"
"ATP5MG"	9.35060633477568e-33	-0.807801631727646	0.098	0.306	2.16447835437387e-28	"Mig"	"ATP5MG"	"80-90"	"female"
"COX8A"	1.06385291968583e-32	-0.802144785389017	0.037	0.179	2.46260673848876e-28	"Mig"	"COX8A"	"80-90"	"female"
"NDUFS5"	1.35629443271966e-32	-1.03912458164576	0.034	0.174	3.13955035285948e-28	"Mig"	"NDUFS5"	"80-90"	"female"
"PSME2P2"	1.43535568179241e-32	-0.613285309789021	0.026	0.152	3.32256133221307e-28	"Mig"	"PSME2P2"	"80-90"	"female"
"SCAND1"	2.06528200770752e-32	-0.385012450371971	0.017	0.128	4.78071479144137e-28	"Mig"	"SCAND1"	"80-90"	"female"
"HLA-B"	2.13180346751205e-32	-1.00439964060634	0.267	0.558	4.93469866659689e-28	"Mig"	"HLA-B"	"80-90"	"female"
"MAF"	2.84414110308055e-32	1.46496381569962	0.608	0.379	6.58361782541086e-28	"Mig"	"MAF"	"80-90"	"female"
"GNG5"	3.12904121008119e-32	-0.678725151833919	0.066	0.243	7.24310459309593e-28	"Mig"	"GNG5"	"80-90"	"female"
"IRF2BPL"	4.15007744520105e-32	-1.03660853815204	0.071	0.25	9.60659927015139e-28	"Mig"	"IRF2BPL"	"80-90"	"female"
"CD58"	7.87788627606316e-32	-1.13866088704192	0.021	0.138	1.8235731151831e-27	"Mig"	"CD58"	"80-90"	"female"
"COX6C"	8.20583371942583e-32	-1.12073706483426	0.034	0.172	1.89948638937269e-27	"Mig"	"COX6C"	"80-90"	"female"
"POLR2E"	1.17347983275885e-31	-0.812697142942826	0.027	0.154	2.71637111687018e-27	"Mig"	"POLR2E"	"80-90"	"female"
"SLC2A3"	1.18954744908441e-31	-1.07812171621492	0.037	0.178	2.7535644351406e-27	"Mig"	"SLC2A3"	"80-90"	"female"
"S100A11"	1.20407655065755e-31	-0.671525361438588	0.23	0.505	2.7871963994621e-27	"Mig"	"S100A11"	"80-90"	"female"
"UBA52"	1.53101180281118e-31	-0.851762844877243	0.205	0.469	3.54398612114732e-27	"Mig"	"UBA52"	"80-90"	"female"
"EIF1"	2.73111895015103e-31	-0.970428636064095	0.303	0.578	6.3219941458096e-27	"Mig"	"EIF1"	"80-90"	"female"
"APRT"	4.7066296878034e-31	-1.13657181481493	0.025	0.146	1.08949064013273e-26	"Mig"	"APRT"	"80-90"	"female"
"C4orf3"	6.10418609106338e-31	-1.0076249058324	0.05	0.203	1.41299699635935e-26	"Mig"	"C4orf3"	"80-90"	"female"
"EFHD2"	8.0245081083274e-31	-0.990313147401978	0.027	0.15	1.85751313691563e-26	"Mig"	"EFHD2"	"80-90"	"female"
"HSBP1"	1.10903882875739e-30	-0.721448096933896	0.071	0.247	2.5672030808076e-26	"Mig"	"HSBP1"	"80-90"	"female"
"CORO1A"	1.11067619743149e-30	-0.704018771056799	0.09	0.282	2.57099326181442e-26	"Mig"	"CORO1A"	"80-90"	"female"
"PSMA7"	1.35228299446886e-30	-1.22950734913277	0.127	0.343	3.13026467559653e-26	"Mig"	"PSMA7"	"80-90"	"female"
"EIF1P5"	1.57741787771992e-30	-0.796837922791148	0.065	0.229	3.65140690334607e-26	"Mig"	"EIF1P5"	"80-90"	"female"
"UQCRQ"	1.59221890825236e-30	-1.19469847796938	0.067	0.237	3.68566832882255e-26	"Mig"	"UQCRQ"	"80-90"	"female"
"COX7A2"	4.17168236698293e-30	-1.03382203297301	0.065	0.233	9.6566103430921e-26	"Mig"	"COX7A2"	"80-90"	"female"
"NDUFB1"	4.78724066385116e-30	-1.04818783853352	0.045	0.191	1.10815046886827e-25	"Mig"	"NDUFB1"	"80-90"	"female"
"SPATA6"	6.30827110723181e-30	-1.12500125946993	0.039	0.176	1.46023859590202e-25	"Mig"	"SPATA6"	"80-90"	"female"
"RANBP1"	6.99660185310426e-30	-1.18490420118656	0.041	0.181	1.61957339695657e-25	"Mig"	"RANBP1"	"80-90"	"female"
"GSTP1"	7.40811725003198e-30	-0.929826303399306	0.068	0.239	1.7148309810374e-25	"Mig"	"GSTP1"	"80-90"	"female"
"LIMK2"	1.39423959125326e-29	-0.403963254785686	0.012	0.105	3.22738580583304e-25	"Mig"	"LIMK2"	"80-90"	"female"
"GREM1"	1.39462459130108e-29	1.25733299457358	0.697	0.487	3.22827700394373e-25	"Mig"	"GREM1"	"80-90"	"female"
"GADD45GIP1"	1.89667255073163e-29	-1.30005555951103	0.038	0.172	4.39041762043357e-25	"Mig"	"GADD45GIP1"	"80-90"	"female"
"CIRBP"	2.17943324911941e-29	-1.25552886455906	0.054	0.209	5.04495208506161e-25	"Mig"	"CIRBP"	"80-90"	"female"
"ROMO1"	2.28188070447558e-29	-0.870200695248214	0.035	0.168	5.28209745472006e-25	"Mig"	"ROMO1"	"80-90"	"female"
"LDHA"	3.60227692385956e-29	-0.80654623894096	0.046	0.189	8.33855062335011e-25	"Mig"	"LDHA"	"80-90"	"female"
"COMT"	4.1222959967374e-29	-0.650640964668737	0.028	0.15	9.54229077324772e-25	"Mig"	"COMT"	"80-90"	"female"
"GMFG"	4.19293617506008e-29	-0.884804323646846	0.044	0.187	9.70580865802908e-25	"Mig"	"GMFG"	"80-90"	"female"
"ATP5MD"	4.70004837307023e-29	-0.86297073460475	0.054	0.207	1.0879671973983e-24	"Mig"	"ATP5MD"	"80-90"	"female"
"ANAPC11"	6.0905528586414e-29	-0.721717756535134	0.034	0.164	1.40984117571831e-24	"Mig"	"ANAPC11"	"80-90"	"female"
"GRB2"	6.80587317929988e-29	-0.897220265440853	0.14	0.359	1.57542352354434e-24	"Mig"	"GRB2"	"80-90"	"female"
"SRSF2"	8.21772240494542e-29	-0.967285882989235	0.125	0.331	1.90223838229677e-24	"Mig"	"SRSF2"	"80-90"	"female"
"PIM1"	1.02147556560737e-28	-1.11705823409198	0.011	0.101	2.36451163926795e-24	"Mig"	"PIM1"	"80-90"	"female"
