"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"TMEM219"	1.19977136003582e-28	-0.616858423423032	0.043	0.183	2.77723074421091e-24	"Mig"	"TMEM219"	"80-90"	"female"
"ACTB"	1.51838265366118e-28	-0.703348833185315	0.769	0.974	3.51475216669491e-24	"Mig"	"ACTB"	"80-90"	"female"
"SLC1A5"	1.7263207375015e-28	-0.832436931723339	0.028	0.146	3.99608724316848e-24	"Mig"	"SLC1A5"	"80-90"	"female"
"LST1"	1.80962538040375e-28	-0.767101295925587	0.148	0.371	4.18892083055861e-24	"Mig"	"LST1"	"80-90"	"female"
"CALHM6"	2.00895367311336e-28	-0.751725585642649	0.015	0.112	4.65032596252281e-24	"Mig"	"CALHM6"	"80-90"	"female"
"ADGRG1"	2.37467399096973e-28	-0.718256971075327	0.231	0.489	5.49689535429673e-24	"Mig"	"ADGRG1"	"80-90"	"female"
"APEX1"	2.4712793718841e-28	-0.77379257725752	0.029	0.15	5.7205174900373e-24	"Mig"	"APEX1"	"80-90"	"female"
"SNHG8"	3.1090500809301e-28	-0.704094165903024	0.02	0.124	7.196829127337e-24	"Mig"	"SNHG8"	"80-90"	"female"
"COX4I1"	4.96270167978983e-28	-1.00075691362981	0.081	0.254	1.14876618483775e-23	"Mig"	"COX4I1"	"80-90"	"female"
"RBX1"	5.12164726536968e-28	-1.08576527648002	0.065	0.225	1.18555890898777e-23	"Mig"	"RBX1"	"80-90"	"female"
"PRR13"	5.45986385401663e-28	-1.08013217325291	0.075	0.243	1.26384928492777e-23	"Mig"	"PRR13"	"80-90"	"female"
"GAPDH"	7.69763975946879e-28	-0.15001677558725	0.035	0.164	1.78184965152184e-23	"Mig"	"GAPDH"	"80-90"	"female"
"TYROBP"	8.40231308584511e-28	-0.788763477990066	0.215	0.46	1.94496743311143e-23	"Mig"	"TYROBP"	"80-90"	"female"
"PPA1"	1.20008935448854e-27	-0.4898228748208	0.015	0.11	2.77796683777007e-23	"Mig"	"PPA1"	"80-90"	"female"
"ATP5MC2"	1.25800230173992e-27	-0.538270675798418	0.075	0.245	2.91202372806758e-23	"Mig"	"ATP5MC2"	"80-90"	"female"
"SNHG6"	1.30102143374503e-27	-0.628096742439278	0.021	0.126	3.01160441483301e-23	"Mig"	"SNHG6"	"80-90"	"female"
"LSM7"	1.58007026321506e-27	-0.659488686178038	0.044	0.183	3.65754664529023e-23	"Mig"	"LSM7"	"80-90"	"female"
"MT2A"	1.7733239779687e-27	-0.500335274543937	0.017	0.114	4.10489034420194e-23	"Mig"	"MT2A"	"80-90"	"female"
"DNAJC15"	2.04151316557221e-27	-0.759352059573644	0.016	0.112	4.72569467566654e-23	"Mig"	"DNAJC15"	"80-90"	"female"
"TBXAS1"	2.36263710241545e-27	-0.989277775847945	0.095	0.274	5.46903236467128e-23	"Mig"	"TBXAS1"	"80-90"	"female"
"COX5B"	2.94619546470953e-27	-0.902006227044768	0.078	0.247	6.81985326170962e-23	"Mig"	"COX5B"	"80-90"	"female"
"SNHG3"	3.62343049056545e-27	-0.965048184143683	0.014	0.107	8.38751689956091e-23	"Mig"	"SNHG3"	"80-90"	"female"
"H2BC4"	4.01187717224962e-27	-0.346921593500289	0.03	0.148	9.28669327832341e-23	"Mig"	"H2BC4"	"80-90"	"female"
"FTH1"	4.4445540331502e-27	-0.263272367443248	0.088	0.266	1.02882536759361e-22	"Mig"	"FTH1"	"80-90"	"female"
"NDUFB2"	7.34036741912502e-27	-1.13067123642711	0.102	0.288	1.69914825017906e-22	"Mig"	"NDUFB2"	"80-90"	"female"
"VAMP5"	7.78319480546181e-27	-0.804011095587091	0.014	0.105	1.8016539335683e-22	"Mig"	"VAMP5"	"80-90"	"female"
"ARHGDIB"	7.89131815389574e-27	-0.85490733130134	0.222	0.465	1.82668232626379e-22	"Mig"	"ARHGDIB"	"80-90"	"female"
"TBCB"	8.80586458879307e-27	-0.646499695903817	0.021	0.124	2.03838153501382e-22	"Mig"	"TBCB"	"80-90"	"female"
"ARPC3"	2.01309086882559e-26	-0.350256147426556	0.108	0.302	4.65990274315748e-22	"Mig"	"ARPC3"	"80-90"	"female"
"NOP10"	2.23300890679283e-26	-0.956202327064246	0.075	0.239	5.16896901744405e-22	"Mig"	"NOP10"	"80-90"	"female"
"CTSB"	2.60053570832306e-26	-0.596910552712852	0.54	0.801	6.01972005762622e-22	"Mig"	"CTSB"	"80-90"	"female"
"DNMT3A"	2.67239560011325e-26	1.21192939737483	0.802	0.682	6.18606133514216e-22	"Mig"	"DNMT3A"	"80-90"	"female"
"SEC62"	2.74910305184238e-26	-0.546401019856163	0.114	0.312	6.36362374440474e-22	"Mig"	"SEC62"	"80-90"	"female"
"ID2"	2.7873929343322e-26	-0.69836664462693	0.07	0.231	6.45225716439218e-22	"Mig"	"ID2"	"80-90"	"female"
"RBPJ"	3.26014518243669e-26	-0.521459307763287	0.052	0.193	7.54658406830444e-22	"Mig"	"RBPJ"	"80-90"	"female"
"CLIC1"	3.3912332568465e-26	-0.570560702648107	0.038	0.164	7.85002674294828e-22	"Mig"	"CLIC1"	"80-90"	"female"
"VMP1"	3.64839305810083e-26	-0.870535860210681	0.113	0.302	8.44530025089181e-22	"Mig"	"VMP1"	"80-90"	"female"
"HCST"	3.68285713331591e-26	-0.797193934054893	0.043	0.174	8.52507769219966e-22	"Mig"	"HCST"	"80-90"	"female"
"LCP1"	3.83346266294331e-26	-0.588995639880605	0.139	0.351	8.87369937218118e-22	"Mig"	"LCP1"	"80-90"	"female"
"ZFP36L2"	4.58664252513965e-26	1.55817134270414	0.509	0.28	1.06171601171933e-21	"Mig"	"ZFP36L2"	"80-90"	"female"
"B4GALT1"	6.23617018577213e-26	-0.737671965691925	0.344	0.615	1.44354867460253e-21	"Mig"	"B4GALT1"	"80-90"	"female"
"CD55"	6.34170097308856e-26	-1.48963874941451	0.029	0.142	1.46797694125054e-21	"Mig"	"CD55"	"80-90"	"female"
"ATP5PD"	7.02499599371587e-26	-0.596091508481502	0.042	0.174	1.62614607262535e-21	"Mig"	"ATP5PD"	"80-90"	"female"
"LRPAP1"	7.49841159681334e-26	-0.710209944590896	0.05	0.187	1.73573231643035e-21	"Mig"	"LRPAP1"	"80-90"	"female"
"HSPA1A"	7.65148211039506e-26	2.03906163696709	0.554	0.357	1.77116507891425e-21	"Mig"	"HSPA1A"	"80-90"	"female"
"APOC1P1"	1.11989465551949e-25	-0.397871835509785	0.053	0.189	2.59233214859651e-21	"Mig"	"APOC1P1"	"80-90"	"female"
"PSME2P1"	1.16427616854953e-25	-0.20373693749983	0.018	0.112	2.69506647495844e-21	"Mig"	"PSME2P1"	"80-90"	"female"
"ATP6V0B"	1.25460716050482e-25	-0.771118980102946	0.108	0.294	2.90416465513655e-21	"Mig"	"ATP6V0B"	"80-90"	"female"
"OST4"	1.54493243436596e-25	-0.490849988824371	0.047	0.181	3.57620959907033e-21	"Mig"	"OST4"	"80-90"	"female"
"MRPL36"	1.55375653480508e-25	-0.527362763888564	0.018	0.114	3.5966356267668e-21	"Mig"	"MRPL36"	"80-90"	"female"
"MACROH2A1"	1.7356772672674e-25	-0.805309369448197	0.094	0.268	4.01774573827057e-21	"Mig"	"MACROH2A1"	"80-90"	"female"
"CHCHD2"	2.28461911017618e-25	-0.838614974999124	0.032	0.148	5.28843631623581e-21	"Mig"	"CHCHD2"	"80-90"	"female"
"RAB7A"	2.31555463922785e-25	-0.248738131174287	0.066	0.221	5.36004587888463e-21	"Mig"	"RAB7A"	"80-90"	"female"
"ATP5F1C"	3.8051723743448e-25	-0.746295691014542	0.027	0.136	8.80821301213335e-21	"Mig"	"ATP5F1C"	"80-90"	"female"
"SRPRB"	5.48132264674823e-25	-0.521679265843981	0.064	0.213	1.26881656626928e-20	"Mig"	"SRPRB"	"80-90"	"female"
"MICOS13"	7.06403729016036e-25	-0.827961057925934	0.027	0.134	1.63518335192632e-20	"Mig"	"MICOS13"	"80-90"	"female"
"MTRNR2L8"	1.08160754083068e-24	1.25330406599418	0.698	0.533	2.50370513551486e-20	"Mig"	"MTRNR2L8"	"80-90"	"female"
"FTL"	1.50729909397036e-24	-0.707878266757048	0.831	0.886	3.48909594272258e-20	"Mig"	"FTL"	"80-90"	"female"
"APOE"	3.72630710697969e-24	-0.934529656009605	0.334	0.568	8.62565569123659e-20	"Mig"	"APOE"	"80-90"	"female"
"SLC1A3"	3.82729421642434e-24	-0.659404065619865	0.445	0.732	8.85942065217907e-20	"Mig"	"SLC1A3"	"80-90"	"female"
"PFKFB3"	3.92782273736345e-24	-0.654656223349484	0.065	0.213	9.09212407244892e-20	"Mig"	"PFKFB3"	"80-90"	"female"
"PLSCR1"	3.99188760315901e-24	-0.818258542199702	0.088	0.252	9.24042142379247e-20	"Mig"	"PLSCR1"	"80-90"	"female"
"DOK3"	4.13321060500026e-24	-0.324163271896887	0.015	0.101	9.5675559084546e-20	"Mig"	"DOK3"	"80-90"	"female"
"CSF3R"	4.430516251828e-24	-0.275898512218686	0.117	0.308	1.02557590197314e-19	"Mig"	"CSF3R"	"80-90"	"female"
"NDUFB9"	4.48154489796828e-24	-0.668550020648322	0.019	0.112	1.0373880129817e-19	"Mig"	"NDUFB9"	"80-90"	"female"
"HLA-DRB6"	4.52566837515485e-24	-0.282919881940161	0.146	0.343	1.04760171548084e-19	"Mig"	"HLA-DRB6"	"80-90"	"female"
"ATP5MC3"	4.92019030471081e-24	-0.585178240950536	0.025	0.128	1.13892565173446e-19	"Mig"	"ATP5MC3"	"80-90"	"female"
"PSMB1"	6.97290074907727e-24	-0.860037392831895	0.041	0.162	1.61408706539641e-19	"Mig"	"PSMB1"	"80-90"	"female"
"ALOX5"	8.9315841038258e-24	-0.101230454511078	0.064	0.211	2.0674830883536e-19	"Mig"	"ALOX5"	"80-90"	"female"
"H3-3B"	9.11099580998388e-24	-0.386068613540823	0.277	0.544	2.10901331009507e-19	"Mig"	"H3-3B"	"80-90"	"female"
"ELOC"	9.99394226485786e-24	-0.935572344883169	0.029	0.136	2.3133977554693e-19	"Mig"	"ELOC"	"80-90"	"female"
"EIF2S2"	1.13104694035784e-23	-0.936789918162806	0.142	0.333	2.61814745754032e-19	"Mig"	"EIF2S2"	"80-90"	"female"
"SSR2"	1.21769034696386e-23	-0.845128239472706	0.017	0.107	2.81870961515194e-19	"Mig"	"SSR2"	"80-90"	"female"
"RBM3"	1.28067533690991e-23	-1.18460946609533	0.08	0.235	2.96450726987907e-19	"Mig"	"RBM3"	"80-90"	"female"
"SLC35B1"	1.37913633269279e-23	-0.409648118089327	0.035	0.15	3.19242478291727e-19	"Mig"	"SLC35B1"	"80-90"	"female"
"SNRPD1"	1.62019758615748e-23	-1.22751994936534	0.02	0.112	3.75043337243735e-19	"Mig"	"SNRPD1"	"80-90"	"female"
"B2M"	2.24336150309085e-23	-0.655767764159707	0.629	0.84	5.19293320735469e-19	"Mig"	"B2M"	"80-90"	"female"
"RACK1"	2.78252132351766e-23	-0.870640166924338	0.154	0.355	6.44098035967867e-19	"Mig"	"RACK1"	"80-90"	"female"
"ATP5MC1"	2.81847900642969e-23	-0.62735254153144	0.034	0.146	6.52421520408346e-19	"Mig"	"ATP5MC1"	"80-90"	"female"
"FKBP1A"	2.95340137182583e-23	-0.717466733589801	0.115	0.294	6.83653349550243e-19	"Mig"	"FKBP1A"	"80-90"	"female"
"SPCS1"	3.04717514721156e-23	-0.770506947094619	0.037	0.152	7.05360103076533e-19	"Mig"	"SPCS1"	"80-90"	"female"
"RASSF4"	3.58520971922969e-23	-1.01926123859944	0.097	0.262	8.2990434580729e-19	"Mig"	"RASSF4"	"80-90"	"female"
"COX17"	4.8043816219746e-23	-0.681421526222429	0.025	0.124	1.11211825785468e-18	"Mig"	"COX17"	"80-90"	"female"
"CMC1"	5.19568159986109e-23	0.00447513072321071	0.024	0.122	1.20269637673585e-18	"Mig"	"CMC1"	"80-90"	"female"
"FKBP2"	5.25480813458995e-23	-0.883959115949716	0.031	0.138	1.21638298699488e-18	"Mig"	"FKBP2"	"80-90"	"female"
"BTF3"	5.8455803308839e-23	-0.603320819248017	0.089	0.25	1.353134934993e-18	"Mig"	"BTF3"	"80-90"	"female"
"APOL6"	6.69988527094787e-23	-0.883795810067313	0.03	0.134	1.55088944251901e-18	"Mig"	"APOL6"	"80-90"	"female"
"RBM8A"	7.46177059449867e-23	-0.503451052935079	0.035	0.148	1.72725065721455e-18	"Mig"	"RBM8A"	"80-90"	"female"
"SLC20A1"	7.91027985601709e-23	-0.933381152055172	0.036	0.148	1.83107158107083e-18	"Mig"	"SLC20A1"	"80-90"	"female"
"CIAO2B"	7.93439327115858e-23	-0.728417287362888	0.027	0.13	1.83665335440779e-18	"Mig"	"CIAO2B"	"80-90"	"female"
"CD53"	7.97526702668753e-23	-0.57676526034622	0.145	0.339	1.84611481133763e-18	"Mig"	"CD53"	"80-90"	"female"
"TMEM160"	8.71046884991547e-23	-0.924875305552167	0.026	0.126	2.01629932937843e-18	"Mig"	"TMEM160"	"80-90"	"female"
"COTL1"	1.19679431832975e-22	-0.311452947357057	0.124	0.308	2.7703394880697e-18	"Mig"	"COTL1"	"80-90"	"female"
"ZFAS1"	1.21813554013685e-22	-0.663590371197111	0.02	0.11	2.81974014830878e-18	"Mig"	"ZFAS1"	"80-90"	"female"
"H2BC8"	1.34523396797422e-22	-0.714908687757239	0.059	0.195	3.11394758906672e-18	"Mig"	"H2BC8"	"80-90"	"female"
"EEF1B2"	1.38706357675697e-22	-0.517341792232747	0.109	0.282	3.21077476747704e-18	"Mig"	"EEF1B2"	"80-90"	"female"
"ATP5MPL"	1.6005723153554e-22	-0.644251301707718	0.043	0.162	3.70500479558468e-18	"Mig"	"ATP5MPL"	"80-90"	"female"
"CIAO2A"	2.08193972965202e-22	-0.813025136133199	0.047	0.172	4.8192740861985e-18	"Mig"	"CIAO2A"	"80-90"	"female"
"JTB"	3.60840281309816e-22	-0.679933140777389	0.05	0.176	8.35273083175962e-18	"Mig"	"JTB"	"80-90"	"female"
"ATP5F1B"	3.79730896336729e-22	-0.88492431486469	0.056	0.185	8.79001078840261e-18	"Mig"	"ATP5F1B"	"80-90"	"female"
"GSTK1"	4.03505996899549e-22	-0.684347747705003	0.027	0.126	9.34035681623076e-18	"Mig"	"GSTK1"	"80-90"	"female"
"DHRS7"	4.74631819618969e-22	-0.786222510995409	0.068	0.209	1.09867773605399e-17	"Mig"	"DHRS7"	"80-90"	"female"
"TUBAP2"	4.988519648251e-22	-0.703127767166475	0.08	0.225	1.15474252817714e-17	"Mig"	"TUBAP2"	"80-90"	"female"
"PDPN"	4.98868771679042e-22	-1.0467561794953	0.022	0.114	1.15478143268265e-17	"Mig"	"PDPN"	"80-90"	"female"
"PREX1"	5.70614652091729e-22	-0.667355384266163	0.083	0.237	1.32085879666193e-17	"Mig"	"PREX1"	"80-90"	"female"
"ANAPC5"	6.25276856786691e-22	-0.92943695239586	0.043	0.16	1.44739086808983e-17	"Mig"	"ANAPC5"	"80-90"	"female"
"LMAN2"	7.11822435524917e-22	-0.768940971695327	0.094	0.252	1.64772657375308e-17	"Mig"	"LMAN2"	"80-90"	"female"
"POMP"	7.33086208324999e-22	-0.645463746748264	0.088	0.245	1.69694795503071e-17	"Mig"	"POMP"	"80-90"	"female"
"ETV6"	7.51099457236753e-22	-0.217204601153343	0.052	0.179	1.73864502361163e-17	"Mig"	"ETV6"	"80-90"	"female"
"RAN"	7.84942472193459e-22	-0.758005327360785	0.038	0.15	1.81698483463342e-17	"Mig"	"RAN"	"80-90"	"female"
"CEBPB"	7.86416564132704e-22	-0.562574393103931	0.106	0.272	1.82039706265438e-17	"Mig"	"CEBPB"	"80-90"	"female"
"SRSF7"	8.01414664997042e-22	0.0170897267223489	0.059	0.193	1.85511466653515e-17	"Mig"	"SRSF7"	"80-90"	"female"
"GHITM"	9.47437532196141e-22	-0.578000421694571	0.036	0.146	2.19312839952763e-17	"Mig"	"GHITM"	"80-90"	"female"
"PHC2"	1.25654509419721e-21	-0.661797595770498	0.043	0.158	2.90865058404771e-17	"Mig"	"PHC2"	"80-90"	"female"
"ATP5F1A"	1.71187630579819e-21	-1.07755128791258	0.071	0.213	3.96265127266165e-17	"Mig"	"ATP5F1A"	"80-90"	"female"
"UQCR10"	2.00546648215289e-21	-0.779787033841037	0.173	0.373	4.64225381288751e-17	"Mig"	"UQCR10"	"80-90"	"female"
"TLN1"	2.17571630586215e-21	-0.489162046450287	0.128	0.304	5.03634810480971e-17	"Mig"	"TLN1"	"80-90"	"female"
"NOL7"	2.38599661618507e-21	-0.402934978293849	0.037	0.148	5.52310496714519e-17	"Mig"	"NOL7"	"80-90"	"female"
"SERF2"	2.74395664497872e-21	-0.525032248564078	0.334	0.59	6.35171084179675e-17	"Mig"	"SERF2"	"80-90"	"female"
"SLA"	3.28437976428818e-21	-0.36646553792911	0.092	0.25	7.60268227837428e-17	"Mig"	"SLA"	"80-90"	"female"
"SDF2L1"	3.8043231423085e-21	-1.49666038991246	0.024	0.114	8.80624720981572e-17	"Mig"	"SDF2L1"	"80-90"	"female"
"ARPC5"	4.32041138325328e-21	-0.357625786500567	0.189	0.404	1.00008882699547e-16	"Mig"	"ARPC5"	"80-90"	"female"
"HSP90B1"	4.33863321788917e-21	-0.541501401159984	0.229	0.456	1.00430681727698e-16	"Mig"	"HSP90B1"	"80-90"	"female"
"PGK1"	5.48733177292248e-21	-0.791324785403275	0.057	0.185	1.2702075587961e-16	"Mig"	"PGK1"	"80-90"	"female"
"CYCS"	5.6498569046658e-21	-0.840741141787126	0.027	0.122	1.30782887629204e-16	"Mig"	"CYCS"	"80-90"	"female"
"MKNK1"	6.11824398368478e-21	-0.710695666264614	0.267	0.497	1.41625111734335e-16	"Mig"	"MKNK1"	"80-90"	"female"
"PLEC"	8.18237589401548e-21	-0.992623092187958	0.021	0.108	1.8940563719467e-16	"Mig"	"PLEC"	"80-90"	"female"
"TMEM14B"	8.69667515116706e-21	-0.368783918523029	0.035	0.14	2.01310636399215e-16	"Mig"	"TMEM14B"	"80-90"	"female"
"FLOT1"	8.92288396414561e-21	-0.608330061610584	0.059	0.187	2.06546918002043e-16	"Mig"	"FLOT1"	"80-90"	"female"
"TUBA1A"	9.72543648267425e-21	-0.609056643497104	0.116	0.28	2.25124403700944e-16	"Mig"	"TUBA1A"	"80-90"	"female"
"DAD1"	1.05799397028747e-20	-0.557232006084696	0.057	0.183	2.44904444242143e-16	"Mig"	"DAD1"	"80-90"	"female"
"PFDN5"	1.23369297946697e-20	-1.08335303294048	0.119	0.288	2.85575250887015e-16	"Mig"	"PFDN5"	"80-90"	"female"
"GAS5"	1.24579469304945e-20	-0.94524336711491	0.064	0.195	2.88376555547087e-16	"Mig"	"GAS5"	"80-90"	"female"
"PPP2CA"	1.26684566402597e-20	-0.937940126020547	0.026	0.118	2.93249434308731e-16	"Mig"	"PPP2CA"	"80-90"	"female"
"HNRNPDL"	1.37846376552808e-20	-0.890345764485354	0.172	0.361	3.19086792444439e-16	"Mig"	"HNRNPDL"	"80-90"	"female"
"CHST11"	1.42000522900894e-20	0.101068034968235	0.049	0.17	3.28702810410989e-16	"Mig"	"CHST11"	"80-90"	"female"
"TPM3"	1.53995174427545e-20	-0.170925067074452	0.107	0.274	3.56468029764882e-16	"Mig"	"TPM3"	"80-90"	"female"
"MYL12A"	1.713014537555e-20	-0.494800234743968	0.081	0.227	3.96528605153231e-16	"Mig"	"MYL12A"	"80-90"	"female"
"SPINT2"	1.90445840740422e-20	-0.508682828918118	0.024	0.114	4.4084403214593e-16	"Mig"	"SPINT2"	"80-90"	"female"
"HNRNPAB"	2.20961486262197e-20	-0.446615215784804	0.019	0.103	5.11481648399734e-16	"Mig"	"HNRNPAB"	"80-90"	"female"
"ATP6V1G1"	2.2687690549715e-20	-0.429321871792325	0.046	0.162	5.25174660844803e-16	"Mig"	"ATP6V1G1"	"80-90"	"female"
"ATRAID"	2.63081735302216e-20	-0.350201499198527	0.046	0.162	6.08981600877569e-16	"Mig"	"ATRAID"	"80-90"	"female"
"IGSF21"	2.75672018718088e-20	-0.639515833797522	0.048	0.166	6.38125588928631e-16	"Mig"	"IGSF21"	"80-90"	"female"
"TMEM230"	3.44641408399534e-20	-0.861004822675385	0.057	0.181	7.9777593216324e-16	"Mig"	"TMEM230"	"80-90"	"female"
"PPP1R18"	3.60169790962229e-20	-1.0306529140753	0.026	0.118	8.33721032119368e-16	"Mig"	"PPP1R18"	"80-90"	"female"
"LOC107987457"	3.60169790962229e-20	-1.0306529140753	0.026	0.118	8.33721032119368e-16	"Mig"	"LOC107987457"	"80-90"	"female"
"ARPC2"	3.66300745568011e-20	-0.114960212043405	0.289	0.538	8.47912965840833e-16	"Mig"	"ARPC2"	"80-90"	"female"
"EIF5A"	6.4346861958518e-20	-0.324234277274427	0.379	0.653	1.48950116061577e-15	"Mig"	"EIF5A"	"80-90"	"female"
"ZBTB25"	6.85201084661954e-20	-0.815023408854399	0.043	0.154	1.58610347077549e-15	"Mig"	"ZBTB25"	"80-90"	"female"
"FAM157A"	7.28522627604408e-20	-0.664895238989054	0.057	0.178	1.68638417837868e-15	"Mig"	"FAM157A"	"80-90"	"female"
"HNRNPL"	7.71621140522154e-20	1.29285541373524	0.637	0.54	1.78614861608068e-15	"Mig"	"HNRNPL"	"80-90"	"female"
"ETS2"	1.06692528728298e-19	-0.253102592583768	0.077	0.217	2.46971865500263e-15	"Mig"	"ETS2"	"80-90"	"female"
"GPR65"	1.22562704102034e-19	-0.629996053888296	0.021	0.105	2.83708147455389e-15	"Mig"	"GPR65"	"80-90"	"female"
"COL6A3"	1.33073796918958e-19	0.776094966612602	0.749	0.639	3.08039225108003e-15	"Mig"	"COL6A3"	"80-90"	"female"
"SRSF6"	1.59339208600486e-19	0.876416177599306	0.736	0.641	3.68838400068405e-15	"Mig"	"SRSF6"	"80-90"	"female"
"BCAP31"	1.59938199724155e-19	-0.589064058560419	0.08	0.221	3.70224944721473e-15	"Mig"	"BCAP31"	"80-90"	"female"
"HNRNPR"	1.67848283932664e-19	-0.803389039197984	0.056	0.178	3.8853520764733e-15	"Mig"	"HNRNPR"	"80-90"	"female"
"VOPP1"	1.72406951479183e-19	-0.412265909447979	0.022	0.107	3.99087611284012e-15	"Mig"	"VOPP1"	"80-90"	"female"
"CD99"	2.5288314459591e-19	-0.347124120885829	0.077	0.217	5.85373903110614e-15	"Mig"	"CD99"	"80-90"	"female"
"EIF3I"	2.75802482186082e-19	-0.750661655837894	0.023	0.108	6.38427585764343e-15	"Mig"	"EIF3I"	"80-90"	"female"
"MERTK"	3.32209629090216e-19	-0.543008217999511	0.091	0.239	7.68998849418033e-15	"Mig"	"MERTK"	"80-90"	"female"
"TMED2"	4.16082705411133e-19	-0.326215168696584	0.229	0.456	9.63148246485691e-15	"Mig"	"TMED2"	"80-90"	"female"
"AHI1"	4.63195245288488e-19	-0.90733983325753	0.024	0.11	1.07220435379379e-14	"Mig"	"AHI1"	"80-90"	"female"
"C1QBP"	5.75434653924237e-19	-0.40196377139058	0.02	0.101	1.33201613690382e-14	"Mig"	"C1QBP"	"80-90"	"female"
"EIF5B"	7.79250511087345e-19	-0.42725613867942	0.077	0.213	1.80380908306499e-14	"Mig"	"EIF5B"	"80-90"	"female"
"DERL2"	8.10925242294449e-19	-0.546076127227867	0.039	0.142	1.87712975086319e-14	"Mig"	"DERL2"	"80-90"	"female"
"SRGAP2B"	1.01057198982377e-18	0.784553799014724	0.771	0.736	2.33927204204406e-14	"Mig"	"SRGAP2B"	"80-90"	"female"
"PEBP1"	1.14807409976568e-18	-0.498687727433475	0.054	0.172	2.6575619261376e-14	"Mig"	"PEBP1"	"80-90"	"female"
"RGS19"	1.19840053688569e-18	-0.616049339105743	0.029	0.12	2.77405756278299e-14	"Mig"	"RGS19"	"80-90"	"female"
"BIN1"	1.52763248263031e-18	-0.673607154143991	0.171	0.357	3.53616367079263e-14	"Mig"	"BIN1"	"80-90"	"female"
"SERPINF1"	1.59902547137423e-18	-0.63409993806058	0.026	0.112	3.70142416113706e-14	"Mig"	"SERPINF1"	"80-90"	"female"
"FLCN"	1.60751780013201e-18	1.69326246088375	0.361	0.178	3.72108220374559e-14	"Mig"	"FLCN"	"80-90"	"female"
"RPN2"	1.6499332740956e-18	-0.75915877759694	0.099	0.247	3.81926554287649e-14	"Mig"	"RPN2"	"80-90"	"female"
"VAPA"	1.67112271125121e-18	-0.782796552062653	0.101	0.252	3.8683148520043e-14	"Mig"	"VAPA"	"80-90"	"female"
"PDIA4"	1.72834257305274e-18	-0.952162638225508	0.168	0.345	4.00076738810248e-14	"Mig"	"PDIA4"	"80-90"	"female"
"NPM1"	1.77219239475368e-18	-0.604504203182765	0.109	0.264	4.10227095537582e-14	"Mig"	"NPM1"	"80-90"	"female"
"SRA1"	2.04579413496226e-18	-1.18901204272738	0.022	0.103	4.73560426361064e-14	"Mig"	"SRA1"	"80-90"	"female"
"ATP5ME"	2.07324684728481e-18	-0.820831734769377	0.096	0.241	4.79915180209487e-14	"Mig"	"ATP5ME"	"80-90"	"female"
"HNRNPA1"	2.22993911823369e-18	-0.410123937734372	0.139	0.31	5.16186307088735e-14	"Mig"	"HNRNPA1"	"80-90"	"female"
"ATP5PF"	2.51196255397694e-18	-0.738539156731439	0.085	0.223	5.81469091994581e-14	"Mig"	"ATP5PF"	"80-90"	"female"
"EIF4EBP1"	2.56853662118272e-18	-0.455685995263684	0.038	0.138	5.94564857071377e-14	"Mig"	"EIF4EBP1"	"80-90"	"female"
"THEMIS2"	2.78535846980191e-18	-0.966191609804646	0.038	0.138	6.44754778589747e-14	"Mig"	"THEMIS2"	"80-90"	"female"
"MYL12B"	2.89138196913691e-18	-0.614454765003875	0.076	0.207	6.69297098215812e-14	"Mig"	"MYL12B"	"80-90"	"female"
"ITGAX"	3.12847885587332e-18	1.11209853671226	0.612	0.481	7.24180285557556e-14	"Mig"	"ITGAX"	"80-90"	"female"
"NDUFV3"	3.55655048444701e-18	-0.385791519854999	0.092	0.237	8.23270306139794e-14	"Mig"	"NDUFV3"	"80-90"	"female"
"IL10RB"	3.93925935700059e-18	-0.405950866805337	0.035	0.132	9.11859755958497e-14	"Mig"	"IL10RB"	"80-90"	"female"
"CBWD1"	4.86888317805987e-18	-0.440737055877335	0.24	0.442	1.1270490780573e-13	"Mig"	"CBWD1"	"80-90"	"female"
"BUD23"	4.88663061041024e-18	-0.451597968967346	0.026	0.112	1.13115725369776e-13	"Mig"	"BUD23"	"80-90"	"female"
"DNAJB1"	5.03207096780954e-18	2.29008221422546	0.226	0.061	1.16482378762855e-13	"Mig"	"DNAJB1"	"80-90"	"female"
"ATP1B3"	5.44087138893868e-18	-0.321902275807366	0.036	0.134	1.25945290911153e-13	"Mig"	"ATP1B3"	"80-90"	"female"
"MRPL33"	5.88604639781981e-18	-1.00187764664306	0.028	0.116	1.36250202016733e-13	"Mig"	"MRPL33"	"80-90"	"female"
"ORMDL1"	6.08362477262238e-18	-0.749902451847098	0.052	0.164	1.40823746236663e-13	"Mig"	"ORMDL1"	"80-90"	"female"
"SRI"	6.61032598396463e-18	-0.569764939901549	0.043	0.146	1.53015825876813e-13	"Mig"	"SRI"	"80-90"	"female"
"DDOST"	6.71161028339611e-18	-0.821793971975416	0.027	0.114	1.55360354840053e-13	"Mig"	"DDOST"	"80-90"	"female"
"MLXIPL"	7.90562137852782e-18	-0.605270302081161	0.044	0.148	1.82999323670162e-13	"Mig"	"MLXIPL"	"80-90"	"female"
"UBA6"	8.54562011818197e-18	-0.308730078801176	0.074	0.203	1.97814014495676e-13	"Mig"	"UBA6"	"80-90"	"female"
