"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"NPC2"	0.0297645012633849	-0.40782512475845	0.151	0.179	1	"Mig"	"NPC2"	"female"
"P2RX7"	0.0297985147341297	0.321735261599217	0.122	0.099	1	"Mig"	"P2RX7"	"female"
"PTAFR"	0.0299758625924634	0.440312983438864	0.139	0.115	1	"Mig"	"PTAFR"	"female"
"HNRNPA3"	0.0323548436638962	0.62134242385785	0.161	0.138	1	"Mig"	"HNRNPA3"	"female"
"MORF4L2"	0.0332410424562471	-0.328461194089117	0.091	0.115	1	"Mig"	"MORF4L2"	"female"
"UBE2W"	0.0338041247977065	-0.678811229718401	0.139	0.164	1	"Mig"	"UBE2W"	"female"
"RAD52"	0.0338777465745611	0.00647524338674721	0.126	0.102	1	"Mig"	"RAD52"	"female"
"ZNF106"	0.034336189220479	0.582141189962109	0.147	0.124	1	"Mig"	"ZNF106"	"female"
"MIR1244-2"	0.0343715389474014	-0.360252964310268	0.095	0.117	1	"Mig"	"MIR1244-2"	"female"
"SUSD6"	0.0353865071619961	-0.0926594258209339	0.227	0.264	1	"Mig"	"SUSD6"	"female"
"SREK1"	0.0355164530377862	0.0469292869928453	0.079	0.101	1	"Mig"	"SREK1"	"female"
"SRGAP2"	0.0356657092578656	-0.10690397363939	0.791	0.755	1	"Mig"	"SRGAP2"	"female"
"TLK1"	0.0366051995202042	-0.0367714115218827	0.115	0.144	1	"Mig"	"TLK1"	"female"
"RNA5-8SN4"	0.0368412270074558	-0.159097395912604	0.105	0.131	1	"Mig"	"RNA5-8SN4"	"female"
"NCOR1"	0.0371047025915584	0.331299636690277	0.152	0.129	1	"Mig"	"NCOR1"	"female"
"CREG1"	0.0377043087869649	0.127178273794943	0.097	0.122	1	"Mig"	"CREG1"	"female"
"PTEN"	0.0378560861604266	0.221941385276219	0.27	0.244	1	"Mig"	"PTEN"	"female"
"TRIM13"	0.0379367333058731	0.282421546550693	0.15	0.126	1	"Mig"	"TRIM13"	"female"
"ACAP2"	0.0383921061462675	-0.190365578336859	0.104	0.128	1	"Mig"	"ACAP2"	"female"
"PDCD4"	0.0385306626930506	-0.276094876854873	0.193	0.165	1	"Mig"	"PDCD4"	"female"
"PPP1CB"	0.0387752063057406	-0.243846482820513	0.461	0.512	1	"Mig"	"PPP1CB"	"female"
"PHF20"	0.0393485778115155	0.196289790556697	0.1	0.08	1	"Mig"	"PHF20"	"female"
"NAIP"	0.0418146601254608	-0.541735465034024	0.129	0.154	1	"Mig"	"NAIP"	"female"
"BROX"	0.0425048984423418	0.199281490783895	0.226	0.201	1	"Mig"	"BROX"	"female"
"EIF5AL1"	0.0437827482701073	0.259499015814509	0.287	0.265	1	"Mig"	"EIF5AL1"	"female"
"CAPZB"	0.0449741151345208	0.376392732978271	0.21	0.186	1	"Mig"	"CAPZB"	"female"
"CAPZA2"	0.0461772054720116	-0.383106022677247	0.171	0.146	1	"Mig"	"CAPZA2"	"female"
"ALYREF"	0.0465845363919251	-0.462788786047827	0.108	0.132	1	"Mig"	"ALYREF"	"female"
"WASHC4"	0.0499563547467208	-0.237038779262753	0.112	0.136	1	"Mig"	"WASHC4"	"female"
"POGZ"	0.0499803674175246	0.648865094054631	0.132	0.111	1	"Mig"	"POGZ"	"female"
"CAST"	0.0509511165290925	0.104612333418119	0.117	0.096	1	"Mig"	"CAST"	"female"
"SET"	0.0516551872883803	-0.228300498459833	0.491	0.545	1	"Mig"	"SET"	"female"
"HNRNPH1"	0.0522144091258504	-0.363667061883478	0.892	0.937	1	"Mig"	"HNRNPH1"	"female"
"CHD4"	0.0525261217591706	0.200862780972979	0.103	0.084	1	"Mig"	"CHD4"	"female"
"ELOB"	0.0532580816102364	-0.22986346747455	0.103	0.126	1	"Mig"	"ELOB"	"female"
"RC3H1"	0.0535867683701129	0.476744426530278	0.123	0.103	1	"Mig"	"RC3H1"	"female"
"NDUFA3"	0.0561382176401832	0.01596286609776	0.082	0.102	1	"Mig"	"NDUFA3"	"female"
"NFE2L2"	0.0569220437307449	0.394484663277563	0.107	0.087	1	"Mig"	"NFE2L2"	"female"
"RNA5SP151"	0.058102784573647	0.0543868199665236	0.23	0.203	1	"Mig"	"RNA5SP151"	"female"
"DDX6"	0.058212850503831	-0.381350162644558	0.098	0.119	1	"Mig"	"DDX6"	"female"
"CDC42SE2"	0.058579410421513	0.295561963811417	0.142	0.12	1	"Mig"	"CDC42SE2"	"female"
"SYK"	0.0607737114183422	0.65696091689837	0.104	0.086	1	"Mig"	"SYK"	"female"
"ELF2"	0.061011995735527	-0.0839592011838555	0.11	0.091	1	"Mig"	"ELF2"	"female"
"SDCBP"	0.0616741079002251	0.156839188265996	0.135	0.114	1	"Mig"	"SDCBP"	"female"
"CD74"	0.062210412212615	-0.224167463415098	0.834	0.822	1	"Mig"	"CD74"	"female"
"C11orf58"	0.0635596755182771	-0.180051929143758	0.092	0.113	1	"Mig"	"C11orf58"	"female"
"PCF11"	0.0639979798387696	0.275844907947109	0.116	0.096	1	"Mig"	"PCF11"	"female"
"IGSF6"	0.0643452696353784	0.156238844926454	0.192	0.169	1	"Mig"	"IGSF6"	"female"
"TAX1BP1"	0.0661090810883124	0.376419695249633	0.158	0.139	1	"Mig"	"TAX1BP1"	"female"
"R3HDM2"	0.0680700658943158	-0.118257582382779	0.203	0.235	1	"Mig"	"R3HDM2"	"female"
"KCNMB1"	0.0683398114165116	0.148434830489685	0.114	0.094	1	"Mig"	"KCNMB1"	"female"
"PGGT1B"	0.0684040494792848	-0.022932624817436	0.182	0.159	1	"Mig"	"PGGT1B"	"female"
"FCGRT"	0.0685468262813151	-0.230203333764888	0.154	0.18	1	"Mig"	"FCGRT"	"female"
"PKN2"	0.0685903909912574	0.390341960961002	0.116	0.097	1	"Mig"	"PKN2"	"female"
"CPSF6"	0.0690477383614508	0.243274578760442	0.213	0.191	1	"Mig"	"CPSF6"	"female"
"RNA5-8SP10"	0.0690751564690338	-0.183732451867142	0.113	0.136	1	"Mig"	"RNA5-8SP10"	"female"
"RNA5-8SN5"	0.0691917118641684	-0.152391537426673	0.111	0.135	1	"Mig"	"RNA5-8SN5"	"female"
"LHFPL2"	0.0699811297362661	0.223862549832539	0.173	0.153	1	"Mig"	"LHFPL2"	"female"
"TIAL1"	0.0709389814196721	0.147038219717992	0.22	0.196	1	"Mig"	"TIAL1"	"female"
"MIR1244-4"	0.0715549162008339	-0.197625948985813	0.086	0.105	1	"Mig"	"MIR1244-4"	"female"
"PARP9"	0.0720491495685915	0.14717506318786	0.118	0.141	1	"Mig"	"PARP9"	"female"
"SCAF11"	0.0726094554816416	0.416500676327929	0.23	0.206	1	"Mig"	"SCAF11"	"female"
"RNASET2"	0.0728985462131334	-0.0538954867198393	0.526	0.493	1	"Mig"	"RNASET2"	"female"
"ARRB2"	0.0732596240525687	0.566882226715868	0.135	0.116	1	"Mig"	"ARRB2"	"female"
"IL17RA"	0.0751062688234279	-0.157732059533015	0.139	0.165	1	"Mig"	"IL17RA"	"female"
"MTCO1P12"	0.0751967456498786	0.0417813777320419	0.44	0.418	1	"Mig"	"MTCO1P12"	"female"
"CSF2RA"	0.0766204567886583	-0.151632214267049	0.205	0.183	1	"Mig"	"CSF2RA"	"female"
"TRIM38"	0.0771882362991864	-0.47227746123564	0.188	0.214	1	"Mig"	"TRIM38"	"female"
"SLC39A10"	0.0780352657263896	0.287986389974724	0.101	0.083	1	"Mig"	"SLC39A10"	"female"
"CACUL1"	0.0800459123944794	-0.102861819783612	0.133	0.112	1	"Mig"	"CACUL1"	"female"
"ACIN1"	0.0801191142815092	0.650597896530819	0.1	0.085	1	"Mig"	"ACIN1"	"female"
"NBPF12"	0.0810180859927692	0.210225428356065	0.119	0.1	1	"Mig"	"NBPF12"	"female"
"TMA7"	0.0818205723834231	-0.276589180778489	0.172	0.2	1	"Mig"	"TMA7"	"female"
"ARGLU1"	0.081989028254654	0.261489241345025	0.423	0.412	1	"Mig"	"ARGLU1"	"female"
"PALD1"	0.0830400361440789	-0.487540107891831	0.12	0.099	1	"Mig"	"PALD1"	"female"
"APOBEC3C"	0.0839640308477618	0.144840598885145	0.181	0.161	1	"Mig"	"APOBEC3C"	"female"
"PICALM"	0.0841549774582707	0.0784098848736505	0.137	0.118	1	"Mig"	"PICALM"	"female"
"TMSB4XP4"	0.0865956735677453	-0.133451130327396	0.677	0.619	1	"Mig"	"TMSB4XP4"	"female"
"WNK1"	0.088468511128189	0.500808262074676	0.126	0.108	1	"Mig"	"WNK1"	"female"
"ST8SIA4"	0.0902926225665311	-0.0887491048384208	0.085	0.103	1	"Mig"	"ST8SIA4"	"female"
"YWHAZ"	0.0909604775499352	0.297010325916331	0.149	0.131	1	"Mig"	"YWHAZ"	"female"
"GLS"	0.0936422782398752	0.166622869637087	0.179	0.157	1	"Mig"	"GLS"	"female"
"NF1"	0.0943748206153988	-0.139286084025508	0.135	0.115	1	"Mig"	"NF1"	"female"
"ATP8B4"	0.0950958318778583	-0.333262140193847	0.088	0.106	1	"Mig"	"ATP8B4"	"female"
"UGGT1"	0.0978573057973216	-0.674983489951987	0.1	0.083	1	"Mig"	"UGGT1"	"female"
"NABP1"	0.0988051970613111	-0.388191623593218	0.088	0.106	1	"Mig"	"NABP1"	"female"
"CTNNB1"	0.0992821806775182	-0.174414852838523	0.615	0.659	1	"Mig"	"CTNNB1"	"female"
"ARID2"	0.0999705085196447	0.152740234537097	0.103	0.087	1	"Mig"	"ARID2"	"female"
"TRIM22"	0.101397190316444	0.179361883790989	0.103	0.087	1	"Mig"	"TRIM22"	"female"
"C6orf62"	0.104033052964002	-0.204761136993389	0.534	0.588	1	"Mig"	"C6orf62"	"female"
"PPP2R5C"	0.105553389848715	0.0150228974932525	0.136	0.159	1	"Mig"	"PPP2R5C"	"female"
"FKBP5"	0.105885057227762	0.12943822876289	0.217	0.25	1	"Mig"	"FKBP5"	"female"
"ARPC2"	0.10735882396765	0.000331328586588686	0.289	0.326	1	"Mig"	"ARPC2"	"female"
"PRPF40A"	0.107589051964334	0.328092289095792	0.101	0.085	1	"Mig"	"PRPF40A"	"female"
"TTC14"	0.109031727383362	0.00890769778379541	0.118	0.1	1	"Mig"	"TTC14"	"female"
"C3AR1"	0.109057301115036	-0.21049379197466	0.132	0.156	1	"Mig"	"C3AR1"	"female"
"PRKD3"	0.110149351444181	0.238966068353776	0.103	0.122	1	"Mig"	"PRKD3"	"female"
"TNFRSF1A"	0.110264695154549	0.235570233514654	0.12	0.142	1	"Mig"	"TNFRSF1A"	"female"
"SEMA4D"	0.111779362234875	0.0382857626510749	0.182	0.21	1	"Mig"	"SEMA4D"	"female"
"STK4"	0.114965558366767	0.405779615889522	0.151	0.134	1	"Mig"	"STK4"	"female"
"SPECC1"	0.115898595452826	0.54308017503613	0.115	0.099	1	"Mig"	"SPECC1"	"female"
"QKI"	0.11691883282268	-0.467179674512121	0.304	0.28	1	"Mig"	"QKI"	"female"
"HNRNPA2B1"	0.118352580693722	0.184393924241678	0.293	0.28	1	"Mig"	"HNRNPA2B1"	"female"
"H3-3A"	0.118517739686819	-0.0808907135046553	0.13	0.151	1	"Mig"	"H3-3A"	"female"
"CSDE1"	0.120011834303711	0.127963424826445	0.107	0.092	1	"Mig"	"CSDE1"	"female"
"RBM25"	0.12215977950974	0.428363893709463	0.257	0.239	1	"Mig"	"RBM25"	"female"
"MS4A7"	0.122371673670433	0.168218121425086	0.2	0.184	1	"Mig"	"MS4A7"	"female"
"BRD2"	0.122663809875379	0.255072106662015	0.111	0.097	1	"Mig"	"BRD2"	"female"
"DDX5"	0.122818776348881	0.0916205840928068	0.358	0.394	1	"Mig"	"DDX5"	"female"
"IRF8"	0.123403926140729	0.164750826118613	0.11	0.095	1	"Mig"	"IRF8"	"female"
"ZNF638"	0.124627571264172	-0.0883623842125294	0.135	0.118	1	"Mig"	"ZNF638"	"female"
"IFI6"	0.125144165835192	-0.165857313029978	0.244	0.222	1	"Mig"	"IFI6"	"female"
"MIER1"	0.128505000106575	-0.124738656012778	0.1	0.117	1	"Mig"	"MIER1"	"female"
"CNBP"	0.128987166292497	0.109192137980268	0.091	0.109	1	"Mig"	"CNBP"	"female"
"PCED1B-AS1"	0.131695646400908	-0.453235761564388	0.085	0.101	1	"Mig"	"PCED1B-AS1"	"female"
"PLAGL1"	0.137205402090668	-0.290799483235505	0.094	0.11	1	"Mig"	"PLAGL1"	"female"
"H4C14"	0.137812017020889	-0.0255790694998403	0.118	0.101	1	"Mig"	"H4C14"	"female"
"EPB41L2"	0.140332658142657	0.264011185863005	0.247	0.23	1	"Mig"	"EPB41L2"	"female"
"CYRIB"	0.140643059056199	0.246331151871637	0.139	0.161	1	"Mig"	"CYRIB"	"female"
"PTPRC"	0.141515626840725	-0.188366019354913	0.28	0.304	1	"Mig"	"PTPRC"	"female"
"USP8"	0.143659727115396	0.419980477988367	0.112	0.097	1	"Mig"	"USP8"	"female"
"CTSS"	0.146593914631287	-0.0305779360956193	0.161	0.186	1	"Mig"	"CTSS"	"female"
"GOLGB1"	0.148246024419972	0.449723986549406	0.155	0.14	1	"Mig"	"GOLGB1"	"female"
"CELF2"	0.149634943705845	0.0228889165769037	0.213	0.196	1	"Mig"	"CELF2"	"female"
"STAT2"	0.150156355465881	-0.246298198928895	0.194	0.215	1	"Mig"	"STAT2"	"female"
"ANKRD10"	0.150455368425388	0.0031495297773958	0.298	0.28	1	"Mig"	"ANKRD10"	"female"
"CHD1"	0.150726933486725	0.483433934497561	0.16	0.144	1	"Mig"	"CHD1"	"female"
"KIF5B"	0.154390062372488	0.154334003493438	0.108	0.093	1	"Mig"	"KIF5B"	"female"
"CTBP1"	0.154716677289336	-0.580992263305203	0.241	0.263	1	"Mig"	"CTBP1"	"female"
"TMSB4X"	0.15660993071328	-0.260877980524805	0.813	0.804	1	"Mig"	"TMSB4X"	"female"
"XRCC5"	0.157537230412846	0.0625725299114224	0.085	0.101	1	"Mig"	"XRCC5"	"female"
"HK2"	0.158198547413196	-0.0080324094582469	0.204	0.184	1	"Mig"	"HK2"	"female"
"SKAP2"	0.160679346085216	0.205369545915088	0.158	0.141	1	"Mig"	"SKAP2"	"female"
"RAP2B"	0.160722872772505	0.0760323981197568	0.199	0.225	1	"Mig"	"RAP2B"	"female"
"NAA15"	0.16131836430019	0.195530884727819	0.145	0.129	1	"Mig"	"NAA15"	"female"
"PDGFA"	0.163236979332183	-0.370599090414317	0.172	0.191	1	"Mig"	"PDGFA"	"female"
"MORF4L1"	0.167511268154124	-0.271219041783256	0.237	0.263	1	"Mig"	"MORF4L1"	"female"
"PAN3"	0.170977446771349	0.128693643239615	0.188	0.174	1	"Mig"	"PAN3"	"female"
"UQCR10"	0.172382153915199	-0.271055584470343	0.173	0.195	1	"Mig"	"UQCR10"	"female"
"RAB31"	0.172487435368652	-0.230279598655936	0.125	0.144	1	"Mig"	"RAB31"	"female"
"GIMAP4"	0.17554235214364	-0.0877264887088778	0.092	0.108	1	"Mig"	"GIMAP4"	"female"
"STK17B"	0.183291806345595	-0.0943461805368691	0.097	0.113	1	"Mig"	"STK17B"	"female"
"CHD7"	0.184240266609917	0.276299857491685	0.179	0.166	1	"Mig"	"CHD7"	"female"
"ABCA1"	0.184722044184627	-0.364211519709847	0.121	0.136	1	"Mig"	"ABCA1"	"female"
"NFKBIA"	0.185816661068568	0.202690622031125	0.117	0.104	1	"Mig"	"NFKBIA"	"female"
"PTPRJ"	0.18932873550339	0.043167713333762	0.159	0.144	1	"Mig"	"PTPRJ"	"female"
"RNA5-8SN2"	0.190105084007804	-0.201656060820403	0.113	0.13	1	"Mig"	"RNA5-8SN2"	"female"
"SERBP1"	0.19550469952245	-0.0871359992462633	0.105	0.121	1	"Mig"	"SERBP1"	"female"
"IFI44L"	0.195990796239443	0.279105071975313	0.105	0.093	1	"Mig"	"IFI44L"	"female"
"SPATA13"	0.197462962893875	-0.0515971840998208	0.11	0.128	1	"Mig"	"SPATA13"	"female"
"CYFIP1"	0.197761326589808	0.103563118229318	0.166	0.151	1	"Mig"	"CYFIP1"	"female"
"RNA5-8SN3"	0.198978359292331	-0.230714962602992	0.116	0.131	1	"Mig"	"RNA5-8SN3"	"female"
"CAPG"	0.200892627696656	0.0401663083390684	0.101	0.088	1	"Mig"	"CAPG"	"female"
"UBAP2L"	0.208680442268381	-0.0531946545621853	0.15	0.135	1	"Mig"	"UBAP2L"	"female"
"DCUN1D1"	0.212548207150166	-0.255473731348744	0.124	0.109	1	"Mig"	"DCUN1D1"	"female"
"RBMX"	0.212765271146762	-0.123329897529696	0.17	0.19	1	"Mig"	"RBMX"	"female"
"OSTF1"	0.212834382030012	-0.902973909080004	0.316	0.341	1	"Mig"	"OSTF1"	"female"
"SRSF5"	0.217523965988193	0.0944109051411706	0.137	0.124	1	"Mig"	"SRSF5"	"female"
"LAT2"	0.21884439094483	0.216689307765952	0.122	0.139	1	"Mig"	"LAT2"	"female"
"RHOA"	0.227502851241725	-0.00576053293912793	0.118	0.134	1	"Mig"	"RHOA"	"female"
"TLE3"	0.240290799911668	-0.682692283303172	0.182	0.164	1	"Mig"	"TLE3"	"female"
"BDP1"	0.241779232802666	0.425396220194765	0.103	0.119	1	"Mig"	"BDP1"	"female"
"HMGN1"	0.241981002161099	-0.183752796735216	0.092	0.106	1	"Mig"	"HMGN1"	"female"
"GLG1"	0.245242606764643	0.0393599532376445	0.129	0.117	1	"Mig"	"GLG1"	"female"
"RNA5-8SN1"	0.24561645672225	-0.147294808506071	0.111	0.126	1	"Mig"	"RNA5-8SN1"	"female"
"MARCHF1"	0.248841386376108	0.32697247456402	0.09	0.104	1	"Mig"	"MARCHF1"	"female"
"SUMO2"	0.24884570560783	-0.348404105867446	0.157	0.141	1	"Mig"	"SUMO2"	"female"
"PSAP"	0.252984938882729	-0.134959038489461	0.445	0.427	1	"Mig"	"PSAP"	"female"
"EIF4G2"	0.254362506575655	0.360178720386412	0.119	0.107	1	"Mig"	"EIF4G2"	"female"
"TMIGD3"	0.256214137567203	-0.429456118588855	0.149	0.164	1	"Mig"	"TMIGD3"	"female"
"SIGLEC8"	0.261244065043134	0.499303219177991	0.143	0.132	1	"Mig"	"SIGLEC8"	"female"
"SPTLC2"	0.262668240416406	0.209017525987502	0.112	0.101	1	"Mig"	"SPTLC2"	"female"
"YWHAB"	0.263189163711583	0.131163554195388	0.16	0.179	1	"Mig"	"YWHAB"	"female"
"OGT"	0.265658576760794	0.261740097153705	0.229	0.212	1	"Mig"	"OGT"	"female"
"LY86"	0.265804607240442	0.244424659389785	0.101	0.116	1	"Mig"	"LY86"	"female"
"PABPC1"	0.269798943789715	-0.308148998193662	0.446	0.43	1	"Mig"	"PABPC1"	"female"
"PIP4K2A"	0.290911252193914	-0.505177972636091	0.202	0.218	1	"Mig"	"PIP4K2A"	"female"
"GLUD1"	0.293730173969919	-0.452098820244824	0.166	0.152	1	"Mig"	"GLUD1"	"female"
"CEP170"	0.294265629585511	0.203823986235535	0.106	0.119	1	"Mig"	"CEP170"	"female"
"CEP170P1"	0.294265629585511	0.203823986235535	0.106	0.119	1	"Mig"	"CEP170P1"	"female"
"DDX17"	0.294670384815226	0.024946742411518	0.323	0.317	1	"Mig"	"DDX17"	"female"
"HBS1L"	0.294960329205929	-0.685226210812133	0.105	0.095	1	"Mig"	"HBS1L"	"female"
"FUS"	0.297863092137225	-0.160085083141552	0.112	0.124	1	"Mig"	"FUS"	"female"
"CEBPZOS"	0.298807291800682	0.23661686393946	0.122	0.112	1	"Mig"	"CEBPZOS"	"female"
"SAMHD1"	0.306534733148275	-0.0554584925781851	0.094	0.106	1	"Mig"	"SAMHD1"	"female"
"ADAP2"	0.3096161821166	0.354017954277514	0.137	0.127	1	"Mig"	"ADAP2"	"female"
"PTMAP5"	0.312521943285213	-0.109712500032935	0.376	0.351	1	"Mig"	"PTMAP5"	"female"
"MDM4"	0.318603314815385	-0.1249918814969	0.338	0.362	1	"Mig"	"MDM4"	"female"
"NUTF2"	0.320897719495686	-0.200887096994148	0.256	0.276	1	"Mig"	"NUTF2"	"female"
"ANP32A"	0.327377103323379	0.0461068335035528	0.114	0.105	1	"Mig"	"ANP32A"	"female"
"UGCG"	0.32916231607604	0.0662269605370436	0.177	0.164	1	"Mig"	"UGCG"	"female"
"ADAM28"	0.330049375856524	0.0688213188127449	0.303	0.326	1	"Mig"	"ADAM28"	"female"
"ANKRD40"	0.33041489164314	-0.300825338597763	0.13	0.142	1	"Mig"	"ANKRD40"	"female"
"SEPTIN2"	0.334170086667355	-0.169275182376368	0.107	0.119	1	"Mig"	"SEPTIN2"	"female"
"PDIA3"	0.33579068631851	0.112376094216673	0.1	0.113	1	"Mig"	"PDIA3"	"female"
"SEPTIN7"	0.33610147513205	0.0779248724603019	0.1	0.112	1	"Mig"	"SEPTIN7"	"female"
"ZC3H4"	0.336608678603162	0.127386176234894	0.148	0.137	1	"Mig"	"ZC3H4"	"female"
"IFI16"	0.340085403834091	0.394687012995598	0.254	0.28	1	"Mig"	"IFI16"	"female"
"CCNI"	0.340505479917365	-0.70604079156449	0.122	0.111	1	"Mig"	"CCNI"	"female"
"CLEC2D"	0.343345502979938	0.13338573300654	0.1	0.091	1	"Mig"	"CLEC2D"	"female"
"EEF2"	0.354920938866634	-0.0998749569460824	0.099	0.111	1	"Mig"	"EEF2"	"female"
"ELL2"	0.357310865891747	0.0706334309832002	0.095	0.106	1	"Mig"	"ELL2"	"female"
"CHD9"	0.358953407349313	-0.099659038618003	0.16	0.175	1	"Mig"	"CHD9"	"female"
"SSH2"	0.36004780641625	0.0497683941958944	0.23	0.25	1	"Mig"	"SSH2"	"female"
"PSMG3"	0.364014106332339	0.445521047377653	0.1	0.092	1	"Mig"	"PSMG3"	"female"
"RNF130"	0.364884163684476	0.389262162508094	0.149	0.142	1	"Mig"	"RNF130"	"female"
"NUP50"	0.365102472213663	-0.332911097850776	0.125	0.136	1	"Mig"	"NUP50"	"female"
"LSM14A"	0.36601851744601	0.189312758502434	0.111	0.103	1	"Mig"	"LSM14A"	"female"
"KTN1"	0.368071839080892	0.507683264648155	0.246	0.241	1	"Mig"	"KTN1"	"female"
"P2RY13"	0.371205415997317	0.0437598672688129	0.199	0.19	1	"Mig"	"P2RY13"	"female"
"COMMD6"	0.386533927322473	-0.240912291771752	0.091	0.101	1	"Mig"	"COMMD6"	"female"
"ACTR2"	0.389395722940775	-0.102340835213878	0.147	0.138	1	"Mig"	"ACTR2"	"female"
"SCIN"	0.391225801761607	-0.272379083911469	0.351	0.374	1	"Mig"	"SCIN"	"female"
"C16orf54"	0.395882187077512	-0.0702137204704811	0.111	0.122	1	"Mig"	"C16orf54"	"female"
"CMTM6"	0.396622194081325	-0.192183690813966	0.167	0.154	1	"Mig"	"CMTM6"	"female"
"SMAP2"	0.397348416294655	0.255819248655447	0.18	0.173	1	"Mig"	"SMAP2"	"female"
"SORT1"	0.399508461237435	0.0633022712805353	0.103	0.114	1	"Mig"	"SORT1"	"female"
"EIF4B"	0.400387559274342	-0.0915692191968123	0.106	0.097	1	"Mig"	"EIF4B"	"female"
"CANX"	0.403456716805727	-0.15009882630427	0.165	0.176	1	"Mig"	"CANX"	"female"
"AKAP13"	0.407242973141986	0.0920090622038101	0.175	0.191	1	"Mig"	"AKAP13"	"female"
"SDCCAG8"	0.411253365197047	0.066991092657549	0.14	0.153	1	"Mig"	"SDCCAG8"	"female"
"LRRK1"	0.411859457149877	-0.0318826341493317	0.193	0.185	1	"Mig"	"LRRK1"	"female"
"ADIPOR1"	0.413202255505469	-0.0762326402566094	0.156	0.169	1	"Mig"	"ADIPOR1"	"female"
"EIF4A2"	0.41334505608724	0.032244340786671	0.095	0.106	1	"Mig"	"EIF4A2"	"female"
"MGA"	0.416804764174886	-0.067571392325587	0.111	0.103	1	"Mig"	"MGA"	"female"
"TXNIP"	0.41863223860736	0.370980822405971	0.224	0.225	1	"Mig"	"TXNIP"	"female"
"SRSF3"	0.421056193776123	-0.0860150521361778	0.421	0.444	1	"Mig"	"SRSF3"	"female"
"EIF4G3"	0.422632657877068	0.140024552215732	0.179	0.17	1	"Mig"	"EIF4G3"	"female"
"SRRM1"	0.422861197399898	0.0703024848496283	0.254	0.25	1	"Mig"	"SRRM1"	"female"
"BCL10"	0.423118342119707	0.100519148245556	0.114	0.126	1	"Mig"	"BCL10"	"female"
"CD164"	0.423353094140088	0.38713041902916	0.128	0.121	1	"Mig"	"CD164"	"female"
"ENTPD1"	0.423963135352293	-0.309901076479345	0.156	0.169	1	"Mig"	"ENTPD1"	"female"
"HNRNPC"	0.424916206435631	-0.158407201673492	0.093	0.102	1	"Mig"	"HNRNPC"	"female"
"PBRM1"	0.429456408311164	0.489036407280413	0.117	0.111	1	"Mig"	"PBRM1"	"female"
"CST3"	0.432584554356239	-0.0137025103780499	0.225	0.24	1	"Mig"	"CST3"	"female"
"MLX"	0.436039158061331	-1.00086190022011	0.109	0.1	1	"Mig"	"MLX"	"female"
"ZNF207"	0.445713218083397	0.21018075068655	0.106	0.099	1	"Mig"	"ZNF207"	"female"
"SETX"	0.456190805094274	-0.293471213606083	0.136	0.146	1	"Mig"	"SETX"	"female"
"PKM"	0.458102185631653	0.00610098828831229	0.15	0.141	1	"Mig"	"PKM"	"female"
"ZFC3H1"	0.458729499989681	0.728069101056856	0.135	0.13	1	"Mig"	"ZFC3H1"	"female"
"RSRC2"	0.459366952923545	0.409648950342672	0.111	0.122	1	"Mig"	"RSRC2"	"female"
"BHLHE41"	0.473155574478956	-0.0395391746786649	0.454	0.461	1	"Mig"	"BHLHE41"	"female"
"LAMP2"	0.478634288510065	0.0135798481786131	0.103	0.097	1	"Mig"	"LAMP2"	"female"
"MGAT4A"	0.48179879711341	0.126420231721163	0.225	0.217	1	"Mig"	"MGAT4A"	"female"
"SNX13"	0.48721885425873	0.178905724521378	0.104	0.097	1	"Mig"	"SNX13"	"female"
"ND5"	0.494887187367519	0.0724749315829012	0.33	0.325	1	"Mig"	"ND5"	"female"
"EEA1"	0.496483912574874	0.153321485492083	0.116	0.11	1	"Mig"	"EEA1"	"female"
"SENP7"	0.496537778327733	0.0150425765413114	0.103	0.111	1	"Mig"	"SENP7"	"female"
"SRSF11"	0.509985683771453	-0.172546688029557	0.188	0.204	1	"Mig"	"SRSF11"	"female"
"TMBIM6"	0.523471623969094	0.409301065696143	0.252	0.257	1	"Mig"	"TMBIM6"	"female"
"DEK"	0.536525504154306	0.315068738640275	0.115	0.11	1	"Mig"	"DEK"	"female"
"HSP90B1"	0.540047182384376	0.00456034754851053	0.229	0.244	1	"Mig"	"HSP90B1"	"female"
"MAP3K2"	0.540601744878276	0.19696954021723	0.12	0.115	1	"Mig"	"MAP3K2"	"female"
"MTND4P12"	0.542625487920753	-0.0764822791969972	0.2	0.191	1	"Mig"	"MTND4P12"	"female"
"HAVCR2"	0.549763612464214	0.0135457930518594	0.122	0.131	1	"Mig"	"HAVCR2"	"female"
"TMX1"	0.557947351657977	0.193321965082525	0.145	0.141	1	"Mig"	"TMX1"	"female"
"TPP2"	0.569962381976161	-0.153464266048691	0.141	0.147	1	"Mig"	"TPP2"	"female"
"ISCU"	0.577112504376214	0.0735616995254387	0.095	0.102	1	"Mig"	"ISCU"	"female"
"LAPTM4A"	0.581297450692479	0.0422080629019637	0.098	0.106	1	"Mig"	"LAPTM4A"	"female"
"PRMT2"	0.582141729312589	0.364625871074026	0.152	0.147	1	"Mig"	"PRMT2"	"female"
"CNOT2"	0.586138996684862	0.248938939400256	0.118	0.112	1	"Mig"	"CNOT2"	"female"
"SNX3"	0.591724449447218	0.43024116560563	0.105	0.114	1	"Mig"	"SNX3"	"female"
