"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"ARGLU1"	2.12788889556905e-07	-0.617228442208845	0.412	0.493	0.00492563721546325	"Mig"	"ARGLU1"	"N"
"TIAM1"	2.18296107137684e-07	-1.18945655777969	0.11	0.184	0.00505311828802312	"Mig"	"TIAM1"	"N"
"GLUD1"	2.27182687148453e-07	-0.414649694628899	0.152	0.232	0.00525882484211239	"Mig"	"GLUD1"	"N"
"CD164"	2.32691466569893e-07	0.42736843365718	0.121	0.055	0.00538634206815988	"Mig"	"CD164"	"N"
"ATP6"	2.4524398502003e-07	0.330253689460541	0.434	0.334	0.00567690776524364	"Mig"	"ATP6"	"N"
"BCLAF1"	2.47587409251223e-07	0.360214594774325	0.136	0.067	0.00573115334934731	"Mig"	"BCLAF1"	"N"
"HLA-C"	2.51300419978058e-07	0.708476755503823	0.181	0.102	0.00581710212165209	"Mig"	"HLA-C"	"N"
"PRKDC"	2.6126425252408e-07	0.69353396900793	0.166	0.09	0.00604774491742741	"Mig"	"PRKDC"	"N"
"UQCRB"	2.67167714768824e-07	1.46871208080011	0.108	0.047	0.00618439826146875	"Mig"	"UQCRB"	"N"
"THRAP3"	2.92094352779638e-07	-0.81170077113544	0.288	0.377	0.00676140007814305	"Mig"	"THRAP3"	"N"
"KTN1"	3.19579167365515e-07	-0.230554860732791	0.241	0.144	0.00739761856617694	"Mig"	"KTN1"	"N"
"SPTLC2"	3.33454899122719e-07	0.771872902320129	0.101	0.043	0.00771881400489271	"Mig"	"SPTLC2"	"N"
"PPIG"	3.41336907009199e-07	-0.306662490882856	0.132	0.064	0.00790126672344894	"Mig"	"PPIG"	"N"
"ARHGAP24"	3.68183101134931e-07	0.463558938491021	0.143	0.074	0.00852270242507138	"Mig"	"ARHGAP24"	"N"
"IFI16"	3.73608844673002e-07	-0.129371793924177	0.28	0.179	0.00864829753649064	"Mig"	"IFI16"	"N"
"ARHGAP17"	3.92573947670448e-07	-0.717927289347078	0.062	0.124	0.00908730174067552	"Mig"	"ARHGAP17"	"N"
"NEIL2"	4.17612585421503e-07	0.378970019626183	0.128	0.062	0.00966689612733695	"Mig"	"NEIL2"	"N"
"TRAPPC2"	4.33400510882813e-07	-0.502184859909933	0.05	0.107	0.0100323550259154	"Mig"	"TRAPPC2"	"N"
"SLTM"	4.43031999451916e-07	0.410800734497913	0.141	0.072	0.0102553047233129	"Mig"	"SLTM"	"N"
"SORT1"	4.52474661086887e-07	0.830211790018065	0.114	0.052	0.0104738834548393	"Mig"	"SORT1"	"N"
"RASGEF1B"	4.69520173732223e-07	-0.501766086981992	0.097	0.171	0.0108684529815535	"Mig"	"RASGEF1B"	"N"
"CD74"	4.78057593485979e-07	0.426674082389712	0.822	0.805	0.0110660771740135	"Mig"	"CD74"	"N"
"FOXN3"	4.78810464028426e-07	0.843936547828825	0.123	0.059	0.01108350462133	"Mig"	"FOXN3"	"N"
"WASHC4"	4.83374120593361e-07	0.490311457352282	0.136	0.068	0.0111891441434951	"Mig"	"WASHC4"	"N"
"MED12L"	5.58201941545202e-07	-0.571725086675694	0.171	0.255	0.0129212585428883	"Mig"	"MED12L"	"N"
"RASSF3"	5.76798573285351e-07	-1.11020363798222	0.088	0.158	0.0133517333744093	"Mig"	"RASSF3"	"N"
"HIF1A"	6.55583329698538e-07	0.553393285711125	0.151	0.08	0.0151754429158618	"Mig"	"HIF1A"	"N"
"COPG1"	6.63101555002842e-07	-0.99440868192874	0.137	0.21	0.0153494747952058	"Mig"	"COPG1"	"N"
"NOP10"	7.0828540366347e-07	0.462942166058378	0.11	0.05	0.016395390524002	"Mig"	"NOP10"	"N"
"ELOB"	7.13454666054743e-07	0.856985383302573	0.126	0.062	0.0165150486098352	"Mig"	"ELOB"	"N"
"SRP14"	7.3228970839104e-07	0.464089305571588	0.141	0.073	0.0169510421698358	"Mig"	"SRP14"	"N"
"PDIA3"	7.75994085535536e-07	0.286976983144823	0.113	0.052	0.0179627110919766	"Mig"	"PDIA3"	"N"
"PARP9"	8.6001062580643e-07	0.0175561950763448	0.141	0.073	0.0199075259661672	"Mig"	"PARP9"	"N"
"PDGFA"	8.62602422162098e-07	-0.599538670178597	0.191	0.277	0.0199675208682083	"Mig"	"PDGFA"	"N"
"CPVL"	9.52225282447341e-07	0.256661072958754	0.158	0.086	0.022042110838091	"Mig"	"CPVL"	"N"
"PDCD4"	1.01130566061653e-06	-0.312162891593579	0.165	0.25	0.0234097034319514	"Mig"	"PDCD4"	"N"
"TTC3"	1.04042218526897e-06	0.476000741375502	0.154	0.084	0.0240836927446061	"Mig"	"TTC3"	"N"
"OSTF1"	1.06305143131717e-06	-0.155407586193252	0.341	0.417	0.0246075145321298	"Mig"	"OSTF1"	"N"
"IRAG2"	1.10176796608109e-06	0.582166764120944	0.101	0.044	0.0255037248788451	"Mig"	"IRAG2"	"N"
"YBX3"	1.14284007989796e-06	0.260278541869512	0.104	0.047	0.0264544621694781	"Mig"	"YBX3"	"N"
"AXL"	1.14408052843322e-06	-0.468722575280327	0.666	0.707	0.0264831760721721	"Mig"	"AXL"	"N"
"ADAM10"	1.34949263810819e-06	-0.345560057103938	0.182	0.267	0.0312380555869284	"Mig"	"ADAM10"	"N"
"WWTR1"	1.38241082783376e-06	-0.874801213152357	0.111	0.179	0.0320000458426959	"Mig"	"WWTR1"	"N"
"APLP2"	1.45312956624679e-06	0.324305584414047	0.226	0.139	0.0336370431994808	"Mig"	"APLP2"	"N"
"RAB1A"	1.45416945310842e-06	0.762861909418831	0.136	0.07	0.0336611145005537	"Mig"	"RAB1A"	"N"
"RNPC3"	1.5592342697865e-06	0.355732679800812	0.115	0.055	0.0360931548770179	"Mig"	"RNPC3"	"N"
"CANX"	1.57900150432489e-06	0.5041986361154	0.176	0.104	0.0365507268221126	"Mig"	"CANX"	"N"
"IFNGR2"	1.63294911755306e-06	0.344949564426886	0.231	0.145	0.0377995061731183	"Mig"	"IFNGR2"	"N"
"CEP170"	1.64426726662465e-06	0.139508167723749	0.119	0.058	0.0380614986878275	"Mig"	"CEP170"	"N"
"CEP170P1"	1.64426726662465e-06	0.139508167723749	0.119	0.058	0.0380614986878275	"Mig"	"CEP170P1"	"N"
"DUSP1"	1.68009038768308e-06	0.681571716397081	0.131	0.067	0.038890732294088	"Mig"	"DUSP1"	"N"
"PTEN"	1.9014546702039e-06	-0.796742010631761	0.244	0.327	0.0440148727058799	"Mig"	"PTEN"	"N"
"ANXA5"	1.95856784550292e-06	-0.0983364028032316	0.112	0.054	0.0453369284877016	"Mig"	"ANXA5"	"N"
"GNAI2"	2.11057979813089e-06	0.179646284708701	0.136	0.072	0.0488557011671337	"Mig"	"GNAI2"	"N"
"BRD3"	2.16746879979622e-06	-0.471091830850021	0.052	0.107	0.0501725677776829	"Mig"	"BRD3"	"N"
"DEK"	2.18167673666038e-06	0.593139591378593	0.11	0.052	0.0505014531002145	"Mig"	"DEK"	"N"
"SKAP2"	2.22171611377711e-06	0.0841991790690833	0.141	0.075	0.0514282846017126	"Mig"	"SKAP2"	"N"
"ANKRD10"	2.22714990827985e-06	-0.609324639441247	0.28	0.369	0.0515540660768619	"Mig"	"ANKRD10"	"N"
"ARRB2"	2.39768958158016e-06	0.147501683380407	0.116	0.057	0.0555017184344176	"Mig"	"ARRB2"	"N"
"TLK1"	2.50021181202951e-06	-1.06251846993026	0.144	0.215	0.0578749030248591	"Mig"	"TLK1"	"N"
"ATP1B1"	2.51620073749332e-06	-0.84132402523767	0.095	0.16	0.0582450146714954	"Mig"	"ATP1B1"	"N"
"HSPA4"	2.53896248425888e-06	-0.850470530549864	0.141	0.216	0.0587719035856247	"Mig"	"HSPA4"	"N"
"IFNGR1"	2.58907620830011e-06	-0.441509483651052	0.501	0.573	0.059931936069731	"Mig"	"IFNGR1"	"N"
"ATP6V1B2"	2.75625350478765e-06	0.719499481026228	0.111	0.054	0.0638017561288244	"Mig"	"ATP6V1B2"	"N"
"PTMAP5"	2.85654910046129e-06	0.072489670530258	0.351	0.258	0.066123398577478	"Mig"	"PTMAP5"	"N"
"SBNO1"	2.8764282629391e-06	-0.785729420808487	0.114	0.181	0.0665835614305142	"Mig"	"SBNO1"	"N"
"EML4"	2.94324851852586e-06	0.118309638200673	0.183	0.107	0.0681303167068366	"Mig"	"EML4"	"N"
"TMEM19"	3.01696810580527e-06	-0.897833619996968	0.083	0.143	0.0698367777131803	"Mig"	"TMEM19"	"N"
"EIF5"	3.43596436483864e-06	0.392618952212915	0.14	0.076	0.0795357031172848	"Mig"	"EIF5"	"N"
"PLEKHA1"	3.66644631061064e-06	-0.531497885534392	0.049	0.1	0.0848708991980152	"Mig"	"PLEKHA1"	"N"
"MTDH"	3.7166809679833e-06	0.11876478963443	0.182	0.108	0.0860337310468774	"Mig"	"MTDH"	"N"
"BCL10"	3.82598109441729e-06	-1.0349845604887	0.126	0.193	0.0885638103735714	"Mig"	"BCL10"	"N"
"RHOA"	3.95795532646186e-06	0.50800495593249	0.134	0.072	0.0916187498969391	"Mig"	"RHOA"	"N"
"SRSF2"	4.09396602480171e-06	0.456690241892993	0.208	0.13	0.09476712554211	"Mig"	"SRSF2"	"N"
"CHD9"	4.25744986545671e-06	0.26848226870043	0.175	0.103	0.0985514494855918	"Mig"	"CHD9"	"N"
"TLE3"	4.47450167158998e-06	-0.400489837939541	0.164	0.241	0.103575764693965	"Mig"	"TLE3"	"N"
"CEP350"	4.79564326355985e-06	0.081875691598015	0.146	0.082	0.111009550264883	"Mig"	"CEP350"	"N"
"FKBP1A"	4.86404416626123e-06	0.706872430768958	0.175	0.105	0.112592894360615	"Mig"	"FKBP1A"	"N"
"PTAFR"	5.27982928122783e-06	0.253202638421625	0.115	0.057	0.122217488201862	"Mig"	"PTAFR"	"N"
"OGFRL1"	5.31288385306748e-06	-0.0676948723974635	0.15	0.083	0.122982635430806	"Mig"	"OGFRL1"	"N"
"LCOR"	5.55927190872992e-06	-0.83476663585297	0.131	0.202	0.12868602614328	"Mig"	"LCOR"	"N"
"HNRNPK"	5.5593067595748e-06	0.518745435654642	0.153	0.087	0.128686832870637	"Mig"	"HNRNPK"	"N"
"HSPH1"	5.61542165078128e-06	-1.09090352432702	0.092	0.151	0.129985780372285	"Mig"	"HSPH1"	"N"
"SP100"	5.9619180445606e-06	-0.358184427964771	0.408	0.513	0.138006478895489	"Mig"	"SP100"	"N"
"GSN"	6.03934785033505e-06	-0.351454678517819	0.471	0.533	0.139798824039556	"Mig"	"GSN"	"N"
"DSC2"	6.47394087138586e-06	1.07739432181212	0.11	0.055	0.14985878329084	"Mig"	"DSC2"	"N"
"HSP90AB1"	6.49564376418568e-06	0.32967570408724	0.245	0.16	0.15036116185337	"Mig"	"HSP90AB1"	"N"
"PCED1B-AS1"	6.8376420608289e-06	0.636239932573486	0.101	0.048	0.158277738424067	"Mig"	"PCED1B-AS1"	"N"
"CPED1"	6.91132026236011e-06	-0.873328696307608	0.059	0.112	0.159983241433112	"Mig"	"CPED1"	"N"
"C1QC"	6.94656358869729e-06	0.263937108524857	0.674	0.603	0.160799053951165	"Mig"	"C1QC"	"N"
"ALDH2"	7.03450512928706e-06	-0.127874478739232	0.066	0.121	0.162834724732737	"Mig"	"ALDH2"	"N"
"VAPA"	8.07719543166287e-06	0.42856265724044	0.161	0.093	0.186970919852132	"Mig"	"VAPA"	"N"
"FOXP1"	8.45065540251478e-06	-0.985592177572204	0.082	0.14	0.195615771257412	"Mig"	"FOXP1"	"N"
"ATP5PF"	1.1654136380803e-05	0.530832234925012	0.121	0.064	0.269769948942828	"Mig"	"ATP5PF"	"N"
"ELMO1"	1.20180338138807e-05	-0.459889915813254	0.268	0.343	0.27819344672371	"Mig"	"ELMO1"	"N"
"YWHAE"	1.2223490504509e-05	-0.540352027031644	0.471	0.528	0.282949358198375	"Mig"	"YWHAE"	"N"
"GPCPD1"	1.25032909936385e-05	0.626586430997732	0.129	0.071	0.289426179920743	"Mig"	"GPCPD1"	"N"
"LRRFIP1"	1.28195259385093e-05	0.536224156693976	0.199	0.125	0.296746386424613	"Mig"	"LRRFIP1"	"N"
"CNPY3"	1.34333360630422e-05	0.809878433798454	0.108	0.055	0.3109548631873	"Mig"	"CNPY3"	"N"
"SDCCAG8"	1.36984312205075e-05	0.783080274070519	0.153	0.091	0.317091285892308	"Mig"	"SDCCAG8"	"N"
"LUC7L3"	1.51623957543311e-05	0.311654208558314	0.284	0.198	0.350979136921257	"Mig"	"LUC7L3"	"N"
"ACAP2"	1.54356803276275e-05	0.627129645236176	0.128	0.072	0.357305128223921	"Mig"	"ACAP2"	"N"
"TAX1BP1"	1.59148302433227e-05	0.279695150916078	0.139	0.078	0.368396490472435	"Mig"	"TAX1BP1"	"N"
"BHLHE41"	1.65704215671085e-05	-0.0376990666199193	0.461	0.342	0.383572118435428	"Mig"	"BHLHE41"	"N"
"SRRM2"	1.66941349322578e-05	0.0192087050873484	0.198	0.126	0.386435835411903	"Mig"	"SRRM2"	"N"
"RGS10"	1.68102337661064e-05	0.323050551018876	0.147	0.085	0.38912329121783	"Mig"	"RGS10"	"N"
"MKNK1"	1.74357293553148e-05	-0.822211278060864	0.308	0.379	0.403602263116828	"Mig"	"MKNK1"	"N"
"NPC2"	1.76992825653024e-05	0.693245695672424	0.179	0.113	0.409702992821619	"Mig"	"NPC2"	"N"
"PGGT1B"	1.81001368302084e-05	-0.614253044199365	0.159	0.227	0.418981967345665	"Mig"	"PGGT1B"	"N"
"CHORDC1"	1.8922057531219e-05	0.660215872056251	0.114	0.061	0.438007787732659	"Mig"	"CHORDC1"	"N"
"ELL2"	1.96745019034062e-05	-0.0231833788613385	0.106	0.055	0.455425370060048	"Mig"	"ELL2"	"N"
"RNA5SP151"	2.10577355649381e-05	-0.653355212976596	0.203	0.273	0.487444462857186	"Mig"	"RNA5SP151"	"N"
"HMGN1"	2.18465799936407e-05	0.280979286856443	0.106	0.054	0.505704633692796	"Mig"	"HMGN1"	"N"
"YIPF4"	2.30081706465657e-05	-0.5750421061677	0.055	0.103	0.532593134126703	"Mig"	"YIPF4"	"N"
"MOB1B"	2.52988642017084e-05	0.111134299427236	0.086	0.142	0.585618108541147	"Mig"	"MOB1B"	"N"
"HS3ST1"	2.61013606265117e-05	-0.848164933856383	0.095	0.151	0.604194295782492	"Mig"	"HS3ST1"	"N"
"CREG1"	2.62699697926003e-05	0.410453499623008	0.122	0.068	0.608097260759112	"Mig"	"CREG1"	"N"
"SRSF5"	2.65534119276812e-05	0.611751950702231	0.124	0.07	0.614658379301964	"Mig"	"SRSF5"	"N"
"CD47"	2.74681475553433e-05	-1.08684664927266	0.111	0.171	0.635832679611086	"Mig"	"CD47"	"N"
"UPF2"	2.82735374429096e-05	0.623632963463045	0.124	0.07	0.654475844728471	"Mig"	"UPF2"	"N"
"SEPTIN7"	2.97981420724946e-05	0.0407695513359725	0.112	0.059	0.689767392694105	"Mig"	"SEPTIN7"	"N"
"GRN"	3.10438747937812e-05	0.219669884491464	0.11	0.058	0.718603613726447	"Mig"	"GRN"	"N"
"HMGN3"	3.47780481984353e-05	0.37725849703299	0.111	0.059	0.805042259697379	"Mig"	"HMGN3"	"N"
"XRCC5"	3.60722154043658e-05	0.480247724393485	0.101	0.053	0.83499964218026	"Mig"	"XRCC5"	"N"
"CASP1"	4.02684897761306e-05	0.678705439599302	0.136	0.08	0.932135001337871	"Mig"	"CASP1"	"N"
"LMAN2"	4.10014758862304e-05	0.0944775040525241	0.131	0.075	0.949102163814461	"Mig"	"LMAN2"	"N"
"CAPZA1"	4.16178584503015e-05	0.381195364064879	0.502	0.402	0.963370187407579	"Mig"	"CAPZA1"	"N"
"TOR1AIP2"	4.16274103243046e-05	-0.530621917798551	0.201	0.271	0.963591294187003	"Mig"	"TOR1AIP2"	"N"
"RNF2"	4.24392940018947e-05	-0.982275923447549	0.095	0.148	0.982384777555858	"Mig"	"RNF2"	"N"
"HSP90B1"	4.53044411851555e-05	-0.236692257988854	0.244	0.167	1	"Mig"	"HSP90B1"	"N"
"RNA5-8SN5"	4.55724587351696e-05	-0.0757070030150107	0.135	0.076	1	"Mig"	"RNA5-8SN5"	"N"
"QRICH1"	4.58978203094841e-05	-0.504304240011952	0.079	0.131	1	"Mig"	"QRICH1"	"N"
"TGFBR1"	5.04978462950751e-05	0.56622507806161	0.213	0.143	1	"Mig"	"TGFBR1"	"N"
"ARPC5"	5.10224846664988e-05	-0.0775309887227005	0.236	0.158	1	"Mig"	"ARPC5"	"N"
"STAT3"	5.32061925758012e-05	-0.330899736365025	0.241	0.306	1	"Mig"	"STAT3"	"N"
"EIF4A2"	5.48076963360408e-05	0.192595342054823	0.106	0.056	1	"Mig"	"EIF4A2"	"N"
"MTCO1P40"	5.74832409451913e-05	-0.0703862610273007	0.206	0.134	1	"Mig"	"MTCO1P40"	"N"
"LY86"	6.1541140106794e-05	0.0092281962461056	0.116	0.064	1	"Mig"	"LY86"	"N"
"ZFP36L1"	6.34043232443352e-05	-0.387822818337652	0.452	0.507	1	"Mig"	"ZFP36L1"	"N"
"CORO1C"	6.47678436805767e-05	-0.43799960953123	0.163	0.223	1	"Mig"	"CORO1C"	"N"
"TMSB4XP4"	6.99801898535149e-05	-0.339161675287441	0.619	0.671	1	"Mig"	"TMSB4XP4"	"N"
"SERBP1"	7.25646133842817e-05	0.286272900083792	0.121	0.069	1	"Mig"	"SERBP1"	"N"
"BDP1"	7.291314914685e-05	-0.340835944675325	0.119	0.067	1	"Mig"	"BDP1"	"N"
"MACF1"	7.36325585540936e-05	-0.0127522230092212	0.137	0.082	1	"Mig"	"MACF1"	"N"
"TMEM165"	7.54387727776347e-05	0.296601166284933	0.103	0.055	1	"Mig"	"TMEM165"	"N"
"GIMAP4"	7.839395024506e-05	0.42930704528475	0.108	0.059	1	"Mig"	"GIMAP4"	"N"
"EEF2"	7.89878896129609e-05	0.46222223688298	0.111	0.061	1	"Mig"	"EEF2"	"N"
"ARPC2"	8.27534088795658e-05	0.142274412776238	0.326	0.241	1	"Mig"	"ARPC2"	"N"
"NCL"	9.45364589257205e-05	0.378075661745856	0.162	0.102	1	"Mig"	"NCL"	"N"
"PPP1CB"	9.46609436143519e-05	-0.45523851260104	0.512	0.569	1	"Mig"	"PPP1CB"	"N"
"PABPC1"	9.79398173268924e-05	0.241217493585426	0.43	0.321	1	"Mig"	"PABPC1"	"N"
"RNA5-8SP10"	9.80772372932709e-05	-0.0931392898523382	0.136	0.079	1	"Mig"	"RNA5-8SP10"	"N"
"HNRNPC"	9.99512650610493e-05	0.41780802696638	0.102	0.055	1	"Mig"	"HNRNPC"	"N"
"HLA-DQA1"	0.000101130482141261	0.262290853493594	0.2	0.133	1	"Mig"	"HLA-DQA1"	"N"
"AKAP13"	0.00010315196755968	0.0630425709416187	0.191	0.128	1	"Mig"	"AKAP13"	"N"
"ABCA1"	0.000103274011708467	-0.542306677834261	0.136	0.199	1	"Mig"	"ABCA1"	"N"
"EIF5B"	0.000108823112686148	0.415208637529396	0.114	0.064	1	"Mig"	"EIF5B"	"N"
"COX7A2"	0.000116796235831285	0.355442013876784	0.126	0.074	1	"Mig"	"COX7A2"	"N"
"RNA5-8SN2"	0.000121068896759185	-0.0118394620178026	0.13	0.076	1	"Mig"	"RNA5-8SN2"	"N"
"MSL2"	0.000124989518668613	0.586868445169299	0.087	0.138	1	"Mig"	"MSL2"	"N"
"NDUFA3"	0.000132018793802877	0.0959460786967203	0.102	0.056	1	"Mig"	"NDUFA3"	"N"
"DCUN1D1"	0.000141935073279959	-0.399093497882391	0.109	0.164	1	"Mig"	"DCUN1D1"	"N"
"CST3"	0.000152111024856583	0.450765456581874	0.24	0.173	1	"Mig"	"CST3"	"N"
"FGFR1OP2"	0.000156045038510005	-0.631219583544642	0.101	0.151	1	"Mig"	"FGFR1OP2"	"N"
"NHSL1"	0.000163159980207443	-0.783099589182838	0.141	0.199	1	"Mig"	"NHSL1"	"N"
"EIF4B"	0.000163841385178118	-0.717425916622492	0.097	0.148	1	"Mig"	"EIF4B"	"N"
"DPYSL2"	0.000194493533899348	-0.276333957894364	0.309	0.385	1	"Mig"	"DPYSL2"	"N"
"SP110"	0.00019728156515697	-0.756422509605884	0.103	0.156	1	"Mig"	"SP110"	"N"
"NAV3"	0.000205623999801037	0.29784574469979	0.188	0.127	1	"Mig"	"NAV3"	"N"
"SAMHD1"	0.000209800542626781	0.368784471603856	0.106	0.06	1	"Mig"	"SAMHD1"	"N"
"YBX1"	0.000233224431945058	-0.234221274544772	0.239	0.169	1	"Mig"	"YBX1"	"N"
"NBPF12"	0.000236327720152532	0.126672590681528	0.1	0.056	1	"Mig"	"NBPF12"	"N"
"IL18"	0.000243199175709081	0.247160537005283	0.142	0.09	1	"Mig"	"IL18"	"N"
"PSIP1"	0.000246084814930984	-1.0957990144435	0.068	0.112	1	"Mig"	"PSIP1"	"N"
"RNA5-8SN1"	0.000251452064209454	-0.0898603356634555	0.126	0.075	1	"Mig"	"RNA5-8SN1"	"N"
"IRF2BP2"	0.000251668360086519	-0.42400570088968	0.086	0.134	1	"Mig"	"IRF2BP2"	"N"
"UBE2B"	0.000270779997171518	-1.00869279538108	0.152	0.208	1	"Mig"	"UBE2B"	"N"
"CRIPT"	0.000290539817028964	-0.989320043075304	0.066	0.107	1	"Mig"	"CRIPT"	"N"
"JUND"	0.000294066973452025	-0.592191684761111	0.111	0.165	1	"Mig"	"JUND"	"N"
"MFN1"	0.000303698070441742	-0.666571761404297	0.059	0.1	1	"Mig"	"MFN1"	"N"
"RNA5-8SN3"	0.000308825598707951	-0.00176406625220515	0.131	0.08	1	"Mig"	"RNA5-8SN3"	"N"
"ROCK1"	0.000311644120040244	0.203550892878659	0.121	0.074	1	"Mig"	"ROCK1"	"N"
"CCDC117"	0.000314313755901812	-1.43393036169403	0.064	0.106	1	"Mig"	"CCDC117"	"N"
"RBM39"	0.00032971340845756	-0.585571475368176	0.302	0.362	1	"Mig"	"RBM39"	"N"
"METTL7A"	0.000331951407443412	-1.67626734048105	0.166	0.221	1	"Mig"	"METTL7A"	"N"
"RNF122"	0.000334442903864781	-0.814416569809516	0.109	0.158	1	"Mig"	"RNF122"	"N"
"SSH2"	0.000341290603815274	0.0714793116346337	0.25	0.181	1	"Mig"	"SSH2"	"N"
"UQCR11"	0.000346935208465434	0.0535913899537281	0.101	0.057	1	"Mig"	"UQCR11"	"N"
"PAFAH1B2"	0.000357375769004154	-0.453194239937551	0.133	0.189	1	"Mig"	"PAFAH1B2"	"N"
"FCGRT"	0.000380467836114115	0.237020635578826	0.18	0.122	1	"Mig"	"FCGRT"	"N"
"MSR1"	0.000399529924560481	-0.473491244424614	0.356	0.415	1	"Mig"	"MSR1"	"N"
"DDX6"	0.000405304603517652	-0.0621984927980648	0.119	0.073	1	"Mig"	"DDX6"	"N"
"ATP8B4"	0.000410570199161684	0.568891357405996	0.106	0.063	1	"Mig"	"ATP8B4"	"N"
"SEPTIN2"	0.000430452272226473	0.0714962752838366	0.119	0.072	1	"Mig"	"SEPTIN2"	"N"
"MEF2C"	0.000438077828769324	0.0534998888277451	0.304	0.23	1	"Mig"	"MEF2C"	"N"
"DCAKD"	0.000438108316530706	-0.956509402854601	0.082	0.127	1	"Mig"	"DCAKD"	"N"
"GATD3A"	0.000445631189168664	-0.856567772969163	0.13	0.18	1	"Mig"	"GATD3A"	"N"
"TMIGD3"	0.000465967876642288	0.735248907022406	0.164	0.112	1	"Mig"	"TMIGD3"	"N"
"ANAPC16"	0.000486913294995223	0.127666710382617	0.118	0.072	1	"Mig"	"ANAPC16"	"N"
"VPS35"	0.000497314256056906	0.188829581078633	0.152	0.099	1	"Mig"	"VPS35"	"N"
"MARCHF1"	0.000529094980608116	0.45318031610448	0.104	0.061	1	"Mig"	"MARCHF1"	"N"
"HSPA8"	0.000551515335583701	0.194034236606214	0.21	0.148	1	"Mig"	"HSPA8"	"N"
"ZNF106"	0.000565362322239811	0.18749485186076	0.124	0.078	1	"Mig"	"ZNF106"	"N"
"TNPO2"	0.000578649635879914	-0.608430281034041	0.07	0.112	1	"Mig"	"TNPO2"	"N"
"ZFC3H1"	0.000600824807509465	-0.169699977742293	0.13	0.082	1	"Mig"	"ZFC3H1"	"N"
"RNA5-8SN4"	0.000610168708940658	-0.103574124618148	0.131	0.081	1	"Mig"	"RNA5-8SN4"	"N"
"ZNF557"	0.00063102360622478	-0.33446405088267	0.066	0.106	1	"Mig"	"ZNF557"	"N"
"RBMX"	0.00063413231275218	0.315210102883784	0.19	0.134	1	"Mig"	"RBMX"	"N"
"EIF4G2"	0.000642655815001617	0.226829817710469	0.107	0.064	1	"Mig"	"EIF4G2"	"N"
"CPSF6"	0.00067516406876043	-0.646374124525758	0.191	0.246	1	"Mig"	"CPSF6"	"N"
"PPP6R3"	0.000680814675231199	-0.370681653817206	0.128	0.081	1	"Mig"	"PPP6R3"	"N"
"EPM2AIP1"	0.000697182514343728	-0.520364480291972	0.082	0.127	1	"Mig"	"EPM2AIP1"	"N"
"NBPF19"	0.000718556124261809	-0.00115449333415429	0.116	0.073	1	"Mig"	"NBPF19"	"N"
"SPATA13"	0.000737680682160128	0.209124420624566	0.128	0.08	1	"Mig"	"SPATA13"	"N"
"TRIM13"	0.000760674653723304	-0.744841292159834	0.126	0.174	1	"Mig"	"TRIM13"	"N"
"SOAT1"	0.000770580183128967	0.506692582574657	0.125	0.081	1	"Mig"	"SOAT1"	"N"
"STX7"	0.00078902020269514	-0.0953909250120999	0.113	0.07	1	"Mig"	"STX7"	"N"
"HNRNPU"	0.00086772068918426	-0.0894213328554456	0.342	0.268	1	"Mig"	"HNRNPU"	"N"
"TMSB4X"	0.000887696760258482	-0.175031994368738	0.804	0.861	1	"Mig"	"TMSB4X"	"N"
"USP15"	0.000899037400175362	0.172727965470455	0.215	0.156	1	"Mig"	"USP15"	"N"
"ASAH1"	0.000900633399601293	0.152891418903632	0.177	0.124	1	"Mig"	"ASAH1"	"N"
"ZFHX3"	0.000909916475479455	-0.240751455667303	0.21	0.268	1	"Mig"	"ZFHX3"	"N"
"PRRC2C"	0.00092720640943689	0.833995022833951	0.3	0.231	1	"Mig"	"PRRC2C"	"N"
"SSR3"	0.000946183346694737	0.482535911352069	0.136	0.089	1	"Mig"	"SSR3"	"N"
"NAA15"	0.00100328563021877	-0.683890071047456	0.129	0.175	1	"Mig"	"NAA15"	"N"
"LARP4B"	0.00112186211550167	0.566777650271706	0.101	0.061	1	"Mig"	"LARP4B"	"N"
"PPT1"	0.00115188133194105	-0.2430190694027	0.157	0.105	1	"Mig"	"PPT1"	"N"
"CAMK2D"	0.00122424382392049	-0.731260735561921	0.071	0.11	1	"Mig"	"CAMK2D"	"N"
"HNRNPA3"	0.00126162680623331	-0.504939468244856	0.138	0.09	1	"Mig"	"HNRNPA3"	"N"
"RUNX2"	0.00128818288339311	-0.208608494487187	0.106	0.067	1	"Mig"	"RUNX2"	"N"
"TPM3"	0.00132165563921974	-0.173190520308235	0.141	0.093	1	"Mig"	"TPM3"	"N"
"PICALM"	0.00133621844433553	0.52079693305358	0.118	0.076	1	"Mig"	"PICALM"	"N"
"NFIA"	0.00134321367402671	-0.666645497841401	0.083	0.124	1	"Mig"	"NFIA"	"N"
"TMBIM6"	0.00137462362384851	-0.230498039395325	0.257	0.187	1	"Mig"	"TMBIM6"	"N"
"SEMA4D"	0.00138643683843738	-0.030510758338731	0.21	0.151	1	"Mig"	"SEMA4D"	"N"
"CCND2"	0.00148763276084606	0.839295980588399	0.127	0.083	1	"Mig"	"CCND2"	"N"
"ITSN2"	0.00149321440595991	-0.701453498960666	0.125	0.081	1	"Mig"	"ITSN2"	"N"
