"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"ZFP14"	0.698767239782269	-0.00849520897166178	0.139	0.136	1	"Mig"	"ZFP14"	"Temporal lobe"
"E2F3"	0.699042189224873	0.0568380159250906	0.097	0.101	1	"Mig"	"E2F3"	"Temporal lobe"
"NPAT"	0.699423074390819	0.00479264131859536	0.104	0.108	1	"Mig"	"NPAT"	"Temporal lobe"
"ZNF430"	0.699462514542086	0.0426232534790731	0.182	0.18	1	"Mig"	"ZNF430"	"Temporal lobe"
"MLF2"	0.699559380593058	0.00645740434899444	0.137	0.141	1	"Mig"	"MLF2"	"Temporal lobe"
"ZNF347"	0.700769134746469	0.000260921404658943	0.244	0.249	1	"Mig"	"ZNF347"	"Temporal lobe"
"ARHGAP27"	0.70087607717756	0.00542466562163479	0.279	0.287	1	"Mig"	"ARHGAP27"	"Temporal lobe"
"RASSF5"	0.70141732494982	-0.0224659002582352	0.151	0.154	1	"Mig"	"RASSF5"	"Temporal lobe"
"TMSB10"	0.701820087132219	0.0133321100397041	0.561	0.564	1	"Mig"	"TMSB10"	"Temporal lobe"
"THRAP3"	0.702623635706556	0.0496851832396458	0.159	0.157	1	"Mig"	"THRAP3"	"Temporal lobe"
"GPRIN3"	0.703301236764404	0.0607325071740863	0.286	0.286	1	"Mig"	"GPRIN3"	"Temporal lobe"
"MRPS23"	0.703350428041012	-0.0413075436124847	0.107	0.11	1	"Mig"	"MRPS23"	"Temporal lobe"
"LINC01285"	0.703428698247847	0.00125205209425028	0.381	0.388	1	"Mig"	"LINC01285"	"Temporal lobe"
"KRIT1"	0.705009041184078	0.00123379819384428	0.105	0.108	1	"Mig"	"KRIT1"	"Temporal lobe"
"LRRC4"	0.705173533621235	0.0287976260610049	0.197	0.196	1	"Mig"	"LRRC4"	"Temporal lobe"
"HCFC1"	0.705175520725363	0.0151652362374568	0.141	0.144	1	"Mig"	"HCFC1"	"Temporal lobe"
"MECP2"	0.705669841276702	0.0741613121388807	0.143	0.141	1	"Mig"	"MECP2"	"Temporal lobe"
"CTDSP2"	0.706160976011571	-0.0263289130981013	0.202	0.206	1	"Mig"	"CTDSP2"	"Temporal lobe"
"TAX1BP1"	0.706295376533012	-0.0124834596498349	0.225	0.222	1	"Mig"	"TAX1BP1"	"Temporal lobe"
"MRC2"	0.706953882167357	-0.0188356872307496	0.244	0.247	1	"Mig"	"MRC2"	"Temporal lobe"
"RP11-416H1.2"	0.707189800370178	-0.0491593909595428	0.208	0.21	1	"Mig"	"RP11-416H1.2"	"Temporal lobe"
"YME1L1"	0.707556103632277	0.0337440038453742	0.234	0.233	1	"Mig"	"YME1L1"	"Temporal lobe"
"DRAXIN"	0.707968640588058	-0.0227678680702806	0.11	0.113	1	"Mig"	"DRAXIN"	"Temporal lobe"
"ARFIP1"	0.708107359648247	-0.00198812102715118	0.125	0.129	1	"Mig"	"ARFIP1"	"Temporal lobe"
"HEATR5B"	0.708576954887367	-0.0303105949156852	0.148	0.151	1	"Mig"	"HEATR5B"	"Temporal lobe"
"SNX9"	0.709155615264382	0.00656508943457046	0.123	0.128	1	"Mig"	"SNX9"	"Temporal lobe"
"CSAD"	0.709157259689447	-0.0161413119984375	0.198	0.194	1	"Mig"	"CSAD"	"Temporal lobe"
"TUBD1"	0.709344704857654	0.00181218098422475	0.116	0.113	1	"Mig"	"TUBD1"	"Temporal lobe"
"ZBTB8A"	0.709911664336069	-0.00619685988698737	0.169	0.173	1	"Mig"	"ZBTB8A"	"Temporal lobe"
"PRPSAP1"	0.710627017259366	-0.00585321593663179	0.211	0.216	1	"Mig"	"PRPSAP1"	"Temporal lobe"
"SETD3"	0.711027188784352	-0.00145515510587246	0.103	0.106	1	"Mig"	"SETD3"	"Temporal lobe"
"TRIP11"	0.71202817025658	0.0194715932490772	0.247	0.254	1	"Mig"	"TRIP11"	"Temporal lobe"
"SMARCE1"	0.712410832745999	-0.00216635795774445	0.105	0.103	1	"Mig"	"SMARCE1"	"Temporal lobe"
"HES2"	0.712544070352372	0.0521100596799472	0.182	0.179	1	"Mig"	"HES2"	"Temporal lobe"
"SF3B1"	0.713287152344473	0.0026432611119751	0.641	0.638	1	"Mig"	"SF3B1"	"Temporal lobe"
"TLR3"	0.713525811755141	0.00445426699529961	0.162	0.166	1	"Mig"	"TLR3"	"Temporal lobe"
"MBP"	0.714206599424597	-0.246812937952601	0.149	0.152	1	"Mig"	"MBP"	"Temporal lobe"
"CLK4"	0.71510736989856	0.00436544587925913	0.142	0.139	1	"Mig"	"CLK4"	"Temporal lobe"
"BCAP31"	0.715344389941533	0.0298767486984406	0.207	0.213	1	"Mig"	"BCAP31"	"Temporal lobe"
"ERP29"	0.716333599338345	0.0671192305214754	0.162	0.168	1	"Mig"	"ERP29"	"Temporal lobe"
"C1RL"	0.717331632808279	0.00780813075880948	0.158	0.157	1	"Mig"	"C1RL"	"Temporal lobe"
"ZNF652"	0.71809300878804	0.0478724807681131	0.186	0.183	1	"Mig"	"ZNF652"	"Temporal lobe"
"CREBL2"	0.71940584872653	0.00836190296673611	0.225	0.232	1	"Mig"	"CREBL2"	"Temporal lobe"
"SMAD4"	0.72076815141535	0.0318935146301189	0.099	0.103	1	"Mig"	"SMAD4"	"Temporal lobe"
"UVSSA"	0.721518258672832	0.000906007178667734	0.109	0.113	1	"Mig"	"UVSSA"	"Temporal lobe"
"PRKAR1A"	0.721651080357543	-0.0147174760109885	0.229	0.237	1	"Mig"	"PRKAR1A"	"Temporal lobe"
"HNRNPDL"	0.721947673918688	0.00747121566546571	0.525	0.528	1	"Mig"	"HNRNPDL"	"Temporal lobe"
"FOXJ3"	0.722498520419728	-0.038139941111476	0.115	0.112	1	"Mig"	"FOXJ3"	"Temporal lobe"
"KDM2A"	0.722742290434319	-0.00887874312121339	0.221	0.219	1	"Mig"	"KDM2A"	"Temporal lobe"
"DDX46"	0.723007879969303	0.0323244138580614	0.25	0.247	1	"Mig"	"DDX46"	"Temporal lobe"
"G3BP1"	0.723475396627814	0.0380187958269191	0.214	0.211	1	"Mig"	"G3BP1"	"Temporal lobe"
"NAV3"	0.723530230791238	-0.00299047186551737	0.37	0.366	1	"Mig"	"NAV3"	"Temporal lobe"
"WDR7"	0.724428915449674	0.0521548412698498	0.12	0.119	1	"Mig"	"WDR7"	"Temporal lobe"
"CTSD"	0.724623341826348	0.048715872611186	0.47	0.469	1	"Mig"	"CTSD"	"Temporal lobe"
"SLC8B1"	0.725672843052197	0.0270970531407707	0.158	0.155	1	"Mig"	"SLC8B1"	"Temporal lobe"
"CAPZA2"	0.725737031975379	0.0216045345527662	0.289	0.286	1	"Mig"	"CAPZA2"	"Temporal lobe"
"SP1"	0.725770567907834	0.0206534295927563	0.207	0.204	1	"Mig"	"SP1"	"Temporal lobe"
"CEP135"	0.726957393743522	0.0522045176961644	0.111	0.109	1	"Mig"	"CEP135"	"Temporal lobe"
"SUGP2"	0.726982537266371	0.018061491653238	0.445	0.446	1	"Mig"	"SUGP2"	"Temporal lobe"
"PPP4R3A"	0.727493420909403	0.0596395502536612	0.126	0.124	1	"Mig"	"PPP4R3A"	"Temporal lobe"
"RBM39"	0.727971511731654	0.0544036664024243	0.441	0.439	1	"Mig"	"RBM39"	"Temporal lobe"
"CD86"	0.727977952149199	0.0546525608510982	0.391	0.391	1	"Mig"	"CD86"	"Temporal lobe"
"AP000708.1"	0.728387863636102	-0.0268394233372605	0.214	0.21	1	"Mig"	"AP000708.1"	"Temporal lobe"
"SMIM14"	0.728751535225327	0.0773693941444353	0.263	0.269	1	"Mig"	"SMIM14"	"Temporal lobe"
"TEP1"	0.729304287395349	0.00012296236507825	0.26	0.266	1	"Mig"	"TEP1"	"Temporal lobe"
"ZNF844"	0.730090146086834	-0.0213371042922061	0.155	0.159	1	"Mig"	"ZNF844"	"Temporal lobe"
"ARHGAP5"	0.73024221730117	0.100408293433576	0.114	0.114	1	"Mig"	"ARHGAP5"	"Temporal lobe"
"NCOR1"	0.730313691661093	-0.00327443448583487	0.3	0.299	1	"Mig"	"NCOR1"	"Temporal lobe"
"RP11-617F23.2"	0.730590731187896	-0.0172373290843155	0.247	0.242	1	"Mig"	"RP11-617F23.2"	"Temporal lobe"
"COPE"	0.730837750641516	0.0314861380265432	0.116	0.113	1	"Mig"	"COPE"	"Temporal lobe"
"ATP5H"	0.731023902459475	0.0290040699657204	0.127	0.125	1	"Mig"	"ATP5H"	"Temporal lobe"
"HNMT"	0.731720458814571	0.0369807016959631	0.155	0.16	1	"Mig"	"HNMT"	"Temporal lobe"
"DDX10"	0.732622082545775	0.00925365808008838	0.501	0.506	1	"Mig"	"DDX10"	"Temporal lobe"
"RAD51D"	0.732896069250798	0.0787467726197255	0.106	0.105	1	"Mig"	"RAD51D"	"Temporal lobe"
"BTK"	0.733412769543508	-0.0364545479666095	0.147	0.151	1	"Mig"	"BTK"	"Temporal lobe"
"POLR2J3"	0.733578792971058	0.00304052117485121	0.61	0.601	1	"Mig"	"POLR2J3"	"Temporal lobe"
"XKR4"	0.734039195958174	-0.00729152839262293	0.368	0.363	1	"Mig"	"XKR4"	"Temporal lobe"
"ATL3"	0.735375019205005	-0.0156217488437893	0.102	0.106	1	"Mig"	"ATL3"	"Temporal lobe"
"CSDE1"	0.73650422635698	0.00695970507426336	0.397	0.391	1	"Mig"	"CSDE1"	"Temporal lobe"
"SLC12A9"	0.73653252515994	-0.0030312390087649	0.099	0.102	1	"Mig"	"SLC12A9"	"Temporal lobe"
"TMEM86A"	0.737112466423309	-0.0252539376055461	0.137	0.14	1	"Mig"	"TMEM86A"	"Temporal lobe"
"NPC2"	0.73725407747999	0.062055392663829	0.315	0.318	1	"Mig"	"NPC2"	"Temporal lobe"
"TXNDC15"	0.737371609317233	0.0222812369505387	0.105	0.108	1	"Mig"	"TXNDC15"	"Temporal lobe"
"IL18"	0.737443638510604	-0.0239742571570309	0.357	0.363	1	"Mig"	"IL18"	"Temporal lobe"
"RIF1"	0.737541090260374	0.0588846166137027	0.24	0.242	1	"Mig"	"RIF1"	"Temporal lobe"
"RP11-167N5.5"	0.737554067799255	0.055383976689343	0.185	0.183	1	"Mig"	"RP11-167N5.5"	"Temporal lobe"
"PUS1"	0.737878971260167	-0.0307127907346235	0.118	0.122	1	"Mig"	"PUS1"	"Temporal lobe"
"UPF3A"	0.738009177780362	0.0545849203607808	0.147	0.145	1	"Mig"	"UPF3A"	"Temporal lobe"
"TLCD2"	0.738617092760505	-0.0324170422362289	0.41	0.413	1	"Mig"	"TLCD2"	"Temporal lobe"
"RALBP1"	0.738986796128872	0.00765705077214007	0.146	0.143	1	"Mig"	"RALBP1"	"Temporal lobe"
"PAPD4"	0.739410022817257	-0.0160014653020574	0.113	0.11	1	"Mig"	"PAPD4"	"Temporal lobe"
"PPP6C"	0.739412855799857	0.107340652876006	0.115	0.114	1	"Mig"	"PPP6C"	"Temporal lobe"
"KLHL28"	0.739768666303212	-0.0397050679494405	0.186	0.189	1	"Mig"	"KLHL28"	"Temporal lobe"
"ABHD11"	0.740705545334856	-0.0295756908361676	0.169	0.172	1	"Mig"	"ABHD11"	"Temporal lobe"
"PEBP1"	0.74079454130183	0.0358628027975636	0.28	0.277	1	"Mig"	"PEBP1"	"Temporal lobe"
"ZBTB40"	0.742790633160708	0.0442302187162769	0.109	0.108	1	"Mig"	"ZBTB40"	"Temporal lobe"
"ZFP91"	0.743000095874237	0.019094537712581	0.117	0.12	1	"Mig"	"ZFP91"	"Temporal lobe"
"SYNDIG1"	0.743583302486641	0.0316622353363758	0.383	0.381	1	"Mig"	"SYNDIG1"	"Temporal lobe"
"GNAI3"	0.743588361775706	0.0335884236918851	0.32	0.328	1	"Mig"	"GNAI3"	"Temporal lobe"
"RP11-175K6.2"	0.74369686470255	0.0275410041238331	0.114	0.112	1	"Mig"	"RP11-175K6.2"	"Temporal lobe"
"CDC27"	0.743770221837586	0.0130307962619448	0.132	0.129	1	"Mig"	"CDC27"	"Temporal lobe"
"CUL5"	0.74380539497762	0.0103207403094063	0.148	0.144	1	"Mig"	"CUL5"	"Temporal lobe"
"SSR3"	0.743982860929246	0.0326527696496801	0.198	0.205	1	"Mig"	"SSR3"	"Temporal lobe"
"MED11"	0.744631137018975	0.0443557831217734	0.134	0.132	1	"Mig"	"MED11"	"Temporal lobe"
"BORCS7"	0.745349372396071	0.055792598071401	0.143	0.142	1	"Mig"	"BORCS7"	"Temporal lobe"
"LILRA2"	0.746166291835852	0.0802403783665442	0.358	0.362	1	"Mig"	"LILRA2"	"Temporal lobe"
"CXCL16"	0.74647706420489	0.0292942493991988	0.534	0.548	1	"Mig"	"CXCL16"	"Temporal lobe"
"MYH9"	0.746506540823414	-0.0253302157812603	0.299	0.303	1	"Mig"	"MYH9"	"Temporal lobe"
"LINC01184"	0.746942916346734	0.0717279062755957	0.217	0.215	1	"Mig"	"LINC01184"	"Temporal lobe"
"FO538757.2"	0.747527661425884	-0.0117479290039177	0.224	0.22	1	"Mig"	"FO538757.2"	"Temporal lobe"
"WASF2"	0.748753177362528	-0.0284641241196275	0.604	0.606	1	"Mig"	"WASF2"	"Temporal lobe"
"LA16c-431H6.6"	0.750727575703592	-0.00562822193081658	0.147	0.145	1	"Mig"	"LA16c-431H6.6"	"Temporal lobe"
"LINC00294"	0.751173612593125	0.0802257586366146	0.247	0.247	1	"Mig"	"LINC00294"	"Temporal lobe"
"VAPA"	0.751212312715521	0.013746723705702	0.167	0.172	1	"Mig"	"VAPA"	"Temporal lobe"
"MMRN1"	0.751299005296507	-0.0571576990003043	0.158	0.162	1	"Mig"	"MMRN1"	"Temporal lobe"
"ZNF618"	0.752520275056283	0.0452034431828053	0.158	0.162	1	"Mig"	"ZNF618"	"Temporal lobe"
"OST4"	0.754381841118651	-0.00934618205070503	0.177	0.174	1	"Mig"	"OST4"	"Temporal lobe"
"HERC1"	0.754431909914299	0.049852288555449	0.136	0.141	1	"Mig"	"HERC1"	"Temporal lobe"
"BMP7"	0.754451813651953	0.0117463238655697	0.109	0.107	1	"Mig"	"BMP7"	"Temporal lobe"
"POLB"	0.755125840654288	0.0357522662875941	0.119	0.117	1	"Mig"	"POLB"	"Temporal lobe"
"FBXL18"	0.755344042855339	-0.0328508160089465	0.158	0.16	1	"Mig"	"FBXL18"	"Temporal lobe"
"MRPL42"	0.756162031967	0.0156069038865537	0.17	0.168	1	"Mig"	"MRPL42"	"Temporal lobe"
"PMPCB"	0.757326252478996	0.00970921031782312	0.112	0.115	1	"Mig"	"PMPCB"	"Temporal lobe"
"RASA4"	0.757970457262812	0.0279017359603194	0.163	0.16	1	"Mig"	"RASA4"	"Temporal lobe"
"FAXC"	0.758042501922393	0.043612788284408	0.405	0.406	1	"Mig"	"FAXC"	"Temporal lobe"
"TMED10"	0.758044083234344	0.00374271896369671	0.297	0.307	1	"Mig"	"TMED10"	"Temporal lobe"
"ARID1A"	0.758232137878301	-0.0109267855904978	0.261	0.266	1	"Mig"	"ARID1A"	"Temporal lobe"
"KMT2A"	0.759176236594008	0.00618287491541802	0.342	0.341	1	"Mig"	"KMT2A"	"Temporal lobe"
"PDE12"	0.76045655374313	0.000259768913047798	0.185	0.182	1	"Mig"	"PDE12"	"Temporal lobe"
"VPS41"	0.760501460803993	0.0332094520926215	0.115	0.114	1	"Mig"	"VPS41"	"Temporal lobe"
"TAB2"	0.761091501683271	0.029713540733604	0.272	0.27	1	"Mig"	"TAB2"	"Temporal lobe"
"AQR"	0.761182806461356	-0.00940369311606504	0.103	0.105	1	"Mig"	"AQR"	"Temporal lobe"
"AC004490.1"	0.761188768268759	0.0291487934671223	0.208	0.208	1	"Mig"	"AC004490.1"	"Temporal lobe"
"SPPL2A"	0.761198902020745	-0.0286769563488605	0.347	0.352	1	"Mig"	"SPPL2A"	"Temporal lobe"
"MAPK1IP1L"	0.761297863533138	-0.0133637261778257	0.164	0.161	1	"Mig"	"MAPK1IP1L"	"Temporal lobe"
"PAK1"	0.761310778805711	-0.0437753086215565	0.134	0.136	1	"Mig"	"PAK1"	"Temporal lobe"
"ALDOA"	0.761536385148463	-0.0504783237870347	0.16	0.163	1	"Mig"	"ALDOA"	"Temporal lobe"
"BCAT1"	0.761773392948927	0.0077422554776474	0.156	0.154	1	"Mig"	"BCAT1"	"Temporal lobe"
"DNMT1"	0.762324246112594	0.00859966666085388	0.119	0.123	1	"Mig"	"DNMT1"	"Temporal lobe"
"HIST2H2BF"	0.762332044313767	0.0520582335978254	0.151	0.15	1	"Mig"	"HIST2H2BF"	"Temporal lobe"
"DIS3"	0.762535523241471	0.015984400804314	0.214	0.22	1	"Mig"	"DIS3"	"Temporal lobe"
"SUB1"	0.762584503496874	-0.00842836239384304	0.133	0.136	1	"Mig"	"SUB1"	"Temporal lobe"
"TNFSF12"	0.7627552700539	0.0821597811660207	0.13	0.129	1	"Mig"	"TNFSF12"	"Temporal lobe"
"NISCH"	0.762807356479698	0.0270251442402307	0.118	0.117	1	"Mig"	"NISCH"	"Temporal lobe"
"TMEM168"	0.76351282758419	0.0037468249886804	0.182	0.181	1	"Mig"	"TMEM168"	"Temporal lobe"
"DAZAP2"	0.764360413320834	-0.0578258210945546	0.271	0.275	1	"Mig"	"DAZAP2"	"Temporal lobe"
"RN7SL121P"	0.764902403652715	-0.00055896777027642	0.216	0.221	1	"Mig"	"RN7SL121P"	"Temporal lobe"
"TMEM245"	0.765342225991186	0.0714788827125875	0.188	0.188	1	"Mig"	"TMEM245"	"Temporal lobe"
"WDR31"	0.765388021201583	-0.0349014994679938	0.114	0.116	1	"Mig"	"WDR31"	"Temporal lobe"
"TRIOBP"	0.765802651351115	0.0239270621899477	0.199	0.205	1	"Mig"	"TRIOBP"	"Temporal lobe"
"DARS"	0.765879849295993	-0.0152168283732446	0.194	0.198	1	"Mig"	"DARS"	"Temporal lobe"
"MPV17L"	0.766284713454881	-0.0121874868474132	0.312	0.317	1	"Mig"	"MPV17L"	"Temporal lobe"
"PHC2"	0.766444231483078	-0.0239111214601335	0.218	0.214	1	"Mig"	"PHC2"	"Temporal lobe"
"RNF149"	0.766492581393851	-0.00783943868556769	0.157	0.155	1	"Mig"	"RNF149"	"Temporal lobe"
"API5"	0.766913967897618	-0.00795441143463571	0.116	0.119	1	"Mig"	"API5"	"Temporal lobe"
"PSMD8"	0.767012323870733	-0.0456187593809488	0.105	0.107	1	"Mig"	"PSMD8"	"Temporal lobe"
"LYL1"	0.76764907498082	0.0410413319411125	0.241	0.246	1	"Mig"	"LYL1"	"Temporal lobe"
"KIAA0226L"	0.767745416210066	0.0430222323040457	0.212	0.211	1	"Mig"	"KIAA0226L"	"Temporal lobe"
"ASAH1"	0.767829393229086	-0.0250496358312096	0.479	0.476	1	"Mig"	"ASAH1"	"Temporal lobe"
"TPP1"	0.767927148524572	0.0318994742286711	0.453	0.464	1	"Mig"	"TPP1"	"Temporal lobe"
"SVBP"	0.768491759404171	0.0322136809824831	0.113	0.116	1	"Mig"	"SVBP"	"Temporal lobe"
"ZBTB38"	0.768979904179491	-0.0188277930100056	0.168	0.172	1	"Mig"	"ZBTB38"	"Temporal lobe"
"LYRM2"	0.769023535788529	0.04053088721471	0.124	0.123	1	"Mig"	"LYRM2"	"Temporal lobe"
"TADA2B"	0.769028749038944	-0.0372489657783871	0.193	0.196	1	"Mig"	"TADA2B"	"Temporal lobe"
"THUMPD1"	0.769134909193263	0.0111521318496757	0.155	0.159	1	"Mig"	"THUMPD1"	"Temporal lobe"
"EMC3"	0.76993088230186	-0.0138223809181212	0.118	0.121	1	"Mig"	"EMC3"	"Temporal lobe"
"SLC6A4"	0.770968199075348	-0.0462686383949781	0.143	0.146	1	"Mig"	"SLC6A4"	"Temporal lobe"
"RP11-83A24.2"	0.771477421602662	0.024646374205876	0.22	0.227	1	"Mig"	"RP11-83A24.2"	"Temporal lobe"
"USP7"	0.771725635582961	0.0517855197725443	0.165	0.164	1	"Mig"	"USP7"	"Temporal lobe"
"RP11-295D4.3"	0.772715811980174	0.0178087190627011	0.116	0.114	1	"Mig"	"RP11-295D4.3"	"Temporal lobe"
"ITPK1"	0.773357258708132	-0.00184758419025366	0.143	0.141	1	"Mig"	"ITPK1"	"Temporal lobe"
"MYSM1"	0.773392152229344	-0.032914030230539	0.124	0.122	1	"Mig"	"MYSM1"	"Temporal lobe"
"EDF1"	0.774434910930097	-0.0166284688597516	0.136	0.14	1	"Mig"	"EDF1"	"Temporal lobe"
"DYRK1A"	0.774830319184997	-0.00945070058097031	0.123	0.125	1	"Mig"	"DYRK1A"	"Temporal lobe"
"NKAP"	0.775352567067196	0.0159675838503017	0.239	0.238	1	"Mig"	"NKAP"	"Temporal lobe"
"CYTH4"	0.775371582665146	0.000180570765536459	0.28	0.285	1	"Mig"	"CYTH4"	"Temporal lobe"
"IVD"	0.775502544851451	0.0265088539639342	0.35	0.35	1	"Mig"	"IVD"	"Temporal lobe"
"H1F0"	0.775799452154594	-0.0261364237236971	0.118	0.12	1	"Mig"	"H1F0"	"Temporal lobe"
"U2AF2"	0.776245138312287	0.0453651805377921	0.165	0.163	1	"Mig"	"U2AF2"	"Temporal lobe"
"C2CD5"	0.776513211941015	0.0272867261412875	0.173	0.173	1	"Mig"	"C2CD5"	"Temporal lobe"
"CDKN1B"	0.776836667811832	-0.0149540213191619	0.112	0.114	1	"Mig"	"CDKN1B"	"Temporal lobe"
"RP11-819C21.1"	0.777128745677518	0.0189830273260948	0.097	0.1	1	"Mig"	"RP11-819C21.1"	"Temporal lobe"
"SPCS2"	0.77741853377022	0.0193965558967593	0.196	0.194	1	"Mig"	"SPCS2"	"Temporal lobe"
"TMEM14C"	0.777432714178001	-0.035691137671045	0.145	0.148	1	"Mig"	"TMEM14C"	"Temporal lobe"
"ELK3"	0.777838917747881	0.00957851774952168	0.138	0.135	1	"Mig"	"ELK3"	"Temporal lobe"
"GIT2"	0.777901971738262	0.0409465636165052	0.231	0.237	1	"Mig"	"GIT2"	"Temporal lobe"
"PHF20"	0.778506611614851	0.0181754219230301	0.25	0.258	1	"Mig"	"PHF20"	"Temporal lobe"
"PARP1"	0.778555485117794	-0.0353862424972518	0.174	0.179	1	"Mig"	"PARP1"	"Temporal lobe"
"ATP6AP1"	0.779157084602745	0.0154666252198743	0.304	0.302	1	"Mig"	"ATP6AP1"	"Temporal lobe"
"UGP2"	0.779663246946861	-0.00815471526312628	0.115	0.112	1	"Mig"	"UGP2"	"Temporal lobe"
"HSPB1"	0.779933323288979	0.0507167972141362	0.249	0.254	1	"Mig"	"HSPB1"	"Temporal lobe"
"CEBPG"	0.78013672263744	0.0279331873214151	0.127	0.125	1	"Mig"	"CEBPG"	"Temporal lobe"
"ZNF101"	0.780570708734211	-0.0395824678756244	0.212	0.214	1	"Mig"	"ZNF101"	"Temporal lobe"
"LINC01521"	0.780902647789797	-0.00366043748125922	0.144	0.143	1	"Mig"	"LINC01521"	"Temporal lobe"
"FAM126A"	0.780998363701034	-0.040616516882004	0.169	0.171	1	"Mig"	"FAM126A"	"Temporal lobe"
"ADPGK"	0.783148790466383	0.00390696089523312	0.248	0.247	1	"Mig"	"ADPGK"	"Temporal lobe"
"SHROOM1"	0.783216134829558	-0.0751281813197875	0.151	0.153	1	"Mig"	"SHROOM1"	"Temporal lobe"
"PCED1B"	0.783258907009716	0.0531791824031115	0.113	0.112	1	"Mig"	"PCED1B"	"Temporal lobe"
"STAC2"	0.783961070287268	-0.0424618413981921	0.145	0.147	1	"Mig"	"STAC2"	"Temporal lobe"
"HNRNPUL1"	0.784030646729193	0.0154672660555017	0.241	0.244	1	"Mig"	"HNRNPUL1"	"Temporal lobe"
"APBB3"	0.784073772643286	-0.00960888163217144	0.108	0.111	1	"Mig"	"APBB3"	"Temporal lobe"
"NUCB1"	0.784730334881057	0.0229909020806491	0.179	0.183	1	"Mig"	"NUCB1"	"Temporal lobe"
"PCGF3"	0.785866526460511	0.0447562387576194	0.144	0.143	1	"Mig"	"PCGF3"	"Temporal lobe"
"NUDC"	0.786246891720072	0.0572498933716878	0.175	0.175	1	"Mig"	"NUDC"	"Temporal lobe"
"TRIM58"	0.786444794576583	-0.011916751956363	0.174	0.177	1	"Mig"	"TRIM58"	"Temporal lobe"
"N4BP1"	0.787049786801696	0.0012661413432824	0.111	0.114	1	"Mig"	"N4BP1"	"Temporal lobe"
"CYBB"	0.787425748883488	0.0454035417781506	0.618	0.62	1	"Mig"	"CYBB"	"Temporal lobe"
"LRRC27"	0.78957040773212	-0.0185141835816319	0.12	0.122	1	"Mig"	"LRRC27"	"Temporal lobe"
"TMEM68"	0.790881681103687	-0.0282074240599057	0.097	0.1	1	"Mig"	"TMEM68"	"Temporal lobe"
"ZNF891"	0.791606777973261	0.00644666156776885	0.127	0.124	1	"Mig"	"ZNF891"	"Temporal lobe"
"PEX26"	0.791923064992965	-0.0381776507412477	0.195	0.193	1	"Mig"	"PEX26"	"Temporal lobe"
"RP11-834C11.4"	0.792278121002286	-0.020028149832978	0.158	0.156	1	"Mig"	"RP11-834C11.4"	"Temporal lobe"
"TRIM56"	0.79230567518647	0.0262065674648371	0.469	0.47	1	"Mig"	"TRIM56"	"Temporal lobe"
"ZMYM2"	0.793138486907561	0.0489944495363773	0.155	0.154	1	"Mig"	"ZMYM2"	"Temporal lobe"
"PRKCD"	0.793609615291448	-0.0132000978735973	0.386	0.39	1	"Mig"	"PRKCD"	"Temporal lobe"
"RP4-671O14.6"	0.793976194809688	-0.0323842891316495	0.448	0.452	1	"Mig"	"RP4-671O14.6"	"Temporal lobe"
"DEGS1"	0.794611725932551	-0.0108524273107278	0.339	0.342	1	"Mig"	"DEGS1"	"Temporal lobe"
"MEF2C"	0.79469064684477	0.0510266215228832	0.585	0.585	1	"Mig"	"MEF2C"	"Temporal lobe"
"FOXO1"	0.794772074264928	0.00514508272330438	0.117	0.115	1	"Mig"	"FOXO1"	"Temporal lobe"
"GINM1"	0.794932719073013	0.0466724446788247	0.171	0.17	1	"Mig"	"GINM1"	"Temporal lobe"
"FBXO27"	0.79540737715301	-0.00936860440338005	0.122	0.124	1	"Mig"	"FBXO27"	"Temporal lobe"
"PTGES3"	0.795701573251741	-0.00591117327602064	0.245	0.25	1	"Mig"	"PTGES3"	"Temporal lobe"
"MTA1"	0.796827135278817	-0.0151207897515923	0.103	0.105	1	"Mig"	"MTA1"	"Temporal lobe"
"ETV5"	0.797121586174026	0.0574692586838523	0.265	0.272	1	"Mig"	"ETV5"	"Temporal lobe"
"ZDHHC5"	0.797166879544086	0.0292883834289335	0.101	0.1	1	"Mig"	"ZDHHC5"	"Temporal lobe"
"UNC50"	0.799338355012978	-0.0210513744823773	0.098	0.1	1	"Mig"	"UNC50"	"Temporal lobe"
"MGA"	0.800397586488705	0.0357689437706362	0.111	0.11	1	"Mig"	"MGA"	"Temporal lobe"
"GOSR1"	0.800616779110212	-0.0137052964259823	0.478	0.472	1	"Mig"	"GOSR1"	"Temporal lobe"
"CNOT6L"	0.801587828489719	-0.0197670184552678	0.1	0.102	1	"Mig"	"CNOT6L"	"Temporal lobe"
"PRKAR2A"	0.802148782340301	0.0431238246001246	0.216	0.221	1	"Mig"	"PRKAR2A"	"Temporal lobe"
"PRNP"	0.802517298890016	-0.0342984928287038	0.25	0.256	1	"Mig"	"PRNP"	"Temporal lobe"
"LBR"	0.802549520757373	0.00393052673775551	0.167	0.17	1	"Mig"	"LBR"	"Temporal lobe"
"SNX29"	0.803237590244991	-0.0252829982032612	0.164	0.162	1	"Mig"	"SNX29"	"Temporal lobe"
"ATP5G2"	0.803507290851118	0.0297114387282593	0.368	0.375	1	"Mig"	"ATP5G2"	"Temporal lobe"
"SEC62"	0.80366652110478	0.0403743591821504	0.352	0.352	1	"Mig"	"SEC62"	"Temporal lobe"
