"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"NCOA21"	0.121424098818391	-0.208239918639324	0.061	0.127	1	"Other"	"NCOA2"	"Temporal lobe"
"LCORL2"	0.121484969711716	0.355601327271223	0.134	0.071	1	"Other"	"LCORL"	"Temporal lobe"
"FBXO251"	0.121909233528428	0.276097313854977	0.195	0.119	1	"Other"	"FBXO25"	"Temporal lobe"
"BIRC22"	0.122432665283666	-0.320398491023584	0.073	0.143	1	"Other"	"BIRC2"	"Temporal lobe"
"ING11"	0.122465457341478	-0.247733054402378	0.049	0.111	1	"Other"	"ING1"	"Temporal lobe"
"PHF81"	0.122465457341478	-0.22284791739447	0.049	0.111	1	"Other"	"PHF8"	"Temporal lobe"
"SYPL12"	0.122465457341478	-0.237908082495824	0.049	0.111	1	"Other"	"SYPL1"	"Temporal lobe"
"SERPINA11"	0.12260016466132	-0.549360937450559	0.159	0.238	1	"Other"	"SERPINA1"	"Temporal lobe"
"CRELD21"	0.122714745658938	0.248101130061952	0.146	0.079	1	"Other"	"CRELD2"	"Temporal lobe"
"RNASEH2B2"	0.12281526698544	0.380980226576406	0.22	0.143	1	"Other"	"RNASEH2B"	"Temporal lobe"
"C17orf622"	0.122854995422739	0.407283053143716	0.317	0.222	1	"Other"	"C17orf62"	"Temporal lobe"
"DYNC1LI11"	0.123464457387258	-0.263106761123129	0.073	0.143	1	"Other"	"DYNC1LI1"	"Temporal lobe"
"CDC731"	0.123640015117009	-0.30323193327164	0.049	0.111	1	"Other"	"CDC73"	"Temporal lobe"
"P2RY10"	0.123640015117009	0.422407362885179	0.122	0.063	1	"Other"	"P2RY10"	"Temporal lobe"
"RN7SL744P2"	0.123640015117009	-0.30214701018622	0.049	0.111	1	"Other"	"RN7SL744P"	"Temporal lobe"
"KPNA42"	0.123669650948099	-0.457497612322217	0.305	0.389	1	"Other"	"KPNA4"	"Temporal lobe"
"CCNY2"	0.123724551998983	-0.331293509556747	0.195	0.286	1	"Other"	"CCNY"	"Temporal lobe"
"STIP11"	0.123789124879447	0.340883457202108	0.146	0.079	1	"Other"	"STIP1"	"Temporal lobe"
"ABCF11"	0.123827716929055	-0.296614105938776	0.134	0.222	1	"Other"	"ABCF1"	"Temporal lobe"
"PPP1CB2"	0.124247338859178	-0.244890723253305	0.22	0.317	1	"Other"	"PPP1CB"	"Temporal lobe"
"DIS32"	0.124374797819795	-0.317623948863262	0.159	0.254	1	"Other"	"DIS3"	"Temporal lobe"
"FCGR2A1"	0.124435198709524	-0.607763487415117	0.098	0.167	1	"Other"	"FCGR2A"	"Temporal lobe"
"USO12"	0.124675300890438	-0.22743679469877	0.134	0.222	1	"Other"	"USO1"	"Temporal lobe"
"HCLS12"	0.124792933389631	-0.170302981647858	0.5	0.627	1	"Other"	"HCLS1"	"Temporal lobe"
"DENND1B"	0.125104713150912	-0.458478903009361	0.098	0.175	1	"Other"	"DENND1B"	"Temporal lobe"
"TDG2"	0.125397521388749	-0.317069899274403	0.098	0.167	1	"Other"	"TDG"	"Temporal lobe"
"AKT11"	0.125439594893079	-0.261643923535946	0.122	0.206	1	"Other"	"AKT1"	"Temporal lobe"
"RP11-66D17.32"	0.125511725814028	-0.378411135344475	0.122	0.198	1	"Other"	"RP11-66D17.3"	"Temporal lobe"
"SLC4A82"	0.12555756416161	-0.381910496940532	0.085	0.159	1	"Other"	"SLC4A8"	"Temporal lobe"
"CHST122"	0.125953006021079	-0.484285381496928	0.341	0.421	1	"Other"	"CHST12"	"Temporal lobe"
"UQCRHL1"	0.125959893912285	0.152116922843088	0.146	0.079	1	"Other"	"UQCRHL"	"Temporal lobe"
"SLC35D21"	0.126015492838443	-0.211754412366904	0.049	0.111	1	"Other"	"SLC35D2"	"Temporal lobe"
"TRAPPC2"	0.126080740849623	0.431024736023395	0.159	0.095	1	"Other"	"TRAPPC2"	"Temporal lobe"
"BIRC31"	0.12631093999796	0.44949838498673	0.232	0.151	1	"Other"	"BIRC3"	"Temporal lobe"
"ENTPD11"	0.126600591701663	-0.37344030966808	0.073	0.143	1	"Other"	"ENTPD1"	"Temporal lobe"
"LCP12"	0.126907413393036	-0.279967748892586	0.793	0.77	1	"Other"	"LCP1"	"Temporal lobe"
"TRMT10B2"	0.126933873972462	-0.405741871679535	0.073	0.135	1	"Other"	"TRMT10B"	"Temporal lobe"
"ANKH2"	0.127056341095724	0.236455540715504	0.146	0.079	1	"Other"	"ANKH"	"Temporal lobe"
"TMEM126B1"	0.127056341095724	0.234407074749826	0.146	0.079	1	"Other"	"TMEM126B"	"Temporal lobe"
"SNF81"	0.127125981955735	0.352460694193847	0.11	0.056	1	"Other"	"SNF8"	"Temporal lobe"
"CRLF32"	0.127375240087633	-0.35679522909816	0.207	0.31	1	"Other"	"CRLF3"	"Temporal lobe"
"MIA32"	0.127562521065359	0.306459743064061	0.171	0.103	1	"Other"	"MIA3"	"Temporal lobe"
"APOL3"	0.12765964095065	-0.313523100732431	0.073	0.143	1	"Other"	"APOL3"	"Temporal lobe"
"ABHD152"	0.127939419530883	-0.381802627425524	0.22	0.317	1	"Other"	"ABHD15"	"Temporal lobe"
"NOL101"	0.128280519883162	0.180193650833936	0.134	0.071	1	"Other"	"NOL10"	"Temporal lobe"
"GATAD2B2"	0.128328964656621	0.527253763781425	0.293	0.222	1	"Other"	"GATAD2B"	"Temporal lobe"
"MTPAP1"	0.128402489485063	0.289949726670404	0.11	0.056	1	"Other"	"MTPAP"	"Temporal lobe"
"ATRN2"	0.128426370754098	0.264092856256099	0.122	0.063	1	"Other"	"ATRN"	"Temporal lobe"
"CAMK2N11"	0.128426370754098	-0.379810849232672	0.049	0.111	1	"Other"	"CAMK2N1"	"Temporal lobe"
"KIAA0922"	0.128725568140915	-0.266583367489238	0.073	0.143	1	"Other"	"KIAA0922"	"Temporal lobe"
"PPP4R21"	0.128948475045192	-0.28990388887158	0.098	0.175	1	"Other"	"PPP4R2"	"Temporal lobe"
"DYNLT12"	0.12900643270311	0.296545401701208	0.22	0.143	1	"Other"	"DYNLT1"	"Temporal lobe"
"CMB9-22P13.12"	0.129122053854949	-0.26466285906591	0.122	0.198	1	"Other"	"CMB9-22P13.1"	"Temporal lobe"
"IFI441"	0.129122053854949	0.306208704683379	0.22	0.135	1	"Other"	"IFI44"	"Temporal lobe"
"R3HDM41"	0.12930491333271	0.322558268617312	0.183	0.111	1	"Other"	"R3HDM4"	"Temporal lobe"
"RP3-323A16.12"	0.129845175334457	0.208844479087393	0.976	0.929	1	"Other"	"RP3-323A16.1"	"Temporal lobe"
"LRIG22"	0.130037121581828	-0.309334445867854	0.122	0.198	1	"Other"	"LRIG2"	"Temporal lobe"
"RP11-145P16.22"	0.130241629410926	0.285948037710513	0.244	0.159	1	"Other"	"RP11-145P16.2"	"Temporal lobe"
"RP11-463O12.52"	0.130281852554129	0.138008502670139	0.451	0.325	1	"Other"	"RP11-463O12.5"	"Temporal lobe"
"RP4-717I23.32"	0.130321148276578	0.283830890541934	0.256	0.167	1	"Other"	"RP4-717I23.3"	"Temporal lobe"
"MUT1"	0.130805675298484	-0.416392239781212	0.049	0.103	1	"Other"	"MUT"	"Temporal lobe"
"EIF1B2"	0.130819152815361	-0.218034992698156	0.122	0.206	1	"Other"	"EIF1B"	"Temporal lobe"
"DOPEY21"	0.130872947705812	-0.176424237022626	0.049	0.111	1	"Other"	"DOPEY2"	"Temporal lobe"
"ATPIF12"	0.131098163213152	-0.19912952464225	0.183	0.278	1	"Other"	"ATPIF1"	"Temporal lobe"
"SEC14L12"	0.131293747394863	-0.431322267315428	0.098	0.167	1	"Other"	"SEC14L1"	"Temporal lobe"
"JMJD1C2"	0.131334726212517	0.46420348955306	0.329	0.246	1	"Other"	"JMJD1C"	"Temporal lobe"
"ACOT11"	0.132109716083137	-0.262979056416193	0.049	0.111	1	"Other"	"ACOT11"	"Temporal lobe"
"TMUB22"	0.132273219337716	0.4766045771047	0.244	0.167	1	"Other"	"TMUB2"	"Temporal lobe"
"LST11"	0.132498095309089	-0.635207959962322	0.134	0.214	1	"Other"	"LST1"	"Temporal lobe"
"CRX2"	0.132510841523268	0.185669178046843	0.159	0.087	1	"Other"	"CRX"	"Temporal lobe"
"IFFO12"	0.133058560931219	-0.198245988550377	0.073	0.143	1	"Other"	"IFFO1"	"Temporal lobe"
"PPCS2"	0.133058560931219	-0.323714009073952	0.073	0.143	1	"Other"	"PPCS"	"Temporal lobe"
"LINC009762"	0.133296303551214	0.276055811182184	0.463	0.357	1	"Other"	"LINC00976"	"Temporal lobe"
"TSR31"	0.133355520237493	-0.203295253152506	0.049	0.111	1	"Other"	"TSR3"	"Temporal lobe"
"TMEM1342"	0.13335679614566	0.14846683771842	0.317	0.214	1	"Other"	"TMEM134"	"Temporal lobe"
"KCNA72"	0.133400816009659	0.262204694781201	0.232	0.151	1	"Other"	"KCNA7"	"Temporal lobe"
"TRAPPC6B1"	0.133791693569451	0.21264969789463	0.146	0.079	1	"Other"	"TRAPPC6B"	"Temporal lobe"
"CYP20A12"	0.133892411461279	-0.210312493494516	0.354	0.492	1	"Other"	"CYP20A1"	"Temporal lobe"
"CHCHD22"	0.133984712996969	0.367916357496932	0.512	0.405	1	"Other"	"CHCHD2"	"Temporal lobe"
"ATXN2L2"	0.134227503585964	-0.342922849686178	0.085	0.151	1	"Other"	"ATXN2L"	"Temporal lobe"
"MNDA1"	0.134291424466786	-0.537252148659757	0.159	0.254	1	"Other"	"MNDA"	"Temporal lobe"
"RP11-326I11.32"	0.13461039685851	0.258039770190699	0.122	0.063	1	"Other"	"RP11-326I11.3"	"Temporal lobe"
"ZNF7141"	0.13461039685851	0.296149073516912	0.122	0.063	1	"Other"	"ZNF714"	"Temporal lobe"
"LASP12"	0.134784549575186	-0.41799595117985	0.232	0.317	1	"Other"	"LASP1"	"Temporal lobe"
"CBX72"	0.136109986789818	0.186664091104884	0.244	0.151	1	"Other"	"CBX7"	"Temporal lobe"
"SLC44A22"	0.136195938386386	0.278741693295952	0.378	0.294	1	"Other"	"SLC44A2"	"Temporal lobe"
"PHF191"	0.136369577746153	0.237551724984793	0.183	0.111	1	"Other"	"PHF19"	"Temporal lobe"
"HNRNPD2"	0.136620060773039	0.184165784226646	0.671	0.571	1	"Other"	"HNRNPD"	"Temporal lobe"
"HERPUD22"	0.137115023620995	-0.348280285857541	0.195	0.286	1	"Other"	"HERPUD2"	"Temporal lobe"
"PLPP5"	0.137147513463443	0.368444144598927	0.122	0.063	1	"Other"	"PLPP5"	"Temporal lobe"
"PRMT11"	0.137246763482735	-0.320387829123094	0.049	0.103	1	"Other"	"PRMT1"	"Temporal lobe"
"WIPF12"	0.137444890835247	0.324371855792556	0.646	0.563	1	"Other"	"WIPF1"	"Temporal lobe"
"SBNO21"	0.137456964075438	-0.240065501571707	0.085	0.151	1	"Other"	"SBNO2"	"Temporal lobe"
"PSMD112"	0.137643873111592	-0.176987373709693	0.183	0.278	1	"Other"	"PSMD11"	"Temporal lobe"
"SOCS31"	0.137796489947869	0.206249995997888	0.134	0.071	1	"Other"	"SOCS3"	"Temporal lobe"
"ZFP362"	0.138034245590705	-0.337878546102449	0.378	0.484	1	"Other"	"ZFP36"	"Temporal lobe"
"UQCRB2"	0.138113633292456	-0.20432547941811	0.585	0.667	1	"Other"	"UQCRB"	"Temporal lobe"
"PPIG2"	0.138387308242201	0.133413526286102	0.573	0.452	1	"Other"	"PPIG"	"Temporal lobe"
"CRTAM"	0.13842982601984	0.278777621427846	0.122	0.063	1	"Other"	"CRTAM"	"Temporal lobe"
"ETHE11"	0.13842982601984	0.189150803282113	0.122	0.063	1	"Other"	"ETHE1"	"Temporal lobe"
"FAM49A1"	0.138441815496394	-0.667916829333022	0.098	0.167	1	"Other"	"FAM49A"	"Temporal lobe"
"ETF12"	0.138546663276747	-0.439396252498164	0.085	0.151	1	"Other"	"ETF1"	"Temporal lobe"
"LANCL11"	0.138556081158623	-0.184968881552467	0.061	0.127	1	"Other"	"LANCL1"	"Temporal lobe"
"PTER"	0.13863256470243	-0.243228315556541	0.073	0.143	1	"Other"	"PTER"	"Temporal lobe"
"NAE11"	0.139023285875011	0.251923902530689	0.134	0.071	1	"Other"	"NAE1"	"Temporal lobe"
"PSME42"	0.139037992889259	0.262573060323428	0.171	0.103	1	"Other"	"PSME4"	"Temporal lobe"
"RALGAPA12"	0.139037992889259	0.284787994701501	0.171	0.103	1	"Other"	"RALGAPA1"	"Temporal lobe"
"RNF1871"	0.139043530101103	-0.221604198540478	0.11	0.183	1	"Other"	"RNF187"	"Temporal lobe"
"DGKA1"	0.139413234959795	0.376746488614617	0.366	0.27	1	"Other"	"DGKA"	"Temporal lobe"
"CSNK1G31"	0.139612738780273	0.172137974917245	0.146	0.079	1	"Other"	"CSNK1G3"	"Temporal lobe"
"DDX26B"	0.139721356180381	0.249700413264127	0.122	0.063	1	"Other"	"DDX26B"	"Temporal lobe"
"TMX21"	0.139721356180381	0.170345124699625	0.122	0.063	1	"Other"	"TMX2"	"Temporal lobe"
"NDUFA21"	0.139786580576659	0.329090129701157	0.232	0.159	1	"Other"	"NDUFA2"	"Temporal lobe"
"TCF7"	0.139928302789468	0.537872877901253	0.329	0.246	1	"Other"	"TCF7"	"Temporal lobe"
"SNHG82"	0.141007986056845	0.218052031603494	0.293	0.198	1	"Other"	"SNHG8"	"Temporal lobe"
"CSPP11"	0.141022139805479	0.210933938434243	0.122	0.063	1	"Other"	"CSPP1"	"Temporal lobe"
"ABCC92"	0.141881878356176	0.355625222275719	0.329	0.254	1	"Other"	"ABCC9"	"Temporal lobe"
"MPC11"	0.141995006446631	0.172611635088703	0.146	0.079	1	"Other"	"MPC1"	"Temporal lobe"
"FCGR3A2"	0.142135166032039	-0.603060016138865	0.256	0.341	1	"Other"	"FCGR3A"	"Temporal lobe"
"TMF12"	0.142710778568117	0.0988968339560011	0.256	0.167	1	"Other"	"TMF1"	"Temporal lobe"
"SDHB1"	0.142733853358274	-0.314355975075398	0.073	0.135	1	"Other"	"SDHB"	"Temporal lobe"
"AKAP21"	0.143109683945024	0.208312503338445	0.11	0.056	1	"Other"	"AKAP2"	"Temporal lobe"
"AMMECR1L1"	0.143109683945024	0.312238234981852	0.11	0.056	1	"Other"	"AMMECR1L"	"Temporal lobe"
"LSG12"	0.143219900405348	-0.18312349710418	0.073	0.143	1	"Other"	"LSG1"	"Temporal lobe"
"PPDPF1"	0.143276978977439	0.282232283924365	0.512	0.413	1	"Other"	"PPDPF"	"Temporal lobe"
"LCK"	0.143507793077103	0.340657097562298	0.439	0.341	1	"Other"	"LCK"	"Temporal lobe"
"RP11-501E14.12"	0.143590404866683	-0.311325336463211	0.159	0.246	1	"Other"	"RP11-501E14.1"	"Temporal lobe"
"SMIM151"	0.143651610001735	0.232029854068451	0.122	0.063	1	"Other"	"SMIM15"	"Temporal lobe"
"HERC42"	0.143728514902725	0.242261934945249	0.183	0.111	1	"Other"	"HERC4"	"Temporal lobe"
"ANKIB12"	0.143908821228098	0.208999635548199	0.268	0.183	1	"Other"	"ANKIB1"	"Temporal lobe"
"RNF241"	0.143929759453415	-0.330826354587297	0.049	0.103	1	"Other"	"RNF24"	"Temporal lobe"
"COPA2"	0.144032172849077	0.387313985266662	0.341	0.262	1	"Other"	"COPA"	"Temporal lobe"
"BCL101"	0.144508321625719	0.197920536782061	0.11	0.056	1	"Other"	"BCL10"	"Temporal lobe"
"CCL4L22"	0.144530842297611	0.222664334000645	0.463	0.365	1	"Other"	"CCL4L2"	"Temporal lobe"
"EI242"	0.14480419552398	0.232912106697075	0.183	0.111	1	"Other"	"EI24"	"Temporal lobe"
"TMEM1291"	0.144980367393103	0.282516437706477	0.122	0.063	1	"Other"	"TMEM129"	"Temporal lobe"
"FAM63B2"	0.145205977707329	0.165239017148981	0.341	0.238	1	"Other"	"FAM63B"	"Temporal lobe"
"KDM6A1"	0.145283785523455	0.0985793975437086	0.134	0.071	1	"Other"	"KDM6A"	"Temporal lobe"
"NUP153"	0.145283785523455	0.215819420980841	0.134	0.071	1	"Other"	"NUP153"	"Temporal lobe"
"USP541"	0.145626784444264	0.153635780280168	0.146	0.079	1	"Other"	"USP54"	"Temporal lobe"
"ACADSB2"	0.145777012960594	0.222713186314649	0.159	0.095	1	"Other"	"ACADSB"	"Temporal lobe"
"KAT72"	0.145886033442779	-0.348923884112365	0.098	0.167	1	"Other"	"KAT7"	"Temporal lobe"
"KCTD72"	0.14591741106432	0.256019726400069	0.11	0.056	1	"Other"	"KCTD7"	"Temporal lobe"
"VPS532"	0.146190199671774	-0.305505843381841	0.183	0.262	1	"Other"	"VPS53"	"Temporal lobe"
"PRKX2"	0.146314383504463	0.261466852528724	0.39	0.302	1	"Other"	"PRKX"	"Temporal lobe"
"SPATA132"	0.146460728849616	-0.321854780908105	0.232	0.333	1	"Other"	"SPATA13"	"Temporal lobe"
"SLC33A12"	0.146621299390855	0.228350763686592	0.268	0.183	1	"Other"	"SLC33A1"	"Temporal lobe"
"SYNE31"	0.146671775681651	-0.36328734703328	0.049	0.103	1	"Other"	"SYNE3"	"Temporal lobe"
"STAU12"	0.146868656217545	-0.323217544956103	0.159	0.238	1	"Other"	"STAU1"	"Temporal lobe"
"CCNC1"	0.147162598676324	0.522859244838465	0.134	0.079	1	"Other"	"CCNC"	"Temporal lobe"
"FAM60A"	0.147336993410417	0.201093671623491	0.11	0.056	1	"Other"	"FAM60A"	"Temporal lobe"
"ZNF6541"	0.147336993410417	0.17135574777297	0.11	0.056	1	"Other"	"ZNF654"	"Temporal lobe"
"ZEB22"	0.147378682098883	-0.653351523282079	0.268	0.349	1	"Other"	"ZEB2"	"Temporal lobe"
"MAPKAPK3"	0.147514659045548	0.282548079242119	0.146	0.087	1	"Other"	"MAPKAPK3"	"Temporal lobe"
"PLRG11"	0.147514659045548	-0.313820803708689	0.073	0.135	1	"Other"	"PLRG1"	"Temporal lobe"
"LPIN22"	0.14751956636653	0.23471540790503	0.232	0.151	1	"Other"	"LPIN2"	"Temporal lobe"
"CCDC1121"	0.147666102405077	0.188584018975332	0.122	0.063	1	"Other"	"CCDC112"	"Temporal lobe"
"TTF12"	0.14777175593868	0.388038983756857	0.195	0.127	1	"Other"	"TTF1"	"Temporal lobe"
"ZNF242"	0.147869379449287	-0.419629371903551	0.244	0.333	1	"Other"	"ZNF24"	"Temporal lobe"
"PTPRC2"	0.14856387073569	-0.152071743098006	0.902	0.897	1	"Other"	"PTPRC"	"Temporal lobe"
"CMIP2"	0.148691707023775	-0.43728452227604	0.305	0.373	1	"Other"	"CMIP"	"Temporal lobe"
"RAB9A1"	0.148728773609017	0.35007022231495	0.146	0.087	1	"Other"	"RAB9A"	"Temporal lobe"
"C19orf251"	0.148767109571704	0.238977588679456	0.11	0.056	1	"Other"	"C19orf25"	"Temporal lobe"
"NDUFB111"	0.14916929544122	0.308643337840069	0.207	0.135	1	"Other"	"NDUFB11"	"Temporal lobe"
"EPRS2"	0.149318451690344	-0.198248892880351	0.171	0.27	1	"Other"	"EPRS"	"Temporal lobe"
"ITSN22"	0.14950865797032	-0.608470694566522	0.244	0.333	1	"Other"	"ITSN2"	"Temporal lobe"
"TBC1D8B2"	0.149892542633281	0.249927156059444	0.793	0.683	1	"Other"	"TBC1D8B"	"Temporal lobe"
"GBP1"	0.15014547961478	0.288673437129405	0.171	0.103	1	"Other"	"GBP1"	"Temporal lobe"
"CDK122"	0.150146466798787	-0.406176542371538	0.195	0.27	1	"Other"	"CDK12"	"Temporal lobe"
"LIG1"	0.150207800208973	0.211308499204169	0.11	0.056	1	"Other"	"LIG1"	"Temporal lobe"
"MRPL471"	0.150207800208973	0.246408151887114	0.11	0.056	1	"Other"	"MRPL47"	"Temporal lobe"
"OXCT11"	0.150207800208973	0.181997613345203	0.11	0.056	1	"Other"	"OXCT1"	"Temporal lobe"
"HDAC72"	0.150416964064704	-0.400705118716138	0.11	0.183	1	"Other"	"HDAC7"	"Temporal lobe"
"SMARCC22"	0.150475660914954	-0.293844244842905	0.134	0.214	1	"Other"	"SMARCC2"	"Temporal lobe"
"GMEB12"	0.150965218222911	-0.166666995294167	0.256	0.365	1	"Other"	"GMEB1"	"Temporal lobe"
"CTBS2"	0.150976566487963	-0.446797926031971	0.085	0.151	1	"Other"	"CTBS"	"Temporal lobe"
"AP1G12"	0.151064230172774	0.160596405564573	0.22	0.143	1	"Other"	"AP1G1"	"Temporal lobe"
"ZMYND82"	0.151064230172774	-0.274380778168756	0.122	0.206	1	"Other"	"ZMYND8"	"Temporal lobe"
"FBXW51"	0.151179872865323	-0.247505033042389	0.073	0.135	1	"Other"	"FBXW5"	"Temporal lobe"
"LATS12"	0.151244443632754	0.153997427851872	0.207	0.135	1	"Other"	"LATS1"	"Temporal lobe"
"USP242"	0.151292430899022	0.317514699655356	0.171	0.103	1	"Other"	"USP24"	"Temporal lobe"
"CPM2"	0.151470996786764	-0.259299548499013	0.134	0.214	1	"Other"	"CPM"	"Temporal lobe"
"TP531"	0.151757952529756	-0.220147609396008	0.061	0.119	1	"Other"	"TP53"	"Temporal lobe"
"SEPT61"	0.151955775334813	0.315472754543094	0.524	0.437	1	"Other"	"SEPT6"	"Temporal lobe"
"ANXA21"	0.15215465632969	-0.359614717319397	0.354	0.429	1	"Other"	"ANXA2"	"Temporal lobe"
"PDK42"	0.152416906854478	-0.378535744156912	0.073	0.135	1	"Other"	"PDK4"	"Temporal lobe"
"USP142"	0.152460394162966	0.0973153196503511	0.244	0.159	1	"Other"	"USP14"	"Temporal lobe"
"NBPF111"	0.153078756828161	-0.261996202532768	0.061	0.119	1	"Other"	"NBPF11"	"Temporal lobe"
"CD2AP1"	0.153121066290013	0.186554564234552	0.11	0.056	1	"Other"	"CD2AP"	"Temporal lobe"
"SLC25A111"	0.153121066290013	0.203823975717485	0.11	0.056	1	"Other"	"SLC25A11"	"Temporal lobe"
"H3F3B2"	0.153619407326783	0.18971399986411	0.817	0.754	1	"Other"	"H3F3B"	"Temporal lobe"
"CLPP1"	0.153661629724938	-0.371062665251897	0.073	0.135	1	"Other"	"CLPP"	"Temporal lobe"
"RABL2B2"	0.153661629724938	-0.268037486522563	0.073	0.135	1	"Other"	"RABL2B"	"Temporal lobe"
"CEP2951"	0.153701509034617	-0.337276212491665	0.049	0.103	1	"Other"	"CEP295"	"Temporal lobe"
"KLHL52"	0.153869219766312	-0.364816570443141	0.122	0.19	1	"Other"	"KLHL5"	"Temporal lobe"
"NOL92"	0.15425703231694	-0.435784149294609	0.146	0.214	1	"Other"	"NOL9"	"Temporal lobe"
"SEP152"	0.15434394030753	-0.324419586632134	0.232	0.317	1	"Other"	"SEP15"	"Temporal lobe"
"EIF3J2"	0.154437028372425	-0.373859610066789	0.159	0.238	1	"Other"	"EIF3J"	"Temporal lobe"
"SPON2"	0.154487098650385	-0.511830183484277	0.134	0.214	1	"Other"	"SPON2"	"Temporal lobe"
"BSDC12"	0.15458659224777	-0.268209923860007	0.122	0.198	1	"Other"	"BSDC1"	"Temporal lobe"
"FBXO222"	0.154613341927044	0.250565711772415	0.317	0.23	1	"Other"	"FBXO22"	"Temporal lobe"
"ARSG"	0.154914065786173	-0.27692078428126	0.073	0.135	1	"Other"	"ARSG"	"Temporal lobe"
"LEPR2"	0.154930446135166	0.478411964331951	0.415	0.357	1	"Other"	"LEPR"	"Temporal lobe"
"HMOX12"	0.155137699954677	-0.423052062355161	0.049	0.103	1	"Other"	"HMOX1"	"Temporal lobe"
"GNAS2"	0.155159817109697	0.219915705056423	0.89	0.873	1	"Other"	"GNAS"	"Temporal lobe"
"ORMDL12"	0.155495466481687	-0.234651891942007	0.146	0.238	1	"Other"	"ORMDL1"	"Temporal lobe"
"LRCH32"	0.155651419813636	-0.363772814905728	0.39	0.492	1	"Other"	"LRCH3"	"Temporal lobe"
"CD93"	0.155746572545912	-0.260421279759935	0.061	0.119	1	"Other"	"CD93"	"Temporal lobe"
"UBA522"	0.155748411941696	-0.15766038789598	0.78	0.802	1	"Other"	"UBA52"	"Temporal lobe"
"APOBEC3G"	0.155779616941526	0.19867014577826	0.354	0.262	1	"Other"	"APOBEC3G"	"Temporal lobe"
"ZNF1212"	0.155947061337632	0.26741007957473	0.171	0.103	1	"Other"	"ZNF121"	"Temporal lobe"
"C11orf721"	0.155951559553243	0.253704643883824	0.122	0.063	1	"Other"	"C11orf72"	"Temporal lobe"
"CSDE12"	0.155957070026204	0.200991099850726	0.671	0.611	1	"Other"	"CSDE1"	"Temporal lobe"
"RP11-4B16.1"	0.156077111810982	0.218931598413133	0.11	0.056	1	"Other"	"RP11-4B16.1"	"Temporal lobe"
"GLTSCR1L1"	0.156174239208176	-0.306984906350175	0.073	0.135	1	"Other"	"GLTSCR1L"	"Temporal lobe"
"PSMC31"	0.156174239208176	-0.310651068170913	0.073	0.135	1	"Other"	"PSMC3"	"Temporal lobe"
"SLU72"	0.156269455123953	0.401155418386972	0.232	0.159	1	"Other"	"SLU7"	"Temporal lobe"
"MXD11"	0.156584057669483	-0.313493717573251	0.049	0.103	1	"Other"	"MXD1"	"Temporal lobe"
"STAU21"	0.157366113601086	0.125417143214693	0.122	0.063	1	"Other"	"STAU2"	"Temporal lobe"
"EXOC3-AS11"	0.157571275746801	0.19008047360607	0.11	0.056	1	"Other"	"EXOC3-AS1"	"Temporal lobe"
"SMCO4"	0.157571275746801	0.172119724157748	0.11	0.056	1	"Other"	"SMCO4"	"Temporal lobe"
"SMC32"	0.15757818130297	-0.400921278041544	0.256	0.333	1	"Other"	"SMC3"	"Temporal lobe"
"PNP"	0.158040618286615	-0.290555026218764	0.049	0.103	1	"Other"	"PNP"	"Temporal lobe"
"PRELID1"	0.158040618286615	-0.208968755374987	0.049	0.103	1	"Other"	"PRELID1"	"Temporal lobe"
"UBE3A2"	0.158081297478317	0.320365207223244	0.329	0.238	1	"Other"	"UBE3A"	"Temporal lobe"
"AP5B1"	0.158105518370355	-0.296348719114246	0.085	0.151	1	"Other"	"AP5B1"	"Temporal lobe"
"BIN21"	0.158305925222649	0.364004350235291	0.524	0.452	1	"Other"	"BIN2"	"Temporal lobe"
"SCML4"	0.158318278873511	0.31493355030243	0.22	0.143	1	"Other"	"SCML4"	"Temporal lobe"
"TCERG12"	0.158330630173492	-0.252964403706922	0.159	0.238	1	"Other"	"TCERG1"	"Temporal lobe"
"TRAPPC41"	0.158449524993179	-0.279552748234139	0.061	0.119	1	"Other"	"TRAPPC4"	"Temporal lobe"
"CMC1"	0.15845112596473	0.500690338339433	0.244	0.175	1	"Other"	"CMC1"	"Temporal lobe"
"FAM43A"	0.158717894103735	-0.322923147436563	0.073	0.135	1	"Other"	"FAM43A"	"Temporal lobe"
"NPRL2"	0.158717894103735	0.263221859430836	0.146	0.087	1	"Other"	"NPRL2"	"Temporal lobe"
"TMEM9B2"	0.159124430306436	-0.308069715717037	0.11	0.183	1	"Other"	"TMEM9B"	"Temporal lobe"
"CBLL11"	0.15931806545781	-0.266521505289356	0.085	0.151	1	"Other"	"CBLL1"	"Temporal lobe"
"OPA11"	0.159507417664174	-0.279330158978685	0.049	0.103	1	"Other"	"OPA1"	"Temporal lobe"
"RP1-283E3.81"	0.159507417664174	-0.303123128160882	0.049	0.103	1	"Other"	"RP1-283E3.8"	"Temporal lobe"
"SEMA4A"	0.159814249514287	0.0416114550133427	0.134	0.071	1	"Other"	"SEMA4A"	"Temporal lobe"
"UBE2L32"	0.159964783402258	0.329478832608558	0.232	0.167	1	"Other"	"UBE2L3"	"Temporal lobe"
"B3GALT4"	0.160224361179802	0.137735657237682	0.122	0.063	1	"Other"	"B3GALT4"	"Temporal lobe"
