"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"RP11-484O2.1"	4.58528927456341e-54	-1.75039758112496	0.112	0.523	1.50113200270657e-49	"Mig"	"RP11-484O2.1"	"12-20"
"ASTN2"	4.9372311413114e-53	-1.57058043482248	0.165	0.586	1.61635073104252e-48	"Mig"	"ASTN2"	"12-20"
"RP11-501E14.1"	5.16421291669906e-51	-1.65178178185787	0.103	0.492	1.69066002466894e-46	"Mig"	"RP11-501E14.1"	"12-20"
"SULT1B1"	9.3196927302562e-49	-1.47061598946412	0.114	0.501	3.05108100603128e-44	"Mig"	"SULT1B1"	"12-20"
"RP11-256I9.2"	2.21414195581483e-48	-1.42566396434203	0.038	0.372	7.24865793494658e-44	"Mig"	"RP11-256I9.2"	"12-20"
"SOD2"	4.45657895187918e-48	-1.52888878679276	0.311	0.698	1.4589948172662e-43	"Mig"	"SOD2"	"12-20"
"EGR1"	4.79191480493964e-47	1.51027343264875	0.76	0.357	1.56877706884114e-42	"Mig"	"EGR1"	"12-20"
"RP11-145P16.2"	1.70652685852995e-45	-1.47703751958282	0.074	0.42	5.58682762945535e-41	"Mig"	"RP11-145P16.2"	"12-20"
"FOS"	6.61749703443523e-45	1.47519415173546	0.835	0.654	2.16643617913341e-40	"Mig"	"FOS"	"12-20"
"C3"	4.02256500614665e-43	-0.937881194298026	0.855	0.926	1.31690733171229e-38	"Mig"	"C3"	"12-20"
"ZNF471"	1.02507507358994e-40	-1.16734170970151	0.111	0.466	3.35589077591873e-36	"Mig"	"ZNF471"	"12-20"
"NEAT1"	4.27357910154452e-40	0.792215953265557	0.965	0.906	1.39908432626365e-35	"Mig"	"NEAT1"	"12-20"
"FLJ22447"	1.13777517117444e-39	-1.43517058311049	0.17	0.514	3.72484835539088e-35	"Mig"	"FLJ22447"	"12-20"
"RP11-306O13.1"	5.06395815613933e-39	-1.46219136450198	0.164	0.499	1.65783862115689e-34	"Mig"	"RP11-306O13.1"	"12-20"
"SPINK9"	1.59428078986091e-38	-1.16219372171116	0.05	0.344	5.21935644984666e-34	"Mig"	"SPINK9"	"12-20"
"IER2"	2.63151128420536e-38	1.36669995923976	0.74	0.457	8.61504164223151e-34	"Mig"	"IER2"	"12-20"
"TMEM212"	8.49452130401757e-38	-1.25783072398252	0.341	0.663	2.78093638450927e-33	"Mig"	"TMEM212"	"12-20"
"ROR1-AS1"	1.64891632555258e-37	-1.18053679807747	0.059	0.357	5.39822226659404e-33	"Mig"	"ROR1-AS1"	"12-20"
"ORC4"	9.86902307248207e-36	-1.19344551919872	0.267	0.604	3.23092077346918e-31	"Mig"	"ORC4"	"12-20"
"CTD-3014M21.1"	1.0186775071351e-34	1.63571994215305	0.448	0.123	3.3349464228589e-30	"Mig"	"CTD-3014M21.1"	"12-20"
"ZFP36L1"	1.04886638439031e-34	0.764821417550483	0.959	0.895	3.433778769217e-30	"Mig"	"ZFP36L1"	"12-20"
"RP11-314D7.2"	2.48784157523535e-34	-1.43548555560708	0.165	0.484	8.14469574900548e-30	"Mig"	"RP11-314D7.2"	"12-20"
"LINC00976"	1.07806223247267e-33	-1.23565797894023	0.263	0.582	3.52936013666904e-29	"Mig"	"LINC00976"	"12-20"
"AP000432.3"	1.39289512071858e-33	-0.822731807567913	0.015	0.241	4.56006004620847e-29	"Mig"	"AP000432.3"	"12-20"
"HSPA1A"	1.53065282182462e-33	-0.769314053719466	0.519	0.823	5.01105120808945e-29	"Mig"	"HSPA1A"	"12-20"
"CCL4"	2.41288534271655e-33	1.50658305753334	0.678	0.335	7.89930403498543e-29	"Mig"	"CCL4"	"12-20"
"MT-ND1"	3.0283760912403e-33	0.588920924898654	1	1	9.91429764750248e-29	"Mig"	"MT-ND1"	"12-20"
"AP000476.1"	4.85753301714374e-32	-1.25270404026165	0.243	0.551	1.59025915915252e-27	"Mig"	"AP000476.1"	"12-20"
"CH25H"	2.04088823308379e-31	1.03739600690958	0.845	0.632	6.68145989746972e-27	"Mig"	"CH25H"	"12-20"
"MT-ND5"	3.52805767155297e-31	0.514380182761347	1	0.991	1.15501552051301e-26	"Mig"	"MT-ND5"	"12-20"
"ATXN3"	5.01767637927571e-31	-1.2727176326913	0.263	0.569	1.64268689304728e-26	"Mig"	"ATXN3"	"12-20"
"SHISA9"	6.82804502763087e-31	-1.10391680119083	0.08	0.354	2.23536538114579e-26	"Mig"	"SHISA9"	"12-20"
"PGM5P2"	2.1730944166466e-30	-1.10868977466602	0.124	0.411	7.11427650121763e-26	"Mig"	"PGM5P2"	"12-20"
"DDX3Y"	2.7909195504959e-30	-0.881201773531838	0	0.179	9.13691242441348e-26	"Mig"	"DDX3Y"	"12-20"
"PNRC1"	3.73896570846012e-30	1.03806921830975	0.782	0.619	1.22406259363567e-25	"Mig"	"PNRC1"	"12-20"
"CCL3L3"	7.15200679998325e-30	1.49816997250529	0.566	0.228	2.34142398617851e-25	"Mig"	"CCL3L3"	"12-20"
"TPTEP1"	9.35268922222954e-30	-1.37970866669955	0.149	0.431	3.06188339757351e-25	"Mig"	"TPTEP1"	"12-20"
"AC007743.1"	1.58998871129975e-29	-0.851561352669435	0.032	0.258	5.20530504305312e-25	"Mig"	"AC007743.1"	"12-20"
"ABCC9"	2.47597169769921e-29	-0.968380788591278	0.162	0.464	8.10583614392768e-25	"Mig"	"ABCC9"	"12-20"
"CTC-340A15.2"	2.82059525905817e-29	-1.03504223874937	0.047	0.287	9.23406475910462e-25	"Mig"	"CTC-340A15.2"	"12-20"
"MTRNR2L12"	4.63371022725252e-29	0.968397800947412	0.847	0.812	1.51698405419793e-24	"Mig"	"MTRNR2L12"	"12-20"
"LA16c-60D12.1"	6.96500735169244e-29	-1.1481606352402	0.14	0.429	2.28020410679707e-24	"Mig"	"LA16c-60D12.1"	"12-20"
"RP11-624L4.1"	9.29856236946332e-29	-1.04377706348776	0.053	0.293	3.0441633485149e-24	"Mig"	"RP11-624L4.1"	"12-20"
"RP11-57H12.3"	1.53643231035109e-28	-1.07704067861076	0.069	0.319	5.02997209762739e-24	"Mig"	"RP11-57H12.3"	"12-20"
"CH17-264L24.1"	2.26024966747454e-28	-0.92205632732036	0.035	0.258	7.39960536137814e-24	"Mig"	"CH17-264L24.1"	"12-20"
"CH17-373J23.1"	3.04182472159179e-28	1.33356897593102	0.605	0.339	9.9583257735472e-24	"Mig"	"CH17-373J23.1"	"12-20"
"LINC01609"	8.78279355348634e-28	-1.02149566281611	0.102	0.368	2.87531095354036e-23	"Mig"	"LINC01609"	"12-20"
"AC092415.1"	1.28477906853429e-27	-0.846415841321502	0.032	0.247	4.20610971456756e-23	"Mig"	"AC092415.1"	"12-20"
"EGR3"	5.91766275650935e-25	1.15236310255005	0.566	0.256	1.93732443322603e-20	"Mig"	"EGR3"	"12-20"
"SCARNA9"	3.77271136048183e-24	1.18034349942258	0.605	0.372	1.23511024519454e-19	"Mig"	"SCARNA9"	"12-20"
"OPHN1"	4.55293101291652e-24	-0.885572694985017	0.078	0.306	1.49053855500861e-19	"Mig"	"OPHN1"	"12-20"
"CCDC168"	4.63418065294639e-24	-0.695493606806182	0.019	0.197	1.51713806216159e-19	"Mig"	"CCDC168"	"12-20"
"SEPSECS-AS1"	1.14779288236189e-23	-0.827648649880252	0.094	0.337	3.75764433827635e-19	"Mig"	"SEPSECS-AS1"	"12-20"
"LCLAT1"	1.73558611261724e-23	-1.01649539709648	0.075	0.3	5.68196181548633e-19	"Mig"	"LCLAT1"	"12-20"
"RP11-321L2.2"	2.14127946202507e-23	-1.01172494984035	0.106	0.344	7.01012070277766e-19	"Mig"	"RP11-321L2.2"	"12-20"
"JUNB"	2.2388436533842e-23	0.992966338602643	0.678	0.438	7.3295263524492e-19	"Mig"	"JUNB"	"12-20"
"ERVH-1"	2.42400475873116e-23	-0.832070816609025	0.04	0.236	7.93570677913406e-19	"Mig"	"ERVH-1"	"12-20"
"UBA6-AS1"	2.78190227426509e-23	-0.837702710589086	0.077	0.306	9.10739166548905e-19	"Mig"	"UBA6-AS1"	"12-20"
"HSPA1B"	4.47684301514038e-23	-0.670227622131625	0.271	0.578	1.46562886629666e-18	"Mig"	"HSPA1B"	"12-20"
"RBM28"	6.09454934065614e-23	-1.00424612038027	0.255	0.53	1.99523356314401e-18	"Mig"	"RBM28"	"12-20"
"KDM5D"	6.57489787703766e-23	-0.580125800365018	0	0.136	2.15249006698459e-18	"Mig"	"KDM5D"	"12-20"
"CTC-436K13.3"	7.05934434977604e-23	-0.684893601725967	0.027	0.204	2.31108815322968e-18	"Mig"	"CTC-436K13.3"	"12-20"
"BTG2"	2.25128475309266e-22	1.0376357685191	0.708	0.508	7.37025602467474e-18	"Mig"	"BTG2"	"12-20"
"EGR2"	4.94450589766522e-22	1.11469221051241	0.453	0.166	1.61873234077764e-17	"Mig"	"EGR2"	"12-20"
"RP11-326N17.2"	5.63327464412692e-22	-0.830299900720865	0.112	0.348	1.84422145299427e-17	"Mig"	"RP11-326N17.2"	"12-20"
"RP11-727A23.10"	1.49746556064954e-21	-0.762117247883861	0.016	0.173	4.90240275245447e-17	"Mig"	"RP11-727A23.10"	"12-20"
"RP11-989E6.10"	1.86665838413758e-21	-0.744207222247133	0.043	0.232	6.11106621798961e-17	"Mig"	"RP11-989E6.10"	"12-20"
"MIR100HG"	6.61709722043457e-21	-0.78347516251737	0.044	0.23	2.16630528802587e-16	"Mig"	"MIR100HG"	"12-20"
"ODF2L"	7.72723857353337e-21	-0.87418375603117	0.239	0.49	2.52974336420335e-16	"Mig"	"ODF2L"	"12-20"
"CPVL"	2.59068182415331e-20	-0.893791313909549	0.161	0.4	8.48137415591311e-16	"Mig"	"CPVL"	"12-20"
"SNORD3B-2"	2.91342036271048e-20	1.04080552757771	0.322	0.092	9.53795558344157e-16	"Mig"	"SNORD3B-2"	"12-20"
"PLXDC2"	5.86373097527684e-20	0.634282183223998	0.86	0.792	1.91966824668613e-15	"Mig"	"PLXDC2"	"12-20"
"OLMALINC"	1.13884106521875e-19	-0.933020162685153	0.052	0.232	3.72833787931316e-15	"Mig"	"OLMALINC"	"12-20"
"USP9Y"	1.14478177835403e-19	-0.492771090466904	0	0.116	3.74778658597541e-15	"Mig"	"USP9Y"	"12-20"
"TMSB4X"	2.09176127070737e-19	0.392935308388389	0.947	0.956	6.84800804804179e-15	"Mig"	"TMSB4X"	"12-20"
"RP11-67H24.2"	2.54606385330944e-19	-0.569604615319352	0.009	0.14	8.33530384296443e-15	"Mig"	"RP11-67H24.2"	"12-20"
"LARS"	2.87570267388178e-19	0.953131907685129	0.37	0.144	9.41447541375417e-15	"Mig"	"LARS"	"12-20"
"RP11-467L19.14"	6.24810074894845e-19	-0.550588880834853	0.009	0.138	2.04550322319074e-14	"Mig"	"RP11-467L19.14"	"12-20"
"MGAT4C"	1.05650406206322e-18	-0.615914294334292	0.019	0.162	3.45878299838257e-14	"Mig"	"MGAT4C"	"12-20"
"LINC01232"	1.05804077243587e-18	-0.55972151133358	0.028	0.184	3.46381388080054e-14	"Mig"	"LINC01232"	"12-20"
"CD74"	1.40120172728787e-18	0.388189937289853	0.997	0.987	4.58725421479502e-14	"Mig"	"CD74"	"12-20"
"L2HGDH"	2.44802274308724e-18	-0.90909383107483	0.258	0.488	8.01433685631899e-14	"Mig"	"L2HGDH"	"12-20"
"HTRA1"	2.62108435984263e-18	-0.726738914372166	0.712	0.821	8.58090597725279e-14	"Mig"	"HTRA1"	"12-20"
"CTC-242N15.1"	2.81162451626021e-18	-0.634615191223571	0.069	0.258	9.20469634133268e-14	"Mig"	"CTC-242N15.1"	"12-20"
"CCL4L2"	3.16397498338758e-18	0.526562150958991	0.622	0.37	1.03582213006143e-13	"Mig"	"CCL4L2"	"12-20"
"USP53"	3.28897270999222e-18	-0.809789685967363	0.286	0.54	1.07674388579725e-13	"Mig"	"USP53"	"12-20"
"DPCR1"	4.15960087678803e-18	-0.54656700235665	0.009	0.133	1.36177013504287e-13	"Mig"	"DPCR1"	"12-20"
"MEG3"	4.92788352542605e-18	-0.655244006798468	0.01	0.136	1.61329050855398e-13	"Mig"	"MEG3"	"12-20"
"SIGLEC8"	1.54796744774403e-17	0.93129344758322	0.676	0.51	5.06773583042441e-13	"Mig"	"SIGLEC8"	"12-20"
"RP11-445O16.3"	1.81197049695173e-17	-0.672187103377705	0.268	0.516	5.93202901292057e-13	"Mig"	"RP11-445O16.3"	"12-20"
"TNFRSF21"	2.2751336928483e-17	-0.582850703430573	0.029	0.175	7.44833268364677e-13	"Mig"	"TNFRSF21"	"12-20"
"ADAMTS4"	1.3332185665173e-16	-0.591424370354475	0.015	0.138	4.36469094306433e-12	"Mig"	"ADAMTS4"	"12-20"
"HLA-DQB1"	1.47366568908666e-16	0.86693819493929	0.353	0.136	4.82448673293192e-12	"Mig"	"HLA-DQB1"	"12-20"
"RP11-1038A11.2"	1.53266406992267e-16	-0.46595420278294	0.028	0.171	5.01763563211285e-12	"Mig"	"RP11-1038A11.2"	"12-20"
"CTD-2144E22.9"	1.76653852271903e-16	-0.569603757724765	0.034	0.182	5.78329381567755e-12	"Mig"	"CTD-2144E22.9"	"12-20"
"DNTTIP2"	1.77056142772094e-16	-0.675457155549905	0.146	0.365	5.79646400207281e-12	"Mig"	"DNTTIP2"	"12-20"
"JUND"	1.90956775165903e-16	0.904813091923807	0.55	0.363	6.25154290538132e-12	"Mig"	"JUND"	"12-20"
"FRK"	2.09279364793434e-16	-0.580931201229628	0.038	0.186	6.85138784460744e-12	"Mig"	"FRK"	"12-20"
"BHLHE41"	5.99844251424231e-16	0.494188231243279	0.9	0.862	1.96377011031265e-11	"Mig"	"BHLHE41"	"12-20"
"TTN"	6.80547080860637e-16	-0.529861197395364	0.012	0.127	2.22797503332155e-11	"Mig"	"TTN"	"12-20"
"LA16c-60D12.2"	8.1630967981193e-16	-0.675283716991437	0.052	0.206	2.6724346297683e-11	"Mig"	"LA16c-60D12.2"	"12-20"
"RP11-10O22.1"	8.96934139289363e-16	-0.565445777245942	0.055	0.214	2.93638298520552e-11	"Mig"	"RP11-10O22.1"	"12-20"
"IFNGR1"	9.17435770860515e-16	0.559606926127154	0.863	0.829	3.00350122664315e-11	"Mig"	"IFNGR1"	"12-20"
"RP11-322E11.2"	1.07268820634958e-15	-0.678405299656498	0.086	0.265	3.51176664994725e-11	"Mig"	"RP11-322E11.2"	"12-20"
"ETFB"	1.33122344943864e-15	-0.55923046453722	0.096	0.28	4.35815932877222e-11	"Mig"	"ETFB"	"12-20"
"RP11-65G9.1"	1.33428302174819e-15	-0.451855236995187	0.004	0.105	4.36817575659921e-11	"Mig"	"RP11-65G9.1"	"12-20"
"TYROBP"	2.87528209021403e-15	0.568898365261199	0.941	0.897	9.41309850694269e-11	"Mig"	"TYROBP"	"12-20"
"PTMA"	4.90078587350751e-15	0.571168171793438	0.851	0.79	1.60441927926889e-10	"Mig"	"PTMA"	"12-20"
"GHET1"	5.64042651508889e-15	-0.470736107111075	0.018	0.136	1.8465628325098e-10	"Mig"	"GHET1"	"12-20"
"FOLR2"	5.67031563319392e-15	-0.717941862580195	0.389	0.593	1.85634793199503e-10	"Mig"	"FOLR2"	"12-20"
"PPIAL4G"	5.9198385530491e-15	-0.423980183042083	0.021	0.142	1.93803674549721e-10	"Mig"	"PPIAL4G"	"12-20"
"SLC1A3"	1.00448970173768e-14	0.780064445314272	0.662	0.505	3.28849838554883e-10	"Mig"	"SLC1A3"	"12-20"
"LACTB2-AS1"	1.58546093075058e-14	-0.57838281518528	0.074	0.236	5.19048199509124e-10	"Mig"	"LACTB2-AS1"	"12-20"
"XIRP2"	2.06106654696497e-14	-0.41374263398705	0.013	0.12	6.74751966145391e-10	"Mig"	"XIRP2"	"12-20"
"DUXAP8"	2.19755453461213e-14	-0.569778884981387	0.087	0.258	7.19435403541318e-10	"Mig"	"DUXAP8"	"12-20"
"FAM118A"	3.1569077889354e-14	-0.563459942668728	0.087	0.258	1.03350847194167e-09	"Mig"	"FAM118A"	"12-20"
"CYP1B1-AS1"	5.02193507316859e-14	-0.480387987686059	0.013	0.118	1.64408110425393e-09	"Mig"	"CYP1B1-AS1"	"12-20"
"RP11-72I8.1"	5.4701055328787e-14	-0.424113561485341	0.013	0.118	1.79080314935383e-09	"Mig"	"RP11-72I8.1"	"12-20"
"RP11-35J1.2"	6.59533410633968e-14	-0.408308677855931	0.019	0.131	2.15918047973349e-09	"Mig"	"RP11-35J1.2"	"12-20"
"CTD-2626G11.2"	1.0136931485946e-13	-0.416588491339409	0.013	0.116	3.318628629869e-09	"Mig"	"CTD-2626G11.2"	"12-20"
"CTC-448F2.7"	1.19849635289554e-13	-0.445167943222943	0.021	0.133	3.92363736010941e-09	"Mig"	"CTC-448F2.7"	"12-20"
"CTD-2354A18.1"	1.48373356893354e-13	-0.385315919255857	0.012	0.112	4.85744695797462e-09	"Mig"	"CTD-2354A18.1"	"12-20"
"AC074117.10"	1.51132639024457e-13	-0.508806803856513	0.237	0.444	4.94778033638267e-09	"Mig"	"AC074117.10"	"12-20"
"ZFP36"	1.51930192037341e-13	0.986645516847328	0.546	0.383	4.97389062691845e-09	"Mig"	"ZFP36"	"12-20"
"MT-CO2"	1.61979790584429e-13	-0.448100130899403	0.968	0.987	5.30289438415303e-09	"Mig"	"MT-CO2"	"12-20"
"C4orf36"	1.73437583838153e-13	-0.409902636308697	0.031	0.155	5.67799961969345e-09	"Mig"	"C4orf36"	"12-20"
"CLEC9A"	2.32517007093718e-13	0.806887178102169	0.235	0.07	7.61214177823415e-09	"Mig"	"CLEC9A"	"12-20"
"SOCS6"	2.57433044240935e-13	0.679826672549776	0.768	0.667	8.42784300235972e-09	"Mig"	"SOCS6"	"12-20"
"TCTN1"	2.63412620013333e-13	-0.499423451519584	0.06	0.208	8.62360235399651e-09	"Mig"	"TCTN1"	"12-20"
"AC005307.3"	3.08893588763922e-13	-0.357424738322088	0.012	0.109	1.01125583089533e-08	"Mig"	"AC005307.3"	"12-20"
"PTPRC"	3.33948614988422e-13	0.598152019643686	0.743	0.652	1.0932809757491e-08	"Mig"	"PTPRC"	"12-20"
"MCL1"	3.34250465454941e-13	0.981902630791091	0.556	0.4	1.09426917380638e-08	"Mig"	"MCL1"	"12-20"
"PCDHA4"	4.70264613711571e-13	-0.443757724352421	0.021	0.129	1.53955229236894e-08	"Mig"	"PCDHA4"	"12-20"
"RP11-320G24.1"	5.03545361931104e-13	0.710473119857746	0.254	0.09	1.64850680589005e-08	"Mig"	"RP11-320G24.1"	"12-20"
"EEF1A1"	5.09701828284e-13	0.346580538029245	0.932	0.917	1.66866184543616e-08	"Mig"	"EEF1A1"	"12-20"
"A2M"	6.42844987097209e-13	-0.474382305431122	0.813	0.877	2.10454591875884e-08	"Mig"	"A2M"	"12-20"
"RP11-318G21.4"	7.1178577034694e-13	-0.398860537466565	0.012	0.107	2.33024425496181e-08	"Mig"	"RP11-318G21.4"	"12-20"
"PSAP"	7.5434882005565e-13	-0.477531599213162	0.879	0.923	2.46958716709819e-08	"Mig"	"PSAP"	"12-20"
"MT-CO1"	9.25941558766593e-13	-0.432337567273106	0.994	0.998	3.03134747509007e-08	"Mig"	"MT-CO1"	"12-20"
"RP11-14N9.2"	9.6691488246047e-13	-0.364114064459355	0.024	0.133	3.16548594219909e-08	"Mig"	"RP11-14N9.2"	"12-20"
"P2RY13"	9.99557352611969e-13	0.58086252772445	0.935	0.919	3.27235086098106e-08	"Mig"	"P2RY13"	"12-20"
"C1QA"	1.63829226764958e-12	-0.542757520612	0.706	0.829	5.36344122583119e-08	"Mig"	"C1QA"	"12-20"
"RP11-692C24.2"	1.89262612995294e-12	-0.521732120967282	0.091	0.247	6.19607942423992e-08	"Mig"	"RP11-692C24.2"	"12-20"
"CD300E"	2.21582077475934e-12	-0.375990928132168	0.04	0.164	7.25415405240711e-08	"Mig"	"CD300E"	"12-20"
"HLA-DRA"	2.22433179301128e-12	0.454830423044801	0.844	0.716	7.28201742396033e-08	"Mig"	"HLA-DRA"	"12-20"
"PLD4"	2.74807352414635e-12	-0.534425752199779	0.584	0.761	8.99664310335032e-08	"Mig"	"PLD4"	"12-20"
"IPCEF1"	3.09930918982779e-12	0.623086740209827	0.67	0.538	1.01465184256582e-07	"Mig"	"IPCEF1"	"12-20"
"FOSB"	5.04265091416195e-12	0.838169607206709	0.622	0.481	1.65086305627834e-07	"Mig"	"FOSB"	"12-20"
"CDKN1A"	5.05378096558809e-12	0.938704751069371	0.392	0.212	1.65450681251423e-07	"Mig"	"CDKN1A"	"12-20"
"ITGA6"	5.27973564319275e-12	-0.447693592757008	0.032	0.144	1.72847985486844e-07	"Mig"	"ITGA6"	"12-20"
"CTC-459F4.1"	5.74710157781891e-12	-0.42203504443577	0.024	0.127	1.88148611454635e-07	"Mig"	"CTC-459F4.1"	"12-20"
"NNT"	6.86874228935611e-12	-0.580019619583025	0.209	0.396	2.2486888506894e-07	"Mig"	"NNT"	"12-20"
"STAB1"	7.99957577167207e-12	-0.536941090433599	0.251	0.451	2.61890111613e-07	"Mig"	"STAB1"	"12-20"
"RNVU1-19"	9.01268168617385e-12	0.789894490203462	0.232	0.081	2.9505717304196e-07	"Mig"	"RNVU1-19"	"12-20"
"RP5-1171I10.5"	9.50613273704264e-12	0.8429109668637	0.265	0.109	3.11211773545302e-07	"Mig"	"RP5-1171I10.5"	"12-20"
"DUSP1"	1.08463963731131e-11	0.822814464089511	0.614	0.484	3.55089324462977e-07	"Mig"	"DUSP1"	"12-20"
"bP-21264C1.2"	1.30860453783949e-11	-0.434375660522402	0.016	0.109	4.28410953597892e-07	"Mig"	"bP-21264C1.2"	"12-20"
"POU2AF1"	1.62885515757437e-11	-0.398078020869708	0.015	0.105	5.33254601486696e-07	"Mig"	"POU2AF1"	"12-20"
"LEPR"	1.72192726876284e-11	-0.718066625866562	0.381	0.551	5.63724549247578e-07	"Mig"	"LEPR"	"12-20"
"CTD-2353F22.2"	1.7324985051925e-11	0.748658003978908	0.292	0.133	5.67185360629922e-07	"Mig"	"CTD-2353F22.2"	"12-20"
"OTUD1"	2.55152263201066e-11	0.849604079135367	0.397	0.228	8.35317479267651e-07	"Mig"	"OTUD1"	"12-20"
"RP11-116D17.4"	3.39244154988774e-11	-0.569887671525683	0.128	0.291	1.11061751460225e-06	"Mig"	"RP11-116D17.4"	"12-20"
"RASA4"	3.43189476545782e-11	-0.556243384547033	0.093	0.239	1.12353370831558e-06	"Mig"	"RASA4"	"12-20"
"CTD-2058B24.2"	3.51977714107229e-11	-0.486024005600491	0.029	0.133	1.15230464044425e-06	"Mig"	"CTD-2058B24.2"	"12-20"
"DPYD-IT1"	4.02552405659312e-11	-0.300020561892633	0.018	0.109	1.31787606564745e-06	"Mig"	"DPYD-IT1"	"12-20"
"SELENBP1"	4.46813854277591e-11	-0.52530293486568	0.178	0.352	1.46277919613398e-06	"Mig"	"SELENBP1"	"12-20"
