"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"LTBR"	0.181215831961566	0.0692910184327054	0.171	0.159	1	"Mig"	"LTBR"
"CTD-2349P21.7"	0.181385744402603	-0.0437054103207029	0.294	0.309	1	"Mig"	"CTD-2349P21.7"
"RALGAPB"	0.181803813462048	0.0375510263057998	0.106	0.095	1	"Mig"	"RALGAPB"
"ACP6"	0.18200874572989	0.0650712186524604	0.103	0.093	1	"Mig"	"ACP6"
"PRKDC"	0.182439336574018	0.0424466930293652	0.155	0.144	1	"Mig"	"PRKDC"
"PPARD"	0.182457939501316	0.0180652909180081	0.105	0.094	1	"Mig"	"PPARD"
"PTEN"	0.182725111254535	-0.056821152571097	0.19	0.204	1	"Mig"	"PTEN"
"GATM"	0.182843338200906	-0.0493571235140617	0.227	0.241	1	"Mig"	"GATM"
"C20orf194"	0.182857343059553	0.0436603453490728	0.129	0.118	1	"Mig"	"C20orf194"
"HECA"	0.183605932508527	-0.066473171714925	0.186	0.199	1	"Mig"	"HECA"
"EFHD2"	0.184050544883531	-0.0420815795411955	0.15	0.162	1	"Mig"	"EFHD2"
"PIK3C2A"	0.184183381045752	0.0591718054557423	0.211	0.196	1	"Mig"	"PIK3C2A"
"LILRA2"	0.184216705044403	0.103645839140054	0.358	0.346	1	"Mig"	"LILRA2"
"MAN2A1"	0.184537097159999	-0.0661365800142966	0.134	0.145	1	"Mig"	"MAN2A1"
"LINC00672"	0.184864266399634	-0.0342471231224299	0.192	0.205	1	"Mig"	"LINC00672"
"ZDHHC7"	0.185120981599214	0.109645262680331	0.138	0.127	1	"Mig"	"ZDHHC7"
"TOPORS"	0.185261311555018	0.060217994766158	0.127	0.117	1	"Mig"	"TOPORS"
"IP6K2"	0.185307843672216	-0.0802838780887115	0.093	0.103	1	"Mig"	"IP6K2"
"PSMC6"	0.185830987209783	0.00486880816167823	0.09	0.101	1	"Mig"	"PSMC6"
"CD86"	0.186500167276673	0.0894131670644296	0.391	0.376	1	"Mig"	"CD86"
"C21orf62"	0.18656620813303	0.0548279453103369	0.288	0.274	1	"Mig"	"C21orf62"
"MAPKAPK5"	0.186770623271708	0.0700001819123994	0.166	0.155	1	"Mig"	"MAPKAPK5"
"EIF3I"	0.187593047041245	-0.0790123387566823	0.27	0.28	1	"Mig"	"EIF3I"
"FGF20"	0.187610299334276	0.0494179162699753	0.14	0.128	1	"Mig"	"FGF20"
"IRF2"	0.187841774399586	-0.0311564220528284	0.118	0.129	1	"Mig"	"IRF2"
"LINC01001"	0.187942595088134	-0.0274164656706168	0.439	0.453	1	"Mig"	"LINC01001"
"TNK2"	0.188093613645191	0.0729337510425898	0.182	0.171	1	"Mig"	"TNK2"
"TMEM50A"	0.188558635024722	-0.0546118128609455	0.178	0.191	1	"Mig"	"TMEM50A"
"CDC123"	0.18874813767408	-0.0421022454875474	0.102	0.112	1	"Mig"	"CDC123"
"ZNF561"	0.18885510207542	0.0394197177853154	0.142	0.131	1	"Mig"	"ZNF561"
"LCOR"	0.188957722526268	0.112883182227068	0.178	0.165	1	"Mig"	"LCOR"
"GHITM"	0.18959751975158	0.0625366719012647	0.115	0.105	1	"Mig"	"GHITM"
"SPECC1"	0.190214201371983	0.0212529632515401	0.258	0.242	1	"Mig"	"SPECC1"
"KIF3A"	0.190358404756467	-0.094588658433654	0.123	0.133	1	"Mig"	"KIF3A"
"NLRP12"	0.190455174706962	0.0303971175097282	0.177	0.165	1	"Mig"	"NLRP12"
"CCR1"	0.191283516686783	0.0719080951375128	0.439	0.425	1	"Mig"	"CCR1"
"SESN3"	0.191484469754348	-0.0974710187456574	0.147	0.159	1	"Mig"	"SESN3"
"ARL5A"	0.191857247435124	-0.106547703989704	0.391	0.398	1	"Mig"	"ARL5A"
"AC004490.1"	0.192106243967596	0.0576723943348316	0.208	0.197	1	"Mig"	"AC004490.1"
"NLRP1"	0.192202588815924	0.0733241427187428	0.164	0.152	1	"Mig"	"NLRP1"
"RCSD1"	0.192274305787745	-0.00223531140245448	0.141	0.154	1	"Mig"	"RCSD1"
"USO1"	0.192312255817019	-0.0379919193709215	0.141	0.152	1	"Mig"	"USO1"
"PLEKHA1"	0.192464036297819	-0.0746774523996625	0.13	0.141	1	"Mig"	"PLEKHA1"
"APOBEC3C"	0.193021030837738	-0.033152395990046	0.149	0.161	1	"Mig"	"APOBEC3C"
"ELMO1"	0.193041977477702	-0.0741117332520969	0.151	0.161	1	"Mig"	"ELMO1"
"KCTD20"	0.193055689904635	0.0834317960664007	0.132	0.121	1	"Mig"	"KCTD20"
"TMEM214"	0.193370807256538	0.0575234023399334	0.101	0.092	1	"Mig"	"TMEM214"
"MYO5A"	0.193862541743535	0.0535636699507018	0.106	0.097	1	"Mig"	"MYO5A"
"TXN2"	0.194215078446535	-0.0116963604876523	0.105	0.116	1	"Mig"	"TXN2"
"TAL1"	0.195229892036481	0.0191274739456766	0.269	0.289	1	"Mig"	"TAL1"
"CCAR1"	0.195614646462577	-0.0476148383072525	0.303	0.32	1	"Mig"	"CCAR1"
"FGD5-AS1"	0.196489193232527	-0.0491788629729112	0.164	0.174	1	"Mig"	"FGD5-AS1"
"ESF1"	0.196964115823557	0.0130823491997747	0.135	0.124	1	"Mig"	"ESF1"
"WIPI2"	0.197157340312065	0.0433328782384627	0.14	0.129	1	"Mig"	"WIPI2"
"LRIG2"	0.197274873998131	-0.0483188616637307	0.137	0.149	1	"Mig"	"LRIG2"
"TECR"	0.19797195939552	-0.0455641363480987	0.115	0.126	1	"Mig"	"TECR"
"CD47"	0.198329176043359	0.0648573429748136	0.113	0.104	1	"Mig"	"CD47"
"WAS"	0.198504316990878	0.124982737001855	0.34	0.333	1	"Mig"	"WAS"
"RPN1"	0.19874270702176	-0.0332143305999746	0.147	0.159	1	"Mig"	"RPN1"
"CYCS"	0.198858503556071	0.0176672451742108	0.121	0.11	1	"Mig"	"CYCS"
"MGAT4A"	0.199298183164117	0.0874028472766279	0.517	0.507	1	"Mig"	"MGAT4A"
"CHDH"	0.199455425518618	-0.0335780327087278	0.101	0.111	1	"Mig"	"CHDH"
"RAB11FIP2"	0.19954668306446	0.0726647329482815	0.104	0.095	1	"Mig"	"RAB11FIP2"
"ARHGAP4"	0.199625070114196	0.0262485934318375	0.251	0.238	1	"Mig"	"ARHGAP4"
"ALPK1"	0.199630467821762	0.0815465984686887	0.107	0.097	1	"Mig"	"ALPK1"
"YWHAG"	0.199688284542368	0.0697728702808182	0.134	0.124	1	"Mig"	"YWHAG"
"GLIPR1"	0.199815091716957	-0.00119926190109809	0.361	0.342	1	"Mig"	"GLIPR1"
"PPP1R15B"	0.199901869493869	0.0690914064134848	0.128	0.119	1	"Mig"	"PPP1R15B"
"HMGN2"	0.199976166776547	-0.0965002065865448	0.256	0.268	1	"Mig"	"HMGN2"
"MED1"	0.200333082793606	0.0927098378354905	0.14	0.13	1	"Mig"	"MED1"
"TMOD3"	0.200455313963415	0.0746940359336592	0.239	0.225	1	"Mig"	"TMOD3"
"PACSIN2"	0.200498979064578	0.0281653953758182	0.104	0.095	1	"Mig"	"PACSIN2"
"XRCC6"	0.200837454763173	-0.0430487700698773	0.123	0.135	1	"Mig"	"XRCC6"
"OCIAD1"	0.200880106390656	0.0639540647580511	0.203	0.191	1	"Mig"	"OCIAD1"
"USP48"	0.200931197962303	-0.0124195290452984	0.093	0.104	1	"Mig"	"USP48"
"CDC42"	0.202075676435928	0.012513898548602	0.359	0.34	1	"Mig"	"CDC42"
"R3HDM2"	0.203616629047773	0.0398432359912556	0.127	0.116	1	"Mig"	"R3HDM2"
"FAM105A"	0.203699067345115	0.0483160435952006	0.276	0.263	1	"Mig"	"FAM105A"
"MBD2"	0.204097030472045	0.0451362935799376	0.11	0.099	1	"Mig"	"MBD2"
"SIGLEC10"	0.204183331864773	-0.0566275037123245	0.48	0.491	1	"Mig"	"SIGLEC10"
"EIF3L"	0.204817805693115	0.039984626521209	0.119	0.11	1	"Mig"	"EIF3L"
"DNAJA1"	0.205162053336779	0.096255881303256	0.19	0.178	1	"Mig"	"DNAJA1"
"ANKRD12"	0.205242634033093	0.0542410899204562	0.497	0.485	1	"Mig"	"ANKRD12"
"CSTB"	0.20524880805666	0.036734497957306	0.188	0.174	1	"Mig"	"CSTB"
"SAMHD1"	0.206070132374902	0.0301159659670367	0.413	0.391	1	"Mig"	"SAMHD1"
"MEMO1"	0.206219188686704	-0.0526396307507211	0.264	0.278	1	"Mig"	"MEMO1"
"SPRED1"	0.207023642698798	-0.0400213824813966	0.314	0.326	1	"Mig"	"SPRED1"
"SLA"	0.207417193349193	0.081141972487633	0.234	0.222	1	"Mig"	"SLA"
"PPTC7"	0.207702545844388	0.0738247761224026	0.139	0.129	1	"Mig"	"PPTC7"
"GNS"	0.208035023171862	-0.1009824858314	0.232	0.244	1	"Mig"	"GNS"
"HMBOX1"	0.208130455970424	0.0712045212221475	0.133	0.122	1	"Mig"	"HMBOX1"
"INPPL1"	0.208255892901716	-0.0312848267394042	0.177	0.19	1	"Mig"	"INPPL1"
"SLC44A4"	0.208283921020206	0.0357480259232419	0.119	0.11	1	"Mig"	"SLC44A4"
"CASP8"	0.208288793974911	0.0420256111395888	0.106	0.096	1	"Mig"	"CASP8"
"BST2"	0.208509049327249	0.051610219313073	0.195	0.183	1	"Mig"	"BST2"
"CDV3"	0.208516751084722	0.073584471990652	0.26	0.245	1	"Mig"	"CDV3"
"RP11-307E17.8"	0.209789956381948	-0.0521518220145452	0.205	0.218	1	"Mig"	"RP11-307E17.8"
"CNOT4"	0.211528328783181	0.0488457510840488	0.192	0.18	1	"Mig"	"CNOT4"
"KCMF1"	0.212306642138423	0.0398196477668252	0.213	0.199	1	"Mig"	"KCMF1"
"KB-1836B5.1"	0.212555468479056	0.0109912599115	0.156	0.144	1	"Mig"	"KB-1836B5.1"
"RNFT1"	0.212677571450578	0.0461780070108837	0.137	0.127	1	"Mig"	"RNFT1"
"BAZ1A"	0.213331269816455	0.0186779432110129	0.18	0.169	1	"Mig"	"BAZ1A"
"GNA13"	0.213820726235491	0.00505605957150268	0.164	0.153	1	"Mig"	"GNA13"
"VPS29"	0.213972796866326	0.0422538508053225	0.315	0.298	1	"Mig"	"VPS29"
"ARPC3"	0.214039048678193	-0.050918284562929	0.408	0.418	1	"Mig"	"ARPC3"
"NFX1"	0.21409303901023	0.0835763755985257	0.228	0.216	1	"Mig"	"NFX1"
"SET"	0.214686330205363	0.0721167305421533	0.287	0.274	1	"Mig"	"SET"
"ATP6V1G2-DDX39B"	0.215297782963299	0.0880932873069158	0.331	0.315	1	"Mig"	"ATP6V1G2-DDX39B"
"LRRK1"	0.215687820960018	0.0553202901449069	0.177	0.164	1	"Mig"	"LRRK1"
"CHCHD5"	0.215952015795281	-0.0743471197751002	0.295	0.307	1	"Mig"	"CHCHD5"
"TOPBP1"	0.216121560027858	0.0587962856510786	0.107	0.098	1	"Mig"	"TOPBP1"
"LMAN2"	0.216279090735511	0.0470178770401372	0.129	0.119	1	"Mig"	"LMAN2"
"ZFAND6"	0.216460265816239	0.00227146529193656	0.133	0.121	1	"Mig"	"ZFAND6"
"HADHA"	0.216927244909216	0.0590622372756834	0.178	0.165	1	"Mig"	"HADHA"
"FBLIM1"	0.217071505801104	0.0560327801211893	0.35	0.336	1	"Mig"	"FBLIM1"
"CD2AP"	0.217684005970367	-0.0276688338717783	0.126	0.137	1	"Mig"	"CD2AP"
"FAM65A"	0.217727240603865	-0.0389345982198469	0.165	0.177	1	"Mig"	"FAM65A"
"SCARB2"	0.217738931897157	0.0902563741352116	0.232	0.223	1	"Mig"	"SCARB2"
"C10orf54"	0.218020467095742	-0.0675845745219985	0.499	0.508	1	"Mig"	"C10orf54"
"RNPC3"	0.218109611408925	0.0871073802158278	0.217	0.206	1	"Mig"	"RNPC3"
"CHD9"	0.218204444905227	0.0776238753235163	0.333	0.321	1	"Mig"	"CHD9"
"PHF6"	0.218553626591039	-0.0222093866428617	0.27	0.283	1	"Mig"	"PHF6"
"ANKS1A"	0.219141723982639	0.0495480345809344	0.109	0.1	1	"Mig"	"ANKS1A"
"TRMT10B"	0.219548958967736	-0.00460558667553934	0.093	0.102	1	"Mig"	"TRMT10B"
"EEA1"	0.219936820118473	-0.0843810575462997	0.145	0.157	1	"Mig"	"EEA1"
"ARL11"	0.22002717385326	-0.0182055675302182	0.113	0.123	1	"Mig"	"ARL11"
"ARPC1B"	0.220754927406934	0.0215058941733659	0.464	0.441	1	"Mig"	"ARPC1B"
"STARD7"	0.220988214801251	0.0562528273164601	0.126	0.115	1	"Mig"	"STARD7"
"TM2D2"	0.221414788021471	0.0364275964393697	0.119	0.111	1	"Mig"	"TM2D2"
"TLR2"	0.221584786070005	-0.103334693703747	0.286	0.299	1	"Mig"	"TLR2"
"RBM22"	0.222390739586576	-0.0175649923560995	0.113	0.123	1	"Mig"	"RBM22"
"PIH1D1"	0.222952930224183	-0.103040595154037	0.195	0.204	1	"Mig"	"PIH1D1"
"FAM9C"	0.223292680818265	-0.015845304911813	0.114	0.124	1	"Mig"	"FAM9C"
"SERINC1"	0.223458488711461	0.0319464288429365	0.294	0.282	1	"Mig"	"SERINC1"
"NSRP1"	0.223530121392678	0.0225565843253266	0.198	0.186	1	"Mig"	"NSRP1"
"MAGT1"	0.223567868198145	-0.0318700646889734	0.169	0.181	1	"Mig"	"MAGT1"
"SSBP1"	0.223593713622433	0.00696652958935928	0.105	0.096	1	"Mig"	"SSBP1"
"WHAMM"	0.223883293789505	0.0196742124323046	0.118	0.108	1	"Mig"	"WHAMM"
"ZNF280D"	0.224109787446205	0.0686994076659406	0.159	0.149	1	"Mig"	"ZNF280D"
"ZNF362"	0.224172279418417	-0.0336302552506348	0.141	0.152	1	"Mig"	"ZNF362"
"RNF157"	0.224431094356518	0.0195565463430315	0.141	0.13	1	"Mig"	"RNF157"
"CAMK1D"	0.224715832263769	0.0690550692416834	0.427	0.418	1	"Mig"	"CAMK1D"
"CAMK2D"	0.225155893283678	0.0410814906471448	0.11	0.1	1	"Mig"	"CAMK2D"
"DSG2"	0.225724670679572	0.0174671484739741	0.308	0.294	1	"Mig"	"DSG2"
"PDXK"	0.22602667881851	0.071052824074837	0.121	0.111	1	"Mig"	"PDXK"
"FTX"	0.226306123633962	0.0176220984985994	0.127	0.116	1	"Mig"	"FTX"
"SENP7"	0.226718730691556	0.0188969092041216	0.111	0.103	1	"Mig"	"SENP7"
"FAXC"	0.227327877662762	0.0699182100422522	0.405	0.392	1	"Mig"	"FAXC"
"ATN1"	0.22746780310005	-0.0630970251758052	0.162	0.173	1	"Mig"	"ATN1"
"GMPS"	0.227729141371727	0.0829890992188511	0.117	0.109	1	"Mig"	"GMPS"
"PGM2"	0.227736175860056	-0.0234806715970592	0.097	0.107	1	"Mig"	"PGM2"
"LCORL"	0.227800814919323	0.0438887506613945	0.106	0.097	1	"Mig"	"LCORL"
"GALNT4"	0.228403140150437	-0.0079981507147453	0.195	0.211	1	"Mig"	"GALNT4"
"CLIC1"	0.228555353381229	0.0127993653477789	0.231	0.216	1	"Mig"	"CLIC1"
"DCAF10"	0.228555444044075	-0.0461896922200207	0.176	0.188	1	"Mig"	"DCAF10"
"TMEM57"	0.228744608395099	0.0557621711913462	0.114	0.105	1	"Mig"	"TMEM57"
"CRBN"	0.228977208974767	-0.042026771798908	0.102	0.111	1	"Mig"	"CRBN"
"RDX"	0.229060208917294	-0.000290078527053872	0.152	0.164	1	"Mig"	"RDX"
"VKORC1"	0.229127113650753	-0.0347318395070489	0.103	0.114	1	"Mig"	"VKORC1"
"PDCD7"	0.229472789919569	0.00603580475042864	0.101	0.091	1	"Mig"	"PDCD7"
"ATP6V1B2"	0.22960525704549	0.032838948153145	0.37	0.355	1	"Mig"	"ATP6V1B2"
"C12orf75"	0.230043548527405	-0.0956613895338816	0.215	0.226	1	"Mig"	"C12orf75"
"PPHLN1"	0.230073876859996	0.0760535115863546	0.104	0.095	1	"Mig"	"PPHLN1"
"DENND6A"	0.230226106711749	0.040175618202176	0.101	0.092	1	"Mig"	"DENND6A"
"SCO1"	0.230308940435164	0.0881898933596228	0.137	0.128	1	"Mig"	"SCO1"
"BNC2"	0.230341912397459	0.0475060814257041	0.157	0.146	1	"Mig"	"BNC2"
"CDIPT"	0.230561248043428	-0.00884587176746277	0.116	0.127	1	"Mig"	"CDIPT"
"HNRNPA1"	0.2311739588978	0.064891051006422	0.47	0.455	1	"Mig"	"HNRNPA1"
"ANGEL2"	0.2315037294467	-0.024432023281268	0.115	0.125	1	"Mig"	"ANGEL2"
"ANKRD44"	0.231826442311176	0.0742298367682297	0.532	0.53	1	"Mig"	"ANKRD44"
"SNX3"	0.232211803249831	-0.0232742271225245	0.16	0.171	1	"Mig"	"SNX3"
"RP11-84G21.1"	0.232530706504791	0.0655008528305813	0.1	0.092	1	"Mig"	"RP11-84G21.1"
"CD37"	0.233451788187369	0.101729651850059	0.418	0.407	1	"Mig"	"CD37"
"ZNF276"	0.233946803609284	0.092864683486884	0.138	0.128	1	"Mig"	"ZNF276"
"ARF1"	0.234744359003055	-0.010871581199666	0.253	0.264	1	"Mig"	"ARF1"
"ZMAT3"	0.235180639844535	0.0462818193769379	0.482	0.463	1	"Mig"	"ZMAT3"
"CCNT2"	0.235975127323429	0.0258015437280088	0.207	0.196	1	"Mig"	"CCNT2"
"NIPBL"	0.235979562845635	0.0803717040466174	0.364	0.349	1	"Mig"	"NIPBL"
"RAB21"	0.23611540594022	-0.0322522844480999	0.157	0.169	1	"Mig"	"RAB21"
"C2CD3"	0.236619518302449	-0.0294332986938325	0.167	0.18	1	"Mig"	"C2CD3"
"EPB41L3"	0.236662020674296	-0.0858772387788507	0.187	0.198	1	"Mig"	"EPB41L3"
"WBP2"	0.236744279684217	-0.0767740029274171	0.198	0.208	1	"Mig"	"WBP2"
"NUFIP2"	0.236779208418798	0.0789611867480629	0.263	0.254	1	"Mig"	"NUFIP2"
"CAST"	0.238018317024127	0.0858696864340341	0.177	0.167	1	"Mig"	"CAST"
"IKZF3"	0.238211949688054	0.0281540909745233	0.252	0.238	1	"Mig"	"IKZF3"
"GAB2"	0.238753392144125	0.0557256674370273	0.128	0.119	1	"Mig"	"GAB2"
"RBM6"	0.238803487510221	0.0623242757685738	0.25	0.237	1	"Mig"	"RBM6"
"MT-RNR2"	0.238865294061039	-0.0606059052692363	0.998	1	1	"Mig"	"MT-RNR2"
"MT-ND4L"	0.239396391474028	-0.0504589353324381	0.906	0.92	1	"Mig"	"MT-ND4L"
"MARCH6"	0.239572372094512	0.0102396157160067	0.305	0.289	1	"Mig"	"MARCH6"
"CFLAR"	0.239696778799778	0.0383208362258163	0.546	0.535	1	"Mig"	"CFLAR"
"CTD-2013N17.6"	0.240107411602005	0.0451910079394564	0.14	0.131	1	"Mig"	"CTD-2013N17.6"
"HVCN1"	0.240343994454741	0.0806256987782099	0.29	0.273	1	"Mig"	"HVCN1"
"ETS2"	0.240443164056566	0.120574805457302	0.296	0.288	1	"Mig"	"ETS2"
"MPHOSPH8"	0.240572209514823	0.0825458064429796	0.405	0.394	1	"Mig"	"MPHOSPH8"
"SGMS1"	0.240710424917134	-0.00459186700182435	0.096	0.105	1	"Mig"	"SGMS1"
"PTP4A2"	0.240886569812782	-0.0893833031168403	0.319	0.332	1	"Mig"	"PTP4A2"
"AK3"	0.241090237635005	-0.0678106789773147	0.246	0.258	1	"Mig"	"AK3"
"NIPAL2"	0.241219589842186	0.0666388303089194	0.132	0.122	1	"Mig"	"NIPAL2"
"MKNK2"	0.241294336591303	-0.048881221484809	0.144	0.155	1	"Mig"	"MKNK2"
"SPRY1"	0.241419442413699	0.0612776491101568	0.115	0.105	1	"Mig"	"SPRY1"
"NAA20"	0.24142498916333	0.0896929737429328	0.321	0.309	1	"Mig"	"NAA20"
"NAA40"	0.24153540636987	-0.0357317395691783	0.207	0.22	1	"Mig"	"NAA40"
"FAM71F2"	0.241928023394839	-0.0178524397194118	0.146	0.156	1	"Mig"	"FAM71F2"
"PDE6A"	0.242024738036537	0.113460881600782	0.247	0.239	1	"Mig"	"PDE6A"
"NAA15"	0.242755105942336	0.036083672466201	0.13	0.12	1	"Mig"	"NAA15"
"CYB561A3"	0.242911413388146	0.0629643518919156	0.375	0.366	1	"Mig"	"CYB561A3"
"UBAP2L"	0.242915393464743	0.126777549300893	0.15	0.14	1	"Mig"	"UBAP2L"
"RNF145"	0.243010253171486	-0.0118460226358302	0.154	0.142	1	"Mig"	"RNF145"
"MFF"	0.243076559197989	-0.0368917884494796	0.112	0.122	1	"Mig"	"MFF"
"DCAF5"	0.243092005020092	0.0679666447414246	0.189	0.178	1	"Mig"	"DCAF5"
"UBL3"	0.243515869954673	0.0934152360769598	0.207	0.197	1	"Mig"	"UBL3"
"GIGYF2"	0.243525044533727	0.0277969183415481	0.109	0.099	1	"Mig"	"GIGYF2"
"CYTL1"	0.244039472541009	0.0277353105309327	0.112	0.103	1	"Mig"	"CYTL1"
"UBA2"	0.244102549032578	0.0492555023699285	0.114	0.105	1	"Mig"	"UBA2"
"HSPA4L"	0.245178929442661	-0.0638603431658634	0.193	0.204	1	"Mig"	"HSPA4L"
"ACTR1A"	0.245210573306273	-0.0489244469871841	0.093	0.102	1	"Mig"	"ACTR1A"
"TMOD2"	0.245744657735722	0.00227474308328379	0.117	0.108	1	"Mig"	"TMOD2"
"PCNP"	0.246142432394624	-0.0819089878118487	0.137	0.146	1	"Mig"	"PCNP"
"ZNF24"	0.246200368724465	0.119410390134536	0.299	0.289	1	"Mig"	"ZNF24"
"CLPX"	0.246466780336048	-0.129046378674884	0.128	0.136	1	"Mig"	"CLPX"
"CHD2"	0.246542918343852	0.0573384183436965	0.295	0.281	1	"Mig"	"CHD2"
"SNW1"	0.246830663967071	0.0140933595852167	0.128	0.118	1	"Mig"	"SNW1"
"RP11-462G12.1"	0.246872724536559	0.049910943408915	0.107	0.098	1	"Mig"	"RP11-462G12.1"
"CANX"	0.247202520058526	-0.019650725469609	0.41	0.424	1	"Mig"	"CANX"
"NDUFA4"	0.247259411612513	0.0741891281931385	0.172	0.161	1	"Mig"	"NDUFA4"
"HSD17B12"	0.247549043326858	-0.0445482494122411	0.184	0.195	1	"Mig"	"HSD17B12"
"SRGN"	0.248269787655213	0.0482315756441563	0.681	0.67	1	"Mig"	"SRGN"
"GM2A"	0.248655946650155	-0.0822453844867856	0.237	0.246	1	"Mig"	"GM2A"
"TUBB"	0.248693161059775	-0.0112111236889354	0.397	0.41	1	"Mig"	"TUBB"
"SEC11A"	0.249020639975276	0.0394500900314347	0.219	0.208	1	"Mig"	"SEC11A"
"SAMD9L"	0.249250352929441	0.0725296127292607	0.256	0.245	1	"Mig"	"SAMD9L"
"TRAM1"	0.249377041187818	0.0481856265076019	0.255	0.245	1	"Mig"	"TRAM1"
"TNFSF10"	0.249424817378776	0.0552579463900313	0.184	0.174	1	"Mig"	"TNFSF10"
"KIAA0430"	0.249522426630268	-0.0182320596400141	0.123	0.134	1	"Mig"	"KIAA0430"
"PPM1B"	0.24982403138062	0.0763162617781228	0.151	0.142	1	"Mig"	"PPM1B"
"AHCTF1"	0.249900287186626	-0.00878463569166887	0.095	0.104	1	"Mig"	"AHCTF1"
"KDM7A"	0.250212913338806	-0.0278224076652416	0.101	0.11	1	"Mig"	"KDM7A"
"NDUFS2"	0.250407576167503	-0.0851693119702861	0.231	0.242	1	"Mig"	"NDUFS2"
"ELAVL4"	0.250874632460011	0.0233213629303866	0.097	0.107	1	"Mig"	"ELAVL4"
"KLC1"	0.251117090890008	0.0145675962491234	0.267	0.254	1	"Mig"	"KLC1"
"VAV1"	0.251595945972593	0.0300050469548218	0.174	0.162	1	"Mig"	"VAV1"
"C1RL"	0.251696321844324	0.0281191150173897	0.158	0.149	1	"Mig"	"C1RL"
"ATG12"	0.252205897347961	0.0659836535512504	0.162	0.151	1	"Mig"	"ATG12"
"GGCX"	0.252296943218737	0.0395200504329264	0.1	0.091	1	"Mig"	"GGCX"
"SSTR2"	0.252623592062255	-0.109019522496496	0.16	0.17	1	"Mig"	"SSTR2"
"RTF1"	0.252775257792617	0.0325597501149845	0.138	0.128	1	"Mig"	"RTF1"
"ARL8B"	0.253479480997987	0.0666445381637333	0.12	0.112	1	"Mig"	"ARL8B"
"ZDHHC14"	0.253942108496148	0.062360629182129	0.138	0.129	1	"Mig"	"ZDHHC14"
"RBM5"	0.254506832610211	0.0241486680759684	0.371	0.354	1	"Mig"	"RBM5"
"TM2D1"	0.255022183975056	-0.00175502364967228	0.135	0.125	1	"Mig"	"TM2D1"
"ATP5F1"	0.255157775192564	0.0694679892282295	0.162	0.153	1	"Mig"	"ATP5F1"
"SLC35B4"	0.255787604535513	-0.0476108545489675	0.096	0.105	1	"Mig"	"SLC35B4"
"BRD7"	0.2563325022356	0.0687590303527266	0.114	0.105	1	"Mig"	"BRD7"
"AP000692.9"	0.256355920729191	0.00295333009468768	0.134	0.123	1	"Mig"	"AP000692.9"
"BANF1"	0.256946235262768	0.100111735771303	0.118	0.11	1	"Mig"	"BANF1"
"MIRLET7BHG"	0.257224464003211	0.0469348970838044	0.512	0.501	1	"Mig"	"MIRLET7BHG"
"RNF130"	0.257280623298059	0.0223965517278586	0.379	0.357	1	"Mig"	"RNF130"
"C16orf58"	0.257312365051697	0.119248402561177	0.112	0.103	1	"Mig"	"C16orf58"
"DRAP1"	0.257429136083807	0.00416922304796441	0.101	0.092	1	"Mig"	"DRAP1"
"SNHG8"	0.257588593383617	0.0573898294562489	0.129	0.12	1	"Mig"	"SNHG8"
"SGK223"	0.25767593213211	-0.084070500380274	0.199	0.21	1	"Mig"	"SGK223"
"BRD3"	0.25780163620285	0.0439298931043057	0.1	0.091	1	"Mig"	"BRD3"
"CERK"	0.258224582574665	0.0468068523010241	0.109	0.1	1	"Mig"	"CERK"
"ATXN2"	0.258477369834888	0.0186648183221046	0.173	0.163	1	"Mig"	"ATXN2"
"FAM213A"	0.258525778375799	-0.0259779761614785	0.293	0.311	1	"Mig"	"FAM213A"
"PLEKHO1"	0.25859115106104	0.0383632066962323	0.357	0.341	1	"Mig"	"PLEKHO1"
"TLR1"	0.258901978243599	0.0237337463615571	0.187	0.174	1	"Mig"	"TLR1"
"NUP62"	0.259050151258268	0.0897220884305727	0.225	0.216	1	"Mig"	"NUP62"
"TBXAS1"	0.259385738005309	0.0785386673998305	0.434	0.427	1	"Mig"	"TBXAS1"
"UBE2K"	0.259488371954344	0.0979605786416526	0.194	0.186	1	"Mig"	"UBE2K"
"TMBIM6"	0.259574930715905	-0.0655780260626759	0.714	0.7	1	"Mig"	"TMBIM6"
"KANSL1"	0.259586155814781	0.0247641233609666	0.159	0.148	1	"Mig"	"KANSL1"
"XRCC5"	0.259785185990808	0.0722243602245356	0.287	0.276	1	"Mig"	"XRCC5"
"FRA10AC1"	0.260219585515831	-0.0225892506727186	0.127	0.117	1	"Mig"	"FRA10AC1"
"PDE7A"	0.260541950778074	0.131021307433831	0.102	0.094	1	"Mig"	"PDE7A"
"PPP3CB"	0.260822168251105	-0.00288310708137607	0.105	0.095	1	"Mig"	"PPP3CB"
"ZNF292"	0.261132487524623	0.0347181523171634	0.325	0.311	1	"Mig"	"ZNF292"
"SPPL3"	0.26136665219506	0.00289984925714026	0.138	0.127	1	"Mig"	"SPPL3"
"KIF20B"	0.261422536804736	0.101617027643326	0.122	0.113	1	"Mig"	"KIF20B"
"FUCA1"	0.261484152586975	-0.0621074440409213	0.094	0.102	1	"Mig"	"FUCA1"
"ICA1L"	0.261514646059842	0.0551477677051786	0.359	0.344	1	"Mig"	"ICA1L"
"PPP3CA"	0.261554634106348	-0.0193280174496619	0.167	0.178	1	"Mig"	"PPP3CA"
