"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"UGDH-AS1"	5.58824460357367e-45	-0.661093266748856	0.687	0.769	1.82947951831795e-40	"Mig"	"UGDH-AS1"
"RP4-598P13.1"	1.44037324710213e-43	-0.708371116977209	0.453	0.597	4.71549393636294e-39	"Mig"	"RP4-598P13.1"
"TBC1D8B"	4.52862479426695e-40	-0.573597617307209	0.562	0.689	1.48258118514711e-35	"Mig"	"TBC1D8B"
"RPAP2"	4.95305487087368e-39	-0.543476002887377	0.558	0.667	1.62153110362662e-34	"Mig"	"RPAP2"
"RP11-142G1.3"	1.94717784191745e-38	-0.618377269419304	0.367	0.511	6.37467081886936e-34	"Mig"	"RP11-142G1.3"
"AC006548.28"	1.31161316933287e-37	-0.574815632067533	0.691	0.762	4.29395919376195e-33	"Mig"	"AC006548.28"
"BLOC1S6"	4.16509339101638e-37	-0.708726787454451	0.714	0.774	1.36356827435094e-32	"Mig"	"BLOC1S6"
"TMSB4X"	3.07881433921073e-36	0.277058935247629	0.94	0.932	1.00794223837081e-31	"Mig"	"TMSB4X"
"RP11-703G6.1"	3.53275318731469e-35	-0.592032857301802	0.628	0.731	1.15655273846308e-30	"Mig"	"RP11-703G6.1"
"NEAT1"	8.54338415996044e-34	0.316323977140988	0.919	0.889	2.79693310628785e-29	"Mig"	"NEAT1"
"RP11-17A4.2"	4.70496832181514e-32	-0.659344654130424	0.21	0.334	1.54031252919584e-27	"Mig"	"RP11-17A4.2"
"RP11-501E14.1"	1.94307640427954e-29	-0.545682853915914	0.156	0.268	6.36124353233035e-25	"Mig"	"RP11-501E14.1"
"RP11-259O2.3"	2.93389961419583e-29	-0.657695517170016	0.495	0.592	9.60500055695432e-25	"Mig"	"RP11-259O2.3"
"CDKN1A"	1.82037810987393e-27	0.60122757542415	0.362	0.242	5.95955385610527e-23	"Mig"	"CDKN1A"
"RP11-54H7.4"	4.47581159912682e-27	-0.645740652338535	0.214	0.327	1.46529120132214e-22	"Mig"	"RP11-54H7.4"
"RP3-467D16.3"	6.11614998855816e-27	-0.561953128377792	0.156	0.262	2.00230518325417e-22	"Mig"	"RP3-467D16.3"
"WDPCP"	6.65629723517103e-27	-0.590414260118402	0.397	0.503	2.17913858885029e-22	"Mig"	"WDPCP"
"MTRNR2L8"	7.51293184158152e-27	-1.49060146845673	0.085	0.171	2.45958362629696e-22	"Mig"	"MTRNR2L8"
"XXbac-BPG154L12.4"	1.86918360726644e-26	-0.570935367028227	0.445	0.553	6.11933329346888e-22	"Mig"	"XXbac-BPG154L12.4"
"ATP9B"	2.55203132181794e-26	-0.497678564469537	0.38	0.49	8.35484014136756e-22	"Mig"	"ATP9B"
"HCG22"	2.55476780545675e-26	0.452770691633008	0.238	0.131	8.3637988415043e-22	"Mig"	"HCG22"
"RNVU1-19"	4.30441703196022e-26	0.418893864784778	0.149	0.067	1.40918004792314e-21	"Mig"	"RNVU1-19"
"LINC00506"	4.91454037492819e-26	-0.477390980038368	0.323	0.437	1.60892222794399e-21	"Mig"	"LINC00506"
"MT-CO1"	9.35654717842606e-26	-0.221393222763872	0.989	0.994	3.06314641527312e-21	"Mig"	"MT-CO1"
"HLA-DQA1"	7.02958704508563e-25	0.434350162122585	0.287	0.175	2.30134620682013e-20	"Mig"	"HLA-DQA1"
"POU2F2"	8.89089945712725e-25	0.464400596810083	0.541	0.431	2.91070266427432e-20	"Mig"	"POU2F2"
"HSPA1A"	1.66755940025828e-24	-0.386301338026385	0.463	0.574	5.45925596456556e-20	"Mig"	"HSPA1A"
"CH17-373J23.1"	2.70886025369294e-24	0.511312597070018	0.411	0.299	8.86826669853993e-20	"Mig"	"CH17-373J23.1"
"ESRG"	3.80924205818901e-24	-0.518901331197796	0.129	0.224	1.24706966500992e-19	"Mig"	"ESRG"
"TMEM212"	1.14632566540194e-23	-0.401658346874149	0.374	0.484	3.75284096339288e-19	"Mig"	"TMEM212"
"KIAA1328"	2.70110806195333e-23	-0.49903147624719	0.554	0.636	8.84288757322282e-19	"Mig"	"KIAA1328"
"RP11-484O2.1"	1.96514828736767e-22	-0.418244252001635	0.171	0.272	6.43350246318427e-18	"Mig"	"RP11-484O2.1"
"CCL3L3"	2.98164789307685e-22	0.675761543643375	0.308	0.204	9.761318872355e-18	"Mig"	"CCL3L3"
"HELLPAR"	3.14088180231745e-22	-0.500097611990709	0.772	0.803	1.02826188444269e-17	"Mig"	"HELLPAR"
"RGS16"	3.80853547465109e-22	0.73196837873469	0.163	0.084	1.24683834369128e-17	"Mig"	"RGS16"
"RP11-256I9.2"	4.56910072684168e-22	-0.413020658205144	0.083	0.164	1.49583219595343e-17	"Mig"	"RP11-256I9.2"
"IER2"	6.69704464697561e-22	0.516255202380866	0.552	0.454	2.19247847652688e-17	"Mig"	"IER2"
"MT-ATP8"	8.93085418789204e-22	-0.221121067194732	0.897	0.939	2.9237830440321e-17	"Mig"	"MT-ATP8"
"EGR3"	1.69670743668384e-21	0.684657469185368	0.32	0.22	5.55468080621555e-17	"Mig"	"EGR3"
"CTD-3014M21.1"	2.32241034053005e-21	0.425145045231199	0.254	0.157	7.60310697282727e-17	"Mig"	"CTD-3014M21.1"
"BCL6"	1.55301839118562e-20	0.38163071369171	0.143	0.071	5.08427160906348e-16	"Mig"	"BCL6"
"DBI"	2.36059833042857e-20	0.486551073114893	0.253	0.163	7.72812681415704e-16	"Mig"	"DBI"
"FCGR1B"	5.17426248349097e-20	0.473414967874767	0.39	0.294	1.69395005184527e-15	"Mig"	"FCGR1B"
"PADI2"	5.77550101657876e-20	0.488572929953558	0.28	0.187	1.89078352280755e-15	"Mig"	"PADI2"
"CD83"	2.33103776636403e-19	0.611292573344249	0.296	0.203	7.63135143952255e-15	"Mig"	"CD83"
"JUNB"	2.68336446712219e-19	0.410987240513462	0.589	0.494	8.78479859246464e-15	"Mig"	"JUNB"
"BHLHE41"	3.7849567573231e-19	0.264853302845998	0.862	0.836	1.23911914321244e-14	"Mig"	"BHLHE41"
"SLC1A3"	5.581418729502e-19	0.324456138173025	0.63	0.543	1.82724486366436e-14	"Mig"	"SLC1A3"
"EGR2"	6.44601931745373e-19	0.537117843582571	0.271	0.178	2.110297804148e-14	"Mig"	"EGR2"
"NAP1L1"	1.01479159516801e-18	0.414009955074578	0.511	0.421	3.32222472426103e-14	"Mig"	"NAP1L1"
"RP11-306O13.1"	2.05728447610493e-18	-0.423199381902722	0.22	0.312	6.73513791787233e-14	"Mig"	"RP11-306O13.1"
"PIM1"	7.96256879875209e-18	0.418466937608481	0.101	0.045	2.60678577333546e-13	"Mig"	"PIM1"
"MRC1"	1.24649607275942e-17	-0.484085928486963	0.263	0.359	4.08077884299979e-13	"Mig"	"MRC1"
"HLA-C"	1.36724617729103e-17	0.333651423311969	0.648	0.583	4.47609053521536e-13	"Mig"	"HLA-C"
"HLA-DRA"	3.8831835269303e-17	0.242499076425784	0.874	0.828	1.27127662304644e-12	"Mig"	"HLA-DRA"
"KLF6"	1.43593309368465e-16	0.324490817983073	0.642	0.566	4.7009577621048e-12	"Mig"	"KLF6"
"SKIL"	3.13328709775998e-16	0.339725545106232	0.38	0.29	1.02577553006466e-11	"Mig"	"SKIL"
"MS4A7"	3.54666928166439e-16	0.314579555101468	0.657	0.587	1.16110858943129e-11	"Mig"	"MS4A7"
"FCGRT"	4.5915630286234e-16	-0.29883821526149	0.476	0.557	1.50318590431073e-11	"Mig"	"FCGRT"
"AP000432.3"	7.50983568062275e-16	-0.210120850020287	0.054	0.111	2.45857000512228e-11	"Mig"	"AP000432.3"
"ZFP36"	1.23225923367057e-15	0.318162547418483	0.464	0.37	4.0341702791907e-11	"Mig"	"ZFP36"
"IPCEF1"	1.24423494790261e-15	0.328148117242309	0.536	0.443	4.07337637244356e-11	"Mig"	"IPCEF1"
"HSPA1B"	1.4805468694206e-15	-0.269766794024803	0.263	0.355	4.84701434110915e-11	"Mig"	"HSPA1B"
"LINC00996"	1.52963733574064e-15	-0.293632529668367	0.084	0.149	5.0077267097477e-11	"Mig"	"LINC00996"
"FOSB"	2.06944062148287e-15	0.471864329879386	0.393	0.31	6.77493470661061e-11	"Mig"	"FOSB"
"ROR1-AS1"	2.49806708159939e-15	-0.284521744350018	0.113	0.183	8.17817201174008e-11	"Mig"	"ROR1-AS1"
"HLA-B"	2.56889629333106e-15	0.244285436383608	0.806	0.764	8.41005268510722e-11	"Mig"	"HLA-B"
"SOCS6"	3.97380104612611e-15	0.376917339662455	0.642	0.578	1.30094298648077e-10	"Mig"	"SOCS6"
"ZNF471"	4.06297213249037e-15	-0.364478712008604	0.159	0.235	1.3301358167347e-10	"Mig"	"ZNF471"
"RP11-145P16.2"	4.09579978209454e-15	-0.384170993295616	0.122	0.192	1.34088293266211e-10	"Mig"	"RP11-145P16.2"
"CCL2"	4.29635876481616e-15	0.763595604346302	0.285	0.203	1.40654193242551e-10	"Mig"	"CCL2"
"MT-ATP6"	4.76237372171855e-15	-0.116806050737234	0.999	1	1.55910590901622e-10	"Mig"	"MT-ATP6"
"ACTB"	5.87825213996509e-15	0.200956539813874	0.943	0.928	1.92442218558177e-10	"Mig"	"ACTB"
"RP5-1171I10.5"	6.08432432627704e-15	0.376829671928862	0.194	0.124	1.99188609793658e-10	"Mig"	"RP5-1171I10.5"
"MT-CO3"	6.818910459209e-15	-0.173184690644496	0.981	0.986	2.23237490613584e-10	"Mig"	"MT-CO3"
"IL1B"	9.64758161723721e-15	0.555606885068744	0.305	0.221	3.15842526985112e-10	"Mig"	"IL1B"
"MCL1"	1.22482173422987e-14	0.342094414483033	0.432	0.347	4.00982139352176e-10	"Mig"	"MCL1"
"RP11-321L2.2"	1.23309689193423e-14	-0.294344900955631	0.141	0.215	4.03691260481429e-10	"Mig"	"RP11-321L2.2"
"SELENBP1"	2.06178597598457e-14	-0.32042586654717	0.121	0.191	6.74987492817829e-10	"Mig"	"SELENBP1"
"C4orf32"	2.07411701053533e-14	-0.491785408855605	0.43	0.5	6.79024426909056e-10	"Mig"	"C4orf32"
"CD74"	2.27400892195827e-14	0.183168409004591	0.98	0.986	7.44465040870697e-10	"Mig"	"CD74"
"MIDN"	3.23725048947032e-14	0.343514892419811	0.201	0.132	1.05981106524279e-09	"Mig"	"MIDN"
"PGM5P2"	8.53287828761303e-14	-0.359411638473622	0.185	0.26	2.79349369379875e-09	"Mig"	"PGM5P2"
"CCL4"	8.71707073950605e-14	0.667344248648499	0.458	0.374	2.85379461869949e-09	"Mig"	"CCL4"
"ZFP36L1"	8.89533308119836e-14	0.225925937054767	0.889	0.876	2.91215414412272e-09	"Mig"	"ZFP36L1"
"DDX3X"	1.17765131418549e-13	0.305596127316772	0.34	0.261	3.85539487238046e-09	"Mig"	"DDX3X"
"EIF1AX"	1.27523293126695e-13	0.404272946687108	0.329	0.253	4.17485757038173e-09	"Mig"	"EIF1AX"
"ASTN2"	3.22548203427452e-13	-0.323136606324227	0.198	0.275	1.05595830838079e-08	"Mig"	"ASTN2"
"SULT1B1"	4.55529565476338e-13	-0.234155867110504	0.151	0.223	1.49131269145643e-08	"Mig"	"SULT1B1"
"CPVL"	5.05974854239145e-13	0.305807025364061	0.275	0.199	1.65646047780811e-08	"Mig"	"CPVL"
"EIF2S3"	5.14527752088089e-13	0.243867962285595	0.193	0.126	1.68446095478599e-08	"Mig"	"EIF2S3"
"ABCC9"	5.91130474575307e-13	-0.350271384704169	0.232	0.307	1.93524294766464e-08	"Mig"	"ABCC9"
"SPINK9"	1.06013899717864e-12	-0.298972445561886	0.119	0.183	3.47068304896344e-08	"Mig"	"SPINK9"
"AP000476.1"	1.58385541787843e-12	-0.287140787432396	0.295	0.369	5.18522586705041e-08	"Mig"	"AP000476.1"
"LINC01609"	2.34862926307325e-12	-0.292169820265685	0.143	0.21	7.68894248144921e-08	"Mig"	"LINC01609"
"SPATA13"	3.77764451930368e-12	0.266909993961695	0.453	0.373	1.23672526272964e-07	"Mig"	"SPATA13"
"MT-CO2"	6.89350574267311e-12	-0.15825352680052	0.958	0.97	2.25679591003632e-07	"Mig"	"MT-CO2"
"LINC00976"	8.21899879940557e-12	-0.347119359640443	0.327	0.395	2.69073582694939e-07	"Mig"	"LINC00976"
"RP11-314D7.2"	1.03597485111694e-11	-0.338313280171259	0.203	0.269	3.39157446758664e-07	"Mig"	"RP11-314D7.2"
"USP53"	1.44316516581798e-11	-0.268219059883471	0.321	0.4	4.72463411985489e-07	"Mig"	"USP53"
"SHISA9"	1.44510486060668e-11	-0.199123412300961	0.105	0.164	4.73098429265415e-07	"Mig"	"SHISA9"
"C1orf132"	1.97418348951158e-11	0.292590132310929	0.341	0.268	6.46308190796303e-07	"Mig"	"C1orf132"
"CD84"	2.20262448499396e-11	0.25680730662514	0.775	0.751	7.21095203897324e-07	"Mig"	"CD84"
"EGR1"	2.78620790158289e-11	0.277005344403549	0.541	0.453	9.12148742820208e-07	"Mig"	"EGR1"
"CH25H"	5.02962235653446e-11	0.651846996302151	0.523	0.474	1.64659776708225e-06	"Mig"	"CH25H"
"BTG2"	5.20746889442749e-11	0.33136362869658	0.513	0.44	1.70482116665767e-06	"Mig"	"BTG2"
"RP11-692C24.2"	6.13526589000959e-11	-0.341025975157887	0.108	0.163	2.00856334707134e-06	"Mig"	"RP11-692C24.2"
"DOK3"	6.38737948757266e-11	0.348254220856688	0.205	0.143	2.09110029664154e-06	"Mig"	"DOK3"
"RP11-57H12.3"	6.97805838996701e-11	-0.240056493830455	0.086	0.138	2.2844767557074e-06	"Mig"	"RP11-57H12.3"
"PLXDC2"	7.61950720605554e-11	0.205083104444207	0.786	0.738	2.49447426911846e-06	"Mig"	"PLXDC2"
"ATXN3"	8.33020531869487e-11	-0.302446841295353	0.284	0.353	2.72714261723433e-06	"Mig"	"ATXN3"
"ID2"	8.57923166728728e-11	0.417269108107926	0.385	0.313	2.80866886323651e-06	"Mig"	"ID2"
"DDX21"	9.16584364091149e-11	0.295671620833814	0.236	0.171	3.0007138911616e-06	"Mig"	"DDX21"
"CH17-264L24.1"	9.78679908197488e-11	-0.24714149070647	0.064	0.111	3.20400228345694e-06	"Mig"	"CH17-264L24.1"
"CEBPB"	1.11315615835806e-10	0.194554144332865	0.47	0.389	3.64425063123261e-06	"Mig"	"CEBPB"
"IL17RA"	1.30643999332193e-10	0.241300839015412	0.654	0.592	4.27702325013735e-06	"Mig"	"IL17RA"
"IFI44L"	1.37762736386659e-10	0.303899970053132	0.323	0.25	4.51007646382643e-06	"Mig"	"IFI44L"
"SNORD3B-2"	1.41981458843408e-10	0.23801874537292	0.155	0.101	4.6481889996155e-06	"Mig"	"SNORD3B-2"
"PMEPA1"	1.6505405970483e-10	-0.255437255476777	0.408	0.473	5.40353980661674e-06	"Mig"	"PMEPA1"
"CCNL1"	1.91975638404932e-10	0.246701041471964	0.402	0.326	6.28489845010067e-06	"Mig"	"CCNL1"
"AC092415.1"	2.48654573452523e-10	-0.205330729610017	0.071	0.118	8.14045342568869e-06	"Mig"	"AC092415.1"
"PLK3"	3.24144187453234e-10	0.249171085283055	0.156	0.104	1.0611832408844e-05	"Mig"	"PLK3"
"CYTH3"	3.31341720029968e-10	0.252769162007199	0.196	0.136	1.08474652303411e-05	"Mig"	"CYTH3"
"MIR100HG"	4.06104385518734e-10	-0.185077984616687	0.058	0.101	1.32950453731123e-05	"Mig"	"MIR100HG"
"RP11-989E6.10"	4.51481573786453e-10	-0.189260175330032	0.061	0.105	1.47806037626209e-05	"Mig"	"RP11-989E6.10"
"RP1-102H19.7"	4.92340302349047e-10	0.255241817407793	0.234	0.172	1.61182368183031e-05	"Mig"	"RP1-102H19.7"
"MAFB"	7.27776905574468e-10	0.452756458636931	0.197	0.141	2.38259603346969e-05	"Mig"	"MAFB"
"UBA6-AS1"	7.64855465917491e-10	-0.195762609555724	0.094	0.145	2.50398382432068e-05	"Mig"	"UBA6-AS1"
"PTPRC"	8.33419296107758e-10	0.214322191293487	0.659	0.597	2.72844809159758e-05	"Mig"	"PTPRC"
"ITM2C"	8.72939316139639e-10	-0.240693153212566	0.343	0.414	2.85782873317795e-05	"Mig"	"ITM2C"
"CIITA"	8.92958087099913e-10	0.229851646034363	0.243	0.179	2.9233661855477e-05	"Mig"	"CIITA"
"SWAP70"	1.00879269307833e-09	0.234043349313584	0.344	0.276	3.30258551859985e-05	"Mig"	"SWAP70"
"RP11-624L4.1"	1.02118225631433e-09	-0.230917709225451	0.094	0.143	3.34314647072187e-05	"Mig"	"RP11-624L4.1"
"CD300E"	1.06293552604035e-09	-0.275771523881235	0.063	0.106	3.4798383251509e-05	"Mig"	"CD300E"
"HPSE"	2.10510684153803e-09	0.192467361621318	0.151	0.1	6.89169877782721e-05	"Mig"	"HPSE"
"TGFBR1"	2.8493434919821e-09	0.273616946330274	0.495	0.431	9.32818072405101e-05	"Mig"	"TGFBR1"
"RCN3"	2.99512146373185e-09	-0.214928081363651	0.063	0.105	9.80542864796532e-05	"Mig"	"RCN3"
"C3"	3.48851851518188e-09	-0.223381568327125	0.848	0.846	0.000114207119150024	"Mig"	"C3"
"TCTN1"	3.50417442865093e-09	-0.159917901133689	0.084	0.131	0.000114719662445174	"Mig"	"TCTN1"
"GLDN"	5.05541193419408e-09	0.35787793525328	0.293	0.232	0.000165504075901646	"Mig"	"GLDN"
"AC090498.1"	5.24454867217161e-09	0.168067042324564	0.366	0.296	0.000171696034429554	"Mig"	"AC090498.1"
"FCGR1A"	6.76989083734133e-09	0.290109163629085	0.538	0.483	0.000221632686232881	"Mig"	"FCGR1A"
"HLA-DPB1"	6.8851890254201e-09	0.287269686593341	0.481	0.427	0.000225407318314203	"Mig"	"HLA-DPB1"
"PCDH11Y"	7.92687452842218e-09	0.246312025157002	0.49	0.431	0.000259510018311485	"Mig"	"PCDH11Y"
"MAP4K4"	8.51353817005411e-09	0.269960339149868	0.426	0.362	0.000278716212611231	"Mig"	"MAP4K4"
"RNASE1"	9.22588178201685e-09	-0.285811364795123	0.07	0.111	0.000302036917779668	"Mig"	"RNASE1"
"FSCN1"	9.27433031224968e-09	-0.276268032571534	0.497	0.544	0.00030362302576243	"Mig"	"FSCN1"
"SMC1A"	1.00197303602459e-08	0.273842081361336	0.183	0.131	0.000328025932533731	"Mig"	"SMC1A"
"RTTN"	1.02596863218527e-08	0.234081322097172	0.24	0.181	0.000335881610804814	"Mig"	"RTTN"
"CST3"	1.20319709656192e-08	-0.224684562958084	0.722	0.756	0.000393902665472442	"Mig"	"CST3"
"SRSF5"	1.20451078751928e-08	0.244803678764499	0.47	0.414	0.000394332741618063	"Mig"	"SRSF5"
"ITGB5"	1.25362929785751e-08	-0.2778701457345	0.202	0.261	0.000410413159532591	"Mig"	"ITGB5"
"SHTN1"	1.46300532791523e-08	0.217857662922451	0.476	0.41	0.000478958684252889	"Mig"	"SHTN1"
"C11orf1"	1.47698146775691e-08	0.23217807347266	0.235	0.18	0.000483534192914257	"Mig"	"C11orf1"
"ERVH-1"	1.49174315022902e-08	-0.22658903645647	0.062	0.101	0.000488366872521976	"Mig"	"ERVH-1"
"LA16c-60D12.1"	1.64163403142824e-08	-0.353690413280563	0.15	0.201	0.000537438149208976	"Mig"	"LA16c-60D12.1"
"MT-ND3"	1.89309958877677e-08	-0.114380174879544	0.99	0.998	0.000619762943373739	"Mig"	"MT-ND3"
"HNRNPU-AS1"	2.01104700409487e-08	0.20196788838006	0.229	0.173	0.000658376568200578	"Mig"	"HNRNPU-AS1"
"NACA"	2.05062653567671e-08	0.190814826052737	0.411	0.345	0.000671334115249841	"Mig"	"NACA"
"MT-ND6"	2.16558563518165e-08	0.346134762264112	0.428	0.371	0.000708969425245769	"Mig"	"MT-ND6"
"SOD2"	2.19772529402727e-08	-0.225275287329672	0.335	0.395	0.000719491306758648	"Mig"	"SOD2"
"C1QA"	2.20789299707908e-08	-0.206766804119546	0.696	0.719	0.00072282000938375	"Mig"	"C1QA"
"FAM118A"	3.35678858129042e-08	-0.209261541204675	0.096	0.141	0.00109894544574286	"Mig"	"FAM118A"
"GADD45B"	4.25244979779892e-08	0.366724833928513	0.119	0.079	0.00139216701480341	"Mig"	"GADD45B"
"SLC2A3"	4.33134147028431e-08	0.257713465526809	0.11	0.071	0.00141799457054168	"Mig"	"SLC2A3"
"FCGR3A"	4.98674471557196e-08	0.229738449343162	0.513	0.451	0.00163256048498395	"Mig"	"FCGR3A"
"FOLR2"	5.78060182492617e-08	-0.307821002470915	0.342	0.393	0.00189245342544433	"Mig"	"FOLR2"
"LIPA"	6.00715411019577e-08	0.277516786982507	0.458	0.405	0.00196662211259589	"Mig"	"LIPA"
"RTN4"	6.38148490957726e-08	0.189929794586118	0.665	0.627	0.0020891705296974	"Mig"	"RTN4"
"SGK1"	9.31723889992822e-08	0.36255118580336	0.349	0.291	0.0030502776710585	"Mig"	"SGK1"
"LACTB2-AS1"	1.03016965453696e-07	-0.277446934244885	0.133	0.181	0.00337256941502311	"Mig"	"LACTB2-AS1"
"GLRX"	1.06748148027331e-07	0.251835914052687	0.314	0.257	0.00349472087011877	"Mig"	"GLRX"
"JUND"	1.12800611913775e-07	0.273011205904006	0.371	0.319	0.00369286643283317	"Mig"	"JUND"
"TPTEP1"	1.20277175722757e-07	-0.289978173264618	0.185	0.232	0.00393763417881162	"Mig"	"TPTEP1"
"AC007743.1"	1.20452914926097e-07	-0.139567950353372	0.078	0.118	0.00394338752885057	"Mig"	"AC007743.1"
"MT-ND5"	1.28000530577142e-07	0.149183150259663	0.99	0.995	0.00419048137003449	"Mig"	"MT-ND5"
"KTN1"	1.29975111517344e-07	0.23667405005266	0.417	0.355	0.00425512520085481	"Mig"	"KTN1"
"CBWD1"	1.34967697786987e-07	0.175948286976439	0.129	0.088	0.00441857249015037	"Mig"	"CBWD1"
"IL6R"	1.4446959530922e-07	0.200715105310456	0.498	0.434	0.00472964561123325	"Mig"	"IL6R"
"CTD-2353F22.2"	1.54369677449767e-07	0.156416113114024	0.238	0.184	0.00505375450035046	"Mig"	"CTD-2353F22.2"
"LCLAT1"	1.60998198143851e-07	-0.214737967077423	0.124	0.17	0.00527075901083339	"Mig"	"LCLAT1"
"ITPRIP"	1.94698687484601e-07	0.319867332836558	0.189	0.143	0.00637404563087086	"Mig"	"ITPRIP"
"GNB2L1"	2.022850182409e-07	0.219989258392157	0.515	0.465	0.00662240692717057	"Mig"	"GNB2L1"
"ITGAV"	2.04886856719319e-07	0.215952994811821	0.186	0.137	0.00670758591527705	"Mig"	"ITGAV"
"FSD2"	2.09579570903056e-07	0.214356194278526	0.233	0.182	0.00686121599222426	"Mig"	"FSD2"
"HLA-DQB1"	2.11686364030718e-07	0.243242443851818	0.382	0.32	0.00693018818563766	"Mig"	"HLA-DQB1"
"SLC11A1"	2.1619181465406e-07	0.140583802708062	0.167	0.121	0.00707768762814462	"Mig"	"SLC11A1"
"KDM5C"	2.20893194936004e-07	0.155357788181612	0.133	0.091	0.00723160141581491	"Mig"	"KDM5C"
"MEF2A"	2.55626663333219e-07	0.188053582258133	0.458	0.394	0.00836870570420293	"Mig"	"MEF2A"
"RN7SL73P"	2.58610226273639e-07	0.157751674694772	0.111	0.073	0.00846638158774638	"Mig"	"RN7SL73P"
"IL4R"	2.6375761270865e-07	0.186475937104308	0.171	0.125	0.00863489672485577	"Mig"	"IL4R"
"HLA-DPA1"	2.84204865162434e-07	0.192993736892185	0.773	0.739	0.00930429887568776	"Mig"	"HLA-DPA1"
"MARCKS"	2.87904218986727e-07	-0.13644207490674	0.795	0.822	0.00942540832118748	"Mig"	"MARCKS"
"SEPSECS-AS1"	2.98418272861421e-07	-0.24874166738586	0.139	0.185	0.00976961741693722	"Mig"	"SEPSECS-AS1"
"C1QC"	3.03312663475764e-07	0.16721850223372	0.65	0.6	0.00992984997686955	"Mig"	"C1QC"
"TRMT112"	3.03521875742176e-07	0.211018476006372	0.256	0.202	0.00993669916804737	"Mig"	"TRMT112"
"LARS"	3.29777097128509e-07	0.199474870498571	0.185	0.138	0.0107962426057931	"Mig"	"LARS"
"KHDRBS3"	3.58990715472342e-07	-0.253212516928173	0.17	0.22	0.0117526380431335	"Mig"	"KHDRBS3"
"OPHN1"	3.60927134928916e-07	-0.142254739776308	0.091	0.132	0.0118160325433029	"Mig"	"OPHN1"
"GPNMB"	3.64933971081855e-07	0.326144125756239	0.166	0.123	0.0119472083452778	"Mig"	"GPNMB"
"LRRC25"	3.92801371450102e-07	-0.202164992696322	0.127	0.173	0.0128595312985334	"Mig"	"LRRC25"
"MYCBP2"	4.05208084153212e-07	0.1799602536284	0.475	0.418	0.0132657022590078	"Mig"	"MYCBP2"
"OLMALINC"	4.24351753127816e-07	-0.225075338028909	0.065	0.101	0.0138924276938985	"Mig"	"OLMALINC"
"RP11-115H15.2"	4.28915154839923e-07	0.176465983023369	0.173	0.127	0.0140418243391494	"Mig"	"RP11-115H15.2"
"ZCCHC6"	4.34170322672336e-07	0.231947319499866	0.183	0.137	0.0142138680236469	"Mig"	"ZCCHC6"
"MAF"	4.38722913199988e-07	-0.14081830788136	0.761	0.794	0.0143629107323412	"Mig"	"MAF"
"OLFML3"	4.53968000555152e-07	-0.168911265707942	0.488	0.544	0.0148620044021746	"Mig"	"OLFML3"
"CTD-3105H18.14"	4.85467765663128e-07	0.132646852362476	0.115	0.077	0.0158932437122795	"Mig"	"CTD-3105H18.14"
"ORC4"	5.03366807640383e-07	-0.220574397821242	0.317	0.366	0.0164792225485309	"Mig"	"ORC4"
"ABCG2"	6.16575436610524e-07	-0.190712971127944	0.075	0.113	0.0201854466437553	"Mig"	"ABCG2"
"HTRA1"	6.35135136780759e-07	-0.218461261825944	0.679	0.693	0.0207930541079285	"Mig"	"HTRA1"
