"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"EPHX11"	0.0296993862158743	-0.164648195204262	0.257	0.397	1	"Endo"	"EPHX1"
"STRAP"	0.0297088550209295	-0.100776518573881	0.132	0.229	1	"Endo"	"STRAP"
"FAM188A"	0.0298434703335124	-0.055199891895407	0.086	0.164	1	"Endo"	"FAM188A"
"RPAIN1"	0.0298700541527233	-0.0924394976403369	0.066	0.136	1	"Endo"	"RPAIN"
"STAT1"	0.0299026076689338	-0.0810831930617965	0.132	0.226	1	"Endo"	"STAT1"
"CTD-2034I4.1"	0.0299282747974146	-0.108024257419984	0.066	0.136	1	"Endo"	"CTD-2034I4.1"
"PFKL1"	0.0299940938025958	-0.0710887457322685	0.105	0.193	1	"Endo"	"PFKL"
"GSPT11"	0.0300108985751046	-0.133493789466508	0.086	0.163	1	"Endo"	"GSPT1"
"CCT2"	0.0301409817805258	-0.0995615067720442	0.053	0.116	1	"Endo"	"CCT2"
"FEZ11"	0.0301656117779588	-0.109801723565069	0.086	0.164	1	"Endo"	"FEZ1"
"RNF1301"	0.0301913458352859	-0.0945769884318872	0.191	0.31	1	"Endo"	"RNF130"
"FAM172A1"	0.0301938465175575	-0.0789433175039806	0.355	0.545	1	"Endo"	"FAM172A"
"ELP3"	0.0302012471081995	-0.0883257615603977	0.066	0.136	1	"Endo"	"ELP3"
"PEAK11"	0.0302457491086482	0.0244527139638147	0.211	0.351	1	"Endo"	"PEAK1"
"DPY19L11"	0.0302820835600482	-0.0842592618985065	0.046	0.107	1	"Endo"	"DPY19L1"
"SPP11"	0.0303628598434401	-0.0436211768183701	0.164	0.275	1	"Endo"	"SPP1"
"PSME1"	0.0304067327995552	0.00641831871630849	0.171	0.294	1	"Endo"	"PSME1"
"ABCD3"	0.0306179804660541	-0.0465697854391925	0.086	0.164	1	"Endo"	"ABCD3"
"HMOX2"	0.0306388236234803	-0.0996001967942824	0.059	0.127	1	"Endo"	"HMOX2"
"PAPPA21"	0.0306612191930523	-0.0642515895199451	0.158	0.267	1	"Endo"	"PAPPA2"
"ATG4B1"	0.0307967663906155	-0.0831669768974231	0.053	0.116	1	"Endo"	"ATG4B"
"LSM4"	0.0308230479809548	-0.135917660472649	0.053	0.115	1	"Endo"	"LSM4"
"C16orf89"	0.0308608716736503	-0.0940206754796414	0.053	0.116	1	"Endo"	"C16orf89"
"CDC42BPB1"	0.0308840451462687	-0.101882826057379	0.105	0.192	1	"Endo"	"CDC42BPB"
"UBR31"	0.0308856929359498	-0.0807435310096745	0.211	0.343	1	"Endo"	"UBR3"
"HABP4"	0.0308857097465133	-0.215996802836006	0.046	0.104	1	"Endo"	"HABP4"
"GTF2F1"	0.0309298317394442	-0.123570738006844	0.046	0.106	1	"Endo"	"GTF2F1"
"CMIP1"	0.0309745853577169	-0.044339650169151	0.046	0.106	1	"Endo"	"CMIP"
"TPT1-AS11"	0.0310574121302181	-0.137540760629045	0.145	0.246	1	"Endo"	"TPT1-AS1"
"PKP41"	0.0311797921935083	-0.0411692645158164	0.342	0.512	1	"Endo"	"PKP4"
"CHD41"	0.0311871003381815	-0.0927856428954025	0.092	0.174	1	"Endo"	"CHD4"
"SRRM11"	0.031199228179616	-0.0217336781077093	0.118	0.212	1	"Endo"	"SRRM1"
"TBC1D81"	0.0312036498665716	-0.101848062122135	0.125	0.219	1	"Endo"	"TBC1D8"
"ENDOD1"	0.0312254049597731	-0.0341068318976019	0.118	0.213	1	"Endo"	"ENDOD1"
"ACBD61"	0.0312425072308256	0.0408634986460019	0.118	0.21	1	"Endo"	"ACBD6"
"RABEP11"	0.0312894255537442	-0.0889092970911657	0.138	0.241	1	"Endo"	"RABEP1"
"SAMD121"	0.0313529127411888	-0.0615432438792098	0.276	0.421	1	"Endo"	"SAMD12"
"SSNA1"	0.0313550535632138	-0.0648576417136191	0.066	0.136	1	"Endo"	"SSNA1"
"MFSD14C1"	0.0314049154769502	-0.032345679995429	0.079	0.155	1	"Endo"	"MFSD14C"
"PRPF40A1"	0.0314253053784459	0.0371010210934828	0.118	0.213	1	"Endo"	"PRPF40A"
"TAF151"	0.0315091806768987	-0.0406526981843016	0.237	0.381	1	"Endo"	"TAF15"
"HKR11"	0.0315321117585984	-0.171258894895747	0.059	0.123	1	"Endo"	"HKR1"
"CISD2"	0.0315903165879887	-0.151883168690561	0.046	0.105	1	"Endo"	"CISD2"
"PRDM161"	0.0315905976731887	0.0609759668029765	0.072	0.144	1	"Endo"	"PRDM16"
"SFI11"	0.0316406663429391	-0.127660774400488	0.059	0.124	1	"Endo"	"SFI1"
"POLR2F1"	0.0317391904101383	-0.0749749481766953	0.171	0.286	1	"Endo"	"POLR2F"
"JUND1"	0.0317694313033664	-0.118116123374877	0.072	0.144	1	"Endo"	"JUND"
"MTURN"	0.0318387649784798	-0.0449191590688134	0.066	0.135	1	"Endo"	"MTURN"
"APOLD1"	0.0318541668498693	0.0144914096075117	0.25	0.404	1	"Endo"	"APOLD1"
"CWC271"	0.031866238705741	0.0176430848511764	0.125	0.219	1	"Endo"	"CWC27"
"CHD1L"	0.0318727223831236	-0.157798515436773	0.053	0.114	1	"Endo"	"CHD1L"
"PRKAG11"	0.031945999974147	0.0192265771394429	0.066	0.136	1	"Endo"	"PRKAG1"
"ANKRA2"	0.0319837353563456	-0.159693654679452	0.053	0.114	1	"Endo"	"ANKRA2"
"CARNS11"	0.0319875401184189	0.50694597931438	0.132	0.084	1	"Endo"	"CARNS1"
"ANXA41"	0.0320584810638499	-0.0647074317233012	0.079	0.153	1	"Endo"	"ANXA4"
"RAD21"	0.0320953167444831	-0.137633936065396	0.132	0.223	1	"Endo"	"RAD21"
"MPHOSPH10"	0.032311813278766	-0.111470529978718	0.053	0.115	1	"Endo"	"MPHOSPH10"
"KDELR1"	0.0323340877200352	-0.107632297165627	0.092	0.172	1	"Endo"	"KDELR1"
"PITPNB1"	0.0324199216405836	-0.0616282652176217	0.164	0.283	1	"Endo"	"PITPNB"
"EXT11"	0.032494272709622	0.0249628713632712	0.158	0.262	1	"Endo"	"EXT1"
"AGTPBP11"	0.032496083948307	-0.190169233423274	0.099	0.178	1	"Endo"	"AGTPBP1"
"KDM2A1"	0.0325159872275497	-0.106495451681356	0.184	0.301	1	"Endo"	"KDM2A"
"SYNJ2"	0.0325358654827908	-0.0859546407932353	0.053	0.115	1	"Endo"	"SYNJ2"
"RARRES2"	0.0325388015215236	-0.0908381054099678	0.145	0.246	1	"Endo"	"RARRES2"
"RP11-382A20.4"	0.0326106806920024	-0.126878764709964	0.046	0.105	1	"Endo"	"RP11-382A20.4"
"VPS531"	0.0326619065492489	-0.0575063012788086	0.145	0.249	1	"Endo"	"VPS53"
"DOCK6"	0.0326705394868886	-0.0357980804492526	0.178	0.298	1	"Endo"	"DOCK6"
"PLLP"	0.0326909792341131	-0.0285843220316653	0.138	0.239	1	"Endo"	"PLLP"
"PLD31"	0.0327639407305783	-0.0269313330636689	0.145	0.251	1	"Endo"	"PLD3"
"ZNF2921"	0.0328288480553452	-0.163287886160804	0.178	0.292	1	"Endo"	"ZNF292"
"DCTN2"	0.0328307916913045	-0.113676829295378	0.118	0.21	1	"Endo"	"DCTN2"
"XPR11"	0.0328411445234398	0.0393831917395728	0.178	0.296	1	"Endo"	"XPR1"
"MTR1"	0.0328996429606448	-0.107720670314243	0.086	0.162	1	"Endo"	"MTR"
"LDLRAP1"	0.0329711347017436	0.0479850525836478	0.059	0.125	1	"Endo"	"LDLRAP1"
"TNKS1BP1"	0.0330361630572205	-0.097774440860927	0.046	0.105	1	"Endo"	"TNKS1BP1"
"NLRP1"	0.0330480318256358	-0.117036052885178	0.079	0.153	1	"Endo"	"NLRP1"
"CNOT7"	0.0332357919593821	-0.142500397162388	0.072	0.143	1	"Endo"	"CNOT7"
"UQCC11"	0.0333352359791231	-0.0860766386563325	0.072	0.144	1	"Endo"	"UQCC1"
"SLC26A51"	0.0333910395843323	-0.0142092076064465	0.066	0.135	1	"Endo"	"SLC26A5"
"PHC2"	0.0334519474453662	-7.57481245040603e-05	0.092	0.176	1	"Endo"	"PHC2"
"SF3B11"	0.0334956631056927	-0.111543241806101	0.178	0.292	1	"Endo"	"SF3B1"
"KIRREL"	0.0335411735583021	-0.0398791606064007	0.066	0.135	1	"Endo"	"KIRREL"
"ARHGAP351"	0.0335545544326676	-0.158198552597785	0.066	0.132	1	"Endo"	"ARHGAP35"
"NCBP3"	0.0335882291859158	-0.120295622160546	0.118	0.21	1	"Endo"	"NCBP3"
"CEP68"	0.0336103902102563	-0.0799976065446637	0.059	0.125	1	"Endo"	"CEP68"
"ENY2"	0.0336130310299279	0.0679101245906822	0.105	0.194	1	"Endo"	"ENY2"
"NSUN3"	0.0337152825601868	-0.00687897032375417	0.046	0.106	1	"Endo"	"NSUN3"
"CLMN"	0.0337775984051399	0.0111183344912535	0.158	0.268	1	"Endo"	"CLMN"
"C1orf54"	0.0339192783178992	-0.0928113139813689	0.151	0.253	1	"Endo"	"C1orf54"
"ATP1A1"	0.0339196888975671	-0.164882296887509	0.086	0.158	1	"Endo"	"ATP1A1"
"TMEM11"	0.0339924580146111	-0.136528722026983	0.053	0.114	1	"Endo"	"TMEM11"
"FAM174B1"	0.0340016468095848	-0.109484968682568	0.079	0.151	1	"Endo"	"FAM174B"
"DENND6A1"	0.0340501024117187	0.463959480538086	0.224	0.176	1	"Endo"	"DENND6A"
"CRTAP"	0.034055140227768	-0.177764993472719	0.059	0.122	1	"Endo"	"CRTAP"
"LINC013401"	0.0341185328497568	0.433292495134526	0.118	0.072	1	"Endo"	"LINC01340"
"DFNB59"	0.034271456491784	-0.140173944912995	0.072	0.141	1	"Endo"	"DFNB59"
"RFX71"	0.0342749642291454	-0.0747007734533034	0.099	0.178	1	"Endo"	"RFX7"
"IWS11"	0.0342882129264871	-0.0931801717385446	0.072	0.143	1	"Endo"	"IWS1"
"CFLAR-AS1"	0.0343454006411193	-0.108026728023924	0.053	0.114	1	"Endo"	"CFLAR-AS1"
"MDH1"	0.0344211772457759	0.525524298633626	0.211	0.164	1	"Endo"	"MDH1"
"HLF"	0.0344537638003043	-0.0435508732705727	0.224	0.358	1	"Endo"	"HLF"
"RP11-248J23.71"	0.0345502666557528	-0.0329194154127825	0.086	0.162	1	"Endo"	"RP11-248J23.7"
"IRF2BP21"	0.0345668394045277	0.011828394072081	0.125	0.219	1	"Endo"	"IRF2BP2"
"FGD41"	0.0346101191257878	-0.0198047499950609	0.197	0.32	1	"Endo"	"FGD4"
"ST6GALNAC6"	0.0346300038087175	-0.0995268661381571	0.053	0.114	1	"Endo"	"ST6GALNAC6"
"ITGA71"	0.0347561006096612	-0.0978411239745433	0.125	0.217	1	"Endo"	"ITGA7"
"SRSF21"	0.0349572038418138	0.556384841226762	0.211	0.165	1	"Endo"	"SRSF2"
"UBE2R21"	0.0349629792669391	-0.0547634535840221	0.092	0.171	1	"Endo"	"UBE2R2"
"SMG61"	0.0349774446673525	0.0401443445015512	0.171	0.288	1	"Endo"	"SMG6"
"TANGO61"	0.0349796605377458	-0.0729419383169857	0.105	0.189	1	"Endo"	"TANGO6"
"ZNF7081"	0.0350231394568946	0.0480763958553666	0.092	0.172	1	"Endo"	"ZNF708"
"UBAC21"	0.0350372225090589	-0.0589925363533407	0.118	0.21	1	"Endo"	"UBAC2"
"BTBD10"	0.0351415680610404	-0.0272604837824958	0.066	0.135	1	"Endo"	"BTBD10"
"UBR51"	0.035434508298484	-0.0324753437785477	0.197	0.322	1	"Endo"	"UBR5"
"AGK"	0.0354369828422889	-0.0851466273194265	0.046	0.105	1	"Endo"	"AGK"
"ZNF4281"	0.0354373198453867	-0.0498532851025768	0.099	0.179	1	"Endo"	"ZNF428"
"FAM193A1"	0.0356090914813379	-0.0980729886232846	0.092	0.171	1	"Endo"	"FAM193A"
"ANKRD40"	0.0356106112746584	-0.0517204614316732	0.072	0.143	1	"Endo"	"ANKRD40"
"FBXW5"	0.0356393756671622	-0.0874261717194815	0.046	0.105	1	"Endo"	"FBXW5"
"FUBP31"	0.0356420236201409	-0.057925028548363	0.053	0.114	1	"Endo"	"FUBP3"
"LUC7L21"	0.0356908397482641	-0.0556985199362021	0.053	0.114	1	"Endo"	"LUC7L2"
"KDM3A1"	0.0357081776187949	-0.151069690717964	0.053	0.113	1	"Endo"	"KDM3A"
"PIN1"	0.0357484945930871	-0.027027404758427	0.125	0.219	1	"Endo"	"PIN1"
"DECR11"	0.0358486459774309	0.0967255348119658	0.138	0.238	1	"Endo"	"DECR1"
"CNOT8"	0.0358566835690211	-0.11559194763266	0.099	0.179	1	"Endo"	"CNOT8"
"FAM3C"	0.035890006406196	-0.113485698326248	0.046	0.104	1	"Endo"	"FAM3C"
"PTPN141"	0.0359028788710153	-0.034616274728855	0.217	0.347	1	"Endo"	"PTPN14"
"ICE1"	0.0359291555872185	-0.112226638505977	0.059	0.123	1	"Endo"	"ICE1"
"FHIT1"	0.0359321342578265	-0.16901937613065	0.316	0.464	1	"Endo"	"FHIT"
"THYN1"	0.035935765856126	-0.0798874062249427	0.053	0.114	1	"Endo"	"THYN1"
"CETN3"	0.0360716185545339	-0.0392478636500241	0.059	0.123	1	"Endo"	"CETN3"
"LRRC58"	0.0360834112589366	-0.075167876734431	0.053	0.114	1	"Endo"	"LRRC58"
"NAE1"	0.0361068361411232	-0.113480322394537	0.079	0.152	1	"Endo"	"NAE1"
"MTMR9"	0.0361769089779969	-0.139015629259565	0.053	0.113	1	"Endo"	"MTMR9"
"LINC006621"	0.0362749599231037	-0.0118616821080876	0.066	0.135	1	"Endo"	"LINC00662"
"DCP2"	0.0363011275656639	-0.101789466505422	0.053	0.113	1	"Endo"	"DCP2"
"LAMA2"	0.0363619413776248	0.499449089617794	0.645	0.702	1	"Endo"	"LAMA2"
"RBBP7"	0.0364337282092621	-0.0828317929222325	0.072	0.143	1	"Endo"	"RBBP7"
"VPS36"	0.0365017643211818	-0.0323916881615478	0.125	0.218	1	"Endo"	"VPS36"
"STAU21"	0.036518499063923	-0.115904183035228	0.158	0.261	1	"Endo"	"STAU2"
"HSD17B41"	0.036587361301026	-0.110777741036323	0.118	0.205	1	"Endo"	"HSD17B4"
"ZNF5441"	0.0366276916995112	-0.148839953847142	0.086	0.158	1	"Endo"	"ZNF544"
"SPINK8"	0.0366717203081523	0.553703703279508	0.105	0.064	1	"Endo"	"SPINK8"
"EPC21"	0.0366973131653259	0.0451867167344072	0.092	0.172	1	"Endo"	"EPC2"
"FKBP51"	0.0367975538331185	-0.166429516273525	0.158	0.263	1	"Endo"	"FKBP5"
"DCUN1D41"	0.036961910958785	-0.0212296254342055	0.079	0.153	1	"Endo"	"DCUN1D4"
"ZER11"	0.0370219922200177	-0.152373723045053	0.053	0.112	1	"Endo"	"ZER1"
"PHC31"	0.0371340441718221	0.011993335561634	0.178	0.296	1	"Endo"	"PHC3"
"CLCN31"	0.0372032810770807	-0.0747515708132156	0.125	0.218	1	"Endo"	"CLCN3"
"AP2A21"	0.0372085592288766	-0.119358874249288	0.092	0.168	1	"Endo"	"AP2A2"
"FAM118B"	0.037244047133742	-0.063111598271379	0.046	0.104	1	"Endo"	"FAM118B"
"AKR1C2"	0.0373204484022056	0.705161681190704	0.118	0.074	1	"Endo"	"AKR1C2"
"UGDH-AS11"	0.0373756126685399	-0.103386388225904	0.059	0.123	1	"Endo"	"UGDH-AS1"
"GPD1L"	0.0375605817691147	-0.147998000234533	0.046	0.103	1	"Endo"	"GPD1L"
"APC1"	0.0375875628856829	-0.00746993350634584	0.092	0.171	1	"Endo"	"APC"
"BRD21"	0.0376474409142259	-0.0276030784309154	0.086	0.162	1	"Endo"	"BRD2"
"CKAP51"	0.0376881334845588	-0.14945931494862	0.059	0.122	1	"Endo"	"CKAP5"
"IFI16"	0.0378771561812671	-0.044164691585896	0.164	0.269	1	"Endo"	"IFI16"
"RB1CC11"	0.0379128923139836	0.0468793573652673	0.138	0.241	1	"Endo"	"RB1CC1"
"CAMK2G1"	0.0379588843692114	-0.0193708048024016	0.105	0.19	1	"Endo"	"CAMK2G"
"CCDC50"	0.0380497609743236	-0.141587549790015	0.118	0.204	1	"Endo"	"CCDC50"
"SLU7"	0.038078713139128	-0.0389147631503152	0.053	0.113	1	"Endo"	"SLU7"
"SYMPK1"	0.0382170602889962	-0.0439928272856925	0.059	0.123	1	"Endo"	"SYMPK"
"TBPL1"	0.0382618182279905	-0.109724204733552	0.059	0.122	1	"Endo"	"TBPL1"
"CTBS"	0.0383120525670665	-0.0869444120045652	0.059	0.122	1	"Endo"	"CTBS"
"SAE1"	0.0383242989274604	-0.0746195328435054	0.092	0.17	1	"Endo"	"SAE1"
"AGO21"	0.0383834741632373	-0.126955546606652	0.086	0.16	1	"Endo"	"AGO2"
"RFX3-AS11"	0.0384683668042628	-0.0200698935130581	0.066	0.132	1	"Endo"	"RFX3-AS1"
"NDUFS11"	0.0384986167859125	-0.0453288984230695	0.132	0.23	1	"Endo"	"NDUFS1"
"MORF4L11"	0.0385260309270241	-0.116424177809445	0.375	0.552	1	"Endo"	"MORF4L1"
"SKA21"	0.038612133799746	-0.0784206353718043	0.099	0.179	1	"Endo"	"SKA2"
"RNASEK"	0.0386293860464821	-0.0901119229832249	0.092	0.17	1	"Endo"	"RNASEK"
"CASD11"	0.0386310636637868	-0.0868168880896284	0.086	0.158	1	"Endo"	"CASD1"
"FIGN1"	0.0386411579783652	0.520792889915262	0.158	0.111	1	"Endo"	"FIGN"
"VPS281"	0.0386736502029321	-0.0689607866640758	0.145	0.247	1	"Endo"	"VPS28"
"FAM168A1"	0.0387538115631648	-0.0690993548484872	0.138	0.235	1	"Endo"	"FAM168A"
"MVB12B1"	0.0388331897803907	-0.00335978397309311	0.086	0.163	1	"Endo"	"MVB12B"
"OCIAD11"	0.0388801013563891	-0.0717125574440411	0.197	0.319	1	"Endo"	"OCIAD1"
"KIFAP31"	0.0388807139587155	-0.0722131286092189	0.132	0.226	1	"Endo"	"KIFAP3"
"SENP51"	0.0392146125097231	0.0640951410993903	0.099	0.179	1	"Endo"	"SENP5"
"PIK3C31"	0.03923440530699	-0.0412180342451426	0.086	0.161	1	"Endo"	"PIK3C3"
"NFKB11"	0.039252125642741	-0.0750123497697838	0.092	0.169	1	"Endo"	"NFKB1"
"RAD51C"	0.0393011048810436	-0.0429139412817172	0.046	0.104	1	"Endo"	"RAD51C"
"DAP"	0.0394314757187474	-0.060591739848001	0.059	0.122	1	"Endo"	"DAP"
"PCMTD11"	0.0394663045475262	-0.0627790166497333	0.224	0.358	1	"Endo"	"PCMTD1"
"GNAI1"	0.039650848345268	-0.0518810474256253	0.066	0.132	1	"Endo"	"GNAI1"
"RSRC21"	0.0396580218909262	-0.00170598831651203	0.145	0.246	1	"Endo"	"RSRC2"
"MARCH11"	0.039669009115853	-0.137322055756319	0.112	0.195	1	"Endo"	"MARCH1"
"METTL151"	0.0396961138419423	-0.144824432884886	0.158	0.255	1	"Endo"	"METTL15"
"PDLIM51"	0.0398831238762903	-0.0676416222341796	0.191	0.304	1	"Endo"	"PDLIM5"
"LINC00886"	0.0398973620894853	-0.0601464696220431	0.059	0.122	1	"Endo"	"LINC00886"
"GUCY1A21"	0.0399206870215825	-0.0162196648365331	0.132	0.227	1	"Endo"	"GUCY1A2"
"COPS4"	0.0399622240803652	-0.129802059870054	0.053	0.112	1	"Endo"	"COPS4"
"ENPEP"	0.0400963969985127	-0.157852594535781	0.046	0.101	1	"Endo"	"ENPEP"
"GANC1"	0.040179619505888	-0.113227916207068	0.053	0.112	1	"Endo"	"GANC"
"FBXO281"	0.040203765901965	-0.133436236630098	0.079	0.149	1	"Endo"	"FBXO28"
"PEX141"	0.0402051907007334	-0.0884798122361521	0.072	0.14	1	"Endo"	"PEX14"
"AKAP14"	0.0402060822996171	-0.116884004018019	0.046	0.103	1	"Endo"	"AKAP1"
"SECISBP2L1"	0.040252263057645	-0.0576364590687157	0.178	0.29	1	"Endo"	"SECISBP2L"
"RSL24D1"	0.0403919416262228	-0.0817765330821204	0.086	0.16	1	"Endo"	"RSL24D1"
"DEPTOR"	0.0404328478745319	-0.098937740237496	0.112	0.194	1	"Endo"	"DEPTOR"
"RIC8B1"	0.0405336142862932	-0.169735379833569	0.066	0.13	1	"Endo"	"RIC8B"
"NAP1L41"	0.0405355225978004	-0.093024777049701	0.171	0.281	1	"Endo"	"NAP1L4"
"MAGOH"	0.0406558280343025	-0.0635770363010959	0.079	0.151	1	"Endo"	"MAGOH"
"PPM1K1"	0.0406798977738077	-0.0753982078343685	0.079	0.151	1	"Endo"	"PPM1K"
"NUP88"	0.0407267312386704	-0.0413607656615752	0.066	0.131	1	"Endo"	"NUP88"
"CCDC3"	0.0407294588617696	-0.0104899532790872	0.118	0.208	1	"Endo"	"CCDC3"
"RPGR"	0.0407986395279197	-0.167055629833887	0.066	0.129	1	"Endo"	"RPGR"
"SOX131"	0.04084182032431	-0.101566425046011	0.066	0.13	1	"Endo"	"SOX13"
"LRP11"	0.0409923549764054	-0.0748604471123553	0.178	0.286	1	"Endo"	"LRP1"
"RFC1"	0.0409961423730226	-0.0316637211221986	0.138	0.235	1	"Endo"	"RFC1"
"IBTK1"	0.041073820230219	-0.139079927040466	0.079	0.147	1	"Endo"	"IBTK"
"EIF2AK41"	0.0410919650484755	-0.122587732650002	0.053	0.111	1	"Endo"	"EIF2AK4"
"FAM129A"	0.0411637505187781	-0.110804525100637	0.059	0.121	1	"Endo"	"FAM129A"
"JAG1"	0.0411828992296096	0.062272095222322	0.099	0.179	1	"Endo"	"JAG1"
"PXK1"	0.0411914592547655	-0.00726465174780455	0.086	0.16	1	"Endo"	"PXK"
"EPG5"	0.0412036031503274	-0.157969350481749	0.053	0.111	1	"Endo"	"EPG5"
"DNAH91"	0.0412036051730895	-0.152736807107048	0.053	0.111	1	"Endo"	"DNAH9"
"FO538757.21"	0.0412123292244286	-0.0849077156109178	0.092	0.168	1	"Endo"	"FO538757.2"
"COPS2"	0.04128168835683	-0.096386578415148	0.053	0.112	1	"Endo"	"COPS2"
"TMEM51"	0.041321891004169	-0.0826397320979646	0.072	0.139	1	"Endo"	"TMEM51"
"TRAF3IP21"	0.0413831790614175	-0.062585879754285	0.046	0.103	1	"Endo"	"TRAF3IP2"
"CCDC102B"	0.0414421551482549	0.0248508999255144	0.132	0.227	1	"Endo"	"CCDC102B"
"MRPS7"	0.0414488818177892	-0.0326856829217493	0.072	0.141	1	"Endo"	"MRPS7"
"FAM65B1"	0.0415378418311751	-0.0886799241134568	0.112	0.196	1	"Endo"	"FAM65B"
"HDAC81"	0.0415667534609214	-0.0604118139954288	0.217	0.339	1	"Endo"	"HDAC8"
"BBS91"	0.0416664799229894	-0.155097543141768	0.349	0.511	1	"Endo"	"BBS9"
"MAPK61"	0.0416770755355096	-0.0341072505753246	0.079	0.151	1	"Endo"	"MAPK6"
"NCOA11"	0.0416922145832291	-0.113365912688316	0.447	0.669	1	"Endo"	"NCOA1"
"NTNG11"	0.0417014575347908	-0.125349275946475	0.059	0.12	1	"Endo"	"NTNG1"
"MCPH11"	0.0418017343086106	0.0421846444149745	0.171	0.282	1	"Endo"	"MCPH1"
"OSBPL5"	0.0418146643147411	0.0010511817094232	0.066	0.131	1	"Endo"	"OSBPL5"
"RAF11"	0.0418148793926532	-0.0780243293463341	0.105	0.188	1	"Endo"	"RAF1"
"FIS11"	0.0418231507982175	-0.045749889485994	0.191	0.314	1	"Endo"	"FIS1"
"CBR11"	0.0418782134165358	0.0265742570105767	0.072	0.141	1	"Endo"	"CBR1"
"FNBP1L1"	0.0419028773735298	-0.0408338391658165	0.145	0.246	1	"Endo"	"FNBP1L"
"TBCK1"	0.0419757270266138	-0.0791915655441058	0.171	0.274	1	"Endo"	"TBCK"
"PDE7A1"	0.0420043409004598	-0.0276701928885748	0.086	0.16	1	"Endo"	"PDE7A"
"DNAJC2"	0.042016534552235	-0.17161794551014	0.046	0.1	1	"Endo"	"DNAJC2"
"MPPED21"	0.0420308945233738	-0.0145921220213652	0.171	0.278	1	"Endo"	"MPPED2"
"DDR21"	0.0420979468442365	0.0100760277962315	0.132	0.226	1	"Endo"	"DDR2"
"NDUFA5"	0.0422252458498028	-0.0164663560757479	0.145	0.245	1	"Endo"	"NDUFA5"
"MED28"	0.0422355416849027	-0.0536556844559775	0.066	0.131	1	"Endo"	"MED28"
"SPG71"	0.0423420599320823	-0.0496531678372402	0.072	0.139	1	"Endo"	"SPG7"
"CCDC921"	0.0423589228599037	-0.0889030777783087	0.059	0.12	1	"Endo"	"CCDC92"
"SRI1"	0.0424054496072722	-0.0556864652727356	0.178	0.292	1	"Endo"	"SRI"
"MAPKAP11"	0.0424457210299982	-0.0449661674642061	0.132	0.225	1	"Endo"	"MAPKAP1"
"C1GALT1"	0.042469681921039	-0.0128014848305591	0.079	0.151	1	"Endo"	"C1GALT1"
"TUBA1A1"	0.0424748175857766	0.0366895061029053	0.283	0.442	1	"Endo"	"TUBA1A"
"MORF4L2"	0.0425146151057643	-0.118479195900768	0.145	0.241	1	"Endo"	"MORF4L2"
"DHRS4-AS1"	0.0425193336939063	-0.0700473821307834	0.066	0.13	1	"Endo"	"DHRS4-AS1"
"GRN"	0.0425915184605379	-0.145010366623109	0.086	0.156	1	"Endo"	"GRN"
"RGCC1"	0.0427134399540684	1.00494279351306	0.23	0.19	1	"Endo"	"RGCC"
"HMCN1"	0.0427175844066781	-0.0755999360248865	0.112	0.19	1	"Endo"	"HMCN1"
"ARL2BP"	0.042721555218861	-0.0480698776958036	0.086	0.158	1	"Endo"	"ARL2BP"
"MED22"	0.0427360666228105	-0.119056278249086	0.053	0.111	1	"Endo"	"MED22"
"RAB14"	0.0428333414618549	0.00837483315852205	0.151	0.254	1	"Endo"	"RAB14"
"PPM1H"	0.0428532930265568	-0.187963083117229	0.224	0.34	1	"Endo"	"PPM1H"
"GJA4"	0.0430823114751692	-0.0965791906326707	0.066	0.13	1	"Endo"	"GJA4"
"ZNF3261"	0.0431329693295788	-0.0855560552104701	0.059	0.121	1	"Endo"	"ZNF326"
"FAM117B"	0.043169963527668	-0.0241100781075838	0.072	0.14	1	"Endo"	"FAM117B"
"POLR2E"	0.0433129965899456	-0.0723218155330518	0.079	0.149	1	"Endo"	"POLR2E"
"ZFYVE211"	0.0433480306144801	-0.0182268748377454	0.086	0.16	1	"Endo"	"ZFYVE21"
"CMTM7"	0.0435719479379174	-0.0984432556537479	0.046	0.101	1	"Endo"	"CMTM7"
"UBR41"	0.0435894127552378	-0.0183651855954365	0.072	0.14	1	"Endo"	"UBR4"
"OLFML2A"	0.043628217663609	-0.0428333142584471	0.066	0.131	1	"Endo"	"OLFML2A"
"ATF1"	0.0436436002203833	-0.0985786647989381	0.059	0.12	1	"Endo"	"ATF1"
"LPIN11"	0.0436473674767144	-0.1528310042105	0.046	0.1	1	"Endo"	"LPIN1"
"VIM"	0.043844070992915	-0.168106507049042	0.421	0.582	1	"Endo"	"VIM"
"PPP4C"	0.0438874043139855	0.0226877289377539	0.079	0.151	1	"Endo"	"PPP4C"
"NFATC2IP"	0.0439610511901702	-0.104709295903758	0.053	0.111	1	"Endo"	"NFATC2IP"
"CLDN111"	0.0439616662480047	0.91764255638002	0.25	0.211	1	"Endo"	"CLDN11"
"ZNF24"	0.0440549768785855	-0.0801583803500421	0.092	0.168	1	"Endo"	"ZNF24"
"TF1"	0.0440597928795485	-0.0874452682389835	0.191	0.304	1	"Endo"	"TF"
"KDM3B1"	0.0441156157981691	-0.0276122436810659	0.118	0.205	1	"Endo"	"KDM3B"
"CRBN1"	0.0441628099822862	-0.0306175537291036	0.132	0.225	1	"Endo"	"CRBN"
