"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"LYST"	3.084085693555e-05	-0.361858971424371	0.067	0.157	1	"Ast"	"LYST"
"THUMPD3-AS1"	3.1107343285466e-05	-0.476491612787516	0.089	0.187	1	"Ast"	"THUMPD3-AS1"
"WIF1"	3.1584022202339e-05	1.07336751963464	0.134	0.051	1	"Ast"	"WIF1"
"WDR60"	3.46047490825406e-05	-0.457695710692458	0.174	0.298	1	"Ast"	"WDR60"
"AQP1"	3.57886946882217e-05	-0.473710195598467	0.123	0.236	1	"Ast"	"AQP1"
"MPHOSPH8"	3.71728666020299e-05	-0.281632942832718	0.283	0.447	1	"Ast"	"MPHOSPH8"
"FGFR3"	3.72620857008226e-05	0.81728222686975	0.464	0.379	1	"Ast"	"FGFR3"
"FAM107A"	5.80130620710469e-05	0.82840300621227	0.383	0.287	1	"Ast"	"FAM107A"
"RNF19A"	6.58983652319414e-05	-0.511486959281341	0.119	0.222	1	"Ast"	"RNF19A"
"KCNJ10"	7.61744866665714e-05	1.03294503932267	0.281	0.19	1	"Ast"	"KCNJ10"
"KAT6B"	7.95908375064744e-05	-0.413573719165623	0.059	0.138	1	"Ast"	"KAT6B"
"ACAP2"	9.02541850052989e-05	-0.444341644620361	0.091	0.184	1	"Ast"	"ACAP2"
"ADIRF"	9.05119453567664e-05	0.870287849956855	0.109	0.222	1	"Ast"	"ADIRF"
"CH17-189H20.1"	9.20124796926071e-05	-0.424753858917321	0.063	0.144	1	"Ast"	"CH17-189H20.1"
"ABL2"	9.26536028785166e-05	-0.294478016200214	0.043	0.114	1	"Ast"	"ABL2"
"PIK3C2A"	9.56922517708444e-05	-0.296923139636246	0.051	0.127	1	"Ast"	"PIK3C2A"
"POLR2J3"	0.000101147712730077	-0.252465454806814	0.184	0.312	1	"Ast"	"POLR2J3"
"WDR11"	0.000104151522147919	-0.457685928142407	0.067	0.149	1	"Ast"	"WDR11"
"MT-ND5"	0.000108796917566596	0.728252363430197	0.451	0.379	1	"Ast"	"MT-ND5"
"SF1"	0.000116365620149439	-0.387205078570905	0.178	0.298	1	"Ast"	"SF1"
"SNCG"	0.000140309344592369	-0.485339394534133	0.095	0.184	1	"Ast"	"SNCG"
"NME3"	0.000140542111725835	-0.202551305217741	0.142	0.255	1	"Ast"	"NME3"
"NCAN"	0.000147698035913278	0.900760242664415	0.296	0.203	1	"Ast"	"NCAN"
"UBR3"	0.000149144153385801	-0.308985830617198	0.051	0.125	1	"Ast"	"UBR3"
"ICA1L"	0.000151688153742711	-0.541427305566585	0.073	0.152	1	"Ast"	"ICA1L"
"CALD1"	0.000157227121231785	-0.0686783949151821	0.115	0.22	1	"Ast"	"CALD1"
"TRA2A"	0.000161037615948671	-0.180045212716371	0.097	0.195	1	"Ast"	"TRA2A"
"WHSC1L1"	0.000167600534566843	-0.323160248605692	0.176	0.293	1	"Ast"	"WHSC1L1"
"SFI1"	0.000168897889657476	-0.147179959821753	0.051	0.125	1	"Ast"	"SFI1"
"SRSF11"	0.00017753811972981	-0.228297062756661	0.243	0.379	1	"Ast"	"SRSF11"
"DSTYK"	0.000192960539957154	-0.276945272999462	0.047	0.117	1	"Ast"	"DSTYK"
"ID4"	0.000206067384217238	-0.411396224906253	0.123	0.225	1	"Ast"	"ID4"
"ANKRD36C"	0.000211329801543968	-0.361085521882655	0.168	0.279	1	"Ast"	"ANKRD36C"
"SCAMP2"	0.000214665013083294	-0.287548960071016	0.047	0.117	1	"Ast"	"SCAMP2"
"SAT1"	0.000215855223866369	-0.450555491630155	0.19	0.309	1	"Ast"	"SAT1"
"EFEMP1"	0.000216926894547001	-0.40679767904643	0.055	0.127	1	"Ast"	"EFEMP1"
"NUMB"	0.000220572779874772	-0.439964754562478	0.101	0.192	1	"Ast"	"NUMB"
"TPT1"	0.000221186758319594	1.01822635090868	0.217	0.13	1	"Ast"	"TPT1"
"LONRF2"	0.000221856857345101	-0.292400855379188	0.079	0.163	1	"Ast"	"LONRF2"
"ZRANB1"	0.000235934067767595	-0.356981013857652	0.061	0.136	1	"Ast"	"ZRANB1"
"NCOR1"	0.000251362281809081	-0.404221921383282	0.14	0.238	1	"Ast"	"NCOR1"
"TAOK1"	0.00025305252842111	-0.419882375591262	0.113	0.206	1	"Ast"	"TAOK1"
"NTM"	0.000270685130998928	0.710776144741183	0.587	0.566	1	"Ast"	"NTM"
"CD99"	0.000277996603506673	-0.408419210677433	0.073	0.152	1	"Ast"	"CD99"
"B4GALNT1"	0.00029188179370788	-0.346153926466088	0.059	0.13	1	"Ast"	"B4GALNT1"
"SMTN"	0.000297435789653735	1.04617316661931	0.196	0.117	1	"Ast"	"SMTN"
"AHNAK"	0.000298341192332786	-0.23012435635018	0.148	0.257	1	"Ast"	"AHNAK"
"ERBB2IP"	0.000317322364989332	-0.379759558782807	0.132	0.23	1	"Ast"	"ERBB2IP"
"TRAK2"	0.000320116153109858	-0.262533609749442	0.047	0.114	1	"Ast"	"TRAK2"
"RTF1"	0.000363779379585418	-0.517301270578757	0.13	0.22	1	"Ast"	"RTF1"
"ZFYVE21"	0.0003650774951501	-0.466598086810987	0.095	0.179	1	"Ast"	"ZFYVE21"
"ZNF638"	0.000374315363513294	-0.309387434370199	0.132	0.228	1	"Ast"	"ZNF638"
"NDRG2"	0.000385111327301242	0.732622845474547	0.524	0.488	1	"Ast"	"NDRG2"
"SLC30A1"	0.000389176073271285	-0.36711216857392	0.095	0.182	1	"Ast"	"SLC30A1"
"CHD9"	0.00039214139103353	-0.321511283528686	0.277	0.407	1	"Ast"	"CHD9"
"CFDP1"	0.000408480247972437	-0.435225046975752	0.043	0.103	1	"Ast"	"CFDP1"
"KNOP1"	0.000412286275422531	-0.313809245120394	0.188	0.301	1	"Ast"	"KNOP1"
"ETNPPL"	0.00041456293376052	-0.261296932416933	0.097	0.187	1	"Ast"	"ETNPPL"
"SRRM2"	0.000428310112309667	-0.231443184680878	0.269	0.412	1	"Ast"	"SRRM2"
"PRRX1"	0.000443781781975227	-0.526167013797143	0.04	0.1	1	"Ast"	"PRRX1"
"WLS"	0.000456068061564555	-0.327587908267504	0.136	0.236	1	"Ast"	"WLS"
"RSRC1"	0.00045820053853096	-0.31437540603821	0.051	0.117	1	"Ast"	"RSRC1"
"NEUROD2"	0.000466918567466563	-0.254340259694259	0.051	0.117	1	"Ast"	"NEUROD2"
"ALDOC"	0.000469094664652087	0.882422770265499	0.348	0.274	1	"Ast"	"ALDOC"
"TLE1"	0.000478561921241946	-0.518301952046213	0.061	0.13	1	"Ast"	"TLE1"
"BAIAP3"	0.000491846627983826	-0.358540470152022	0.107	0.195	1	"Ast"	"BAIAP3"
"CTSD"	0.000499447425480492	-0.309250634100239	0.383	0.537	1	"Ast"	"CTSD"
"ZRANB2"	0.00050120145100093	-0.309488832917426	0.136	0.23	1	"Ast"	"ZRANB2"
"KIFAP3"	0.000504556856781755	-0.3769838217936	0.061	0.13	1	"Ast"	"KIFAP3"
"TCF25"	0.00050781123354882	-0.205433600988777	0.156	0.26	1	"Ast"	"TCF25"
"NSD1"	0.000507920436630286	-0.367941143321797	0.067	0.138	1	"Ast"	"NSD1"
"CABLES1"	0.000508152536762203	0.903386678612167	0.117	0.051	1	"Ast"	"CABLES1"
"SNHG25"	0.000508254690925211	0.999475905839289	0.33	0.255	1	"Ast"	"SNHG25"
"KANSL1"	0.000522622606345458	-0.190347866530111	0.059	0.13	1	"Ast"	"KANSL1"
"PSMD5-AS1"	0.000527007081422401	-0.458522759498869	0.049	0.111	1	"Ast"	"PSMD5-AS1"
"BCYRN1"	0.000544786059047192	-0.625183808296505	0.283	0.401	1	"Ast"	"BCYRN1"
"NKTR"	0.000576619239895698	-0.211033389971058	0.251	0.379	1	"Ast"	"NKTR"
"GOSR1"	0.000582032117229641	-0.350747794973587	0.059	0.127	1	"Ast"	"GOSR1"
"PPP1R3E"	0.000596511219461465	-0.34562046358462	0.081	0.157	1	"Ast"	"PPP1R3E"
"SOX2"	0.000606129221086919	-0.262809642592882	0.186	0.301	1	"Ast"	"SOX2"
"ARID1A"	0.000606690760991227	-0.156697782671675	0.103	0.192	1	"Ast"	"ARID1A"
"TTC3"	0.000629130439119081	-0.362913696448173	0.273	0.396	1	"Ast"	"TTC3"
"BMP2K"	0.000635062949706859	-0.378865830350337	0.063	0.133	1	"Ast"	"BMP2K"
"IL17D"	0.000648351389922206	-0.396822366479984	0.049	0.111	1	"Ast"	"IL17D"
"MAPT"	0.000657594005063541	-0.443434783742714	0.119	0.203	1	"Ast"	"MAPT"
"FRRS1L"	0.00066863632480437	-0.181114796032275	0.071	0.144	1	"Ast"	"FRRS1L"
"DZIP3"	0.000673905103590955	-0.229149853562098	0.059	0.127	1	"Ast"	"DZIP3"
"FLRT2"	0.000682207486124804	-0.238507594163288	0.109	0.198	1	"Ast"	"FLRT2"
"LRCH3"	0.000709527197769364	-0.454962575841134	0.065	0.133	1	"Ast"	"LRCH3"
"MLLT10"	0.000737160492192968	-0.27030096755837	0.047	0.108	1	"Ast"	"MLLT10"
"KLHDC10"	0.00074792239651066	-0.305338512519255	0.059	0.125	1	"Ast"	"KLHDC10"
"FAM189A2"	0.00075594864688419	-0.299573277618749	0.061	0.13	1	"Ast"	"FAM189A2"
"AHI1"	0.00076950816746129	-0.220006070543418	0.279	0.412	1	"Ast"	"AHI1"
"GPT2"	0.000784848682000098	-0.35083204831168	0.101	0.184	1	"Ast"	"GPT2"
"STK25"	0.000788047109355283	-0.144740476092587	0.085	0.165	1	"Ast"	"STK25"
"SHPRH"	0.000791910650702196	-0.441480229634408	0.105	0.187	1	"Ast"	"SHPRH"
"RASD1"	0.000796950234241238	-0.428955466113341	0.136	0.222	1	"Ast"	"RASD1"
"ATXN7"	0.000808767251997858	-0.203361440035659	0.053	0.117	1	"Ast"	"ATXN7"
"DLG1"	0.000817557945355741	-0.368887224676611	0.083	0.157	1	"Ast"	"DLG1"
"APC"	0.000830846682077575	-0.241051295478903	0.209	0.322	1	"Ast"	"APC"
"THOC2"	0.00084043442327128	-0.234625378593535	0.095	0.176	1	"Ast"	"THOC2"
"PAX6"	0.000842968782643637	-0.484325887528107	0.081	0.154	1	"Ast"	"PAX6"
"TTC9B"	0.000850742857756118	-0.177218582963356	0.055	0.119	1	"Ast"	"TTC9B"
"DYNLL2"	0.0008551569980083	-0.244831866048213	0.119	0.209	1	"Ast"	"DYNLL2"
"ZDHHC21"	0.000860599337243775	-0.244518568859468	0.089	0.168	1	"Ast"	"ZDHHC21"
"CSF1"	0.000871354644646264	-0.455659693947763	0.075	0.146	1	"Ast"	"CSF1"
"WASF3"	0.000874804115646671	-0.336529851644676	0.097	0.176	1	"Ast"	"WASF3"
"MSL1"	0.000878579985066507	-0.371309289150777	0.079	0.152	1	"Ast"	"MSL1"
"CYHR1"	0.000888640974401605	-0.242141231239892	0.186	0.29	1	"Ast"	"CYHR1"
"RP11-138A9.2"	0.000899620658400548	-0.3673697703965	0.045	0.103	1	"Ast"	"RP11-138A9.2"
"B2M"	0.000903826247406021	2.12768288728848	0.198	0.122	1	"Ast"	"B2M"
"TMBIM1"	0.00092759388521962	-0.299833850378697	0.126	0.217	1	"Ast"	"TMBIM1"
"EMX2"	0.000931924193033797	0.794049452786557	0.417	0.352	1	"Ast"	"EMX2"
"SCN1A"	0.000947147522641258	-0.339085519084367	0.045	0.103	1	"Ast"	"SCN1A"
"NEBL"	0.000964115971691034	-0.266564602287863	0.178	0.285	1	"Ast"	"NEBL"
"HP1BP3"	0.00103587038614162	-0.123620482960325	0.251	0.382	1	"Ast"	"HP1BP3"
"DDX24"	0.00103597700066251	-0.346675538066173	0.16	0.252	1	"Ast"	"DDX24"
"WBP2"	0.00103659847354062	-0.24215398297024	0.188	0.293	1	"Ast"	"WBP2"
"S100A1"	0.00105361261207734	-0.325006554180713	0.115	0.201	1	"Ast"	"S100A1"
"NUFIP2"	0.00106390863924329	-0.34393146469843	0.113	0.198	1	"Ast"	"NUFIP2"
"GAPDH"	0.00106494814098006	0.728000073673909	0.587	0.591	1	"Ast"	"GAPDH"
"FKBP5"	0.00107120471443188	-0.335371601067799	0.067	0.136	1	"Ast"	"FKBP5"
"SLC43A2"	0.0010738718435362	-0.277225501116671	0.063	0.13	1	"Ast"	"SLC43A2"
"RUFY2"	0.0010766214430748	-0.390451434998885	0.061	0.125	1	"Ast"	"RUFY2"
"COX7C"	0.0011104377546841	0.963531860377783	0.245	0.171	1	"Ast"	"COX7C"
"KIDINS220"	0.00112819963063526	-0.290664156885343	0.121	0.209	1	"Ast"	"KIDINS220"
"CD44"	0.00118931530261928	-0.452086901011049	0.059	0.122	1	"Ast"	"CD44"
"FAM133B"	0.00119110460701994	-0.153692630238402	0.156	0.257	1	"Ast"	"FAM133B"
"NMT1"	0.00120412995755064	-0.27192359865127	0.136	0.225	1	"Ast"	"NMT1"
"IFRD1"	0.0012167930380991	-0.407377773041847	0.085	0.157	1	"Ast"	"IFRD1"
"DTNA"	0.00122334884292503	-0.166334190507239	0.455	0.631	1	"Ast"	"DTNA"
"HMGXB4"	0.00122771374637593	-0.453457823503263	0.047	0.103	1	"Ast"	"HMGXB4"
"DHCR24"	0.00126324389169863	-0.415056012167967	0.073	0.141	1	"Ast"	"DHCR24"
"SESN3"	0.00126873983165289	-0.34066920828085	0.126	0.211	1	"Ast"	"SESN3"
"NEAT1"	0.00129397472151795	-0.551149877971697	0.877	0.957	1	"Ast"	"NEAT1"
"GPBP1"	0.00132845755043153	-0.283756983429014	0.162	0.255	1	"Ast"	"GPBP1"
"LRRFIP1"	0.00136141041717643	-0.25766071855995	0.051	0.111	1	"Ast"	"LRRFIP1"
"PHACTR3"	0.00137558073171725	-0.32152662944634	0.063	0.127	1	"Ast"	"PHACTR3"
"KRIT1"	0.00138589750537057	-0.391261950441468	0.047	0.103	1	"Ast"	"KRIT1"
"GCC2"	0.00139089690911983	-0.271799538408418	0.128	0.211	1	"Ast"	"GCC2"
"GANAB"	0.00140581933667152	-0.262321290910055	0.089	0.165	1	"Ast"	"GANAB"
"GJB6"	0.00141964330749205	0.849773376325154	0.107	0.049	1	"Ast"	"GJB6"
"HACD2"	0.00142058719914865	-0.239685261058308	0.055	0.117	1	"Ast"	"HACD2"
"DDX46"	0.00145123360823043	-0.309258022766815	0.093	0.168	1	"Ast"	"DDX46"
"PTTG1IP"	0.001473969923825	-0.325316938186621	0.188	0.29	1	"Ast"	"PTTG1IP"
"ROBO3"	0.00147832521881795	-0.209313074688138	0.075	0.146	1	"Ast"	"ROBO3"
"UBTF"	0.00150254963496355	-0.15348252713315	0.081	0.154	1	"Ast"	"UBTF"
"ITPR2"	0.00151399723379526	-0.451258852915492	0.142	0.228	1	"Ast"	"ITPR2"
"VPS13A"	0.0015448257292395	-0.25315251587317	0.085	0.157	1	"Ast"	"VPS13A"
"YIPF2"	0.00158068472436447	-0.240904328590768	0.045	0.1	1	"Ast"	"YIPF2"
"NARS"	0.0015946676996935	-0.276268090774299	0.047	0.103	1	"Ast"	"NARS"
"UNKL"	0.00159693744277184	-0.189292196582977	0.057	0.119	1	"Ast"	"UNKL"
"BOD1L1"	0.00159964679865098	-0.110239858190289	0.083	0.157	1	"Ast"	"BOD1L1"
"ARIH1"	0.00164026513079767	-0.40979884805159	0.059	0.119	1	"Ast"	"ARIH1"
"EPHX1"	0.00169111702870725	-0.130500159281218	0.231	0.35	1	"Ast"	"EPHX1"
"UQCRB"	0.00169339470943062	0.965087569128772	0.227	0.157	1	"Ast"	"UQCRB"
"AKAP11"	0.00170940095092729	-0.119216305685205	0.101	0.182	1	"Ast"	"AKAP11"
"TOR1AIP2"	0.00171590643811235	-0.300375264419087	0.051	0.108	1	"Ast"	"TOR1AIP2"
"MSI2"	0.0017598214906888	-0.218268366775609	0.287	0.415	1	"Ast"	"MSI2"
"GOLGB1"	0.00181589229416918	-0.366372014045493	0.13	0.211	1	"Ast"	"GOLGB1"
"SLC27A1"	0.00186897523238002	-0.238487680972078	0.154	0.247	1	"Ast"	"SLC27A1"
"AFF1"	0.00188569020823258	-0.397876313478481	0.089	0.16	1	"Ast"	"AFF1"
"MAP1B"	0.00188898232672364	-0.14518508933679	0.304	0.439	1	"Ast"	"MAP1B"
