"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"JTB"	4.45640268125835e-59	0.0566636886888268	0.172	0.119	1.49695022466149e-54	"Neur"	"JTB"
"ARHGEF3"	4.48003782314408e-59	0.0588474255271187	0.191	0.135	1.50488950517233e-54	"Neur"	"ARHGEF3"
"PJA1"	4.79366318784882e-59	0.066016447786808	0.181	0.126	1.6102394014303e-54	"Neur"	"PJA1"
"PURA1"	5.68516658723845e-59	0.069629358861488	0.521	0.416	1.90970430831927e-54	"Neur"	"PURA"
"ARHGAP51"	6.47870711656729e-59	0.0285546876279015	0.311	0.233	2.17626250752612e-54	"Neur"	"ARHGAP5"
"RMND5A"	7.13328819080078e-59	0.061426465229387	0.213	0.152	2.39614283617189e-54	"Neur"	"RMND5A"
"AARS1"	7.16276800327710e-59	0.0393229415544338	0.265	0.194	2.40604539998081e-54	"Neur"	"AARS"
"ZNF711"	7.68231115794129e-59	0.0745857623815112	0.108	0.068	2.58056514106406e-54	"Neur"	"ZNF711"
"CAMK2A1"	7.91477876827242e-59	0.14299474276669	0.774	0.689	2.65865333605039e-54	"Neur"	"CAMK2A"
"KCNAB21"	7.99982905593135e-59	0.0670455039057158	0.439	0.343	2.6872225781779e-54	"Neur"	"KCNAB2"
"TPM4"	8.69601352396341e-59	0.0716674772095602	0.118	0.075	2.92107790283455e-54	"Neur"	"TPM4"
"THUMPD1"	8.80132453888348e-59	0.0572619946522989	0.211	0.15	2.95645292585635e-54	"Neur"	"THUMPD1"
"CCDC85A"	9.07077768565393e-59	0.0796180505016459	0.152	0.103	3.04696493238801e-54	"Neur"	"CCDC85A"
"ROBO2"	9.19571778128165e-59	0.0600045598858212	0.121	0.078	3.08893355991032e-54	"Neur"	"ROBO2"
"CAPZA1"	1.00157339463942e-58	0.070202185131656	0.136	0.09	3.36438518993326e-54	"Neur"	"CAPZA1"
"PRKAG2"	1.01764962369537e-58	0.0491578805500547	0.232	0.167	3.41838685095511e-54	"Neur"	"PRKAG2"
"DOHH"	1.03683793784821e-58	0.0917723655729217	0.125	0.082	3.48284231702594e-54	"Neur"	"DOHH"
"RCHY1"	1.06343169883702e-58	0.0728592973396788	0.109	0.069	3.57217341956342e-54	"Neur"	"RCHY1"
"ACTR3"	1.08321591661975e-58	0.0501662935701472	0.155	0.105	3.63863058551741e-54	"Neur"	"ACTR3"
"MEF2A1"	1.10425322289229e-58	0.037890444900003	0.359	0.273	3.7092970010175e-54	"Neur"	"MEF2A"
"FAM45A"	1.34194899869433e-58	0.0425370418536669	0.146	0.098	4.50774088151414e-54	"Neur"	"FAM45A"
"GOT2"	1.40209345640881e-58	0.0506701162984678	0.214	0.154	4.70977212942282e-54	"Neur"	"GOT2"
"STXBP5-AS1"	1.40502223882766e-58	0.0529554110861391	0.126	0.081	4.71961020244599e-54	"Neur"	"STXBP5-AS1"
"SPG20"	1.6719921580763e-58	0.0499885778382192	0.191	0.134	5.6163888581941e-54	"Neur"	"SPG20"
"TMEM50B"	1.83536631441272e-58	0.0490529520672894	0.14	0.093	6.16517898674376e-54	"Neur"	"TMEM50B"
"FEZ21"	2.02974442114416e-58	0.051175271943434	0.264	0.195	6.81811448506534e-54	"Neur"	"FEZ2"
"GLCCI1"	2.09047364487028e-58	0.0638102835599605	0.196	0.139	7.02211002048376e-54	"Neur"	"GLCCI1"
"EFNA5"	2.41340989799202e-58	0.034865939079743	0.233	0.168	8.10688518834501e-54	"Neur"	"EFNA5"
"DLGAP4"	2.4164075852324e-58	0.0488596907553689	0.267	0.198	8.11695471955415e-54	"Neur"	"DLGAP4"
"ATAD1"	2.42496553610424e-58	0.0563706721674214	0.15	0.102	8.14570173232774e-54	"Neur"	"ATAD1"
"EIF2S21"	2.70423488303413e-58	0.0174802889958509	0.196	0.138	9.08379539559993e-54	"Neur"	"EIF2S2"
"NIPAL3"	2.71404807808339e-58	0.0599188997029658	0.117	0.075	9.1167588990899e-54	"Neur"	"NIPAL3"
"BCAS4"	2.82778980828355e-58	0.0733405318782924	0.113	0.072	9.49882874500526e-54	"Neur"	"BCAS4"
"PKIG"	2.93562299296609e-58	0.0506636672350432	0.191	0.134	9.86105119567238e-54	"Neur"	"PKIG"
"IMP3"	3.18118281918547e-58	0.0641169634089461	0.1	0.061	1.06859112079259e-53	"Neur"	"IMP3"
"CCDC28A"	3.24750721608716e-58	0.0705327237269353	0.125	0.081	1.09087014895584e-53	"Neur"	"CCDC28A"
"CSNK1A11"	3.25888052746654e-58	0.0289090822449751	0.347	0.263	1.09469055798128e-53	"Neur"	"CSNK1A1"
"TMEM183A"	3.57313564404818e-58	0.0572010402510964	0.126	0.082	1.20025199419222e-53	"Neur"	"TMEM183A"
"MDGA2"	3.77142488388519e-58	0.0769435191039294	0.127	0.083	1.26685933274588e-53	"Neur"	"MDGA2"
"ACTN2"	3.83260542719958e-58	0.0592585025297575	0.135	0.089	1.28741048905061e-53	"Neur"	"ACTN2"
"ATCAY"	4.20286400700075e-58	0.053676269863244	0.402	0.311	1.41178404859162e-53	"Neur"	"ATCAY"
"EXTL3"	5.64697044313801e-58	0.0710665182438244	0.194	0.138	1.89687384155449e-53	"Neur"	"EXTL3"
"SNRNP27"	5.75895107416721e-58	0.0366117499826909	0.166	0.114	1.93448925532351e-53	"Neur"	"SNRNP27"
"PHC2"	6.51743473692363e-58	0.125234347367013	0.148	0.102	2.18927150248002e-53	"Neur"	"PHC2"
"ZDHHC171"	6.89607347890463e-58	0.0626096348422556	0.3	0.226	2.31646004229885e-53	"Neur"	"ZDHHC17"
"SMIM7"	7.78173893056761e-58	0.059601394198694	0.108	0.067	2.61396392416697e-53	"Neur"	"SMIM7"
"CAMSAP21"	8.09959068110676e-58	0.0528321754068977	0.434	0.339	2.72073350569057e-53	"Neur"	"CAMSAP2"
"HECTD11"	8.62562222198008e-58	0.0315708480422825	0.261	0.192	2.89743276058533e-53	"Neur"	"HECTD1"
"SKIL"	8.77624005159156e-58	0.0518314224208932	0.169	0.117	2.94802679573012e-53	"Neur"	"SKIL"
"FAM98B"	9.76177872737869e-58	0.0611633838905482	0.172	0.119	3.27907909231378e-53	"Neur"	"FAM98B"
"COX201"	1.05471474395351e-57	0.0610338237084028	0.113	0.072	3.54289229641424e-53	"Neur"	"COX20"
"FAIM21"	1.11610314292209e-57	0.11447713071082	0.839	0.75	3.74910206738958e-53	"Neur"	"FAIM2"
"FXR11"	1.12262894822765e-57	0.0468848811039237	0.277	0.206	3.77102289999151e-53	"Neur"	"FXR1"
"PTBP3"	1.22423603136512e-57	0.0819568649662056	0.102	0.064	4.11233125295859e-53	"Neur"	"PTBP3"
"DCUN1D1"	1.72510135552384e-57	0.0538419346158914	0.11	0.069	5.79478796334014e-53	"Neur"	"DCUN1D1"
"CS"	1.78367676295068e-57	0.0829871527066078	0.131	0.086	5.99154861442762e-53	"Neur"	"CS"
"RDH11"	2.31047302177657e-57	0.0560533356413419	0.176	0.122	7.76110992744968e-53	"Neur"	"RDH11"
"SLC11A2"	2.44756849018885e-57	0.0631874203092893	0.121	0.078	8.22162731539337e-53	"Neur"	"SLC11A2"
"NMT11"	2.61994363386054e-57	0.0291297209676231	0.375	0.286	8.80065266050094e-53	"Neur"	"NMT1"
"RNMT1"	2.63882316954533e-57	0.04422355183976	0.441	0.343	8.86407090881972e-53	"Neur"	"RNMT"
"FMN21"	2.76321121603997e-57	0.0398164874717637	0.176	0.122	9.28190279579986e-53	"Neur"	"FMN2"
"ZMAT4"	3.3110856442004e-57	0.0507557942990423	0.127	0.083	1.11222677874336e-52	"Neur"	"ZMAT4"
"EHBP1"	4.45725786290708e-57	0.0523700079227457	0.175	0.122	1.49723748872912e-52	"Neur"	"EHBP1"
"SEPT4"	4.73758424760847e-57	0.0479192597044819	0.142	0.095	1.59140192461416e-52	"Neur"	"SEPT4"
"ANAPC161"	4.79660581117965e-57	0.0310596672715925	0.196	0.138	1.61122785803335e-52	"Neur"	"ANAPC16"
"EIF3F"	4.85789692861833e-57	0.0570943850278297	0.123	0.08	1.63181615729218e-52	"Neur"	"EIF3F"
"SEPT21"	4.87375715614104e-57	0.0593874066117497	0.169	0.117	1.63714376631934e-52	"Neur"	"SEPT2"
"PPM1H"	4.8891673699027e-57	0.0548753779135975	0.147	0.099	1.64232021122402e-52	"Neur"	"PPM1H"
"LDOC1"	5.44341277410389e-57	0.0451974895916893	0.14	0.094	1.82849678494924e-52	"Neur"	"LDOC1"
"PRCC"	7.5664988098615e-57	0.0799207195656383	0.155	0.106	2.54166261522058e-52	"Neur"	"PRCC"
"PPP5C1"	8.56271925213919e-57	0.0834085074453782	0.21	0.152	2.87630302398607e-52	"Neur"	"PPP5C"
"NAV3"	8.57190364813689e-57	0.0518773322359137	0.189	0.134	2.87938815444566e-52	"Neur"	"NAV3"
"ADNP"	9.62758553853212e-57	0.0564037552767787	0.197	0.14	3.23400225824832e-52	"Neur"	"ADNP"
"LYNX11"	1.10785090362483e-56	0.0578375296664564	0.382	0.297	3.72138197036618e-52	"Neur"	"LYNX1"
"OMG"	1.12481322948275e-56	0.054947867550509	0.177	0.123	3.77836011915551e-52	"Neur"	"OMG"
"TRAK11"	1.19881538998523e-56	0.0464171420013963	0.123	0.08	4.02694077649939e-52	"Neur"	"TRAK1"
"ARCN1"	1.25954531977427e-56	0.0607328100701398	0.137	0.092	4.23093868365374e-52	"Neur"	"ARCN1"
"GRM51"	1.35223532603213e-56	0.0603089297093742	0.408	0.317	4.54229368367452e-52	"Neur"	"GRM5"
"BTBD2"	1.35624450760361e-56	0.100576707157641	0.198	0.143	4.55576092549128e-52	"Neur"	"BTBD2"
"SLC20A1"	1.37378032735732e-56	0.0524193273095739	0.156	0.107	4.61466549762596e-52	"Neur"	"SLC20A1"
"RCAN1"	1.37440849724793e-56	0.0615412848436125	0.106	0.066	4.61677558310552e-52	"Neur"	"RCAN1"
"ST3GAL3"	1.49411258537731e-56	0.0855937971117118	0.118	0.076	5.01887358554093e-52	"Neur"	"ST3GAL3"
"NGRN"	1.53363760593494e-56	0.0672379317645184	0.147	0.1	5.15164208209607e-52	"Neur"	"NGRN"
"VPS51"	1.8942715284816e-56	0.0722371037381399	0.125	0.082	6.36304749132254e-52	"Neur"	"VPS51"
"PHAX"	1.93218117461454e-56	0.0532932022899324	0.142	0.096	6.49038978364772e-52	"Neur"	"PHAX"
"ZBTB21"	1.93833078029115e-56	0.0921152148197756	0.102	0.064	6.51104692407601e-52	"Neur"	"ZBTB21"
"CASC15"	2.38830805544985e-56	0.0562245302950455	0.108	0.068	8.02256558906157e-52	"Neur"	"CASC15"
"FOXG11"	2.4260650403307e-56	0.0423948891527213	0.239	0.175	8.14939507697485e-52	"Neur"	"FOXG1"
"NRXN11"	2.5702659211787e-56	0.108942634533506	0.675	0.584	8.63378025583136e-52	"Neur"	"NRXN1"
"CFAP97"	2.63060955940746e-56	0.0453332326713677	0.11	0.07	8.83648057100558e-52	"Neur"	"CFAP97"
"APC1"	2.95096927657111e-56	-0.00660278527818337	0.301	0.224	9.91260089693003e-52	"Neur"	"APC"
"KNOP11"	2.9766690152256e-56	0.031580352924224	0.208	0.149	9.99892888904433e-52	"Neur"	"KNOP1"
"NAA10"	3.06958834606371e-56	0.0687508992691103	0.149	0.101	1.03110542132626e-51	"Neur"	"NAA10"
"NRXN3"	3.23555895408922e-56	0.0227277133832213	0.413	0.321	1.08685660826811e-51	"Neur"	"NRXN3"
"MCTP1"	4.78848256244484e-56	0.0738436912698279	0.174	0.122	1.60849917755085e-51	"Neur"	"MCTP1"
"CHRM1"	4.89402664853382e-56	0.0602039989605943	0.217	0.157	1.64395249150899e-51	"Neur"	"CHRM1"
"KIF5C1"	5.03492988789754e-56	0.0587814266470723	0.498	0.398	1.69128329864366e-51	"Neur"	"KIF5C"
"NEDD4L1"	5.77386291609822e-56	0.0609968479750373	0.364	0.281	1.93949829214655e-51	"Neur"	"NEDD4L"
"SF3B6"	6.12647499858617e-56	0.068741653366316	0.114	0.073	2.05794421677508e-51	"Neur"	"SF3B6"
"TM9SF31"	6.85255924853126e-56	0.0411107200621483	0.181	0.127	2.30184317717414e-51	"Neur"	"TM9SF3"
"POLR3H"	7.56967881947091e-56	0.0461274985043469	0.117	0.075	2.54273081224847e-51	"Neur"	"POLR3H"
"EPDR1"	7.64040547010752e-56	0.051651255577588	0.187	0.132	2.56648860146382e-51	"Neur"	"EPDR1"
"FAM200B"	8.2854360908225e-56	0.0407558802961068	0.182	0.128	2.78316083726819e-51	"Neur"	"FAM200B"
"INAFM1"	8.5940174364243e-56	0.0591289230480589	0.117	0.076	2.88681639706929e-51	"Neur"	"INAFM1"
"EGR3"	9.03657181335655e-56	0.07804636637362	0.112	0.072	3.0354748378246e-51	"Neur"	"EGR3"
"LRRTM3"	1.08403634263948e-55	0.0408374651233351	0.205	0.147	3.64138647856026e-51	"Neur"	"LRRTM3"
"CRY21"	1.36546846922843e-55	0.0711067537201667	0.192	0.137	4.58674513498521e-51	"Neur"	"CRY2"
"ITSN11"	1.47153959433895e-55	0.00694517579294995	0.267	0.198	4.94304865134395e-51	"Neur"	"ITSN1"
"IGSF21"	1.71914608773304e-55	0.0770752435006219	0.243	0.18	5.77478362330404e-51	"Neur"	"IGSF21"
"WIPF21"	1.88604166164565e-55	0.0318993033770263	0.26	0.192	6.33540254563391e-51	"Neur"	"WIPF2"
"SCAF111"	1.90037674605265e-55	0.00821068408574432	0.229	0.166	6.38355552766547e-51	"Neur"	"SCAF11"
"ILDR2"	1.96009698003947e-55	0.0623757435480384	0.114	0.073	6.58416176565058e-51	"Neur"	"ILDR2"
"ELOF1"	2.11187878158938e-55	0.0466570714048652	0.175	0.122	7.09401201523689e-51	"Neur"	"ELOF1"
"HECTD41"	2.19101197389156e-55	0.0280289249506163	0.255	0.188	7.35982832149912e-51	"Neur"	"HECTD4"
"GRIN11"	2.23618385769132e-55	-0.107432657653871	0.898	0.872	7.51156519637092e-51	"Neur"	"GRIN1"
"CSNK1G3"	2.3590351521316e-55	0.054099489615321	0.114	0.074	7.92423497952525e-51	"Neur"	"CSNK1G3"
"PRRC2A1"	2.49235440078569e-55	0.0821193546692078	0.256	0.191	8.3720676676792e-51	"Neur"	"PRRC2A"
"C9orf161"	2.60558641886174e-55	0.0358242283049135	0.374	0.288	8.75242533959848e-51	"Neur"	"C9orf16"
"ACADSB"	2.95002582584822e-55	0.050650298736324	0.105	0.066	9.90943175160677e-51	"Neur"	"ACADSB"
"NNT"	3.01872070377873e-55	0.0519058725710861	0.193	0.138	1.01401847160631e-50	"Neur"	"NNT"
"PYURF"	3.06076740586811e-55	0.0499608501115726	0.103	0.064	1.02814237930516e-50	"Neur"	"PYURF"
"SMAP1"	3.15724779188472e-55	0.0546915588015838	0.159	0.11	1.060551105772e-50	"Neur"	"SMAP1"
"ZER11"	3.45721241100419e-55	0.0764896404004769	0.34	0.262	1.16131222098042e-50	"Neur"	"ZER1"
"FGFR11"	3.47328057120427e-55	0.0810068665958699	0.108	0.069	1.16670967667323e-50	"Neur"	"FGFR1"
"EXOC1"	3.48909544520591e-55	0.058123177329963	0.13	0.086	1.17202205099912e-50	"Neur"	"EXOC1"
"AK11"	4.23329005053336e-55	0.0516225415804471	0.186	0.132	1.42200446087466e-50	"Neur"	"AK1"
"KIAA1211L"	5.02424099267697e-55	0.042384702560773	0.191	0.136	1.68769279185012e-50	"Neur"	"KIAA1211L"
"FBXO11"	5.26481892113606e-55	0.039812857913153	0.231	0.168	1.76850532379882e-50	"Neur"	"FBXO11"
"FGF14"	5.43801066006959e-55	0.0463037237741264	0.287	0.216	1.82668216082398e-50	"Neur"	"FGF14"
"MAPK1IP1L"	5.75413410805885e-55	0.080639951428829	0.124	0.082	1.93287118823805e-50	"Neur"	"MAPK1IP1L"
"VPS26A"	6.91045635701025e-55	0.0663524059421886	0.12	0.078	2.32129139488331e-50	"Neur"	"VPS26A"
"RXRB"	6.97510568819653e-55	0.0818185930647354	0.178	0.126	2.34300775172209e-50	"Neur"	"RXRB"
"DPM2"	7.6848338538253e-55	0.054545790149965	0.127	0.084	2.58141253983846e-50	"Neur"	"DPM2"
"TMEFF2"	7.80920831823188e-55	0.0549760477570992	0.142	0.096	2.62319116617727e-50	"Neur"	"TMEFF2"
"HSPA131"	7.85035251557387e-55	0.0570988473624541	0.252	0.187	2.63701191350642e-50	"Neur"	"HSPA13"
"DNM1L1"	8.21363765383386e-55	0.0246418599383322	0.261	0.193	2.75904302429933e-50	"Neur"	"DNM1L"
"TECPR2"	8.40301641261702e-55	0.0743975378815943	0.142	0.096	2.82265724316218e-50	"Neur"	"TECPR2"
"RAB6B1"	9.80604136469807e-55	0.0749453941159701	0.609	0.5	3.29394735481573e-50	"Neur"	"RAB6B"
"CUL1"	1.01318736410882e-54	0.0526742741177273	0.163	0.114	3.40339767477793e-50	"Neur"	"CUL1"
"EPHA5"	1.09373737139608e-54	0.0883183632682758	0.118	0.077	3.67397320425657e-50	"Neur"	"EPHA5"
"SRPRA"	1.41038980380374e-54	0.0454444440839784	0.103	0.065	4.73764038995713e-50	"Neur"	"SRPRA"
"ZNF7701"	1.46949990433637e-54	0.0196727826751779	0.273	0.202	4.93619712865631e-50	"Neur"	"ZNF770"
"MAPK8"	1.5211270111841e-54	0.0452173075306196	0.155	0.106	5.10961774326853e-50	"Neur"	"MAPK8"
"RNF7"	1.55457685930852e-54	0.0336253974230981	0.121	0.079	5.22197912810324e-50	"Neur"	"RNF7"
"ATE1"	1.72008148158586e-54	0.0761155364766632	0.102	0.064	5.77792570479507e-50	"Neur"	"ATE1"
"PIK3C3"	1.93626444917793e-54	0.051407427422018	0.185	0.131	6.50410591123358e-50	"Neur"	"PIK3C3"
"WWP1"	2.10382104119789e-54	0.070963289706069	0.1	0.063	7.06694525948783e-50	"Neur"	"WWP1"
"C5orf24"	2.11823222453764e-54	0.0367985030654157	0.274	0.205	7.1153538654444e-50	"Neur"	"C5orf24"
"RBPJ1"	3.9931741520462e-54	0.0230691637302453	0.208	0.149	1.34134712941384e-49	"Neur"	"RBPJ"
"PYGB1"	4.0556722842223e-54	0.115648094313501	0.297	0.23	1.36234087699311e-49	"Neur"	"PYGB"
"SACM1L"	4.08098147348838e-54	0.0636841843319212	0.158	0.11	1.37084248675948e-49	"Neur"	"SACM1L"
"NFIA1"	4.32363321637848e-54	0.125380682624326	0.167	0.119	1.45235163371369e-49	"Neur"	"NFIA"
"MICU3"	4.8583982330389e-54	0.0217607526276642	0.335	0.254	1.6319845504601e-49	"Neur"	"MICU3"
"JDP2"	5.00306112345888e-54	0.0727924013127579	0.114	0.074	1.68057826198107e-49	"Neur"	"JDP2"
"DSTYK1"	5.60368724168254e-54	0.026159801166018	0.228	0.167	1.88233458135358e-49	"Neur"	"DSTYK"
"DGCR6L"	5.99287176887792e-54	0.066655492635477	0.16	0.111	2.01306555588378e-49	"Neur"	"DGCR6L"
"PRMT21"	6.04202373741559e-54	0.0260883920614272	0.263	0.195	2.02957619363527e-49	"Neur"	"PRMT2"
"IFT57"	6.18307521332773e-54	0.057048268818735	0.121	0.079	2.07695679490892e-49	"Neur"	"IFT57"
"DDIT3"	6.42065162035141e-54	0.037197265034477	0.11	0.071	2.15676108579224e-49	"Neur"	"DDIT3"
"AAMP"	6.72567002574371e-54	0.062401155526454	0.105	0.067	2.25921981834757e-49	"Neur"	"AAMP"
"CORO1A"	6.7739439332983e-54	0.0648617112259733	0.159	0.111	2.27543550663423e-49	"Neur"	"CORO1A"
"NR2C2"	7.17163153799532e-54	0.0539338425440156	0.156	0.108	2.40902274992801e-49	"Neur"	"NR2C2"
"UBALD1"	7.30157376098186e-54	0.0539719424211693	0.21	0.152	2.45267164205142e-49	"Neur"	"UBALD1"
"RNF165"	8.41356999477092e-54	0.0403157212684128	0.151	0.104	2.8262022969435e-49	"Neur"	"RNF165"
"CLASP21"	8.45599829361178e-54	0.062097987098475	0.483	0.383	2.84045438680713e-49	"Neur"	"CLASP2"
"PRRC2B1"	8.66095656108777e-54	0.039160588304272	0.412	0.321	2.90930191843499e-49	"Neur"	"PRRC2B"
"CIR1"	9.16386096475126e-54	0.0547403406689438	0.161	0.112	3.0782325366696e-49	"Neur"	"CIR1"
"SLC1A41"	9.56641248830759e-54	0.0522931752240476	0.121	0.08	3.2134536189474e-49	"Neur"	"SLC1A4"
"CLNS1A"	9.77718689358891e-54	0.0723781025109382	0.105	0.067	3.28425484942545e-49	"Neur"	"CLNS1A"
"ACADM"	1.16171016751044e-53	0.0619643969049031	0.104	0.066	3.90230062368431e-49	"Neur"	"ACADM"
"TSPAN31"	1.1718979187284e-53	0.0744103597714418	0.171	0.121	3.93652229880058e-49	"Neur"	"TSPAN3"
"RALGPS1"	1.19590062785994e-53	0.0564673949302384	0.117	0.076	4.01714979904431e-49	"Neur"	"RALGPS1"
"RIMS1"	1.22869432086738e-53	0.0231807915073523	0.215	0.155	4.12730709322561e-49	"Neur"	"RIMS1"
"DNAL1"	1.33390996308939e-53	0.0700695434252229	0.136	0.092	4.48073695701358e-49	"Neur"	"DNAL1"
"SETX1"	1.34510782678571e-53	0.0193662540731864	0.207	0.149	4.51835170095588e-49	"Neur"	"SETX"
"SIVA1"	1.37506906931768e-53	0.0505934415134136	0.106	0.068	4.61899451074503e-49	"Neur"	"SIVA1"
"EIF3J"	1.43581773285417e-53	0.0250871826338896	0.155	0.106	4.82305534643044e-49	"Neur"	"EIF3J"
"DCUN1D4"	1.48687245249388e-53	0.0553759713553685	0.128	0.085	4.99455325517218e-49	"Neur"	"DCUN1D4"
"CCSER21"	1.53819399841265e-53	0.00645393610368983	0.228	0.166	5.16694746006794e-49	"Neur"	"CCSER2"
"YBX1"	1.55211045144651e-53	0.0480740642147806	0.103	0.065	5.21369421745396e-49	"Neur"	"YBX1"
"LARGE"	1.67715626109589e-53	0.0667334672870075	0.124	0.082	5.6337355966472e-49	"Neur"	"LARGE"
"EAPP"	1.82158451324894e-53	0.0371486315321169	0.121	0.08	6.1188845384545e-49	"Neur"	"EAPP"
"SYF2"	2.02468408624496e-53	0.0332106161263981	0.131	0.087	6.80111631410545e-49	"Neur"	"SYF2"
"FAM131B"	2.05992835573139e-53	0.0511121843435292	0.26	0.195	6.9195053397373e-49	"Neur"	"FAM131B"
"TOMM22"	2.82625739932711e-53	0.0781455941015622	0.116	0.076	9.49368123007971e-49	"Neur"	"TOMM22"
"SCARB21"	4.42494270674685e-53	0.039834382286514	0.23	0.169	1.48638250462333e-48	"Neur"	"SCARB2"
"KLHL12"	5.21818233471563e-53	0.083369353254606	0.1	0.063	1.75283962805433e-48	"Neur"	"KLHL12"
"KCNK1"	5.49719661750692e-53	0.0511096188795548	0.273	0.205	1.84656331578675e-48	"Neur"	"KCNK1"
"CBX61"	5.84669368741922e-53	0.0594112253170458	0.483	0.387	1.96396287654099e-48	"Neur"	"CBX6"
"CEP57"	6.08843706209419e-53	0.0531141546620818	0.122	0.081	2.04516689352806e-48	"Neur"	"CEP57"
"TMED8"	6.23809837954526e-53	0.0661453273585385	0.159	0.111	2.09543962667305e-48	"Neur"	"TMED8"
"CFDP11"	9.44082197426949e-53	0.0360239881645015	0.193	0.139	3.17126650937686e-48	"Neur"	"CFDP1"
"NFYC"	9.61882571600333e-53	0.0806736137857917	0.121	0.08	3.23105974626268e-48	"Neur"	"NFYC"
"FBXL15"	1.01877261292342e-52	0.0421460946392552	0.2	0.144	3.42215908407106e-48	"Neur"	"FBXL15"
"SNX17"	1.1426839535478e-52	0.0795950959983009	0.119	0.078	3.83838966836242e-48	"Neur"	"SNX17"
"OCRL"	1.16397666582826e-52	0.0837181505891929	0.205	0.15	3.90991401818371e-48	"Neur"	"OCRL"
"JOSD1"	1.18586901675994e-52	0.0652171485842969	0.165	0.116	3.98345261419831e-48	"Neur"	"JOSD1"
"HTR2A"	1.19561906030861e-52	0.0544523968087144	0.234	0.173	4.01620398548264e-48	"Neur"	"HTR2A"
"SORBS11"	1.23778480094658e-52	0.0886793101921621	0.224	0.166	4.15784292485966e-48	"Neur"	"SORBS1"
"RIOK3"	1.55143636350918e-52	0.0628726290742163	0.136	0.092	5.2114298886637e-48	"Neur"	"RIOK3"
"ILF31"	1.66698065505172e-52	0.0323908514093796	0.227	0.167	5.59955471838424e-48	"Neur"	"ILF3"
"ARFGAP21"	1.70704351036009e-52	0.0512273000826193	0.2	0.145	5.73412985565058e-48	"Neur"	"ARFGAP2"
"FAM20B"	1.76462872351628e-52	0.0550580546439775	0.119	0.079	5.92756434516355e-48	"Neur"	"FAM20B"
"ACSL61"	2.0616874056703e-52	0.0169772688626137	0.284	0.214	6.92541416438711e-48	"Neur"	"ACSL6"
"HRH2"	2.13166053817537e-52	0.0506850444443773	0.101	0.064	7.16046091378487e-48	"Neur"	"HRH2"
"TAF7"	2.14471485068041e-52	0.0293196196738378	0.159	0.11	7.20431165492057e-48	"Neur"	"TAF7"
"WDR1"	2.23205993459799e-52	0.0686776532331765	0.101	0.064	7.49771252630812e-48	"Neur"	"WDR1"
"SRPK1"	2.23474073931605e-52	0.0394138489892238	0.127	0.085	7.50671761743655e-48	"Neur"	"SRPK1"
"PDCD6IP1"	2.42238084592143e-52	0.0322769739085711	0.189	0.135	8.13701949953466e-48	"Neur"	"PDCD6IP"
"MFN2"	2.53512937764087e-52	0.0387606115568062	0.192	0.137	8.51575309243345e-48	"Neur"	"MFN2"
"ANKH"	2.64672619667847e-52	0.0534647261601759	0.272	0.205	8.89061796726266e-48	"Neur"	"ANKH"
"OSBPL81"	3.05916640723662e-52	0.0200706602303879	0.316	0.24	1.02760458785485e-47	"Neur"	"OSBPL8"
"DCTN4"	3.51550988415996e-52	0.0591967104994943	0.127	0.085	1.18089492518817e-47	"Neur"	"DCTN4"
"MARCH1"	3.59801797622953e-52	0.0612452325643932	0.11	0.071	1.20861021839526e-47	"Neur"	"MARCH1"
"PPIB1"	3.76268550768796e-52	0.0456561315152458	0.132	0.089	1.26392368888746e-47	"Neur"	"PPIB"
"DYNC1LI21"	3.8973511932637e-52	0.0213836843470683	0.267	0.198	1.30915923932921e-47	"Neur"	"DYNC1LI2"
"ADAM22"	3.94831816485758e-52	0.0299078295325015	0.257	0.191	1.32627955475731e-47	"Neur"	"ADAM22"
"C22orf39"	4.06500520936834e-52	0.0555203258547687	0.115	0.076	1.36547589987892e-47	"Neur"	"C22orf39"
"UBE2H1"	5.20752963346199e-52	0.0235165750318895	0.237	0.174	1.74926127917622e-47	"Neur"	"UBE2H"
"CLIP2"	5.36279567860481e-52	0.0639052667458513	0.261	0.197	1.80141669640014e-47	"Neur"	"CLIP2"
"TYW3"	6.76371015307292e-52	0.047331397810229	0.119	0.078	2.27199787751872e-47	"Neur"	"TYW3"
"CUL5"	6.78216636534406e-52	0.0117359719768885	0.212	0.153	2.27819750378272e-47	"Neur"	"CUL5"
"EXOC6B"	6.83086715003848e-52	0.0516995505896166	0.127	0.085	2.29455658436943e-47	"Neur"	"EXOC6B"
"NEURL1"	7.63233433635269e-52	0.0466396046878753	0.202	0.147	2.56377742692423e-47	"Neur"	"NEURL1"
"MTIF3"	7.68153967458784e-52	0.021611452675115	0.136	0.092	2.5803059920908e-47	"Neur"	"MTIF3"
"UBE2R2"	7.82617366861003e-52	0.0523360812275675	0.185	0.132	2.6288899970228e-47	"Neur"	"UBE2R2"
"H2AFY"	7.83276293878489e-52	0.030277057934801	0.215	0.157	2.63110339876723e-47	"Neur"	"H2AFY"
"KIAA1456"	7.91813064000919e-52	0.0690384642948066	0.143	0.098	2.65977926328549e-47	"Neur"	"KIAA1456"
"FBXO3"	8.55246842473447e-52	0.0517945237337236	0.231	0.172	2.87285966855256e-47	"Neur"	"FBXO3"
