"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"S100A4"	8.20106538320964e-07	2.5822906976457	0.164	0.02	0.0275481987287395	"Ast"	"S100A4"	"80-90"
"SOX9"	8.37028954132634e-07	-1.22134524879292	0.194	0.565	0.0281166395982693	"Ast"	"SOX9"	"80-90"
"COX7A1"	1.27207362118718e-06	1.82408973309791	0.224	0.047	0.0427302250092985	"Ast"	"COX7A1"	"80-90"
"TRMT112"	1.27519734053739e-06	1.78930944641131	0.358	0.125	0.0428351538659914	"Ast"	"TRMT112"	"80-90"
"TBCA"	1.41004052480308e-06	1.10440426334763	0.313	0.09	0.0473646712686604	"Ast"	"TBCA"	"80-90"
"IFI27"	1.41840420841702e-06	2.4101718878079	0.149	0.016	0.0476456157649362	"Ast"	"IFI27"	"80-90"
"NDUFA1"	1.5756832324347e-06	1.46376676241896	0.343	0.114	0.0529287754607139	"Ast"	"NDUFA1"	"80-90"
"ADCY2"	1.59452810922469e-06	-1.42197705926194	0.164	0.49	0.0535617937169664	"Ast"	"ADCY2"	"80-90"
"TPM2"	1.81353542938124e-06	3.58824059870617	0.254	0.067	0.0609184686083452	"Ast"	"TPM2"	"80-90"
"WFS1"	1.89150491172871e-06	-1.67039303948629	0.075	0.384	0.0635375414898792	"Ast"	"WFS1"	"80-90"
"NR4A1"	1.90475029219363e-06	1.79770464933805	0.134	0.012	0.0639824670650763	"Ast"	"NR4A1"	"80-90"
"TPT1"	2.10479829189964e-06	1.99388519869143	0.358	0.133	0.0707022794232009	"Ast"	"TPT1"	"80-90"
"ITGB4"	2.30421064309078e-06	-1.43393334252267	0.149	0.478	0.0774007397120623	"Ast"	"ITGB4"	"80-90"
"C11orf96"	2.43753916317668e-06	2.13121423779931	0.119	0.008	0.0818793780302678	"Ast"	"C11orf96"	"80-90"
"MYL6"	2.5646350354328e-06	2.5539223425696	0.433	0.192	0.0861486554752232	"Ast"	"MYL6"	"80-90"
"NDUFA4"	2.68478100015747e-06	1.67037403256426	0.358	0.133	0.0901844785762897	"Ast"	"NDUFA4"	"80-90"
"PPP1R14A"	2.72218509648391e-06	2.71920982372678	0.209	0.043	0.091440919575991	"Ast"	"PPP1R14A"	"80-90"
"PTMA"	3.04928367455928e-06	1.58357585526558	0.627	0.4	0.102428487912121	"Ast"	"PTMA"	"80-90"
"GSTM3"	3.09114568409845e-06	1.42623327117387	0.194	0.035	0.103834674674551	"Ast"	"GSTM3"	"80-90"
"MGST1"	3.24291861299893e-06	-1.59797762123126	0.119	0.427	0.108932879129247	"Ast"	"MGST1"	"80-90"
"GNG11"	4.36934403021005e-06	1.35956221191256	0.164	0.024	0.146770635318786	"Ast"	"GNG11"	"80-90"
"HLA-C"	4.61483093192455e-06	1.05663819574491	0.164	0.024	0.155016785834278	"Ast"	"HLA-C"	"80-90"
"MBP"	4.94899369035413e-06	2.51849417830329	0.358	0.141	0.166241647052686	"Ast"	"MBP"	"80-90"
"GPC1"	5.67911088751033e-06	-1.51010081088463	0.104	0.392	0.190767013822359	"Ast"	"GPC1"	"80-90"
"EEF1A1"	6.46886277753154e-06	2.03865086171483	0.507	0.278	0.217295569560062	"Ast"	"EEF1A1"	"80-90"
"FYN"	6.77523480243804e-06	-1.51750681194295	0.119	0.416	0.227586912248696	"Ast"	"FYN"	"80-90"
"FAU"	7.17007658065324e-06	1.71471095767437	0.373	0.149	0.240850042420723	"Ast"	"FAU"	"80-90"
"MT2A"	8.13858868500496e-06	-0.265803000664173	0.672	0.886	0.273383332518002	"Ast"	"MT2A"	"80-90"
"LINC00685"	8.6005171017327e-06	-1.59588223601228	0	0.243	0.288899969964303	"Ast"	"LINC00685"	"80-90"
"A2M"	1.01024435792287e-05	1.71826709922916	0.134	0.016	0.33935118226987	"Ast"	"A2M"	"80-90"
"MRVI1"	1.35251303669532e-05	1.16344919905016	0.284	0.086	0.454322654156325	"Ast"	"MRVI1"	"80-90"
"CLDN5"	1.54277197109391e-05	1.89617361428957	0.164	0.027	0.518232532810156	"Ast"	"CLDN5"	"80-90"
"FO538757.2"	1.58955749099856e-05	-1.71680435253694	0.09	0.349	0.533948256801326	"Ast"	"FO538757.2"	"80-90"
"FKBP2"	1.92457897315058e-05	1.3128417886643	0.373	0.153	0.646485322871012	"Ast"	"FKBP2"	"80-90"
"CNTNAP3B"	2.03820470331016e-05	-1.59216719189259	0.075	0.333	0.684653341888915	"Ast"	"CNTNAP3B"	"80-90"
"CRB2"	2.09580242144777e-05	-1.44166368537028	0.03	0.286	0.704000991388522	"Ast"	"CRB2"	"80-90"
"DSTN"	2.14167404683255e-05	2.47574018269289	0.269	0.09	0.719409729071521	"Ast"	"DSTN"	"80-90"
"SEMA3B"	2.17619283358254e-05	-1.69989618199038	0.03	0.271	0.731004934728711	"Ast"	"SEMA3B"	"80-90"
"CLU"	2.39866539806044e-05	-0.774889886319134	0.806	0.922	0.805735693862482	"Ast"	"CLU"	"80-90"
"NDUFB1"	2.69727239545705e-05	1.46375681741357	0.299	0.106	0.906040770357978	"Ast"	"NDUFB1"	"80-90"
"APOLD1"	3.87172292559553e-05	1.39034501122112	0.134	0.02	1	"Ast"	"APOLD1"	"80-90"
"RNF181"	6.05675868092092e-05	1.11515446593286	0.119	0.016	1	"Ast"	"RNF181"	"80-90"
"CANX"	6.3528160473908e-05	-1.35052624960074	0.075	0.314	1	"Ast"	"CANX"	"80-90"
"HES1"	6.38976648334579e-05	1.07927689629457	0.194	0.047	1	"Ast"	"HES1"	"80-90"
"TMBIM1"	6.8411631571722e-05	-1.60499201906908	0.03	0.251	1	"Ast"	"TMBIM1"	"80-90"
"CACYBP"	7.21276928673783e-05	1.07802482107679	0.164	0.035	1	"Ast"	"CACYBP"	"80-90"
"ZFP36L1"	8.07661207260875e-05	-0.907852047461338	0.239	0.529	1	"Ast"	"ZFP36L1"	"80-90"
"C14orf2"	8.1690028233437e-05	1.16167278430368	0.328	0.133	1	"Ast"	"C14orf2"	"80-90"
"BAZ2B"	8.20828953175544e-05	-1.2251845271833	0.164	0.424	1	"Ast"	"BAZ2B"	"80-90"
"AQP1"	8.52042285137358e-05	-1.68864318111589	0.09	0.325	1	"Ast"	"AQP1"	"80-90"
"SLC16A9"	8.93872663777254e-05	-1.63426467232438	0.015	0.224	1	"Ast"	"SLC16A9"	"80-90"
"HLA-B"	9.74163078166143e-05	1.39278806818238	0.134	0.024	1	"Ast"	"HLA-B"	"80-90"
"NDUFA3"	0.000100343041009777	1.25734246558235	0.388	0.188	1	"Ast"	"NDUFA3"	"80-90"
"PIN4"	0.00010240414792854	0.907970188473338	0.134	0.024	1	"Ast"	"PIN4"	"80-90"
"SORBS2"	0.000107194132581681	1.57657572601885	0.269	0.098	1	"Ast"	"SORBS2"	"80-90"
"EPHX1"	0.000129167506377428	-1.39354124075856	0.119	0.361	1	"Ast"	"EPHX1"	"80-90"
"SLC5A3"	0.00013539529993622	-1.28902336992622	0.104	0.345	1	"Ast"	"SLC5A3"	"80-90"
"NAT8L"	0.000135739614878895	-1.03792251988949	0.239	0.506	1	"Ast"	"NAT8L"	"80-90"
"SYNE2"	0.000141350891784753	1.41254816622039	0.149	0.031	1	"Ast"	"SYNE2"	"80-90"
"BOLA3"	0.000151922867632134	0.455416567997032	0.134	0.024	1	"Ast"	"BOLA3"	"80-90"
"PLXNB1"	0.000173862461647188	-1.40457659242397	0.209	0.439	1	"Ast"	"PLXNB1"	"80-90"
"CHI3L1"	0.00019611112953491	-1.51785970692484	0.06	0.286	1	"Ast"	"CHI3L1"	"80-90"
"NOP10"	0.000197244972300443	1.07110214625432	0.179	0.047	1	"Ast"	"NOP10"	"80-90"
"CP"	0.000202820707805618	-1.57453940176063	0.015	0.204	1	"Ast"	"CP"	"80-90"
"PTGDS"	0.000204417430675489	-0.740698252350303	0.776	0.918	1	"Ast"	"PTGDS"	"80-90"
"PSMA7"	0.000218781591298422	1.15727957368091	0.239	0.082	1	"Ast"	"PSMA7"	"80-90"
"PODXL"	0.000221768733365913	1.18500622426277	0.119	0.02	1	"Ast"	"PODXL"	"80-90"
"MICALL2"	0.000235696799656414	-1.29714195299998	0.134	0.365	1	"Ast"	"MICALL2"	"80-90"
"SLC14A1"	0.000239955483554152	-0.996733626196298	0.269	0.533	1	"Ast"	"SLC14A1"	"80-90"
"H3F3B"	0.00024791741086184	1.34884119295052	0.522	0.318	1	"Ast"	"H3F3B"	"80-90"
"NDUFB11"	0.000252796463835959	1.44024673969651	0.209	0.067	1	"Ast"	"NDUFB11"	"80-90"
"BTF3"	0.000277015345057188	1.37543171900705	0.194	0.059	1	"Ast"	"BTF3"	"80-90"
"TCEAL4"	0.000331993374525594	1.34241415529302	0.224	0.078	1	"Ast"	"TCEAL4"	"80-90"
"EID1"	0.000364083361871864	1.27196859755273	0.343	0.176	1	"Ast"	"EID1"	"80-90"
"TUBA1B"	0.000381410141531222	1.07303781583577	0.463	0.298	1	"Ast"	"TUBA1B"	"80-90"
"LGALS1"	0.000389917404768845	2.58251761140572	0.299	0.137	1	"Ast"	"LGALS1"	"80-90"
"CALM1"	0.000450328629584578	0.833585646530445	0.672	0.537	1	"Ast"	"CALM1"	"80-90"
"LENG8"	0.00045684435275384	-1.40589087948548	0.104	0.306	1	"Ast"	"LENG8"	"80-90"
"COX5B"	0.000468603411303558	1.2863764589816	0.343	0.173	1	"Ast"	"COX5B"	"80-90"
"MT1F"	0.000485368188176506	-1.04961010347609	0.149	0.384	1	"Ast"	"MT1F"	"80-90"
"TUBB"	0.000518326444787124	1.14077228070274	0.313	0.149	1	"Ast"	"TUBB"	"80-90"
"RBBP5"	0.000579579398351443	0.839876358920596	0.119	0.024	1	"Ast"	"RBBP5"	"80-90"
"UQCRQ"	0.000614888583562851	1.44636989473233	0.284	0.129	1	"Ast"	"UQCRQ"	"80-90"
"NEAT1"	0.000640802363248166	-0.377335515481744	0.731	0.976	1	"Ast"	"NEAT1"	"80-90"
"ITGB1"	0.000672339656659261	1.076689885111	0.179	0.055	1	"Ast"	"ITGB1"	"80-90"
"BAIAP3"	0.000714097384571271	-1.29220311697105	0.06	0.239	1	"Ast"	"BAIAP3"	"80-90"
"UBXN1"	0.000728113943559707	0.958830802622605	0.179	0.055	1	"Ast"	"UBXN1"	"80-90"
"BCYRN1"	0.000779737387358782	-1.61176595415885	0.313	0.498	1	"Ast"	"BCYRN1"	"80-90"
"PPM1K"	0.000838644482674495	-0.995332157928473	0.164	0.376	1	"Ast"	"PPM1K"	"80-90"
"SDHC"	0.000847346443283461	1.16863334060112	0.209	0.075	1	"Ast"	"SDHC"	"80-90"
"UQCRB"	0.000854809351292667	1.08437987196169	0.313	0.157	1	"Ast"	"UQCRB"	"80-90"
"C12orf57"	0.000856746148180053	1.23932424618141	0.194	0.067	1	"Ast"	"C12orf57"	"80-90"
"PSAP"	0.000893619125750598	-0.621212938121901	0.567	0.749	1	"Ast"	"PSAP"	"80-90"
"SORBS1"	0.000977764130508199	-1.1228566252611	0.134	0.329	1	"Ast"	"SORBS1"	"80-90"
"SPARCL1"	0.000987402125566156	0.614308009578208	0.836	0.725	1	"Ast"	"SPARCL1"	"80-90"
"EEF2"	0.00100707478835744	1.13607635256872	0.373	0.212	1	"Ast"	"EEF2"	"80-90"
"ATP5E"	0.00100786657209892	0.788457481354657	0.373	0.188	1	"Ast"	"ATP5E"	"80-90"
"SRP14"	0.00100874324093891	1.04008764986467	0.463	0.282	1	"Ast"	"SRP14"	"80-90"
"AKAP5"	0.00105334922420491	0.807567576941539	0.104	0.02	1	"Ast"	"AKAP5"	"80-90"
"TNS1"	0.00106280567758482	1.38835413973618	0.179	0.059	1	"Ast"	"TNS1"	"80-90"
"COX4I1"	0.00106656112648199	1.45725903032832	0.403	0.239	1	"Ast"	"COX4I1"	"80-90"
"BOD1L1"	0.00106828802731634	-1.08344237017544	0.03	0.196	1	"Ast"	"BOD1L1"	"80-90"
"RP11-347P5.1"	0.0010862099396991	-1.50473413453381	0.045	0.212	1	"Ast"	"RP11-347P5.1"	"80-90"
"CSRP1"	0.00111022667160895	-0.341479514880607	0.284	0.549	1	"Ast"	"CSRP1"	"80-90"
"SEC62"	0.00121984031228474	0.814572023684119	0.507	0.345	1	"Ast"	"SEC62"	"80-90"
"REV3L"	0.00124175217637386	-0.975006882795089	0.104	0.306	1	"Ast"	"REV3L"	"80-90"
"NGFRAP1"	0.00126255120255085	0.982180421082925	0.388	0.231	1	"Ast"	"NGFRAP1"	"80-90"
"RABL6"	0.00127895879023993	-0.940052207339096	0.015	0.169	1	"Ast"	"RABL6"	"80-90"
"BSG"	0.0012824832279635	0.857308829335922	0.612	0.447	1	"Ast"	"BSG"	"80-90"
"SUMO1"	0.00128839575265008	1.15732075815104	0.194	0.071	1	"Ast"	"SUMO1"	"80-90"
"NTRK2"	0.00136217278282231	-0.659868789465674	0.537	0.729	1	"Ast"	"NTRK2"	"80-90"
"PRCP"	0.00137682770604132	-1.20846538094144	0.03	0.188	1	"Ast"	"PRCP"	"80-90"
"WASH1"	0.00139221334969442	-0.943668471072106	0.045	0.212	1	"Ast"	"WASH1"	"80-90"
"SNRK"	0.00142154745326784	0.745984667633826	0.119	0.027	1	"Ast"	"SNRK"	"80-90"
"PLEKHA5"	0.00150494040188016	-1.01737394527899	0.03	0.188	1	"Ast"	"PLEKHA5"	"80-90"
"MAPK11"	0.00154279770660495	-1.14153070735824	0.03	0.184	1	"Ast"	"MAPK11"	"80-90"
"EIF1B"	0.00158665568350357	0.843754177622361	0.224	0.086	1	"Ast"	"EIF1B"	"80-90"
"ARL2"	0.00159253435972257	0.860477025595082	0.239	0.098	1	"Ast"	"ARL2"	"80-90"
"ENY2"	0.00159900026729521	0.935559685821127	0.149	0.043	1	"Ast"	"ENY2"	"80-90"
"RHOB"	0.00167503530607187	-0.806266929034271	0.254	0.463	1	"Ast"	"RHOB"	"80-90"
"STMN1"	0.00169536615674405	1.13024198038231	0.388	0.243	1	"Ast"	"STMN1"	"80-90"
"FAM193B"	0.00178306733236188	-1.04626957371037	0.015	0.157	1	"Ast"	"FAM193B"	"80-90"
"HSPA8"	0.00184056716232208	0.78511319207629	0.194	0.071	1	"Ast"	"HSPA8"	"80-90"
"TRIM69"	0.00184105291930387	0.512965259276592	0.149	0.043	1	"Ast"	"TRIM69"	"80-90"
"FTH1"	0.00192019284517325	0.726037478941688	0.791	0.773	1	"Ast"	"FTH1"	"80-90"
"FAM171B"	0.00193140744622491	-0.977300511186169	0.209	0.4	1	"Ast"	"FAM171B"	"80-90"
"RSF1"	0.00215216222999792	-0.959858631778265	0.09	0.267	1	"Ast"	"RSF1"	"80-90"
"DST"	0.00220180429588125	-0.483687675320097	0.612	0.851	1	"Ast"	"DST"	"80-90"
"SOD1"	0.00221475844749763	1.31539607741509	0.313	0.165	1	"Ast"	"SOD1"	"80-90"
"NDUFB7"	0.00227310205651209	1.19206456445236	0.284	0.141	1	"Ast"	"NDUFB7"	"80-90"
"ETFB"	0.00229774819079863	1.16382145016505	0.119	0.031	1	"Ast"	"ETFB"	"80-90"
"OGDHL"	0.00239160637360931	0.974626573350651	0.134	0.039	1	"Ast"	"OGDHL"	"80-90"
"NDUFB8"	0.00239217210451758	1.28224205949724	0.239	0.11	1	"Ast"	"NDUFB8"	"80-90"
"PCDH9"	0.00239809704795285	-0.539347773172612	0.418	0.675	1	"Ast"	"PCDH9"	"80-90"
"THRAP3"	0.00243084229333362	0.941020599556179	0.164	0.055	1	"Ast"	"THRAP3"	"80-90"
"MT-CO1"	0.00244257812209036	0.923713972680803	0.851	0.753	1	"Ast"	"MT-CO1"	"80-90"
"SIVA1"	0.00253883239330759	1.0263552279295	0.134	0.039	1	"Ast"	"SIVA1"	"80-90"
"ATP5O"	0.00261614515966598	0.908032652006795	0.164	0.055	1	"Ast"	"ATP5O"	"80-90"
"GNB2L1"	0.00262835521568202	1.17594351865069	0.284	0.141	1	"Ast"	"GNB2L1"	"80-90"
"TPD52L1"	0.00266678011722725	-0.90128714163033	0.224	0.416	1	"Ast"	"TPD52L1"	"80-90"
"GFAP"	0.00267304677665776	-0.241966482130334	0.612	0.8	1	"Ast"	"GFAP"	"80-90"
"AP2M1"	0.00271724203267251	0.964085317319027	0.284	0.141	1	"Ast"	"AP2M1"	"80-90"
"SRRM2"	0.002727145245212	-0.720250507805249	0.224	0.439	1	"Ast"	"SRRM2"	"80-90"
"ZNF106"	0.00274296038196883	0.855518721998719	0.224	0.094	1	"Ast"	"ZNF106"	"80-90"
"PIGP"	0.00276865996117659	0.679467627499831	0.104	0.024	1	"Ast"	"PIGP"	"80-90"
"SAFB2"	0.00277415399223998	-1.29606325546311	0.119	0.278	1	"Ast"	"SAFB2"	"80-90"
"ISG15"	0.00278946483722137	1.49189595211171	0.119	0.031	1	"Ast"	"ISG15"	"80-90"
"CRYAB"	0.00281386616914965	-1.03738419885506	0.284	0.471	1	"Ast"	"CRYAB"	"80-90"
"FN1"	0.00282543887116342	0.811687633081558	0.119	0.031	1	"Ast"	"FN1"	"80-90"
"ASPH"	0.00285784070895906	0.78833614504231	0.418	0.251	1	"Ast"	"ASPH"	"80-90"
"LSM5"	0.00285843158503925	0.853076458650853	0.134	0.039	1	"Ast"	"LSM5"	"80-90"
"HINT1"	0.00288338971671596	1.23723405537018	0.254	0.122	1	"Ast"	"HINT1"	"80-90"
"LZTS2"	0.00301448273032612	-1.12215452341266	0.015	0.145	1	"Ast"	"LZTS2"	"80-90"
"FAM171A1"	0.00305848942662977	-0.937790045729525	0.045	0.2	1	"Ast"	"FAM171A1"	"80-90"
"FBXO2"	0.00306241020178068	-0.857467051157206	0.134	0.322	1	"Ast"	"FBXO2"	"80-90"
"TUBB2A"	0.00310090520710716	0.984188091348964	0.284	0.141	1	"Ast"	"TUBB2A"	"80-90"
"TOMM7"	0.00322715933401925	1.41523575190284	0.239	0.114	1	"Ast"	"TOMM7"	"80-90"
"MED15"	0.0032274465865861	-0.895290351791176	0.015	0.145	1	"Ast"	"MED15"	"80-90"
"FASTK"	0.00324921556942857	-0.791302127663953	0.015	0.149	1	"Ast"	"FASTK"	"80-90"
"FKBP1A"	0.00329270146200846	1.03121126204509	0.194	0.078	1	"Ast"	"FKBP1A"	"80-90"
"CCL2"	0.00330840890105063	-1.22278592962981	0	0.118	1	"Ast"	"CCL2"	"80-90"
"NUCB1"	0.00333070750456451	-0.915593585485059	0.03	0.169	1	"Ast"	"NUCB1"	"80-90"
"EFEMP1"	0.00337756543896818	-0.675631806534098	0.03	0.173	1	"Ast"	"EFEMP1"	"80-90"
"TROVE2"	0.00339047824265485	1.21413877015417	0.254	0.122	1	"Ast"	"TROVE2"	"80-90"
"BCL6"	0.00340318317448526	-1.09721051615447	0.075	0.235	1	"Ast"	"BCL6"	"80-90"
"FAM189A2"	0.00354267282643429	-0.98753010791629	0.015	0.145	1	"Ast"	"FAM189A2"	"80-90"
"SLC44A1"	0.00379369417012429	-0.926311721230546	0.075	0.231	1	"Ast"	"SLC44A1"	"80-90"
"TMA7"	0.00379962505605196	1.09910112803905	0.433	0.275	1	"Ast"	"TMA7"	"80-90"
"C8orf59"	0.00383130720061407	0.665320935198985	0.194	0.075	1	"Ast"	"C8orf59"	"80-90"
"NDUFA2"	0.00385338457579118	1.11109535603063	0.224	0.102	1	"Ast"	"NDUFA2"	"80-90"
"MRPS26"	0.00390867686567852	0.83666306807014	0.209	0.086	1	"Ast"	"MRPS26"	"80-90"
"SON"	0.00391391580272971	-0.561813714855286	0.463	0.635	1	"Ast"	"SON"	"80-90"
"PRKAG1"	0.00393299309052622	-0.943147787365273	0	0.114	1	"Ast"	"PRKAG1"	"80-90"
"NSRP1"	0.00400779636106491	0.871002116427303	0.179	0.067	1	"Ast"	"NSRP1"	"80-90"
"THOC2"	0.00403899656171087	-0.582993927054364	0.045	0.196	1	"Ast"	"THOC2"	"80-90"
"VAMP2"	0.00405310455065783	0.744547795144761	0.478	0.353	1	"Ast"	"VAMP2"	"80-90"
"UBR5"	0.00408943370356038	-1.10304269405637	0.03	0.165	1	"Ast"	"UBR5"	"80-90"
"GJA1"	0.00409526470256776	-0.845478810590389	0.463	0.624	1	"Ast"	"GJA1"	"80-90"
"UBTF"	0.00413147625695135	-0.704504988324819	0.045	0.192	1	"Ast"	"UBTF"	"80-90"
"PFDN5"	0.00417292477275719	0.930015846875599	0.299	0.157	1	"Ast"	"PFDN5"	"80-90"
"AQP4"	0.00426021661038028	-0.452266062823266	0.358	0.573	1	"Ast"	"AQP4"	"80-90"
"GABARAPL2"	0.0042709099030656	1.01212993709487	0.209	0.09	1	"Ast"	"GABARAPL2"	"80-90"
"OTUD7B"	0.00427111962423534	-1.23270927587151	0.045	0.18	1	"Ast"	"OTUD7B"	"80-90"
"SOD3"	0.00430019955229778	1.05593601412104	0.134	0.043	1	"Ast"	"SOD3"	"80-90"
"MSI2"	0.0043767079166237	-0.632925411058074	0.269	0.455	1	"Ast"	"MSI2"	"80-90"
"CX3CL1"	0.00437738253314509	-1.22547168503996	0.09	0.239	1	"Ast"	"CX3CL1"	"80-90"
"TTC3"	0.0044237224162637	-0.846600934710957	0.269	0.447	1	"Ast"	"TTC3"	"80-90"
"HP1BP3"	0.004446012189467	-0.767788950191421	0.269	0.443	1	"Ast"	"HP1BP3"	"80-90"
"TCEB2"	0.00445757382120757	0.886753332133674	0.373	0.216	1	"Ast"	"TCEB2"	"80-90"
"ITPKB"	0.00449339624723058	-0.846721972589352	0.164	0.353	1	"Ast"	"ITPKB"	"80-90"
"USMG5"	0.00449349552669494	1.27212111789952	0.313	0.176	1	"Ast"	"USMG5"	"80-90"
"NSMF"	0.00464729219291793	-0.671673302650329	0.164	0.353	1	"Ast"	"NSMF"	"80-90"
"ZNF703"	0.00467290488564999	-1.04367078634919	0	0.11	1	"Ast"	"ZNF703"	"80-90"
"HEXDC"	0.00468202599128747	-0.730154851584209	0.015	0.141	1	"Ast"	"HEXDC"	"80-90"
"ATP6V1E1"	0.00472112214111974	0.865056545950425	0.209	0.09	1	"Ast"	"ATP6V1E1"	"80-90"
"DKK3"	0.00472203226630016	-0.800258684695923	0.269	0.463	1	"Ast"	"DKK3"	"80-90"
"SERF2"	0.00475118618686036	1.08454836221557	0.493	0.365	1	"Ast"	"SERF2"	"80-90"
"CADM1"	0.00475616111949767	-0.84846066960613	0.269	0.443	1	"Ast"	"CADM1"	"80-90"
"GAS2L1"	0.004898847176465	-0.963683437475193	0.03	0.161	1	"Ast"	"GAS2L1"	"80-90"
"ID1"	0.00503941563232327	1.02165217493405	0.119	0.035	1	"Ast"	"ID1"	"80-90"
"MT-ND4"	0.00512813313716187	-0.431921695331426	0.836	0.914	1	"Ast"	"MT-ND4"	"80-90"
"ARHGEF4"	0.00515944173549075	-0.708441616817627	0.194	0.361	1	"Ast"	"ARHGEF4"	"80-90"
"CHD2"	0.00528177932267597	-1.02209570953825	0.09	0.239	1	"Ast"	"CHD2"	"80-90"
"KAT2A"	0.0052903355707178	-0.644850358920477	0.119	0.294	1	"Ast"	"KAT2A"	"80-90"
"UQCR11"	0.00529811630050711	1.16186374826442	0.299	0.169	1	"Ast"	"UQCR11"	"80-90"
"C19orf66"	0.00534410854642484	0.898445234124797	0.209	0.09	1	"Ast"	"C19orf66"	"80-90"
"MRPS18C"	0.00534490453758683	1.02793014281178	0.119	0.035	1	"Ast"	"MRPS18C"	"80-90"
"RGS11"	0.0053649333221299	-0.999887622014507	0.045	0.18	1	"Ast"	"RGS11"	"80-90"
"MT1E"	0.00540189338406794	-0.38978531337511	0.418	0.616	1	"Ast"	"MT1E"	"80-90"
"LRRC8A"	0.00543796007567998	-1.05440069206724	0.06	0.2	1	"Ast"	"LRRC8A"	"80-90"
"SYT11"	0.00545132014977032	-0.774105661914212	0.164	0.329	1	"Ast"	"SYT11"	"80-90"
"ANKRD29"	0.005514530109191	0.835456511721167	0.104	0.027	1	"Ast"	"ANKRD29"	"80-90"
"ARPC5L"	0.00554912866296137	0.875986344983987	0.164	0.063	1	"Ast"	"ARPC5L"	"80-90"
"SDC4"	0.005581841604106	0.779495373004293	0.343	0.188	1	"Ast"	"SDC4"	"80-90"
"ATPIF1"	0.00564359601884402	1.09118706795934	0.254	0.129	1	"Ast"	"ATPIF1"	"80-90"
"RNF11"	0.0057448130026259	1.20998681288275	0.194	0.086	1	"Ast"	"RNF11"	"80-90"
"TTC9B"	0.00577897438378442	-0.785216582483955	0.03	0.153	1	"Ast"	"TTC9B"	"80-90"
"MOCS2"	0.00580426596818551	0.676852097149891	0.104	0.027	1	"Ast"	"MOCS2"	"80-90"
"CLSTN1"	0.00589321861913494	-0.823695941983793	0.269	0.427	1	"Ast"	"CLSTN1"	"80-90"
"CDC42BPB"	0.00608995865562957	-0.842637008944363	0.015	0.133	1	"Ast"	"CDC42BPB"	"80-90"
"PPIA"	0.00609520122698472	1.23573208877768	0.373	0.247	1	"Ast"	"PPIA"	"80-90"
"SERP1"	0.00617033208343621	1.13743248987652	0.209	0.094	1	"Ast"	"SERP1"	"80-90"
"CARD19"	0.00620021988867964	-0.83187135586718	0.015	0.129	1	"Ast"	"CARD19"	"80-90"
"S100B"	0.00634282490174044	1.10142447408107	0.224	0.102	1	"Ast"	"S100B"	"80-90"
"TRA2A"	0.00637865691100914	-0.654755011290502	0.075	0.231	1	"Ast"	"TRA2A"	"80-90"
