"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"CD63"	0.719222205139661	0.258803890732884	0.856	1	1	"Ast"	"CD63"	"40-60"	"female"
"SERPINF1"	0.719320108122779	0.304260588777128	0.474	0.333	1	"Ast"	"SERPINF1"	"40-60"	"female"
"UBE2G2"	0.720141292420678	0.030149506073339	0.402	0.333	1	"Ast"	"UBE2G2"	"40-60"	"female"
"HP1BP3"	0.720163209487239	0.14840337524657	0.588	0.5	1	"Ast"	"HP1BP3"	"40-60"	"female"
"IGSF6"	0.720163209487239	0.27201274555419	0.588	0.5	1	"Ast"	"IGSF6"	"40-60"	"female"
"PPIE"	0.721195083863784	0.252864752656736	0.196	0.167	1	"Ast"	"PPIE"	"40-60"	"female"
"ACADM"	0.721195083863784	0.384731568730146	0.196	0.167	1	"Ast"	"ACADM"	"40-60"	"female"
"SOS1"	0.721195083863784	0.307612704445754	0.196	0.167	1	"Ast"	"SOS1"	"40-60"	"female"
"IMP4"	0.721195083863784	0.298179681976064	0.196	0.167	1	"Ast"	"IMP4"	"40-60"	"female"
"RETREG2"	0.721195083863784	0.247064492028072	0.196	0.167	1	"Ast"	"RETREG2"	"40-60"	"female"
"PKD2"	0.721195083863784	0.497888553153419	0.196	0.167	1	"Ast"	"PKD2"	"40-60"	"female"
"MOCS2"	0.721195083863784	0.281554382838084	0.196	0.167	1	"Ast"	"MOCS2"	"40-60"	"female"
"PHAX"	0.721195083863784	0.420523703555011	0.196	0.167	1	"Ast"	"PHAX"	"40-60"	"female"
"BTN2A2"	0.721195083863784	0.368485060131298	0.196	0.167	1	"Ast"	"BTN2A2"	"40-60"	"female"
"CCM2"	0.721195083863784	0.385303894071828	0.196	0.167	1	"Ast"	"CCM2"	"40-60"	"female"
"DLD"	0.721195083863784	0.340911011702288	0.196	0.167	1	"Ast"	"DLD"	"40-60"	"female"
"PDHA1"	0.721195083863784	0.391835384592201	0.196	0.167	1	"Ast"	"PDHA1"	"40-60"	"female"
"DERL1"	0.721195083863784	0.406718946322316	0.196	0.167	1	"Ast"	"DERL1"	"40-60"	"female"
"TATDN1"	0.721195083863784	0.381010866730278	0.196	0.167	1	"Ast"	"TATDN1"	"40-60"	"female"
"TMEM223"	0.721195083863784	0.252608155700375	0.196	0.167	1	"Ast"	"TMEM223"	"40-60"	"female"
"SLC37A2"	0.721195083863784	0.287445536336458	0.196	0.167	1	"Ast"	"SLC37A2"	"40-60"	"female"
"FAM53B"	0.721195083863784	0.498643475242171	0.196	0.167	1	"Ast"	"FAM53B"	"40-60"	"female"
"LMBR1L"	0.721195083863784	0.545899257592488	0.196	0.167	1	"Ast"	"LMBR1L"	"40-60"	"female"
"DHRS4L2"	0.721195083863784	0.322471269287633	0.196	0.167	1	"Ast"	"DHRS4L2"	"40-60"	"female"
"GMPR2"	0.721195083863784	0.411427869339934	0.196	0.167	1	"Ast"	"GMPR2"	"40-60"	"female"
"KLHDC2"	0.721195083863784	0.286173309929973	0.196	0.167	1	"Ast"	"KLHDC2"	"40-60"	"female"
"DGLUCY"	0.721195083863784	0.327531947575045	0.196	0.167	1	"Ast"	"DGLUCY"	"40-60"	"female"
"ICE2"	0.721195083863784	0.486706909311975	0.196	0.167	1	"Ast"	"ICE2"	"40-60"	"female"
"UBN1"	0.721195083863784	0.303716482382664	0.196	0.167	1	"Ast"	"UBN1"	"40-60"	"female"
"CDIPT"	0.721195083863784	0.253067873111789	0.196	0.167	1	"Ast"	"CDIPT"	"40-60"	"female"
"STARD3"	0.721195083863784	0.239120045812978	0.196	0.167	1	"Ast"	"STARD3"	"40-60"	"female"
"EZH1"	0.721195083863784	0.529136169123063	0.196	0.167	1	"Ast"	"EZH1"	"40-60"	"female"
"ARHGAP27"	0.721195083863784	0.394220595578125	0.196	0.167	1	"Ast"	"ARHGAP27"	"40-60"	"female"
"KPNA2"	0.721195083863784	0.166714118973867	0.196	0.167	1	"Ast"	"KPNA2"	"40-60"	"female"
"ABHD3"	0.721195083863784	0.318980507193478	0.196	0.167	1	"Ast"	"ABHD3"	"40-60"	"female"
"ABCG1"	0.721195083863784	0.550806504899758	0.196	0.167	1	"Ast"	"ABCG1"	"40-60"	"female"
"SRSF4"	0.721904625110276	-0.141692144014951	0.402	0.5	1	"Ast"	"SRSF4"	"40-60"	"female"
"SRFBP1"	0.7220541294706	-0.313538780289356	0.299	0.333	1	"Ast"	"SRFBP1"	"40-60"	"female"
"SMIM19"	0.722083262246606	0.375350787642417	0.247	0.167	1	"Ast"	"SMIM19"	"40-60"	"female"
"PSMC3"	0.722616000305572	-0.133379460717375	0.258	0.333	1	"Ast"	"PSMC3"	"40-60"	"female"
"CTDSP2"	0.722616000305572	-0.262916158220898	0.258	0.333	1	"Ast"	"CTDSP2"	"40-60"	"female"
"ARF1"	0.723365814891585	0.178397124942843	0.629	0.667	1	"Ast"	"ARF1"	"40-60"	"female"
"PHB2"	0.724850916910959	-0.284725051886115	0.309	0.333	1	"Ast"	"PHB2"	"40-60"	"female"
"CSGALNACT2"	0.72512812275438	0.15522441553271	0.237	0.167	1	"Ast"	"CSGALNACT2"	"40-60"	"female"
"DERA"	0.72512812275438	0.160810594100968	0.237	0.167	1	"Ast"	"DERA"	"40-60"	"female"
"ZBTB1"	0.72512812275438	0.260887485453365	0.237	0.167	1	"Ast"	"ZBTB1"	"40-60"	"female"
"RAB5A"	0.726030022000423	0.275272143220662	0.268	0.333	1	"Ast"	"RAB5A"	"40-60"	"female"
"UTP6"	0.726030022000423	0.0106372995844867	0.268	0.333	1	"Ast"	"UTP6"	"40-60"	"female"
"ARPC5"	0.726515844051063	-0.352223745281326	0.701	0.667	1	"Ast"	"ARPC5"	"40-60"	"female"
"XRN2"	0.726683491962088	0.124146338769096	0.443	0.333	1	"Ast"	"XRN2"	"40-60"	"female"
"SNF8"	0.727490688158559	-0.23627242145337	0.32	0.333	1	"Ast"	"SNF8"	"40-60"	"female"
"SLC16A3"	0.727977551611146	-0.221917730968429	0.557	0.333	1	"Ast"	"SLC16A3"	"40-60"	"female"
"COX20"	0.728102635359048	0.187106242574337	0.227	0.167	1	"Ast"	"COX20"	"40-60"	"female"
"SLC35F6"	0.728102635359048	0.193568877762961	0.227	0.167	1	"Ast"	"SLC35F6"	"40-60"	"female"
"RAB34"	0.728102635359048	0.282802487335373	0.227	0.167	1	"Ast"	"RAB34"	"40-60"	"female"
"DYNC1H1"	0.728644013230328	-0.0446492585651754	0.495	0.5	1	"Ast"	"DYNC1H1"	"40-60"	"female"
"HACD4"	0.729235999084726	-0.267264879099507	0.278	0.333	1	"Ast"	"HACD4"	"40-60"	"female"
"CCNDBP1"	0.729235999084726	-0.183058987289524	0.278	0.333	1	"Ast"	"CCNDBP1"	"40-60"	"female"
"TXNDC17"	0.729445609828524	-0.0040625011183999	0.268	0.167	1	"Ast"	"TXNDC17"	"40-60"	"female"
"ADAM28"	0.729811572587505	-0.353851793397845	0.66	0.5	1	"Ast"	"ADAM28"	"40-60"	"female"
"ALOX5"	0.730305613661477	0.282291505335648	0.392	0.333	1	"Ast"	"ALOX5"	"40-60"	"female"
"CTDSP1"	0.730998836604883	0.30278317603263	0.216	0.167	1	"Ast"	"CTDSP1"	"40-60"	"female"
"BAG6"	0.730998836604883	0.343889080503815	0.216	0.167	1	"Ast"	"BAG6"	"40-60"	"female"
"TMEM134"	0.730998836604883	0.241096823219499	0.216	0.167	1	"Ast"	"TMEM134"	"40-60"	"female"
"ATXN3"	0.730998836604883	0.21967640688092	0.216	0.167	1	"Ast"	"ATXN3"	"40-60"	"female"
"FEM1B"	0.730998836604883	0.195523845381276	0.216	0.167	1	"Ast"	"FEM1B"	"40-60"	"female"
"BTBD1"	0.730998836604883	0.219141216687456	0.216	0.167	1	"Ast"	"BTBD1"	"40-60"	"female"
"LST1"	0.731517529066583	0.343247049245369	0.701	0.5	1	"Ast"	"LST1"	"40-60"	"female"
"PINK1"	0.73180683587301	-0.407981924080785	0.134	0.167	1	"Ast"	"PINK1"	"40-60"	"female"
"TUSC2"	0.73180683587301	-0.34632996053832	0.134	0.167	1	"Ast"	"TUSC2"	"40-60"	"female"
"ADAP1"	0.73180683587301	-0.182388040948866	0.134	0.167	1	"Ast"	"ADAP1"	"40-60"	"female"
"CCZ1"	0.73180683587301	-0.253672513194772	0.134	0.167	1	"Ast"	"CCZ1"	"40-60"	"female"
"KIF1BP"	0.73180683587301	-0.477488355985646	0.134	0.167	1	"Ast"	"KIF1BP"	"40-60"	"female"
"ZNF503"	0.73180683587301	-0.296142071434972	0.134	0.167	1	"Ast"	"ZNF503"	"40-60"	"female"
"CYB5D1"	0.73180683587301	-0.357995590338209	0.134	0.167	1	"Ast"	"CYB5D1"	"40-60"	"female"
"USP25"	0.73180683587301	-0.362455973133664	0.134	0.167	1	"Ast"	"USP25"	"40-60"	"female"
"SSH2"	0.732025510417969	-0.49668149413379	0.485	0.333	1	"Ast"	"SSH2"	"40-60"	"female"
"TMEM230"	0.732089877578776	0.235869734029341	0.402	0.333	1	"Ast"	"TMEM230"	"40-60"	"female"
"ZBTB7B"	0.732605760006991	-0.0527393743764782	0.124	0.167	1	"Ast"	"ZBTB7B"	"40-60"	"female"
"PTPMT1"	0.732605760006991	-0.100012397494647	0.124	0.167	1	"Ast"	"PTPMT1"	"40-60"	"female"
"ARRB1"	0.732605760006991	-0.10136827040851	0.124	0.167	1	"Ast"	"ARRB1"	"40-60"	"female"
"ZNF37A"	0.732605760006991	-0.0673002359355729	0.124	0.167	1	"Ast"	"ZNF37A"	"40-60"	"female"
"DHX32"	0.732605760006991	-0.122414618527377	0.124	0.167	1	"Ast"	"DHX32"	"40-60"	"female"
"NAA16"	0.732605760006991	0.0056210878990095	0.124	0.167	1	"Ast"	"NAA16"	"40-60"	"female"
"THAP11"	0.732605760006991	-0.14132695912544	0.124	0.167	1	"Ast"	"THAP11"	"40-60"	"female"
"RNF125"	0.732605760006991	-0.118371618117351	0.124	0.167	1	"Ast"	"RNF125"	"40-60"	"female"
"CEP104"	0.732776747635393	0.0969685554004371	0.103	0.167	1	"Ast"	"CEP104"	"40-60"	"female"
"PER3"	0.732776747635393	0.245252669742637	0.103	0.167	1	"Ast"	"PER3"	"40-60"	"female"
"MTOR"	0.732776747635393	0.214146989928834	0.103	0.167	1	"Ast"	"MTOR"	"40-60"	"female"
"BX284668.5"	0.732776747635393	0.0846146667672747	0.103	0.167	1	"Ast"	"BX284668.5"	"40-60"	"female"
"AHDC1"	0.732776747635393	0.109872093809645	0.103	0.167	1	"Ast"	"AHDC1"	"40-60"	"female"
"ATPAF1"	0.732776747635393	0.353409334211504	0.103	0.167	1	"Ast"	"ATPAF1"	"40-60"	"female"
"UAP1"	0.732776747635393	0.234877628284331	0.103	0.167	1	"Ast"	"UAP1"	"40-60"	"female"
"METTL13"	0.732776747635393	0.121396585825923	0.103	0.167	1	"Ast"	"METTL13"	"40-60"	"female"
"MRPS14"	0.732776747635393	0.330821779384526	0.103	0.167	1	"Ast"	"MRPS14"	"40-60"	"female"
"FAM177B"	0.732776747635393	0.210090243068031	0.103	0.167	1	"Ast"	"FAM177B"	"40-60"	"female"
"PAPOLG"	0.732776747635393	0.166181801633234	0.103	0.167	1	"Ast"	"PAPOLG"	"40-60"	"female"
"SEPT10"	0.732776747635393	0.145740765909423	0.103	0.167	1	"Ast"	"SEPT10"	"40-60"	"female"
"CLASP1"	0.732776747635393	0.0491683226838961	0.103	0.167	1	"Ast"	"CLASP1"	"40-60"	"female"
"PRKRA"	0.732776747635393	0.0885891109694643	0.103	0.167	1	"Ast"	"PRKRA"	"40-60"	"female"
"GBE1"	0.732776747635393	0.373239871866674	0.103	0.167	1	"Ast"	"GBE1"	"40-60"	"female"
"SLC15A2"	0.732776747635393	0.168764722815576	0.103	0.167	1	"Ast"	"SLC15A2"	"40-60"	"female"
"ACAD9"	0.732776747635393	0.0784685245621002	0.103	0.167	1	"Ast"	"ACAD9"	"40-60"	"female"
"MCCC1"	0.732776747635393	0.108891389847291	0.103	0.167	1	"Ast"	"MCCC1"	"40-60"	"female"
"AP1AR"	0.732776747635393	0.193214795694265	0.103	0.167	1	"Ast"	"AP1AR"	"40-60"	"female"
"NEK1"	0.732776747635393	0.0506386112033857	0.103	0.167	1	"Ast"	"NEK1"	"40-60"	"female"
"CARD6"	0.732776747635393	0.0965432038628905	0.103	0.167	1	"Ast"	"CARD6"	"40-60"	"female"
"MRPS30"	0.732776747635393	0.127154582097849	0.103	0.167	1	"Ast"	"MRPS30"	"40-60"	"female"
"ARSB"	0.732776747635393	0.0737992023099753	0.103	0.167	1	"Ast"	"ARSB"	"40-60"	"female"
"RAPGEF6"	0.732776747635393	0.181933582768672	0.103	0.167	1	"Ast"	"RAPGEF6"	"40-60"	"female"
"PWWP2A"	0.732776747635393	0.379529135430312	0.103	0.167	1	"Ast"	"PWWP2A"	"40-60"	"female"
"KIF13A"	0.732776747635393	0.185101850778235	0.103	0.167	1	"Ast"	"KIF13A"	"40-60"	"female"
"PEX3"	0.732776747635393	0.135756416788643	0.103	0.167	1	"Ast"	"PEX3"	"40-60"	"female"
"MACC1"	0.732776747635393	0.177180959883048	0.103	0.167	1	"Ast"	"MACC1"	"40-60"	"female"
"WDR60"	0.732776747635393	0.176983315653287	0.103	0.167	1	"Ast"	"WDR60"	"40-60"	"female"
"CLIC2"	0.732776747635393	0.10832372102271	0.103	0.167	1	"Ast"	"CLIC2"	"40-60"	"female"
"PRAG1"	0.732776747635393	0.218926370221218	0.103	0.167	1	"Ast"	"PRAG1"	"40-60"	"female"
"ENTPD4"	0.732776747635393	0.130338321971802	0.103	0.167	1	"Ast"	"ENTPD4"	"40-60"	"female"
"TRMO"	0.732776747635393	0.322472143286198	0.103	0.167	1	"Ast"	"TRMO"	"40-60"	"female"
"ARFIP2"	0.732776747635393	0.0592968305119383	0.103	0.167	1	"Ast"	"ARFIP2"	"40-60"	"female"
"BMI1"	0.732776747635393	0.099487254841414	0.103	0.167	1	"Ast"	"BMI1"	"40-60"	"female"
"WAC-AS1"	0.732776747635393	0.138831846305571	0.103	0.167	1	"Ast"	"WAC-AS1"	"40-60"	"female"
"FRAT1"	0.732776747635393	0.295959808570686	0.103	0.167	1	"Ast"	"FRAT1"	"40-60"	"female"
"MAGOHB"	0.732776747635393	0.134710298158993	0.103	0.167	1	"Ast"	"MAGOHB"	"40-60"	"female"
"DYRK2"	0.732776747635393	0.155606938074865	0.103	0.167	1	"Ast"	"DYRK2"	"40-60"	"female"
"ACADS"	0.732776747635393	0.0550059170291803	0.103	0.167	1	"Ast"	"ACADS"	"40-60"	"female"
"TRAPPC6B"	0.732776747635393	0.0860297077361809	0.103	0.167	1	"Ast"	"TRAPPC6B"	"40-60"	"female"
"FBXO33"	0.732776747635393	0.181733781518339	0.103	0.167	1	"Ast"	"FBXO33"	"40-60"	"female"
"GON7"	0.732776747635393	0.0527688529263798	0.103	0.167	1	"Ast"	"GON7"	"40-60"	"female"
"BTBD6"	0.732776747635393	0.140172961028425	0.103	0.167	1	"Ast"	"BTBD6"	"40-60"	"female"
"NARFL"	0.732776747635393	0.0858491269818679	0.103	0.167	1	"Ast"	"NARFL"	"40-60"	"female"
"CHTF8"	0.732776747635393	0.171288653470889	0.103	0.167	1	"Ast"	"CHTF8"	"40-60"	"female"
"MAP2K4"	0.732776747635393	0.0935754169380358	0.103	0.167	1	"Ast"	"MAP2K4"	"40-60"	"female"
"TOP3A"	0.732776747635393	0.0555838823063561	0.103	0.167	1	"Ast"	"TOP3A"	"40-60"	"female"
"DHRS7B"	0.732776747635393	0.0873954972497125	0.103	0.167	1	"Ast"	"DHRS7B"	"40-60"	"female"
"STAT5B"	0.732776747635393	0.0990818071022593	0.103	0.167	1	"Ast"	"STAT5B"	"40-60"	"female"
"DHX8"	0.732776747635393	0.10141503307412	0.103	0.167	1	"Ast"	"DHX8"	"40-60"	"female"
"SLC39A11"	0.732776747635393	0.125494814454335	0.103	0.167	1	"Ast"	"SLC39A11"	"40-60"	"female"
"CASS4"	0.732776747635393	0.094646605204707	0.103	0.167	1	"Ast"	"CASS4"	"40-60"	"female"
"MED16"	0.732776747635393	0.107599234673711	0.103	0.167	1	"Ast"	"MED16"	"40-60"	"female"
"CERS4"	0.732776747635393	0.0839822043146241	0.103	0.167	1	"Ast"	"CERS4"	"40-60"	"female"
"KEAP1"	0.732776747635393	0.0389675471598067	0.103	0.167	1	"Ast"	"KEAP1"	"40-60"	"female"
"GMIP"	0.732776747635393	0.0755775011079796	0.103	0.167	1	"Ast"	"GMIP"	"40-60"	"female"
"BTG3"	0.732776747635393	0.183437105612277	0.103	0.167	1	"Ast"	"BTG3"	"40-60"	"female"
"VPS51"	0.732820148594994	0.0978302123806819	0.247	0.333	1	"Ast"	"VPS51"	"40-60"	"female"
"CPNE1"	0.732820148594994	-0.0661398882984923	0.247	0.333	1	"Ast"	"CPNE1"	"40-60"	"female"
"CMAS"	0.732964551977017	0.0935716935996003	0.113	0.167	1	"Ast"	"CMAS"	"40-60"	"female"
"FAR2"	0.732964551977017	0.337536240884421	0.113	0.167	1	"Ast"	"FAR2"	"40-60"	"female"
"ELL"	0.732964551977017	-0.0704516132923806	0.113	0.167	1	"Ast"	"ELL"	"40-60"	"female"
"NAAA"	0.733807250032331	0.229423611284328	0.206	0.167	1	"Ast"	"NAAA"	"40-60"	"female"
"TAZ"	0.733807250032331	0.307803916261085	0.206	0.167	1	"Ast"	"TAZ"	"40-60"	"female"
"AES"	0.733807250032331	0.408616748221946	0.206	0.167	1	"Ast"	"AES"	"40-60"	"female"
"SLC7A7"	0.734574950380913	0.337663227352258	0.351	0.333	1	"Ast"	"SLC7A7"	"40-60"	"female"
"BACH1"	0.735272860996836	0.0575556640373973	0.454	0.5	1	"Ast"	"BACH1"	"40-60"	"female"
"EGR2"	0.735379256347074	0.50754168930002	0.505	0.5	1	"Ast"	"EGR2"	"40-60"	"female"
"ARHGEF6"	0.73539365558812	0.0829440268950116	0.423	0.333	1	"Ast"	"ARHGEF6"	"40-60"	"female"
"METTL9"	0.73539365558812	0.312938290321031	0.423	0.333	1	"Ast"	"METTL9"	"40-60"	"female"
"MIF"	0.736149950427704	0.23491703946762	0.247	0.167	1	"Ast"	"MIF"	"40-60"	"female"
"SLAIN2"	0.73629675219816	0.0912489444118949	0.258	0.333	1	"Ast"	"SLAIN2"	"40-60"	"female"
"CLIP1"	0.73629675219816	-0.0739297965318259	0.258	0.333	1	"Ast"	"CLIP1"	"40-60"	"female"
"CXCL2"	0.737765989048099	0.067183973957867	0.309	0.333	1	"Ast"	"CXCL2"	"40-60"	"female"
"OLR1"	0.737897514165631	0.0350678605763832	0.711	0.833	1	"Ast"	"OLR1"	"40-60"	"female"
"H1FX"	0.738376275236655	0.183034923170529	0.443	0.333	1	"Ast"	"H1FX"	"40-60"	"female"
"TMEM258"	0.73912192931915	0.447034876189119	0.546	0.5	1	"Ast"	"TMEM258"	"40-60"	"female"
"STK38L"	0.739430667395377	0.389344973949263	0.227	0.333	1	"Ast"	"STK38L"	"40-60"	"female"
"GRSF1"	0.739555889943616	-0.248905998413122	0.278	0.167	1	"Ast"	"GRSF1"	"40-60"	"female"
"CARD8"	0.739555889943616	-0.0738711475489223	0.268	0.333	1	"Ast"	"CARD8"	"40-60"	"female"
"TMED2"	0.739757755551975	0.141709398109529	0.454	0.333	1	"Ast"	"TMED2"	"40-60"	"female"
"C11orf58"	0.740720848956073	-0.378324096436598	0.567	0.5	1	"Ast"	"C11orf58"	"40-60"	"female"
"MGST2"	0.741071055266576	0.0961560197488047	0.464	0.333	1	"Ast"	"MGST2"	"40-60"	"female"
"BLVRB"	0.742319618857876	0.326443422218738	0.474	0.333	1	"Ast"	"BLVRB"	"40-60"	"female"
"LRP10"	0.742393352995343	0.0261873258072064	0.392	0.333	1	"Ast"	"LRP10"	"40-60"	"female"
"LACTB"	0.742393352995343	-0.102954195361812	0.392	0.333	1	"Ast"	"LACTB"	"40-60"	"female"
"CFAP97"	0.742615948573266	0.0232610961355817	0.278	0.333	1	"Ast"	"CFAP97"	"40-60"	"female"
"ARHGAP5"	0.742615948573266	0.0472748106969634	0.278	0.333	1	"Ast"	"ARHGAP5"	"40-60"	"female"
"ZMPSTE24"	0.742657148201106	0.215547543205578	0.227	0.167	1	"Ast"	"ZMPSTE24"	"40-60"	"female"
"ATP6V1D"	0.742657148201106	0.184262395995292	0.227	0.167	1	"Ast"	"ATP6V1D"	"40-60"	"female"
"LYSMD2"	0.742657148201106	0.263979985935623	0.227	0.167	1	"Ast"	"LYSMD2"	"40-60"	"female"
"CORO7"	0.742657148201106	0.23297875813636	0.227	0.167	1	"Ast"	"CORO7"	"40-60"	"female"
"MRPS26"	0.742657148201106	0.187064680645449	0.227	0.167	1	"Ast"	"MRPS26"	"40-60"	"female"
"SAMD1"	0.742657148201106	0.258712930154185	0.227	0.167	1	"Ast"	"SAMD1"	"40-60"	"female"
"ZNF430"	0.742657148201106	0.254833321889503	0.227	0.167	1	"Ast"	"ZNF430"	"40-60"	"female"
"TCERG1"	0.742677650321344	0.421187836870965	0.33	0.333	1	"Ast"	"TCERG1"	"40-60"	"female"
"BIRC6"	0.743168925992638	-0.0478147597250715	0.268	0.167	1	"Ast"	"BIRC6"	"40-60"	"female"
"SMNDC1"	0.743168925992638	0.0297440391758866	0.268	0.167	1	"Ast"	"SMNDC1"	"40-60"	"female"
"CARD9"	0.743216946792701	0.082106229256272	0.237	0.333	1	"Ast"	"CARD9"	"40-60"	"female"
"DCXR"	0.743216946792701	0.0529232079899503	0.237	0.333	1	"Ast"	"DCXR"	"40-60"	"female"
"MAFB"	0.744490928420362	-0.00198450876838807	0.784	0.5	1	"Ast"	"MAFB"	"40-60"	"female"
"TMEM167A"	0.744933611273887	0.308042611278531	0.34	0.333	1	"Ast"	"TMEM167A"	"40-60"	"female"
"LMAN1"	0.745727861103543	0.162044121062135	0.412	0.333	1	"Ast"	"LMAN1"	"40-60"	"female"
"EDEM3"	0.745823257261298	0.213836642035116	0.216	0.167	1	"Ast"	"EDEM3"	"40-60"	"female"
"SMIM3"	0.745823257261298	0.237908990332504	0.216	0.167	1	"Ast"	"SMIM3"	"40-60"	"female"
"AK2"	0.7467530001483	0.0213587697018321	0.247	0.333	1	"Ast"	"AK2"	"40-60"	"female"
"DPP8"	0.7467530001483	0.200799742447612	0.247	0.333	1	"Ast"	"DPP8"	"40-60"	"female"
"DCAF7"	0.7467530001483	0.107322448201978	0.258	0.167	1	"Ast"	"DCAF7"	"40-60"	"female"
"ESF1"	0.7467530001483	0.0454451690815963	0.258	0.167	1	"Ast"	"ESF1"	"40-60"	"female"
"SLC25A5"	0.746953849626674	0.313433017952306	0.67	0.667	1	"Ast"	"SLC25A5"	"40-60"	"female"
"TIAL1"	0.747068384928193	-0.361310610683825	0.351	0.333	1	"Ast"	"TIAL1"	"40-60"	"female"
"PPCS"	0.747270489720443	0.224152486541813	0.423	0.333	1	"Ast"	"PPCS"	"40-60"	"female"
"RSL24D1"	0.748736153664011	0.0276815155426362	0.423	0.5	1	"Ast"	"RSL24D1"	"40-60"	"female"
"IL1RAP"	0.748921644183126	0.246334599378762	0.206	0.167	1	"Ast"	"IL1RAP"	"40-60"	"female"
"AHI1"	0.748921644183126	0.43795575505363	0.206	0.167	1	"Ast"	"AHI1"	"40-60"	"female"
"MPEG1"	0.748921644183126	0.405981776325969	0.206	0.167	1	"Ast"	"MPEG1"	"40-60"	"female"
"DNMT3A"	0.749660572808814	-0.306079955998131	0.134	0.167	1	"Ast"	"DNMT3A"	"40-60"	"female"
"SCRN3"	0.749660572808814	-0.350977995173134	0.134	0.167	1	"Ast"	"SCRN3"	"40-60"	"female"
"NIT2"	0.749660572808814	-0.174777418123444	0.134	0.167	1	"Ast"	"NIT2"	"40-60"	"female"
"ZNF721"	0.749660572808814	-0.159575270402799	0.134	0.167	1	"Ast"	"ZNF721"	"40-60"	"female"
"WWC2"	0.749660572808814	-0.441441060406444	0.134	0.167	1	"Ast"	"WWC2"	"40-60"	"female"
"CUL1"	0.749660572808814	-0.105299791904114	0.134	0.167	1	"Ast"	"CUL1"	"40-60"	"female"
"SHMT2"	0.749660572808814	-0.0896671585341733	0.134	0.167	1	"Ast"	"SHMT2"	"40-60"	"female"
"DTD1"	0.749660572808814	-0.0268956368027378	0.134	0.167	1	"Ast"	"DTD1"	"40-60"	"female"
"MAST3"	0.749660572808814	-0.206684430098037	0.134	0.167	1	"Ast"	"MAST3"	"40-60"	"female"
"CYTH2"	0.749660572808814	-0.305771223292711	0.134	0.167	1	"Ast"	"CYTH2"	"40-60"	"female"
"FAM118A"	0.749660572808814	-0.143904249326995	0.134	0.167	1	"Ast"	"FAM118A"	"40-60"	"female"
"UGP2"	0.750061624761193	-0.160427790146005	0.258	0.333	1	"Ast"	"UGP2"	"40-60"	"female"
"WDFY3"	0.750061624761193	-0.0386367731939713	0.258	0.333	1	"Ast"	"WDFY3"	"40-60"	"female"
"CCND3"	0.750061624761193	0.155504283114293	0.258	0.333	1	"Ast"	"CCND3"	"40-60"	"female"
"ACBD5"	0.750061624761193	0.00827816992379116	0.258	0.333	1	"Ast"	"ACBD5"	"40-60"	"female"
"PSMB9"	0.750134369697551	0.00849815705465062	0.392	0.5	1	"Ast"	"PSMB9"	"40-60"	"female"
"ATP5MC2"	0.750212642544899	0.269743050114142	0.794	0.667	1	"Ast"	"ATP5MC2"	"40-60"	"female"
"ATP6AP1"	0.75032063870009	0.342922045975389	0.546	0.5	1	"Ast"	"ATP6AP1"	"40-60"	"female"
"USP37"	0.751048625012288	-0.108314533310571	0.124	0.167	1	"Ast"	"USP37"	"40-60"	"female"
"LIMD1"	0.751048625012288	0.00263524745956201	0.124	0.167	1	"Ast"	"LIMD1"	"40-60"	"female"
"DCAF16"	0.751048625012288	-0.0879446628241226	0.124	0.167	1	"Ast"	"DCAF16"	"40-60"	"female"
"MRPL36"	0.751048625012288	-0.0895385012019332	0.124	0.167	1	"Ast"	"MRPL36"	"40-60"	"female"
"ST6GALNAC4"	0.751048625012288	0.0487583233685591	0.124	0.167	1	"Ast"	"ST6GALNAC4"	"40-60"	"female"
"ABRAXAS2"	0.751048625012288	0.0024045553924289	0.124	0.167	1	"Ast"	"ABRAXAS2"	"40-60"	"female"
"ZNF224"	0.751048625012288	-0.0469586740803071	0.124	0.167	1	"Ast"	"ZNF224"	"40-60"	"female"
"HSPB1"	0.751856561607049	0.345139457283885	0.557	0.667	1	"Ast"	"HSPB1"	"40-60"	"female"
"UTP23"	0.752069496658679	0.127056611800029	0.113	0.167	1	"Ast"	"UTP23"	"40-60"	"female"
"CREBZF"	0.752069496658679	0.187352734590264	0.113	0.167	1	"Ast"	"CREBZF"	"40-60"	"female"
"ETFRF1"	0.752069496658679	0.175872914221118	0.113	0.167	1	"Ast"	"ETFRF1"	"40-60"	"female"
"AP5M1"	0.752069496658679	0.0508003841482749	0.113	0.167	1	"Ast"	"AP5M1"	"40-60"	"female"
"ALOX15B"	0.752069496658679	0.110783919338456	0.113	0.167	1	"Ast"	"ALOX15B"	"40-60"	"female"
"LDLRAD4"	0.752821914136272	0.10977121747735	0.381	0.333	1	"Ast"	"LDLRAD4"	"40-60"	"female"
"SLC20A1"	0.753162799873684	0.13685583086315	0.268	0.333	1	"Ast"	"SLC20A1"	"40-60"	"female"
"NISCH"	0.753162799873684	-0.294848707844425	0.268	0.333	1	"Ast"	"NISCH"	"40-60"	"female"
"LENG8"	0.753162799873684	-0.25868921215965	0.268	0.333	1	"Ast"	"LENG8"	"40-60"	"female"
"UBXN4"	0.753236643406487	0.210786297737314	0.588	0.5	1	"Ast"	"UBXN4"	"40-60"	"female"
