"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"disease"
"POLR3K"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"POLR3K"	"40-60"	"N"
"NPRL3"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"NPRL3"	"40-60"	"N"
"C16orf91"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"C16orf91"	"40-60"	"N"
"BRICD5"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"BRICD5"	"40-60"	"N"
"MGRN1"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"MGRN1"	"40-60"	"N"
"ANKS3"	1	0.143477126718314	0.167	0.125	1	"Ast"	"ANKS3"	"40-60"	"N"
"UBN1"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"UBN1"	"40-60"	"N"
"EEF2KMT"	1	-0.333200328348405	0.167	0.125	1	"Ast"	"EEF2KMT"	"40-60"	"N"
"CARHSP1"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"CARHSP1"	"40-60"	"N"
"USP7"	1	0.122517198372763	0.333	0.375	1	"Ast"	"USP7"	"40-60"	"N"
"ITPRIPL2"	1	-0.125906905177396	0.5	0.5	1	"Ast"	"ITPRIPL2"	"40-60"	"N"
"OTOA"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"OTOA"	"40-60"	"N"
"GTF3C1"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"GTF3C1"	"40-60"	"N"
"CDIPT"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"CDIPT"	"40-60"	"N"
"KCTD13"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"KCTD13"	"40-60"	"N"
"SEPHS2"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"SEPHS2"	"40-60"	"N"
"SRCAP"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"SRCAP"	"40-60"	"N"
"BCL7C"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"BCL7C"	"40-60"	"N"
"VKORC1"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"VKORC1"	"40-60"	"N"
"MT1X"	1	0.124603885810482	0.167	0.125	1	"Ast"	"MT1X"	"40-60"	"N"
"CPNE2"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"CPNE2"	"40-60"	"N"
"CTCF"	1	-0.19062555574325	0.167	0.125	1	"Ast"	"CTCF"	"40-60"	"N"
"SNTB2"	1	-0.305263783976347	0.167	0.125	1	"Ast"	"SNTB2"	"40-60"	"N"
"PDPR"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"PDPR"	"40-60"	"N"
"HSDL1"	1	0.15254043018254	0.167	0.125	1	"Ast"	"HSDL1"	"40-60"	"N"
"IRF8"	1	-0.240686510255586	0.5	0.5	1	"Ast"	"IRF8"	"40-60"	"N"
"SMYD4"	1	-0.110096284380096	0.333	0.375	1	"Ast"	"SMYD4"	"40-60"	"N"
"MNT"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"MNT"	"40-60"	"N"
"ARRB2"	1	0.0151200057338237	0.5	0.625	1	"Ast"	"ARRB2"	"40-60"	"N"
"ACADVL"	1	0.171695336354956	0.333	0.375	1	"Ast"	"ACADVL"	"40-60"	"N"
"STX8"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"STX8"	"40-60"	"N"
"MAP2K4"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"MAP2K4"	"40-60"	"N"
"ZNF287"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"ZNF287"	"40-60"	"N"
"FLCN"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"FLCN"	"40-60"	"N"
"SREBF1"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"SREBF1"	"40-60"	"N"
"TOP3A"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"TOP3A"	"40-60"	"N"
"AKAP10"	1	0.267237444170972	0.333	0.5	1	"Ast"	"AKAP10"	"40-60"	"N"
"PHF12"	1	-0.222977837421044	0.167	0.125	1	"Ast"	"PHF12"	"40-60"	"N"
"NSRP1"	1	0.0719070900510052	0.167	0.125	1	"Ast"	"NSRP1"	"40-60"	"N"
"AC138207.5"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"AC138207.5"	"40-60"	"N"
"EVI2B"	1	0.374378678602804	0.5	0.625	1	"Ast"	"EVI2B"	"40-60"	"N"
"C17orf75"	1	-0.19062555574325	0.167	0.125	1	"Ast"	"C17orf75"	"40-60"	"N"
"RFFL"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"RFFL"	"40-60"	"N"
"RAD51D"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"RAD51D"	"40-60"	"N"
"PSMD3"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"PSMD3"	"40-60"	"N"
"NKIRAS2"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"NKIRAS2"	"40-60"	"N"
"GHDC"	1	0.112465397306213	0.333	0.5	1	"Ast"	"GHDC"	"40-60"	"N"
"RETREG3"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"RETREG3"	"40-60"	"N"
"DHX8"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"DHX8"	"40-60"	"N"
"TMUB2"	1	0.15254043018254	0.167	0.125	1	"Ast"	"TMUB2"	"40-60"	"N"
"FZD2"	1	-0.333200328348405	0.167	0.125	1	"Ast"	"FZD2"	"40-60"	"N"
"CCDC43"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"CCDC43"	"40-60"	"N"
"AC008105.3"	1	-0.262274719666306	0.167	0.125	1	"Ast"	"AC008105.3"	"40-60"	"N"
"ZNF652"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"ZNF652"	"40-60"	"N"
"SLC35B1"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"SLC35B1"	"40-60"	"N"
"PPP1R9B"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"PPP1R9B"	"40-60"	"N"
"MRPS23"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"MRPS23"	"40-60"	"N"
"MRC2"	1	-0.0106838635840654	0.167	0.125	1	"Ast"	"MRC2"	"40-60"	"N"
"FTSJ3"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"FTSJ3"	"40-60"	"N"
"KPNA2"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"KPNA2"	"40-60"	"N"
"PRKAR1A"	1	0.0954457710107199	0.5	0.5	1	"Ast"	"PRKAR1A"	"40-60"	"N"
"CD300LF"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"CD300LF"	"40-60"	"N"
"GALK1"	1	-0.0257486555528765	0.167	0.125	1	"Ast"	"GALK1"	"40-60"	"N"
"MXRA7"	1	-0.530040615360511	0.167	0.125	1	"Ast"	"MXRA7"	"40-60"	"N"
"SYNGR2"	1	0.295636583794633	0.333	0.375	1	"Ast"	"SYNGR2"	"40-60"	"N"
"ENGASE"	1	-0.27033441668498	0.333	0.25	1	"Ast"	"ENGASE"	"40-60"	"N"
"SLC26A11"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"SLC26A11"	"40-60"	"N"
"ENOSF1"	1	-0.0106838635840654	0.167	0.125	1	"Ast"	"ENOSF1"	"40-60"	"N"
"SMCHD1"	1	0.527693316372505	0.5	0.5	1	"Ast"	"SMCHD1"	"40-60"	"N"
"LPIN2"	1	0.115945506311449	0.5	0.625	1	"Ast"	"LPIN2"	"40-60"	"N"
"CHMP1B"	1	0.354386998293345	0.5	0.625	1	"Ast"	"CHMP1B"	"40-60"	"N"
"MPPE1"	1	-0.0106838635840654	0.167	0.125	1	"Ast"	"MPPE1"	"40-60"	"N"
"ESCO1"	1	-0.282674951033934	0.167	0.125	1	"Ast"	"ESCO1"	"40-60"	"N"
"CABLES1"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"CABLES1"	"40-60"	"N"
"DTNA"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"DTNA"	"40-60"	"N"
"RPRD1A"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"RPRD1A"	"40-60"	"N"
"TPGS2"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"TPGS2"	"40-60"	"N"
"KIAA1328"	1	-0.630493148759503	0.167	0.125	1	"Ast"	"KIAA1328"	"40-60"	"N"
"MEX3C"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"MEX3C"	"40-60"	"N"
"VPS4B"	1	-1.27122018875836	0.167	0.125	1	"Ast"	"VPS4B"	"40-60"	"N"
"SNRPB"	1	0.0769802690328829	0.5	0.625	1	"Ast"	"SNRPB"	"40-60"	"N"
"CENPB"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"CENPB"	"40-60"	"N"
"PANK2"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"PANK2"	"40-60"	"N"
"ACSS1"	1	-0.502104070988453	0.167	0.125	1	"Ast"	"ACSS1"	"40-60"	"N"
"TM9SF4"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"TM9SF4"	"40-60"	"N"
"PXMP4"	1	-0.502104070988453	0.167	0.125	1	"Ast"	"PXMP4"	"40-60"	"N"
"EIF2S2"	1	-0.00454464325260084	0.5	0.625	1	"Ast"	"EIF2S2"	"40-60"	"N"
"GSS"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"GSS"	"40-60"	"N"
"MMP24OS"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"MMP24OS"	"40-60"	"N"
"CEP250"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"CEP250"	"40-60"	"N"
"RBL1"	1	0.0168138913239382	0.167	0.125	1	"Ast"	"RBL1"	"40-60"	"N"
"ZNF334"	1	-0.502104070988453	0.167	0.125	1	"Ast"	"ZNF334"	"40-60"	"N"
"DDX27"	1	-0.125570637879583	0.333	0.25	1	"Ast"	"DDX27"	"40-60"	"N"
"RAE1"	1	-0.305263783976347	0.167	0.125	1	"Ast"	"RAE1"	"40-60"	"N"
"NELFCD"	1	-0.502104070988453	0.167	0.125	1	"Ast"	"NELFCD"	"40-60"	"N"
"PRELID3B"	1	-0.289423255728594	0.167	0.125	1	"Ast"	"PRELID3B"	"40-60"	"N"
"DIDO1"	1	-0.218562100115309	0.167	0.125	1	"Ast"	"DIDO1"	"40-60"	"N"
"YTHDF1"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"YTHDF1"	"40-60"	"N"
"MIDN"	1	0.191703058370856	0.333	0.5	1	"Ast"	"MIDN"	"40-60"	"N"
"SCAMP4"	1	-0.101192419159983	0.167	0.125	1	"Ast"	"SCAMP4"	"40-60"	"N"
"SPPL2B"	1	-0.305263783976347	0.167	0.125	1	"Ast"	"SPPL2B"	"40-60"	"N"
"GNA15"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"GNA15"	"40-60"	"N"
"HMG20B"	1	-0.333200328348405	0.167	0.125	1	"Ast"	"HMG20B"	"40-60"	"N"
"PIP5K1C"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"PIP5K1C"	"40-60"	"N"
"SH3GL1"	1	0.15254043018254	0.167	0.125	1	"Ast"	"SH3GL1"	"40-60"	"N"
"CAPS"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"CAPS"	"40-60"	"N"
"CLPP"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"CLPP"	"40-60"	"N"
"CERS4"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"CERS4"	"40-60"	"N"
"EIF3G"	1	-0.0092781944785576	0.5	0.625	1	"Ast"	"EIF3G"	"40-60"	"N"
"PDE4A"	1	0.0190699166931207	0.167	0.125	1	"Ast"	"PDE4A"	"40-60"	"N"
"TMED1"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"TMED1"	"40-60"	"N"
"WDR83"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"WDR83"	"40-60"	"N"
"HOOK2"	1	-0.00848612416979957	0.167	0.125	1	"Ast"	"HOOK2"	"40-60"	"N"
"LYL1"	1	-0.462787765514522	0.5	0.375	1	"Ast"	"LYL1"	"40-60"	"N"
"SLC35E1"	1	0.0168138913239382	0.167	0.125	1	"Ast"	"SLC35E1"	"40-60"	"N"
"OCEL1"	1	-0.502104070988453	0.167	0.125	1	"Ast"	"OCEL1"	"40-60"	"N"
"ABHD8"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"ABHD8"	"40-60"	"N"
"AC010618.3"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"AC010618.3"	"40-60"	"N"
"MAST3"	1	0.0220552595166081	0.167	0.125	1	"Ast"	"MAST3"	"40-60"	"N"
"MAU2"	1	0.0719070900510052	0.167	0.125	1	"Ast"	"MAU2"	"40-60"	"N"
"GMIP"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"GMIP"	"40-60"	"N"
"ZNF254"	1	-0.387854737611418	0.167	0.125	1	"Ast"	"ZNF254"	"40-60"	"N"
"RBM42"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"RBM42"	"40-60"	"N"
"POLR2I"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"POLR2I"	"40-60"	"N"
"ZNF529"	1	-0.305263783976347	0.167	0.125	1	"Ast"	"ZNF529"	"40-60"	"N"
"ZNF567"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"ZNF567"	"40-60"	"N"
"EIF3K"	1	0.550813987437815	0.5	0.625	1	"Ast"	"EIF3K"	"40-60"	"N"
"MRPS12"	1	0.0719070900510052	0.167	0.125	1	"Ast"	"MRPS12"	"40-60"	"N"
"EID2"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"EID2"	"40-60"	"N"
"HNRNPUL1"	1	-0.208335249111743	0.5	0.625	1	"Ast"	"HNRNPUL1"	"40-60"	"N"
"CCDC97"	1	-0.309929382525208	0.167	0.125	1	"Ast"	"CCDC97"	"40-60"	"N"
"LIPE-AS1"	1	-0.387854737611418	0.167	0.125	1	"Ast"	"LIPE-AS1"	"40-60"	"N"
"ZNF224"	1	0.0719070900510052	0.167	0.125	1	"Ast"	"ZNF224"	"40-60"	"N"
"ZNF226"	1	-0.740479165192822	0.167	0.125	1	"Ast"	"ZNF226"	"40-60"	"N"
"SNRPD2"	1	0.00901186288436262	0.5	0.5	1	"Ast"	"SNRPD2"	"40-60"	"N"
"MYPOP"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"MYPOP"	"40-60"	"N"
"PRKD2"	1	0.0322576533620904	0.167	0.125	1	"Ast"	"PRKD2"	"40-60"	"N"
"FKRP"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"FKRP"	"40-60"	"N"
"C5AR2"	1	0.0168138913239382	0.167	0.125	1	"Ast"	"C5AR2"	"40-60"	"N"
"CARD8"	1	-0.17046943446152	0.333	0.375	1	"Ast"	"CARD8"	"40-60"	"N"
"BCAT2"	1	-0.289423255728594	0.167	0.125	1	"Ast"	"BCAT2"	"40-60"	"N"
"NUCB1"	1	-0.00692788368697617	0.333	0.375	1	"Ast"	"NUCB1"	"40-60"	"N"
"TBC1D17"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"TBC1D17"	"40-60"	"N"
"ZNF701"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"ZNF701"	"40-60"	"N"
"ZNF525"	1	-0.978452939785187	0.167	0.125	1	"Ast"	"ZNF525"	"40-60"	"N"
"ZNF524"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"ZNF524"	"40-60"	"N"
"CCDC106"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"CCDC106"	"40-60"	"N"
"AC005261.1"	1	-0.530040615360511	0.167	0.125	1	"Ast"	"AC005261.1"	"40-60"	"N"
"ERVK3-1"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"ERVK3-1"	"40-60"	"N"
"AC010642.2"	1	0.0492037955788964	0.167	0.125	1	"Ast"	"AC010642.2"	"40-60"	"N"
"ZNF324"	1	-0.0974354420530968	0.167	0.125	1	"Ast"	"ZNF324"	"40-60"	"N"
"CLDN5"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"CLDN5"	"40-60"	"N"
"SF3A1"	1	-0.744742482136538	0.167	0.125	1	"Ast"	"SF3A1"	"40-60"	"N"
"FBXO7"	1	0.60360238366133	0.333	0.5	1	"Ast"	"FBXO7"	"40-60"	"N"
"HMGXB4"	1	0.0168138913239382	0.167	0.125	1	"Ast"	"HMGXB4"	"40-60"	"N"
"RAC2"	1	-0.262274719666306	0.167	0.125	1	"Ast"	"RAC2"	"40-60"	"N"
"CYTH4"	1	-0.792802501332291	0.333	0.375	1	"Ast"	"CYTH4"	"40-60"	"N"
"TOMM22"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"TOMM22"	"40-60"	"N"
"POLDIP3"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"POLDIP3"	"40-60"	"N"
"TRABD"	1	0.115193055822572	0.167	0.125	1	"Ast"	"TRABD"	"40-60"	"N"
"MIR155HG"	1	-0.0819916800149446	0.167	0.125	1	"Ast"	"MIR155HG"	"40-60"	"N"
"JAM2"	1	-0.218562100115309	0.167	0.125	1	"Ast"	"JAM2"	"40-60"	"N"
"GABPA"	1	0.00705180382630302	0.167	0.125	1	"Ast"	"GABPA"	"40-60"	"N"
"MRPS6"	1	-0.111032515136706	0.167	0.125	1	"Ast"	"MRPS6"	"40-60"	"N"
"ZBTB21"	1	-0.1249331969611	0.167	0.125	1	"Ast"	"ZBTB21"	"40-60"	"N"
"TRAPPC10"	1	0.277185212536691	0.333	0.375	1	"Ast"	"TRAPPC10"	"40-60"	"N"
"C21orf2"	1	-0.530040615360511	0.167	0.125	1	"Ast"	"C21orf2"	"40-60"	"N"
"MT-ND5"	1	0.301667147069213	1	1	1	"Ast"	"MT-ND5"	"40-60"	"N"
"CD141"	4.30720235780717e-30	-2.90254318144191	0.113	0.9	1.44007003630925e-25	"Endo"	"CD14"	"40-60"	"N"
"CCL41"	1.64400386325718e-27	-3.61054603215989	0.55	1	5.49656251641406e-23	"Endo"	"CCL4"	"40-60"	"N"
"CCL4L21"	3.46002637829194e-27	-3.54625439809272	0.503	1	1.15682521931813e-22	"Endo"	"CCL4L2"	"40-60"	"N"
"C1QB1"	7.98251940619501e-27	-2.72024739433677	0.205	0.95	2.66887553826724e-22	"Endo"	"C1QB"	"40-60"	"N"
"CCL3L11"	1.35582074710233e-26	-2.81611147953492	0.338	1	4.53305108586192e-22	"Endo"	"CCL3L1"	"40-60"	"N"
"CCL31"	1.64258791201222e-26	-3.02005827423811	0.417	1	5.49182842502166e-22	"Endo"	"CCL3"	"40-60"	"N"
"HLA-DRB11"	3.85303497288335e-26	-2.55310062521264	0.199	0.967	1.28822371283382e-21	"Endo"	"HLA-DRB1"	"40-60"	"N"
"FTL1"	6.98406431217563e-26	-2.30305471851688	0.881	1	2.3350520621328e-21	"Endo"	"FTL"	"40-60"	"N"
"APOC11"	2.60137634621498e-25	-2.79432208068992	0.212	0.917	8.69744167593516e-21	"Endo"	"APOC1"	"40-60"	"N"
"SPP11"	1.40059017102296e-24	-2.62003649143448	0.656	1	4.68273317779817e-20	"Endo"	"SPP1"	"40-60"	"N"
"HLA-DRA1"	1.92931616757342e-24	-2.326713912005	0.331	1	6.45047567466497e-20	"Endo"	"HLA-DRA"	"40-60"	"N"
"AIF11"	1.50598195252597e-23	-2.36828701677575	0.106	0.817	5.03510006007531e-19	"Endo"	"AIF1"	"40-60"	"N"
"BCL2A11"	3.17447817400832e-23	-2.27972372157625	0.026	0.617	1.06135503269794e-18	"Endo"	"BCL2A1"	"40-60"	"N"
"CD741"	4.86613582063353e-23	-2.3399389375017	0.364	0.983	1.62694385027061e-18	"Endo"	"CD74"	"40-60"	"N"
"FCGR3A1"	4.47901618254479e-22	-2.50616985964203	0.079	0.7	1.49751427047202e-17	"Endo"	"FCGR3A"	"40-60"	"N"
"NAMPT1"	4.78669784764257e-22	-2.66891350593103	0.132	0.75	1.60038455838082e-17	"Endo"	"NAMPT"	"40-60"	"N"
"CXCL81"	7.34051115620934e-22	-1.85426183452733	0.139	0.867	2.45422649996703e-17	"Endo"	"CXCL8"	"40-60"	"N"
"C1QA1"	8.37455806301199e-22	-1.94536917022561	0.225	0.967	2.79994974278743e-17	"Endo"	"C1QA"	"40-60"	"N"
"OLR11"	1.06668369273051e-21	-2.51758670299751	0.139	0.783	3.5663502582752e-17	"Endo"	"OLR1"	"40-60"	"N"
"MS4A71"	2.05073431292335e-21	-2.35550658553545	0.073	0.683	6.85642510182793e-17	"Endo"	"MS4A7"	"40-60"	"N"
"TYROBP1"	2.4825395435466e-21	-2.13342845639596	0.172	0.867	8.3001227098937e-17	"Endo"	"TYROBP"	"40-60"	"N"
"SAT11"	3.21309681094284e-21	-2.0461440238719	0.497	1	1.07426678777063e-16	"Endo"	"SAT1"	"40-60"	"N"
"HLA-DPA11"	3.63576164901478e-21	-1.72602699684959	0.205	0.9	1.2155805497316e-16	"Endo"	"HLA-DPA1"	"40-60"	"N"
"COL4A1"	4.26150718631872e-21	-2.71994270952737	0.192	0.8	1.4247923126738e-16	"Endo"	"COL4A1"	"40-60"	"N"
"S100A91"	9.08437345526722e-21	-2.7888136678471	0.033	0.6	3.03726942103404e-16	"Endo"	"S100A9"	"40-60"	"N"
"HLA-DPB11"	1.13514901656924e-20	-2.16755911631408	0.192	0.85	3.7952572219976e-16	"Endo"	"HLA-DPB1"	"40-60"	"N"
"IL1B1"	2.36269903274972e-20	-2.65955279191971	0.113	0.733	7.89944794609541e-16	"Endo"	"IL1B"	"40-60"	"N"
"C31"	3.40580959675329e-20	-1.93755244195843	0.172	0.867	1.1386983805785e-15	"Endo"	"C3"	"40-60"	"N"
"SRGN1"	4.55336872180952e-20	-2.06682482929525	0.464	0.983	1.52237329844979e-15	"Endo"	"SRGN"	"40-60"	"N"
"C1QC1"	6.29718527944116e-19	-2.13431518863365	0.152	0.783	2.10540092632836e-14	"Endo"	"C1QC"	"40-60"	"N"
"TMSB4X1"	1.67694675107197e-18	-1.28632122280235	0.907	1	5.60670376753401e-14	"Endo"	"TMSB4X"	"40-60"	"N"
"CTSS1"	3.33669045895199e-18	-2.02262312722476	0.086	0.65	1.11558908804601e-13	"Endo"	"CTSS"	"40-60"	"N"
"FYB11"	4.31484572042881e-18	-2.16932266222239	0.113	0.683	1.44262551816817e-13	"Endo"	"FYB1"	"40-60"	"N"
"MSR11"	7.599263692581e-18	-1.99228780529949	0.073	0.6	2.54073782297753e-13	"Endo"	"MSR1"	"40-60"	"N"
"TFRC1"	8.44254947475075e-18	-2.19880520205072	0.073	0.583	2.82268199138817e-13	"Endo"	"TFRC"	"40-60"	"N"
"COL4A2"	1.07268790081239e-17	-2.29658036773403	0.179	0.717	3.58642472757614e-13	"Endo"	"COL4A2"	"40-60"	"N"
"PTPRC1"	2.82656045449769e-17	-2.03647745954195	0.099	0.65	9.45032222356757e-13	"Endo"	"PTPRC"	"40-60"	"N"
"PLEK1"	3.4978894883654e-17	-2.0705586518802	0.106	0.65	1.16948437154009e-12	"Endo"	"PLEK"	"40-60"	"N"
"ATP1A2"	1.34432099685542e-16	4.24170807219447	0.748	0.133	4.49460282088641e-12	"Endo"	"ATP1A2"	"40-60"	"N"
"FCGBP1"	4.95222966954321e-16	-1.82381179680103	0.033	0.483	1.65572846771508e-11	"Endo"	"FCGBP"	"40-60"	"N"
"CH25H1"	4.95398953146858e-16	-1.59873357879065	0.139	0.717	1.65631685995121e-11	"Endo"	"CH25H"	"40-60"	"N"
"S100A111"	5.09048968291816e-16	-1.66840361971276	0.424	0.933	1.70195432058686e-11	"Endo"	"S100A11"	"40-60"	"N"
"IGSF61"	5.87622638826416e-16	-1.66588146781343	0.106	0.65	1.96465753065224e-11	"Endo"	"IGSF6"	"40-60"	"N"
"OTUD11"	5.91219116374759e-16	-1.91391256911095	0.152	0.683	1.97668199368737e-11	"Endo"	"OTUD1"	"40-60"	"N"
"PLXDC21"	8.32715784313783e-16	-1.80817395328144	0.185	0.75	2.7841019532747e-11	"Endo"	"PLXDC2"	"40-60"	"N"
"PTGS21"	9.41873565352196e-16	-1.57592542739875	0.04	0.5	3.14906007839853e-11	"Endo"	"PTGS2"	"40-60"	"N"
"IER31"	1.63129442103298e-15	-2.19538253631245	0.166	0.683	5.45406976728167e-11	"Endo"	"IER3"	"40-60"	"N"
"B2M1"	2.27102958452897e-15	-0.946815058125966	0.821	1	7.59296031291416e-11	"Endo"	"B2M"	"40-60"	"N"
"HLA-B1"	2.35824236102068e-15	-1.34982446274981	0.589	1	7.88454750983655e-11	"Endo"	"HLA-B"	"40-60"	"N"
"HTRA11"	3.13307555563389e-15	-1.73381471506791	0.179	0.717	1.04751248127064e-10	"Endo"	"HTRA1"	"40-60"	"N"
"REL1"	3.52982352964285e-15	-1.69133315225876	0.192	0.75	1.18016119890079e-10	"Endo"	"REL"	"40-60"	"N"
"RGS5"	6.2207103107735e-15	3.69886366331069	0.801	0.433	2.07983228530401e-10	"Endo"	"RGS5"	"40-60"	"N"
"RGS101"	6.25196890772678e-15	-1.75290181501619	0.139	0.667	2.09028328460937e-10	"Endo"	"RGS10"	"40-60"	"N"
"NR4A21"	1.88207313692646e-14	-1.95058300609441	0.106	0.6	6.29252332599993e-10	"Endo"	"NR4A2"	"40-60"	"N"
"TMSB101"	2.29287870489576e-14	-1.48576612833516	0.669	0.95	7.6660106619485e-10	"Endo"	"TMSB10"	"40-60"	"N"
"MARCKS1"	2.71977494602238e-14	-1.27487774725343	0.43	0.95	9.09329555453124e-10	"Endo"	"MARCKS"	"40-60"	"N"
"BTG21"	4.38087367115873e-14	-1.26670732112331	0.391	0.933	1.46470130321521e-09	"Endo"	"BTG2"	"40-60"	"N"
"CTSC1"	4.90818964834373e-14	-1.6612832995857	0.119	0.6	1.64100412702724e-09	"Endo"	"CTSC"	"40-60"	"N"
"NEAT11"	1.08791881811044e-13	-1.23951011582957	0.563	0.983	3.63734777647043e-09	"Endo"	"NEAT1"	"40-60"	"N"
"DDX3Y1"	1.1328972552659e-13	-1.32357768935194	0	0.333	3.787728683256e-09	"Endo"	"DDX3Y"	"40-60"	"N"
"EGR31"	1.28977040415573e-13	-1.47202815313649	0.119	0.6	4.31221836925428e-09	"Endo"	"EGR3"	"40-60"	"N"
"FCER1G1"	1.84467569673663e-13	-1.73634871623562	0.099	0.567	6.16748872446923e-09	"Endo"	"FCER1G"	"40-60"	"N"
"LAPTM51"	1.92956457822801e-13	-1.53991706434408	0.172	0.717	6.45130621084754e-09	"Endo"	"LAPTM5"	"40-60"	"N"
"CCL21"	2.64253961534055e-13	-1.6917164862908	0.04	0.433	8.83506694992960e-09	"Endo"	"CCL2"	"40-60"	"N"
"FCGRT1"	2.75885744881757e-13	-1.45048086537287	0.252	0.75	9.22396399437667e-09	"Endo"	"FCGRT"	"40-60"	"N"
"S100A81"	3.03777328660282e-13	-1.98729795591464	0.007	0.35	1.01564912064279e-08	"Endo"	"S100A8"	"40-60"	"N"
"NLRP31"	5.34407642764922e-13	-1.55470738752272	0.093	0.533	1.78673851282024e-08	"Endo"	"NLRP3"	"40-60"	"N"
"ADIRF1"	6.59958839136661e-13	3.49875845173368	0.616	0.05	2.20650638276951e-08	"Endo"	"ADIRF"	"40-60"	"N"
"ZFP36L11"	7.15818622898809e-13	-1.32811902817666	0.437	0.95	2.39326798379988e-08	"Endo"	"ZFP36L1"	"40-60"	"N"
"FCGR1A1"	1.16988294694609e-12	-1.78621688922315	0.086	0.5	3.91138664481954e-08	"Endo"	"FCGR1A"	"40-60"	"N"
