"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"AREG"	0.146096861933628	0.803822499103951	0.186	0.272	1	"Ast"	"AREG"	"GBM"
"PSMA6"	0.146200773236142	-0.0899984232377811	0.062	0.108	1	"Ast"	"PSMA6"	"GBM"
"RNF167"	0.146542423706321	-0.0539715038103445	0.155	0.234	1	"Ast"	"RNF167"	"GBM"
"VPS28"	0.146560049835391	0.076319478242711	0.526	0.693	1	"Ast"	"VPS28"	"GBM"
"PSMD4"	0.146649117142549	-0.0558080487157657	0.361	0.475	1	"Ast"	"PSMD4"	"GBM"
"DDI2"	0.146827435264469	0.0891792447545572	0.093	0.152	1	"Ast"	"DDI2"	"GBM"
"HCAR2"	0.146969668194742	0.25536221033546	0.155	0.114	1	"Ast"	"HCAR2"	"GBM"
"PTPRN2"	0.146995141394883	-0.0182396762047275	0.134	0.207	1	"Ast"	"PTPRN2"	"GBM"
"HADHB"	0.147000763217113	-0.0607984377719815	0.371	0.496	1	"Ast"	"HADHB"	"GBM"
"ZNF267"	0.147179975449033	-0.00808305731734515	0.309	0.415	1	"Ast"	"ZNF267"	"GBM"
"MPHOSPH6"	0.147267925245983	-0.0350063480235337	0.113	0.176	1	"Ast"	"MPHOSPH6"	"GBM"
"TOP2B"	0.147583558568028	-0.108608319926528	0.237	0.314	1	"Ast"	"TOP2B"	"GBM"
"CPQ"	0.147650614254554	-0.0829776099231513	0.289	0.367	1	"Ast"	"CPQ"	"GBM"
"TSEN34"	0.147651712411069	-0.0967386855465632	0.124	0.186	1	"Ast"	"TSEN34"	"GBM"
"ABCC3"	0.147788584402535	0.121811529411478	0.196	0.15	1	"Ast"	"ABCC3"	"GBM"
"B3GAT3"	0.147860127787534	-0.104464178918547	0.175	0.239	1	"Ast"	"B3GAT3"	"GBM"
"FAM136A"	0.147911771484518	-0.0630590893732392	0.155	0.224	1	"Ast"	"FAM136A"	"GBM"
"SRSF1"	0.14791963410589	0.0478953201735982	0.227	0.302	1	"Ast"	"SRSF1"	"GBM"
"ZMAT5"	0.148026310372281	-0.0443859128240202	0.082	0.14	1	"Ast"	"ZMAT5"	"GBM"
"CTNNB1"	0.148063130530948	0.367994413123706	0.557	0.56	1	"Ast"	"CTNNB1"	"GBM"
"FAM208B"	0.14807826322044	0.0528405683527703	0.155	0.225	1	"Ast"	"FAM208B"	"GBM"
"HAVCR2"	0.148138518032548	0.217159308719035	0.619	0.673	1	"Ast"	"HAVCR2"	"GBM"
"ATG3"	0.148229280403722	0.251824101984324	0.371	0.493	1	"Ast"	"ATG3"	"GBM"
"MCM6"	0.148241779887348	0.103348590055497	0.124	0.085	1	"Ast"	"MCM6"	"GBM"
"TMBIM6"	0.148259945233395	-0.112878546584614	0.825	0.92	1	"Ast"	"TMBIM6"	"GBM"
"UTP11"	0.148275962184881	-0.114109696384854	0.186	0.251	1	"Ast"	"UTP11"	"GBM"
"OCEL1"	0.148323995924267	-0.0149608181793088	0.082	0.129	1	"Ast"	"OCEL1"	"GBM"
"CHCHD6"	0.148339150165625	0.156247365980035	0.155	0.113	1	"Ast"	"CHCHD6"	"GBM"
"PSMC6"	0.14838754102673	-0.0791105698992111	0.268	0.367	1	"Ast"	"PSMC6"	"GBM"
"LTV1"	0.148479943001478	0.0745017722700407	0.113	0.167	1	"Ast"	"LTV1"	"GBM"
"ARHGAP18"	0.148549407610623	0.0445065598135019	0.68	0.804	1	"Ast"	"ARHGAP18"	"GBM"
"ADAMTSL4"	0.148588994142901	-0.0667223048565172	0.062	0.108	1	"Ast"	"ADAMTSL4"	"GBM"
"PEX2"	0.149089967287509	-0.0170728219980558	0.124	0.189	1	"Ast"	"PEX2"	"GBM"
"SERBP1"	0.149113758213561	-0.0223978846430026	0.701	0.827	1	"Ast"	"SERBP1"	"GBM"
"AC016831.1"	0.149185447456003	-0.0825760911542499	0.165	0.232	1	"Ast"	"AC016831.1"	"GBM"
"C11orf68"	0.149229842883112	-0.0754142600587633	0.062	0.11	1	"Ast"	"C11orf68"	"GBM"
"MFSD11"	0.149233211359639	-0.0677648658465242	0.113	0.173	1	"Ast"	"MFSD11"	"GBM"
"UNC93B1"	0.149258873393148	-0.138516827215534	0.454	0.592	1	"Ast"	"UNC93B1"	"GBM"
"CELF1"	0.149464888389028	-0.0557450528423371	0.289	0.392	1	"Ast"	"CELF1"	"GBM"
"PIGS"	0.149761658891777	-0.0184796240347728	0.113	0.174	1	"Ast"	"PIGS"	"GBM"
"LRCH3"	0.150009817342166	0.00539749978493642	0.103	0.164	1	"Ast"	"LRCH3"	"GBM"
"PIKFYVE"	0.150072067481671	-0.0819816759035629	0.124	0.19	1	"Ast"	"PIKFYVE"	"GBM"
"PELI1"	0.150096965892034	0.366567169197618	0.526	0.53	1	"Ast"	"PELI1"	"GBM"
"TRNAU1AP"	0.15010478826549	-0.0684019366553982	0.103	0.157	1	"Ast"	"TRNAU1AP"	"GBM"
"KLHL24"	0.15015988637699	-0.0237968848307618	0.289	0.38	1	"Ast"	"KLHL24"	"GBM"
"TBC1D22A"	0.150263852215095	0.307059185146282	0.309	0.285	1	"Ast"	"TBC1D22A"	"GBM"
"CCNB1IP1"	0.150306542286642	-0.0992651224811354	0.072	0.12	1	"Ast"	"CCNB1IP1"	"GBM"
"PAPOLA"	0.1503275840652	-0.0402135173484193	0.526	0.623	1	"Ast"	"PAPOLA"	"GBM"
"NECAP2"	0.150494270090368	-0.0836555506559608	0.299	0.395	1	"Ast"	"NECAP2"	"GBM"
"UBP1"	0.15052012204131	-0.0971234635401035	0.103	0.161	1	"Ast"	"UBP1"	"GBM"
"TMX1"	0.150935111631487	-0.00958704959328194	0.392	0.476	1	"Ast"	"TMX1"	"GBM"
"EIF5"	0.151019932970322	0.0107245795504167	0.67	0.818	1	"Ast"	"EIF5"	"GBM"
"ASCC3"	0.151052019745767	-0.124099254304863	0.227	0.297	1	"Ast"	"ASCC3"	"GBM"
"DHDDS"	0.151148319850172	0.119099773887048	0.072	0.126	1	"Ast"	"DHDDS"	"GBM"
"DGCR6L"	0.151458580053791	-0.0503729736589016	0.134	0.199	1	"Ast"	"DGCR6L"	"GBM"
"INTS10"	0.151464304088216	-0.0497311961317645	0.33	0.426	1	"Ast"	"INTS10"	"GBM"
"RING1"	0.151528923629543	0.0426117441476364	0.124	0.185	1	"Ast"	"RING1"	"GBM"
"ANKRD9"	0.151629081416286	-0.0711535634526513	0.124	0.184	1	"Ast"	"ANKRD9"	"GBM"
"AHDC1"	0.151742158353022	-0.0706391174371036	0.103	0.158	1	"Ast"	"AHDC1"	"GBM"
"ERI3"	0.151745389951587	-0.0732910200502987	0.103	0.16	1	"Ast"	"ERI3"	"GBM"
"RBM23"	0.151993897345129	-0.0316062179959002	0.299	0.415	1	"Ast"	"RBM23"	"GBM"
"MT3"	0.152086288355624	-0.0906110052065378	0.062	0.111	1	"Ast"	"MT3"	"GBM"
"LRRC58"	0.152238884241067	0.0554039106653247	0.196	0.266	1	"Ast"	"LRRC58"	"GBM"
"SYS1"	0.152284829727264	0.0437585301363955	0.175	0.248	1	"Ast"	"SYS1"	"GBM"
"HPF1"	0.152402385587848	-0.106358368680205	0.134	0.198	1	"Ast"	"HPF1"	"GBM"
"LMBR1L"	0.152406003007932	0.372942971819398	0.196	0.156	1	"Ast"	"LMBR1L"	"GBM"
"GTF3C2"	0.152419551105809	-0.0539941772480515	0.072	0.125	1	"Ast"	"GTF3C2"	"GBM"
"LIX1L"	0.152637668568217	-0.0902939536893295	0.103	0.156	1	"Ast"	"LIX1L"	"GBM"
"SUPT7L"	0.152710876338934	-0.0476077556746005	0.103	0.161	1	"Ast"	"SUPT7L"	"GBM"
"OPA1"	0.152756466075469	-0.0438911271928085	0.206	0.281	1	"Ast"	"OPA1"	"GBM"
"ARL14EP"	0.152947661366605	-0.0814938659027439	0.175	0.248	1	"Ast"	"ARL14EP"	"GBM"
"ELOF1"	0.1529866478357	-0.0246073293564948	0.113	0.171	1	"Ast"	"ELOF1"	"GBM"
"METTL8"	0.153060622603554	-0.0970275590960476	0.082	0.133	1	"Ast"	"METTL8"	"GBM"
"FBXO25"	0.153065150083093	0.10101906056457	0.113	0.173	1	"Ast"	"FBXO25"	"GBM"
"LARP4"	0.153099807148167	0.0831294724079066	0.268	0.339	1	"Ast"	"LARP4"	"GBM"
"MRFAP1"	0.153114943862363	0.1237602800826	0.412	0.556	1	"Ast"	"MRFAP1"	"GBM"
"NSMAF"	0.153267392060584	0.129110040193812	0.258	0.206	1	"Ast"	"NSMAF"	"GBM"
"ZNF362"	0.153434493385459	-0.0438619021033622	0.072	0.122	1	"Ast"	"ZNF362"	"GBM"
"DNAJA4"	0.153489353033096	0.129511401518622	0.361	0.48	1	"Ast"	"DNAJA4"	"GBM"
"IL18BP"	0.153571213113801	-0.0746218653681406	0.072	0.122	1	"Ast"	"IL18BP"	"GBM"
"GBA"	0.153584963826327	-0.0582836318260973	0.165	0.235	1	"Ast"	"GBA"	"GBM"
"DICER1"	0.153647846662337	-0.0454662101791432	0.371	0.48	1	"Ast"	"DICER1"	"GBM"
"GPATCH1"	0.153749126330194	0.079377837927061	0.103	0.068	1	"Ast"	"GPATCH1"	"GBM"
"PPP1R14B"	0.153928589378282	0.0862858662117224	0.351	0.468	1	"Ast"	"PPP1R14B"	"GBM"
"UBASH3B"	0.153992451041214	-0.0681817341965294	0.062	0.111	1	"Ast"	"UBASH3B"	"GBM"
"USP4"	0.154208523667875	0.000804869002812736	0.237	0.325	1	"Ast"	"USP4"	"GBM"
"TBC1D14"	0.154290796554041	-0.0758546299094087	0.299	0.373	1	"Ast"	"TBC1D14"	"GBM"
"LUC7L3"	0.154399591943579	0.11505154931058	0.381	0.531	1	"Ast"	"LUC7L3"	"GBM"
"KIAA1143"	0.15447456897778	-0.106184163876197	0.186	0.251	1	"Ast"	"KIAA1143"	"GBM"
"SMARCD1"	0.154671086180741	-0.00667333279615517	0.134	0.211	1	"Ast"	"SMARCD1"	"GBM"
"RUNDC1"	0.154986014190906	0.0677338777525589	0.103	0.066	1	"Ast"	"RUNDC1"	"GBM"
"MARS"	0.155057211292414	-0.073270915794297	0.103	0.155	1	"Ast"	"MARS"	"GBM"
"XPO1"	0.15506192608989	0.216711367117305	0.495	0.466	1	"Ast"	"XPO1"	"GBM"
"MLKL"	0.155218352489184	-0.0989453142574764	0.093	0.141	1	"Ast"	"MLKL"	"GBM"
"BRD8"	0.155252383014601	-0.0373670189611733	0.082	0.134	1	"Ast"	"BRD8"	"GBM"
"LRRK1"	0.155268867960596	0.290047104836017	0.34	0.297	1	"Ast"	"LRRK1"	"GBM"
"UBALD2"	0.155290234271952	-0.0662557093946403	0.381	0.491	1	"Ast"	"UBALD2"	"GBM"
"TRAPPC8"	0.155467416136168	-0.0611191722459104	0.124	0.186	1	"Ast"	"TRAPPC8"	"GBM"
"HNRNPH3"	0.155553166590817	0.159639394965011	0.381	0.524	1	"Ast"	"HNRNPH3"	"GBM"
"RNASE6"	0.155608260868074	-0.0388622231629736	0.577	0.702	1	"Ast"	"RNASE6"	"GBM"
"SLC25A36"	0.155755992340692	0.305795091261709	0.381	0.344	1	"Ast"	"SLC25A36"	"GBM"
"TM9SF4"	0.155771838153827	-0.0733011774905509	0.175	0.252	1	"Ast"	"TM9SF4"	"GBM"
"ZBTB7A"	0.155803560594706	0.0576305031133116	0.278	0.374	1	"Ast"	"ZBTB7A"	"GBM"
"BRD2"	0.155837474893603	-0.0516097629916892	0.505	0.598	1	"Ast"	"BRD2"	"GBM"
"UBA5"	0.155954029984875	0.103272015595616	0.082	0.137	1	"Ast"	"UBA5"	"GBM"
"HIVEP2"	0.155972650548318	-0.0270869484408185	0.082	0.138	1	"Ast"	"HIVEP2"	"GBM"
"SSBP1"	0.156101438800879	-0.0267286761117906	0.515	0.62	1	"Ast"	"SSBP1"	"GBM"
"CLPB"	0.156283012285483	0.00108731473281548	0.155	0.228	1	"Ast"	"CLPB"	"GBM"
"STXBP3"	0.156326849865788	0.129144211285202	0.299	0.405	1	"Ast"	"STXBP3"	"GBM"
"FFAR4"	0.156595012177597	-0.0397606422894555	0.144	0.214	1	"Ast"	"FFAR4"	"GBM"
"MR1"	0.156740095332957	0.0491429340549844	0.247	0.347	1	"Ast"	"MR1"	"GBM"
"GPATCH2"	0.15674667240183	-0.0602276755231984	0.134	0.195	1	"Ast"	"GPATCH2"	"GBM"
"ETFRF1"	0.157008552091113	0.109482960593375	0.113	0.176	1	"Ast"	"ETFRF1"	"GBM"
"ZBTB41"	0.157076995132507	-0.00322149007992992	0.072	0.124	1	"Ast"	"ZBTB41"	"GBM"
"DYNLL2"	0.15708227234884	-0.0857338007774789	0.175	0.251	1	"Ast"	"DYNLL2"	"GBM"
"RNF138"	0.157337794263266	0.112573667900033	0.113	0.17	1	"Ast"	"RNF138"	"GBM"
"RIPK2"	0.157344193378828	0.00543862635972336	0.175	0.24	1	"Ast"	"RIPK2"	"GBM"
"GLCCI1"	0.157435452408555	-0.0733740724212134	0.062	0.108	1	"Ast"	"GLCCI1"	"GBM"
"MINOS1"	0.157603210589226	0.0604214882395147	0.474	0.606	1	"Ast"	"MINOS1"	"GBM"
"MRPL55"	0.158139261035499	-0.106230943782556	0.196	0.261	1	"Ast"	"MRPL55"	"GBM"
"ARPC2"	0.158283754347846	-0.127642388217093	0.773	0.891	1	"Ast"	"ARPC2"	"GBM"
"RMDN3"	0.158407456667372	-0.107691855607674	0.144	0.205	1	"Ast"	"RMDN3"	"GBM"
"COMMD10"	0.158522598598298	-0.108827584492053	0.134	0.2	1	"Ast"	"COMMD10"	"GBM"
"IFIT3"	0.158548377096712	-0.25353741728224	0.103	0.158	1	"Ast"	"IFIT3"	"GBM"
"LRRC25"	0.158666838838035	-0.0199124220792996	0.32	0.425	1	"Ast"	"LRRC25"	"GBM"
"ICA1"	0.158683796825494	-0.0850683244161484	0.144	0.206	1	"Ast"	"ICA1"	"GBM"
"TFCP2"	0.158720991313539	-0.0712299868505661	0.082	0.134	1	"Ast"	"TFCP2"	"GBM"
"ADNP"	0.158775475244327	-0.0542365493260377	0.237	0.311	1	"Ast"	"ADNP"	"GBM"
"TTC3"	0.158804373085423	-0.0434537285765928	0.485	0.604	1	"Ast"	"TTC3"	"GBM"
"CSNK2A1"	0.158867487243369	-0.0640944455860424	0.268	0.366	1	"Ast"	"CSNK2A1"	"GBM"
"DPH3"	0.15911555986074	-0.125028005561426	0.165	0.223	1	"Ast"	"DPH3"	"GBM"
"PLEKHM2"	0.159187317166547	0.179387925998052	0.34	0.292	1	"Ast"	"PLEKHM2"	"GBM"
"SLC35B1"	0.159189449811484	0.128860854734634	0.216	0.171	1	"Ast"	"SLC35B1"	"GBM"
"RAB11FIP2"	0.159596079161471	-0.0967401938380391	0.124	0.179	1	"Ast"	"RAB11FIP2"	"GBM"
"TOMM40"	0.159691207181302	0.059406564870117	0.165	0.239	1	"Ast"	"TOMM40"	"GBM"
"SYNJ2BP"	0.159711512251648	-0.0985850679125631	0.124	0.186	1	"Ast"	"SYNJ2BP"	"GBM"
"SF3B1"	0.159853591636049	0.258186581242527	0.701	0.748	1	"Ast"	"SF3B1"	"GBM"
"PTPN23"	0.160027361851931	-0.0484287985704872	0.062	0.108	1	"Ast"	"PTPN23"	"GBM"
"CPSF3"	0.160328842592051	-0.0764527420560522	0.113	0.173	1	"Ast"	"CPSF3"	"GBM"
"KCNQ3"	0.160349567908756	0.0316522230786211	0.33	0.428	1	"Ast"	"KCNQ3"	"GBM"
"ENOX2"	0.1604274937087	-0.00512504022150378	0.124	0.184	1	"Ast"	"ENOX2"	"GBM"
"PITPNA-AS1"	0.160555329926	0.0854980793323255	0.103	0.069	1	"Ast"	"PITPNA-AS1"	"GBM"
"SOCS3"	0.160567563659061	0.0756103639977541	0.495	0.649	1	"Ast"	"SOCS3"	"GBM"
"PPARD"	0.160799695625184	-0.0955017434320103	0.196	0.264	1	"Ast"	"PPARD"	"GBM"
"CIITA"	0.160987564838081	0.244868345984114	0.381	0.351	1	"Ast"	"CIITA"	"GBM"
"NPM1"	0.161219235026866	-0.0440859216813534	0.763	0.89	1	"Ast"	"NPM1"	"GBM"
"ZNF302"	0.161337833599561	-0.0712722263528902	0.082	0.132	1	"Ast"	"ZNF302"	"GBM"
"HDDC2"	0.16140407985263	-0.119217916426117	0.165	0.234	1	"Ast"	"HDDC2"	"GBM"
"CNOT6L"	0.161573614203921	-0.140146393764255	0.206	0.274	1	"Ast"	"CNOT6L"	"GBM"
"MGAT4A"	0.161581240575386	0.263537655444205	0.711	0.751	1	"Ast"	"MGAT4A"	"GBM"
"EPHB2"	0.161620559765516	-0.0625277011281272	0.103	0.156	1	"Ast"	"EPHB2"	"GBM"
"RNF26"	0.16169291147125	0.210371581600464	0.103	0.071	1	"Ast"	"RNF26"	"GBM"
"NUAK1"	0.161794673147486	-0.105952989647061	0.134	0.196	1	"Ast"	"NUAK1"	"GBM"
"GNB4"	0.161927412161386	-0.0194653483862131	0.536	0.707	1	"Ast"	"GNB4"	"GBM"
"PRDX1"	0.162010667646532	0.228453145314465	0.784	0.851	1	"Ast"	"PRDX1"	"GBM"
"SERPINH1"	0.162011388299172	0.000884297844798099	0.082	0.138	1	"Ast"	"SERPINH1"	"GBM"
"PSMB5"	0.162227035561681	-0.0745356691062579	0.278	0.364	1	"Ast"	"PSMB5"	"GBM"
"PARP4"	0.162314426030674	-0.118323612674455	0.299	0.394	1	"Ast"	"PARP4"	"GBM"
"TSPAN31"	0.162721821580115	-0.125105805903209	0.186	0.249	1	"Ast"	"TSPAN31"	"GBM"
"PDLIM5"	0.162726260618235	0.049183428562411	0.175	0.243	1	"Ast"	"PDLIM5"	"GBM"
"MPI"	0.162776593110572	0.105436034362806	0.134	0.097	1	"Ast"	"MPI"	"GBM"
"SP140L"	0.162900285916652	0.260272987108565	0.32	0.28	1	"Ast"	"SP140L"	"GBM"
"TRPM2"	0.163007788491214	0.316094583579055	0.309	0.405	1	"Ast"	"TRPM2"	"GBM"
"RAPGEF6"	0.163053743792306	0.0036993231846093	0.103	0.164	1	"Ast"	"RAPGEF6"	"GBM"
"RASSF5"	0.163099696077974	0.000361675000164818	0.237	0.314	1	"Ast"	"RASSF5"	"GBM"
"PPP2R3C"	0.163191426208971	0.110065962695059	0.186	0.265	1	"Ast"	"PPP2R3C"	"GBM"
"KRAS"	0.163284338227085	-0.0339671434268324	0.268	0.357	1	"Ast"	"KRAS"	"GBM"
"MYCBP2"	0.163453398456263	0.0294966911316172	0.619	0.704	1	"Ast"	"MYCBP2"	"GBM"
"EEF2K"	0.163545186806104	-0.0365084884758978	0.124	0.185	1	"Ast"	"EEF2K"	"GBM"
"TMEM214"	0.163870284622267	-0.0531813651307009	0.072	0.118	1	"Ast"	"TMEM214"	"GBM"
"PCGF3"	0.164176686203612	0.0606333292889616	0.134	0.093	1	"Ast"	"PCGF3"	"GBM"
"IL10RA"	0.164452203188809	0.348808554533202	0.598	0.594	1	"Ast"	"IL10RA"	"GBM"
"ATP9B"	0.16452064723529	-0.0383379779192779	0.103	0.159	1	"Ast"	"ATP9B"	"GBM"
"CERS4"	0.164555232307128	0.0894404009626344	0.103	0.068	1	"Ast"	"CERS4"	"GBM"
"EMC8"	0.164657466870197	0.0777050370862588	0.113	0.17	1	"Ast"	"EMC8"	"GBM"
"MCRIP2"	0.16468836409231	-0.140699292839085	0.165	0.221	1	"Ast"	"MCRIP2"	"GBM"
"CRTC3"	0.164785942935764	0.0441233751053068	0.062	0.109	1	"Ast"	"CRTC3"	"GBM"
"LUC7L2"	0.16493321629857	0.0343357573932794	0.134	0.21	1	"Ast"	"LUC7L2"	"GBM"
"LACTB2"	0.165003036134561	-0.0242856014759297	0.113	0.171	1	"Ast"	"LACTB2"	"GBM"
"CDK16"	0.165032884555259	-0.0953852014995641	0.072	0.119	1	"Ast"	"CDK16"	"GBM"
"LONP1"	0.165039715770958	-0.0540269937958089	0.082	0.135	1	"Ast"	"LONP1"	"GBM"
"RBM10"	0.165095449702275	-0.0380628994490956	0.072	0.125	1	"Ast"	"RBM10"	"GBM"
"COP1"	0.165379800662156	-0.0881496629134097	0.113	0.173	1	"Ast"	"COP1"	"GBM"
"MTMR9"	0.165641409182696	-0.0855007709224944	0.072	0.121	1	"Ast"	"MTMR9"	"GBM"
"SERTAD3"	0.165652359964171	-0.0772179160696107	0.062	0.107	1	"Ast"	"SERTAD3"	"GBM"
"ATP2B4"	0.165864528059842	-0.102385850828211	0.155	0.218	1	"Ast"	"ATP2B4"	"GBM"
"MAP2K1"	0.165964460979195	0.0687241663897503	0.268	0.371	1	"Ast"	"MAP2K1"	"GBM"
"SPPL2A"	0.166224624054645	0.162495526645434	0.433	0.536	1	"Ast"	"SPPL2A"	"GBM"
"RGL1"	0.166398997182132	-0.0607305107062147	0.165	0.229	1	"Ast"	"RGL1"	"GBM"
"EMC7"	0.166512948501693	0.107156685159629	0.289	0.377	1	"Ast"	"EMC7"	"GBM"
"EIF2B2"	0.166663893401919	0.0755919381209534	0.134	0.094	1	"Ast"	"EIF2B2"	"GBM"
"HTT"	0.166680082546335	-0.0734241370555296	0.144	0.204	1	"Ast"	"HTT"	"GBM"
"NRBP1"	0.166755690164018	-0.070662118942083	0.206	0.276	1	"Ast"	"NRBP1"	"GBM"
"MED25"	0.16698568083224	0.153864522047729	0.124	0.088	1	"Ast"	"MED25"	"GBM"
"BBIP1"	0.167207976539371	-0.0693692891630194	0.062	0.108	1	"Ast"	"BBIP1"	"GBM"
"SUMO2"	0.167329865552053	-0.0327041345738213	0.691	0.829	1	"Ast"	"SUMO2"	"GBM"
"CCDC85B"	0.16746273073139	-0.0443068702580562	0.33	0.405	1	"Ast"	"CCDC85B"	"GBM"
"ATP5MC1"	0.167580901210489	0.120619619459812	0.381	0.488	1	"Ast"	"ATP5MC1"	"GBM"
"SVIP"	0.167659208364624	-0.0797075785604194	0.093	0.147	1	"Ast"	"SVIP"	"GBM"
"ZNF83"	0.167670602573823	0.228997462423743	0.175	0.137	1	"Ast"	"ZNF83"	"GBM"
"C16orf87"	0.168039027381856	0.0882488430152678	0.113	0.173	1	"Ast"	"C16orf87"	"GBM"
"GAREM1"	0.168117537633201	0.152001515286127	0.124	0.184	1	"Ast"	"GAREM1"	"GBM"
"SFPQ"	0.168488499816308	0.0601211294376451	0.701	0.816	1	"Ast"	"SFPQ"	"GBM"
"TXN"	0.168512363151219	0.0319914897171745	0.454	0.584	1	"Ast"	"TXN"	"GBM"
"PIK3R1"	0.168759847297115	0.117267186020234	0.66	0.788	1	"Ast"	"PIK3R1"	"GBM"
"SMARCC1"	0.168988360597643	0.131709373440515	0.247	0.35	1	"Ast"	"SMARCC1"	"GBM"
"CASS4"	0.169036232388081	-0.0737820250278304	0.103	0.157	1	"Ast"	"CASS4"	"GBM"
"NKTR"	0.169056473987433	0.285761134661727	0.495	0.459	1	"Ast"	"NKTR"	"GBM"
"GSAP"	0.169073457663572	0.0362405611686438	0.227	0.306	1	"Ast"	"GSAP"	"GBM"
"DHX16"	0.169079868201988	-0.0254242410633075	0.082	0.132	1	"Ast"	"DHX16"	"GBM"
"DNAJC7"	0.169129825419888	-0.132995770144723	0.454	0.538	1	"Ast"	"DNAJC7"	"GBM"
"RLF"	0.169146998106263	0.0466814313373748	0.247	0.341	1	"Ast"	"RLF"	"GBM"
"TMEM70"	0.169314234514002	0.278412279096009	0.351	0.443	1	"Ast"	"TMEM70"	"GBM"
"PROS1"	0.169398491642657	0.0955208395040608	0.113	0.179	1	"Ast"	"PROS1"	"GBM"
"RANGAP1"	0.169586753935481	-0.0595464071361213	0.124	0.182	1	"Ast"	"RANGAP1"	"GBM"
"NIT2"	0.169831069374188	-0.0745605927308262	0.134	0.189	1	"Ast"	"NIT2"	"GBM"
"PSMG3"	0.169860486351846	0.0728063812267847	0.216	0.164	1	"Ast"	"PSMG3"	"GBM"
"ANAPC1"	0.169890199195352	0.063703327180141	0.062	0.105	1	"Ast"	"ANAPC1"	"GBM"
"LEMD3"	0.169980679204754	0.0647757763337796	0.072	0.118	1	"Ast"	"LEMD3"	"GBM"
"GTF2H5"	0.170196296612348	0.0924166023538101	0.268	0.361	1	"Ast"	"GTF2H5"	"GBM"
"PHKG2"	0.170230432078771	-0.0814285841740045	0.124	0.176	1	"Ast"	"PHKG2"	"GBM"
"DDIT3"	0.170379043148832	0.0674489476490365	0.186	0.259	1	"Ast"	"DDIT3"	"GBM"
"IL4R"	0.170381859196411	0.175423922833016	0.206	0.287	1	"Ast"	"IL4R"	"GBM"
"ZNF480"	0.170592641784718	-0.0673103699861278	0.134	0.196	1	"Ast"	"ZNF480"	"GBM"
"MOAP1"	0.170668174244494	0.124880882189253	0.144	0.105	1	"Ast"	"MOAP1"	"GBM"
"RNF168"	0.170717100501251	0.0446313052761425	0.196	0.278	1	"Ast"	"RNF168"	"GBM"
"FCGR1A"	0.170730266232992	0.020447447057192	0.66	0.789	1	"Ast"	"FCGR1A"	"GBM"
"PAK1"	0.170983840309813	-0.120757596563439	0.361	0.434	1	"Ast"	"PAK1"	"GBM"
"JRKL"	0.171092818998685	-0.07562542745421	0.072	0.12	1	"Ast"	"JRKL"	"GBM"
"AL450998.2"	0.171372490135872	-0.0992817855493316	0.144	0.21	1	"Ast"	"AL450998.2"	"GBM"
"SLC19A2"	0.171408236100314	-0.0386080988970156	0.082	0.133	1	"Ast"	"SLC19A2"	"GBM"
"SPPL3"	0.171416297900504	0.00328961794592597	0.155	0.229	1	"Ast"	"SPPL3"	"GBM"
"ANKH"	0.171951718826423	0.0078950820556084	0.258	0.349	1	"Ast"	"ANKH"	"GBM"
"RUFY1"	0.172154176386987	-0.0385180026309951	0.227	0.313	1	"Ast"	"RUFY1"	"GBM"
"UTP18"	0.172196902667176	-0.0696153781097238	0.247	0.324	1	"Ast"	"UTP18"	"GBM"
"TMEM165"	0.172305125600253	0.0236701250887941	0.454	0.56	1	"Ast"	"TMEM165"	"GBM"
"MSANTD4"	0.172360152636916	-0.0484407082241659	0.062	0.107	1	"Ast"	"MSANTD4"	"GBM"
"DAP3"	0.172413269038368	0.08932907920782	0.278	0.383	1	"Ast"	"DAP3"	"GBM"
"PRAM1"	0.172431745752351	0.194536274892925	0.175	0.133	1	"Ast"	"PRAM1"	"GBM"
"USP1"	0.172565407094656	-0.0111760372246826	0.165	0.231	1	"Ast"	"USP1"	"GBM"
"THYN1"	0.17265962362634	-0.0311043678406182	0.165	0.229	1	"Ast"	"THYN1"	"GBM"
"MYO7A"	0.17267533089991	0.232211063877196	0.155	0.116	1	"Ast"	"MYO7A"	"GBM"
"DIS3L2"	0.173470728723566	-0.0845356259168001	0.072	0.117	1	"Ast"	"DIS3L2"	"GBM"
"CTTNBP2NL"	0.174079804887702	-0.0450661497254582	0.32	0.424	1	"Ast"	"CTTNBP2NL"	"GBM"
"GPRC5C"	0.174081559721099	-0.0677879477318853	0.093	0.143	1	"Ast"	"GPRC5C"	"GBM"
"COPG1"	0.174233911326232	-0.0695368718087378	0.113	0.166	1	"Ast"	"COPG1"	"GBM"
"EXOSC4"	0.174431339603847	-0.0649615360834161	0.082	0.129	1	"Ast"	"EXOSC4"	"GBM"
"HHEX"	0.174449346434731	0.269083712872384	0.216	0.175	1	"Ast"	"HHEX"	"GBM"
"CLDND1"	0.174636489725765	0.0286152390578371	0.165	0.235	1	"Ast"	"CLDND1"	"GBM"
"CTSH"	0.174699243129793	0.229811916160789	0.742	0.789	1	"Ast"	"CTSH"	"GBM"
"STAG1"	0.174820729568225	0.223856010035263	0.289	0.364	1	"Ast"	"STAG1"	"GBM"
"SLC35A3"	0.175079248570122	0.130207153961574	0.186	0.143	1	"Ast"	"SLC35A3"	"GBM"
