"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"AC016907.2"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AC016907.2"	"female"
"CYP1B1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"CYP1B1"	"female"
"ST3GAL5-AS1"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"ST3GAL5-AS1"	"female"
"TBC1D8-AS1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"TBC1D8-AS1"	"female"
"GULP1"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"GULP1"	"female"
"CTLA4"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"CTLA4"	"female"
"PID1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"PID1"	"female"
"HTR2B"	6.91103306385566e-05	-0.44281451252201	0	0.166666666666667	1	"Ast"	"HTR2B"	"female"
"NPPC"	6.91103306385566e-05	-0.53512414163479	0	0.166666666666667	1	"Ast"	"NPPC"	"female"
"SAG"	6.91103306385566e-05	-1.42870380015352	0	0.166666666666667	1	"Ast"	"SAG"	"female"
"XYLB"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"XYLB"	"female"
"AC104184.1"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"AC104184.1"	"female"
"ZNF502"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"ZNF502"	"female"
"GNAT1"	6.91103306385566e-05	-1.42870380015352	0	0.166666666666667	1	"Ast"	"GNAT1"	"female"
"AC096887.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC096887.1"	"female"
"FAM107A"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"FAM107A"	"female"
"LINC00877"	6.91103306385566e-05	-0.781155680046484	0	0.166666666666667	1	"Ast"	"LINC00877"	"female"
"AC074044.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC074044.1"	"female"
"ZBTB20-AS2"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"ZBTB20-AS2"	"female"
"RAB43"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"RAB43"	"female"
"TF"	6.91103306385566e-05	-1.08951956391142	0	0.166666666666667	1	"Ast"	"TF"	"female"
"CHST2"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"CHST2"	"female"
"AC117395.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC117395.1"	"female"
"AC069224.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC069224.1"	"female"
"ZDHHC19"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ZDHHC19"	"female"
"SLC51A"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"SLC51A"	"female"
"AC019077.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC019077.1"	"female"
"ELOVL6"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"ELOVL6"	"female"
"SLC9A3"	6.91103306385566e-05	-0.238330425836252	0	0.166666666666667	1	"Ast"	"SLC9A3"	"female"
"AC122710.3"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC122710.3"	"female"
"LINC02104"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"LINC02104"	"female"
"AC025171.3"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AC025171.3"	"female"
"HCN1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"HCN1"	"female"
"SERF1B"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"SERF1B"	"female"
"SERF1A"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"SERF1A"	"female"
"LVRN"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"LVRN"	"female"
"MIR3142HG"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"MIR3142HG"	"female"
"AL138885.3"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AL138885.3"	"female"
"CARMIL1"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"CARMIL1"	"female"
"HIST1H1A"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"HIST1H1A"	"female"
"HIST1H2BD"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"HIST1H2BD"	"female"
"HIST1H2AE"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"HIST1H2AE"	"female"
"HIST1H2BN"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"HIST1H2BN"	"female"
"LINC00243"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"LINC00243"	"female"
"LY6G5B"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"LY6G5B"	"female"
"FANCE"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"FANCE"	"female"
"ADGRF5"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"ADGRF5"	"female"
"ELOVL4"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"ELOVL4"	"female"
"AL078590.2"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AL078590.2"	"female"
"AC005550.2"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AC005550.2"	"female"
"AC004130.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC004130.1"	"female"
"EPDR1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"EPDR1"	"female"
"C7orf25"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"C7orf25"	"female"
"GNGT1"	6.91103306385566e-05	-1.08951956391142	0	0.166666666666667	1	"Ast"	"GNGT1"	"female"
"MUC12"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"MUC12"	"female"
"AC005046.1"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"AC005046.1"	"female"
"ZNF783"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ZNF783"	"female"
"KRBA1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"KRBA1"	"female"
"AC073111.5"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"AC073111.5"	"female"
"LINC00996"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"LINC00996"	"female"
"XRCC2"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"XRCC2"	"female"
"ASMTL-AS1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ASMTL-AS1"	"female"
"AC107419.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC107419.1"	"female"
"AF196972.1"	6.91103306385566e-05	-0.583284251211386	0	0.166666666666667	1	"Ast"	"AF196972.1"	"female"
"NLGN3"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"NLGN3"	"female"
"MTCP1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"MTCP1"	"female"
"ARHGEF10"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"ARHGEF10"	"female"
"AC107959.1"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"AC107959.1"	"female"
"LETM2"	6.91103306385566e-05	-0.53512414163479	0	0.166666666666667	1	"Ast"	"LETM2"	"female"
"AC083973.1"	6.91103306385566e-05	-0.805196813890195	0	0.166666666666667	1	"Ast"	"AC083973.1"	"female"
"MIR124-2HG"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"MIR124-2HG"	"female"
"AC022893.1"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"AC022893.1"	"female"
"ZHX1-C8orf76"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"ZHX1-C8orf76"	"female"
"AC083843.2"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC083843.2"	"female"
"LRRC24"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"LRRC24"	"female"
"KCNV2"	6.91103306385566e-05	-1.08951956391142	0	0.166666666666667	1	"Ast"	"KCNV2"	"female"
"AL391834.2"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AL391834.2"	"female"
"MLLT3"	6.91103306385566e-05	-1.28168604155496	0	0.166666666666667	1	"Ast"	"MLLT3"	"female"
"AL590399.1"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AL590399.1"	"female"
"AL583839.1"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AL583839.1"	"female"
"TRIM32"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"TRIM32"	"female"
"TRAF1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"TRAF1"	"female"
"AL590708.1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AL590708.1"	"female"
"GFI1B"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"GFI1B"	"female"
"SLC2A6"	6.91103306385566e-05	-0.583284251211386	0	0.166666666666667	1	"Ast"	"SLC2A6"	"female"
"KRTAP5-AS1"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"KRTAP5-AS1"	"female"
"TUB"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"TUB"	"female"
"TMEM9B-AS1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"TMEM9B-AS1"	"female"
"SBF2-AS1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"SBF2-AS1"	"female"
"KCNC1"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"KCNC1"	"female"
"AC131571.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC131571.1"	"female"
"CHST1"	6.91103306385566e-05	-0.583284251211386	0	0.166666666666667	1	"Ast"	"CHST1"	"female"
"BSCL2"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"BSCL2"	"female"
"AP001160.1"	6.91103306385566e-05	-0.583284251211386	0	0.166666666666667	1	"Ast"	"AP001160.1"	"female"
"BATF2"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"BATF2"	"female"
"AP000769.3"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"AP000769.3"	"female"
"AQP11"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"AQP11"	"female"
"AP001528.1"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AP001528.1"	"female"
"C11orf65"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"C11orf65"	"female"
"AP000866.1"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"AP000866.1"	"female"
"AL512598.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AL512598.1"	"female"
"BAMBI"	6.91103306385566e-05	-0.344192325294519	0	0.166666666666667	1	"Ast"	"BAMBI"	"female"
"SFTPD"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"SFTPD"	"female"
"AL162274.1"	6.91103306385566e-05	-0.238330425836252	0	0.166666666666667	1	"Ast"	"AL162274.1"	"female"
"AC024940.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC024940.1"	"female"
"AC135279.3"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC135279.3"	"female"
"CSRP2"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"CSRP2"	"female"
"AC127070.1"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AC127070.1"	"female"
"DCLK1"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"DCLK1"	"female"
"AL135744.1"	6.91103306385566e-05	-0.238330425836252	0	0.166666666666667	1	"Ast"	"AL135744.1"	"female"
"ZFHX2"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"ZFHX2"	"female"
"SLC25A21-AS1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"SLC25A21-AS1"	"female"
"RDH12"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"RDH12"	"female"
"ESRRB"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"ESRRB"	"female"
"AC007262.2"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AC007262.2"	"female"
"FBLN5"	6.91103306385566e-05	-0.238330425836252	0	0.166666666666667	1	"Ast"	"FBLN5"	"female"
"HHIPL1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"HHIPL1"	"female"
"LINC02323"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"LINC02323"	"female"
"CKMT1B"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"CKMT1B"	"female"
"HOMER2"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"HOMER2"	"female"
"HAPLN3"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"HAPLN3"	"female"
"AC092117.1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AC092117.1"	"female"
"ADCY9"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"ADCY9"	"female"
"SEPT12"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"SEPT12"	"female"
"AC145285.6"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC145285.6"	"female"
"STX1B"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"STX1B"	"female"
"ITFG1-AS1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ITFG1-AS1"	"female"
"HSF4"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"HSF4"	"female"
"DPH1"	6.91103306385566e-05	-0.238330425836252	0	0.166666666666667	1	"Ast"	"DPH1"	"female"
"OR3A2"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"OR3A2"	"female"
"AIPL1"	6.91103306385566e-05	-1.08951956391142	0	0.166666666666667	1	"Ast"	"AIPL1"	"female"
"KCNAB3"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"KCNAB3"	"female"
"RCVRN"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"RCVRN"	"female"
"AC005863.1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AC005863.1"	"female"
"AC002553.2"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"AC002553.2"	"female"
"CENPV"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"CENPV"	"female"
"TRIM16L"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"TRIM16L"	"female"
"AC005899.5"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AC005899.5"	"female"
"TMEM98"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"TMEM98"	"female"
"RARA-AS1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"RARA-AS1"	"female"
"SP2-AS1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"SP2-AS1"	"female"
"MYCBPAP"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"MYCBPAP"	"female"
"AC007114.1"	6.91103306385566e-05	-0.344192325294519	0	0.166666666666667	1	"Ast"	"AC007114.1"	"female"
"SLC16A5"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"SLC16A5"	"female"
"PDE6G"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"PDE6G"	"female"
"RAC3"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"RAC3"	"female"
"AP005671.1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"AP005671.1"	"female"
"LINC00907"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"LINC00907"	"female"
"HMSD"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"HMSD"	"female"
"AC009802.1"	6.91103306385566e-05	-0.435559607704419	0	0.166666666666667	1	"Ast"	"AC009802.1"	"female"
"AC015819.2"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"AC015819.2"	"female"
"ZNF133"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"ZNF133"	"female"
"AL035252.3"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AL035252.3"	"female"
"COX4I2"	6.91103306385566e-05	-0.778725593630209	0	0.166666666666667	1	"Ast"	"COX4I2"	"female"
"ASIP"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ASIP"	"female"
"TP53TG5"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"TP53TG5"	"female"
"TSHZ2"	6.91103306385566e-05	-1.28168604155496	0	0.166666666666667	1	"Ast"	"TSHZ2"	"female"
"LINC01441"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"LINC01441"	"female"
"STX16-NPEPL1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"STX16-NPEPL1"	"female"
"AL121832.2"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"AL121832.2"	"female"
"FGF22"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"FGF22"	"female"
"ICAM5"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ICAM5"	"female"
"RTBDN"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"RTBDN"	"female"
"AC010618.3"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AC010618.3"	"female"
"ZNF93"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ZNF93"	"female"
"TTYH1"	6.91103306385566e-05	-0.64525508014079	0	0.166666666666667	1	"Ast"	"TTYH1"	"female"
"ZNF671"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ZNF671"	"female"
"ZNF417"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"ZNF417"	"female"
"ZNF329"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"ZNF329"	"female"
"TMEM191C"	6.91103306385566e-05	-0.741378219270241	0	0.166666666666667	1	"Ast"	"TMEM191C"	"female"
"RTL6"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"RTL6"	"female"
"BACH1-IT2"	6.91103306385566e-05	-0.320921379471322	0	0.166666666666667	1	"Ast"	"BACH1-IT2"	"female"
"AF064858.1"	6.91103306385566e-05	-0.124081092459217	0	0.166666666666667	1	"Ast"	"AF064858.1"	"female"
"PLXNB2"	7.42262646316221e-05	-1.38138895600516	0.298969072164948	1	1	"Ast"	"PLXNB2"	"female"
"ZNF66"	9.98501898724149e-05	-1.21162658276743	0.0206185567010309	0.333333333333333	1	"Ast"	"ZNF66"	"female"
"C11orf49"	0.000118653665549756	-0.903813273348799	0.0206185567010309	0.333333333333333	1	"Ast"	"C11orf49"	"female"
"SYVN1"	0.000118653665549756	-0.906726769980987	0.0206185567010309	0.333333333333333	1	"Ast"	"SYVN1"	"female"
"FBXL19-AS1"	0.000118653665549756	-0.930927041224266	0.0206185567010309	0.333333333333333	1	"Ast"	"FBXL19-AS1"	"female"
"AC003102.1"	0.000118653665549756	-0.8926938164081	0.0206185567010309	0.333333333333333	1	"Ast"	"AC003102.1"	"female"
"NRROS"	0.000140761214084737	-0.66934646913142	0.0206185567010309	0.333333333333333	1	"Ast"	"NRROS"	"female"
"C15orf41"	0.000140761214084737	-0.820102376175081	0.0206185567010309	0.333333333333333	1	"Ast"	"C15orf41"	"female"
"DECR2"	0.000140761214084737	-0.814265058367892	0.0206185567010309	0.333333333333333	1	"Ast"	"DECR2"	"female"
"KIAA0319L"	0.000166015518607407	-0.922478786146453	0.0618556701030928	0.5	1	"Ast"	"KIAA0319L"	"female"
"GPR162"	0.00016670747067734	-0.455670327329817	0.0206185567010309	0.333333333333333	1	"Ast"	"GPR162"	"female"
"LINS1"	0.00016670747067734	-0.379415314544344	0.0206185567010309	0.333333333333333	1	"Ast"	"LINS1"	"female"
"ZNF738"	0.00016670747067734	-0.474655629322954	0.0206185567010309	0.333333333333333	1	"Ast"	"ZNF738"	"female"
"TPD52"	0.000186188116955814	-1.07349023755017	0.0618556701030928	0.5	1	"Ast"	"TPD52"	"female"
"OCRL"	0.000197105154770003	-0.331639464828527	0.0206185567010309	0.333333333333333	1	"Ast"	"OCRL"	"female"
"PRPF39"	0.000208648327331786	-1.05242397334625	0.0618556701030928	0.5	1	"Ast"	"PRPF39"	"female"
"BSDC1"	0.000238579763346723	-1.0427134856905	0.123711340206186	0.666666666666667	1	"Ast"	"BSDC1"	"female"
"RAB3IL1"	0.000261409090815905	-0.79366971735796	0.0618556701030928	0.5	1	"Ast"	"RAB3IL1"	"female"
"NEK7"	0.000264167190611051	-1.73213099710632	0.134020618556701	0.666666666666667	1	"Ast"	"NEK7"	"female"
"MIR3945HG"	0.00029225635028533	-1.06464684375066	0.0618556701030928	0.5	1	"Ast"	"MIR3945HG"	"female"
"TCOF1"	0.000334942753570995	-1.77571854995778	0.288659793814433	0.833333333333333	1	"Ast"	"TCOF1"	"female"
