"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"CHPT11"	0.334117845546197	-1.39231368908342	0.082	0.13	1	"Mig"	"CHPT1"	"70-80"	"male"
"LIMCH11"	0.334224049888398	0.0891390666817278	0.178	0.087	1	"Mig"	"LIMCH1"	"70-80"	"male"
"TDRP"	0.334272616972551	0.10876905683287	0.112	0.043	1	"Mig"	"TDRP"	"70-80"	"male"
"JARID21"	0.335899903561349	0.0491087824785266	0.112	0.043	1	"Mig"	"JARID2"	"70-80"	"male"
"C9orf31"	0.335899903561349	-0.134752214885123	0.112	0.043	1	"Mig"	"C9orf3"	"70-80"	"male"
"PREPL1"	0.335899969147523	-0.0862822029948804	0.112	0.043	1	"Mig"	"PREPL"	"70-80"	"male"
"AC013461.1"	0.335899969147523	-0.0152942719873477	0.112	0.043	1	"Mig"	"AC013461.1"	"70-80"	"male"
"BCL21"	0.336095371641779	0.378554272247962	0.11	0.043	1	"Mig"	"BCL2"	"70-80"	"male"
"LY6E"	0.33685687348291	-1.15370623237264	0.168	0.217	1	"Mig"	"LY6E"	"70-80"	"male"
"SMCHD11"	0.336907757103113	-0.287692400450375	0.18	0.087	1	"Mig"	"SMCHD1"	"70-80"	"male"
"EVI51"	0.337532345939182	-0.145105884000379	0.112	0.043	1	"Mig"	"EVI5"	"70-80"	"male"
"NSD11"	0.337532345939182	-0.078455937850149	0.112	0.043	1	"Mig"	"NSD1"	"70-80"	"male"
"PHF141"	0.337532345939182	-0.154410304952793	0.112	0.043	1	"Mig"	"PHF14"	"70-80"	"male"
"PCM11"	0.337568133195627	-0.0758869808888525	0.178	0.087	1	"Mig"	"PCM1"	"70-80"	"male"
"NGFRAP11"	0.337744408307755	0.470678719615857	0.11	0.043	1	"Mig"	"NGFRAP1"	"70-80"	"male"
"PPM1H"	0.337744408307755	0.31318164859556	0.11	0.043	1	"Mig"	"PPM1H"	"70-80"	"male"
"ABCA8"	0.337744408307755	0.398851687550372	0.11	0.043	1	"Mig"	"ABCA8"	"70-80"	"male"
"CUL51"	0.33916981162356	-0.268300002173636	0.112	0.043	1	"Mig"	"CUL5"	"70-80"	"male"
"CALD1"	0.339526977612474	-0.352345501996299	0.368	0.217	1	"Mig"	"CALD1"	"70-80"	"male"
"CLIC4"	0.340259145273574	-0.100191614134727	0.178	0.087	1	"Mig"	"CLIC4"	"70-80"	"male"
"BIRC61"	0.340921605322163	-0.403099266658016	0.18	0.087	1	"Mig"	"BIRC6"	"70-80"	"male"
"SVIL-AS1"	0.341057980546578	0.15320049100695	0.11	0.043	1	"Mig"	"SVIL-AS1"	"70-80"	"male"
"KIAA13281"	0.341058047366448	0.242680194756987	0.11	0.043	1	"Mig"	"KIAA1328"	"70-80"	"male"
"TSC22D3"	0.341235460038569	0.517831779351886	0.108	0.043	1	"Mig"	"TSC22D3"	"70-80"	"male"
"SASH11"	0.342618270784917	-0.435962032167114	0.245	0.13	1	"Mig"	"SASH1"	"70-80"	"male"
"RBM261"	0.342722579854249	0.226126905766995	0.11	0.043	1	"Mig"	"RBM26"	"70-80"	"male"
"FNBP41"	0.343265879824689	-1.39170673562758	0.082	0.13	1	"Mig"	"FNBP4"	"70-80"	"male"
"SPTBN11"	0.343675488452975	-0.0454516427570488	0.368	0.217	1	"Mig"	"SPTBN1"	"70-80"	"male"
"CDC271"	0.344392363401765	0.0355458956660983	0.11	0.043	1	"Mig"	"CDC27"	"70-80"	"male"
"WBSCR17"	0.344392430175588	0.230176792162334	0.11	0.043	1	"Mig"	"WBSCR17"	"70-80"	"male"
"ACAP21"	0.345261326436488	-1.32665760743716	0.125	0.174	1	"Mig"	"ACAP2"	"70-80"	"male"
"GUK11"	0.345681706891241	-0.19829572127296	0.178	0.087	1	"Mig"	"GUK1"	"70-80"	"male"
"CCDC85A"	0.346067329343776	0.0398624591992636	0.11	0.043	1	"Mig"	"CCDC85A"	"70-80"	"male"
"PPP2R1A1"	0.346067396092312	0.192585102869219	0.11	0.043	1	"Mig"	"PPP2R1A"	"70-80"	"male"
"PPP6R31"	0.347046182209929	-0.0349388175943199	0.178	0.087	1	"Mig"	"PPP6R3"	"70-80"	"male"
"NEAT11"	0.347173794407161	-0.0372188375040148	0.63	0.435	1	"Mig"	"NEAT1"	"70-80"	"male"
"HNRNPH11"	0.347749767556087	-0.124995116112259	0.175	0.087	1	"Mig"	"HNRNPH1"	"70-80"	"male"
"SNX3"	0.347994999192296	0.472631110226643	0.108	0.043	1	"Mig"	"SNX3"	"70-80"	"male"
"TMEM87A"	0.349432800443439	-0.136668254409978	0.11	0.043	1	"Mig"	"TMEM87A"	"70-80"	"male"
"SLC35F11"	0.349432867136854	0.0967898973287464	0.11	0.043	1	"Mig"	"SLC35F1"	"70-80"	"male"
"NR2F2"	0.349432867136854	-0.0733326474072067	0.11	0.043	1	"Mig"	"NR2F2"	"70-80"	"male"
"FUS"	0.349432867136854	0.0188920769326617	0.11	0.043	1	"Mig"	"FUS"	"70-80"	"male"
"MAML21"	0.350466045039768	-0.181952062635804	0.242	0.13	1	"Mig"	"MAML2"	"70-80"	"male"
"ITGAV1"	0.351123367986624	-0.218877229604207	0.11	0.043	1	"Mig"	"ITGAV"	"70-80"	"male"
"TRPC11"	0.351123367986624	-0.25197516537302	0.11	0.043	1	"Mig"	"TRPC1"	"70-80"	"male"
"CPEB41"	0.351123367986624	-0.00241098553304586	0.11	0.043	1	"Mig"	"CPEB4"	"70-80"	"male"
"EIF11"	0.351209848210187	-1.06919721382393	0.275	0.304	1	"Mig"	"EIF1"	"70-80"	"male"
"ACIN11"	0.352818976040487	-0.281619298663456	0.11	0.043	1	"Mig"	"ACIN1"	"70-80"	"male"
"BCL2L1"	0.352818976040487	-0.292956757985861	0.11	0.043	1	"Mig"	"BCL2L1"	"70-80"	"male"
"PITPNB"	0.352819042672694	-0.215006102026823	0.11	0.043	1	"Mig"	"PITPNB"	"70-80"	"male"
"SREBF21"	0.352819042672694	-0.198746197905309	0.11	0.043	1	"Mig"	"SREBF2"	"70-80"	"male"
"CTC-458I2.2"	0.353120078070141	0.352495917312765	0.108	0.043	1	"Mig"	"CTC-458I2.2"	"70-80"	"male"
"RALY"	0.354838856260848	0.341786288122009	0.108	0.043	1	"Mig"	"RALY"	"70-80"	"male"
"HIVEP31"	0.356563111210619	0.195280755634559	0.108	0.043	1	"Mig"	"HIVEP3"	"70-80"	"male"
"IFITM2"	0.356563111210619	0.226584282276575	0.108	0.043	1	"Mig"	"IFITM2"	"70-80"	"male"
"SH3KBP1"	0.356563179114865	0.252020938133636	0.108	0.043	1	"Mig"	"SH3KBP1"	"70-80"	"male"
"ADGRL4"	0.356981420757112	-1.45504743922944	0.125	0.174	1	"Mig"	"ADGRL4"	"70-80"	"male"
"SSBP21"	0.357804487841997	-0.287408975107372	0.242	0.13	1	"Mig"	"SSBP2"	"70-80"	"male"
"PLCB11"	0.357805328689509	-1.00659401749012	0.22	0.261	1	"Mig"	"PLCB1"	"70-80"	"male"
"ITGA1"	0.358163085548994	-0.964397692884928	0.168	0.217	1	"Mig"	"ITGA1"	"70-80"	"male"
"STX12"	0.358292636214751	0.109144626130677	0.108	0.043	1	"Mig"	"STX12"	"70-80"	"male"
"JUND1"	0.358354469932294	-0.519174661809949	0.245	0.13	1	"Mig"	"JUND"	"70-80"	"male"
"DDX51"	0.358468797410184	-0.107871082204148	0.24	0.13	1	"Mig"	"DDX5"	"70-80"	"male"
"GRID21"	0.360027360539211	-0.0153990012712817	0.108	0.043	1	"Mig"	"GRID2"	"70-80"	"male"
"LENG81"	0.360027360539211	0.126292438365799	0.108	0.043	1	"Mig"	"LENG8"	"70-80"	"male"
"ACVRL1"	0.360333198178325	0.327525849725865	0.105	0.043	1	"Mig"	"ACVRL1"	"70-80"	"male"
"GFAP1"	0.360361117162849	0.0955148681439271	0.17	0.087	1	"Mig"	"GFAP"	"70-80"	"male"
"MPRIP1"	0.36157724023069	-1.15752851555753	0.17	0.217	1	"Mig"	"MPRIP"	"70-80"	"male"
"CADM21"	0.361598106316098	0.248095976069749	0.228	0.13	1	"Mig"	"CADM2"	"70-80"	"male"
"DOCK31"	0.361767349062415	0.145010760504123	0.108	0.043	1	"Mig"	"DOCK3"	"70-80"	"male"
"AHCYL21"	0.361767349062415	0.0390752290124101	0.108	0.043	1	"Mig"	"AHCYL2"	"70-80"	"male"
"ID1"	0.363214404087637	0.188657675597347	0.17	0.087	1	"Mig"	"ID1"	"70-80"	"male"
"MGEA51"	0.363878783779184	-0.100421070789565	0.172	0.087	1	"Mig"	"MGEA5"	"70-80"	"male"
"NCOR11"	0.364590848196626	-0.101599211805125	0.172	0.087	1	"Mig"	"NCOR1"	"70-80"	"male"
"MEF2C1"	0.364908573302227	0.103893095398782	0.292	0.174	1	"Mig"	"MEF2C"	"70-80"	"male"
"TSHZ2"	0.364932222784705	-1.26106316844019	0.125	0.174	1	"Mig"	"TSHZ2"	"70-80"	"male"
"LPP1"	0.365178207225666	-0.538323078050597	0.59	0.565	1	"Mig"	"LPP"	"70-80"	"male"
"XRCC51"	0.365263105977821	-0.114092674452296	0.108	0.043	1	"Mig"	"XRCC5"	"70-80"	"male"
"ZMYND81"	0.365626126242849	0.344818358627923	0.105	0.043	1	"Mig"	"ZMYND8"	"70-80"	"male"
"RAPGEF21"	0.366041584617074	-0.0312819701812952	0.235	0.13	1	"Mig"	"RAPGEF2"	"70-80"	"male"
"CCDC50"	0.366122168454199	-1.69537268014894	0.085	0.13	1	"Mig"	"CCDC50"	"70-80"	"male"
"ZDHHC20"	0.366122168454199	-1.37264436380353	0.085	0.13	1	"Mig"	"ZDHHC20"	"70-80"	"male"
"VMP1"	0.367018732381951	-0.831684050978565	0.108	0.043	1	"Mig"	"VMP1"	"70-80"	"male"
"ZCCHC111"	0.367018867693618	-0.123758031437551	0.108	0.043	1	"Mig"	"ZCCHC11"	"70-80"	"male"
"ABR1"	0.367401142595377	0.229799534745747	0.105	0.043	1	"Mig"	"ABR"	"70-80"	"male"
"MIR100HG"	0.367792014009966	-0.982001715797925	0.082	0.13	1	"Mig"	"MIR100HG"	"70-80"	"male"
"NDUFA4L2"	0.369207828848751	-0.0348361332613027	0.235	0.13	1	"Mig"	"NDUFA4L2"	"70-80"	"male"
"SLC30A101"	0.370565864881246	-0.267422128785599	0.372	0.217	1	"Mig"	"SLC30A10"	"70-80"	"male"
"MEF2A1"	0.371184166280797	0.111353173408169	0.23	0.13	1	"Mig"	"MEF2A"	"70-80"	"male"
"UVRAG1"	0.372482433094302	-0.302920443309647	0.172	0.087	1	"Mig"	"UVRAG"	"70-80"	"male"
"CELF11"	0.372656819944824	-0.0616757641973893	0.168	0.087	1	"Mig"	"CELF1"	"70-80"	"male"
"CD99"	0.372758123878946	0.118949877080371	0.105	0.043	1	"Mig"	"CD99"	"70-80"	"male"
"KLF2"	0.373312439562243	-0.00833503401101732	0.17	0.087	1	"Mig"	"KLF2"	"70-80"	"male"
"PDE4DIP1"	0.374554622094907	-0.0290178985748888	0.105	0.043	1	"Mig"	"PDE4DIP"	"70-80"	"male"
"NLGN11"	0.374554690939021	0.199999636633513	0.105	0.043	1	"Mig"	"NLGN1"	"70-80"	"male"
"C10orf541"	0.374554759783112	0.11417221222143	0.105	0.043	1	"Mig"	"C10orf54"	"70-80"	"male"
"DTNA1"	0.374554759783112	0.0374651919860327	0.105	0.043	1	"Mig"	"DTNA"	"70-80"	"male"
"WDFY31"	0.376229223127461	-0.0997629310566195	0.17	0.087	1	"Mig"	"WDFY3"	"70-80"	"male"
"DISC1"	0.376356532060848	0.0172080195451192	0.105	0.043	1	"Mig"	"DISC1"	"70-80"	"male"
"MAP3K131"	0.376356532060848	0.10474778818623	0.105	0.043	1	"Mig"	"MAP3K13"	"70-80"	"male"
"SMAP1"	0.376356532060848	-0.0505427159480658	0.105	0.043	1	"Mig"	"SMAP1"	"70-80"	"male"
"PEA15"	0.376768474506551	0.406164365895955	0.102	0.043	1	"Mig"	"PEA15"	"70-80"	"male"
"RBMS3-AS2"	0.376768474506551	0.288822810499725	0.102	0.043	1	"Mig"	"RBMS3-AS2"	"70-80"	"male"
"CTNNA11"	0.376831341351288	-0.425250456831317	0.172	0.087	1	"Mig"	"CTNNA1"	"70-80"	"male"
"NISCH"	0.377622463060411	-1.17203955623505	0.085	0.13	1	"Mig"	"NISCH"	"70-80"	"male"
"LARGE1"	0.377692806935725	-0.141625066105149	0.17	0.087	1	"Mig"	"LARGE"	"70-80"	"male"
"CD46"	0.378163574352926	-0.0648674065419894	0.105	0.043	1	"Mig"	"CD46"	"70-80"	"male"
"U2SURP1"	0.378163643083922	-0.0440476274782795	0.105	0.043	1	"Mig"	"U2SURP"	"70-80"	"male"
"C4orf3"	0.378163643083922	-0.276187342969505	0.105	0.043	1	"Mig"	"C4orf3"	"70-80"	"male"
"TECR1"	0.378163643083922	-0.219164146943739	0.105	0.043	1	"Mig"	"TECR"	"70-80"	"male"
"CREBRF"	0.37859599935219	0.346753022587279	0.102	0.043	1	"Mig"	"CREBRF"	"70-80"	"male"
"COL6A1"	0.379221020773814	-1.51112349380859	0.128	0.174	1	"Mig"	"COL6A1"	"70-80"	"male"
"CDC37"	0.379976019725482	-0.0464456472559753	0.105	0.043	1	"Mig"	"CDC37"	"70-80"	"male"
"NDUFA41"	0.379976088397368	-0.0228054044565118	0.105	0.043	1	"Mig"	"NDUFA4"	"70-80"	"male"
"PRMT2"	0.379976088397368	-0.14341401344251	0.105	0.043	1	"Mig"	"PRMT2"	"70-80"	"male"
"PRKCA1"	0.380839870581692	0.0703332660119929	0.165	0.087	1	"Mig"	"PRKCA"	"70-80"	"male"
"MAP2K11"	0.381793863413554	-0.150068227315311	0.105	0.043	1	"Mig"	"MAP2K1"	"70-80"	"male"
"WDR71"	0.381793863413554	-0.249595898377965	0.105	0.043	1	"Mig"	"WDR7"	"70-80"	"male"
"SPRED21"	0.384111235866443	0.316205503393308	0.102	0.043	1	"Mig"	"SPRED2"	"70-80"	"male"
"ARHGAP261"	0.38416372032236	-0.0715677548508862	0.23	0.13	1	"Mig"	"ARHGAP26"	"70-80"	"male"
"INPP4B1"	0.385327977362959	-0.0049275263114319	0.165	0.087	1	"Mig"	"INPP4B"	"70-80"	"male"
"PTMS"	0.385364491363803	-1.19306005343085	0.13	0.174	1	"Mig"	"PTMS"	"70-80"	"male"
"NRGN1"	0.38654811048998	-0.197025545722131	0.17	0.087	1	"Mig"	"NRGN"	"70-80"	"male"
"ANKS1B1"	0.387453566839813	-0.114198191571891	0.168	0.087	1	"Mig"	"ANKS1B"	"70-80"	"male"
"EFHD1"	0.38781522910343	0.0720892222867746	0.102	0.043	1	"Mig"	"EFHD1"	"70-80"	"male"
"ENC1"	0.38781522910343	0.129365809097792	0.102	0.043	1	"Mig"	"ENC1"	"70-80"	"male"
"FAM13B1"	0.38781522910343	0.164522787984181	0.102	0.043	1	"Mig"	"FAM13B"	"70-80"	"male"
"C6orf621"	0.38781522910343	0.0335903172977845	0.102	0.043	1	"Mig"	"C6orf62"	"70-80"	"male"
"CCDC3"	0.38781522910343	0.0397012770070917	0.102	0.043	1	"Mig"	"CCDC3"	"70-80"	"male"
"PSAP1"	0.388111002750748	-0.0784537216001389	0.23	0.13	1	"Mig"	"PSAP"	"70-80"	"male"
"ROBO11"	0.389210145817778	-1.63935993622519	0.088	0.13	1	"Mig"	"ROBO1"	"70-80"	"male"
"IRF2BP2"	0.389675291047986	-0.108384300692898	0.102	0.043	1	"Mig"	"IRF2BP2"	"70-80"	"male"
"CYSTM11"	0.389675291047986	-0.0358386751982127	0.102	0.043	1	"Mig"	"CYSTM1"	"70-80"	"male"
"SUPT3H1"	0.389675291047986	0.0799965027062692	0.102	0.043	1	"Mig"	"SUPT3H"	"70-80"	"male"
"TUBB"	0.389675360833971	0.0923176292748493	0.102	0.043	1	"Mig"	"TUBB"	"70-80"	"male"
"SMG61"	0.389675360833971	-0.0148314431532979	0.102	0.043	1	"Mig"	"SMG6"	"70-80"	"male"
"ARHGDIA"	0.389675360833971	-0.00758041132146259	0.102	0.043	1	"Mig"	"ARHGDIA"	"70-80"	"male"
"MARCH61"	0.390455338532305	-0.297520837804537	0.168	0.087	1	"Mig"	"MARCH6"	"70-80"	"male"
"DLG11"	0.390529420446458	-0.290731727405255	0.235	0.13	1	"Mig"	"DLG1"	"70-80"	"male"
"PLCL11"	0.391022863414398	-0.735337528094966	0.17	0.087	1	"Mig"	"PLCL1"	"70-80"	"male"
"SESTD1"	0.391540769305739	-0.0124585988053458	0.102	0.043	1	"Mig"	"SESTD1"	"70-80"	"male"
"SCFD1"	0.39154083901954	-0.0824515029170636	0.102	0.043	1	"Mig"	"SCFD1"	"70-80"	"male"
"PHLDB2"	0.391540908733317	0.0289410715190324	0.102	0.043	1	"Mig"	"PHLDB2"	"70-80"	"male"
"STK24"	0.392050754442399	0.466060414407981	0.1	0.043	1	"Mig"	"STK24"	"70-80"	"male"
"PALMD"	0.393411797557537	0.017929887784458	0.102	0.043	1	"Mig"	"PALMD"	"70-80"	"male"
"ESF1"	0.393411867197302	-0.210477106530313	0.102	0.043	1	"Mig"	"ESF1"	"70-80"	"male"
"AFF11"	0.393471244822658	-0.140249036139958	0.168	0.087	1	"Mig"	"AFF1"	"70-80"	"male"
"FHIT1"	0.394984315507196	-0.325932512402364	0.168	0.087	1	"Mig"	"FHIT"	"70-80"	"male"
"UTRN1"	0.395175985026434	-0.349140821064382	0.305	0.174	1	"Mig"	"UTRN"	"70-80"	"male"
"AGO31"	0.395288160917758	-0.0944617029806771	0.102	0.043	1	"Mig"	"AGO3"	"70-80"	"male"
"ABI21"	0.395288230481703	-0.139853816223204	0.102	0.043	1	"Mig"	"ABI2"	"70-80"	"male"
"TIAM21"	0.395288230481703	-0.0630185262529104	0.102	0.043	1	"Mig"	"TIAM2"	"70-80"	"male"
"CTDSP2"	0.395288230481703	-0.283715655082425	0.102	0.043	1	"Mig"	"CTDSP2"	"70-80"	"male"
"MT1M1"	0.395288230481703	-0.209468360446045	0.102	0.043	1	"Mig"	"MT1M"	"70-80"	"male"
"NSRP1"	0.395288230481703	-0.132416210466393	0.102	0.043	1	"Mig"	"NSRP1"	"70-80"	"male"
"LRCH1"	0.395702670600112	-0.967869155391101	0.128	0.174	1	"Mig"	"LRCH1"	"70-80"	"male"
"AKAP8L1"	0.395841830702516	0.31205033005832	0.1	0.043	1	"Mig"	"AKAP8L"	"70-80"	"male"
"EGFR1"	0.395841972829958	0.306442411204747	0.1	0.043	1	"Mig"	"EGFR"	"70-80"	"male"
"SLC2A1"	0.396618635703805	-0.469242093341898	0.232	0.13	1	"Mig"	"SLC2A1"	"70-80"	"male"
"TBCA1"	0.397169992702034	-0.253618132939869	0.102	0.043	1	"Mig"	"TBCA"	"70-80"	"male"
"SETX"	0.397169992702034	-0.0908161083651224	0.102	0.043	1	"Mig"	"SETX"	"70-80"	"male"
"SNX291"	0.397169992702034	-0.866463868171585	0.102	0.043	1	"Mig"	"SNX29"	"70-80"	"male"
"MED131"	0.397169992702034	-0.50887946604694	0.102	0.043	1	"Mig"	"MED13"	"70-80"	"male"
"HLCS"	0.397169992702034	-0.444402616592783	0.102	0.043	1	"Mig"	"HLCS"	"70-80"	"male"
"CEBPD"	0.398021355749577	-0.551310625776684	0.168	0.087	1	"Mig"	"CEBPD"	"70-80"	"male"
"FKBP51"	0.398344261002703	-1.14279074787567	0.18	0.217	1	"Mig"	"FKBP5"	"70-80"	"male"
"SLC38A31"	0.39902157735776	-1.0185974741698	0.088	0.13	1	"Mig"	"SLC38A3"	"70-80"	"male"
"ARFGAP11"	0.39902157735776	-1.11531180503258	0.088	0.13	1	"Mig"	"ARFGAP1"	"70-80"	"male"
"NOSTRIN"	0.399545092585024	-0.171868719927849	0.168	0.087	1	"Mig"	"NOSTRIN"	"70-80"	"male"
"DAPK11"	0.399655252406694	0.0835786711959519	0.1	0.043	1	"Mig"	"DAPK1"	"70-80"	"male"
"GNAS1"	0.399796558534339	-0.475302914866446	0.235	0.13	1	"Mig"	"GNAS"	"70-80"	"male"
"AFF3"	0.40205894863424	-0.137810034921749	0.165	0.087	1	"Mig"	"AFF3"	"70-80"	"male"
"RSRP11"	0.402059039878251	-0.336990595766199	0.165	0.087	1	"Mig"	"RSRP1"	"70-80"	"male"
"MAGI11"	0.403049768906297	-0.495035687099975	0.225	0.13	1	"Mig"	"MAGI1"	"70-80"	"male"
"TET2"	0.40349054244473	0.0802300039081949	0.1	0.043	1	"Mig"	"TET2"	"70-80"	"male"
"CTDSP1"	0.405416424890675	0.111678366884345	0.1	0.043	1	"Mig"	"CTDSP1"	"70-80"	"male"
"FCHO2"	0.405416424890675	0.0386968798509308	0.1	0.043	1	"Mig"	"FCHO2"	"70-80"	"male"
"SLC25A291"	0.405977257626134	-1.13311503730464	0.088	0.13	1	"Mig"	"SLC25A29"	"70-80"	"male"
"DHFR"	0.407330887321524	-0.864782375690187	0.175	0.217	1	"Mig"	"DHFR"	"70-80"	"male"
"PPM1L1"	0.407347789861837	-0.0983930235163624	0.1	0.043	1	"Mig"	"PPM1L"	"70-80"	"male"
"ARHGAP211"	0.407347789861837	-0.219862929546138	0.1	0.043	1	"Mig"	"ARHGAP21"	"70-80"	"male"
"CNOT21"	0.407347789861837	-0.131351836249639	0.1	0.043	1	"Mig"	"CNOT2"	"70-80"	"male"
"DLGAP4"	0.407347789861837	0.0714964178428144	0.1	0.043	1	"Mig"	"DLGAP4"	"70-80"	"male"
"CYYR1"	0.407347789861837	-0.126253345062319	0.1	0.043	1	"Mig"	"CYYR1"	"70-80"	"male"
"TAGLN2"	0.407472568416146	-0.220376318798651	0.165	0.087	1	"Mig"	"TAGLN2"	"70-80"	"male"
"TSC22D11"	0.408781065153895	-0.211216698321743	0.402	0.261	1	"Mig"	"TSC22D1"	"70-80"	"male"
"RBMX1"	0.409284630354073	-0.135219429189253	0.1	0.043	1	"Mig"	"RBMX"	"70-80"	"male"
"NEDD4L1"	0.409284630354073	-0.23361020180889	0.1	0.043	1	"Mig"	"NEDD4L"	"70-80"	"male"
"SRGAP2"	0.41083146825911	-0.130882832609193	0.162	0.087	1	"Mig"	"SRGAP2"	"70-80"	"male"
"MED13L1"	0.410942365724087	-0.283849151201214	0.23	0.13	1	"Mig"	"MED13L"	"70-80"	"male"
"SRGAP2C"	0.411226939215356	-0.179767414817943	0.1	0.043	1	"Mig"	"SRGAP2C"	"70-80"	"male"
"SOS2"	0.411226939215356	-0.342282694529866	0.1	0.043	1	"Mig"	"SOS2"	"70-80"	"male"
"KDM5A"	0.412488290550246	-1.18338447043686	0.09	0.13	1	"Mig"	"KDM5A"	"70-80"	"male"
"C1QTNF1"	0.412488290550246	-1.376661758132	0.09	0.13	1	"Mig"	"C1QTNF1"	"70-80"	"male"
"SLC2A3"	0.412820654304679	0.231288669245186	0.158	0.087	1	"Mig"	"SLC2A3"	"70-80"	"male"
"ARID21"	0.413174638877053	-1.05953943769027	0.1	0.043	1	"Mig"	"ARID2"	"70-80"	"male"
"PDS5A1"	0.413174709145606	-0.203043595363413	0.1	0.043	1	"Mig"	"PDS5A"	"70-80"	"male"
"RERG1"	0.413174709145606	-0.533116488930681	0.1	0.043	1	"Mig"	"RERG"	"70-80"	"male"
"PKIG"	0.413174709145606	-0.245891231260916	0.1	0.043	1	"Mig"	"PKIG"	"70-80"	"male"
"SRSF111"	0.413978975488322	-0.137956831081028	0.162	0.087	1	"Mig"	"SRSF11"	"70-80"	"male"
"ZBTB161"	0.415740028727498	-0.34796299292534	0.23	0.13	1	"Mig"	"ZBTB16"	"70-80"	"male"
"UGP21"	0.416485797237868	-1.42292044688339	0.09	0.13	1	"Mig"	"UGP2"	"70-80"	"male"
"SRRM21"	0.417234166821638	-1.29004298931475	0.132	0.174	1	"Mig"	"SRRM2"	"70-80"	"male"
"GLG11"	0.41899371627024	-0.0673773545924405	0.16	0.087	1	"Mig"	"GLG1"	"70-80"	"male"
"PHIP1"	0.423506573557362	-0.364506815750109	0.162	0.087	1	"Mig"	"PHIP"	"70-80"	"male"
"APP1"	0.423972928191847	-1.37829853646003	0.245	0.261	1	"Mig"	"APP"	"70-80"	"male"
"HOOK31"	0.426579021502332	-1.12012286587942	0.09	0.13	1	"Mig"	"HOOK3"	"70-80"	"male"
"FO538757.21"	0.430655910985809	-1.13184017783922	0.09	0.13	1	"Mig"	"FO538757.2"	"70-80"	"male"
"PCSK1N"	0.432702660032738	-1.42102841533209	0.09	0.13	1	"Mig"	"PCSK1N"	"70-80"	"male"
"GMDS"	0.433859242093288	-0.0785347845376851	0.158	0.087	1	"Mig"	"GMDS"	"70-80"	"male"
"UNC5C1"	0.434341114180336	-0.37495769974445	0.16	0.087	1	"Mig"	"UNC5C"	"70-80"	"male"
"SFPQ1"	0.434755318819685	-0.990371726388049	0.09	0.13	1	"Mig"	"SFPQ"	"70-80"	"male"
"FMNL21"	0.435502728727948	-0.152696427088901	0.158	0.087	1	"Mig"	"FMNL2"	"70-80"	"male"
"BTBD91"	0.43554664186077	-0.0618442725688308	0.22	0.13	1	"Mig"	"BTBD9"	"70-80"	"male"
"COL5A31"	0.435917600226645	-1.35527565954237	0.092	0.13	1	"Mig"	"COL5A3"	"70-80"	"male"
"PAPSS2"	0.439254247592183	-0.291744954844853	0.16	0.087	1	"Mig"	"PAPSS2"	"70-80"	"male"
"HNRNPDL1"	0.439627517457529	-0.388279045984972	0.158	0.087	1	"Mig"	"HNRNPDL"	"70-80"	"male"
"TMEM123"	0.439970145847022	0.0540165629685527	0.155	0.087	1	"Mig"	"TMEM123"	"70-80"	"male"
"ATP10A"	0.440408642893484	0.299188918214483	0.31	0.217	1	"Mig"	"ATP10A"	"70-80"	"male"
"CCND31"	0.440455194695336	-0.119971867217812	0.158	0.087	1	"Mig"	"CCND3"	"70-80"	"male"
"SPIDR1"	0.442764738876876	-0.1607366543488	0.22	0.13	1	"Mig"	"SPIDR"	"70-80"	"male"
"MIR4435-2HG"	0.443774640157442	-0.271203034340849	0.158	0.087	1	"Mig"	"MIR4435-2HG"	"70-80"	"male"
"AHI11"	0.447108326731881	-0.335833417168908	0.158	0.087	1	"Mig"	"AHI1"	"70-80"	"male"
"HNRNPA2B11"	0.447513440434652	-0.6528485474099	0.16	0.087	1	"Mig"	"HNRNPA2B1"	"70-80"	"male"
"ECE1"	0.449586570455325	-0.141507368774031	0.218	0.13	1	"Mig"	"ECE1"	"70-80"	"male"
"UHRF21"	0.449624822674987	-1.46879073465151	0.14	0.174	1	"Mig"	"UHRF2"	"70-80"	"male"
"KIAA20261"	0.450296700222569	-1.20183626223463	0.092	0.13	1	"Mig"	"KIAA2026"	"70-80"	"male"
"HLA-E"	0.450705835968863	-0.750138739668978	0.28	0.304	1	"Mig"	"HLA-E"	"70-80"	"male"
"TNRC6B1"	0.45337448616404	-0.114660153562444	0.282	0.174	1	"Mig"	"TNRC6B"	"70-80"	"male"
"AKAP121"	0.453412808154207	-0.0303531538444084	0.155	0.087	1	"Mig"	"AKAP12"	"70-80"	"male"
"GLUL1"	0.453412900266677	-0.189390067874113	0.155	0.087	1	"Mig"	"GLUL"	"70-80"	"male"
"PEAK11"	0.453412900266677	-0.144971547891312	0.155	0.087	1	"Mig"	"PEAK1"	"70-80"	"male"
"RASAL2"	0.456732012440827	-0.135271463832057	0.282	0.174	1	"Mig"	"RASAL2"	"70-80"	"male"
"LAMA2"	0.458316003427123	-0.403244952187503	0.392	0.261	1	"Mig"	"LAMA2"	"70-80"	"male"
"TGFBR2"	0.458887740480281	-0.48934573656009	0.158	0.087	1	"Mig"	"TGFBR2"	"70-80"	"male"
