"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"ZNF5651"	2.00790645911588e-205	0.368142342376979	0.176	0.036	6.74475858681615e-201	"Mig"	"ZNF565"	"70-80"	"male"
"NDUFA42"	1.597874476669e-204	0.945374011206626	0.165	0.031	5.36742015457885e-200	"Mig"	"NDUFA4"	"70-80"	"male"
"CPE2"	2.60587013459728e-203	0.705536937802649	0.316	0.13	8.75337836912572e-199	"Mig"	"CPE"	"70-80"	"male"
"HOOK2"	3.23520336906376e-202	0.440230602766917	0.181	0.04	1.08673716370221e-197	"Mig"	"HOOK2"	"70-80"	"male"
"TF1"	5.60529873036635e-202	0.580657390401992	0.136	0.015	1.88287589651736e-197	"Mig"	"TF"	"70-80"	"male"
"PLP13"	1.71214717550269e-200	1.07705257842671	0.135	0.015	5.7512735772311e-196	"Mig"	"PLP1"	"70-80"	"male"
"LINC013221"	1.07528504408378e-199	0.372635806747753	0.267	0.094	3.61198999158181e-195	"Mig"	"LINC01322"	"70-80"	"male"
"CCDC65"	5.23805652742112e-198	0.556221312907139	0.136	0.016	1.75951556812603e-193	"Mig"	"CCDC65"	"70-80"	"male"
"REV3L3"	8.26305598379301e-198	0.287003302991463	0.31	0.123	2.77564313551591e-193	"Mig"	"REV3L"	"70-80"	"male"
"UBR33"	2.35259118605171e-195	0.223863534971717	0.332	0.138	7.90258905306629e-191	"Mig"	"UBR3"	"70-80"	"male"
"TARBP1"	2.5803607450442e-194	0.2189302917718	0.293	0.112	8.66768977867796e-190	"Mig"	"TARBP1"	"70-80"	"male"
"C14orf21"	2.7757755933619e-194	0.79496476326147	0.174	0.039	9.32410779566196e-190	"Mig"	"C14orf2"	"70-80"	"male"
"AC159540.2"	4.46789479612991e-193	0.419974072783817	0.128	0.013	1.500810540968e-188	"Mig"	"AC159540.2"	"70-80"	"male"
"IPO9-AS11"	9.59805432995523e-192	0.49962031330302	0.119	0.009	3.22408242997526e-187	"Mig"	"IPO9-AS1"	"70-80"	"male"
"SUMF13"	4.48398296054679e-190	0.200150272069946	0.26	0.092	1.50621471627727e-185	"Mig"	"SUMF1"	"70-80"	"male"
"KCNIP43"	5.5776681396253e-190	-0.471879858383351	0.68	0.814	1.87359450478153e-185	"Mig"	"KCNIP4"	"70-80"	"male"
"TXNRD13"	3.38904378881427e-187	0.784774820238537	0.198	0.055	1.1384136991006e-182	"Mig"	"TXNRD1"	"70-80"	"male"
"MT-CO13"	2.08068699362408e-186	-0.218706436328521	0.742	0.879	6.98923568028266e-182	"Mig"	"MT-CO1"	"70-80"	"male"
"CTNNA12"	5.51147962003934e-186	0.390728891740522	0.178	0.043	1.85136111916742e-181	"Mig"	"CTNNA1"	"70-80"	"male"
"FILIP1L1"	2.1013875652719e-185	0.392515662993558	0.168	0.037	7.05877097050484e-181	"Mig"	"FILIP1L"	"70-80"	"male"
"CLDN112"	9.38614241308128e-185	0.640298533787569	0.135	0.019	3.15289909797813e-180	"Mig"	"CLDN11"	"70-80"	"male"
"RP11-405A12.2"	1.33440685532811e-184	0.233621126454218	0.214	0.065	4.48240606773264e-180	"Mig"	"RP11-405A12.2"	"70-80"	"male"
"CASC151"	1.56320474306414e-184	0.402890583144448	0.185	0.048	5.25096105242676e-180	"Mig"	"CASC15"	"70-80"	"male"
"SERINC11"	2.87805966016525e-184	0.726211398321611	0.301	0.127	9.6676902044611e-180	"Mig"	"SERINC1"	"70-80"	"male"
"APOO2"	3.32533468148741e-184	0.785135222447655	0.177	0.044	1.11701317285843e-179	"Mig"	"APOO"	"70-80"	"male"
"HGSNAT"	3.55216318853036e-183	0.308145737734657	0.178	0.043	1.19320713665923e-178	"Mig"	"HGSNAT"	"70-80"	"male"
"RP11-1000B6.33"	5.75302118772814e-183	0.308759091362078	0.162	0.034	1.93249734716976e-178	"Mig"	"RP11-1000B6.3"	"70-80"	"male"
"B3GAT2"	1.44204721740404e-182	0.328479504879712	0.133	0.018	4.84398080798191e-178	"Mig"	"B3GAT2"	"70-80"	"male"
"SPAG161"	1.61700154618515e-182	0.265718974885623	0.277	0.107	5.43166989379054e-178	"Mig"	"SPAG16"	"70-80"	"male"
"DNM1L1"	4.53690616125074e-182	0.24590885591879	0.242	0.083	1.52399214862574e-177	"Mig"	"DNM1L"	"70-80"	"male"
"FTL3"	2.93753118720011e-181	0.765440357839545	0.308	0.133	9.86746101092388e-177	"Mig"	"FTL"	"70-80"	"male"
"CHCHD33"	2.95844689346703e-181	0.381718896068854	0.277	0.107	9.93771895984509e-177	"Mig"	"CHCHD3"	"70-80"	"male"
"TLK11"	6.4391836839847e-181	0.341476490210892	0.276	0.106	2.1629861912873e-176	"Mig"	"TLK1"	"70-80"	"male"
"ADRBK22"	8.87114087216825e-181	0.278184663513165	0.266	0.1	2.97990493037004e-176	"Mig"	"ADRBK2"	"70-80"	"male"
"CHRM3-AS2"	1.17995970518823e-180	0.44203942050443	0.106	0.005	3.96360264569779e-176	"Mig"	"CHRM3-AS2"	"70-80"	"male"
"AEBP21"	1.9596165751245e-180	0.190250794176754	0.369	0.172	6.58254803750071e-176	"Mig"	"AEBP2"	"70-80"	"male"
"CES4A"	7.09002738553908e-180	0.404205503013934	0.157	0.032	2.38161109907643e-175	"Mig"	"CES4A"	"70-80"	"male"
"RP11-317J19.1"	4.2363158765974e-179	0.346275405725568	0.139	0.022	1.42302086610783e-174	"Mig"	"RP11-317J19.1"	"70-80"	"male"
"PARG1"	8.44552836247407e-179	0.261113176308578	0.189	0.051	2.83693743223867e-174	"Mig"	"PARG"	"70-80"	"male"
"TCF241"	2.10362247826123e-178	0.317657870850179	0.139	0.023	7.06627826672731e-174	"Mig"	"TCF24"	"70-80"	"male"
"EPB422"	2.41151201582497e-178	0.461507600805877	0.143	0.025	8.10051001235765e-174	"Mig"	"EPB42"	"70-80"	"male"
"RP11-115D19.1"	8.89456161701269e-177	0.639553606417646	0.115	0.011	2.98777219277073e-172	"Mig"	"RP11-115D19.1"	"70-80"	"male"
"ANGPTL1"	3.39423688065294e-176	0.390398707011719	0.108	0.007	1.14015811058013e-171	"Mig"	"ANGPTL1"	"70-80"	"male"
"NSF3"	4.35643355335453e-175	0.562100618195872	0.459	0.251	1.46336959490732e-170	"Mig"	"NSF"	"70-80"	"male"
"HNRNPDL3"	2.20245739738753e-174	0.410655306496797	0.308	0.131	7.39827464356444e-170	"Mig"	"HNRNPDL"	"70-80"	"male"
"NUTM2B-AS13"	2.42091255135033e-174	0.216463961905721	0.218	0.071	8.13208735124089e-170	"Mig"	"NUTM2B-AS1"	"70-80"	"male"
"RTN43"	1.0660028161832e-173	0.480572432851733	0.484	0.268	3.58081005984099e-169	"Mig"	"RTN4"	"70-80"	"male"
"P2RY142"	2.82853363805954e-173	0.431323214454819	0.119	0.013	9.50132734360579e-169	"Mig"	"P2RY14"	"70-80"	"male"
"RP4-605O3.41"	3.05799894084503e-173	0.284145654992431	0.156	0.034	1.02721242421925e-168	"Mig"	"RP4-605O3.4"	"70-80"	"male"
"CD471"	4.67440930441861e-173	0.391732977976747	0.312	0.135	1.57018082944726e-168	"Mig"	"CD47"	"70-80"	"male"
"ERC13"	8.13308566207652e-173	0.149411733446883	0.376	0.179	2.73198480474812e-168	"Mig"	"ERC1"	"70-80"	"male"
"ARGLU12"	1.66849807560965e-172	0.227080659525381	0.258	0.097	5.60465188578038e-168	"Mig"	"ARGLU1"	"70-80"	"male"
"RP11-242P2.1"	7.11608352484241e-172	0.454529850447586	0.106	0.007	2.39036361682981e-167	"Mig"	"RP11-242P2.1"	"70-80"	"male"
"SUPT3H3"	1.47518699989142e-171	0.210875665577362	0.322	0.142	4.95530065133528e-167	"Mig"	"SUPT3H"	"70-80"	"male"
"PAFAH1B13"	4.03059922268514e-171	0.272822377043035	0.304	0.129	1.35391858489217e-166	"Mig"	"PAFAH1B1"	"70-80"	"male"
"HSP90AA13"	5.31652894855715e-171	0.889985780906908	0.357	0.175	1.78587523910983e-166	"Mig"	"HSP90AA1"	"70-80"	"male"
"CTA-276F8.2"	2.53780016914244e-170	0.451880067675354	0.104	0.007	8.52472454816639e-166	"Mig"	"CTA-276F8.2"	"70-80"	"male"
"NBEAL13"	5.3598248925918e-170	0.444963862959353	0.211	0.068	1.80041877967051e-165	"Mig"	"NBEAL1"	"70-80"	"male"
"RP11-39M21.12"	8.74777025904575e-170	0.46969951186587	0.102	0.006	2.93846350771606e-165	"Mig"	"RP11-39M21.1"	"70-80"	"male"
"MTHFD1L1"	1.36003046543995e-169	0.25175158843706	0.195	0.058	4.56847833645934e-165	"Mig"	"MTHFD1L"	"70-80"	"male"
"AC016716.21"	1.51822693571074e-169	0.382928851614614	0.108	0.009	5.09987609974595e-165	"Mig"	"AC016716.2"	"70-80"	"male"
"ZNF2481"	7.17506157860159e-169	0.20181833975454	0.232	0.081	2.41017493486806e-164	"Mig"	"ZNF248"	"70-80"	"male"
"CLTC2"	2.35298456528107e-167	0.500199124978899	0.252	0.097	7.90391045323566e-163	"Mig"	"CLTC"	"70-80"	"male"
"TTC192"	2.53835070740122e-167	0.286251035938955	0.205	0.065	8.52657386123145e-163	"Mig"	"TTC19"	"70-80"	"male"
"SH3GL3"	6.50448215680037e-167	0.251090910125626	0.3	0.128	2.18492060129081e-162	"Mig"	"SH3GL3"	"70-80"	"male"
"RBM63"	1.33988172240814e-166	0.195397402714805	0.351	0.164	4.50079669374119e-162	"Mig"	"RBM6"	"70-80"	"male"
"MGST11"	2.10235206815558e-166	0.425940983218369	0.128	0.02	7.06201083214141e-162	"Mig"	"MGST1"	"70-80"	"male"
"VWA82"	4.82324857266481e-166	0.177147354350591	0.258	0.099	1.62017742804384e-161	"Mig"	"VWA8"	"70-80"	"male"
"JAKMIP2-AS1"	1.07452325265547e-165	0.355600316568747	0.11	0.011	3.60943105799499e-161	"Mig"	"JAKMIP2-AS1"	"70-80"	"male"
"RP11-473C19.1"	3.1859292560331e-165	0.30025221315099	0.145	0.03	1.07018549639408e-160	"Mig"	"RP11-473C19.1"	"70-80"	"male"
"MYO62"	9.1428684448316e-164	0.246897216060488	0.216	0.073	3.07118093930338e-159	"Mig"	"MYO6"	"70-80"	"male"
"GLMN"	1.52959417457877e-163	0.252334746589176	0.165	0.042	5.13805979182755e-159	"Mig"	"GLMN"	"70-80"	"male"
"FOCAD1"	2.24481021840158e-163	0.281082599902613	0.337	0.158	7.54054200463273e-159	"Mig"	"FOCAD"	"70-80"	"male"
"NDFIP13"	3.30548707887317e-163	0.44806074895163	0.396	0.201	1.11034616466429e-158	"Mig"	"NDFIP1"	"70-80"	"male"
"FAM135A2"	4.19664785626015e-163	0.19114757145108	0.221	0.076	1.40969598139635e-158	"Mig"	"FAM135A"	"70-80"	"male"
"MAX1"	4.44759979231443e-163	0.298619397541327	0.181	0.052	1.49399324623634e-158	"Mig"	"MAX"	"70-80"	"male"
"SEPW12"	4.89663233207549e-163	0.814535663958473	0.307	0.142	1.64482776666748e-158	"Mig"	"SEPW1"	"70-80"	"male"
"VEZT2"	2.13355016352527e-162	0.158079315533423	0.255	0.098	7.16680835429773e-158	"Mig"	"VEZT"	"70-80"	"male"
"RP11-499P20.21"	2.26905885982897e-162	0.305979857650622	0.13	0.022	7.62199561605149e-158	"Mig"	"RP11-499P20.2"	"70-80"	"male"
"CXorf38"	4.13309523543079e-162	0.354124850096546	0.111	0.012	1.38834802053356e-157	"Mig"	"CXorf38"	"70-80"	"male"
"MICU22"	8.49474471037297e-162	0.18372487747161	0.231	0.083	2.85346969566138e-157	"Mig"	"MICU2"	"70-80"	"male"
"TMSB103"	1.30033065488103e-161	0.771366166029851	0.345	0.171	4.36794070281088e-157	"Mig"	"TMSB10"	"70-80"	"male"
"NAIP2"	1.36595979679322e-161	0.303523089283517	0.171	0.046	4.58839555340812e-157	"Mig"	"NAIP"	"70-80"	"male"
"NAP1L12"	2.22136200869001e-161	0.354868440194082	0.279	0.117	7.46177712339062e-157	"Mig"	"NAP1L1"	"70-80"	"male"
"UNC80"	2.57015986887733e-161	0.217208194625647	0.371	0.182	8.63342401554584e-157	"Mig"	"UNC80"	"70-80"	"male"
"FAM13B3"	7.38181184846365e-161	0.165021864927307	0.228	0.082	2.47962441801743e-156	"Mig"	"FAM13B"	"70-80"	"male"
"ISCU"	1.35217226124607e-160	0.669263755209749	0.125	0.02	4.54208184275167e-156	"Mig"	"ISCU"	"70-80"	"male"
"MARCH62"	5.94570438597012e-160	0.435903575422111	0.294	0.128	1.99722156029122e-155	"Mig"	"MARCH6"	"70-80"	"male"
"ABHD181"	1.62402420308158e-159	0.179004045416138	0.24	0.09	5.45525970057133e-155	"Mig"	"ABHD18"	"70-80"	"male"
"UBR12"	3.18294653276875e-159	0.102969871211349	0.235	0.086	1.06918356982235e-154	"Mig"	"UBR1"	"70-80"	"male"
"RP11-390N6.1"	6.08885440525229e-159	0.369501581988207	0.123	0.02	2.0453070832683e-154	"Mig"	"RP11-390N6.1"	"70-80"	"male"
"SARAF2"	6.11536110943917e-159	0.618880910719709	0.293	0.13	2.05421095027171e-154	"Mig"	"SARAF"	"70-80"	"male"
"ANKRD36C1"	9.47524354089096e-159	0.109445072247073	0.292	0.124	3.18282905782068e-154	"Mig"	"ANKRD36C"	"70-80"	"male"
"RP11-463D19.1"	2.26396136917402e-158	0.334913752001892	0.103	0.009	7.60487263519245e-154	"Mig"	"RP11-463D19.1"	"70-80"	"male"
"PHTF1"	4.98484311293154e-158	0.211402535490493	0.18	0.053	1.67445865006483e-153	"Mig"	"PHTF1"	"70-80"	"male"
"ANKRD36B"	6.22622660001897e-158	0.199757840337766	0.163	0.042	2.09145177721237e-153	"Mig"	"ANKRD36B"	"70-80"	"male"
"ATP2A22"	1.23713888302604e-157	0.548748911412811	0.29	0.129	4.15567322197276e-153	"Mig"	"ATP2A2"	"70-80"	"male"
"MALRD11"	1.67377352116617e-157	0.246374988065464	0.135	0.026	5.62237263494927e-153	"Mig"	"MALRD1"	"70-80"	"male"
"ARFGEF13"	5.61220296511031e-157	0.186174334528918	0.207	0.07	1.88519509801021e-152	"Mig"	"ARFGEF1"	"70-80"	"male"
"USP331"	1.85151542413543e-156	0.241499890422586	0.255	0.101	6.21942546121332e-152	"Mig"	"USP33"	"70-80"	"male"
"HAT1"	3.81604298924869e-156	0.351236565790198	0.133	0.026	1.28184700051853e-151	"Mig"	"HAT1"	"70-80"	"male"
"MGEA53"	2.48561394443378e-155	0.292794369613339	0.298	0.131	8.3494258007475e-151	"Mig"	"MGEA5"	"70-80"	"male"
"ZFR3"	1.12053002979325e-154	0.195559890839324	0.223	0.08	3.76397242307849e-150	"Mig"	"ZFR"	"70-80"	"male"
"CENPP1"	1.22214543920111e-154	0.15213267688283	0.196	0.063	4.10530874482043e-150	"Mig"	"CENPP"	"70-80"	"male"
"BIRC63"	1.41823827131311e-154	0.132672742308563	0.359	0.174	4.76400417716787e-150	"Mig"	"BIRC6"	"70-80"	"male"
"USP9Y1"	1.55301291966607e-154	0.176263367250493	0.256	0.102	5.2167256984503e-150	"Mig"	"USP9Y"	"70-80"	"male"
"ANAPC5"	2.47071872670681e-154	0.293213820231631	0.176	0.051	8.29939127488084e-150	"Mig"	"ANAPC5"	"70-80"	"male"
"SENP63"	3.49393822643737e-154	0.1567387675751	0.242	0.092	1.17364878964258e-149	"Mig"	"SENP6"	"70-80"	"male"
"YTHDC2"	3.53264431716922e-154	0.114503652351086	0.195	0.063	1.18665055258031e-149	"Mig"	"YTHDC2"	"70-80"	"male"
"NDUFA5"	8.40070223034243e-154	0.487897422183656	0.146	0.034	2.82187988619432e-149	"Mig"	"NDUFA5"	"70-80"	"male"
"ATP1A1"	2.09302291246934e-153	0.668469726946975	0.312	0.148	7.03067326527577e-149	"Mig"	"ATP1A1"	"70-80"	"male"
"AC016723.41"	6.17819419809834e-153	0.445553242061556	0.1	0.009	2.07531721308321e-148	"Mig"	"AC016723.4"	"70-80"	"male"
"LMBRD11"	7.21301556768192e-153	0.205602238702542	0.22	0.08	2.42292405934003e-148	"Mig"	"LMBRD1"	"70-80"	"male"
"ACTR21"	3.14016982914884e-152	0.334825536610257	0.228	0.086	1.05481444730939e-147	"Mig"	"ACTR2"	"70-80"	"male"
"PDE8A3"	4.56881386427511e-152	0.277256086094717	0.163	0.045	1.53471026514865e-147	"Mig"	"PDE8A"	"70-80"	"male"
"ADAM23"	1.06849841142185e-151	0.252995659955805	0.356	0.176	3.58919301380713e-147	"Mig"	"ADAM23"	"70-80"	"male"
"UBXN41"	1.11852551327603e-151	0.170684332632733	0.198	0.066	3.75723905164552e-147	"Mig"	"UBXN4"	"70-80"	"male"
"USO11"	1.33869459100636e-151	0.301856050429448	0.162	0.044	4.49680900064946e-147	"Mig"	"USO1"	"70-80"	"male"
"FBXL13"	1.44350004005771e-151	0.21743162848218	0.136	0.028	4.84886098455786e-147	"Mig"	"FBXL13"	"70-80"	"male"
"TDRD31"	1.5471063092015e-151	0.22688326338374	0.183	0.057	5.19688480323877e-147	"Mig"	"TDRD3"	"70-80"	"male"
"PPM1G2"	6.34110614371848e-151	0.621600972726597	0.181	0.057	2.13004096473647e-146	"Mig"	"PPM1G"	"70-80"	"male"
"SPATA63"	9.52152677307469e-151	0.245644340114967	0.16	0.043	3.19837605834352e-146	"Mig"	"SPATA6"	"70-80"	"male"
"GDAP11"	1.13182876448089e-150	0.231707383986115	0.323	0.152	3.80192600276777e-146	"Mig"	"GDAP1"	"70-80"	"male"
"MTERF1"	1.9710997009917e-150	0.168853860834473	0.155	0.04	6.62112100560121e-146	"Mig"	"MTERF1"	"70-80"	"male"
"LRPPRC"	2.41516512830772e-150	0.353219988268054	0.169	0.049	8.11278118249848e-146	"Mig"	"LRPPRC"	"70-80"	"male"
"ARFGEF21"	2.41821168494781e-150	0.156451095103808	0.232	0.088	8.1230148709082e-146	"Mig"	"ARFGEF2"	"70-80"	"male"
"BDNF-AS3"	1.68042353780957e-149	0.476799663083135	0.182	0.058	5.64471070585612e-145	"Mig"	"BDNF-AS"	"70-80"	"male"
"ARID4A1"	2.07738896930604e-149	0.254891906415958	0.212	0.076	6.97815728679592e-145	"Mig"	"ARID4A"	"70-80"	"male"
"ATP5L1"	2.10687839458292e-149	0.525255144469043	0.163	0.046	7.07721521524349e-145	"Mig"	"ATP5L"	"70-80"	"male"
"VDAC31"	2.17833575824538e-149	0.39652518740201	0.176	0.054	7.31724764552206e-145	"Mig"	"VDAC3"	"70-80"	"male"
"LANCL1"	2.40800468515344e-149	0.372635253645632	0.166	0.047	8.08872853789893e-145	"Mig"	"LANCL1"	"70-80"	"male"
"ATP5E1"	3.27539595792412e-149	0.731690601911305	0.124	0.023	1.10023825622629e-144	"Mig"	"ATP5E"	"70-80"	"male"
"RP11-123O10.4"	5.08221937277488e-149	0.367528708826926	0.273	0.12	1.70716830950881e-144	"Mig"	"RP11-123O10.4"	"70-80"	"male"
"PHTF2"	1.27458646761225e-148	0.210267931378103	0.183	0.058	4.28146340335631e-144	"Mig"	"PHTF2"	"70-80"	"male"
"GIGYF21"	1.98234409955713e-148	0.177416139065496	0.174	0.052	6.65889206482236e-144	"Mig"	"GIGYF2"	"70-80"	"male"
"FEZ22"	2.07364422504423e-148	0.307767205731706	0.194	0.065	6.96557831634609e-144	"Mig"	"FEZ2"	"70-80"	"male"
"CLASP23"	6.3773773527796e-148	0.307125327050309	0.479	0.277	2.14222482657219e-143	"Mig"	"CLASP2"	"70-80"	"male"
"AP000487.61"	6.61523680577355e-148	0.266660202844514	0.13	0.026	2.22212419542739e-143	"Mig"	"AP000487.6"	"70-80"	"male"
"OSBPL1A2"	7.5041396916081e-148	0.226151295222696	0.297	0.134	2.52071556380808e-143	"Mig"	"OSBPL1A"	"70-80"	"male"
"PCP4"	1.45107983407027e-147	0.830268923488256	0.144	0.036	4.87432227062544e-143	"Mig"	"PCP4"	"70-80"	"male"
"ATP6V1A"	1.51547769473813e-147	0.501215185690447	0.25	0.104	5.09064112439485e-143	"Mig"	"ATP6V1A"	"70-80"	"male"
"ELAVL13"	2.15852794165733e-147	0.215649297903465	0.244	0.098	7.25071120882114e-143	"Mig"	"ELAVL1"	"70-80"	"male"
"MBP3"	4.00140671267082e-147	0.646642084568827	0.25	0.105	1.34411252885326e-142	"Mig"	"MBP"	"70-80"	"male"
"SLC44A13"	4.34056331502952e-147	0.323385771770202	0.294	0.133	1.45803862315157e-142	"Mig"	"SLC44A1"	"70-80"	"male"
"DLC12"	8.6140404518097e-147	0.41603636990775	0.238	0.096	2.8935423281674e-142	"Mig"	"DLC1"	"70-80"	"male"
"RNF132"	1.84887852629961e-146	0.28734144148616	0.172	0.052	6.21056785769303e-142	"Mig"	"RNF13"	"70-80"	"male"
"FCHSD23"	2.62847049712713e-146	0.219659779854046	0.224	0.085	8.82929524689974e-142	"Mig"	"FCHSD2"	"70-80"	"male"
"AP000304.121"	4.80589764384412e-146	0.288885381480666	0.117	0.019	1.61434907754368e-141	"Mig"	"AP000304.12"	"70-80"	"male"
"SHTN11"	6.67125772778391e-146	0.327272578212318	0.268	0.116	2.24094218333989e-141	"Mig"	"SHTN1"	"70-80"	"male"
"C8orf34"	8.29938602798843e-146	0.183871418054322	0.235	0.092	2.78784676066159e-141	"Mig"	"C8orf34"	"70-80"	"male"
"LRBA3"	2.07424625794327e-145	0.111983536444998	0.288	0.128	6.96760060505723e-141	"Mig"	"LRBA"	"70-80"	"male"
"JPX2"	3.55071106520525e-145	0.192974975602617	0.209	0.076	1.1927193539131e-140	"Mig"	"JPX"	"70-80"	"male"
"SUZ121"	3.91246547333e-145	0.183987836739913	0.211	0.077	1.31423627714628e-140	"Mig"	"SUZ12"	"70-80"	"male"
"ICA1"	3.94335527824657e-145	0.149206789273213	0.234	0.091	1.32461247151581e-140	"Mig"	"ICA1"	"70-80"	"male"
"TMEM1653"	4.06284777238122e-145	0.346113803145451	0.151	0.04	1.36475119522057e-140	"Mig"	"TMEM165"	"70-80"	"male"
"SEPT73"	4.35295903652795e-145	0.45585202282168	0.356	0.18	1.4622024699601e-140	"Mig"	"SEPT7"	"70-80"	"male"
"ANKUB11"	8.11944230519689e-145	0.304555110296599	0.114	0.018	2.72740186473869e-140	"Mig"	"ANKUB1"	"70-80"	"male"
"N4BP2L23"	1.12737576007388e-144	0.179434685837852	0.43	0.236	3.78696791566419e-140	"Mig"	"N4BP2L2"	"70-80"	"male"
"YWHAH2"	1.64544780780328e-144	0.711698321114793	0.328	0.165	5.52722373119201e-140	"Mig"	"YWHAH"	"70-80"	"male"
"PPP1R21"	2.6597179399942e-144	0.212898763360087	0.196	0.068	8.93425853223452e-140	"Mig"	"PPP1R21"	"70-80"	"male"
"SLC1A22"	3.86898388955404e-144	0.474903196767267	0.175	0.055	1.2996303783401e-139	"Mig"	"SLC1A2"	"70-80"	"male"
"SCN1A"	4.03057783429649e-144	0.344091293439846	0.365	0.189	1.35391140031853e-139	"Mig"	"SCN1A"	"70-80"	"male"
"UBR23"	4.90016751023649e-144	0.1513176123949	0.24	0.096	1.64601526836354e-139	"Mig"	"UBR2"	"70-80"	"male"
"CKMT2-AS1"	9.45153285010486e-144	0.248477872473122	0.145	0.037	3.17486439967872e-139	"Mig"	"CKMT2-AS1"	"70-80"	"male"
"NPEPPS2"	1.23050037286885e-143	0.21140438758593	0.212	0.078	4.13337380250374e-139	"Mig"	"NPEPPS"	"70-80"	"male"
"PHF143"	2.72930428095081e-143	0.139500622506821	0.296	0.134	9.16800601014188e-139	"Mig"	"PHF14"	"70-80"	"male"
"RP5-857K21.42"	3.32333822134952e-143	0.320630650750027	0.294	0.134	1.11634254193352e-138	"Mig"	"RP5-857K21.4"	"70-80"	"male"
"NEK12"	3.84026294211059e-143	0.153540869482828	0.231	0.09	1.28998272488437e-138	"Mig"	"NEK1"	"70-80"	"male"
"KIF3A1"	5.05647607643472e-143	0.306534307203574	0.293	0.133	1.69852087883519e-138	"Mig"	"KIF3A"	"70-80"	"male"
"C12orf40"	5.81793038206715e-143	0.29051190308052	0.119	0.022	1.95430099464018e-138	"Mig"	"C12orf40"	"70-80"	"male"
"MNAT12"	6.20040247762257e-143	0.128244052082121	0.31	0.145	2.0827771962582e-138	"Mig"	"MNAT1"	"70-80"	"male"
"PBRM13"	6.58950106762399e-143	0.195887535966996	0.223	0.085	2.21347930362557e-138	"Mig"	"PBRM1"	"70-80"	"male"
"KIAA11092"	8.96001158830075e-143	0.24633159234944	0.247	0.102	3.0097574926261e-138	"Mig"	"KIAA1109"	"70-80"	"male"
"DMXL21"	1.96947638252573e-142	0.226593128877155	0.237	0.095	6.61566811654218e-138	"Mig"	"DMXL2"	"70-80"	"male"
"DPY19L2"	2.80584561005119e-142	0.184754936152519	0.245	0.101	9.42511598872296e-138	"Mig"	"DPY19L2"	"70-80"	"male"
"AP002954.4"	3.3000231665086e-142	0.436187811727811	0.105	0.015	1.1085107818619e-137	"Mig"	"AP002954.4"	"70-80"	"male"
"ZMYM23"	3.52261082484638e-142	0.108469339150717	0.272	0.118	1.18328020217415e-137	"Mig"	"ZMYM2"	"70-80"	"male"
"PTEN3"	3.82921586234717e-142	0.174781831165045	0.233	0.092	1.28627190032104e-137	"Mig"	"PTEN"	"70-80"	"male"
"GLS1"	5.11058591068789e-142	0.264375327673913	0.32	0.154	1.71669691325917e-137	"Mig"	"GLS"	"70-80"	"male"
"PALLD1"	7.37843771140124e-142	0.247046325215193	0.152	0.041	2.47849101163679e-137	"Mig"	"PALLD"	"70-80"	"male"
"TCF123"	7.64037844978975e-142	0.192534727646692	0.256	0.109	2.56647952506888e-137	"Mig"	"TCF12"	"70-80"	"male"
"SRPK1"	1.0761026586062e-141	0.249782699229176	0.169	0.051	3.61473644052408e-137	"Mig"	"SRPK1"	"70-80"	"male"
"NRDC3"	1.31437000748794e-141	0.148714725648307	0.207	0.075	4.41510029215275e-137	"Mig"	"NRDC"	"70-80"	"male"
"DCLK21"	1.40851927625401e-141	0.190837729908888	0.287	0.129	4.73135710086483e-137	"Mig"	"DCLK2"	"70-80"	"male"
"TRMT10B"	2.38636375284187e-141	0.310438601555503	0.101	0.013	8.01603448217112e-137	"Mig"	"TRMT10B"	"70-80"	"male"
"HMP19"	4.76198171580355e-141	0.391440725186235	0.242	0.1	1.59959727815557e-136	"Mig"	"HMP19"	"70-80"	"male"
"MTFMT"	5.41779068872029e-141	0.176596259570404	0.145	0.037	1.81989007024803e-136	"Mig"	"MTFMT"	"70-80"	"male"
"INVS2"	7.15717542876342e-141	0.142709560982013	0.212	0.079	2.40416679827592e-136	"Mig"	"INVS"	"70-80"	"male"
"ORC2"	7.88411436979047e-141	0.15853715496386	0.166	0.05	2.64835285795632e-136	"Mig"	"ORC2"	"70-80"	"male"
"TRPC12"	8.13499765546933e-141	0.128030994237445	0.242	0.099	2.7326270624487e-136	"Mig"	"TRPC1"	"70-80"	"male"
"MAP2K51"	1.08454518712101e-140	0.141896386971875	0.274	0.121	3.6430957380582e-136	"Mig"	"MAP2K5"	"70-80"	"male"
"ATF6B1"	1.11827763098626e-140	0.292319370215877	0.172	0.054	3.75640639024595e-136	"Mig"	"ATF6B"	"70-80"	"male"
"SLC23A2"	1.93590887595083e-140	0.239777474552032	0.225	0.088	6.50291150520645e-136	"Mig"	"SLC23A2"	"70-80"	"male"
"ELP2"	2.80352943142298e-140	0.233626290110746	0.164	0.049	9.41733571309293e-136	"Mig"	"ELP2"	"70-80"	"male"
"SLC39A101"	2.86390325352228e-140	0.370755822229397	0.279	0.126	9.6201374189067e-136	"Mig"	"SLC39A10"	"70-80"	"male"
"GABPB1-AS11"	2.88798238651113e-140	0.222035427624901	0.159	0.046	9.70102163452954e-136	"Mig"	"GABPB1-AS1"	"70-80"	"male"
