"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"GUSBP11"	0.0520910084354312	0.26234276984765	0.1	0.051	1	"Mig"	"GUSBP1"	"20-40"
"TTC142"	0.0522233533189744	0.205282873303919	0.2	0.127	1	"Mig"	"TTC14"	"20-40"
"MAGI32"	0.0523720549880248	-0.864395571170514	0.073	0.119	1	"Mig"	"MAGI3"	"20-40"
"USP151"	0.0524447552655104	0.327769554693088	0.196	0.127	1	"Mig"	"USP15"	"20-40"
"RPRD22"	0.0528203927977174	0.440804775846666	0.154	0.093	1	"Mig"	"RPRD2"	"20-40"
"NEDD4L1"	0.0528603693983135	0.421760012578146	0.131	0.076	1	"Mig"	"NEDD4L"	"20-40"
"ELMO11"	0.0529290732252375	0.254607856663515	0.581	0.47	1	"Mig"	"ELMO1"	"20-40"
"TM9SF31"	0.0529733855978347	0.52290860334166	0.108	0.059	1	"Mig"	"TM9SF3"	"20-40"
"AC008697.1"	0.0531499924971974	-0.615650931767841	0.081	0.131	1	"Mig"	"AC008697.1"	"20-40"
"COL4A3BP1"	0.0533986124442424	-0.636607784106379	0.085	0.136	1	"Mig"	"COL4A3BP"	"20-40"
"CHD72"	0.0534002976438753	0.250140411063878	0.269	0.182	1	"Mig"	"CHD7"	"20-40"
"SEC22A"	0.0536974595207103	0.0504154153741208	0.112	0.059	1	"Mig"	"SEC22A"	"20-40"
"RP11-588H23.3"	0.0537222704938042	0.158841474124438	0.135	0.076	1	"Mig"	"RP11-588H23.3"	"20-40"
"DISC1"	0.0540768949771453	0.436329251572542	0.3	0.22	1	"Mig"	"DISC1"	"20-40"
"FYB"	0.0543506955162167	0.302297329630993	0.388	0.292	1	"Mig"	"FYB"	"20-40"
"MYH91"	0.0543523509338311	0.0808536292258752	0.1	0.051	1	"Mig"	"MYH9"	"20-40"
"RNF382"	0.0546378130583419	0.168015700768785	0.123	0.068	1	"Mig"	"RNF38"	"20-40"
"ZNF780B1"	0.0555599436656522	-0.672031236977582	0.115	0.169	1	"Mig"	"ZNF780B"	"20-40"
"CHD42"	0.055787908028705	0.396511617809799	0.142	0.085	1	"Mig"	"CHD4"	"20-40"
"PTPRK2"	0.0558445497785342	0.248601006292099	0.212	0.136	1	"Mig"	"PTPRK"	"20-40"
"CHD22"	0.0565417289989281	0.198782761890745	0.138	0.081	1	"Mig"	"CHD2"	"20-40"
"RB1CC12"	0.0567377419551248	0.321362309112097	0.142	0.085	1	"Mig"	"RB1CC1"	"20-40"
"CD86"	0.0572223935536461	0.0262451841734346	0.169	0.102	1	"Mig"	"CD86"	"20-40"
"CBL"	0.0575105371355292	0.35738890398925	0.108	0.059	1	"Mig"	"CBL"	"20-40"
"SPP1"	0.0575331285889958	-0.841480723830099	0.092	0.144	1	"Mig"	"SPP1"	"20-40"
"DNM32"	0.0575930787264479	0.282464707376916	0.262	0.182	1	"Mig"	"DNM3"	"20-40"
"TBCK2"	0.058189883120697	0.284893014761217	0.173	0.106	1	"Mig"	"TBCK"	"20-40"
"FNBP42"	0.0582009934737702	0.504869248840731	0.185	0.123	1	"Mig"	"FNBP4"	"20-40"
"CAB39"	0.0592622585810017	0.150692123653493	0.127	0.072	1	"Mig"	"CAB39"	"20-40"
"CDC271"	0.0594241644367005	0.206567719904412	0.127	0.072	1	"Mig"	"CDC27"	"20-40"
"ASTN22"	0.0597029628794342	0.296750959916571	0.177	0.11	1	"Mig"	"ASTN2"	"20-40"
"AC012593.11"	0.0603392263545924	0.654182813829901	0.1	0.055	1	"Mig"	"AC012593.1"	"20-40"
"TAB22"	0.0603544054310276	0.199097873451215	0.265	0.182	1	"Mig"	"TAB2"	"20-40"
"SPRED12"	0.0604285509564444	0.429348729306556	0.25	0.178	1	"Mig"	"SPRED1"	"20-40"
"PIK3CB1"	0.06049184481823	0.27816889831376	0.104	0.055	1	"Mig"	"PIK3CB"	"20-40"
"SH3KBP11"	0.0610108806523774	0.248934768179599	0.277	0.186	1	"Mig"	"SH3KBP1"	"20-40"
"PPP1R12B2"	0.0610930691748254	-0.0184265407045756	0.146	0.085	1	"Mig"	"PPP1R12B"	"20-40"
"LRRC72"	0.0611481807438963	-0.356145010606036	0.185	0.25	1	"Mig"	"LRRC7"	"20-40"
"ERC12"	0.061190886099764	0.286161440993153	0.288	0.203	1	"Mig"	"ERC1"	"20-40"
"TPT11"	0.0612285230937865	-0.636034997475494	0.062	0.106	1	"Mig"	"TPT1"	"20-40"
"HEATR5B1"	0.0614032454678705	0.368491860160426	0.131	0.076	1	"Mig"	"HEATR5B"	"20-40"
"EIF3A2"	0.0615625186331842	0.27863135285598	0.127	0.072	1	"Mig"	"EIF3A"	"20-40"
"LRRTM31"	0.0624517117818462	-0.531062010285323	0.065	0.11	1	"Mig"	"LRRTM3"	"20-40"
"FGD2"	0.0624744189646081	-0.458083891964894	0.108	0.161	1	"Mig"	"FGD2"	"20-40"
"RASA22"	0.0630799674319126	0.17048683005041	0.127	0.072	1	"Mig"	"RASA2"	"20-40"
"FAM168A2"	0.0635355273394681	0.154249997943647	0.162	0.097	1	"Mig"	"FAM168A"	"20-40"
"ZCCHC112"	0.0650163580458322	0.438534062947591	0.192	0.127	1	"Mig"	"ZCCHC11"	"20-40"
"PDE4B2"	0.0659306159017656	0.216451950669873	0.438	0.339	1	"Mig"	"PDE4B"	"20-40"
"RIMS12"	0.0667674386166725	0.436948254114766	0.235	0.165	1	"Mig"	"RIMS1"	"20-40"
"HERC3"	0.0668723146099014	0.374425370861189	0.123	0.072	1	"Mig"	"HERC3"	"20-40"
"SLC25A122"	0.0669175658528366	-0.62641582883957	0.065	0.11	1	"Mig"	"SLC25A12"	"20-40"
"ZFC3H12"	0.0669834026144469	0.205883706909269	0.212	0.14	1	"Mig"	"ZFC3H1"	"20-40"
"SYT171"	0.0670095365474256	0.449064122390657	0.112	0.064	1	"Mig"	"SYT17"	"20-40"
"RABGAP12"	0.067413527861422	0.319512582262329	0.162	0.102	1	"Mig"	"RABGAP1"	"20-40"
"CCSER12"	0.0682429344326501	-0.477548869930427	0.242	0.292	1	"Mig"	"CCSER1"	"20-40"
"FNBP12"	0.0684259808541287	0.184464324235401	0.242	0.165	1	"Mig"	"FNBP1"	"20-40"
"HTRA11"	0.0684360323017472	-0.405631504578365	0.135	0.191	1	"Mig"	"HTRA1"	"20-40"
"FGD42"	0.0684954991658188	0.249144096806157	0.315	0.22	1	"Mig"	"FGD4"	"20-40"
"KCTD162"	0.0685900057407184	-0.552172451736374	0.092	0.144	1	"Mig"	"KCTD16"	"20-40"
"COG52"	0.0686338202171017	0.37633510288263	0.165	0.106	1	"Mig"	"COG5"	"20-40"
"RGS72"	0.0686804372900686	-0.567449406390063	0.258	0.309	1	"Mig"	"RGS7"	"20-40"
"FAM120B2"	0.0694756633100927	0.118879853095111	0.146	0.089	1	"Mig"	"FAM120B"	"20-40"
"TRPM72"	0.070097485745646	0.47626680363978	0.115	0.068	1	"Mig"	"TRPM7"	"20-40"
"ARFGEF31"	0.0701007655649218	0.299633971346835	0.112	0.064	1	"Mig"	"ARFGEF3"	"20-40"
"MCF2L1"	0.0703929375175456	0.10298341251057	0.223	0.148	1	"Mig"	"MCF2L"	"20-40"
"CLASP22"	0.0708676293172096	0.367474541896464	0.335	0.254	1	"Mig"	"CLASP2"	"20-40"
"SLCO2B11"	0.0709831379412959	0.112112063160199	0.4	0.301	1	"Mig"	"SLCO2B1"	"20-40"
"TERF2IP2"	0.0714895421033189	0.249920682242712	0.112	0.064	1	"Mig"	"TERF2IP"	"20-40"
"CDC14B2"	0.0715074260236396	0.2975155453321	0.123	0.072	1	"Mig"	"CDC14B"	"20-40"
"C20orf1942"	0.0715600776004267	0.223839763391545	0.238	0.161	1	"Mig"	"C20orf194"	"20-40"
"PHF21A2"	0.0722471890256972	0.250993243195018	0.162	0.102	1	"Mig"	"PHF21A"	"20-40"
"CREB5"	0.0722931831167198	0.289565629999006	0.112	0.064	1	"Mig"	"CREB5"	"20-40"
"TRA2A2"	0.0724964602499351	0.231281716312129	0.212	0.14	1	"Mig"	"TRA2A"	"20-40"
"TMEM1171"	0.072631030686601	0.347191978316083	0.185	0.123	1	"Mig"	"TMEM117"	"20-40"
"TBC1D52"	0.0727700151162289	0.331369905443214	0.427	0.326	1	"Mig"	"TBC1D5"	"20-40"
"GARNL32"	0.0732386486201792	0.482617468587154	0.173	0.114	1	"Mig"	"GARNL3"	"20-40"
"NEK12"	0.0732950672325284	0.16229400095189	0.185	0.119	1	"Mig"	"NEK1"	"20-40"
"UPF3A2"	0.0741284379579252	0.274145978687055	0.112	0.064	1	"Mig"	"UPF3A"	"20-40"
"PPP6R22"	0.0742672737064701	0.245351670186541	0.212	0.144	1	"Mig"	"PPP6R2"	"20-40"
"RALGAPA22"	0.0746647290964905	0.419669173351883	0.104	0.059	1	"Mig"	"RALGAPA2"	"20-40"
"HIBCH2"	0.0757922352120734	0.176642822468645	0.135	0.081	1	"Mig"	"HIBCH"	"20-40"
"NBAS2"	0.076283963803191	0.427551620650731	0.104	0.059	1	"Mig"	"NBAS"	"20-40"
"GRIA22"	0.0763348767323304	-0.386447097755094	0.158	0.216	1	"Mig"	"GRIA2"	"20-40"
"TMTC22"	0.0766841820419424	0.199736712668117	0.185	0.123	1	"Mig"	"TMTC2"	"20-40"
"DNAJB14"	0.0772699886579902	0.264742722547468	0.1	0.055	1	"Mig"	"DNAJB14"	"20-40"
"DYM2"	0.0781147224606335	0.254111645002813	0.181	0.119	1	"Mig"	"DYM"	"20-40"
"DHX36"	0.0781278353292726	-0.675261541490994	0.077	0.123	1	"Mig"	"DHX36"	"20-40"
"ALPK1"	0.0788024620136945	0.4013283886112	0.115	0.068	1	"Mig"	"ALPK1"	"20-40"
"IL13RA1"	0.0788223122275834	0.483560362554224	0.104	0.059	1	"Mig"	"IL13RA1"	"20-40"
"KIAA12172"	0.0793671539180464	-0.572361945522992	0.104	0.153	1	"Mig"	"KIAA1217"	"20-40"
"MYO1F"	0.0794292547911631	-0.395300912945281	0.123	0.178	1	"Mig"	"MYO1F"	"20-40"
"MEF2A2"	0.0794308298443734	0.166307461320324	0.654	0.53	1	"Mig"	"MEF2A"	"20-40"
"DNMT3A"	0.0799176921976456	0.259389335271723	0.181	0.119	1	"Mig"	"DNMT3A"	"20-40"
"NEMF2"	0.080044416971994	0.272824529981571	0.231	0.161	1	"Mig"	"NEMF"	"20-40"
"HNRNPC1"	0.0801687985259932	0.346829564868667	0.169	0.11	1	"Mig"	"HNRNPC"	"20-40"
"NCOR2"	0.0807433250736948	0.209426643355186	0.112	0.064	1	"Mig"	"NCOR2"	"20-40"
"TYROBP"	0.0814476258705825	-0.691064090949805	0.062	0.102	1	"Mig"	"TYROBP"	"20-40"
"RP11-480C22.1"	0.0815745044909055	0.158681376754741	0.342	0.258	1	"Mig"	"RP11-480C22.1"	"20-40"
"CDC42BPA2"	0.0817291184824282	0.222173360340583	0.235	0.161	1	"Mig"	"CDC42BPA"	"20-40"
"RP11-187O7.3"	0.082041946263157	0.510223542760905	0.185	0.127	1	"Mig"	"RP11-187O7.3"	"20-40"
"PSMD12"	0.0820478512899701	0.259222036426973	0.119	0.072	1	"Mig"	"PSMD1"	"20-40"
"CCNY2"	0.0822910387335924	0.102177337058536	0.169	0.106	1	"Mig"	"CCNY"	"20-40"
"PUM12"	0.0826718004941844	-0.0437610558506998	0.162	0.102	1	"Mig"	"PUM1"	"20-40"
"CHKA2"	0.0834584798206464	0.286569537156533	0.127	0.076	1	"Mig"	"CHKA"	"20-40"
"APBA11"	0.0835343143781065	0.289981251363099	0.169	0.11	1	"Mig"	"APBA1"	"20-40"
"NRIP1"	0.0841980812379895	0.396015304164412	0.108	0.064	1	"Mig"	"NRIP1"	"20-40"
"ATRX2"	0.0857393935312161	0.20341754382884	0.377	0.28	1	"Mig"	"ATRX"	"20-40"
"PPFIA22"	0.0865144169594895	-0.564444461028371	0.212	0.254	1	"Mig"	"PPFIA2"	"20-40"
"ATP2B12"	0.0869297567550767	-0.48425353186151	0.154	0.208	1	"Mig"	"ATP2B1"	"20-40"
"BMPR1A2"	0.0869730842393648	0.30687766101784	0.104	0.059	1	"Mig"	"BMPR1A"	"20-40"
"NKAIN22"	0.0870099629925941	0.270335486260741	0.388	0.301	1	"Mig"	"NKAIN2"	"20-40"
"TMEM132B1"	0.087556582620519	-0.559303137875643	0.065	0.106	1	"Mig"	"TMEM132B"	"20-40"
"RP3-399L15.3"	0.0888053357252949	0.195230693313831	0.104	0.059	1	"Mig"	"RP3-399L15.3"	"20-40"
"TET3"	0.0892925689180185	0.3632775265104	0.142	0.089	1	"Mig"	"TET3"	"20-40"
"PHF32"	0.0896764291966504	0.345888183092862	0.158	0.102	1	"Mig"	"PHF3"	"20-40"
"PRPF4B2"	0.0897936009967282	-0.566509198102218	0.162	0.212	1	"Mig"	"PRPF4B"	"20-40"
"ZNF8461"	0.0898235497055371	0.44421787428644	0.138	0.089	1	"Mig"	"ZNF846"	"20-40"
"C9orf32"	0.0899485589125978	0.351395485654224	0.135	0.085	1	"Mig"	"C9orf3"	"20-40"
"ARRB2"	0.0901275961568005	-0.607404217810907	0.073	0.114	1	"Mig"	"ARRB2"	"20-40"
"XKR62"	0.0902609026752946	0.250012284310233	0.146	0.093	1	"Mig"	"XKR6"	"20-40"
"SNX13"	0.0907360238180066	-0.00315707498536488	0.135	0.081	1	"Mig"	"SNX13"	"20-40"
"SBF22"	0.0909244034530406	0.0717030613339085	0.331	0.237	1	"Mig"	"SBF2"	"20-40"
"KCNH12"	0.0909587838459423	-0.694739424199312	0.073	0.114	1	"Mig"	"KCNH1"	"20-40"
"SYN22"	0.0910441979273262	0.326148869235358	0.135	0.085	1	"Mig"	"SYN2"	"20-40"
"VPS13C2"	0.0913037025553604	0.226303004017529	0.319	0.242	1	"Mig"	"VPS13C"	"20-40"
"SAT12"	0.0914703668466772	-0.631110888091043	0.235	0.28	1	"Mig"	"SAT1"	"20-40"
"RNF1451"	0.0914854365670607	0.343779978466558	0.135	0.085	1	"Mig"	"RNF145"	"20-40"
"ANXA4"	0.0915079066930843	0.183485097833451	0.131	0.081	1	"Mig"	"ANXA4"	"20-40"
"MAP3K132"	0.0916061092337237	0.31775722944488	0.108	0.064	1	"Mig"	"MAP3K13"	"20-40"
"BRE2"	0.0917971249836074	0.383261499791741	0.185	0.127	1	"Mig"	"BRE"	"20-40"
"MEF2C-AS12"	0.0923324401406346	0.332408177973663	0.208	0.148	1	"Mig"	"MEF2C-AS1"	"20-40"
"PDCD6IP1"	0.093155356101174	0.309151836389798	0.135	0.085	1	"Mig"	"PDCD6IP"	"20-40"
"NFAT52"	0.0933068366993839	-0.561084476830283	0.119	0.165	1	"Mig"	"NFAT5"	"20-40"
"LRP1B2"	0.0935568496426419	0.226837201936807	0.512	0.419	1	"Mig"	"LRP1B"	"20-40"
"RTN11"	0.0936706362632434	-0.410954470342486	0.1	0.148	1	"Mig"	"RTN1"	"20-40"
"ERICH1"	0.0939027756194338	0.445874326726997	0.112	0.068	1	"Mig"	"ERICH1"	"20-40"
"CPQ2"	0.0945314500402352	0.190402989306776	0.154	0.097	1	"Mig"	"CPQ"	"20-40"
"ROBO12"	0.0954993132818658	0.246649567198412	0.169	0.114	1	"Mig"	"ROBO1"	"20-40"
"CEP1701"	0.0956221499220988	0.297301841637666	0.208	0.144	1	"Mig"	"CEP170"	"20-40"
"AFF12"	0.0958897394358757	0.263738576882293	0.181	0.119	1	"Mig"	"AFF1"	"20-40"
"PSD32"	0.0960458444580154	0.299524937757996	0.242	0.178	1	"Mig"	"PSD3"	"20-40"
"GOLGA8A"	0.0962709333257285	0.276694717327921	0.108	0.064	1	"Mig"	"GOLGA8A"	"20-40"
"USP6NL"	0.0971472308719782	0.212222810662493	0.135	0.085	1	"Mig"	"USP6NL"	"20-40"
"KMT2C2"	0.0971552051390532	0.30684274990842	0.246	0.182	1	"Mig"	"KMT2C"	"20-40"
"PKD21"	0.0976984093652612	0.251932515166018	0.138	0.089	1	"Mig"	"PKD2"	"20-40"
"ELL21"	0.0977794965081177	-0.671564187344184	0.081	0.123	1	"Mig"	"ELL2"	"20-40"
"ARID22"	0.0981955224683452	0.091317590475708	0.177	0.114	1	"Mig"	"ARID2"	"20-40"
"SYK"	0.0986189814851447	0.140257035222821	0.304	0.225	1	"Mig"	"SYK"	"20-40"
"HECTD42"	0.0989502584814659	0.279652425177094	0.165	0.11	1	"Mig"	"HECTD4"	"20-40"
"DOCK32"	0.0993443575767958	0.241279593429792	0.323	0.25	1	"Mig"	"DOCK3"	"20-40"
"BCLAF11"	0.100247439750957	0.267483582279112	0.138	0.089	1	"Mig"	"BCLAF1"	"20-40"
"OSBPL91"	0.100270948068847	0.148483261645318	0.119	0.072	1	"Mig"	"OSBPL9"	"20-40"
"CADPS22"	0.100493010839669	0.429540049378752	0.173	0.119	1	"Mig"	"CADPS2"	"20-40"
"CLIP12"	0.101232845645789	0.266083405282833	0.123	0.076	1	"Mig"	"CLIP1"	"20-40"
"GNG71"	0.101555055513553	0.189876696199566	0.181	0.123	1	"Mig"	"GNG7"	"20-40"
"LARS1"	0.101985341344671	0.228848528681103	0.123	0.076	1	"Mig"	"LARS"	"20-40"
"DDX52"	0.102515239436835	-0.532704176033072	0.25	0.292	1	"Mig"	"DDX5"	"20-40"
"CSNK1A1"	0.102870574483269	0.295999760157591	0.112	0.068	1	"Mig"	"CSNK1A1"	"20-40"
"L3MBTL41"	0.10322354325287	0.146677876208913	0.212	0.148	1	"Mig"	"L3MBTL4"	"20-40"
"NIPBL2"	0.103576480498054	0.299184861121229	0.331	0.263	1	"Mig"	"NIPBL"	"20-40"
"GPATCH2L"	0.104184670132703	0.179955744208921	0.135	0.085	1	"Mig"	"GPATCH2L"	"20-40"
"ME2"	0.104307378530302	0.0528443409796124	0.135	0.085	1	"Mig"	"ME2"	"20-40"
"WNK12"	0.104638799167564	0.238702965686069	0.188	0.131	1	"Mig"	"WNK1"	"20-40"
"CDK132"	0.104665865325198	0.163793628390429	0.215	0.148	1	"Mig"	"CDK13"	"20-40"
"ZMYM42"	0.105259744000054	0.310841337138333	0.127	0.081	1	"Mig"	"ZMYM4"	"20-40"
"ATP1B11"	0.106231849333457	0.237491888016585	0.154	0.102	1	"Mig"	"ATP1B1"	"20-40"
"BTBD71"	0.106606221083281	0.217059993681827	0.138	0.089	1	"Mig"	"BTBD7"	"20-40"
"WDR602"	0.10683531330778	-0.671846065229698	0.096	0.14	1	"Mig"	"WDR60"	"20-40"
"SMCHD12"	0.106917682255299	0.336388029766866	0.127	0.081	1	"Mig"	"SMCHD1"	"20-40"
"VOPP12"	0.107202579378362	0.232317651950113	0.2	0.14	1	"Mig"	"VOPP1"	"20-40"
"NLRP1"	0.107634158970647	0.391527906078106	0.204	0.144	1	"Mig"	"NLRP1"	"20-40"
"UPF21"	0.107759899787307	0.226005283112188	0.142	0.093	1	"Mig"	"UPF2"	"20-40"
"MIS18BP1"	0.107797967985762	0.362588061806284	0.196	0.14	1	"Mig"	"MIS18BP1"	"20-40"
"RICTOR1"	0.107892701699475	0.416309690263527	0.162	0.114	1	"Mig"	"RICTOR"	"20-40"
"FRMD4A2"	0.109319959332286	0.143331135441742	0.892	0.835	1	"Mig"	"FRMD4A"	"20-40"
"RUFY32"	0.109737717377112	0.332995903509744	0.146	0.097	1	"Mig"	"RUFY3"	"20-40"
"WAPL"	0.110406077053651	0.031899151067615	0.108	0.064	1	"Mig"	"WAPL"	"20-40"
"MYO9B1"	0.11042524805822	-0.504310019548111	0.123	0.169	1	"Mig"	"MYO9B"	"20-40"
"RYR22"	0.111586500934702	-0.57899747226335	0.181	0.225	1	"Mig"	"RYR2"	"20-40"
"TJP12"	0.112391702604752	-0.624301623925531	0.119	0.165	1	"Mig"	"TJP1"	"20-40"
"AC005154.6"	0.113151807055089	0.242233979603046	0.138	0.089	1	"Mig"	"AC005154.6"	"20-40"
"ARPC2"	0.113353514084956	0.175519280426377	0.127	0.081	1	"Mig"	"ARPC2"	"20-40"
"ADGRL32"	0.113813324315348	0.211110051003217	0.354	0.271	1	"Mig"	"ADGRL3"	"20-40"
"SRRM12"	0.113846801789149	0.167564974781343	0.162	0.106	1	"Mig"	"SRRM1"	"20-40"
"KAT2B2"	0.113875053815632	0.388438514580855	0.123	0.081	1	"Mig"	"KAT2B"	"20-40"
"GSN2"	0.114235608443759	-0.0233890799980407	0.158	0.102	1	"Mig"	"GSN"	"20-40"
"BLNK"	0.114449599125934	0.237715088930799	0.292	0.216	1	"Mig"	"BLNK"	"20-40"
"SPECC1"	0.114636805875771	0.322205118714503	0.165	0.114	1	"Mig"	"SPECC1"	"20-40"
"CEP95"	0.115573962206552	0.176056658933009	0.1	0.059	1	"Mig"	"CEP95"	"20-40"
"LRCH31"	0.115910449334363	0.160315077699942	0.115	0.072	1	"Mig"	"LRCH3"	"20-40"
"SNHG142"	0.116083279206266	-0.339726355365688	0.646	0.627	1	"Mig"	"SNHG14"	"20-40"
"VPS13D2"	0.116133641059686	0.221517109530617	0.154	0.102	1	"Mig"	"VPS13D"	"20-40"
"HNRNPA2B12"	0.11637015019813	-0.660775546926048	0.127	0.169	1	"Mig"	"HNRNPA2B1"	"20-40"
"PDE8A2"	0.117097486458937	0.437507005479197	0.204	0.148	1	"Mig"	"PDE8A"	"20-40"
"DOCK2"	0.1175815159872	0.154117675014655	0.281	0.203	1	"Mig"	"DOCK2"	"20-40"
"TRIO2"	0.118083556228525	0.148751740914142	0.246	0.178	1	"Mig"	"TRIO"	"20-40"
"EEA12"	0.118384814334766	0.196639903108784	0.131	0.085	1	"Mig"	"EEA1"	"20-40"
"HSD17B122"	0.119972381163423	0.278724924755834	0.115	0.072	1	"Mig"	"HSD17B12"	"20-40"
"CCNL11"	0.119986222356741	0.411333832929862	0.123	0.081	1	"Mig"	"CCNL1"	"20-40"
"TACC12"	0.120468963850403	-0.341627625332484	0.1	0.144	1	"Mig"	"TACC1"	"20-40"
"MTDH2"	0.121145795887871	-0.693653419507931	0.108	0.148	1	"Mig"	"MTDH"	"20-40"
"CDK61"	0.121210505248307	0.110843808372275	0.1	0.059	1	"Mig"	"CDK6"	"20-40"
"RGS62"	0.121320136528354	-0.601927899119628	0.073	0.11	1	"Mig"	"RGS6"	"20-40"
"IKZF1"	0.121460516837397	0.330101106422679	0.169	0.119	1	"Mig"	"IKZF1"	"20-40"
"KPNA1"	0.121470706692074	0.296684795184284	0.104	0.064	1	"Mig"	"KPNA1"	"20-40"
"PRKRIP12"	0.121522821203418	-0.664319000027571	0.081	0.119	1	"Mig"	"PRKRIP1"	"20-40"
"OLR1"	0.121553415642776	0.459092663092342	0.123	0.081	1	"Mig"	"OLR1"	"20-40"
"GPC62"	0.121849880078922	-0.20831849955033	0.062	0.102	1	"Mig"	"GPC6"	"20-40"
"WDR72"	0.121997887075972	0.186590264354288	0.154	0.102	1	"Mig"	"WDR7"	"20-40"
"TNR2"	0.122178044877964	0.429758761874276	0.138	0.093	1	"Mig"	"TNR"	"20-40"
"DYNC1H12"	0.122439479935524	0.336311019562781	0.185	0.131	1	"Mig"	"DYNC1H1"	"20-40"
"UBL3"	0.122732640090561	0.0458514122799947	0.138	0.089	1	"Mig"	"UBL3"	"20-40"
"CAMK2D2"	0.122762167641278	0.311425224557106	0.177	0.127	1	"Mig"	"CAMK2D"	"20-40"
"RASA3"	0.123324291915242	0.396664044146735	0.108	0.068	1	"Mig"	"RASA3"	"20-40"
"FBXL202"	0.123491239821998	0.181182738298398	0.142	0.093	1	"Mig"	"FBXL20"	"20-40"
"GRB2"	0.123763381252933	0.281711751729853	0.142	0.093	1	"Mig"	"GRB2"	"20-40"
"COBL1"	0.124322626018299	-0.500600803250121	0.065	0.102	1	"Mig"	"COBL"	"20-40"
"ZFR2"	0.125224213154566	0.133957286984435	0.138	0.089	1	"Mig"	"ZFR"	"20-40"
"AHCYL22"	0.126035832652075	0.373452057962498	0.15	0.102	1	"Mig"	"AHCYL2"	"20-40"
"DMXL12"	0.126268616563482	0.408891765602343	0.127	0.085	1	"Mig"	"DMXL1"	"20-40"
"MAPK102"	0.126566281846537	-0.0149261383402792	0.254	0.178	1	"Mig"	"MAPK10"	"20-40"
"HERC12"	0.127178942814344	0.194609625207445	0.296	0.22	1	"Mig"	"HERC1"	"20-40"
"MIR646HG1"	0.127185673677704	0.0527448856370136	0.188	0.131	1	"Mig"	"MIR646HG"	"20-40"
"OSBP22"	0.127424548061818	0.295480887847492	0.138	0.093	1	"Mig"	"OSBP2"	"20-40"
"XYLT1"	0.12817277639981	0.209012999770088	0.104	0.064	1	"Mig"	"XYLT1"	"20-40"
"SPIN11"	0.129135985660761	0.242127303724559	0.119	0.076	1	"Mig"	"SPIN1"	"20-40"
"ENTPD1-AS11"	0.13090530765944	0.074820318273882	0.131	0.085	1	"Mig"	"ENTPD1-AS1"	"20-40"
"ENOX12"	0.131813434807687	0.223190157568249	0.238	0.178	1	"Mig"	"ENOX1"	"20-40"
"LHFPL2"	0.132091736858742	0.126288268990043	0.192	0.136	1	"Mig"	"LHFPL2"	"20-40"
"DNM21"	0.132991423550979	0.207834413667647	0.135	0.089	1	"Mig"	"DNM2"	"20-40"
"PJA22"	0.133133468333409	0.183260770478607	0.104	0.064	1	"Mig"	"PJA2"	"20-40"
"FUT82"	0.133265452065298	0.294314610943825	0.154	0.106	1	"Mig"	"FUT8"	"20-40"
"USP321"	0.133383480269626	-0.544903460627277	0.115	0.157	1	"Mig"	"USP32"	"20-40"
"RP11-436D23.12"	0.133574816128209	-0.43018429512676	0.073	0.11	1	"Mig"	"RP11-436D23.1"	"20-40"
"GNAS2"	0.134131043163957	-0.524359600112272	0.181	0.225	1	"Mig"	"GNAS"	"20-40"
"SP140"	0.134221066094541	0.174791390579525	0.192	0.136	1	"Mig"	"SP140"	"20-40"
"RNPC32"	0.134290621361165	0.170216668173178	0.15	0.102	1	"Mig"	"RNPC3"	"20-40"
"GATAD2B2"	0.134492336127808	0.117972800480651	0.131	0.085	1	"Mig"	"GATAD2B"	"20-40"
"ANP32A"	0.134819653952674	0.211325631962944	0.104	0.064	1	"Mig"	"ANP32A"	"20-40"
"SPATS2L2"	0.135158863327149	0.2080328214779	0.104	0.064	1	"Mig"	"SPATS2L"	"20-40"
"ARID1B2"	0.135419068352787	0.226836614011884	0.242	0.178	1	"Mig"	"ARID1B"	"20-40"
"GIGYF22"	0.135618868623348	0.0655687110713703	0.142	0.093	1	"Mig"	"GIGYF2"	"20-40"
"CCSER22"	0.135658373879337	0.207246292758113	0.112	0.072	1	"Mig"	"CCSER2"	"20-40"
"PPP2R5C1"	0.135679699525787	0.163819740932018	0.119	0.076	1	"Mig"	"PPP2R5C"	"20-40"
"FMNL22"	0.136099169402245	0.195815704876893	0.412	0.331	1	"Mig"	"FMNL2"	"20-40"
"MDM4"	0.13618040736807	0.164302772347506	0.104	0.064	1	"Mig"	"MDM4"	"20-40"
"SPTBN12"	0.136306033889754	-0.522615304483941	0.069	0.106	1	"Mig"	"SPTBN1"	"20-40"
"GALNT10"	0.136702513553145	0.32955277163215	0.108	0.068	1	"Mig"	"GALNT10"	"20-40"
"FRMD4B"	0.137969172289857	0.1086710769115	0.2	0.144	1	"Mig"	"FRMD4B"	"20-40"
"RAB6A2"	0.138571906648022	0.129225001643538	0.15	0.102	1	"Mig"	"RAB6A"	"20-40"
"LPGAT11"	0.139208030881448	0.104195229298537	0.119	0.076	1	"Mig"	"LPGAT1"	"20-40"
"BRWD12"	0.139551010906031	0.164895739379028	0.235	0.169	1	"Mig"	"BRWD1"	"20-40"
