"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"CEP85L"	0.000130597782958901	0.341713100763901	0.311	0.232	1	"Ast"	"CEP85L"
"GPC5"	0.000144795204248798	0.126815478302548	0.926	0.862	1	"Ast"	"GPC5"
"CIRBP"	0.000174359195596659	-0.411168985585247	0.214	0.285	1	"Ast"	"CIRBP"
"SOX6"	0.000181709647012185	0.319772903476582	0.331	0.249	1	"Ast"	"SOX6"
"RASSF8"	0.00018581149239336	0.477352654863325	0.148	0.094	1	"Ast"	"RASSF8"
"ZHX2"	0.000194198363876171	0.33683387362117	0.238	0.167	1	"Ast"	"ZHX2"
"KDM6A"	0.000194744371072251	0.379656007793459	0.101	0.055	1	"Ast"	"KDM6A"
"CACNB2"	0.000201502204100188	0.18240532875555	0.576	0.477	1	"Ast"	"CACNB2"
"ALDH1A1"	0.000225127393104046	0.315748625919368	0.26	0.182	1	"Ast"	"ALDH1A1"
"NASP"	0.000230649958203608	-0.47065867087566	0.162	0.222	1	"Ast"	"NASP"
"MGAT4C"	0.000279088198161156	-0.347925467203709	0.43	0.489	1	"Ast"	"MGAT4C"
"PEX5L"	0.000288187213568757	-0.485446747874977	0.143	0.201	1	"Ast"	"PEX5L"
"ADHFE1"	0.000298230725913543	0.431423512141478	0.12	0.071	1	"Ast"	"ADHFE1"
"SOX5"	0.00030263674247431	0.313837610903378	0.426	0.341	1	"Ast"	"SOX5"
"DDX17"	0.00031295086392015	-0.413700269520826	0.335	0.396	1	"Ast"	"DDX17"
"SRPK2"	0.000323681175956224	0.331110868239201	0.205	0.141	1	"Ast"	"SRPK2"
"NTM"	0.000373286714821996	0.136186084341155	0.931	0.91	1	"Ast"	"NTM"
"ZFPM2"	0.000375131864013742	0.363958503801473	0.152	0.097	1	"Ast"	"ZFPM2"
"MED12L"	0.000379325838012408	0.316898028258218	0.274	0.202	1	"Ast"	"MED12L"
"CDK19"	0.000391824325813085	0.309053684114385	0.1	0.055	1	"Ast"	"CDK19"
"GOLIM4"	0.000396718946364981	0.32138979918117	0.195	0.132	1	"Ast"	"GOLIM4"
"CADM1"	0.000409818612160621	0.186958918431975	0.558	0.465	1	"Ast"	"CADM1"
"CHD6"	0.000421392839887341	0.380742127283866	0.188	0.129	1	"Ast"	"CHD6"
"GLI3"	0.000442669317147579	0.364281473334957	0.207	0.146	1	"Ast"	"GLI3"
"SUCLG2-AS1"	0.000448454069612209	0.389971059723338	0.141	0.089	1	"Ast"	"SUCLG2-AS1"
"RAPGEF2"	0.000462578977729903	0.29246076272443	0.156	0.1	1	"Ast"	"RAPGEF2"
"SGIP1"	0.000466316063402521	0.328360537144898	0.322	0.25	1	"Ast"	"SGIP1"
"DGKZ"	0.000480819615386773	0.386677274358379	0.108	0.063	1	"Ast"	"DGKZ"
"ITPR2"	0.000525780847413459	0.257119821645861	0.495	0.419	1	"Ast"	"ITPR2"
"GNG7"	0.000526690997669109	0.403782194659402	0.141	0.09	1	"Ast"	"GNG7"
"POU2F1"	0.000541069642173061	0.359445683594574	0.276	0.207	1	"Ast"	"POU2F1"
"PFKFB3"	0.000541555305171506	-0.502826006695918	0.067	0.111	1	"Ast"	"PFKFB3"
"BCAS3"	0.000541886535688003	0.218214474593665	0.308	0.23	1	"Ast"	"BCAS3"
"SUZ12P1"	0.000656745764582758	0.216992795683118	0.185	0.123	1	"Ast"	"SUZ12P1"
"PON2"	0.000670006120160706	-0.454425014004751	0.172	0.23	1	"Ast"	"PON2"
"ADNP"	0.000709338700973814	0.329031376894514	0.111	0.066	1	"Ast"	"ADNP"
"FAM107A"	0.000721386177174225	-0.496985408875186	0.119	0.17	1	"Ast"	"FAM107A"
"NR2F1-AS1"	0.000739110248494083	0.330696890451382	0.18	0.123	1	"Ast"	"NR2F1-AS1"
"RP11-37B2.1"	0.000795219289413957	0.364324173784597	0.189	0.133	1	"Ast"	"RP11-37B2.1"
"ZNF37BP"	0.000845182036405118	-0.398441094383118	0.163	0.22	1	"Ast"	"ZNF37BP"
"DIP2B"	0.000846264089848307	0.342964643119335	0.185	0.128	1	"Ast"	"DIP2B"
"ADGRL3"	0.000847008541975022	0.183523660818073	0.617	0.537	1	"Ast"	"ADGRL3"
"NEBL"	0.000906519383039433	0.192242557721942	0.638	0.553	1	"Ast"	"NEBL"
"AHCYL2"	0.000933696771523375	0.238369321532005	0.537	0.467	1	"Ast"	"AHCYL2"
"EPN2"	0.000990002322720425	0.386453545824515	0.166	0.114	1	"Ast"	"EPN2"
"GABRA2"	0.00102045112833008	0.370825824479674	0.274	0.208	1	"Ast"	"GABRA2"
"SPIRE1"	0.00102558226521033	0.355897326987568	0.209	0.149	1	"Ast"	"SPIRE1"
"FAM184A"	0.00103150194309327	0.299390409072838	0.296	0.226	1	"Ast"	"FAM184A"
"PEBP1"	0.0010658543734568	-0.577450989362874	0.104	0.15	1	"Ast"	"PEBP1"
"KANK1"	0.00107871628250842	0.268714181141323	0.264	0.196	1	"Ast"	"KANK1"
"ATP13A4"	0.00109865625577086	0.251761101764205	0.235	0.172	1	"Ast"	"ATP13A4"
"EYA2"	0.0011000591219495	0.32119543535892	0.202	0.143	1	"Ast"	"EYA2"
"SON"	0.00119864353202774	-0.411389022389197	0.305	0.359	1	"Ast"	"SON"
"ATF7IP"	0.00122825487321828	0.319940350680126	0.116	0.072	1	"Ast"	"ATF7IP"
"PITPNC1"	0.00124838679355333	0.16486352442999	0.774	0.699	1	"Ast"	"PITPNC1"
"SDC4"	0.00127893079670003	0.239355352123126	0.131	0.084	1	"Ast"	"SDC4"
"CHST11"	0.00131544805554173	0.380744713752882	0.198	0.141	1	"Ast"	"CHST11"
"GDAP1"	0.00145118774056971	0.419227771131782	0.149	0.102	1	"Ast"	"GDAP1"
"CDKAL1"	0.00145991486935578	0.326583850516172	0.162	0.111	1	"Ast"	"CDKAL1"
"WRN"	0.00148324804469689	0.414509988805248	0.102	0.062	1	"Ast"	"WRN"
"MCC"	0.00152973176310369	0.320641712919074	0.211	0.153	1	"Ast"	"MCC"
"GALNT18"	0.00157308419955854	0.184183468486577	0.236	0.17	1	"Ast"	"GALNT18"
"EPS15"	0.00168868818988989	0.291084820289198	0.151	0.101	1	"Ast"	"EPS15"
"LRRC3B"	0.0016992642523249	0.354179558421525	0.198	0.142	1	"Ast"	"LRRC3B"
"AGT"	0.00169937760898037	-0.46347683552486	0.182	0.233	1	"Ast"	"AGT"
"LRFN5"	0.00170946522896761	-0.427974002594788	0.127	0.176	1	"Ast"	"LRFN5"
"RGS12"	0.00181743795038232	-0.509434341967612	0.077	0.118	1	"Ast"	"RGS12"
"MACF1"	0.00183266774092738	0.114708770814854	0.827	0.777	1	"Ast"	"MACF1"
"RP11-679C8.2"	0.00189389161061978	0.268666810276843	0.215	0.158	1	"Ast"	"RP11-679C8.2"
"ATP10B"	0.00190597400418349	-0.456320680672706	0.064	0.101	1	"Ast"	"ATP10B"
"PRRC2C"	0.00204078367434915	0.179351301898398	0.356	0.281	1	"Ast"	"PRRC2C"
"NAALADL2"	0.00205314611755248	0.298719131434857	0.288	0.223	1	"Ast"	"NAALADL2"
"ACSS3"	0.00213039366527816	0.266297144251616	0.183	0.13	1	"Ast"	"ACSS3"
"FUT8"	0.0021709032104368	0.248683300954336	0.242	0.182	1	"Ast"	"FUT8"
"ZC3H13"	0.00217251857988577	0.307021932028589	0.257	0.198	1	"Ast"	"ZC3H13"
"TRIP11"	0.00225763298743229	0.200768029853915	0.117	0.074	1	"Ast"	"TRIP11"
"MAN1A2"	0.0023935142363682	0.327657697051957	0.178	0.128	1	"Ast"	"MAN1A2"
"APC2"	0.00247079709427894	-0.376569009553064	0.089	0.132	1	"Ast"	"APC2"
"HYDIN2"	0.00254476864586112	0.247536484724018	0.113	0.071	1	"Ast"	"HYDIN2"
"LGI4"	0.0025636764664423	0.37906940228224	0.298	0.238	1	"Ast"	"LGI4"
"RP11-384F7.2"	0.00256642920753549	0.224881394383227	0.647	0.59	1	"Ast"	"RP11-384F7.2"
"ERI3"	0.00259478384089465	0.282705790587255	0.16	0.111	1	"Ast"	"ERI3"
"PELI2"	0.00260835854975965	0.277335350740041	0.143	0.098	1	"Ast"	"PELI2"
"PPP2CB"	0.00264539369409514	-0.402318115956344	0.07	0.108	1	"Ast"	"PPP2CB"
"SPEN"	0.00265813922395371	0.305632755198245	0.155	0.106	1	"Ast"	"SPEN"
"GPRC5B"	0.00271166120252367	-0.437074970236965	0.184	0.234	1	"Ast"	"GPRC5B"
"SETX"	0.0028217685839093	0.213785365242118	0.138	0.092	1	"Ast"	"SETX"
"NFIA"	0.00282571171893117	0.206949009680747	0.48	0.4	1	"Ast"	"NFIA"
"PACRG"	0.00284866950350877	-0.45705417795328	0.065	0.101	1	"Ast"	"PACRG"
"ARHGEF12"	0.00315307341205516	0.189336283487858	0.273	0.21	1	"Ast"	"ARHGEF12"
"ATP2C1"	0.00323424798588508	0.223718940805949	0.163	0.114	1	"Ast"	"ATP2C1"
"OLFM2"	0.00344426245141363	0.193501532038961	0.2	0.146	1	"Ast"	"OLFM2"
"LARP1"	0.00353360499768728	0.0909322873238418	0.108	0.068	1	"Ast"	"LARP1"
"RP11-373N22.3"	0.00355475834292271	0.260094956202023	0.104	0.066	1	"Ast"	"RP11-373N22.3"
"ANKRD36C"	0.00356128391991927	0.195287203467889	0.278	0.214	1	"Ast"	"ANKRD36C"
"NCOR1"	0.00357832098952773	0.223782045860183	0.252	0.193	1	"Ast"	"NCOR1"
"DPH6-AS1"	0.00359390988303995	0.260936005742225	0.117	0.077	1	"Ast"	"DPH6-AS1"
"MAML2"	0.00360587085000251	0.228798540552879	0.439	0.369	1	"Ast"	"MAML2"
"DYNC1H1"	0.00373740774066913	0.285467768337629	0.215	0.162	1	"Ast"	"DYNC1H1"
"BAZ2A"	0.00385860581361436	0.295700359058224	0.101	0.064	1	"Ast"	"BAZ2A"
"SIK3"	0.00398862962045487	0.244742942599073	0.411	0.349	1	"Ast"	"SIK3"
"LINC01184"	0.00407985173214968	0.383707705869506	0.116	0.078	1	"Ast"	"LINC01184"
"MSH3"	0.00414941231525687	0.354248282666853	0.111	0.072	1	"Ast"	"MSH3"
"SEC63"	0.00415526638899544	0.312925472847267	0.105	0.068	1	"Ast"	"SEC63"
"MEF2C-AS1"	0.00424036967511912	0.229074056002898	0.241	0.185	1	"Ast"	"MEF2C-AS1"
"FBXL20"	0.00431156048768624	0.196249522636215	0.128	0.086	1	"Ast"	"FBXL20"
"CADM2"	0.00443004757417978	0.111776392127614	0.856	0.796	1	"Ast"	"CADM2"
"BBS2"	0.00454055517048774	-0.405903414460802	0.121	0.164	1	"Ast"	"BBS2"
"ZMYM4"	0.00465025893373996	0.224521040736137	0.103	0.066	1	"Ast"	"ZMYM4"
"LRRC8A"	0.00480934743440007	-0.341453169514008	0.079	0.117	1	"Ast"	"LRRC8A"
"KNOP1"	0.0049558921562164	0.286196125020598	0.141	0.098	1	"Ast"	"KNOP1"
"GBAS"	0.00496736349315766	-0.386153561883044	0.083	0.121	1	"Ast"	"GBAS"
"TCF7L2"	0.00502355609130668	0.256414381913759	0.257	0.199	1	"Ast"	"TCF7L2"
"GAREM"	0.0051540265055076	0.17760290568209	0.267	0.204	1	"Ast"	"GAREM"
"BCKDHB"	0.00517215127389293	0.366447880823665	0.206	0.159	1	"Ast"	"BCKDHB"
"RALGAPA1"	0.00517271026478327	0.212206322222972	0.208	0.155	1	"Ast"	"RALGAPA1"
"ASPH"	0.00523119368760931	0.214356548661288	0.322	0.255	1	"Ast"	"ASPH"
"RBM6"	0.00533947786438253	0.129553189448177	0.282	0.218	1	"Ast"	"RBM6"
"GNAS"	0.00537214696336233	-0.351753508361307	0.087	0.125	1	"Ast"	"GNAS"
"PRDM16"	0.00552989725799999	0.272792840361653	0.216	0.164	1	"Ast"	"PRDM16"
"ATRX"	0.00562887905565249	0.226470205373564	0.335	0.269	1	"Ast"	"ATRX"
"STXBP6"	0.00585586661785344	0.238850478766896	0.119	0.08	1	"Ast"	"STXBP6"
"CHD7"	0.00586858473702378	0.32461074551953	0.11	0.073	1	"Ast"	"CHD7"
"ZCCHC11"	0.00587871939565318	0.258678656956474	0.223	0.171	1	"Ast"	"ZCCHC11"
"KIF9-AS1"	0.0062184892411505	0.214795774842711	0.126	0.086	1	"Ast"	"KIF9-AS1"
"YLPM1"	0.00622199531842034	0.260964042709378	0.117	0.079	1	"Ast"	"YLPM1"
"EHBP1"	0.00622347916419752	0.284320469215817	0.292	0.236	1	"Ast"	"EHBP1"
"PPP6R3"	0.00623145815903865	0.25200732544353	0.154	0.108	1	"Ast"	"PPP6R3"
"ATAD2B"	0.00637506008599813	0.25439184744895	0.122	0.083	1	"Ast"	"ATAD2B"
"PTPRZ1"	0.00648548635933322	0.125313982374454	0.39	0.313	1	"Ast"	"PTPRZ1"
"FIGN"	0.0065037037372504	0.222428730078501	0.132	0.091	1	"Ast"	"FIGN"
"PKN2"	0.00665944517745182	0.292557110767645	0.137	0.097	1	"Ast"	"PKN2"
"STK3"	0.00672201359422216	0.241958849189602	0.152	0.108	1	"Ast"	"STK3"
"LINC00894"	0.00682094053924862	0.0998326958660467	0.108	0.071	1	"Ast"	"LINC00894"
"FOXN3"	0.00685845850099063	0.264773884529302	0.139	0.098	1	"Ast"	"FOXN3"
"BTRC"	0.00686746255288135	0.294231417711395	0.128	0.089	1	"Ast"	"BTRC"
"MAP4K5"	0.00695102721006249	0.236726010078306	0.168	0.123	1	"Ast"	"MAP4K5"
"DST"	0.00712162778134503	0.125062560905111	0.822	0.772	1	"Ast"	"DST"
"RYR3"	0.00724478642419192	0.163370263488487	0.66	0.6	1	"Ast"	"RYR3"
"CTIF"	0.0072713620845241	0.218019058556205	0.129	0.089	1	"Ast"	"CTIF"
"GPM6A"	0.00747378785573719	0.104553338379358	0.921	0.906	1	"Ast"	"GPM6A"
"PTPRA"	0.00753998445420136	0.284532057109398	0.213	0.166	1	"Ast"	"PTPRA"
"PTGDS"	0.00755824033074727	-0.363713053028635	0.341	0.385	1	"Ast"	"PTGDS"
"CAMSAP2"	0.00756935955644347	0.26228656624305	0.157	0.114	1	"Ast"	"CAMSAP2"
"ATG7"	0.00761086250121056	0.168524730395581	0.181	0.133	1	"Ast"	"ATG7"
"ANKRD11"	0.00769782477271325	0.0955881877478797	0.222	0.166	1	"Ast"	"ANKRD11"
"SCMH1"	0.00774130195234785	0.232708740672038	0.175	0.128	1	"Ast"	"SCMH1"
"SPTBN1"	0.00780942698056172	0.229586610546912	0.309	0.252	1	"Ast"	"SPTBN1"
"PLCG1"	0.0078134517155588	-0.330069612557285	0.099	0.138	1	"Ast"	"PLCG1"
"SPRED1"	0.00784119043505861	0.199445292150389	0.175	0.128	1	"Ast"	"SPRED1"
"JAZF1"	0.00799499421970285	0.258886232263419	0.105	0.07	1	"Ast"	"JAZF1"
"FAM168A"	0.00804339558887448	0.201496993403873	0.199	0.15	1	"Ast"	"FAM168A"
"PIK3R1"	0.00817608609199905	0.312141971169906	0.172	0.13	1	"Ast"	"PIK3R1"
"RBM25"	0.00820440451227536	0.257809781123864	0.479	0.414	1	"Ast"	"RBM25"
"FGF14"	0.00828192114105215	0.186580629604078	0.309	0.25	1	"Ast"	"FGF14"
"PLEKHA6"	0.00833613914688218	0.269488989179661	0.156	0.113	1	"Ast"	"PLEKHA6"
"RORA"	0.00846589861094407	0.0934442315778412	0.843	0.813	1	"Ast"	"RORA"
"FBXO11"	0.00858068598467886	0.21485152273552	0.168	0.123	1	"Ast"	"FBXO11"
"RP11-444D3.1"	0.00866238068779598	0.264033488132753	0.286	0.233	1	"Ast"	"RP11-444D3.1"
"MACROD2"	0.00894470529643665	0.225625739056722	0.371	0.304	1	"Ast"	"MACROD2"
"CCNY"	0.00895044898837227	0.251446189685289	0.121	0.084	1	"Ast"	"CCNY"
"KAT6B"	0.00907518920566237	0.253937534085204	0.169	0.124	1	"Ast"	"KAT6B"
"CROCCP3"	0.00916479998582649	0.20833671847494	0.105	0.07	1	"Ast"	"CROCCP3"
"SCG3"	0.00932657208345594	-0.280781931888006	0.195	0.24	1	"Ast"	"SCG3"
"MYO6"	0.00974411316457996	0.194380924891317	0.4	0.337	1	"Ast"	"MYO6"
"NRG3"	0.0097743780990495	0.126285863896748	0.897	0.868	1	"Ast"	"NRG3"
"PPP2R2B"	0.00981900327328892	0.111366011999987	0.812	0.778	1	"Ast"	"PPP2R2B"
"SLC27A1"	0.00994218317275527	0.254534953688531	0.225	0.175	1	"Ast"	"SLC27A1"
"FHIT"	0.0100155096630031	0.136536766067187	0.452	0.38	1	"Ast"	"FHIT"
"WDR60"	0.0102535975217644	-0.273565466153697	0.217	0.264	1	"Ast"	"WDR60"
"MAPK10"	0.0103185849562798	0.177104706619513	0.622	0.555	1	"Ast"	"MAPK10"
"PALLD"	0.0104110988030773	-0.41500895598249	0.111	0.148	1	"Ast"	"PALLD"
"VGLL4"	0.0107265635175844	0.22743222338902	0.147	0.107	1	"Ast"	"VGLL4"
"TNR"	0.0107577941012189	0.354452982919174	0.111	0.077	1	"Ast"	"TNR"
"KATNAL2"	0.0107999916900336	0.202132041177779	0.129	0.091	1	"Ast"	"KATNAL2"
"SAMD4A"	0.0108990979055269	0.322226859844172	0.16	0.12	1	"Ast"	"SAMD4A"
"DNM3"	0.0110403321370299	0.172048079164799	0.38	0.326	1	"Ast"	"DNM3"
"SLC24A3"	0.0115254512680874	0.246903261842841	0.174	0.131	1	"Ast"	"SLC24A3"
"CDK5RAP3"	0.0117202512248585	-0.293626494089647	0.071	0.102	1	"Ast"	"CDK5RAP3"
"CPEB4"	0.011923880822632	0.24907989443785	0.274	0.221	1	"Ast"	"CPEB4"
"TAPT1-AS1"	0.0119510807744468	0.259963210815488	0.164	0.122	1	"Ast"	"TAPT1-AS1"
"PDS5A"	0.0120885564686602	0.238971051533005	0.108	0.074	1	"Ast"	"PDS5A"
"LSM14A"	0.0122909415306003	0.146517307729627	0.121	0.084	1	"Ast"	"LSM14A"
"PTCHD1-AS"	0.0127805823002817	0.27513717832957	0.191	0.148	1	"Ast"	"PTCHD1-AS"
"CCSER2"	0.0128878015409606	0.2675135138242	0.148	0.111	1	"Ast"	"CCSER2"
"KIF5C"	0.0130146208194607	-0.355432286447501	0.093	0.128	1	"Ast"	"KIF5C"
"SEMA6D"	0.013065499962207	-0.322242119178257	0.076	0.107	1	"Ast"	"SEMA6D"
"PCNX"	0.0130819709392856	0.301466760226591	0.128	0.092	1	"Ast"	"PCNX"
"DKK3"	0.0131546025822563	-0.400599671735141	0.096	0.13	1	"Ast"	"DKK3"
"EML6"	0.0132765345571319	0.294307788989774	0.147	0.109	1	"Ast"	"EML6"
"CSGALNACT1"	0.0136296161835091	0.214538615522901	0.398	0.335	1	"Ast"	"CSGALNACT1"
"ZBTB20"	0.0137942452117255	0.0974281568111621	0.754	0.705	1	"Ast"	"ZBTB20"
"PTPN13"	0.0141455764800188	0.194228424304402	0.205	0.159	1	"Ast"	"PTPN13"
"WASF3"	0.0143733984052147	0.218282758159061	0.176	0.133	1	"Ast"	"WASF3"
"MRVI1"	0.0143939665087848	0.124461255072194	0.119	0.083	1	"Ast"	"MRVI1"
"GRIA2"	0.0144312877468828	0.207023854484798	0.382	0.325	1	"Ast"	"GRIA2"
"HS3ST5"	0.0147653537682423	0.205272083395537	0.13	0.094	1	"Ast"	"HS3ST5"
"IQCA1"	0.0148288304749445	-0.275639932628947	0.203	0.247	1	"Ast"	"IQCA1"
"CTD-2007H13.3"	0.0151065960581112	0.259041925013511	0.101	0.069	1	"Ast"	"CTD-2007H13.3"
"PAQR8"	0.0151951540541387	-0.373429037038405	0.143	0.181	1	"Ast"	"PAQR8"
"KIAA1328"	0.0153611907633168	0.245634870423192	0.143	0.106	1	"Ast"	"KIAA1328"
