"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"SAMSN1"	0.264259067225166	0.204228812689067	0.189	0.17	1	"Mig"	"SAMSN1"	"Brain cortex"
"AP000936.3"	0.265007704652825	-0.0973777958735871	0.235	0.264	1	"Mig"	"AP000936.3"	"Brain cortex"
"GPX4"	0.268717997571499	0.0758639057938364	0.123	0.145	1	"Mig"	"GPX4"	"Brain cortex"
"CCNI"	0.27101588616806	0.0887773221909522	0.161	0.188	1	"Mig"	"CCNI"	"Brain cortex"
"SEL1L"	0.271733908237353	0.353864027515332	0.166	0.149	1	"Mig"	"SEL1L"	"Brain cortex"
"SF1"	0.27204412716015	0.200401014811609	0.101	0.085	1	"Mig"	"SF1"	"Brain cortex"
"ATP5L"	0.274431421937101	-0.029734109164828	0.094	0.111	1	"Mig"	"ATP5L"	"Brain cortex"
"RHBDF2"	0.275782279631984	0.051137045280933	0.149	0.172	1	"Mig"	"RHBDF2"	"Brain cortex"
"LAPTM5"	0.276712918255467	0.032604849741328	0.634	0.698	1	"Mig"	"LAPTM5"	"Brain cortex"
"BTG2"	0.276928846403856	0.204450943360561	0.358	0.341	1	"Mig"	"BTG2"	"Brain cortex"
"FGD4"	0.277054920488137	0.421779149048775	0.127	0.113	1	"Mig"	"FGD4"	"Brain cortex"
"FOXN3"	0.277946344176898	0.386968956490584	0.109	0.093	1	"Mig"	"FOXN3"	"Brain cortex"
"SNORA31"	0.278088105916263	0.0776937084305276	0.787	0.797	1	"Mig"	"SNORA31"	"Brain cortex"
"RUNX1"	0.280347965543362	0.0244017247698756	0.1	0.084	1	"Mig"	"RUNX1"	"Brain cortex"
"CTSS"	0.285547642874863	-0.0982017281639815	0.307	0.339	1	"Mig"	"CTSS"	"Brain cortex"
"RBM39"	0.286053505154414	0.298348524568922	0.122	0.106	1	"Mig"	"RBM39"	"Brain cortex"
"EIF1"	0.287900265003857	0.173811276463138	0.33	0.315	1	"Mig"	"EIF1"	"Brain cortex"
"PPIA"	0.28901292505928	0.218485773978725	0.171	0.155	1	"Mig"	"PPIA"	"Brain cortex"
"HCLS1"	0.29404664769118	0.17215896045957	0.129	0.111	1	"Mig"	"HCLS1"	"Brain cortex"
"MT-ND4L"	0.295108105310243	-0.0244169037592812	0.424	0.466	1	"Mig"	"MT-ND4L"	"Brain cortex"
"ACTG1P21"	0.297630359576173	0.244557985062595	0.124	0.111	1	"Mig"	"ACTG1P21"	"Brain cortex"
"MFSD1"	0.298006301641333	-0.243331903860976	0.095	0.111	1	"Mig"	"MFSD1"	"Brain cortex"
"SUSD3"	0.299549043095691	-0.0553255601798968	0.098	0.115	1	"Mig"	"SUSD3"	"Brain cortex"
"ADAM10"	0.300548907382487	0.125528151336642	0.155	0.136	1	"Mig"	"ADAM10"	"Brain cortex"
"RAPGEF6"	0.30084871588044	0.116040555954585	0.125	0.109	1	"Mig"	"RAPGEF6"	"Brain cortex"
"MGAT4A"	0.301692935413229	0.294956674974117	0.166	0.146	1	"Mig"	"MGAT4A"	"Brain cortex"
"ADAP2"	0.304235236916633	0.265521656706484	0.219	0.203	1	"Mig"	"ADAP2"	"Brain cortex"
"COX4I1"	0.304269543408656	0.0709358928000956	0.147	0.168	1	"Mig"	"COX4I1"	"Brain cortex"
"NAV3"	0.304281404280565	0.376808974709905	0.104	0.091	1	"Mig"	"NAV3"	"Brain cortex"
"EEF1B2"	0.305084192645049	0.215002885648022	0.22	0.209	1	"Mig"	"EEF1B2"	"Brain cortex"
"SPI1"	0.307062267884694	0.285738731547104	0.102	0.089	1	"Mig"	"SPI1"	"Brain cortex"
"AL161909.1"	0.308934636313265	0.0971404841072305	0.133	0.117	1	"Mig"	"AL161909.1"	"Brain cortex"
"CTSH"	0.310294249613396	-0.0547060717571073	0.162	0.183	1	"Mig"	"CTSH"	"Brain cortex"
"EEF2"	0.315683857453672	0.0545365460554135	0.165	0.185	1	"Mig"	"EEF2"	"Brain cortex"
"LILRB1"	0.317740225858157	-0.156966465478707	0.118	0.135	1	"Mig"	"LILRB1"	"Brain cortex"
"GAA"	0.318614339388629	0.309191524528874	0.109	0.096	1	"Mig"	"GAA"	"Brain cortex"
"CCR1"	0.322237773557781	0.221547500788858	0.149	0.135	1	"Mig"	"CCR1"	"Brain cortex"
"IL1B"	0.322263582421382	0.0596752737116528	0.246	0.229	1	"Mig"	"IL1B"	"Brain cortex"
"TMSB10"	0.324094924906722	-0.038947649425316	0.267	0.294	1	"Mig"	"TMSB10"	"Brain cortex"
"NUCKS1"	0.326248684981445	-0.0499559713715403	0.125	0.142	1	"Mig"	"NUCKS1"	"Brain cortex"
"DUSP6"	0.329938740333197	0.114489955343849	0.123	0.108	1	"Mig"	"DUSP6"	"Brain cortex"
"PLD4"	0.331941742954386	0.137762991676991	0.293	0.272	1	"Mig"	"PLD4"	"Brain cortex"
"LYN"	0.333390254002888	0.29608382355159	0.161	0.148	1	"Mig"	"LYN"	"Brain cortex"
"EEF1D"	0.337655120578171	0.18749615384593	0.107	0.093	1	"Mig"	"EEF1D"	"Brain cortex"
"AC011447.1"	0.340901040329282	0.176594645319999	0.125	0.111	1	"Mig"	"AC011447.1"	"Brain cortex"
"AKAP13"	0.348359564794278	0.0314460973485766	0.1	0.115	1	"Mig"	"AKAP13"	"Brain cortex"
"HLA-DMB"	0.350878098940203	0.0640841316148881	0.248	0.275	1	"Mig"	"HLA-DMB"	"Brain cortex"
"MAP4K4"	0.352210134113834	0.0823008783837675	0.121	0.106	1	"Mig"	"MAP4K4"	"Brain cortex"
"SH2B3"	0.35232752688197	-0.0581279075554362	0.103	0.118	1	"Mig"	"SH2B3"	"Brain cortex"
"ARRB2"	0.354069882156895	0.236010413309187	0.141	0.127	1	"Mig"	"ARRB2"	"Brain cortex"
"TUBB"	0.360213803904038	-0.0783280319838824	0.139	0.155	1	"Mig"	"TUBB"	"Brain cortex"
"ARL6IP5"	0.367030946522598	0.266753895922447	0.294	0.286	1	"Mig"	"ARL6IP5"	"Brain cortex"
"PTGS1"	0.367183888365419	-0.177150468001637	0.143	0.159	1	"Mig"	"PTGS1"	"Brain cortex"
"METTL7A"	0.370358195319313	0.302661325990702	0.33	0.32	1	"Mig"	"METTL7A"	"Brain cortex"
"DUSP1"	0.37363050756711	0.271816462363418	0.143	0.13	1	"Mig"	"DUSP1"	"Brain cortex"
"ITGB5"	0.376919738092241	-0.011374027319442	0.107	0.122	1	"Mig"	"ITGB5"	"Brain cortex"
"EIF5"	0.379496992013729	0.248477935225877	0.118	0.106	1	"Mig"	"EIF5"	"Brain cortex"
"SNHG6"	0.381557415309486	0.0934595981870516	0.134	0.12	1	"Mig"	"SNHG6"	"Brain cortex"
"AC113935.1"	0.38161294349443	0.151808293625908	0.117	0.104	1	"Mig"	"AC113935.1"	"Brain cortex"
"SYVN1"	0.381713442220533	-0.00221283441332076	0.129	0.145	1	"Mig"	"SYVN1"	"Brain cortex"
"NACA3P"	0.382833178093104	0.0193646129326663	0.143	0.161	1	"Mig"	"NACA3P"	"Brain cortex"
"IPCEF1"	0.385532657672378	0.286081298128497	0.198	0.184	1	"Mig"	"IPCEF1"	"Brain cortex"
"H3F3AP6"	0.389489935159566	0.202073218458162	0.167	0.155	1	"Mig"	"H3F3AP6"	"Brain cortex"
"AC008021.1"	0.393540111873139	-0.123553303467783	0.133	0.148	1	"Mig"	"AC008021.1"	"Brain cortex"
"TUBA1B"	0.398070905826066	0.0200300285927506	0.341	0.369	1	"Mig"	"TUBA1B"	"Brain cortex"
"PECAM1"	0.398601038732282	-0.0426037522082352	0.092	0.105	1	"Mig"	"PECAM1"	"Brain cortex"
"SERINC1"	0.400657736011939	-0.198682951141953	0.153	0.167	1	"Mig"	"SERINC1"	"Brain cortex"
"TSPAN3"	0.404126083802164	0.0209529347719482	0.107	0.12	1	"Mig"	"TSPAN3"	"Brain cortex"
"COMMD6"	0.404134854486374	0.133915579832083	0.09	0.105	1	"Mig"	"COMMD6"	"Brain cortex"
"PFKFB3"	0.404859693300617	0.176180109221286	0.105	0.093	1	"Mig"	"PFKFB3"	"Brain cortex"
"ATF4"	0.407634840285537	0.141234271135189	0.104	0.092	1	"Mig"	"ATF4"	"Brain cortex"
"MIR7-1"	0.407772083412732	0.0960702350679581	0.119	0.108	1	"Mig"	"MIR7-1"	"Brain cortex"
"AL355032.1"	0.409801058697739	0.0340094081800664	0.112	0.128	1	"Mig"	"AL355032.1"	"Brain cortex"
"SLC38A2"	0.411322602510377	0.177263500665505	0.104	0.092	1	"Mig"	"SLC38A2"	"Brain cortex"
"ID2"	0.4131414495916	0.133500580338332	0.14	0.127	1	"Mig"	"ID2"	"Brain cortex"
"AHCYL1"	0.414104921803878	0.0796566014238254	0.087	0.1	1	"Mig"	"AHCYL1"	"Brain cortex"
"AKR1B1"	0.418884390026044	0.218230599522595	0.104	0.093	1	"Mig"	"AKR1B1"	"Brain cortex"
"AC073621.1"	0.419425092263985	0.126730443991761	0.299	0.291	1	"Mig"	"AC073621.1"	"Brain cortex"
"HNRNPA1"	0.420413260389742	-0.0468219854950027	0.145	0.161	1	"Mig"	"HNRNPA1"	"Brain cortex"
"TLR6"	0.4204327370377	0.094132986670078	0.1	0.088	1	"Mig"	"TLR6"	"Brain cortex"
"RPN2"	0.421747819355858	0.0807146542403916	0.197	0.218	1	"Mig"	"RPN2"	"Brain cortex"
"ASAH1"	0.422069624903202	0.286979584587673	0.273	0.263	1	"Mig"	"ASAH1"	"Brain cortex"
"FCGR1A"	0.422728813649443	0.184947747417368	0.242	0.231	1	"Mig"	"FCGR1A"	"Brain cortex"
"B3GNT5"	0.424425041872167	0.317740503678343	0.226	0.218	1	"Mig"	"B3GNT5"	"Brain cortex"
"RHOA"	0.425775678302187	-0.137295910952824	0.173	0.188	1	"Mig"	"RHOA"	"Brain cortex"
"LRRC8C"	0.426048141531764	0.315781895673195	0.125	0.114	1	"Mig"	"LRRC8C"	"Brain cortex"
"ATRX"	0.429986382658414	0.418156081679923	0.116	0.104	1	"Mig"	"ATRX"	"Brain cortex"
"SELENOF"	0.432363281759992	0.182557098172762	0.102	0.091	1	"Mig"	"SELENOF"	"Brain cortex"
"AC005840.1"	0.436734364595612	0.0923340063163394	0.131	0.118	1	"Mig"	"AC005840.1"	"Brain cortex"
"ETV5"	0.437288410534574	0.163557411180131	0.108	0.097	1	"Mig"	"ETV5"	"Brain cortex"
"PTPRC"	0.439001965333847	0.244096422135099	0.327	0.323	1	"Mig"	"PTPRC"	"Brain cortex"
"PCBP1"	0.440367433971553	-0.00411066949617789	0.152	0.167	1	"Mig"	"PCBP1"	"Brain cortex"
"SLC4A7"	0.441401140047422	0.102769748417648	0.111	0.1	1	"Mig"	"SLC4A7"	"Brain cortex"
"TACC1"	0.447792518232529	0.0206096089594376	0.134	0.149	1	"Mig"	"TACC1"	"Brain cortex"
"MSN"	0.448229589203457	-0.0481759648668652	0.144	0.158	1	"Mig"	"MSN"	"Brain cortex"
"PCM1"	0.450414579867512	0.154464952268361	0.104	0.093	1	"Mig"	"PCM1"	"Brain cortex"
"TGFB1"	0.454528060081153	0.158857651031703	0.1	0.089	1	"Mig"	"TGFB1"	"Brain cortex"
"CTSC"	0.455927201308911	0.0681220147427308	0.235	0.256	1	"Mig"	"CTSC"	"Brain cortex"
"CD81"	0.458553057536242	0.0408253080951382	0.524	0.565	1	"Mig"	"CD81"	"Brain cortex"
"TM9SF3"	0.458642693806792	0.275379502590785	0.122	0.111	1	"Mig"	"TM9SF3"	"Brain cortex"
"PFDN5"	0.459549516070532	0.22272641391622	0.139	0.128	1	"Mig"	"PFDN5"	"Brain cortex"
"SNORA7A"	0.463255583137762	-0.0856402847241018	0.244	0.263	1	"Mig"	"SNORA7A"	"Brain cortex"
"LIPA"	0.464058895350588	0.301111131663113	0.227	0.219	1	"Mig"	"LIPA"	"Brain cortex"
"SNORD49A"	0.464887630742531	0.338693817123627	0.121	0.111	1	"Mig"	"SNORD49A"	"Brain cortex"
"B4GALT1"	0.468544448351326	0.235398760248442	0.107	0.097	1	"Mig"	"B4GALT1"	"Brain cortex"
"MIR6850"	0.469183182698476	0.165114473937867	0.196	0.183	1	"Mig"	"MIR6850"	"Brain cortex"
"TLN1"	0.469869798041546	0.241335495288036	0.19	0.181	1	"Mig"	"TLN1"	"Brain cortex"
"COTL1"	0.469888084150954	0.254688925866579	0.139	0.128	1	"Mig"	"COTL1"	"Brain cortex"
"CD74"	0.472731968991735	0.0518155311055075	0.958	0.955	1	"Mig"	"CD74"	"Brain cortex"
"AP002990.1"	0.474038635935366	0.0383185541032827	0.231	0.251	1	"Mig"	"AP002990.1"	"Brain cortex"
"NOP53"	0.478903956456266	0.203237355178876	0.1	0.092	1	"Mig"	"NOP53"	"Brain cortex"
"COX7C"	0.481940308581135	0.133718829814964	0.154	0.171	1	"Mig"	"COX7C"	"Brain cortex"
"DDX5"	0.482363281588802	0.427202820227453	0.103	0.095	1	"Mig"	"DDX5"	"Brain cortex"
"UBE2D3"	0.486967440497961	0.073295155814846	0.098	0.11	1	"Mig"	"UBE2D3"	"Brain cortex"
"AC007969.1"	0.488470177813945	0.0988660093089586	0.187	0.176	1	"Mig"	"AC007969.1"	"Brain cortex"
"AIF1"	0.495402768119855	0.117412269318526	0.343	0.367	1	"Mig"	"AIF1"	"Brain cortex"
"SNORD35A"	0.498495932168032	0.262848753643545	0.182	0.176	1	"Mig"	"SNORD35A"	"Brain cortex"
"ATP6AP2"	0.498980551306748	0.00638682723252271	0.112	0.124	1	"Mig"	"ATP6AP2"	"Brain cortex"
"ARPC2"	0.499351728451919	0.203143048429101	0.204	0.193	1	"Mig"	"ARPC2"	"Brain cortex"
"NPM1"	0.500522398451337	0.135227476946038	0.152	0.141	1	"Mig"	"NPM1"	"Brain cortex"
"HNRNPU"	0.503735390596173	0.315191663543211	0.154	0.146	1	"Mig"	"HNRNPU"	"Brain cortex"
"SLC15A2"	0.506666314404007	0.222248579390558	0.104	0.095	1	"Mig"	"SLC15A2"	"Brain cortex"
"TMBIM4"	0.506791365985867	0.304944840247968	0.2	0.192	1	"Mig"	"TMBIM4"	"Brain cortex"
"GPR183"	0.507432727209377	-0.152266675929994	0.16	0.172	1	"Mig"	"GPR183"	"Brain cortex"
"LGMN"	0.507880841244495	0.0195362432134316	0.147	0.162	1	"Mig"	"LGMN"	"Brain cortex"
"AC246787.1"	0.511532318485614	0.186951563028214	0.133	0.124	1	"Mig"	"AC246787.1"	"Brain cortex"
"RGS10"	0.516334116163135	0.221303056643062	0.359	0.36	1	"Mig"	"RGS10"	"Brain cortex"
"SHTN1"	0.518208437527933	0.240365461035576	0.123	0.115	1	"Mig"	"SHTN1"	"Brain cortex"
"MIR1244-1"	0.524120942047444	0.0844869516304412	0.107	0.119	1	"Mig"	"MIR1244-1"	"Brain cortex"
"ADA2"	0.526933452697178	0.187742807002367	0.183	0.174	1	"Mig"	"ADA2"	"Brain cortex"
"DEGS1"	0.530897512905575	0.13750631995629	0.143	0.132	1	"Mig"	"DEGS1"	"Brain cortex"
"SNORD55"	0.533404431340527	0.0562208667899624	0.147	0.136	1	"Mig"	"SNORD55"	"Brain cortex"
"EIF4G2"	0.537118330631476	0.112359009148543	0.121	0.132	1	"Mig"	"EIF4G2"	"Brain cortex"
"SELPLG"	0.546026379531829	0.154069724824597	0.496	0.556	1	"Mig"	"SELPLG"	"Brain cortex"
"APMAP"	0.547493862341614	0.0839968006601355	0.225	0.246	1	"Mig"	"APMAP"	"Brain cortex"
"AC125807.1"	0.547839629680507	-0.0477474016294483	0.16	0.17	1	"Mig"	"AC125807.1"	"Brain cortex"
"ATP2B1"	0.548469958192395	0.402846410631548	0.101	0.093	1	"Mig"	"ATP2B1"	"Brain cortex"
"APPL2"	0.550403962199444	0.119719605962515	0.115	0.106	1	"Mig"	"APPL2"	"Brain cortex"
"MTDH"	0.552398087732526	0.147397589615374	0.222	0.244	1	"Mig"	"MTDH"	"Brain cortex"
"IKZF1"	0.554102950210125	0.302271499653542	0.133	0.127	1	"Mig"	"IKZF1"	"Brain cortex"
"CD63"	0.556380414308007	-0.0252821802225527	0.239	0.25	1	"Mig"	"CD63"	"Brain cortex"
"APOE"	0.556875586900559	0.210333008084471	0.451	0.46	1	"Mig"	"APOE"	"Brain cortex"
"TBXAS1"	0.558214466186982	0.163323857982759	0.213	0.205	1	"Mig"	"TBXAS1"	"Brain cortex"
"MIR6797"	0.560521540598379	0.125756414989616	0.331	0.326	1	"Mig"	"MIR6797"	"Brain cortex"
"MBNL1"	0.561883479680993	0.143591965739531	0.169	0.162	1	"Mig"	"MBNL1"	"Brain cortex"
"MNDA"	0.562390095707894	0.13797441065228	0.132	0.142	1	"Mig"	"MNDA"	"Brain cortex"
"EIF3H"	0.562598955411645	0.249985450568442	0.112	0.105	1	"Mig"	"EIF3H"	"Brain cortex"
"DHRS9"	0.563391259877133	0.000817253954749741	0.256	0.273	1	"Mig"	"DHRS9"	"Brain cortex"
"CD53"	0.56414498780073	0.0522934323135953	0.402	0.434	1	"Mig"	"CD53"	"Brain cortex"
"AL590867.2"	0.565356263924197	-0.0601426888409669	0.121	0.11	1	"Mig"	"AL590867.2"	"Brain cortex"
"BOD1L1"	0.565356266521704	0.344579082117882	0.119	0.111	1	"Mig"	"BOD1L1"	"Brain cortex"
"MIS18BP1"	0.571565014587466	0.275339421243673	0.11	0.102	1	"Mig"	"MIS18BP1"	"Brain cortex"
"MEF2A"	0.573342148649952	0.389849960582232	0.241	0.241	1	"Mig"	"MEF2A"	"Brain cortex"
"PIK3R1"	0.577639514203226	0.00421960286927847	0.097	0.106	1	"Mig"	"PIK3R1"	"Brain cortex"
"LAPTM4A"	0.582304190516336	0.110912187741998	0.161	0.174	1	"Mig"	"LAPTM4A"	"Brain cortex"
"MGST2"	0.589347023421529	0.0611936965471691	0.095	0.104	1	"Mig"	"MGST2"	"Brain cortex"
"DHRS7"	0.589433942302546	0.28597324841061	0.204	0.198	1	"Mig"	"DHRS7"	"Brain cortex"
"CD68"	0.590559994239108	0.0782029248877461	0.261	0.282	1	"Mig"	"CD68"	"Brain cortex"
"HLA-DMA"	0.590772762976725	0.203653178015375	0.194	0.188	1	"Mig"	"HLA-DMA"	"Brain cortex"
"AP001024.1"	0.593416943610635	0.0186199957764552	0.183	0.199	1	"Mig"	"AP001024.1"	"Brain cortex"
"ZFP36L1"	0.594076574530962	0.0420941765666312	0.519	0.547	1	"Mig"	"ZFP36L1"	"Brain cortex"
"SRRM2"	0.597253312229792	-0.0235369859830248	0.116	0.126	1	"Mig"	"SRRM2"	"Brain cortex"
"ZFHX3"	0.601651174271478	0.152967017507039	0.16	0.152	1	"Mig"	"ZFHX3"	"Brain cortex"
"TAGAP"	0.601718285160529	0.217146907978991	0.112	0.105	1	"Mig"	"TAGAP"	"Brain cortex"
"HCST"	0.601823772888909	0.01886095990859	0.111	0.102	1	"Mig"	"HCST"	"Brain cortex"
"WAC"	0.604451437725832	0.158393589626185	0.103	0.096	1	"Mig"	"WAC"	"Brain cortex"
"AC025857.2"	0.606054829602025	0.19937457705023	0.62	0.642	1	"Mig"	"AC025857.2"	"Brain cortex"
"TSPAN14"	0.606918064363013	0.20153608297874	0.103	0.096	1	"Mig"	"TSPAN14"	"Brain cortex"
"XRCC5"	0.610497603448498	0.128028653805449	0.103	0.111	1	"Mig"	"XRCC5"	"Brain cortex"
"EIF3E"	0.610724085505533	0.207689141883489	0.093	0.101	1	"Mig"	"EIF3E"	"Brain cortex"
"MYH9"	0.613284498692284	-0.033566677317165	0.129	0.137	1	"Mig"	"MYH9"	"Brain cortex"
"ATP5E"	0.618218657483934	0.255849955385611	0.218	0.215	1	"Mig"	"ATP5E"	"Brain cortex"
"RAC1P2"	0.625646291319211	0.179673587902277	0.149	0.144	1	"Mig"	"RAC1P2"	"Brain cortex"
"NCOA4"	0.632713053359944	-0.0821848893162969	0.177	0.183	1	"Mig"	"NCOA4"	"Brain cortex"
"RAB31"	0.634051459500477	0.235334909740573	0.129	0.123	1	"Mig"	"RAB31"	"Brain cortex"
"CLTC"	0.641228242421142	0.33454143306714	0.126	0.122	1	"Mig"	"CLTC"	"Brain cortex"
"AC008038.1"	0.642744768567445	0.0239894364358624	0.143	0.153	1	"Mig"	"AC008038.1"	"Brain cortex"
"MGAT1"	0.646433388429251	0.231789664181393	0.103	0.097	1	"Mig"	"MGAT1"	"Brain cortex"
"CSNK1A1"	0.64655711853689	0.181919339911623	0.111	0.105	1	"Mig"	"CSNK1A1"	"Brain cortex"
"AC073861.1"	0.647357890319056	0.0734876567935943	0.292	0.29	1	"Mig"	"AC073861.1"	"Brain cortex"
"AOAH"	0.650341557908319	0.236616609838007	0.13	0.124	1	"Mig"	"AOAH"	"Brain cortex"
"MEF2C"	0.652749199835387	0.102659930491412	0.348	0.372	1	"Mig"	"MEF2C"	"Brain cortex"
"NACA"	0.654096815969943	0.227899025522694	0.293	0.317	1	"Mig"	"NACA"	"Brain cortex"
"LAT2"	0.658478213143509	0.0235797427042974	0.182	0.192	1	"Mig"	"LAT2"	"Brain cortex"
"SNORA52"	0.66086157933527	0.00473215951584605	0.337	0.359	1	"Mig"	"SNORA52"	"Brain cortex"
"RNU6ATAC18P"	0.662757034399694	0.19937933624353	0.108	0.117	1	"Mig"	"RNU6ATAC18P"	"Brain cortex"
"GNB4"	0.664041163778594	0.187431264941207	0.14	0.152	1	"Mig"	"GNB4"	"Brain cortex"
"TNFRSF1B"	0.665106120074413	0.0812269833362258	0.185	0.18	1	"Mig"	"TNFRSF1B"	"Brain cortex"
"AC026366.1"	0.666281895661192	0.0183375515642963	0.262	0.258	1	"Mig"	"AC026366.1"	"Brain cortex"
"HMGB1P5"	0.666501348598919	0.0970250802160122	0.11	0.12	1	"Mig"	"HMGB1P5"	"Brain cortex"
"GDI2"	0.668951046725507	0.221455489269792	0.119	0.114	1	"Mig"	"GDI2"	"Brain cortex"
"NFKBIA"	0.670360636874651	0.296256541668919	0.178	0.176	1	"Mig"	"NFKBIA"	"Brain cortex"
"JUNB"	0.670615107010573	0.0883954608668294	0.213	0.227	1	"Mig"	"JUNB"	"Brain cortex"
"NPIPB5"	0.671199748876688	0.246368817514235	0.109	0.105	1	"Mig"	"NPIPB5"	"Brain cortex"
"GLIPR1"	0.673699023919058	0.315689334086337	0.262	0.262	1	"Mig"	"GLIPR1"	"Brain cortex"
"EVL"	0.677531959349097	0.224981549191159	0.145	0.14	1	"Mig"	"EVL"	"Brain cortex"
"AP1B1"	0.677728054114995	0.179522608410799	0.169	0.166	1	"Mig"	"AP1B1"	"Brain cortex"
"RACK1"	0.678024049354207	0.256937917774466	0.305	0.31	1	"Mig"	"RACK1"	"Brain cortex"
"MPEG1"	0.681786771974401	0.312561328842881	0.161	0.159	1	"Mig"	"MPEG1"	"Brain cortex"
"CHD9"	0.68412694227063	0.110096833516084	0.093	0.1	1	"Mig"	"CHD9"	"Brain cortex"
"LY86"	0.689960861696826	-0.0228430128104851	0.219	0.231	1	"Mig"	"LY86"	"Brain cortex"
"BLNK"	0.69124081011019	-0.0136952421987935	0.119	0.127	1	"Mig"	"BLNK"	"Brain cortex"
"IGSF6"	0.693155515537064	0.141910443491385	0.249	0.244	1	"Mig"	"IGSF6"	"Brain cortex"
"ITGAM"	0.699774101311089	0.0177695167851537	0.116	0.122	1	"Mig"	"ITGAM"	"Brain cortex"
"CPVL"	0.701496023815891	0.141937588191987	0.151	0.145	1	"Mig"	"CPVL"	"Brain cortex"
"ST8SIA4"	0.702591098036416	0.156603812675189	0.108	0.115	1	"Mig"	"ST8SIA4"	"Brain cortex"
"IL13RA1"	0.704818237223482	0.0855397993252942	0.284	0.302	1	"Mig"	"IL13RA1"	"Brain cortex"
"ARF1"	0.705847865213141	-0.0284491337398725	0.1	0.106	1	"Mig"	"ARF1"	"Brain cortex"
"C17orf49"	0.706043964203058	0.053593892176979	0.129	0.137	1	"Mig"	"C17orf49"	"Brain cortex"
"AC011481.3"	0.706505872966404	0.0841230742991743	0.233	0.247	1	"Mig"	"AC011481.3"	"Brain cortex"
"EGR1"	0.706666551954587	0.141445204740597	0.317	0.329	1	"Mig"	"EGR1"	"Brain cortex"
"WSB1"	0.709880748282544	0.17313396838329	0.131	0.14	1	"Mig"	"WSB1"	"Brain cortex"
"MT-TT"	0.713497088860047	0.0858475665371303	0.669	0.697	1	"Mig"	"MT-TT"	"Brain cortex"
"AC245033.1"	0.714695622961899	-0.0743593538571159	0.123	0.115	1	"Mig"	"AC245033.1"	"Brain cortex"
"SLC15A3"	0.71568310653331	0.191698441824382	0.109	0.106	1	"Mig"	"SLC15A3"	"Brain cortex"
"AL121594.1"	0.718431731446447	0.12974356941009	0.267	0.266	1	"Mig"	"AL121594.1"	"Brain cortex"
"OS9"	0.72120109493082	0.0692497237061864	0.161	0.155	1	"Mig"	"OS9"	"Brain cortex"
"CTNND1"	0.721516546792184	-0.0227999492101789	0.105	0.11	1	"Mig"	"CTNND1"	"Brain cortex"
"AC079250.1"	0.723535462320749	-0.12249856507106	0.144	0.149	1	"Mig"	"AC079250.1"	"Brain cortex"
"ELF1"	0.72826868622761	0.121574138600743	0.119	0.126	1	"Mig"	"ELF1"	"Brain cortex"
"LPAR5"	0.72897408380926	0.139170036221012	0.285	0.282	1	"Mig"	"LPAR5"	"Brain cortex"
"AXL"	0.72957704447776	0.0298398337413488	0.134	0.141	1	"Mig"	"AXL"	"Brain cortex"
"AP001324.1"	0.736974861664212	0.1441742074441	0.227	0.229	1	"Mig"	"AP001324.1"	"Brain cortex"
"UNC93B1"	0.74309158384404	0.0348187885413329	0.11	0.105	1	"Mig"	"UNC93B1"	"Brain cortex"
"GLRX"	0.743917553261984	0.225737164426087	0.094	0.1	1	"Mig"	"GLRX"	"Brain cortex"
"CORO1A"	0.744035294006098	0.0699716986958707	0.098	0.105	1	"Mig"	"CORO1A"	"Brain cortex"
"SPCS1"	0.746204009088366	0.234663375304053	0.108	0.105	1	"Mig"	"SPCS1"	"Brain cortex"
"FYB1"	0.747720124261029	0.0449448187134318	0.311	0.303	1	"Mig"	"FYB1"	"Brain cortex"
"AC016739.1"	0.751524620970764	0.0229227560659635	0.324	0.324	1	"Mig"	"AC016739.1"	"Brain cortex"
"SIRPA"	0.752591059330977	0.0636554065979986	0.168	0.165	1	"Mig"	"SIRPA"	"Brain cortex"
"SNX2"	0.755367200513127	0.262546575565353	0.101	0.108	1	"Mig"	"SNX2"	"Brain cortex"
"C1QB"	0.757423858251054	-0.0432792426490582	0.666	0.693	1	"Mig"	"C1QB"	"Brain cortex"
"MERTK"	0.757985611837178	0.209387875430405	0.123	0.119	1	"Mig"	"MERTK"	"Brain cortex"
"NPC2"	0.759594191834942	0.205493465658732	0.182	0.18	1	"Mig"	"NPC2"	"Brain cortex"
"CAP1"	0.763082157444741	0.0165083122418839	0.268	0.282	1	"Mig"	"CAP1"	"Brain cortex"
"BMP2K"	0.766798352880993	-0.0898103609301497	0.111	0.115	1	"Mig"	"BMP2K"	"Brain cortex"
"PTPRE"	0.771414183570763	0.170001364041652	0.117	0.122	1	"Mig"	"PTPRE"	"Brain cortex"
"GSN"	0.774599063603672	0.124573677000764	0.145	0.142	1	"Mig"	"GSN"	"Brain cortex"
"FAU"	0.777998752972892	0.1038008390147	0.294	0.315	1	"Mig"	"FAU"	"Brain cortex"
"TMEM30A"	0.778431290173143	0.197954111525645	0.101	0.108	1	"Mig"	"TMEM30A"	"Brain cortex"
"HNRNPD"	0.779133422536693	-0.00111646178666236	0.121	0.126	1	"Mig"	"HNRNPD"	"Brain cortex"
"SUSD6"	0.781366401050966	0.00965357331101746	0.143	0.148	1	"Mig"	"SUSD6"	"Brain cortex"
