"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"TYROBP"	0.000354673702493264	0.7361799403121	0.498	0.38	1	"Mig"	"TYROBP"	"20-40"
"ID2"	0.000367761948638476	1.013592152085	0.182	0.081	1	"Mig"	"ID2"	"20-40"
"CST3"	0.000402380579598839	-0.134361074551629	0.418	0.601	1	"Mig"	"CST3"	"20-40"
"RASSF8"	0.000412420401554922	0.906730158218322	0.133	0.047	1	"Mig"	"RASSF8"	"20-40"
"IRS2"	0.000429564268197575	1.04897984433258	0.172	0.074	1	"Mig"	"IRS2"	"20-40"
"AL121871.1"	0.000431925120686527	0.662652495738761	0.126	0.043	1	"Mig"	"AL121871.1"	"20-40"
"ATP5E"	0.000441685357085928	0.863502565156387	0.312	0.194	1	"Mig"	"ATP5E"	"20-40"
"U1"	0.000450086650020896	-0.789825055742766	0.042	0.124	1	"Mig"	"U1"	"20-40"
"MALAT1"	0.000474680975541219	-0.439256484654735	0.607	0.721	1	"Mig"	"MALAT1"	"20-40"
"MT-ATP8"	0.000488435466792394	-0.503646006825295	0.365	0.512	1	"Mig"	"MT-ATP8"	"20-40"
"TPP1"	0.000512160388764234	0.799582826547823	0.323	0.198	1	"Mig"	"TPP1"	"20-40"
"FYB1"	0.000524324155014748	0.763925509651518	0.407	0.271	1	"Mig"	"FYB1"	"20-40"
"VSIR"	0.000534650352378386	0.85242286188491	0.372	0.248	1	"Mig"	"VSIR"	"20-40"
"SNORD49A"	0.000551563764375476	0.982527969418915	0.193	0.093	1	"Mig"	"SNORD49A"	"20-40"
"AC246787.1"	0.000560311868617513	0.738209528291622	0.228	0.12	1	"Mig"	"AC246787.1"	"20-40"
"VPS29"	0.000561665582068405	1.07487287602337	0.112	0.035	1	"Mig"	"VPS29"	"20-40"
"ANXA5"	0.000570117891457992	1.07860889798355	0.193	0.093	1	"Mig"	"ANXA5"	"20-40"
"AP001024.1"	0.000584302844460475	0.696937692567546	0.267	0.155	1	"Mig"	"AP001024.1"	"20-40"
"METTL7A"	0.000613257729709116	0.744772429704781	0.439	0.318	1	"Mig"	"METTL7A"	"20-40"
"IL18"	0.000643927938903617	0.794749716243697	0.13	0.047	1	"Mig"	"IL18"	"20-40"
"TMSB4XP4"	0.000701868188288744	0.694878303480614	0.2	0.101	1	"Mig"	"TMSB4XP4"	"20-40"
"TMSB10"	0.000719707804626897	0.897942938523727	0.34	0.225	1	"Mig"	"TMSB10"	"20-40"
"MT-ND5"	0.000779220943893747	-0.195874094800739	0.565	0.752	1	"Mig"	"MT-ND5"	"20-40"
"REEP5"	0.000802956268668651	0.885998060891956	0.168	0.074	1	"Mig"	"REEP5"	"20-40"
"GAS5"	0.000817095082646739	0.982662637262823	0.109	0.035	1	"Mig"	"GAS5"	"20-40"
"CREG1"	0.00083826874888103	0.67425248671286	0.446	0.322	1	"Mig"	"CREG1"	"20-40"
"RNF130"	0.000847341588337967	1.03680514602488	0.26	0.151	1	"Mig"	"RNF130"	"20-40"
"RAP1A"	0.000859065411573939	0.920919503624578	0.161	0.07	1	"Mig"	"RAP1A"	"20-40"
"KTN1"	0.000872678647306442	0.737606578265454	0.225	0.116	1	"Mig"	"KTN1"	"20-40"
"SUSD6"	0.000894500666933298	0.888523824763978	0.239	0.132	1	"Mig"	"SUSD6"	"20-40"
"MS4A6A"	0.000905240558036898	1.15229261981122	0.102	0.031	1	"Mig"	"MS4A6A"	"20-40"
"FCGR3A"	0.000948600674840663	0.703180331549422	0.34	0.217	1	"Mig"	"FCGR3A"	"20-40"
"ZFP36"	0.000953657007306085	0.867455223540571	0.246	0.136	1	"Mig"	"ZFP36"	"20-40"
"C6orf48"	0.00099046396586582	0.879243043639323	0.144	0.058	1	"Mig"	"C6orf48"	"20-40"
"PSMA1"	0.000993107684781939	0.824065721959032	0.119	0.043	1	"Mig"	"PSMA1"	"20-40"
"NOP53"	0.00100955879751048	1.02266678564837	0.123	0.047	1	"Mig"	"NOP53"	"20-40"
"SSBP1"	0.00102918452390884	1.06953628661921	0.137	0.054	1	"Mig"	"SSBP1"	"20-40"
"AL355032.1"	0.00103275751689552	0.689395310657612	0.182	0.089	1	"Mig"	"AL355032.1"	"20-40"
"SH3KBP1"	0.00105491913216202	0.824743541443541	0.168	0.078	1	"Mig"	"SH3KBP1"	"20-40"
"EIF3F"	0.00106302204508737	0.617729077029762	0.102	0.031	1	"Mig"	"EIF3F"	"20-40"
"MT-ND1"	0.00110303859635044	-0.189804627131697	0.849	0.965	1	"Mig"	"MT-ND1"	"20-40"
"PDGFB"	0.00113182357602565	1.02213482700894	0.14	0.058	1	"Mig"	"PDGFB"	"20-40"
"snoU2-30"	0.00121811534476015	1.0000446090631	0.14	0.058	1	"Mig"	"snoU2-30"	"20-40"
"HSP90B1"	0.00123859491727503	-0.356757688764147	0.246	0.384	1	"Mig"	"HSP90B1"	"20-40"
"SORT1"	0.00125356990990419	0.641640113620373	0.232	0.128	1	"Mig"	"SORT1"	"20-40"
"EGR2"	0.00127258380658871	0.836938149447858	0.239	0.132	1	"Mig"	"EGR2"	"20-40"
"ATP5G2"	0.00130121556754907	0.92477134042954	0.172	0.081	1	"Mig"	"ATP5G2"	"20-40"
"CEBPB"	0.0013508056649974	0.727475977696785	0.263	0.155	1	"Mig"	"CEBPB"	"20-40"
"AC127070.1"	0.00137602621175923	0.788909986731881	0.225	0.132	1	"Mig"	"AC127070.1"	"20-40"
"NPM1P27"	0.00138885192074386	0.763992808045505	0.126	0.05	1	"Mig"	"NPM1P27"	"20-40"
"AC009245.1"	0.00139195322240627	0.642536574213548	0.116	0.043	1	"Mig"	"AC009245.1"	"20-40"
"ACTG1P21"	0.00144305789825936	0.590254919623713	0.116	0.043	1	"Mig"	"ACTG1P21"	"20-40"
"ERCC-00025"	0.00148788953797101	-0.451366172736891	0.067	0.155	1	"Mig"	"ERCC-00025"	"20-40"
"HHEX"	0.00159919498996197	-0.624108877214565	0.035	0.105	1	"Mig"	"HHEX"	"20-40"
"SEC11A"	0.00160067566092286	1.0992385190283	0.182	0.093	1	"Mig"	"SEC11A"	"20-40"
"SCAF11"	0.0017232101245211	0.922439416909014	0.204	0.109	1	"Mig"	"SCAF11"	"20-40"
"MTCO1P40"	0.00176911328985932	0.607860430055375	0.446	0.36	1	"Mig"	"MTCO1P40"	"20-40"
"TMEM156"	0.0017925427498701	0.84314080155834	0.137	0.058	1	"Mig"	"TMEM156"	"20-40"
"EEF1A1"	0.00188538593638786	0.805515599298163	0.242	0.147	1	"Mig"	"EEF1A1"	"20-40"
"SELENOF"	0.00191546088387475	0.651853677829048	0.161	0.074	1	"Mig"	"SELENOF"	"20-40"
"snoU2-19"	0.00193216733820795	0.702905775332917	0.102	0.035	1	"Mig"	"snoU2-19"	"20-40"
"ARID1A"	0.00194978629587924	0.787313004371575	0.126	0.05	1	"Mig"	"ARID1A"	"20-40"
"KIAA1551"	0.0019810234696825	0.967591517436346	0.13	0.054	1	"Mig"	"KIAA1551"	"20-40"
"COX6A1"	0.00213906513571904	-0.438314168982303	0.035	0.101	1	"Mig"	"COX6A1"	"20-40"
"RNASET2"	0.00215302325268965	0.487861215316689	0.614	0.527	1	"Mig"	"RNASET2"	"20-40"
"MT-TS1"	0.0023579201521123	-0.504805892990458	0.035	0.101	1	"Mig"	"MT-TS1"	"20-40"
"SLC38A2"	0.0024220900013583	0.773403618686059	0.172	0.085	1	"Mig"	"SLC38A2"	"20-40"
"SUB1"	0.00248695287098077	0.943270026344107	0.112	0.043	1	"Mig"	"SUB1"	"20-40"
"PFDN5"	0.00259570077915971	0.985328838010193	0.218	0.128	1	"Mig"	"PFDN5"	"20-40"
"PNRC1"	0.00259995170348615	0.716457968213381	0.393	0.291	1	"Mig"	"PNRC1"	"20-40"
"PTPRC"	0.00260473253631618	0.965402480519305	0.368	0.283	1	"Mig"	"PTPRC"	"20-40"
"CCL4"	0.00275986271147181	0.649128941854476	0.312	0.198	1	"Mig"	"CCL4"	"20-40"
"SMAP2"	0.00281995945634775	0.761178440131808	0.34	0.229	1	"Mig"	"SMAP2"	"20-40"
"PTP4A2"	0.00290480266600024	-0.588005196528603	0.074	0.155	1	"Mig"	"PTP4A2"	"20-40"
"PICALM"	0.00293408836374347	0.818661038328356	0.26	0.163	1	"Mig"	"PICALM"	"20-40"
"CSF2RA"	0.00296724979359418	0.651290325449543	0.175	0.093	1	"Mig"	"CSF2RA"	"20-40"
"ATP8B4"	0.00305886934108561	-0.523813566056064	0.046	0.116	1	"Mig"	"ATP8B4"	"20-40"
"IL6ST"	0.00309646781196947	0.634276180475474	0.554	0.465	1	"Mig"	"IL6ST"	"20-40"
"NCOA4"	0.00310022558684918	0.627693617851361	0.274	0.163	1	"Mig"	"NCOA4"	"20-40"
"SEL1L"	0.00315590836084866	0.961993874322584	0.235	0.14	1	"Mig"	"SEL1L"	"20-40"
"DOCK4"	0.00350696075851429	0.624213102630785	0.189	0.101	1	"Mig"	"DOCK4"	"20-40"
"TMIGD2"	0.00358928273271243	0.473894114383704	0.105	0.039	1	"Mig"	"TMIGD2"	"20-40"
"NDUFB5"	0.00368059247589008	0.821270400657881	0.119	0.05	1	"Mig"	"NDUFB5"	"20-40"
"PABPC3"	0.00372985897127898	0.668843229309148	0.168	0.089	1	"Mig"	"PABPC3"	"20-40"
"SERTAD2"	0.00397927408609419	0.813921899735749	0.102	0.039	1	"Mig"	"SERTAD2"	"20-40"
"MT-ND4"	0.00400142119398804	-0.142185628194715	0.94	0.996	1	"Mig"	"MT-ND4"	"20-40"
"PHC2"	0.00405032137747518	0.629467108224321	0.137	0.062	1	"Mig"	"PHC2"	"20-40"
"PELI1"	0.00431336166901339	0.784391693750496	0.112	0.047	1	"Mig"	"PELI1"	"20-40"
"PRNP"	0.00452447574426144	0.931952706728149	0.151	0.078	1	"Mig"	"PRNP"	"20-40"
"SYF2"	0.00457228904375026	0.965532657506934	0.133	0.062	1	"Mig"	"SYF2"	"20-40"
"EIF4B"	0.00459105105027836	0.797448315923945	0.161	0.085	1	"Mig"	"EIF4B"	"20-40"
"MT-ATP6"	0.00466508555749977	0.251036236437142	0.958	0.981	1	"Mig"	"MT-ATP6"	"20-40"
"TM9SF2"	0.00466772323049226	1.08291130243237	0.235	0.143	1	"Mig"	"TM9SF2"	"20-40"
"DOCK8"	0.004743899290463	0.865683588254452	0.235	0.143	1	"Mig"	"DOCK8"	"20-40"
"CELF2"	0.00494530802738979	0.959823413839554	0.186	0.105	1	"Mig"	"CELF2"	"20-40"
"MT-TQ"	0.00498899304437445	-0.256218308451475	0.046	0.112	1	"Mig"	"MT-TQ"	"20-40"
"CTSB"	0.00506465580575238	-0.29898453221655	0.358	0.5	1	"Mig"	"CTSB"	"20-40"
"SERBP1"	0.00509576822690368	0.722760605922522	0.154	0.078	1	"Mig"	"SERBP1"	"20-40"
"TMBIM6"	0.00509820477790562	0.573322407839441	0.474	0.372	1	"Mig"	"TMBIM6"	"20-40"
"APH1B"	0.0051644445910789	0.685580467676282	0.102	0.039	1	"Mig"	"APH1B"	"20-40"
"SIRPA"	0.00523799657990598	0.610407642748902	0.221	0.136	1	"Mig"	"SIRPA"	"20-40"
"GNAS"	0.00530033949053032	0.679548207594704	0.558	0.481	1	"Mig"	"GNAS"	"20-40"
"APOC2"	0.00605804538889392	0.92933605597231	0.256	0.171	1	"Mig"	"APOC2"	"20-40"
"JAM2"	0.00610203265586563	-0.617224975405825	0.046	0.109	1	"Mig"	"JAM2"	"20-40"
"TMSB4XP8"	0.00620301740934735	0.491149742669298	0.551	0.5	1	"Mig"	"TMSB4XP8"	"20-40"
"RUNX1"	0.00635847265383618	0.764832867312041	0.137	0.066	1	"Mig"	"RUNX1"	"20-40"
"DBI"	0.00642306077054858	0.850469954221466	0.2	0.12	1	"Mig"	"DBI"	"20-40"
"YWHAH"	0.0064901539220542	-0.281261295020243	0.144	0.24	1	"Mig"	"YWHAH"	"20-40"
"ADORA3"	0.00668341580173273	0.968119840427356	0.302	0.221	1	"Mig"	"ADORA3"	"20-40"
"TOMM20"	0.00673348261457969	1.03276929804	0.123	0.058	1	"Mig"	"TOMM20"	"20-40"
"ZFP36L1"	0.00674220880638896	-0.25757704674522	0.481	0.609	1	"Mig"	"ZFP36L1"	"20-40"
"MPZL1"	0.00674875073561876	0.713451201589743	0.102	0.043	1	"Mig"	"MPZL1"	"20-40"
"TXNIP"	0.00693407178987918	0.720424409169781	0.312	0.221	1	"Mig"	"TXNIP"	"20-40"
"GNA13"	0.00696046336413382	0.509727688254695	0.116	0.05	1	"Mig"	"GNA13"	"20-40"
"CD86"	0.00701160202117812	1.01403166139082	0.242	0.163	1	"Mig"	"CD86"	"20-40"
"PPT1"	0.00712531696898138	0.866952345518323	0.288	0.205	1	"Mig"	"PPT1"	"20-40"
"N4BP2L2"	0.00744184322353419	0.589544507222049	0.126	0.058	1	"Mig"	"N4BP2L2"	"20-40"
"CLTC"	0.00745301051070367	1.05143381289529	0.123	0.058	1	"Mig"	"CLTC"	"20-40"
"ANKRD11"	0.00747589604804486	-0.426644511401491	0.067	0.136	1	"Mig"	"ANKRD11"	"20-40"
"EIF3L"	0.00749525708434483	0.855982550065126	0.172	0.097	1	"Mig"	"EIF3L"	"20-40"
"PABPC4"	0.00761933267428377	0.793560995542267	0.172	0.097	1	"Mig"	"PABPC4"	"20-40"
"KCNQ3"	0.00764079062987429	-0.538699600586886	0.053	0.116	1	"Mig"	"KCNQ3"	"20-40"
"RBM3"	0.00793777824108616	0.598476480399971	0.119	0.054	1	"Mig"	"RBM3"	"20-40"
"NACA2"	0.00818898337310367	0.438599903256979	0.109	0.047	1	"Mig"	"NACA2"	"20-40"
"H3F3B"	0.00826673162057008	0.69797386926312	0.389	0.298	1	"Mig"	"H3F3B"	"20-40"
"DPYSL2"	0.00831827732513969	0.945449259086023	0.256	0.174	1	"Mig"	"DPYSL2"	"20-40"
"FCGR2A"	0.00851758113041874	0.70693540329656	0.172	0.097	1	"Mig"	"FCGR2A"	"20-40"
"RNASE6"	0.00869680596955661	0.923267069636529	0.218	0.14	1	"Mig"	"RNASE6"	"20-40"
"EIF2S3"	0.00895360119277603	0.874320865396573	0.105	0.047	1	"Mig"	"EIF2S3"	"20-40"
"ATP2C1"	0.00897889375767388	0.681650755601594	0.13	0.062	1	"Mig"	"ATP2C1"	"20-40"
"SLC25A5"	0.0090149770615451	0.833797320246467	0.137	0.07	1	"Mig"	"SLC25A5"	"20-40"
"MIR3648-1"	0.0090942299553323	0.51369166280591	0.421	0.357	1	"Mig"	"MIR3648-1"	"20-40"
"KCTD12"	0.00954606472124973	0.700838757078193	0.407	0.326	1	"Mig"	"KCTD12"	"20-40"
"EEF2"	0.00966185334797104	0.811836956836254	0.214	0.136	1	"Mig"	"EEF2"	"20-40"
"CANX"	0.00993087657956378	-0.255830457015632	0.2	0.306	1	"Mig"	"CANX"	"20-40"
"ZFAS1"	0.00998001265614362	0.974608970385965	0.119	0.058	1	"Mig"	"ZFAS1"	"20-40"
"AC012181.2"	0.0101352491123686	0.790569375514373	0.274	0.19	1	"Mig"	"AC012181.2"	"20-40"
"P2RY13"	0.0101918858644428	0.634825175554877	0.625	0.57	1	"Mig"	"P2RY13"	"20-40"
"PSAP"	0.0102666677595567	0.383075375667033	0.716	0.659	1	"Mig"	"PSAP"	"20-40"
"CALM1"	0.0103560330151702	-0.254737328128655	0.137	0.229	1	"Mig"	"CALM1"	"20-40"
"HSPA8"	0.0103837354765726	-0.455905845828294	0.119	0.202	1	"Mig"	"HSPA8"	"20-40"
"COTL1"	0.0108062831125182	0.76472283315292	0.193	0.116	1	"Mig"	"COTL1"	"20-40"
"EGR1"	0.0108315800461243	-0.289396056793202	0.291	0.399	1	"Mig"	"EGR1"	"20-40"
"TMX1"	0.011367065503454	0.487147196197203	0.123	0.058	1	"Mig"	"TMX1"	"20-40"
"AP001931.1"	0.0119412269134541	0.873146296566662	0.102	0.047	1	"Mig"	"AP001931.1"	"20-40"
"SKI"	0.0122524442527899	-0.531905425303802	0.056	0.116	1	"Mig"	"SKI"	"20-40"
"SERPINA1"	0.0124404565835849	-0.217245521638094	0.074	0.143	1	"Mig"	"SERPINA1"	"20-40"
"TLR4"	0.0130689083966065	0.0323415574139525	0.091	0.167	1	"Mig"	"TLR4"	"20-40"
"BRK1"	0.0131281389900074	0.784922254795456	0.154	0.089	1	"Mig"	"BRK1"	"20-40"
"IL1B"	0.0134129505562792	-0.635045628472136	0.175	0.264	1	"Mig"	"IL1B"	"20-40"
"JUND"	0.0134824573104515	-0.301078442389338	0.056	0.116	1	"Mig"	"JUND"	"20-40"
"PABPC1P3"	0.0135367283449777	0.594740832576196	0.144	0.081	1	"Mig"	"PABPC1P3"	"20-40"
"HSPA5"	0.0135603337376392	-0.286534882054686	0.161	0.248	1	"Mig"	"HSPA5"	"20-40"
"SF1"	0.0135820060219732	0.778334920462377	0.105	0.05	1	"Mig"	"SF1"	"20-40"
"SLC15A2"	0.0137662320072483	0.569561323389366	0.154	0.085	1	"Mig"	"SLC15A2"	"20-40"
"IER3"	0.0137877060224381	-0.562550133743342	0.077	0.143	1	"Mig"	"IER3"	"20-40"
"ATP6V0E1"	0.0142960081026369	0.533383157782757	0.175	0.105	1	"Mig"	"ATP6V0E1"	"20-40"
"LPAR5"	0.0150677963597218	0.652656900455665	0.337	0.256	1	"Mig"	"LPAR5"	"20-40"
"PAK2"	0.0151450833166069	0.588554114672233	0.116	0.058	1	"Mig"	"PAK2"	"20-40"
"ARHGDIB"	0.0155790866278526	0.807499530386789	0.337	0.26	1	"Mig"	"ARHGDIB"	"20-40"
"TM6SF1"	0.0158179471091339	0.707864962459955	0.147	0.081	1	"Mig"	"TM6SF1"	"20-40"
"AC099560.2"	0.0159735317944368	0.345687826650148	0.112	0.054	1	"Mig"	"AC099560.2"	"20-40"
"CD84"	0.016254381596019	0.658033916326431	0.382	0.31	1	"Mig"	"CD84"	"20-40"
"RNF149"	0.0163298939980517	0.645751508087608	0.105	0.05	1	"Mig"	"RNF149"	"20-40"
"PDIA3"	0.0165492637103518	-0.445341630525982	0.13	0.209	1	"Mig"	"PDIA3"	"20-40"
"SKAP2"	0.0165593741284037	-0.355696590647749	0.063	0.124	1	"Mig"	"SKAP2"	"20-40"
"STX7"	0.0165968226701634	0.75839300616032	0.116	0.058	1	"Mig"	"STX7"	"20-40"
"SH3BGRL"	0.0166486961679294	0.522640661398385	0.147	0.081	1	"Mig"	"SH3BGRL"	"20-40"
"SFT2D2"	0.0166531849502319	0.60197738156474	0.126	0.066	1	"Mig"	"SFT2D2"	"20-40"
"LY86"	0.0167842224173509	0.751749824810712	0.267	0.198	1	"Mig"	"LY86"	"20-40"
"SLC15A4"	0.0168862202544145	0.535949434938933	0.105	0.05	1	"Mig"	"SLC15A4"	"20-40"
"AC026403.1"	0.0171252963786247	0.60533588716094	0.109	0.054	1	"Mig"	"AC026403.1"	"20-40"
"ATM"	0.0175841588384508	0.6593613036387	0.204	0.128	1	"Mig"	"ATM"	"20-40"
"GLIPR1"	0.0194747442822155	0.751280100681361	0.326	0.248	1	"Mig"	"GLIPR1"	"20-40"
"FAM49B"	0.0199038434617056	0.740471271769786	0.256	0.182	1	"Mig"	"FAM49B"	"20-40"
"CD53"	0.0200400987799883	0.51142248534833	0.474	0.407	1	"Mig"	"CD53"	"20-40"
"RAB1A"	0.0200484821469917	0.450141235630137	0.116	0.058	1	"Mig"	"RAB1A"	"20-40"
"TM9SF3"	0.0206896938301871	0.728158562529304	0.144	0.081	1	"Mig"	"TM9SF3"	"20-40"
"GAPDH"	0.0211430960347079	0.907480084395096	0.288	0.221	1	"Mig"	"GAPDH"	"20-40"
"NIN"	0.0212714461882091	0.671384516621375	0.133	0.074	1	"Mig"	"NIN"	"20-40"
"WASHC4"	0.021275520530663	0.875458207946036	0.137	0.078	1	"Mig"	"WASHC4"	"20-40"
"TRIR"	0.0212881530569909	0.688782139036846	0.102	0.05	1	"Mig"	"TRIR"	"20-40"
"SYNDIG1"	0.0214421774922908	-0.48966393622865	0.088	0.151	1	"Mig"	"SYNDIG1"	"20-40"
"EIF4A1"	0.0215137262284867	0.803985895742232	0.126	0.07	1	"Mig"	"EIF4A1"	"20-40"
"RIN2"	0.0215236449842665	0.535182216543892	0.239	0.159	1	"Mig"	"RIN2"	"20-40"
"TNFRSF1B"	0.0216002679606901	0.333052353609755	0.193	0.12	1	"Mig"	"TNFRSF1B"	"20-40"
"ACTR2"	0.0226154376205288	0.589673104977886	0.288	0.213	1	"Mig"	"ACTR2"	"20-40"
"MGST2"	0.0226370068779936	0.503161768488621	0.119	0.062	1	"Mig"	"MGST2"	"20-40"
"FOXO3"	0.0231432232252217	0.862578275721565	0.13	0.074	1	"Mig"	"FOXO3"	"20-40"
"ROCK1"	0.0238973734014246	-0.659771453853593	0.056	0.109	1	"Mig"	"ROCK1"	"20-40"
"PLEK"	0.0240531659206673	-0.45297983832711	0.081	0.143	1	"Mig"	"PLEK"	"20-40"
"EIF3E"	0.0240884591255248	0.955890607746	0.154	0.093	1	"Mig"	"EIF3E"	"20-40"
"ARPC3P1"	0.0243118344084984	-0.292890285622413	0.077	0.14	1	"Mig"	"ARPC3P1"	"20-40"
"STK17A"	0.024533467732849	0.75266740270233	0.116	0.062	1	"Mig"	"STK17A"	"20-40"
"FTLP3"	0.0247749014097321	0.379861899647758	0.102	0.05	1	"Mig"	"FTLP3"	"20-40"
"ZFHX3"	0.0248185602896834	0.750745878419035	0.186	0.116	1	"Mig"	"ZFHX3"	"20-40"
"TOMM7"	0.0249830408602408	0.755736334092988	0.2	0.136	1	"Mig"	"TOMM7"	"20-40"
"VSIG4"	0.0249988731299112	-0.105855360697427	0.165	0.256	1	"Mig"	"VSIG4"	"20-40"
"GSN"	0.0252266310823834	-0.325916482091165	0.126	0.202	1	"Mig"	"GSN"	"20-40"
"PAG1"	0.0264416910189413	0.604141577734906	0.267	0.194	1	"Mig"	"PAG1"	"20-40"
"MYL12B"	0.0265058523381115	0.564420616735555	0.172	0.105	1	"Mig"	"MYL12B"	"20-40"
"SSB"	0.0267743547083737	-0.535369543073005	0.056	0.109	1	"Mig"	"SSB"	"20-40"
"RHOQ"	0.026818441087563	-0.136423927635744	0.053	0.105	1	"Mig"	"RHOQ"	"20-40"
"GDI2"	0.027262099335166	0.74587998746401	0.172	0.109	1	"Mig"	"GDI2"	"20-40"
"TMBIM4"	0.0273426728991192	0.96537092141012	0.249	0.186	1	"Mig"	"TMBIM4"	"20-40"
"SOAT1"	0.0273924957615766	0.572903902439405	0.14	0.081	1	"Mig"	"SOAT1"	"20-40"
"LHFPL2"	0.0273998628166159	0.658467166801117	0.4	0.337	1	"Mig"	"LHFPL2"	"20-40"
"MAF"	0.0275281723537955	-0.0612988634916847	0.319	0.422	1	"Mig"	"MAF"	"20-40"
"DDX5"	0.028302655066808	1.08243066077407	0.112	0.062	1	"Mig"	"DDX5"	"20-40"
"SP100"	0.0283163845747581	1.01619148569177	0.158	0.101	1	"Mig"	"SP100"	"20-40"
"TMED10"	0.028416245102852	-0.588662665090403	0.119	0.186	1	"Mig"	"TMED10"	"20-40"
"ALOX5AP"	0.0284575232018247	0.599979260350942	0.347	0.275	1	"Mig"	"ALOX5AP"	"20-40"
"KDELR2"	0.0285222289689791	0.28819665821174	0.112	0.058	1	"Mig"	"KDELR2"	"20-40"
"LAPTM4A"	0.0296109734043052	0.504980581055955	0.221	0.147	1	"Mig"	"LAPTM4A"	"20-40"
"CTSS"	0.0296521883306118	0.709656284971441	0.361	0.306	1	"Mig"	"CTSS"	"20-40"
"STOM"	0.0298799284112055	0.716341546266579	0.2	0.136	1	"Mig"	"STOM"	"20-40"
"B4GALT1"	0.0306464719195903	0.699606277925205	0.147	0.089	1	"Mig"	"B4GALT1"	"20-40"
"HSD17B11"	0.030834838891404	0.664976205770499	0.133	0.078	1	"Mig"	"HSD17B11"	"20-40"
"PECAM1"	0.0310366711826413	0.671296245820597	0.109	0.058	1	"Mig"	"PECAM1"	"20-40"
"NAA20"	0.0323495665525277	0.652009420456729	0.123	0.07	1	"Mig"	"NAA20"	"20-40"
"YPEL5"	0.0325718488797143	0.681274844121523	0.109	0.058	1	"Mig"	"YPEL5"	"20-40"
"HECA"	0.0327429141343667	0.700340672036353	0.112	0.062	1	"Mig"	"HECA"	"20-40"
"ATRX"	0.0329828936654581	0.701351393511668	0.151	0.089	1	"Mig"	"ATRX"	"20-40"
"ERCC-00051"	0.0335690692800678	-0.282718546317848	0.063	0.116	1	"Mig"	"ERCC-00051"	"20-40"
"RBM39"	0.0339099463201852	0.537102819998952	0.161	0.101	1	"Mig"	"RBM39"	"20-40"
"ARID4A"	0.0342417328503555	0.955557004686468	0.102	0.054	1	"Mig"	"ARID4A"	"20-40"
"TMEM14C"	0.0347460623049456	0.560259043401074	0.112	0.062	1	"Mig"	"TMEM14C"	"20-40"
"DHRS7"	0.0349093988101351	0.70182992434484	0.253	0.186	1	"Mig"	"DHRS7"	"20-40"
"CD63"	0.0350491952533057	0.568551619538031	0.284	0.213	1	"Mig"	"CD63"	"20-40"
"SPTLC2"	0.0359104070229696	0.566105502025076	0.277	0.202	1	"Mig"	"SPTLC2"	"20-40"
"C1orf43"	0.0363720108549333	0.650833350888534	0.137	0.081	1	"Mig"	"C1orf43"	"20-40"
"CERS2"	0.0365645101705774	1.02140394903217	0.116	0.066	1	"Mig"	"CERS2"	"20-40"
"TAX1BP1"	0.0368533477521723	0.735305932331712	0.102	0.054	1	"Mig"	"TAX1BP1"	"20-40"
"OST4"	0.0368872140130718	0.638483711036958	0.126	0.074	1	"Mig"	"OST4"	"20-40"
"CCL3"	0.0371475904010398	0.654940644239746	0.34	0.264	1	"Mig"	"CCL3"	"20-40"
"UBL3"	0.0371718409965968	0.855590960366586	0.126	0.074	1	"Mig"	"UBL3"	"20-40"
"SIGLEC8"	0.0385918207458866	-0.371756307099522	0.151	0.221	1	"Mig"	"SIGLEC8"	"20-40"
"PARP14"	0.0386320681470837	-0.460836710002919	0.056	0.105	1	"Mig"	"PARP14"	"20-40"
"FBXL18"	0.0387227595074689	-0.348974143784197	0.2	0.275	1	"Mig"	"FBXL18"	"20-40"
"EMB"	0.0394248743958751	0.225333006152084	0.137	0.078	1	"Mig"	"EMB"	"20-40"
"CIRBP"	0.03969611536892	0.60137481650359	0.165	0.109	1	"Mig"	"CIRBP"	"20-40"
"HNRNPD"	0.0397739019227802	0.437503365704576	0.161	0.101	1	"Mig"	"HNRNPD"	"20-40"
"MGAT4A"	0.0405333804736766	0.544318685670241	0.214	0.143	1	"Mig"	"MGAT4A"	"20-40"
"MTCO1P2"	0.0408277689877841	0.385870433790361	0.102	0.054	1	"Mig"	"MTCO1P2"	"20-40"
"NLRP3"	0.0408325762798604	0.730020713009052	0.13	0.078	1	"Mig"	"NLRP3"	"20-40"
"TGOLN2"	0.0416241638518907	0.692812589248843	0.274	0.213	1	"Mig"	"TGOLN2"	"20-40"
"SRRM2"	0.0432495768218424	-0.262400087006765	0.084	0.14	1	"Mig"	"SRRM2"	"20-40"
"COX5B"	0.0433762733203626	-0.227136736168764	0.053	0.101	1	"Mig"	"COX5B"	"20-40"
"FOS"	0.0434683695313374	-0.147163884069831	0.263	0.353	1	"Mig"	"FOS"	"20-40"
"NUDT3"	0.0440929640651555	0.660392472616524	0.14	0.089	1	"Mig"	"NUDT3"	"20-40"
"MT-RNR2"	0.0453819783239226	-0.11599368050326	1	1	1	"Mig"	"MT-RNR2"	"20-40"
"CCL4L2"	0.0464873385025476	0.744878731917634	0.305	0.24	1	"Mig"	"CCL4L2"	"20-40"
