"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"SRGN"	3.05163838280791e-13	1.71945242232036	0.551	0.275	1.73354421612169e-08	"Mig"	"SRGN"	"20-40"
"GPR34"	3.88858395851847e-13	1.34145765372509	0.702	0.477	2.20898788931558e-08	"Mig"	"GPR34"	"20-40"
"AC019205.3"	5.37510266465159e-13	1.59815603882921	0.323	0.078	3.05343457070863e-08	"Mig"	"AC019205.3"	"20-40"
"SNORD72"	6.07507103379766e-13	1.24707522996751	0.625	0.399	3.45106560216943e-08	"Mig"	"SNORD72"	"20-40"
"UBA52"	6.54326876588244e-13	1.67003292174154	0.491	0.229	3.71703468783484e-08	"Mig"	"UBA52"	"20-40"
"ERCC-00095"	1.06701114326538e-12	-1.27367939495813	0.144	0.426	6.06137020154765e-08	"Mig"	"ERCC-00095"	"20-40"
"SNORA70"	1.46045477862183e-12	1.35161449962575	0.582	0.31	8.29640546091703e-08	"Mig"	"SNORA70"	"20-40"
"SNORD58A"	2.61541372614222e-12	1.4524965828108	0.274	0.054	1.48573807540961e-07	"Mig"	"SNORD58A"	"20-40"
"HLA-H"	3.03465349116863e-12	1.4979514151993	0.189	0.008	1.72389560872816e-07	"Mig"	"HLA-H"	"20-40"
"AC016739.1"	3.24503492442973e-12	1.28610768035878	0.47	0.209	1.8434069895208e-07	"Mig"	"AC016739.1"	"20-40"
"ERCC-00043"	3.56365859366739e-12	-0.5898958820615	0.698	0.899	2.02440753730464e-07	"Mig"	"ERCC-00043"	"20-40"
"TMSB4X"	3.73845607500043e-12	0.796071439233901	0.86	0.771	2.12370474252549e-07	"Mig"	"TMSB4X"	"20-40"
"AL121612.1"	7.17060962118872e-12	1.6532399238309	0.274	0.058	4.07340820750868e-07	"Mig"	"AL121612.1"	"20-40"
"SNORD4B"	7.49042058379273e-12	1.35210227367943	0.277	0.058	4.25508322103513e-07	"Mig"	"SNORD4B"	"20-40"
"TPT1"	1.2005239344045e-11	0.902402143577657	0.73	0.516	6.81981631417165e-07	"Mig"	"TPT1"	"20-40"
"AC022431.1"	1.24018041016043e-11	1.44465631581048	0.382	0.151	7.04509285599838e-07	"Mig"	"AC022431.1"	"20-40"
"ERCC-00111"	1.44177688230427e-11	-0.65274055636358	0.628	0.849	8.19030193530589e-07	"Mig"	"ERCC-00111"	"20-40"
"AL009174.1"	2.7571992407372e-11	1.54584838434607	0.337	0.116	1.56628217268558e-06	"Mig"	"AL009174.1"	"20-40"
"AC068724.1"	9.91607768218922e-11	1.27766254571987	0.382	0.147	5.63302624892123e-06	"Mig"	"AC068724.1"	"20-40"
"MT-ND6"	1.7191408665149e-10	-0.577685252461851	0.091	0.326	9.76592352041118e-06	"Mig"	"MT-ND6"	"20-40"
"A2M"	1.83947396047999e-10	0.646534729532652	0.895	0.771	1.04494997272987e-05	"Mig"	"A2M"	"20-40"
"AC078817.1"	3.3149664422905e-10	1.33896332978646	0.263	0.066	1.88313298687196e-05	"Mig"	"AC078817.1"	"20-40"
"AC026366.1"	4.21957366615776e-10	1.28548344166555	0.382	0.163	2.39701321253424e-05	"Mig"	"AC026366.1"	"20-40"
"AC025857.2"	4.41713853544493e-10	1.05152870810268	0.747	0.593	2.5092438878302e-05	"Mig"	"AC025857.2"	"20-40"
"AC005840.1"	4.42717881897697e-10	1.39626495770431	0.235	0.05	2.51494747169625e-05	"Mig"	"AC005840.1"	"20-40"
"ERCC-00145"	4.56844849587231e-10	-0.506470196439307	0.551	0.841	2.59519853705018e-05	"Mig"	"ERCC-00145"	"20-40"
"MT-CO3"	5.62607898681505e-10	0.559964344678972	0.965	0.973	3.19600669004003e-05	"Mig"	"MT-CO3"	"20-40"
"SNORA33"	5.93069088236379e-10	1.28604463579598	0.481	0.279	3.3690475695444e-05	"Mig"	"SNORA33"	"20-40"
"MTRNR2L10"	1.04107097279174e-09	1.22368265201108	0.161	0.012	5.91401187513803e-05	"Mig"	"MTRNR2L10"	"20-40"
"AC099340.1"	1.11534791756526e-09	1.27893023559096	0.161	0.012	6.33595691531295e-05	"Mig"	"AC099340.1"	"20-40"
"TMIGD3"	1.21709688275479e-09	1.27084963348946	0.351	0.132	6.91396226186514e-05	"Mig"	"TMIGD3"	"20-40"
"SGK1"	1.25785407647677e-09	1.70722279861012	0.368	0.163	7.14549165224159e-05	"Mig"	"SGK1"	"20-40"
"FO393411.1"	1.60093606223572e-09	1.19072336330729	0.505	0.306	9.09443748874245e-05	"Mig"	"FO393411.1"	"20-40"
"ERCC-00076"	1.82804031602181e-09	-0.913527004771889	0.182	0.422	0.000103845486232251	"Mig"	"ERCC-00076"	"20-40"
"AC091153.1"	1.8866837327614e-09	1.17158990405922	0.196	0.031	0.000107176842806977	"Mig"	"AC091153.1"	"20-40"
"AL161909.1"	2.01236970393146e-09	1.27023766817289	0.263	0.074	0.000114316685771234	"Mig"	"AL161909.1"	"20-40"
"AL121594.1"	3.36230048826202e-09	1.21235145659088	0.414	0.202	0.000191002203836701	"Mig"	"AL121594.1"	"20-40"
"ERCC-00092"	4.0929295571036e-09	-0.86408856368667	0.253	0.512	0.000232507049350384	"Mig"	"ERCC-00092"	"20-40"
"SNORD36B"	5.18717479929285e-09	1.19347329550799	0.347	0.143	0.000294667838823429	"Mig"	"SNORD36B"	"20-40"
"SNORD21"	6.16520435109020e-09	1.45008512286814	0.347	0.147	0.000350226763572381	"Mig"	"SNORD21"	"20-40"
"SNORA7A"	6.29749991551375e-09	1.42721431616868	0.344	0.147	0.00035774207770059	"Mig"	"SNORA7A"	"20-40"
"MT-RNR1"	7.98985736497352e-09	-0.468701127833899	0.909	0.996	0.000453879827332051	"Mig"	"MT-RNR1"	"20-40"
"AC079250.1"	8.27025101693123e-09	1.28083352898297	0.228	0.058	0.000469808149518812	"Mig"	"AC079250.1"	"20-40"
"ERCC-00042"	9.33533190812063e-09	-0.507723779633268	0.523	0.771	0.000530312199704609	"Mig"	"ERCC-00042"	"20-40"
"ERCC-00131"	1.0866064020121e-08	-0.991339538241779	0.126	0.333	0.000617268498791011	"Mig"	"ERCC-00131"	"20-40"
"AC245033.1"	1.10455459342889e-08	1.27688349934721	0.211	0.047	0.000627464327889148	"Mig"	"AC245033.1"	"20-40"
"HLA-C"	1.10660774451965e-08	0.802461887729634	0.526	0.302	0.00062863066142928	"Mig"	"HLA-C"	"20-40"
"CCL3L3"	1.16867123141792e-08	1.95700885547035	0.302	0.109	0.00066388706643158	"Mig"	"CCL3L3"	"20-40"
"AC125807.1"	1.26412966756691e-08	1.39350855968438	0.232	0.062	0.000718114140254737	"Mig"	"AC125807.1"	"20-40"
"HLA-B"	1.37944172143011e-08	0.935048596872668	0.716	0.558	0.0007836194586928	"Mig"	"HLA-B"	"20-40"
"ERCC-00022"	1.53349697301659e-08	-0.625705966370571	0.221	0.477	0.000871133625461535	"Mig"	"ERCC-00022"	"20-40"
"AL590867.2"	1.5926762584732e-08	1.07535054860985	0.175	0.027	0.000904751602150871	"Mig"	"AL590867.2"	"20-40"
"ERCC-00044"	1.6724572666003e-08	-1.19498773077356	0.088	0.275	0.000950072799437631	"Mig"	"ERCC-00044"	"20-40"
"PABPC1"	1.84460592108583e-08	1.0723421691913	0.579	0.38	0.00104786528559123	"Mig"	"PABPC1"	"20-40"
"ERCC-00071"	2.22876662165444e-08	-0.827124702236602	0.049	0.213	0.00126609545476324	"Mig"	"ERCC-00071"	"20-40"
"AL049873.1"	2.6072381464579e-08	1.17916346406971	0.358	0.171	0.00148109377385834	"Mig"	"AL049873.1"	"20-40"
"CALR"	3.23030361074224e-08	-0.920239905836563	0.137	0.333	0.00183503857215434	"Mig"	"CALR"	"20-40"
"TGFBR2"	3.27823212871086e-08	1.082032266116	0.361	0.155	0.00186226532535678	"Mig"	"TGFBR2"	"20-40"
"NFKBIA"	3.72542256627808e-08	1.40108806036623	0.323	0.136	0.00211630079722559	"Mig"	"NFKBIA"	"20-40"
"TSC22D3"	4.26840218468795e-08	1.37377208290794	0.161	0.023	0.00242475122905568	"Mig"	"TSC22D3"	"20-40"
"NEAT1"	5.12168861784666e-08	1.57734451448298	0.295	0.112	0.00290947765314015	"Mig"	"NEAT1"	"20-40"
"RACK1"	5.74596849502992e-08	1.32105186957072	0.46	0.271	0.00326411232297165	"Mig"	"RACK1"	"20-40"
"BTF3"	6.97373034085476e-08	1.19607791209238	0.312	0.132	0.00396156699472936	"Mig"	"BTF3"	"20-40"
"AC116533.1"	7.60050892648069e-08	1.08343368572587	0.456	0.264	0.00431762110586589	"Mig"	"AC116533.1"	"20-40"
"ZNF812P"	8.09810087952555e-08	1.84575393718949	0.133	0.012	0.00460028816663208	"Mig"	"ZNF812P"	"20-40"
"CITED2"	8.29894771092289e-08	-1.13173491879177	0.046	0.194	0.00471438322614397	"Mig"	"CITED2"	"20-40"
"AC034236.1"	9.23288425322824e-08	1.11598697359818	0.365	0.186	0.00524492455773137	"Mig"	"AC034236.1"	"20-40"
"CSF1R"	1.25938062810156e-07	0.698215430427631	0.796	0.736	0.00715416353405651	"Mig"	"CSF1R"	"20-40"
"AC136632.1"	1.68486876613606e-07	1.22759496471834	0.305	0.132	0.00957123399978914	"Mig"	"AC136632.1"	"20-40"
"EEF1B2"	1.84312647869074e-07	1.24354982029322	0.33	0.155	0.0104702485874985	"Mig"	"EEF1B2"	"20-40"
"MT-CO1"	2.413251080362e-07	0.448102548896387	0.954	0.973	0.0137089554122124	"Mig"	"MT-CO1"	"20-40"
"ERCC-00116"	2.78653173224869e-07	-0.910311829161887	0.228	0.426	0.0158294508113851	"Mig"	"ERCC-00116"	"20-40"
"APOE"	3.03057597757573e-07	1.03050494249346	0.558	0.368	0.0172157929558145	"Mig"	"APOE"	"20-40"
"SNORD35A"	3.218074792762e-07	1.44201896947615	0.281	0.116	0.0182809174752431	"Mig"	"SNORD35A"	"20-40"
"P2RY12"	5.95689203760859e-07	0.727037801269365	0.804	0.698	0.0338393165980431	"Mig"	"P2RY12"	"20-40"
"AC012618.1"	5.98293752263521e-07	1.04772006725689	0.2	0.058	0.0339872731848338	"Mig"	"AC012618.1"	"20-40"
"AC073621.1"	6.88449186986466e-07	1.08038036439003	0.425	0.256	0.0391087329651402	"Mig"	"AC073621.1"	"20-40"
"HSPA1A"	6.91167051613103e-07	-0.408220374173816	0.116	0.287	0.0392631267009855	"Mig"	"HSPA1A"	"20-40"
"AP005202.1"	7.11957573339783e-07	1.10083814330851	0.393	0.221	0.040444173868713	"Mig"	"AP005202.1"	"20-40"
"FKBP5"	7.64376813431905e-07	1.11566108265448	0.189	0.05	0.0434219536406262	"Mig"	"FKBP5"	"20-40"
"ERCC-00035"	7.71802092854475e-07	-0.711712810993079	0.063	0.213	0.0438437614887842	"Mig"	"ERCC-00035"	"20-40"
"MTND5P12"	8.03627943145209e-07	-0.770609367365508	0.235	0.442	0.0456516925662499	"Mig"	"MTND5P12"	"20-40"
"SNORA62"	8.37583530625515e-07	1.15772966246792	0.207	0.066	0.0475806076242436	"Mig"	"SNORA62"	"20-40"
"AC091167.1"	8.88387250231556e-07	0.916131150206806	0.14	0.023	0.050466614523904	"Mig"	"AC091167.1"	"20-40"
"SNORD55"	9.16093723211689e-07	1.31946651968098	0.246	0.093	0.0520405361344864	"Mig"	"SNORD55"	"20-40"
"ERCC-00060"	9.79053254972154e-07	-0.767372778858501	0.154	0.337	0.0556170782552032	"Mig"	"ERCC-00060"	"20-40"
"MTCO1P12"	1.02334570673968e-06	0.855022222570591	0.582	0.461	0.0581331995627612	"Mig"	"MTCO1P12"	"20-40"
"AC010343.1"	1.09510908900493e-06	1.1002265177719	0.225	0.078	0.0622098620191032	"Mig"	"AC010343.1"	"20-40"
"EIF3H"	1.42639065261347e-06	1.14405354674803	0.221	0.074	0.0810289738030133	"Mig"	"EIF3H"	"20-40"
"MIR6805"	1.43496109591533e-06	1.07228321518435	0.309	0.151	0.0815158349756619	"Mig"	"MIR6805"	"20-40"
"AC011447.1"	1.46714163146694e-06	1.08079374399737	0.175	0.047	0.0833439146587423	"Mig"	"AC011447.1"	"20-40"
"GSTM3"	1.55449630729293e-06	1.1301084101731	0.137	0.023	0.0883062717283897	"Mig"	"GSTM3"	"20-40"
"MTCYBP13"	1.63837234645948e-06	-0.865215864373283	0.014	0.112	0.0930710178853239	"Mig"	"MTCYBP13"	"20-40"
"ERCC-00062"	1.6939733870587e-06	-0.991799918288086	0.084	0.236	0.0962295461986433	"Mig"	"ERCC-00062"	"20-40"
"CD83"	1.72076166112713e-06	1.19439774720995	0.302	0.136	0.0977513076836486	"Mig"	"CD83"	"20-40"
"MTATP6P1"	1.75180986827382e-06	0.739456899978128	0.628	0.554	0.0995150631870311	"Mig"	"MTATP6P1"	"20-40"
"AC024293.1"	1.85797925493912e-06	1.12657043115329	0.323	0.163	0.105546227535326	"Mig"	"AC024293.1"	"20-40"
"AP001324.1"	1.96164650073911e-06	1.23522104387109	0.333	0.178	0.111435252767487	"Mig"	"AP001324.1"	"20-40"
"MTRNR2L12"	2.32862491299443e-06	0.720543518276202	0.596	0.453	0.132282195432475	"Mig"	"MTRNR2L12"	"20-40"
"NACA"	2.56503393417661e-06	1.1546832874453	0.463	0.314	0.145711882698771	"Mig"	"NACA"	"20-40"
"MIR7111"	3.58707719580815e-06	1.15027571841462	0.263	0.116	0.203771094262274	"Mig"	"MIR7111"	"20-40"
"FSCN1"	3.63066867516059e-06	-0.980479730335364	0.039	0.155	0.206247395429848	"Mig"	"FSCN1"	"20-40"
"ERCC-00162"	4.25765748076488e-06	-0.938457758499271	0.105	0.256	0.241864748509811	"Mig"	"ERCC-00162"	"20-40"
"IER2"	4.40398488420765e-06	-0.761528753581141	0.074	0.213	0.250177169317184	"Mig"	"IER2"	"20-40"
"AL450405.1"	5.09658862169017e-06	0.92160645058848	0.105	0.012	0.289521909832353	"Mig"	"AL450405.1"	"20-40"
"DRAM2"	5.74000034703675e-06	1.49947623829836	0.14	0.031	0.326072199714116	"Mig"	"DRAM2"	"20-40"
"GABARAP"	5.87616082200207e-06	1.23317554061937	0.253	0.109	0.333807067815471	"Mig"	"GABARAP"	"20-40"
"AP003385.3"	5.9079051200004e-06	0.930642466605685	0.154	0.039	0.335610366151862	"Mig"	"AP003385.3"	"20-40"
"SLC1A3"	6.3887063837662e-06	1.20915295197545	0.474	0.333	0.362923243542606	"Mig"	"SLC1A3"	"20-40"
"KLF6"	7.18605328221469e-06	1.07960979536236	0.295	0.14	0.40821812880277	"Mig"	"KLF6"	"20-40"
"C3AR1"	7.36567818140263e-06	0.981693345030207	0.446	0.267	0.418422080450939	"Mig"	"C3AR1"	"20-40"
"HLA-A"	7.41725821816157e-06	1.22468209460044	0.389	0.244	0.421352187599104	"Mig"	"HLA-A"	"20-40"
"EEF1A1P24"	7.89122818988247e-06	0.727211608670853	0.102	0.012	0.448276999782653	"Mig"	"EEF1A1P24"	"20-40"
"OLR1"	8.66008467621636e-06	0.850127928283699	0.509	0.333	0.491953430201823	"Mig"	"OLR1"	"20-40"
"EIF1"	8.84629789005901e-06	0.991640164788367	0.414	0.26	0.502531644240582	"Mig"	"EIF1"	"20-40"
"ASAH1"	8.88161226173932e-06	1.3653742395282	0.368	0.213	0.504537747752626	"Mig"	"ASAH1"	"20-40"
"FTL"	9.38614897227587e-06	0.645744062855319	0.807	0.783	0.533198964668075	"Mig"	"FTL"	"20-40"
"MIR6850"	9.43078191558563e-06	1.01813510950606	0.291	0.14	0.535734428278673	"Mig"	"MIR6850"	"20-40"
"TRIB1"	9.78149823907274e-06	1.12564232083722	0.218	0.081	0.555657570467005	"Mig"	"TRIB1"	"20-40"
"AC020917.1"	1.07524422441785e-05	0.766686398666276	0.116	0.019	0.610813986565051	"Mig"	"AC020917.1"	"20-40"
"AC092017.2"	1.12929742145376e-05	0.831304901765934	0.13	0.027	0.64151998620524	"Mig"	"AC092017.2"	"20-40"
"AC120057.3"	1.15390646356126e-05	0.975352447457487	0.246	0.109	0.655499644755244	"Mig"	"AC120057.3"	"20-40"
"MIA3"	1.15465246123239e-05	1.25307629627288	0.116	0.019	0.655923423652283	"Mig"	"MIA3"	"20-40"
"PIK3IP1"	1.24747167510951e-05	1.38586708935763	0.154	0.043	0.708651234479461	"Mig"	"PIK3IP1"	"20-40"
"GPX1"	1.26696760837918e-05	0.895510680605451	0.491	0.353	0.719726289291959	"Mig"	"GPX1"	"20-40"
"SAT1"	1.29110331570061e-05	1.09515194445502	0.351	0.19	0.733437060550047	"Mig"	"SAT1"	"20-40"
"MIR6797"	1.44905969991661e-05	0.91810283922365	0.446	0.287	0.823167343731629	"Mig"	"MIR6797"	"20-40"
"NPM1"	1.6135575077413e-05	0.944992784088095	0.2	0.074	0.916613613422602	"Mig"	"NPM1"	"20-40"
"ERCC-00112"	1.62580403465785e-05	-0.633542984993278	0.109	0.252	0.923570497968087	"Mig"	"ERCC-00112"	"20-40"
"TNF"	2.0261534807031e-05	-1.30666463586479	0.021	0.109	1	"Mig"	"TNF"	"20-40"
"RGS10"	2.07288678487176e-05	0.967745795487069	0.481	0.345	1	"Mig"	"RGS10"	"20-40"
"FEZ2"	2.2775862912643e-05	1.12521179913349	0.232	0.097	1	"Mig"	"FEZ2"	"20-40"
"HLA-DRB6"	2.38230825693913e-05	-0.686216452084071	0.067	0.186	1	"Mig"	"HLA-DRB6"	"20-40"
"AC113935.1"	2.7789923862222e-05	0.927617224001337	0.172	0.058	1	"Mig"	"AC113935.1"	"20-40"
"CPVL"	3.12878363322483e-05	1.09437873844699	0.221	0.093	1	"Mig"	"CPVL"	"20-40"
"CEP350"	3.17190315974386e-05	-1.0333897520884	0.053	0.159	1	"Mig"	"CEP350"	"20-40"
"FAU"	3.48839132333323e-05	1.01749322710042	0.368	0.229	1	"Mig"	"FAU"	"20-40"
"AP002990.1"	3.90977433946531e-05	0.868561672884888	0.326	0.182	1	"Mig"	"AP002990.1"	"20-40"
"SARAF"	4.17220866750831e-05	0.912741541138371	0.358	0.205	1	"Mig"	"SARAF"	"20-40"
"IFI16"	4.19447995622612e-05	0.879105444785908	0.347	0.194	1	"Mig"	"IFI16"	"20-40"
"AC107032.1"	4.96269125780457e-05	0.999975571362945	0.277	0.151	1	"Mig"	"AC107032.1"	"20-40"
"AC096919.1"	5.09474591921838e-05	1.15571790826618	0.214	0.097	1	"Mig"	"AC096919.1"	"20-40"
"MTND1P23"	5.40672907068738e-05	-0.500426327083959	0.428	0.605	1	"Mig"	"MTND1P23"	"20-40"
"CNPY3"	5.71320280151975e-05	1.18303003797907	0.281	0.147	1	"Mig"	"CNPY3"	"20-40"
"SLA"	5.83434927659185e-05	1.27198339758378	0.154	0.05	1	"Mig"	"SLA"	"20-40"
"AC007969.1"	5.9552413991724e-05	0.766550712544238	0.256	0.128	1	"Mig"	"AC007969.1"	"20-40"
"AC015911.1"	6.15413994950059e-05	0.73507570733954	0.109	0.023	1	"Mig"	"AC015911.1"	"20-40"
"SYVN1"	6.22014888267153e-05	0.808667072067434	0.186	0.07	1	"Mig"	"SYVN1"	"20-40"
"NACA3P"	6.3214420111187e-05	0.96300517921347	0.263	0.136	1	"Mig"	"NACA3P"	"20-40"
"PRRG4"	6.3868082091305e-05	1.38769457140022	0.109	0.023	1	"Mig"	"PRRG4"	"20-40"
"APOC1"	6.50297042208969e-05	0.941090764840058	0.161	0.054	1	"Mig"	"APOC1"	"20-40"
"FTH1"	6.74079178564947e-05	0.764691852081791	0.53	0.395	1	"Mig"	"FTH1"	"20-40"
"NAP1L1"	6.98165527720355e-05	1.20140047599653	0.351	0.217	1	"Mig"	"NAP1L1"	"20-40"
"ETS2"	7.27762894689308e-05	1.06531836831872	0.228	0.105	1	"Mig"	"ETS2"	"20-40"
"HLA-DRB1"	8.27574587867515e-05	-0.390519435967648	0.33	0.508	1	"Mig"	"HLA-DRB1"	"20-40"
"EVI2A"	9.08923661015302e-05	1.25112342393862	0.281	0.155	1	"Mig"	"EVI2A"	"20-40"
"AP000936.3"	9.70725302833659e-05	0.814843143458708	0.358	0.229	1	"Mig"	"AP000936.3"	"20-40"
"AC008038.1"	0.000102766108354788	0.980996371982172	0.207	0.093	1	"Mig"	"AC008038.1"	"20-40"
"ARL6IP5"	0.00010404486420489	0.870051472814801	0.382	0.244	1	"Mig"	"ARL6IP5"	"20-40"
"AC004453.1"	0.000116441939254448	0.923891020626158	0.218	0.101	1	"Mig"	"AC004453.1"	"20-40"
"MARCKS"	0.000128108626383926	-0.382841451385066	0.432	0.609	1	"Mig"	"MARCKS"	"20-40"
"ACY3"	0.000137660794936766	-0.779302862373603	0.063	0.167	1	"Mig"	"ACY3"	"20-40"
"TMEM123"	0.000142954851703154	1.14660359788003	0.105	0.023	1	"Mig"	"TMEM123"	"20-40"
"CD302"	0.000152959926033325	0.840300052574242	0.189	0.078	1	"Mig"	"CD302"	"20-40"
"MIR3064"	0.000169898400419432	0.974624619093397	0.361	0.229	1	"Mig"	"MIR3064"	"20-40"
"PCBP2"	0.000173910622975052	1.10952846709643	0.196	0.085	1	"Mig"	"PCBP2"	"20-40"
"SNORD83A"	0.000175658299909759	0.914014620973431	0.165	0.066	1	"Mig"	"SNORD83A"	"20-40"
"COX7C"	0.000180136054151123	1.10565852104419	0.274	0.155	1	"Mig"	"COX7C"	"20-40"
"AC109327.2"	0.0001814316386549	0.701966407119751	0.133	0.043	1	"Mig"	"AC109327.2"	"20-40"
"RNF13"	0.000184675097478848	1.16256909044673	0.172	0.07	1	"Mig"	"RNF13"	"20-40"
"AC115223.1"	0.00018517039538279	0.698299436833515	0.204	0.089	1	"Mig"	"AC115223.1"	"20-40"
"AC093591.1"	0.000190807155827935	0.701188096845414	0.133	0.043	1	"Mig"	"AC093591.1"	"20-40"
"ANP32B"	0.000195060895319216	1.09529802887236	0.14	0.047	1	"Mig"	"ANP32B"	"20-40"
"ADCY7"	0.000209335869670056	1.16465710939538	0.144	0.05	1	"Mig"	"ADCY7"	"20-40"
"MRC1"	0.00021984692630491	-0.469390817918936	0.123	0.252	1	"Mig"	"MRC1"	"20-40"
"MCL1"	0.000227760648694739	0.956300473588695	0.179	0.074	1	"Mig"	"MCL1"	"20-40"
"AC104563.1"	0.000232019702699968	0.851374267325181	0.147	0.054	1	"Mig"	"AC104563.1"	"20-40"
"AC134669.2"	0.000238172815612736	1.16109813695699	0.316	0.194	1	"Mig"	"AC134669.2"	"20-40"
"DDX17"	0.000243441724663703	1.17856711480496	0.274	0.155	1	"Mig"	"DDX17"	"20-40"
"AC008021.1"	0.000245027907392845	0.769483674953724	0.196	0.089	1	"Mig"	"AC008021.1"	"20-40"
"FGL2"	0.000270389337222278	1.01239208109673	0.207	0.097	1	"Mig"	"FGL2"	"20-40"
"ST6GAL1"	0.000275533825632542	0.744245259678958	0.572	0.473	1	"Mig"	"ST6GAL1"	"20-40"
"C3"	0.000286698082355771	0.410751134038134	0.87	0.86	1	"Mig"	"C3"	"20-40"
"C1QB"	0.000291739852445196	0.701085972822231	0.653	0.612	1	"Mig"	"C1QB"	"20-40"
"MIR4426"	0.000292730648652117	0.771174172077133	0.151	0.058	1	"Mig"	"MIR4426"	"20-40"
"ADAM9"	0.000298465823835481	1.0119451851452	0.112	0.031	1	"Mig"	"ADAM9"	"20-40"
"SERPINF1"	0.000311788368602396	1.07946367817196	0.151	0.058	1	"Mig"	"SERPINF1"	"20-40"
"MBP"	0.000321803499953217	-0.316348765176613	0.032	0.112	1	"Mig"	"MBP"	"20-40"
"FTH1P8"	0.000351538438578931	0.760986092907712	0.333	0.205	1	"Mig"	"FTH1P8"	"20-40"
