"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"disease"
"CENPC2"	0.126612080770221	-0.0168915406772308	0.089	0.133	1	"Mig"	"CENPC"	"40-60"	"MS"
"ITPKB2"	0.126629426609887	0.117615597768643	0.154	0.218	1	"Mig"	"ITPKB"	"40-60"	"MS"
"FUBP3"	0.127129670191035	-0.258958184777168	0.078	0.117	1	"Mig"	"FUBP3"	"40-60"	"MS"
"EXOC11"	0.127248583685196	0.136099459167025	0.107	0.16	1	"Mig"	"EXOC1"	"40-60"	"MS"
"PUM12"	0.127390043986816	0.0763043430865518	0.185	0.261	1	"Mig"	"PUM1"	"40-60"	"MS"
"DDX52"	0.127668407361849	0.42465373750757	0.381	0.351	1	"Mig"	"DDX5"	"40-60"	"MS"
"NUAK1"	0.128528767220606	0.147612851635277	0.078	0.122	1	"Mig"	"NUAK1"	"40-60"	"MS"
"PAG11"	0.129155873260481	-0.115090032471387	0.154	0.213	1	"Mig"	"PAG1"	"40-60"	"MS"
"CHCHD22"	0.129219645285287	-0.0264625464195263	0.084	0.128	1	"Mig"	"CHCHD2"	"40-60"	"MS"
"APOC2"	0.129599882168109	0.751095556269349	0.117	0.08	1	"Mig"	"APOC2"	"40-60"	"MS"
"MYO102"	0.129746131477657	0.0900184941977343	0.078	0.122	1	"Mig"	"MYO10"	"40-60"	"MS"
"TRIO2"	0.129936242140438	0.705123723887011	0.211	0.176	1	"Mig"	"TRIO"	"40-60"	"MS"
"NNT1"	0.129968610932535	-0.0464342107074357	0.063	0.101	1	"Mig"	"NNT"	"40-60"	"MS"
"SPATA61"	0.130388304461042	-0.0399777225019249	0.068	0.106	1	"Mig"	"SPATA6"	"40-60"	"MS"
"OS91"	0.131028975608644	-0.248529718642719	0.073	0.112	1	"Mig"	"OS9"	"40-60"	"MS"
"SPATA51"	0.131878717195176	-0.104493843265743	0.094	0.138	1	"Mig"	"SPATA5"	"40-60"	"MS"
"RNF2161"	0.132112142013392	0.140049970605896	0.07	0.112	1	"Mig"	"RNF216"	"40-60"	"MS"
"KLF31"	0.132185334234266	0.612289137741753	0.117	0.08	1	"Mig"	"KLF3"	"40-60"	"MS"
"ZBTB382"	0.132295503744245	0.133286629072537	0.125	0.181	1	"Mig"	"ZBTB38"	"40-60"	"MS"
"ARHGAP11"	0.133320624547607	-0.0959751369681762	0.068	0.106	1	"Mig"	"ARHGAP1"	"40-60"	"MS"
"INTS101"	0.133443966417583	0.216923961711218	0.063	0.101	1	"Mig"	"INTS10"	"40-60"	"MS"
"GNB4"	0.133451210791998	0.486601407087734	0.298	0.255	1	"Mig"	"GNB4"	"40-60"	"MS"
"MFSD14B"	0.133966011455954	-0.0404422957360503	0.081	0.122	1	"Mig"	"MFSD14B"	"40-60"	"MS"
"HERC42"	0.134155596642093	0.585365579799421	0.141	0.101	1	"Mig"	"HERC4"	"40-60"	"MS"
"DENND4A2"	0.134181257057182	0.299578551645869	0.167	0.239	1	"Mig"	"DENND4A"	"40-60"	"MS"
"GSPT12"	0.134210191907006	-0.121833178302626	0.068	0.106	1	"Mig"	"GSPT1"	"40-60"	"MS"
"PPP2R1A2"	0.134374868206489	-0.17403560128761	0.107	0.154	1	"Mig"	"PPP2R1A"	"40-60"	"MS"
"MAP7D11"	0.13485658769701	0.0305311639960473	0.115	0.165	1	"Mig"	"MAP7D1"	"40-60"	"MS"
"LYST2"	0.13518909017477	0.136314922548835	0.17	0.239	1	"Mig"	"LYST"	"40-60"	"MS"
"SNX24"	0.135307470220502	0.0828204672801345	0.091	0.138	1	"Mig"	"SNX24"	"40-60"	"MS"
"GLG12"	0.135894551527512	0.0269276755413403	0.154	0.213	1	"Mig"	"GLG1"	"40-60"	"MS"
"CD83"	0.136109084219866	0.740696798853477	0.136	0.096	1	"Mig"	"CD83"	"40-60"	"MS"
"PPIG2"	0.136512400780309	0.0890841523158228	0.141	0.202	1	"Mig"	"PPIG"	"40-60"	"MS"
"BOD1L12"	0.137348985306306	0.0935192118314065	0.149	0.207	1	"Mig"	"BOD1L1"	"40-60"	"MS"
"CDC732"	0.137771356151759	0.256440168052902	0.063	0.101	1	"Mig"	"CDC73"	"40-60"	"MS"
"CDC372"	0.138185264792127	-0.074314470667066	0.102	0.149	1	"Mig"	"CDC37"	"40-60"	"MS"
"PTPRE1"	0.138228490102744	-0.0404941790597808	0.128	0.181	1	"Mig"	"PTPRE"	"40-60"	"MS"
"ITPR1"	0.138440583746398	0.0613967314276271	0.084	0.128	1	"Mig"	"ITPR1"	"40-60"	"MS"
"GPX11"	0.13850032751744	0.248010496262633	0.475	0.468	1	"Mig"	"GPX1"	"40-60"	"MS"
"EPC21"	0.13885047617669	0.138426564683731	0.089	0.133	1	"Mig"	"EPC2"	"40-60"	"MS"
"LDLRAD32"	0.139215322642031	0.0258994623219484	0.102	0.149	1	"Mig"	"LDLRAD3"	"40-60"	"MS"
"SPEN2"	0.139354392441297	-0.171445534011536	0.086	0.128	1	"Mig"	"SPEN"	"40-60"	"MS"
"ZCCHC6"	0.139661526198607	0.00918434824828607	0.138	0.197	1	"Mig"	"ZCCHC6"	"40-60"	"MS"
"GIPC11"	0.139764458050321	-0.245857644282718	0.065	0.101	1	"Mig"	"GIPC1"	"40-60"	"MS"
"HCK"	0.13995105651231	-0.196583938313319	0.068	0.106	1	"Mig"	"HCK"	"40-60"	"MS"
"TMEM30A2"	0.140568326878069	0.0949585983893413	0.11	0.16	1	"Mig"	"TMEM30A"	"40-60"	"MS"
"ZNF6442"	0.140655530272221	0.216253034130249	0.159	0.229	1	"Mig"	"ZNF644"	"40-60"	"MS"
"KLF72"	0.1411699497708	0.0554966137444095	0.17	0.234	1	"Mig"	"KLF7"	"40-60"	"MS"
"BAZ2B2"	0.141513978872898	-0.0394981978680193	0.274	0.362	1	"Mig"	"BAZ2B"	"40-60"	"MS"
"SH3RF12"	0.142113145546682	0.0338018484671871	0.068	0.106	1	"Mig"	"SH3RF1"	"40-60"	"MS"
"SERINC52"	0.142293100350608	0.752482708312395	0.123	0.085	1	"Mig"	"SERINC5"	"40-60"	"MS"
"SLA"	0.142649703631695	0.380893320819925	0.144	0.101	1	"Mig"	"SLA"	"40-60"	"MS"
"SLMAP2"	0.142763012190873	-0.0604601417931327	0.065	0.101	1	"Mig"	"SLMAP"	"40-60"	"MS"
"RHBDF2"	0.142939323917024	-0.0699630708584071	0.172	0.234	1	"Mig"	"RHBDF2"	"40-60"	"MS"
"MAGT1"	0.142970505836889	0.150985243058932	0.076	0.117	1	"Mig"	"MAGT1"	"40-60"	"MS"
"GS1.114I9.3"	0.143169734679857	-0.0748857937771681	0.081	0.122	1	"Mig"	"GS1.114I9.3"	"40-60"	"MS"
"MSI22"	0.14336502017258	0.121130459626921	0.117	0.17	1	"Mig"	"MSI2"	"40-60"	"MS"
"HNRNPA0"	0.143720101830663	-0.208626782992186	0.065	0.101	1	"Mig"	"HNRNPA0"	"40-60"	"MS"
"CAPZA12"	0.143913041754874	0.0196147716536119	0.141	0.197	1	"Mig"	"CAPZA1"	"40-60"	"MS"
"PPARD1"	0.144387964145412	0.482639550479284	0.136	0.096	1	"Mig"	"PPARD"	"40-60"	"MS"
"ARFIP1"	0.144906892162245	-0.057325423624927	0.094	0.138	1	"Mig"	"ARFIP1"	"40-60"	"MS"
"NCK2"	0.144920727559772	0.0028084915499671	0.081	0.122	1	"Mig"	"NCK2"	"40-60"	"MS"
"SRP541"	0.146116102184756	-0.0689268899563582	0.073	0.112	1	"Mig"	"SRP54"	"40-60"	"MS"
"DDX172"	0.14693512668174	-0.0658943774052241	0.324	0.42	1	"Mig"	"DDX17"	"40-60"	"MS"
"CCDC121"	0.147009527029044	-0.172347383436222	0.07	0.106	1	"Mig"	"CCDC12"	"40-60"	"MS"
"MYH91"	0.1470762392995	0.0177943019485247	0.141	0.197	1	"Mig"	"MYH9"	"40-60"	"MS"
"USP9X2"	0.147876825880546	-0.237946850448327	0.104	0.149	1	"Mig"	"USP9X"	"40-60"	"MS"
"RFX3.AS11"	0.148594677217063	-0.122303544245353	0.07	0.106	1	"Mig"	"RFX3.AS1"	"40-60"	"MS"
"FUT91"	0.14908613310129	-0.000991598321295473	0.094	0.138	1	"Mig"	"FUT9"	"40-60"	"MS"
"MS4A7"	0.149337289367927	0.612106819912962	0.11	0.074	1	"Mig"	"MS4A7"	"40-60"	"MS"
"ANXA7"	0.149381145152963	-0.074664626731573	0.073	0.112	1	"Mig"	"ANXA7"	"40-60"	"MS"
"ASPH1"	0.149397876368755	0.111982870434216	0.068	0.106	1	"Mig"	"ASPH"	"40-60"	"MS"
"PI4KB1"	0.149720950587463	0.0589234527189972	0.068	0.106	1	"Mig"	"PI4KB"	"40-60"	"MS"
"RBMS12"	0.150494524063514	-0.13081706861175	0.138	0.191	1	"Mig"	"RBMS1"	"40-60"	"MS"
"PIK3R5"	0.150510760067361	0.0456504529383206	0.136	0.191	1	"Mig"	"PIK3R5"	"40-60"	"MS"
"PABPC11"	0.15108950865041	0.736553898051745	0.183	0.144	1	"Mig"	"PABPC1"	"40-60"	"MS"
"TPI12"	0.151480792703789	-0.199780276494359	0.07	0.106	1	"Mig"	"TPI1"	"40-60"	"MS"
"PLPP12"	0.151834302728634	0.149024154327447	0.089	0.133	1	"Mig"	"PLPP1"	"40-60"	"MS"
"RAD501"	0.152064868223524	0.0575776950676301	0.073	0.112	1	"Mig"	"RAD50"	"40-60"	"MS"
"ALCAM1"	0.152213207267988	0.146272581051537	0.394	0.505	1	"Mig"	"ALCAM"	"40-60"	"MS"
"COL9A2"	0.152382995138829	-0.0478466032003183	0.073	0.112	1	"Mig"	"COL9A2"	"40-60"	"MS"
"PPP1R12A2"	0.152389655336712	0.047121614753046	0.175	0.239	1	"Mig"	"PPP1R12A"	"40-60"	"MS"
"ANP32B"	0.153660541835562	0.00687553420440912	0.073	0.112	1	"Mig"	"ANP32B"	"40-60"	"MS"
"NFAT52"	0.153720670310113	0.0204191194071324	0.178	0.239	1	"Mig"	"NFAT5"	"40-60"	"MS"
"MARCH72"	0.15451112998186	0.0476115259962739	0.094	0.138	1	"Mig"	"MARCH7"	"40-60"	"MS"
"PCBP22"	0.15492597083019	0.643413718783522	0.18	0.144	1	"Mig"	"PCBP2"	"40-60"	"MS"
"EPB41L32"	0.15526548867099	-0.169062111318768	0.17	0.229	1	"Mig"	"EPB41L3"	"40-60"	"MS"
"EIF5A1"	0.155280066400339	0.00462041226067256	0.086	0.128	1	"Mig"	"EIF5A"	"40-60"	"MS"
"KATNBL11"	0.156393503350909	0.0355705374928752	0.081	0.122	1	"Mig"	"KATNBL1"	"40-60"	"MS"
"CUX12"	0.157323088764269	0.199730608583274	0.198	0.271	1	"Mig"	"CUX1"	"40-60"	"MS"
"ST132"	0.157426015936238	0.0460485821703358	0.094	0.138	1	"Mig"	"ST13"	"40-60"	"MS"
"AP1S21"	0.157641229136997	0.00463669795787114	0.065	0.101	1	"Mig"	"AP1S2"	"40-60"	"MS"
"NIN2"	0.15796265345679	0.10987326780885	0.078	0.117	1	"Mig"	"NIN"	"40-60"	"MS"
"CCNI2"	0.158123958865178	-0.278005924010684	0.17	0.223	1	"Mig"	"CCNI"	"40-60"	"MS"
"CLIP11"	0.158673392012776	-0.0216167785043342	0.065	0.101	1	"Mig"	"CLIP1"	"40-60"	"MS"
"CLTC2"	0.159393584795458	-0.0305842947111734	0.178	0.239	1	"Mig"	"CLTC"	"40-60"	"MS"
"CD14"	0.160122097739	0.479620102952368	0.104	0.069	1	"Mig"	"CD14"	"40-60"	"MS"
"PPP6R32"	0.160174232843974	-0.116389492075059	0.159	0.213	1	"Mig"	"PPP6R3"	"40-60"	"MS"
"PRPF40A2"	0.16034864041269	0.186450710880968	0.097	0.144	1	"Mig"	"PRPF40A"	"40-60"	"MS"
"FOXO32"	0.160462141928927	0.947117582529951	0.292	0.282	1	"Mig"	"FOXO3"	"40-60"	"MS"
"TANC12"	0.161307597496191	0.13412812208407	0.099	0.144	1	"Mig"	"TANC1"	"40-60"	"MS"
"CREM1"	0.161401808326553	0.0448750737483041	0.12	0.08	1	"Mig"	"CREM"	"40-60"	"MS"
"STXBP52"	0.161749156328548	-0.10386105034379	0.07	0.106	1	"Mig"	"STXBP5"	"40-60"	"MS"
"PHACTR12"	0.162423308832128	-0.027368931570475	0.112	0.16	1	"Mig"	"PHACTR1"	"40-60"	"MS"
"SNCA"	0.163093090926327	0.181806379920659	0.172	0.234	1	"Mig"	"SNCA"	"40-60"	"MS"
"CTSH1"	0.163380475817104	0.587081752101795	0.12	0.085	1	"Mig"	"CTSH"	"40-60"	"MS"
"SRGAP21"	0.163731704901449	0.174629598354316	0.295	0.388	1	"Mig"	"SRGAP2"	"40-60"	"MS"
"MINK1"	0.164245029873307	-0.02382444666745	0.104	0.149	1	"Mig"	"MINK1"	"40-60"	"MS"
"ASCC11"	0.164429906979678	0.059750318787074	0.078	0.117	1	"Mig"	"ASCC1"	"40-60"	"MS"
"MORF4L12"	0.164652897050482	0.0629137751565634	0.17	0.234	1	"Mig"	"MORF4L1"	"40-60"	"MS"
"CLASP12"	0.164772529673865	0.138480432823833	0.17	0.234	1	"Mig"	"CLASP1"	"40-60"	"MS"
"CPVL"	0.164850536694548	0.636032343297659	0.125	0.09	1	"Mig"	"CPVL"	"40-60"	"MS"
"GPX42"	0.165483980527997	-0.0397402797140474	0.144	0.197	1	"Mig"	"GPX4"	"40-60"	"MS"
"ENOX2"	0.166726991300904	0.105529044735512	0.094	0.138	1	"Mig"	"ENOX2"	"40-60"	"MS"
"BRD42"	0.169074293283365	0.153201229419434	0.078	0.117	1	"Mig"	"BRD4"	"40-60"	"MS"
"POU2F12"	0.169327569050769	0.259701443394915	0.107	0.154	1	"Mig"	"POU2F1"	"40-60"	"MS"
"KTN12"	0.169495965023158	-0.0078918777408501	0.225	0.293	1	"Mig"	"KTN1"	"40-60"	"MS"
"AKAP111"	0.16966518229313	0.0236501222136483	0.099	0.144	1	"Mig"	"AKAP11"	"40-60"	"MS"
"ASXL12"	0.169916308180888	0.1609727822818	0.107	0.154	1	"Mig"	"ASXL1"	"40-60"	"MS"
"MAP3K51"	0.169981649546461	0.650770548996889	0.175	0.138	1	"Mig"	"MAP3K5"	"40-60"	"MS"
"PSPC12"	0.170124772208716	0.279451569244251	0.094	0.138	1	"Mig"	"PSPC1"	"40-60"	"MS"
"ZZEF1"	0.17018509860261	0.0553568411274971	0.065	0.101	1	"Mig"	"ZZEF1"	"40-60"	"MS"
"CDK61"	0.170802780527912	0.183046066498874	0.175	0.239	1	"Mig"	"CDK6"	"40-60"	"MS"
"GSK3B2"	0.171271611523793	0.198431429968613	0.102	0.149	1	"Mig"	"GSK3B"	"40-60"	"MS"
"TMED91"	0.172013864088101	-0.133218412945267	0.076	0.112	1	"Mig"	"TMED9"	"40-60"	"MS"
"PKN22"	0.172020423813139	0.249461946547444	0.204	0.282	1	"Mig"	"PKN2"	"40-60"	"MS"
"SERTAD2"	0.172062421964523	0.0426896513573125	0.073	0.112	1	"Mig"	"SERTAD2"	"40-60"	"MS"
"CD22"	0.172156341894403	-0.0272641788963915	0.089	0.128	1	"Mig"	"CD22"	"40-60"	"MS"
"TRPS12"	0.173478450592493	0.481205623442348	0.235	0.197	1	"Mig"	"TRPS1"	"40-60"	"MS"
"SAMD4A2"	0.173594992313512	0.739759039817464	0.243	0.207	1	"Mig"	"SAMD4A"	"40-60"	"MS"
"DCTN41"	0.173948081876846	-0.0531445722798223	0.097	0.138	1	"Mig"	"DCTN4"	"40-60"	"MS"
"CANX2"	0.174047710820514	0.0139580833644795	0.198	0.261	1	"Mig"	"CANX"	"40-60"	"MS"
"FADS11"	0.174406755178433	0.0282765486247119	0.084	0.122	1	"Mig"	"FADS1"	"40-60"	"MS"
"ATF42"	0.174517820221314	0.598971341860526	0.131	0.096	1	"Mig"	"ATF4"	"40-60"	"MS"
"REL"	0.174637841479518	0.767504714117941	0.146	0.112	1	"Mig"	"REL"	"40-60"	"MS"
"FOXN32"	0.174743811024643	0.789071103343019	0.313	0.293	1	"Mig"	"FOXN3"	"40-60"	"MS"
"TMCC12"	0.174914005558359	0.145039090734605	0.227	0.303	1	"Mig"	"TMCC1"	"40-60"	"MS"
"PDE4B2"	0.175195935569272	-0.0256358098126777	0.527	0.644	1	"Mig"	"PDE4B"	"40-60"	"MS"
"PHKB2"	0.175839847165634	0.139703207105948	0.086	0.128	1	"Mig"	"PHKB"	"40-60"	"MS"
"RASGRP31"	0.175858572319356	-0.0155532301611334	0.115	0.16	1	"Mig"	"RASGRP3"	"40-60"	"MS"
"BACH11"	0.175873866032028	0.714856468865534	0.18	0.144	1	"Mig"	"BACH1"	"40-60"	"MS"
"PAPOLA1"	0.175878880289292	0.364173131628981	0.102	0.069	1	"Mig"	"PAPOLA"	"40-60"	"MS"
"HAVCR2"	0.176447556430706	0.605758903337925	0.136	0.101	1	"Mig"	"HAVCR2"	"40-60"	"MS"
"DHX92"	0.177222253651704	0.0414775983850804	0.091	0.133	1	"Mig"	"DHX9"	"40-60"	"MS"
"TMEM51"	0.177611370488314	0.699588339962716	0.102	0.069	1	"Mig"	"TMEM51"	"40-60"	"MS"
"ACAP22"	0.178701502993098	0.158316779596997	0.196	0.266	1	"Mig"	"ACAP2"	"40-60"	"MS"
"TBC1D41"	0.179007450931474	0.632807266005704	0.12	0.085	1	"Mig"	"TBC1D4"	"40-60"	"MS"
"MCL12"	0.179084595730572	0.3758702864961	0.138	0.101	1	"Mig"	"MCL1"	"40-60"	"MS"
"FCGR3A"	0.17951232771152	0.252470246022903	0.117	0.08	1	"Mig"	"FCGR3A"	"40-60"	"MS"
"NSD12"	0.180024476465564	0.0728397069048488	0.112	0.16	1	"Mig"	"NSD1"	"40-60"	"MS"
"AKAP101"	0.181628205321792	0.09526714025315	0.104	0.149	1	"Mig"	"AKAP10"	"40-60"	"MS"
"FSCN11"	0.181987665379374	0.206307792513093	0.07	0.106	1	"Mig"	"FSCN1"	"40-60"	"MS"
"C1orf1981"	0.183823166003998	0.090111873813967	0.102	0.144	1	"Mig"	"C1orf198"	"40-60"	"MS"
"AIG11"	0.18458617829193	0.196227027475562	0.133	0.186	1	"Mig"	"AIG1"	"40-60"	"MS"
"ZFC3H11"	0.185365031227575	0.718418996280644	0.144	0.112	1	"Mig"	"ZFC3H1"	"40-60"	"MS"
"TFCP21"	0.185581571510578	0.179973239955193	0.104	0.149	1	"Mig"	"TFCP2"	"40-60"	"MS"
"MNAT12"	0.186241167692713	0.29533522856661	0.107	0.154	1	"Mig"	"MNAT1"	"40-60"	"MS"
"YPEL31"	0.186332321595481	0.211401729353381	0.086	0.128	1	"Mig"	"YPEL3"	"40-60"	"MS"
"PHF201"	0.186465648649188	0.243192747315388	0.078	0.117	1	"Mig"	"PHF20"	"40-60"	"MS"
"EIF4G22"	0.187213774419014	0.0571883084568803	0.102	0.144	1	"Mig"	"EIF4G2"	"40-60"	"MS"
"AFTPH"	0.188057146004808	0.172154817592114	0.131	0.181	1	"Mig"	"AFTPH"	"40-60"	"MS"
"TRA2B2"	0.18816577633311	0.695249624215049	0.138	0.106	1	"Mig"	"TRA2B"	"40-60"	"MS"
"PRKCE2"	0.188797959529012	0.0353937640976647	0.133	0.181	1	"Mig"	"PRKCE"	"40-60"	"MS"
"WTAP1"	0.188866924669489	0.135640297214271	0.073	0.112	1	"Mig"	"WTAP"	"40-60"	"MS"
"LCOR1"	0.189087963083166	0.103300096909589	0.131	0.181	1	"Mig"	"LCOR"	"40-60"	"MS"
"RAB7A2"	0.189702750547191	0.00660207257920553	0.193	0.25	1	"Mig"	"RAB7A"	"40-60"	"MS"
"B2M2"	0.189758699810385	0.554541667556377	0.326	0.314	1	"Mig"	"B2M"	"40-60"	"MS"
"ELOVL11"	0.190212384975335	-0.108250381626991	0.159	0.207	1	"Mig"	"ELOVL1"	"40-60"	"MS"
"SNHG91"	0.190327261987495	-0.0309309913766675	0.076	0.112	1	"Mig"	"SNHG9"	"40-60"	"MS"
"INF22"	0.190453975792018	0.166364284895168	0.125	0.176	1	"Mig"	"INF2"	"40-60"	"MS"
"CXCL16"	0.190964105848359	0.339235528125304	0.196	0.154	1	"Mig"	"CXCL16"	"40-60"	"MS"
"C1QB"	0.191060680473478	-0.215811918849602	0.316	0.378	1	"Mig"	"C1QB"	"40-60"	"MS"
"IL18"	0.191942799406101	0.716306632352505	0.123	0.09	1	"Mig"	"IL18"	"40-60"	"MS"
"DCUN1D41"	0.19265619257836	-0.0959229783306228	0.086	0.122	1	"Mig"	"DCUN1D4"	"40-60"	"MS"
"MBD52"	0.193101647833833	0.193308419102868	0.201	0.277	1	"Mig"	"MBD5"	"40-60"	"MS"
"EIF4A12"	0.194418230113677	0.309468500878816	0.107	0.154	1	"Mig"	"EIF4A1"	"40-60"	"MS"
"B3GAT11"	0.195871745580821	0.0948386613379113	0.107	0.149	1	"Mig"	"B3GAT1"	"40-60"	"MS"
"SRSF32"	0.196480189922242	-0.00251024542983003	0.094	0.133	1	"Mig"	"SRSF3"	"40-60"	"MS"
"PHC22"	0.196819674615341	0.0490954314319345	0.141	0.191	1	"Mig"	"PHC2"	"40-60"	"MS"
"RAP2A1"	0.197341076920657	-0.110164842106861	0.086	0.122	1	"Mig"	"RAP2A"	"40-60"	"MS"
"ATP6V0E12"	0.197366236487873	-0.174328380723694	0.11	0.149	1	"Mig"	"ATP6V0E1"	"40-60"	"MS"
"SYMPK1"	0.197605783581025	-0.376761576129338	0.07	0.101	1	"Mig"	"SYMPK"	"40-60"	"MS"
"SAMD4B1"	0.198007649046969	0.0283119248926292	0.081	0.117	1	"Mig"	"SAMD4B"	"40-60"	"MS"
"CTNND12"	0.19808458263098	0.0853975248836971	0.068	0.101	1	"Mig"	"CTNND1"	"40-60"	"MS"
"KCTD121"	0.198288497630791	0.485004208627995	0.266	0.234	1	"Mig"	"KCTD12"	"40-60"	"MS"
"PITPNB2"	0.198377776362792	0.809288394889564	0.12	0.09	1	"Mig"	"PITPNB"	"40-60"	"MS"
"PPARG"	0.198574456468462	0.546957897586199	0.146	0.112	1	"Mig"	"PPARG"	"40-60"	"MS"
"MFF1"	0.198891091176386	0.052187660485966	0.068	0.101	1	"Mig"	"MFF"	"40-60"	"MS"
"ATF22"	0.199334091360794	0.154800511218413	0.089	0.128	1	"Mig"	"ATF2"	"40-60"	"MS"
"NUMA12"	0.200063528335739	0.050553935514742	0.138	0.186	1	"Mig"	"NUMA1"	"40-60"	"MS"
"FRA10AC11"	0.200511403905223	0.0121884582054943	0.068	0.101	1	"Mig"	"FRA10AC1"	"40-60"	"MS"
"HSP90B12"	0.200780020688134	0.0874210225617191	0.089	0.128	1	"Mig"	"HSP90B1"	"40-60"	"MS"
"DDX62"	0.201558090732395	0.0235000063238138	0.112	0.154	1	"Mig"	"DDX6"	"40-60"	"MS"
"VAT11"	0.201959126542123	0.051685464398104	0.081	0.117	1	"Mig"	"VAT1"	"40-60"	"MS"
"MDM2"	0.201996133276186	0.00734453472780472	0.073	0.106	1	"Mig"	"MDM2"	"40-60"	"MS"
"LYN"	0.20209926423311	0.692008391948817	0.23	0.202	1	"Mig"	"LYN"	"40-60"	"MS"
"ARAP1"	0.202800094432868	0.248847016765664	0.175	0.138	1	"Mig"	"ARAP1"	"40-60"	"MS"
"CSTB2"	0.203541388865711	-0.169435251854468	0.131	0.176	1	"Mig"	"CSTB"	"40-60"	"MS"
"NOTCH21"	0.203986835085252	0.322959639619559	0.102	0.069	1	"Mig"	"NOTCH2"	"40-60"	"MS"
"C1QC"	0.204135984121815	0.0600213950082975	0.272	0.351	1	"Mig"	"C1QC"	"40-60"	"MS"
"CORO1C1"	0.204516091508137	0.233519655126227	0.128	0.176	1	"Mig"	"CORO1C"	"40-60"	"MS"
"ZNF4381"	0.204775739496111	0.190778084715585	0.115	0.16	1	"Mig"	"ZNF438"	"40-60"	"MS"
"GRB2"	0.204998243434523	-0.0653427628858181	0.12	0.165	1	"Mig"	"GRB2"	"40-60"	"MS"
"NDUFA111"	0.205233469360462	-0.192374665043292	0.078	0.112	1	"Mig"	"NDUFA11"	"40-60"	"MS"
"ZFHX32"	0.206894226154424	0.584983726513662	0.292	0.277	1	"Mig"	"ZFHX3"	"40-60"	"MS"
"C8orf59"	0.206913813600108	-0.277121575881359	0.07	0.101	1	"Mig"	"C8orf59"	"40-60"	"MS"
"MCPH11"	0.207195837293265	0.263789059478894	0.089	0.128	1	"Mig"	"MCPH1"	"40-60"	"MS"
"SPIRE11"	0.207226230802774	0.0460833224427313	0.123	0.17	1	"Mig"	"SPIRE1"	"40-60"	"MS"
"NME32"	0.207446815045003	0.166057182149199	0.091	0.133	1	"Mig"	"NME3"	"40-60"	"MS"
"SWAP701"	0.207679382712731	0.579684426333771	0.162	0.128	1	"Mig"	"SWAP70"	"40-60"	"MS"
"ZMYND82"	0.208051031225666	0.137942590306019	0.125	0.17	1	"Mig"	"ZMYND8"	"40-60"	"MS"
"P2RX71"	0.208835814030767	0.161266314153452	0.131	0.181	1	"Mig"	"P2RX7"	"40-60"	"MS"
"FPR3"	0.208842013750608	0.51412670408836	0.104	0.074	1	"Mig"	"FPR3"	"40-60"	"MS"
"RAB5B1"	0.209558943037744	0.00206206626834282	0.078	0.112	1	"Mig"	"RAB5B"	"40-60"	"MS"
"CTDSP22"	0.209633581827978	-0.0223581633582189	0.073	0.106	1	"Mig"	"CTDSP2"	"40-60"	"MS"
"NEK12"	0.210015241172832	0.217466796113782	0.068	0.101	1	"Mig"	"NEK1"	"40-60"	"MS"
"PDS5B2"	0.210319869978057	0.136023765560904	0.123	0.17	1	"Mig"	"PDS5B"	"40-60"	"MS"
"BTBD92"	0.21053591801282	0.217759526738176	0.157	0.213	1	"Mig"	"BTBD9"	"40-60"	"MS"
"GPNMB"	0.210692375494468	0.606462117799682	0.253	0.223	1	"Mig"	"GPNMB"	"40-60"	"MS"
"SENP51"	0.211895285651224	0.0370637717611653	0.086	0.122	1	"Mig"	"SENP5"	"40-60"	"MS"
"SCAPER2"	0.212508491720873	0.560171631619567	0.144	0.112	1	"Mig"	"SCAPER"	"40-60"	"MS"
"RBM62"	0.213600482975491	0.175537917285313	0.18	0.239	1	"Mig"	"RBM6"	"40-60"	"MS"
"TAF152"	0.214138687773107	-0.0046130815924954	0.089	0.128	1	"Mig"	"TAF15"	"40-60"	"MS"
"WBP22"	0.214326767246653	0.306929637084984	0.133	0.186	1	"Mig"	"WBP2"	"40-60"	"MS"
"TYROBP"	0.215508717014566	0.305732855584802	0.389	0.378	1	"Mig"	"TYROBP"	"40-60"	"MS"
"WDFY4"	0.216389871236372	0.40226524195478	0.159	0.122	1	"Mig"	"WDFY4"	"40-60"	"MS"
"ZMYM42"	0.216745781098929	0.218914399922326	0.115	0.16	1	"Mig"	"ZMYM4"	"40-60"	"MS"
"VPS411"	0.216914938941491	0.177247465324604	0.086	0.122	1	"Mig"	"VPS41"	"40-60"	"MS"
"UBE2Z"	0.217059923504856	0.0668772858477558	0.073	0.106	1	"Mig"	"UBE2Z"	"40-60"	"MS"
"PTP4A2"	0.218540371988352	0.205783265206901	0.081	0.117	1	"Mig"	"PTP4A2"	"40-60"	"MS"
"IQGAP12"	0.220548209338861	0.108375985099619	0.17	0.223	1	"Mig"	"IQGAP1"	"40-60"	"MS"
"SF3B12"	0.220860517977173	0.0291231592017618	0.112	0.154	1	"Mig"	"SF3B1"	"40-60"	"MS"
"NUDCD31"	0.221682251397396	-0.125484091415725	0.07	0.101	1	"Mig"	"NUDCD3"	"40-60"	"MS"
"TNS31"	0.223039807005889	-0.029381501334379	0.128	0.17	1	"Mig"	"TNS3"	"40-60"	"MS"
