"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"disease"
"GTF2I1"	0.000434684659228997	-0.47246060172203	0.055	0.144	1	"Mig"	"GTF2I"	"40-60"	"MS"
"RBM262"	0.000443508426922959	-0.424251949461437	0.112	0.229	1	"Mig"	"RBM26"	"40-60"	"MS"
"NDUFC12"	0.000446528693351134	-0.705413274521583	0.034	0.106	1	"Mig"	"NDUFC1"	"40-60"	"MS"
"SEP152"	0.000449672311715551	-0.38490633938544	0.06	0.154	1	"Mig"	"SEP15"	"40-60"	"MS"
"ARIH22"	0.000453559775320164	-0.23236707282524	0.094	0.207	1	"Mig"	"ARIH2"	"40-60"	"MS"
"MOG1"	0.000454793013773759	-0.240641240292102	0.057	0.149	1	"Mig"	"MOG"	"40-60"	"MS"
"PICALM2"	0.00045909211481547	-0.393962395006675	0.35	0.548	1	"Mig"	"PICALM"	"40-60"	"MS"
"TCEB22"	0.000460475961986134	-0.400647254655275	0.144	0.277	1	"Mig"	"TCEB2"	"40-60"	"MS"
"NDUFB81"	0.000463097848524691	-0.295924568103932	0.042	0.122	1	"Mig"	"NDUFB8"	"40-60"	"MS"
"SLC8A11"	0.00046772751753894	0.755587496514364	0.507	0.388	1	"Mig"	"SLC8A1"	"40-60"	"MS"
"STRN1"	0.000473683196409653	-0.310727606614766	0.078	0.181	1	"Mig"	"STRN"	"40-60"	"MS"
"OSBPL1A1"	0.000480962925697873	-0.34716559545576	0.222	0.383	1	"Mig"	"OSBPL1A"	"40-60"	"MS"
"PSAP2"	0.000482995675708827	0.504053880210751	0.749	0.739	1	"Mig"	"PSAP"	"40-60"	"MS"
"KIAA17551"	0.000485018170231019	-0.257725973291969	0.042	0.122	1	"Mig"	"KIAA1755"	"40-60"	"MS"
"ZMYND112"	0.000486016956662153	-0.11024303761924	0.073	0.176	1	"Mig"	"ZMYND11"	"40-60"	"MS"
"TTLL51"	0.000489071610092016	-0.425430477099045	0.055	0.144	1	"Mig"	"TTLL5"	"40-60"	"MS"
"PRDX51"	0.000491158691686407	-0.576868376027747	0.047	0.128	1	"Mig"	"PRDX5"	"40-60"	"MS"
"SH3TC2"	0.000495265723663413	-0.433553528353267	0.05	0.133	1	"Mig"	"SH3TC2"	"40-60"	"MS"
"PALD1"	0.000499007080830156	-0.409055358186668	0.107	0.223	1	"Mig"	"PALD1"	"40-60"	"MS"
"EEF1D2"	0.000501915611418538	-0.365657827547901	0.076	0.176	1	"Mig"	"EEF1D"	"40-60"	"MS"
"GLS1"	0.000504175212542188	-0.25317689838226	0.102	0.218	1	"Mig"	"GLS"	"40-60"	"MS"
"FAM96B2"	0.000504681355873991	-0.374668557480229	0.055	0.144	1	"Mig"	"FAM96B"	"40-60"	"MS"
"ORC21"	0.000531765616600051	-0.497103983295404	0.034	0.106	1	"Mig"	"ORC2"	"40-60"	"MS"
"CXCR4"	0.000533398965716255	0.79022275990682	0.329	0.202	1	"Mig"	"CXCR4"	"40-60"	"MS"
"LARP61"	0.000542534795350345	-0.503801906644847	0.06	0.149	1	"Mig"	"LARP6"	"40-60"	"MS"
"SLC22A171"	0.00054709963234402	-0.210584381885192	0.068	0.165	1	"Mig"	"SLC22A17"	"40-60"	"MS"
"GNAO11"	0.000555854037229097	-0.455197799100777	0.081	0.181	1	"Mig"	"GNAO1"	"40-60"	"MS"
"NAMPT2"	0.00055947510825176	1.03909822466592	0.196	0.085	1	"Mig"	"NAMPT"	"40-60"	"MS"
"PIGF"	0.0005727468119948	-0.474461555844087	0.034	0.106	1	"Mig"	"PIGF"	"40-60"	"MS"
"DNAJB22"	0.000574254242990866	-0.515349461979869	0.157	0.282	1	"Mig"	"DNAJB2"	"40-60"	"MS"
"FGFR1OP21"	0.000575288450549946	-0.412349676026134	0.06	0.149	1	"Mig"	"FGFR1OP2"	"40-60"	"MS"
"PPP1R211"	0.000576415226362774	-0.360185751839607	0.115	0.234	1	"Mig"	"PPP1R21"	"40-60"	"MS"
"ARPC31"	0.000581413248849833	-0.455525782136223	0.104	0.218	1	"Mig"	"ARPC3"	"40-60"	"MS"
"SETDB1"	0.000600313094474626	-0.271183936624535	0.037	0.112	1	"Mig"	"SETDB1"	"40-60"	"MS"
"RAPGEF11"	0.00060158382276661	1.08925419840866	0.326	0.213	1	"Mig"	"RAPGEF1"	"40-60"	"MS"
"UQCRQ2"	0.000613786294044927	-0.451791271822803	0.052	0.138	1	"Mig"	"UQCRQ"	"40-60"	"MS"
"LPAR11"	0.000622194604751163	-0.240978800871926	0.162	0.298	1	"Mig"	"LPAR1"	"40-60"	"MS"
"RABGAP1L2"	0.000639381971955166	-0.195403332001634	0.211	0.372	1	"Mig"	"RABGAP1L"	"40-60"	"MS"
"SRP142"	0.00064106202229722	-0.486801766422487	0.136	0.261	1	"Mig"	"SRP14"	"40-60"	"MS"
"DYNC1LI22"	0.000642104379989806	-0.348501236817563	0.099	0.207	1	"Mig"	"DYNC1LI2"	"40-60"	"MS"
"GARNL31"	0.000645857484870122	-0.366182430579614	0.047	0.128	1	"Mig"	"GARNL3"	"40-60"	"MS"
"TACC12"	0.000646606851375571	-0.441137430432623	0.133	0.255	1	"Mig"	"TACC1"	"40-60"	"MS"
"BTF32"	0.00065256850503035	-0.362315839932056	0.076	0.176	1	"Mig"	"BTF3"	"40-60"	"MS"
"FNBP12"	0.00065495193685006	-0.302306664744105	0.222	0.383	1	"Mig"	"FNBP1"	"40-60"	"MS"
"ATP5E2"	0.000660899057341748	-0.369824882068222	0.149	0.277	1	"Mig"	"ATP5E"	"40-60"	"MS"
"PHYHIPL1"	0.000663890001296529	-0.561637014479698	0.099	0.202	1	"Mig"	"PHYHIPL"	"40-60"	"MS"
"SLC31A2"	0.000669243200596628	-0.4078054457604	0.081	0.181	1	"Mig"	"SLC31A2"	"40-60"	"MS"
"SSB2"	0.000672200279957279	-0.300925273751159	0.063	0.154	1	"Mig"	"SSB"	"40-60"	"MS"
"NCOA72"	0.000673242396630729	-0.252179176148599	0.191	0.335	1	"Mig"	"NCOA7"	"40-60"	"MS"
"SRPK22"	0.000677915635753125	-0.294791805890708	0.17	0.309	1	"Mig"	"SRPK2"	"40-60"	"MS"
"SAP181"	0.000682940138727378	-0.330649197401698	0.05	0.133	1	"Mig"	"SAP18"	"40-60"	"MS"
"REPS2"	0.000687061239784882	-0.558695152826286	0.055	0.138	1	"Mig"	"REPS2"	"40-60"	"MS"
"RNASEK.C17orf491"	0.000691528685505538	-0.456641771560874	0.073	0.17	1	"Mig"	"RNASEK.C17orf49"	"40-60"	"MS"
"FAF12"	0.000693643548986575	-0.376067761697198	0.201	0.346	1	"Mig"	"FAF1"	"40-60"	"MS"
"UBE4B1"	0.000703507290830667	-0.232195064321639	0.084	0.186	1	"Mig"	"UBE4B"	"40-60"	"MS"
"TRPC4AP1"	0.000712792670452357	-0.485738247507068	0.104	0.213	1	"Mig"	"TRPC4AP"	"40-60"	"MS"
"CSNK1E2"	0.000713311044471352	-0.304429341966	0.102	0.213	1	"Mig"	"CSNK1E"	"40-60"	"MS"
"DYNLL12"	0.000717904734870341	-0.529064536419584	0.136	0.255	1	"Mig"	"DYNLL1"	"40-60"	"MS"
"GCLC1"	0.000730824237430625	-0.380798044993681	0.07	0.165	1	"Mig"	"GCLC"	"40-60"	"MS"
"PPP1R16B1"	0.000736775749824106	-0.330508364951887	0.089	0.191	1	"Mig"	"PPP1R16B"	"40-60"	"MS"
"RNASEH2B"	0.000738910495052282	-0.340776818437133	0.031	0.101	1	"Mig"	"RNASEH2B"	"40-60"	"MS"
"SLC22A151"	0.000742737691610619	-0.493489727485243	0.042	0.117	1	"Mig"	"SLC22A15"	"40-60"	"MS"
"MYO1D1"	0.000758533640428294	-0.137387164888659	0.159	0.293	1	"Mig"	"MYO1D"	"40-60"	"MS"
"OLIG11"	0.00076410624272644	-0.546859027574981	0.133	0.25	1	"Mig"	"OLIG1"	"40-60"	"MS"
"CADM41"	0.000765975915282489	-0.431487777032621	0.073	0.165	1	"Mig"	"CADM4"	"40-60"	"MS"
"ABL22"	0.000769721398799049	-0.595308983603879	0.057	0.144	1	"Mig"	"ABL2"	"40-60"	"MS"
"RTN12"	0.000770078395590395	-0.277928540570947	0.07	0.165	1	"Mig"	"RTN1"	"40-60"	"MS"
"ATXN22"	0.000780726779530091	-0.381167145837922	0.117	0.234	1	"Mig"	"ATXN2"	"40-60"	"MS"
"RANBP17"	0.000791494515492165	-0.513180120168858	0.039	0.112	1	"Mig"	"RANBP17"	"40-60"	"MS"
"TMEM235"	0.000793330745736649	-0.545765607506501	0.039	0.112	1	"Mig"	"TMEM235"	"40-60"	"MS"
"C1QTNF3.AMACR1"	0.000794303453581772	-0.485185111684975	0.084	0.181	1	"Mig"	"C1QTNF3.AMACR"	"40-60"	"MS"
"VCP2"	0.000805703032198346	-0.341247035401228	0.073	0.17	1	"Mig"	"VCP"	"40-60"	"MS"
"C5orf56"	0.000808186150301701	-0.220991122708123	0.031	0.101	1	"Mig"	"C5orf56"	"40-60"	"MS"
"JAKMIP21"	0.000809895329210379	-0.425329282436823	0.055	0.138	1	"Mig"	"JAKMIP2"	"40-60"	"MS"
"STK392"	0.000820803228101637	-0.385214329031939	0.11	0.218	1	"Mig"	"STK39"	"40-60"	"MS"
"MAP3K72"	0.000821756412620093	-0.164723844745613	0.065	0.16	1	"Mig"	"MAP3K7"	"40-60"	"MS"
"PROX1"	0.000824127299027401	-0.479350160671099	0.042	0.117	1	"Mig"	"PROX1"	"40-60"	"MS"
"SIPA1L12"	0.000831380703313516	-1.18432969550074	0.125	0.234	1	"Mig"	"SIPA1L1"	"40-60"	"MS"
"NDUFB42"	0.000838582106447382	-0.595908984610673	0.039	0.112	1	"Mig"	"NDUFB4"	"40-60"	"MS"
"ZNF4282"	0.000839099806485999	-0.514155905640309	0.042	0.117	1	"Mig"	"ZNF428"	"40-60"	"MS"
"DIXDC1"	0.000842459141320185	-0.524242122477787	0.039	0.112	1	"Mig"	"DIXDC1"	"40-60"	"MS"
"NTRK21"	0.000844780130070304	-0.422437270669063	0.042	0.117	1	"Mig"	"NTRK2"	"40-60"	"MS"
"CPD2"	0.000848924157676824	-0.432671913766997	0.076	0.17	1	"Mig"	"CPD"	"40-60"	"MS"
"MAP6D1"	0.000853548066033828	-0.408556967184114	0.076	0.17	1	"Mig"	"MAP6D1"	"40-60"	"MS"
"NCOA6"	0.000868070424771923	-0.206532352296682	0.057	0.144	1	"Mig"	"NCOA6"	"40-60"	"MS"
"DBI2"	0.000869128370831795	-0.376027087732095	0.076	0.17	1	"Mig"	"DBI"	"40-60"	"MS"
"ZNF280D2"	0.00086957368288233	-0.402877966565818	0.175	0.309	1	"Mig"	"ZNF280D"	"40-60"	"MS"
"VSIG4"	0.000876840398066253	-0.377339032145853	0.044	0.122	1	"Mig"	"VSIG4"	"40-60"	"MS"
"DST2"	0.00087987045089019	-0.389506998071925	0.386	0.553	1	"Mig"	"DST"	"40-60"	"MS"
"PPFIBP11"	0.000883673411124859	-0.485093035598193	0.05	0.128	1	"Mig"	"PPFIBP1"	"40-60"	"MS"
"COPA2"	0.000886625385223095	-0.200878684233518	0.164	0.298	1	"Mig"	"COPA"	"40-60"	"MS"
"SKP12"	0.000894603904575608	-0.311180303720223	0.076	0.17	1	"Mig"	"SKP1"	"40-60"	"MS"
"DMXL11"	0.000896075240761083	-0.269045826280617	0.091	0.197	1	"Mig"	"DMXL1"	"40-60"	"MS"
"UBR42"	0.000897596666341567	-0.370491719587929	0.06	0.149	1	"Mig"	"UBR4"	"40-60"	"MS"
"AL592183.11"	0.000902108552491546	-0.408273601088593	0.068	0.16	1	"Mig"	"AL592183.1"	"40-60"	"MS"
"ELOVL52"	0.000913530575076967	-0.364291041084378	0.086	0.186	1	"Mig"	"ELOVL5"	"40-60"	"MS"
"UBQLN1"	0.000922335224395775	-0.410689431523184	0.073	0.165	1	"Mig"	"UBQLN1"	"40-60"	"MS"
"ITGB11"	0.000930231459216151	1.05316035611704	0.131	0.043	1	"Mig"	"ITGB1"	"40-60"	"MS"
"ELF22"	0.000931529200428354	-0.189995520529578	0.131	0.255	1	"Mig"	"ELF2"	"40-60"	"MS"
"TMEM2192"	0.000932145883430609	-0.346224052314166	0.078	0.176	1	"Mig"	"TMEM219"	"40-60"	"MS"
"AATK1"	0.000937919249409457	-0.320287459255439	0.138	0.255	1	"Mig"	"AATK"	"40-60"	"MS"
"REEP32"	0.000943594587542932	-0.367929187494999	0.141	0.266	1	"Mig"	"REEP3"	"40-60"	"MS"
"GNAQ2"	0.000959859380395203	-0.280906061363569	0.402	0.59	1	"Mig"	"GNAQ"	"40-60"	"MS"
"CPEB22"	0.000962490695790331	-0.424755939066481	0.112	0.223	1	"Mig"	"CPEB2"	"40-60"	"MS"
"HEPACAM1"	0.000964321046997356	-0.404177506195348	0.125	0.239	1	"Mig"	"HEPACAM"	"40-60"	"MS"
"DNM1L1"	0.000979560412964586	-0.429032652331905	0.091	0.191	1	"Mig"	"DNM1L"	"40-60"	"MS"
"KIF1A1"	0.000983090640481126	-0.347266861569302	0.102	0.207	1	"Mig"	"KIF1A"	"40-60"	"MS"
"NDUFB101"	0.000983476295786891	-0.34198019655913	0.042	0.117	1	"Mig"	"NDUFB10"	"40-60"	"MS"
"NDUFB22"	0.000986668220925249	-0.378027579091203	0.073	0.165	1	"Mig"	"NDUFB2"	"40-60"	"MS"
"APOC11"	0.00099655748580775	0.464035798317921	0.601	0.505	1	"Mig"	"APOC1"	"40-60"	"MS"
"GPRIN3"	0.00099777681503271	1.29772193098889	0.238	0.138	1	"Mig"	"GPRIN3"	"40-60"	"MS"
"SEMA6D1"	0.00100271296167273	-0.421273763446156	0.039	0.112	1	"Mig"	"SEMA6D"	"40-60"	"MS"
"FAM127A2"	0.00100878025142013	-0.518432255712598	0.06	0.144	1	"Mig"	"FAM127A"	"40-60"	"MS"
"RP11.284M14.11"	0.00101188295463428	-0.330135273779383	0.039	0.112	1	"Mig"	"RP11.284M14.1"	"40-60"	"MS"
"ZNF5651"	0.00101538317668708	-0.477602760723952	0.05	0.128	1	"Mig"	"ZNF565"	"40-60"	"MS"
"TMEM1311"	0.00102418477962481	-0.282726230546362	0.084	0.181	1	"Mig"	"TMEM131"	"40-60"	"MS"
"FKBP82"	0.00102579077026801	-0.135442448254276	0.136	0.261	1	"Mig"	"FKBP8"	"40-60"	"MS"
"C10orf112"	0.00103442255555791	0.600628074671428	0.658	0.601	1	"Mig"	"C10orf11"	"40-60"	"MS"
"CLIP41"	0.0010455013602115	-0.478617380697753	0.047	0.122	1	"Mig"	"CLIP4"	"40-60"	"MS"
"TMEM147"	0.00105069554708923	-0.681065821352172	0.044	0.117	1	"Mig"	"TMEM147"	"40-60"	"MS"
"SLC25A131"	0.00105859467754308	-0.35051937198492	0.149	0.271	1	"Mig"	"SLC25A13"	"40-60"	"MS"
"EPHX12"	0.0010596895285046	-0.375657016862669	0.052	0.133	1	"Mig"	"EPHX1"	"40-60"	"MS"
"FANCL1"	0.00108106625129051	-0.318326926894909	0.05	0.128	1	"Mig"	"FANCL"	"40-60"	"MS"
"HIBCH1"	0.00108502356508286	-0.180943058489371	0.089	0.191	1	"Mig"	"HIBCH"	"40-60"	"MS"
"ZC3H132"	0.0010921374591691	-0.369369410959231	0.104	0.213	1	"Mig"	"ZC3H13"	"40-60"	"MS"
"SERINC12"	0.00109819995279653	-0.251589589250515	0.136	0.255	1	"Mig"	"SERINC1"	"40-60"	"MS"
"SESN32"	0.00109911204671617	-0.514970472687072	0.06	0.144	1	"Mig"	"SESN3"	"40-60"	"MS"
"SSBP11"	0.00110131221002538	-0.358640182690867	0.037	0.106	1	"Mig"	"SSBP1"	"40-60"	"MS"
"KIF13B1"	0.0011044861775637	-0.412001065511663	0.123	0.234	1	"Mig"	"KIF13B"	"40-60"	"MS"
"DYNC1I11"	0.00111158593720393	-0.362317838799496	0.037	0.106	1	"Mig"	"DYNC1I1"	"40-60"	"MS"
"TMEM2591"	0.0011436812286112	-0.452990052661231	0.068	0.154	1	"Mig"	"TMEM259"	"40-60"	"MS"
"PADI21"	0.00114535124148357	1.00042135162077	0.423	0.33	1	"Mig"	"PADI2"	"40-60"	"MS"
"ROBO11"	0.00115347836460321	-0.462162707081445	0.094	0.191	1	"Mig"	"ROBO1"	"40-60"	"MS"
"TNIK1"	0.0011613490926725	-0.246456221020875	0.104	0.213	1	"Mig"	"TNIK"	"40-60"	"MS"
"TNRC6C2"	0.00116156224578012	-0.479283344707272	0.102	0.202	1	"Mig"	"TNRC6C"	"40-60"	"MS"
"SF12"	0.00117360020020545	-0.0676506169869329	0.076	0.17	1	"Mig"	"SF1"	"40-60"	"MS"
"ABCA12"	0.00117872369051122	1.03512487010055	0.214	0.106	1	"Mig"	"ABCA1"	"40-60"	"MS"
"ZNF160"	0.00117880408497499	-0.397816515129867	0.034	0.101	1	"Mig"	"ZNF160"	"40-60"	"MS"
"LGI31"	0.00118091868725993	-0.238829614079387	0.084	0.181	1	"Mig"	"LGI3"	"40-60"	"MS"
"SLF21"	0.00119753444247224	-0.419378496591079	0.089	0.186	1	"Mig"	"SLF2"	"40-60"	"MS"
"GLUD12"	0.00119874104811428	-0.316704939955473	0.076	0.17	1	"Mig"	"GLUD1"	"40-60"	"MS"
"SMURF12"	0.00120313438452693	-0.288997937893249	0.128	0.245	1	"Mig"	"SMURF1"	"40-60"	"MS"
"AHCYL12"	0.00122378176902187	-0.297653093740748	0.063	0.149	1	"Mig"	"AHCYL1"	"40-60"	"MS"
"PHIP2"	0.00122692505567461	-0.193359141320666	0.227	0.383	1	"Mig"	"PHIP"	"40-60"	"MS"
"SLC26A32"	0.00123652923024186	1.18461525473354	0.172	0.074	1	"Mig"	"SLC26A3"	"40-60"	"MS"
"LTBP31"	0.00123710465810239	-0.452568196296617	0.065	0.149	1	"Mig"	"LTBP3"	"40-60"	"MS"
"SETD52"	0.00123852769087469	-0.256655195700871	0.12	0.234	1	"Mig"	"SETD5"	"40-60"	"MS"
"LRRFIP22"	0.00125088952975684	-0.353332322748624	0.125	0.234	1	"Mig"	"LRRFIP2"	"40-60"	"MS"
"PSMA72"	0.00125868881552229	-0.272879629468665	0.091	0.191	1	"Mig"	"PSMA7"	"40-60"	"MS"
"L3MBTL41"	0.00130263710916649	-0.181904373643474	0.094	0.197	1	"Mig"	"L3MBTL4"	"40-60"	"MS"
"AUH1"	0.0013066526896655	-0.101162847358988	0.076	0.17	1	"Mig"	"AUH"	"40-60"	"MS"
"MIR99AHG2"	0.00130693770130964	-0.198725312745271	0.277	0.441	1	"Mig"	"MIR99AHG"	"40-60"	"MS"
"GUK12"	0.00133491255502711	-0.318022551112423	0.117	0.229	1	"Mig"	"GUK1"	"40-60"	"MS"
"GRIA41"	0.00134187328027224	-0.433367686764703	0.078	0.17	1	"Mig"	"GRIA4"	"40-60"	"MS"
"WHSC1L12"	0.00135159588377766	-0.267588429772204	0.11	0.218	1	"Mig"	"WHSC1L1"	"40-60"	"MS"
"CALM31"	0.00136256201428355	-0.24632914911037	0.05	0.128	1	"Mig"	"CALM3"	"40-60"	"MS"
"ASAH12"	0.00138289604436258	0.90815458145765	0.329	0.218	1	"Mig"	"ASAH1"	"40-60"	"MS"
"EIF4H"	0.00139643182287666	-0.3554692730768	0.05	0.128	1	"Mig"	"EIF4H"	"40-60"	"MS"
"PDE8A2"	0.00139715544507486	-0.28801229131853	0.272	0.436	1	"Mig"	"PDE8A"	"40-60"	"MS"
"PPP4R22"	0.00142045916589098	-0.263591394525192	0.084	0.181	1	"Mig"	"PPP4R2"	"40-60"	"MS"
"ZC3HAV11"	0.00142232783800363	1.05145152526098	0.133	0.048	1	"Mig"	"ZC3HAV1"	"40-60"	"MS"
"KMT2E2"	0.00144216607444467	-0.26327717021087	0.238	0.394	1	"Mig"	"KMT2E"	"40-60"	"MS"
"ATP6V1C1"	0.00148310710494572	-0.381052412038943	0.06	0.144	1	"Mig"	"ATP6V1C1"	"40-60"	"MS"
"OAZ21"	0.00149644829546543	-0.370972637208676	0.044	0.117	1	"Mig"	"OAZ2"	"40-60"	"MS"
"KIF1B2"	0.00150243035783333	-0.267465387866149	0.188	0.319	1	"Mig"	"KIF1B"	"40-60"	"MS"
"SCYL21"	0.00150731376822393	-0.481775165241492	0.042	0.112	1	"Mig"	"SCYL2"	"40-60"	"MS"
"IDS2"	0.00151608939081187	-0.412611365308838	0.131	0.245	1	"Mig"	"IDS"	"40-60"	"MS"
"C19orf701"	0.0015188838152371	-0.466138644679401	0.044	0.117	1	"Mig"	"C19orf70"	"40-60"	"MS"
"CASC3"	0.00152859495668659	-0.386995010641384	0.044	0.117	1	"Mig"	"CASC3"	"40-60"	"MS"
"NCKAP12"	0.00155812466572719	-0.301891427352099	0.057	0.138	1	"Mig"	"NCKAP1"	"40-60"	"MS"
"TMEM50A2"	0.00156095577333857	-0.29081509311087	0.06	0.144	1	"Mig"	"TMEM50A"	"40-60"	"MS"
"NDRG12"	0.00156553184126055	-0.336564391411585	0.17	0.293	1	"Mig"	"NDRG1"	"40-60"	"MS"
"RAC12"	0.00157052613938624	-0.216827467983591	0.217	0.367	1	"Mig"	"RAC1"	"40-60"	"MS"
"CFL2"	0.00159840268058831	-0.426046269880208	0.065	0.149	1	"Mig"	"CFL2"	"40-60"	"MS"
"CHMP2A2"	0.00162419758771984	-0.328701833509666	0.055	0.133	1	"Mig"	"CHMP2A"	"40-60"	"MS"
"DIP2A1"	0.00163852449991795	-0.0500177634771177	0.091	0.191	1	"Mig"	"DIP2A"	"40-60"	"MS"
"WDR44"	0.00164965657877705	-0.371951251093239	0.044	0.117	1	"Mig"	"WDR44"	"40-60"	"MS"
"CLIP31"	0.00167457020175812	-0.373798792020311	0.039	0.106	1	"Mig"	"CLIP3"	"40-60"	"MS"
"ZFP362"	0.00168276424680296	0.660316187719243	0.266	0.154	1	"Mig"	"ZFP36"	"40-60"	"MS"
"ULK2"	0.00168481709942322	-0.334725069758919	0.044	0.117	1	"Mig"	"ULK2"	"40-60"	"MS"
"PAQR82"	0.00168614348804098	-0.265035119590292	0.198	0.346	1	"Mig"	"PAQR8"	"40-60"	"MS"
"ALDOA2"	0.0016879844721005	-0.342366950280093	0.104	0.207	1	"Mig"	"ALDOA"	"40-60"	"MS"
"MEIS21"	0.00170198058274678	-0.394709672190355	0.073	0.16	1	"Mig"	"MEIS2"	"40-60"	"MS"
"C1orf1222"	0.00171991447970049	-0.394035733953782	0.063	0.144	1	"Mig"	"C1orf122"	"40-60"	"MS"
"AGPAT1"	0.00173526045633803	-0.376905428514747	0.042	0.112	1	"Mig"	"AGPAT1"	"40-60"	"MS"
"DPYD2"	0.00173762928000721	-0.108787040266146	0.577	0.793	1	"Mig"	"DPYD"	"40-60"	"MS"
"CD86"	0.00175517442975225	1.26899441065805	0.206	0.112	1	"Mig"	"CD86"	"40-60"	"MS"
"SPRED11"	0.00177942880005039	-0.442931441055205	0.107	0.207	1	"Mig"	"SPRED1"	"40-60"	"MS"
"MAP1A1"	0.00179552257778419	-0.129222004264484	0.091	0.191	1	"Mig"	"MAP1A"	"40-60"	"MS"
"COMMD12"	0.00179998772678657	-0.518621586588077	0.078	0.165	1	"Mig"	"COMMD1"	"40-60"	"MS"
"UACA1"	0.00180376627064289	-0.157753846495818	0.042	0.112	1	"Mig"	"UACA"	"40-60"	"MS"
"SPNS2"	0.00180529540885121	-0.490405619395828	0.039	0.106	1	"Mig"	"SPNS2"	"40-60"	"MS"
"PIN1"	0.00186501281866207	-0.370603014934663	0.052	0.128	1	"Mig"	"PIN1"	"40-60"	"MS"
"DOHH"	0.00187709878804678	-0.2441341047992	0.065	0.149	1	"Mig"	"DOHH"	"40-60"	"MS"
"ADGRL32"	0.00188121059643835	-0.553237987821238	0.112	0.213	1	"Mig"	"ADGRL3"	"40-60"	"MS"
"PSMB21"	0.00190711429085891	-0.344881684978251	0.042	0.112	1	"Mig"	"PSMB2"	"40-60"	"MS"
"GLUL2"	0.0019095507065387	-0.321045667220686	0.303	0.473	1	"Mig"	"GLUL"	"40-60"	"MS"
"RAB212"	0.00192917500988769	-0.247758094259694	0.078	0.17	1	"Mig"	"RAB21"	"40-60"	"MS"
"ACTR10"	0.00194534119207974	-0.391295145974806	0.039	0.106	1	"Mig"	"ACTR10"	"40-60"	"MS"
"U2SURP2"	0.00197205162593743	-0.392314218242401	0.151	0.271	1	"Mig"	"U2SURP"	"40-60"	"MS"
"ZNF241"	0.00199413548708263	-0.366981329048184	0.084	0.176	1	"Mig"	"ZNF24"	"40-60"	"MS"
"AKT32"	0.00200642799665314	-0.240379832056127	0.272	0.426	1	"Mig"	"AKT3"	"40-60"	"MS"
"HLTF1"	0.00201463756326689	-0.331064159152339	0.039	0.106	1	"Mig"	"HLTF"	"40-60"	"MS"
"RCOR31"	0.00202812453054359	-0.583882246789843	0.057	0.133	1	"Mig"	"RCOR3"	"40-60"	"MS"
"WWOX2"	0.00203281963027124	-0.189129099054145	0.389	0.553	1	"Mig"	"WWOX"	"40-60"	"MS"
"BTBD31"	0.00205639345831639	-0.397914850627453	0.07	0.154	1	"Mig"	"BTBD3"	"40-60"	"MS"
"MIF1"	0.00206363093449207	-0.48706246720205	0.07	0.154	1	"Mig"	"MIF"	"40-60"	"MS"
"ELMO12"	0.00207451386864664	-0.297485248514454	0.559	0.755	1	"Mig"	"ELMO1"	"40-60"	"MS"
"VPS13D2"	0.0021200909073067	-0.333915248031857	0.115	0.218	1	"Mig"	"VPS13D"	"40-60"	"MS"
"FBN11"	0.00212856988545207	-0.227340433947922	0.05	0.122	1	"Mig"	"FBN1"	"40-60"	"MS"
"RP4.613B23.11"	0.00213503764434952	-0.296324582999296	0.117	0.218	1	"Mig"	"RP4.613B23.1"	"40-60"	"MS"
"SUMF12"	0.00215061562894904	-0.167210874085628	0.154	0.277	1	"Mig"	"SUMF1"	"40-60"	"MS"
"HSPA52"	0.0021523208621119	-0.327200131369349	0.07	0.154	1	"Mig"	"HSPA5"	"40-60"	"MS"
"NHSL11"	0.00215912450785053	-0.166396138575389	0.219	0.367	1	"Mig"	"NHSL1"	"40-60"	"MS"
"QDPR"	0.00216007192051975	-0.247773094619293	0.039	0.106	1	"Mig"	"QDPR"	"40-60"	"MS"
"PSEN11"	0.00216842996349446	-0.273129880203759	0.141	0.255	1	"Mig"	"PSEN1"	"40-60"	"MS"
"SIK22"	0.00217070492153602	-0.0635541824942205	0.12	0.229	1	"Mig"	"SIK2"	"40-60"	"MS"
"GAMT"	0.00218528284339988	-0.48214071728635	0.047	0.117	1	"Mig"	"GAMT"	"40-60"	"MS"
"PSMB71"	0.00218886502627048	-0.238900749702682	0.05	0.122	1	"Mig"	"PSMB7"	"40-60"	"MS"
"NDUFV21"	0.00218886678921178	-0.399353458096359	0.05	0.122	1	"Mig"	"NDUFV2"	"40-60"	"MS"
"MEF2C2"	0.0021919726913756	0.83117233979463	0.54	0.516	1	"Mig"	"MEF2C"	"40-60"	"MS"
"DMTF12"	0.00219762812030552	-0.179376336822885	0.081	0.17	1	"Mig"	"DMTF1"	"40-60"	"MS"
"TEAD12"	0.00221704714880486	-0.0915135411105047	0.039	0.106	1	"Mig"	"TEAD1"	"40-60"	"MS"
"PKM2"	0.00223409538883186	-0.158335267786385	0.144	0.266	1	"Mig"	"PKM"	"40-60"	"MS"
"PREX22"	0.00226227891489397	-0.324024407821602	0.06	0.138	1	"Mig"	"PREX2"	"40-60"	"MS"
"CDK181"	0.00228206954482041	-0.105115895427945	0.136	0.25	1	"Mig"	"CDK18"	"40-60"	"MS"
"ATP6V0E21"	0.00228995711439749	-0.261745131889396	0.037	0.101	1	"Mig"	"ATP6V0E2"	"40-60"	"MS"
