"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"SNHG25"	0.505539153536778	0.385637814375367	0.204	0.188	1	"Ast"	"SNHG25"	"MS"
"USF2"	0.505719043684248	0.357312308901129	0.117	0.104	1	"Ast"	"USF2"	"MS"
"SPEN"	0.505987067793673	0.0652730636402827	0.138	0.165	1	"Ast"	"SPEN"	"MS"
"WIPF1"	0.506112919535794	0.490766155907644	0.102	0.091	1	"Ast"	"WIPF1"	"MS"
"SIRPA"	0.506261208693673	0.00113540055771066	0.219	0.254	1	"Ast"	"SIRPA"	"MS"
"LRRC8A"	0.506496666525742	-0.164647670185615	0.133	0.152	1	"Ast"	"LRRC8A"	"MS"
"PRKCA"	0.506709396101903	0.030036795507737	0.495	0.567	1	"Ast"	"PRKCA"	"MS"
"NFATC3"	0.507203100450732	0.322245782793288	0.133	0.118	1	"Ast"	"NFATC3"	"MS"
"DNAJC6"	0.507270977127056	0.209125741472654	0.199	0.235	1	"Ast"	"DNAJC6"	"MS"
"ANXA4"	0.508023239807299	0.0541204438167998	0.082	0.101	1	"Ast"	"ANXA4"	"MS"
"YAP1"	0.508635520811206	0.140172982272952	0.168	0.199	1	"Ast"	"YAP1"	"MS"
"TEX2"	0.510825940358432	0.309741126887575	0.112	0.097	1	"Ast"	"TEX2"	"MS"
"NUBPL"	0.511139283114203	-0.0230062195735152	0.107	0.127	1	"Ast"	"NUBPL"	"MS"
"SORT1"	0.511171035371649	0.023602578318151	0.209	0.241	1	"Ast"	"SORT1"	"MS"
"MACF1"	0.512410579302021	0.122480595982144	0.597	0.677	1	"Ast"	"MACF1"	"MS"
"ABLIM1"	0.513306008385724	-0.0136101373313102	0.403	0.463	1	"Ast"	"ABLIM1"	"MS"
"ERBB2IP"	0.513486166475312	0.0499077668988326	0.546	0.554	1	"Ast"	"ERBB2IP"	"MS"
"KDM2A"	0.513635079543233	0.332634249816916	0.122	0.108	1	"Ast"	"KDM2A"	"MS"
"MAP2K2"	0.514114214820703	0.263815363609327	0.117	0.104	1	"Ast"	"MAP2K2"	"MS"
"UBR1"	0.516224517303088	-0.0181457325824714	0.117	0.137	1	"Ast"	"UBR1"	"MS"
"GNAS"	0.516661301897269	0.308417053828312	0.306	0.3	1	"Ast"	"GNAS"	"MS"
"IQGAP1"	0.517361171331109	0.56449679209282	0.148	0.14	1	"Ast"	"IQGAP1"	"MS"
"KCTD3"	0.51829958950653	-0.094956734148854	0.112	0.131	1	"Ast"	"KCTD3"	"MS"
"FNIP2"	0.519212104300888	0.118787057545724	0.087	0.108	1	"Ast"	"FNIP2"	"MS"
"LARP1"	0.519399461912301	0.324896421983116	0.168	0.152	1	"Ast"	"LARP1"	"MS"
"DDX5"	0.521704528563398	0.222707188507016	0.327	0.315	1	"Ast"	"DDX5"	"MS"
"PSAP"	0.522665932847743	0.346336963022623	0.566	0.626	1	"Ast"	"PSAP"	"MS"
"OGT"	0.524064154272384	-0.098678654519935	0.097	0.114	1	"Ast"	"OGT"	"MS"
"P2RX7"	0.524915062176906	0.357617211186641	0.112	0.099	1	"Ast"	"P2RX7"	"MS"
"FAM127A"	0.525947260621574	0.164528365636522	0.168	0.152	1	"Ast"	"FAM127A"	"MS"
"TULP4"	0.526543389450044	0.244166443075169	0.184	0.169	1	"Ast"	"TULP4"	"MS"
"DYNC1LI2"	0.526543937848047	0.318474866183966	0.143	0.131	1	"Ast"	"DYNC1LI2"	"MS"
"SRRM2"	0.526719176376143	0.257313560420118	0.204	0.184	1	"Ast"	"SRRM2"	"MS"
"PSAT1"	0.527131071689344	0.147392071869613	0.204	0.233	1	"Ast"	"PSAT1"	"MS"
"ERC1"	0.528055305998169	-0.0144057419267289	0.179	0.203	1	"Ast"	"ERC1"	"MS"
"ALCAM"	0.529873654680701	0.0435757992691426	0.281	0.328	1	"Ast"	"ALCAM"	"MS"
"MAP3K13"	0.531292326285174	0.0169423768461302	0.107	0.127	1	"Ast"	"MAP3K13"	"MS"
"C1GALT1"	0.533536541195982	0.0425904936493791	0.092	0.11	1	"Ast"	"C1GALT1"	"MS"
"MOBP"	0.535108224168606	-0.073329434190488	0.179	0.205	1	"Ast"	"MOBP"	"MS"
"CD9"	0.535753324062029	0.445701382627021	0.179	0.165	1	"Ast"	"CD9"	"MS"
"DIP2A"	0.536034335837001	-0.0760700371455416	0.097	0.114	1	"Ast"	"DIP2A"	"MS"
"DCAF5"	0.536392770533484	-0.0937970636121777	0.107	0.127	1	"Ast"	"DCAF5"	"MS"
"ATP6V1H"	0.536861424299679	-0.0365994994049977	0.087	0.104	1	"Ast"	"ATP6V1H"	"MS"
"SLC3A2"	0.537131805368237	0.157435603442486	0.184	0.214	1	"Ast"	"SLC3A2"	"MS"
"TBC1D22A"	0.537931006682171	0.169626859189688	0.087	0.106	1	"Ast"	"TBC1D22A"	"MS"
"YTHDC1"	0.537951306425442	-0.00137129388830148	0.117	0.135	1	"Ast"	"YTHDC1"	"MS"
"ASTN2"	0.538253118200869	0.452540764835824	0.352	0.357	1	"Ast"	"ASTN2"	"MS"
"RFX3.AS1"	0.538653301777464	-0.0169884320141509	0.209	0.235	1	"Ast"	"RFX3.AS1"	"MS"
"R3HDM2"	0.53956751923815	0.221568830537452	0.122	0.108	1	"Ast"	"R3HDM2"	"MS"
"SLC6A8"	0.540306624458331	-0.0982864658154516	0.143	0.161	1	"Ast"	"SLC6A8"	"MS"
"APPL2"	0.540508321898586	0.0163011663467199	0.087	0.104	1	"Ast"	"APPL2"	"MS"
"FAM49A"	0.541052719749863	0.421468205323715	0.112	0.099	1	"Ast"	"FAM49A"	"MS"
"VPS13B"	0.541754316046491	-0.000510989343386781	0.204	0.23	1	"Ast"	"VPS13B"	"MS"
"CBX5"	0.541914265842597	0.0344810871690856	0.087	0.104	1	"Ast"	"CBX5"	"MS"
"PSMB1"	0.541914265842597	0.0167463417342784	0.087	0.104	1	"Ast"	"PSMB1"	"MS"
"CDK14"	0.542018545235566	0.117153659048865	0.133	0.156	1	"Ast"	"CDK14"	"MS"
"SCAF11"	0.542153197484551	0.0667275802202962	0.102	0.121	1	"Ast"	"SCAF11"	"MS"
"MORF4L1"	0.543176777201795	-0.0582717202280636	0.148	0.169	1	"Ast"	"MORF4L1"	"MS"
"KCNH8"	0.543523479303561	-0.103880936172438	0.189	0.211	1	"Ast"	"KCNH8"	"MS"
"ARHGAP1"	0.545143266519979	0.321356983387646	0.117	0.104	1	"Ast"	"ARHGAP1"	"MS"
"PACS2"	0.546107392988316	0.45505413846757	0.173	0.165	1	"Ast"	"PACS2"	"MS"
"PHLDB1"	0.547267591619212	0.224035930803447	0.255	0.243	1	"Ast"	"PHLDB1"	"MS"
"ZMYM4"	0.547329025155728	0.396906555420725	0.128	0.154	1	"Ast"	"ZMYM4"	"MS"
"C1orf122"	0.548216135137679	0.197766745651489	0.107	0.093	1	"Ast"	"C1orf122"	"MS"
"ANKRD13C"	0.548519557873187	0.228777396884484	0.112	0.099	1	"Ast"	"ANKRD13C"	"MS"
"GAS7"	0.548910702706884	0.0211461469764438	0.148	0.173	1	"Ast"	"GAS7"	"MS"
"FTX"	0.549600286930981	0.0833212263154794	0.383	0.438	1	"Ast"	"FTX"	"MS"
"YLPM1"	0.550671650720484	0.0211304055159838	0.087	0.104	1	"Ast"	"YLPM1"	"MS"
"AKAP7"	0.551943260359231	0.0780818798616179	0.087	0.106	1	"Ast"	"AKAP7"	"MS"
"FKBP2"	0.553090284478196	0.30214762545169	0.163	0.15	1	"Ast"	"FKBP2"	"MS"
"CASC4"	0.553668462391103	0.109057223305562	0.128	0.15	1	"Ast"	"CASC4"	"MS"
"AP000487.6"	0.553733947692753	0.16529404849768	0.112	0.097	1	"Ast"	"AP000487.6"	"MS"
"TESK2"	0.554143546352809	0.213219609627354	0.092	0.112	1	"Ast"	"TESK2"	"MS"
"SPOCK3"	0.554228157184004	-0.0516510174538882	0.235	0.26	1	"Ast"	"SPOCK3"	"MS"
"HNRNPDL"	0.556814771987424	0.345440933653711	0.245	0.237	1	"Ast"	"HNRNPDL"	"MS"
"AP1S2"	0.557081686618735	0.146903250671375	0.128	0.112	1	"Ast"	"AP1S2"	"MS"
"KCNN3"	0.558380918697194	0.200009736850803	0.204	0.239	1	"Ast"	"KCNN3"	"MS"
"CHD7"	0.559681172021688	0.0609532293681183	0.092	0.11	1	"Ast"	"CHD7"	"MS"
"PPP6R3"	0.560056286834473	0.105379013985496	0.179	0.203	1	"Ast"	"PPP6R3"	"MS"
"BOD1L1"	0.563206863013764	0.0580564307664597	0.143	0.127	1	"Ast"	"BOD1L1"	"MS"
"KPNB1"	0.564424437382077	0.00291365971278068	0.092	0.11	1	"Ast"	"KPNB1"	"MS"
"SSFA2"	0.564448574238403	0.0710614287100235	0.102	0.121	1	"Ast"	"SSFA2"	"MS"
"RBM33"	0.564871188186796	0.140551294366189	0.112	0.127	1	"Ast"	"RBM33"	"MS"
"NDUFS1"	0.565193685532956	0.205442788469562	0.097	0.116	1	"Ast"	"NDUFS1"	"MS"
"MT.CO1"	0.565298865753658	0.0436937100639279	0.765	0.835	1	"Ast"	"MT.CO1"	"MS"
"ANKRD36B"	0.566953453117801	0.091523251770331	0.087	0.104	1	"Ast"	"ANKRD36B"	"MS"
"NUMB"	0.568307215337535	0.126674809717826	0.122	0.142	1	"Ast"	"NUMB"	"MS"
"MICU3"	0.571385074010049	0.225039440807864	0.102	0.091	1	"Ast"	"MICU3"	"MS"
"DYNC2LI1"	0.572947633644292	0.149715522856656	0.122	0.108	1	"Ast"	"DYNC2LI1"	"MS"
"CGGBP1"	0.574905355847241	0.0482499074564164	0.092	0.108	1	"Ast"	"CGGBP1"	"MS"
"ATF4"	0.574928369578955	0.28717240094696	0.102	0.091	1	"Ast"	"ATF4"	"MS"
"XKR6"	0.575132655221245	0.186025091291398	0.102	0.089	1	"Ast"	"XKR6"	"MS"
"FAR1"	0.576291340328563	-0.0509520284246905	0.194	0.216	1	"Ast"	"FAR1"	"MS"
"DAG1"	0.57674291531416	0.236587055203116	0.143	0.129	1	"Ast"	"DAG1"	"MS"
"GNB1"	0.578934358540715	0.325640026751311	0.179	0.167	1	"Ast"	"GNB1"	"MS"
"PRKCSH"	0.579083621289967	0.28978200738531	0.133	0.123	1	"Ast"	"PRKCSH"	"MS"
"ACO2"	0.579726968480731	-0.00761868201020688	0.112	0.129	1	"Ast"	"ACO2"	"MS"
"DIP2B"	0.580164911197636	0.233125236338793	0.214	0.245	1	"Ast"	"DIP2B"	"MS"
"TTC17"	0.580670773750212	0.237937421302216	0.189	0.224	1	"Ast"	"TTC17"	"MS"
"F3"	0.5814793891851	0.340098185112514	0.347	0.349	1	"Ast"	"F3"	"MS"
"TUFM"	0.582296695537467	0.1541520217985	0.087	0.104	1	"Ast"	"TUFM"	"MS"
"JPX"	0.583019034191973	0.249174850457113	0.117	0.106	1	"Ast"	"JPX"	"MS"
"FEZ1"	0.583338608872328	0.29819153561345	0.26	0.264	1	"Ast"	"FEZ1"	"MS"
"COPA"	0.583473032856776	0.139955199085229	0.168	0.192	1	"Ast"	"COPA"	"MS"
"ANKRD28"	0.585860059855637	0.214918043826565	0.138	0.161	1	"Ast"	"ANKRD28"	"MS"
"OAT"	0.58638987211413	0.0948787636332608	0.102	0.118	1	"Ast"	"OAT"	"MS"
"NME3"	0.587263098416899	0.0391515992238545	0.168	0.192	1	"Ast"	"NME3"	"MS"
"ZNF708"	0.587438526524418	0.0503061952845942	0.122	0.144	1	"Ast"	"ZNF708"	"MS"
"NFKB1"	0.587722239314888	0.168097536083279	0.102	0.121	1	"Ast"	"NFKB1"	"MS"
"GALNT18"	0.588307415483369	0.25991288832361	0.102	0.091	1	"Ast"	"GALNT18"	"MS"
"SESTD1"	0.588719112092698	-0.0285273854434787	0.163	0.184	1	"Ast"	"SESTD1"	"MS"
"HDLBP"	0.589755126276672	0.0627104396757819	0.092	0.108	1	"Ast"	"HDLBP"	"MS"
"TMTC4"	0.590138274186624	0.317246532794188	0.092	0.11	1	"Ast"	"TMTC4"	"MS"
"RAB2A"	0.590441490817108	0.191310130589869	0.138	0.161	1	"Ast"	"RAB2A"	"MS"
"CMTM4"	0.592343089929531	0.0215096936340672	0.092	0.108	1	"Ast"	"CMTM4"	"MS"
"FBXW7"	0.593783123319622	0.268346612896463	0.112	0.099	1	"Ast"	"FBXW7"	"MS"
"SERF2"	0.594139026411445	0.115491596345547	0.219	0.205	1	"Ast"	"SERF2"	"MS"
"TTLL5"	0.594141654166728	0.152411249822222	0.092	0.11	1	"Ast"	"TTLL5"	"MS"
"PLS3"	0.594936291475186	0.18825711233771	0.112	0.099	1	"Ast"	"PLS3"	"MS"
"CDK17"	0.595362340216786	0.201394005629888	0.168	0.156	1	"Ast"	"CDK17"	"MS"
"RHOA"	0.596795065719596	-0.11180192323275	0.148	0.165	1	"Ast"	"RHOA"	"MS"
"APBB2"	0.597138054182704	0.133676672386604	0.189	0.218	1	"Ast"	"APBB2"	"MS"
"HADHA"	0.598720493708806	0.266941530196943	0.117	0.106	1	"Ast"	"HADHA"	"MS"
"PPP1R16B"	0.6006386769176	0.509903149927809	0.117	0.108	1	"Ast"	"PPP1R16B"	"MS"
"RAB3GAP2"	0.601544387591985	0.0935019288462856	0.097	0.114	1	"Ast"	"RAB3GAP2"	"MS"
"PI4KB"	0.602001206185554	0.401298498114921	0.102	0.093	1	"Ast"	"PI4KB"	"MS"
"CDHR3"	0.602212845271645	0.360735885290031	0.148	0.137	1	"Ast"	"CDHR3"	"MS"
"CSDE1"	0.602805929891411	-0.0829736967956407	0.117	0.133	1	"Ast"	"CSDE1"	"MS"
"TNKS"	0.602928183843004	0.126927303351758	0.214	0.241	1	"Ast"	"TNKS"	"MS"
"CNBP"	0.603036931067584	0.168760239926231	0.092	0.108	1	"Ast"	"CNBP"	"MS"
"LRRTM4"	0.603226654212693	0.236437161406028	0.128	0.146	1	"Ast"	"LRRTM4"	"MS"
"C1orf198"	0.603307684680858	0.0241131458555304	0.179	0.205	1	"Ast"	"C1orf198"	"MS"
"CASD1"	0.608096846900571	0.302457084511846	0.122	0.112	1	"Ast"	"CASD1"	"MS"
"PTEN"	0.608118773436226	-0.063892642136969	0.102	0.116	1	"Ast"	"PTEN"	"MS"
"SMAD9"	0.608539757929478	0.363528127882761	0.112	0.101	1	"Ast"	"SMAD9"	"MS"
"MYCBP2"	0.609347612262639	0.274639581603252	0.23	0.224	1	"Ast"	"MYCBP2"	"MS"
"RCN2"	0.612044632493279	0.219929315581189	0.117	0.106	1	"Ast"	"RCN2"	"MS"
"CORO2B"	0.614342208913379	0.203859111781718	0.112	0.101	1	"Ast"	"CORO2B"	"MS"
"RAB31"	0.614428593599042	0.040740289295216	0.128	0.146	1	"Ast"	"RAB31"	"MS"
"AGFG1"	0.61593967019187	0.31924256816677	0.107	0.095	1	"Ast"	"AGFG1"	"MS"
"SEPT4"	0.616171432097468	0.240751821419192	0.194	0.226	1	"Ast"	"SEPT4"	"MS"
"CLPTM1"	0.617053130908094	-0.0811652409627959	0.107	0.121	1	"Ast"	"CLPTM1"	"MS"
"SOX8"	0.617835326831904	0.246392791349726	0.092	0.11	1	"Ast"	"SOX8"	"MS"
"CALR"	0.619344977419456	0.007317333124639	0.138	0.156	1	"Ast"	"CALR"	"MS"
"SPPL2A"	0.620241515486127	0.0615435509825872	0.122	0.108	1	"Ast"	"SPPL2A"	"MS"
"YAF2"	0.622483335955732	-0.172191827365345	0.092	0.104	1	"Ast"	"YAF2"	"MS"
"ARIH2"	0.622875722783688	0.232849558870184	0.128	0.116	1	"Ast"	"ARIH2"	"MS"
"HSPA5"	0.624559003968923	0.0300854064859006	0.107	0.123	1	"Ast"	"HSPA5"	"MS"
"MAP2K5"	0.626727427345167	0.20153042894348	0.158	0.182	1	"Ast"	"MAP2K5"	"MS"
"KDM6A"	0.628319097010609	0.476981808635272	0.158	0.154	1	"Ast"	"KDM6A"	"MS"
"B3GAT1"	0.628560894453895	0.340961520172772	0.148	0.14	1	"Ast"	"B3GAT1"	"MS"
"TMSB4X"	0.628878391092909	0.148259816013852	0.362	0.37	1	"Ast"	"TMSB4X"	"MS"
"MID1IP1"	0.629363466418526	-0.0212922111236662	0.097	0.11	1	"Ast"	"MID1IP1"	"MS"
"GPR37"	0.629745474559252	0.187606597851412	0.153	0.18	1	"Ast"	"GPR37"	"MS"
"B2M"	0.62989785700596	0.550799061227341	0.128	0.121	1	"Ast"	"B2M"	"MS"
"CEP112"	0.632521790809095	0.0588652429654319	0.112	0.129	1	"Ast"	"CEP112"	"MS"
"H3F3B"	0.63516462423296	0.209142808958666	0.337	0.378	1	"Ast"	"H3F3B"	"MS"
"SAMD4B"	0.635255553497033	0.0876479360031743	0.112	0.129	1	"Ast"	"SAMD4B"	"MS"
"CASK"	0.635294946513952	0.317841637527096	0.143	0.133	1	"Ast"	"CASK"	"MS"
"NENF"	0.636202238788724	0.153375717692537	0.148	0.169	1	"Ast"	"NENF"	"MS"
"CECR2"	0.63686630045568	0.27333345228395	0.184	0.173	1	"Ast"	"CECR2"	"MS"
"MEIS1"	0.637043824135062	0.373902528096241	0.117	0.11	1	"Ast"	"MEIS1"	"MS"
"SLC27A1"	0.639059329792697	0.0692237087913283	0.189	0.214	1	"Ast"	"SLC27A1"	"MS"
"LCOR"	0.639864314808474	0.0722443599686883	0.102	0.118	1	"Ast"	"LCOR"	"MS"
"RGL1"	0.640635376400536	0.372175340904676	0.23	0.235	1	"Ast"	"RGL1"	"MS"
"TYRO3"	0.640811077296713	0.365881666905893	0.143	0.135	1	"Ast"	"TYRO3"	"MS"
"IFT88"	0.641224203831729	0.119763647249077	0.148	0.165	1	"Ast"	"IFT88"	"MS"
"STARD13"	0.641237203167441	0.308255877836187	0.245	0.243	1	"Ast"	"STARD13"	"MS"
"CDK5RAP3"	0.64138297525878	0.200550727740644	0.117	0.108	1	"Ast"	"CDK5RAP3"	"MS"
"APOE"	0.641533460045685	0.533821581002896	0.689	0.763	1	"Ast"	"APOE"	"MS"
"MYOM1"	0.64154514661866	0.321852840313353	0.102	0.093	1	"Ast"	"MYOM1"	"MS"
"TSPAN5"	0.641799909338351	0.446019977566504	0.224	0.266	1	"Ast"	"TSPAN5"	"MS"
"DPYSL5"	0.642431447037606	0.25739626989423	0.107	0.123	1	"Ast"	"DPYSL5"	"MS"
"HNRNPM"	0.644220797800467	0.152599702449112	0.102	0.116	1	"Ast"	"HNRNPM"	"MS"
"APBA2"	0.644305284411611	0.283780605268316	0.112	0.101	1	"Ast"	"APBA2"	"MS"
"ATP11B"	0.644498697711482	0.451325111722805	0.092	0.106	1	"Ast"	"ATP11B"	"MS"
"RBFOX1"	0.6447327445031	0.00682680983883133	0.143	0.161	1	"Ast"	"RBFOX1"	"MS"
"RASSF4"	0.645920351973178	0.487957262249983	0.194	0.19	1	"Ast"	"RASSF4"	"MS"
"GJA1"	0.649316871794868	-0.190417650268514	0.582	0.641	1	"Ast"	"GJA1"	"MS"
"DOCK9"	0.649649248057186	-0.000751296602356621	0.153	0.175	1	"Ast"	"DOCK9"	"MS"
"PPP4R2"	0.649752450474009	-0.0198688352329182	0.107	0.123	1	"Ast"	"PPP4R2"	"MS"
"GATAD2B"	0.650474350359646	0.0599153121045444	0.117	0.133	1	"Ast"	"GATAD2B"	"MS"
"PDE8B"	0.65115451023866	0.257039845467714	0.143	0.133	1	"Ast"	"PDE8B"	"MS"
"SERINC1"	0.651164476074424	0.410852995414016	0.179	0.173	1	"Ast"	"SERINC1"	"MS"
"FADS3"	0.652779727004925	0.147572505620066	0.117	0.106	1	"Ast"	"FADS3"	"MS"
"ATP5I"	0.652928057408286	0.310278885687298	0.286	0.279	1	"Ast"	"ATP5I"	"MS"
"SEC24B"	0.653186067174122	0.0996374497073117	0.102	0.091	1	"Ast"	"SEC24B"	"MS"
"PRRC2B"	0.65415758981268	0.242841028081566	0.158	0.15	1	"Ast"	"PRRC2B"	"MS"
"UBC"	0.657303797018274	0.225422693200795	0.286	0.326	1	"Ast"	"UBC"	"MS"
"TMEM123"	0.65750200313678	0.0653184510620637	0.143	0.159	1	"Ast"	"TMEM123"	"MS"
"FBXL4"	0.658312728870334	0.225565303495133	0.112	0.101	1	"Ast"	"FBXL4"	"MS"
"BRE"	0.659014330494933	0.266170146190163	0.189	0.18	1	"Ast"	"BRE"	"MS"
"C6orf1"	0.659140854325869	0.0322630297220279	0.102	0.091	1	"Ast"	"C6orf1"	"MS"
"OSBPL8"	0.659510509919872	-0.0687995886204311	0.097	0.108	1	"Ast"	"OSBPL8"	"MS"
"NKAIN2"	0.659555387557764	-0.0114644939408466	0.398	0.425	1	"Ast"	"NKAIN2"	"MS"
"MED13L"	0.659961209068004	-0.135602370677691	0.316	0.338	1	"Ast"	"MED13L"	"MS"
"FARS2"	0.660577463920939	0.494540720709497	0.138	0.133	1	"Ast"	"FARS2"	"MS"
"CLOCK"	0.661119678791149	0.0918004843164835	0.097	0.112	1	"Ast"	"CLOCK"	"MS"
"FAM214A"	0.662292498563136	0.395425680946314	0.128	0.118	1	"Ast"	"FAM214A"	"MS"
"TOP1"	0.66247026708923	0.144411943618515	0.158	0.175	1	"Ast"	"TOP1"	"MS"
"APLP1"	0.664117048517174	0.221823832523766	0.383	0.378	1	"Ast"	"APLP1"	"MS"
"SMAD2"	0.665065500637388	0.231224553274827	0.107	0.123	1	"Ast"	"SMAD2"	"MS"
"NUCKS1"	0.665236508616928	-0.0766051689346168	0.347	0.383	1	"Ast"	"NUCKS1"	"MS"
"RP11.436K8.1"	0.665255710213578	0.0803092151555564	0.168	0.19	1	"Ast"	"RP11.436K8.1"	"MS"
"SRRM1"	0.666701041131607	0.244422694421675	0.133	0.15	1	"Ast"	"SRRM1"	"MS"
"ID2"	0.666802009196112	0.225938918415034	0.204	0.235	1	"Ast"	"ID2"	"MS"
"CDC42EP4"	0.668436581360046	0.164967007848517	0.204	0.19	1	"Ast"	"CDC42EP4"	"MS"
"MARCH7"	0.669587399705501	-0.037631420816712	0.097	0.11	1	"Ast"	"MARCH7"	"MS"
"TMCC1"	0.670096780238129	0.0666235916074984	0.214	0.235	1	"Ast"	"TMCC1"	"MS"
"UBE2E1"	0.676187530062458	0.285728399609407	0.117	0.11	1	"Ast"	"UBE2E1"	"MS"
"RP11.776H12.1"	0.676506773143844	0.125366541246593	0.153	0.171	1	"Ast"	"RP11.776H12.1"	"MS"
"DDX24"	0.678614324589622	0.0790466671333578	0.112	0.127	1	"Ast"	"DDX24"	"MS"
"KAT2A"	0.678748406117792	-0.0828152367728878	0.128	0.14	1	"Ast"	"KAT2A"	"MS"
"KIF5B"	0.678749158298455	0.106048837924363	0.133	0.15	1	"Ast"	"KIF5B"	"MS"
"BMPR1A"	0.679258759081657	0.156032936394565	0.168	0.19	1	"Ast"	"BMPR1A"	"MS"
"ZEB1"	0.679609525647212	0.223405974324188	0.143	0.161	1	"Ast"	"ZEB1"	"MS"
"BMPR2"	0.680120284270494	0.0362488909448242	0.143	0.161	1	"Ast"	"BMPR2"	"MS"
"YY1"	0.681607420949075	0.031475401005963	0.097	0.11	1	"Ast"	"YY1"	"MS"
"GNG7"	0.681888954390973	0.284180517847185	0.148	0.14	1	"Ast"	"GNG7"	"MS"
"PRRC2C"	0.682500873445991	0.223751908995409	0.209	0.23	1	"Ast"	"PRRC2C"	"MS"
"REEP5"	0.683173509637089	-0.0122860385966929	0.102	0.091	1	"Ast"	"REEP5"	"MS"
"SPAG9"	0.684422098586895	0.180911364772121	0.26	0.296	1	"Ast"	"SPAG9"	"MS"
"PPP4R3B"	0.684612744915967	0.118217202458293	0.107	0.121	1	"Ast"	"PPP4R3B"	"MS"
"ELOVL1"	0.684745504878318	0.269554340407199	0.143	0.135	1	"Ast"	"ELOVL1"	"MS"
"FUT8"	0.689867786811533	0.0853480741820265	0.291	0.323	1	"Ast"	"FUT8"	"MS"
"PTOV1"	0.690030401290927	0.312474595849139	0.117	0.11	1	"Ast"	"PTOV1"	"MS"
"TMEM259"	0.690124895424171	0.299828880059793	0.133	0.127	1	"Ast"	"TMEM259"	"MS"
"PCBP2"	0.690823820077601	0.11191177969889	0.138	0.129	1	"Ast"	"PCBP2"	"MS"
"DPP8"	0.691773167170157	0.17106474531354	0.128	0.144	1	"Ast"	"DPP8"	"MS"
"PPA2"	0.692352504427656	0.265068643097156	0.133	0.154	1	"Ast"	"PPA2"	"MS"
"HNRNPA3"	0.692562516750287	0.374674409536361	0.143	0.163	1	"Ast"	"HNRNPA3"	"MS"
"BTRC"	0.693402916106543	-0.0142238165141624	0.138	0.152	1	"Ast"	"BTRC"	"MS"
"IRF2BP2"	0.693463103828492	-0.0286786395481871	0.163	0.175	1	"Ast"	"IRF2BP2"	"MS"
"CADM4"	0.693667211153467	0.13429345790619	0.158	0.15	1	"Ast"	"CADM4"	"MS"
"YWHAG"	0.698728014793016	0.172188843074565	0.133	0.125	1	"Ast"	"YWHAG"	"MS"
"FNBP4"	0.699010265176921	0.278787686854301	0.107	0.123	1	"Ast"	"FNBP4"	"MS"
"WDR17"	0.700106746163884	0.0970806146973503	0.092	0.104	1	"Ast"	"WDR17"	"MS"
"SLC25A37"	0.701350070849571	0.0417987786239967	0.112	0.101	1	"Ast"	"SLC25A37"	"MS"
"SEC31A"	0.702531661347955	0.272305694931194	0.112	0.104	1	"Ast"	"SEC31A"	"MS"
"EFCAB14"	0.703805078726587	0.0140726425024467	0.097	0.108	1	"Ast"	"EFCAB14"	"MS"
"SLTM"	0.707189287605321	0.220751271158291	0.117	0.133	1	"Ast"	"SLTM"	"MS"
"C14orf159"	0.708945795512457	0.154966014228002	0.097	0.11	1	"Ast"	"C14orf159"	"MS"
"ID4"	0.70933772217127	0.0496747282506	0.189	0.207	1	"Ast"	"ID4"	"MS"
"LRCH3"	0.711424886870403	-0.0539644328243591	0.117	0.129	1	"Ast"	"LRCH3"	"MS"
"MAPK1"	0.714058737726854	0.010155747167538	0.173	0.19	1	"Ast"	"MAPK1"	"MS"
"ESF1"	0.71462992475934	0.195092223928998	0.122	0.137	1	"Ast"	"ESF1"	"MS"
"NDUFS7"	0.716483221066997	0.273210936293214	0.133	0.127	1	"Ast"	"NDUFS7"	"MS"
"NASP"	0.717056971381418	0.0568346567246611	0.092	0.104	1	"Ast"	"NASP"	"MS"
"PEX5L"	0.71710881224859	0.134341802573351	0.281	0.319	1	"Ast"	"PEX5L"	"MS"
"ADCY2"	0.717479393905809	0.169513942780919	0.556	0.615	1	"Ast"	"ADCY2"	"MS"
"MAP7"	0.718286664328331	0.157123850600986	0.327	0.368	1	"Ast"	"MAP7"	"MS"
"TCF25"	0.719924786334922	0.333440032346291	0.153	0.148	1	"Ast"	"TCF25"	"MS"
"POLR2I"	0.721357151384295	0.213803338155341	0.107	0.099	1	"Ast"	"POLR2I"	"MS"
"NPEPPS"	0.722336164040056	0.323167846259004	0.143	0.135	1	"Ast"	"NPEPPS"	"MS"
"MAN2A1"	0.724592280216971	0.0758209326225208	0.383	0.412	1	"Ast"	"MAN2A1"	"MS"
"TRIL"	0.724792038438441	0.235164215223639	0.168	0.163	1	"Ast"	"TRIL"	"MS"
"PPHLN1"	0.725415688721164	-0.0424172815099151	0.097	0.108	1	"Ast"	"PPHLN1"	"MS"
"UBL3"	0.729329120719758	0.202723892174942	0.158	0.178	1	"Ast"	"UBL3"	"MS"
"FAM69A"	0.730859679246639	0.0931976268483996	0.117	0.129	1	"Ast"	"FAM69A"	"MS"
"C1orf61"	0.731196000364575	0.302977377407399	0.429	0.457	1	"Ast"	"C1orf61"	"MS"
"HERC2"	0.731263499553915	0.220823672148989	0.117	0.11	1	"Ast"	"HERC2"	"MS"
