"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"SNAP911"	4.72870292051363e-22	-1.11161184200543	0.106	0.435	5.08997582364087e-18	"Neur"	"SNAP91"	"N"
"RYR2"	6.88824110116692e-22	-1.30975201007208	0.119	0.449	7.41450272129607e-18	"Neur"	"RYR2"	"N"
"MAPK102"	1.69323908571158e-21	-0.67499941213219	0.156	0.541	1.82260255185994e-17	"Neur"	"MAPK10"	"N"
"CSRNP31"	2.11230572452818e-21	-0.923605292296079	0.103	0.427	2.27368588188214e-17	"Neur"	"CSRNP3"	"N"
"EHBP12"	3.06022520862398e-21	-0.937707585252936	0.09	0.405	3.29402641456286e-17	"Neur"	"EHBP1"	"N"
"PAM1"	5.25902283416124e-21	-1.15811853085836	0.103	0.422	5.66081217869116e-17	"Neur"	"PAM"	"N"
"TMEM132B1"	7.83657918823947e-21	-1.0399795970361	0.082	0.384	8.43529383822097e-17	"Neur"	"TMEM132B"	"N"
"APOE2"	8.38092387337163e-21	2.31953470286345	0.526	0.311	9.02122645729723e-17	"Neur"	"APOE"	"N"
"PDE10A"	1.07063665891108e-20	-1.23899506420341	0.082	0.378	1.15243329965189e-16	"Neur"	"PDE10A"	"N"
"RP11-701H24.91"	1.12482995897981e-20	-0.964602162363515	0.082	0.384	1.21076696784586e-16	"Neur"	"RP11-701H24.9"	"N"
"CNKSR21"	1.13384617825014e-20	-1.39917349175005	0.077	0.362	1.22047202626845e-16	"Neur"	"CNKSR2"	"N"
"NRG1"	1.28314576742848e-20	-1.78265892194712	0.071	0.354	1.38117810406001e-16	"Neur"	"NRG1"	"N"
"ANKRD36C2"	1.5326872963358e-20	-0.978805304408502	0.114	0.432	1.64978460577586e-16	"Neur"	"ANKRD36C"	"N"
"FAM155A2"	2.83093158559424e-20	-0.855222231410374	0.352	0.803	3.04721475873364e-16	"Neur"	"FAM155A"	"N"
"MCTP1"	3.2412864875713e-20	-1.26472633284765	0.074	0.362	3.48892077522174e-16	"Neur"	"MCTP1"	"N"
"PHACTR12"	3.47301417710206e-20	-0.97952630909905	0.14	0.489	3.73835246023265e-16	"Neur"	"PHACTR1"	"N"
"GPHN2"	5.44910166180708e-20	-0.699583306084176	0.283	0.719	5.86541302876914e-16	"Neur"	"GPHN"	"N"
"FTL2"	7.78567134310814e-20	1.87330226703615	0.601	0.43	8.3804966337216e-16	"Neur"	"FTL"	"N"
"SCN2A"	1.08223968350167e-19	-1.11627574894412	0.114	0.424	1.1649227953212e-15	"Neur"	"SCN2A"	"N"
"GRIN2A"	1.29766568114559e-19	-1.03662659971238	0.127	0.454	1.39680733918512e-15	"Neur"	"GRIN2A"	"N"
"ERC12"	1.54590507120246e-19	-0.986530279501871	0.143	0.47	1.66401221864233e-15	"Neur"	"ERC1"	"N"
"PCDH11Y"	1.84024707142839e-19	-1.61417574881314	0.021	0.243	1.98084194768552e-15	"Neur"	"PCDH11Y"	"N"
"SNRPN"	2.08920088942728e-19	-1.20443526546811	0.079	0.354	2.24881583737952e-15	"Neur"	"SNRPN"	"N"
"MBD52"	2.11124771229799e-19	-0.699808563138328	0.172	0.541	2.27254703751756e-15	"Neur"	"MBD5"	"N"
"RAPGEF4"	3.04987875875998e-19	-0.972123435983121	0.093	0.386	3.28288949592924e-15	"Neur"	"RAPGEF4"	"N"
"SLC4A10"	3.1933639080015e-19	-1.03893854490011	0.098	0.397	3.43733691057281e-15	"Neur"	"SLC4A10"	"N"
"MAP1B1"	3.7549567543318e-19	-0.7896538765358	0.132	0.457	4.04183545036275e-15	"Neur"	"MAP1B"	"N"
"USP9Y1"	4.21806369995323e-19	-1.33438797320206	0	0.192	4.54032376662966e-15	"Neur"	"USP9Y"	"N"
"KAZN2"	4.31124831082024e-19	-0.885036038901817	0.209	0.584	4.64062768176691e-15	"Neur"	"KAZN"	"N"
"KIAA1456"	4.97624078688215e-19	-1.32366046980659	0.032	0.265	5.35642558299994e-15	"Neur"	"KIAA1456"	"N"
"KCNQ32"	5.23938536820513e-19	-0.844182803412793	0.119	0.438	5.63967441033601e-15	"Neur"	"KCNQ3"	"N"
"RANBP17"	7.35779665346787e-19	-1.08385938814463	0.042	0.284	7.91993231779282e-15	"Neur"	"RANBP17"	"N"
"ZNF804A"	7.74910119306438e-19	-1.2742289398645	0.087	0.368	8.34113252421449e-15	"Neur"	"ZNF804A"	"N"
"PLCB11"	8.14061971481427e-19	-0.927891565406404	0.27	0.657	8.76256306102609e-15	"Neur"	"PLCB1"	"N"
"HDAC91"	1.08745350610477e-18	-0.904337482672307	0.156	0.486	1.17053495397117e-14	"Neur"	"HDAC9"	"N"
"RP11-123O10.4"	1.18312506044681e-18	-0.875379843040841	0.14	0.457	1.27351581506494e-14	"Neur"	"RP11-123O10.4"	"N"
"EXT12"	1.3695639092813e-18	-1.0784705544671	0.098	0.384	1.47419859195039e-14	"Neur"	"EXT1"	"N"
"DPP62"	1.4525751484291e-18	-0.925625990386519	0.246	0.619	1.56355188976909e-14	"Neur"	"DPP6"	"N"
"KSR2"	3.29546798048211e-18	-0.935339065453264	0.045	0.286	3.54724173419094e-14	"Neur"	"KSR2"	"N"
"FRMD4A2"	3.40736692305115e-18	-0.915033132396898	0.312	0.692	3.66768975597226e-14	"Neur"	"FRMD4A"	"N"
"GALNT13"	3.58942871842172e-18	-0.956904282067502	0.164	0.5	3.86366107250914e-14	"Neur"	"GALNT13"	"N"
"GPR158"	3.71121178355969e-18	-1.2333918415858	0.056	0.3	3.99474836382365e-14	"Neur"	"GPR158"	"N"
"ZNF385B"	4.25331531640177e-18	-1.42120989628842	0.053	0.297	4.57826860657487e-14	"Neur"	"ZNF385B"	"N"
"PCDH92"	4.69493083406052e-18	0.830277464459046	0.852	0.816	5.05362354978275e-14	"Neur"	"PCDH9"	"N"
"AC074363.11"	7.177243979966e-18	-0.884223704791445	0.093	0.37	7.7255854200354e-14	"Neur"	"AC074363.1"	"N"
"CACNA1C1"	8.1122662198486e-18	-0.883412747976509	0.124	0.427	8.73204335904503e-14	"Neur"	"CACNA1C"	"N"
"TENM1"	8.95978322977046e-18	-1.38074690672511	0.05	0.286	9.64431066852492e-14	"Neur"	"TENM1"	"N"
"CLASP12"	1.0633349867575e-17	-0.884459573532085	0.071	0.332	1.14457377974577e-13	"Neur"	"CLASP1"	"N"
"CACNB21"	1.26513134885965e-17	-0.898049791352795	0.153	0.468	1.36178738391253e-13	"Neur"	"CACNB2"	"N"
"UNC801"	1.3139801689348e-17	-0.826153666861076	0.146	0.449	1.41436825384142e-13	"Neur"	"UNC80"	"N"
"RABGAP1L2"	1.38742602190768e-17	-0.750387167369504	0.19	0.541	1.49342536998142e-13	"Neur"	"RABGAP1L"	"N"
"ARNT21"	1.57313481489142e-17	-0.738768408266669	0.124	0.43	1.69332231474913e-13	"Neur"	"ARNT2"	"N"
"ANKRD362"	1.60330150437852e-17	-0.609766557545669	0.138	0.454	1.72579373931304e-13	"Neur"	"ANKRD36"	"N"
"NMNAT2"	1.85161869291764e-17	-1.15874063694886	0.077	0.327	1.99308236105655e-13	"Neur"	"NMNAT2"	"N"
"FAM49B1"	2.22453872181471e-17	-0.822489803530255	0.079	0.349	2.39449348016135e-13	"Neur"	"FAM49B"	"N"
"MAGI31"	2.31690059293868e-17	-1.04346425437331	0.045	0.278	2.4939117982392e-13	"Neur"	"MAGI3"	"N"
"GRIN1"	2.45095291406234e-17	-0.712509489513711	0.153	0.478	2.6382057166967e-13	"Neur"	"GRIN1"	"N"
"PLD51"	2.54466516534852e-17	-1.00134695903979	0.119	0.411	2.73907758398115e-13	"Neur"	"PLD5"	"N"
"TMEM161B-AS12"	2.92597800127912e-17	-0.63560143715338	0.167	0.495	3.14952272057684e-13	"Neur"	"TMEM161B-AS1"	"N"
"SMYD32"	3.2224044242232e-17	-0.799497123025656	0.206	0.551	3.46859612223385e-13	"Neur"	"SMYD3"	"N"
"LARGE2"	4.10985699865473e-17	-0.644483514857271	0.119	0.414	4.42385007335196e-13	"Neur"	"LARGE"	"N"
"NF12"	4.63846537705799e-17	-0.59192017470404	0.13	0.435	4.99284413186522e-13	"Neur"	"NF1"	"N"
"ANKS1B2"	5.62314485037877e-17	-0.815251155229738	0.452	0.865	6.05275311694771e-13	"Neur"	"ANKS1B"	"N"
"FTX2"	5.90915644543787e-17	-0.591372111154322	0.312	0.714	6.36061599786932e-13	"Neur"	"FTX"	"N"
"ARL151"	7.2167561057542e-17	-1.06344770170123	0.071	0.319	7.76811627223382e-13	"Neur"	"ARL15"	"N"
"HCN1"	7.47985160928743e-17	-1.03641061051271	0.095	0.359	8.05131227223699e-13	"Neur"	"HCN1"	"N"
"UNC791"	7.81005599759467e-17	-0.618449704043589	0.148	0.454	8.4067442758109e-13	"Neur"	"UNC79"	"N"
"DOPEY12"	9.89984159797465e-17	-0.893826211754486	0.058	0.295	1.06561894960599e-12	"Neur"	"DOPEY1"	"N"
"GABRB11"	1.07499636956838e-16	-0.74514159522334	0.159	0.473	1.1571260922034e-12	"Neur"	"GABRB1"	"N"
"KCNH7"	1.16976389405892e-16	-0.877196049969708	0.106	0.386	1.25913385556502e-12	"Neur"	"KCNH7"	"N"
"TNRC6A2"	1.63960603791215e-16	-0.650029344576774	0.127	0.424	1.76487193920864e-12	"Neur"	"TNRC6A"	"N"
"KCNQ5"	1.68317770068109e-16	-1.11049389031376	0.167	0.465	1.81177247701313e-12	"Neur"	"KCNQ5"	"N"
"KIAA12111"	1.69463875692899e-16	-0.988887248701876	0.077	0.319	1.82410915795836e-12	"Neur"	"KIAA1211"	"N"
"C8orf34"	1.82207177063759e-16	-0.99557989497294	0.093	0.354	1.9612780539143e-12	"Neur"	"C8orf34"	"N"
"ADAM22"	2.41298153093019e-16	-0.935716770938104	0.095	0.357	2.59733331989326e-12	"Neur"	"ADAM22"	"N"
"PTPRN2"	2.72226700456927e-16	-0.664659795450347	0.14	0.435	2.93024820371836e-12	"Neur"	"PTPRN2"	"N"
"MEG32"	4.48082527076266e-16	-0.649622465047391	0.622	0.935	4.82316032144893e-12	"Neur"	"MEG3"	"N"
"ANKRD30BL"	5.94903593590737e-16	-1.05159311834898	0.079	0.322	6.4035422814107e-12	"Neur"	"ANKRD30BL"	"N"
"KALRN1"	6.06207929519725e-16	-0.841200539575623	0.132	0.414	6.52522215335032e-12	"Neur"	"KALRN"	"N"
"GRIA41"	6.2441508525066e-16	-0.778117611272603	0.235	0.584	6.72120397763811e-12	"Neur"	"GRIA4"	"N"
"SRRM3"	6.41306886478884e-16	-1.13893560612523	0.04	0.249	6.90302732605871e-12	"Neur"	"SRRM3"	"N"
"PHIP2"	6.96518354605055e-16	-0.523643866104358	0.106	0.384	7.49732356896881e-12	"Neur"	"PHIP"	"N"
"GABRB3"	7.36360653414748e-16	-0.760044335697679	0.082	0.327	7.92618607335635e-12	"Neur"	"GABRB3"	"N"
"QKI2"	7.43029104713731e-16	1.36785524079711	0.64	0.546	7.9979652831386e-12	"Neur"	"QKI"	"N"
"PDE4DIP2"	9.17438310000128e-16	-0.525340596531466	0.19	0.527	9.87530596884137e-12	"Neur"	"PDE4DIP"	"N"
"THSD7A1"	9.19095099348811e-16	-0.97521916707654	0.095	0.362	9.8931396493906e-12	"Neur"	"THSD7A"	"N"
"MEG8"	1.21553352533053e-15	-1.13070304965516	0.056	0.273	1.30840028666579e-11	"Neur"	"MEG8"	"N"
"RBFOX21"	1.36203442256039e-15	-0.653750713255393	0.172	0.478	1.46609385244401e-11	"Neur"	"RBFOX2"	"N"
"CNTN51"	1.4318368567341e-15	-1.10379998520746	0.328	0.641	1.54122919258858e-11	"Neur"	"CNTN5"	"N"
"RBFOX3"	1.58846778798235e-15	-1.22250749315605	0.058	0.278	1.7098267269842e-11	"Neur"	"RBFOX3"	"N"
"GRIN2B"	2.36260001725887e-15	-0.786581802339354	0.177	0.478	2.54310265857745e-11	"Neur"	"GRIN2B"	"N"
"CCDC85A"	2.66487980930045e-15	-0.781267156595669	0.074	0.308	2.868476626731e-11	"Neur"	"CCDC85A"	"N"
"AAK12"	2.99981380331612e-15	-0.751278994901957	0.119	0.386	3.22899957788947e-11	"Neur"	"AAK1"	"N"
"SGCZ"	3.13523143831309e-15	-1.05396745571271	0.185	0.478	3.37476312020021e-11	"Neur"	"SGCZ"	"N"
"CADPS1"	3.53765902170354e-15	-0.738424650289134	0.19	0.503	3.80793617096169e-11	"Neur"	"CADPS"	"N"
"GLS1"	4.41407108023559e-15	-0.791975454376013	0.061	0.286	4.75130611076559e-11	"Neur"	"GLS"	"N"
"MKL12"	4.95761253886601e-15	-0.91920524816302	0.037	0.235	5.33637413683537e-11	"Neur"	"MKL1"	"N"
"CACNA2D31"	5.68188438526735e-15	-0.958553931400528	0.116	0.378	6.11598035230178e-11	"Neur"	"CACNA2D3"	"N"
"LINGO12"	6.01334316240805e-15	1.70580772557958	0.524	0.384	6.47276258001603e-11	"Neur"	"LINGO1"	"N"
"PDE1A1"	6.31639870505586e-15	-1.00747575758848	0.095	0.349	6.79897156612213e-11	"Neur"	"PDE1A"	"N"
"GRIA22"	6.94865859666261e-15	-0.521835314339747	0.233	0.581	7.47953611344764e-11	"Neur"	"GRIA2"	"N"
"THRB1"	7.31753934043729e-15	-0.656357735816941	0.164	0.457	7.8765993460467e-11	"Neur"	"THRB"	"N"
"ASIC2"	9.6057975439719e-15	-1.13762204750003	0.188	0.47	1.03396804763314e-10	"Neur"	"ASIC2"	"N"
"ERC21"	1.01703421114167e-14	-0.601668138650541	0.143	0.422	1.0947356248729e-10	"Neur"	"ERC2"	"N"
"SH3GL2"	1.09373776782409e-14	-1.3409556207116	0.034	0.224	1.17729933328585e-10	"Neur"	"SH3GL2"	"N"
"ZFPM21"	1.17979358298105e-14	-1.59898734867088	0.085	0.311	1.2699298127208e-10	"Neur"	"ZFPM2"	"N"
"AUTS22"	1.24698496277502e-14	-0.554513240220634	0.32	0.703	1.34225461393103e-10	"Neur"	"AUTS2"	"N"
"APOD2"	1.32382603526852e-14	2.14997232172523	0.362	0.159	1.42496634436303e-10	"Neur"	"APOD"	"N"
"PLEKHA51"	1.36838724011432e-14	-0.594999490357972	0.135	0.416	1.47293202525905e-10	"Neur"	"PLEKHA5"	"N"
"CACNA1D1"	1.3834403736601e-14	-0.705405029486874	0.074	0.305	1.48913521820773e-10	"Neur"	"CACNA1D"	"N"
"GABBR2"	1.4027531819828e-14	-0.770167677246039	0.111	0.365	1.50992352508628e-10	"Neur"	"GABBR2"	"N"
"HSPA1A2"	1.47047497746041e-14	2.50382104054682	0.249	0.057	1.58281926573839e-10	"Neur"	"HSPA1A"	"N"
"NEDD4L2"	1.51587439595924e-14	-1.08008741087442	0.061	0.27	1.63168719981053e-10	"Neur"	"NEDD4L"	"N"
"CDK141"	1.79701809299088e-14	-0.610809245340321	0.122	0.392	1.93431027529538e-10	"Neur"	"CDK14"	"N"
"CRYAB2"	1.95548534996837e-14	1.97982447504988	0.458	0.278	2.10488443070595e-10	"Neur"	"CRYAB"	"N"
"ABCA5"	2.07936966801853e-14	-0.861894524403533	0.061	0.276	2.23823351065515e-10	"Neur"	"ABCA5"	"N"
"AHI12"	2.2432176568831e-14	-0.572019336049978	0.23	0.568	2.41459948586896e-10	"Neur"	"AHI1"	"N"
"ROBO12"	2.2668228553358e-14	-1.00991760461577	0.209	0.516	2.44000812148345e-10	"Neur"	"ROBO1"	"N"
"RAB3C"	2.36062812923315e-14	-0.623124679302906	0.101	0.351	2.54098011830656e-10	"Neur"	"RAB3C"	"N"
"PDE3B2"	2.46790701610154e-14	-1.01799972181479	0.042	0.241	2.6564551121317e-10	"Neur"	"PDE3B"	"N"
"ATRX2"	2.67267274358518e-14	-0.526051828641145	0.175	0.473	2.87686494119508e-10	"Neur"	"ATRX"	"N"
"PIP5K1B1"	2.69022781934776e-14	-1.04925008441795	0.058	0.265	2.89576122474593e-10	"Neur"	"PIP5K1B"	"N"
"KCNIP12"	2.76502126109107e-14	-0.755712609194391	0.048	0.254	2.97626888543843e-10	"Neur"	"KCNIP1"	"N"
"NCOA12"	2.80973816230519e-14	-0.460251606979197	0.188	0.503	3.0244021579053e-10	"Neur"	"NCOA1"	"N"
"UBASH3B"	2.98726063621439e-14	-1.11575595338105	0.032	0.214	3.21548734882117e-10	"Neur"	"UBASH3B"	"N"
"ZNF5361"	3.05873393969349e-14	-0.510814436342754	0.132	0.411	3.29242121268607e-10	"Neur"	"ZNF536"	"N"
"SNTG11"	3.1770428212431e-14	-0.876955586238449	0.28	0.611	3.41976889278607e-10	"Neur"	"SNTG1"	"N"
"LINC01322"	3.22106806108521e-14	-0.978872307609014	0.087	0.322	3.46715766095212e-10	"Neur"	"LINC01322"	"N"
"INADL1"	3.2468278449853e-14	-0.994762735829785	0.058	0.268	3.49488549234218e-10	"Neur"	"INADL"	"N"
"SIPA1L12"	3.61960718308939e-14	-0.575783396845881	0.151	0.435	3.89614517187742e-10	"Neur"	"SIPA1L1"	"N"
"PLCL21"	4.30102846776896e-14	-1.0698676679279	0.042	0.232	4.6296270427065e-10	"Neur"	"PLCL2"	"N"
"HIVEP32"	4.84715799453349e-14	-0.558141167580673	0.122	0.378	5.21748086531585e-10	"Neur"	"HIVEP3"	"N"
"FRY"	4.9306837494894e-14	-0.775114858126561	0.087	0.322	5.30738798795039e-10	"Neur"	"FRY"	"N"
"SYT14"	5.02403142508253e-14	-0.589924839887828	0.106	0.351	5.40786742595884e-10	"Neur"	"SYT14"	"N"
"TARBP11"	5.15531090539872e-14	-0.556110919584226	0.061	0.278	5.54917665857118e-10	"Neur"	"TARBP1"	"N"
"SCAPER2"	5.30097983820133e-14	-0.566875449869237	0.124	0.386	5.70597469783991e-10	"Neur"	"SCAPER"	"N"
"DGKI"	5.50204071581843e-14	-0.868980920564533	0.095	0.327	5.92239662650696e-10	"Neur"	"DGKI"	"N"
"TFDP22"	5.75938765022688e-14	-0.661387906554588	0.071	0.295	6.19940486670422e-10	"Neur"	"TFDP2"	"N"
"MEF2C2"	6.80951652670891e-14	-0.653022996077778	0.225	0.546	7.32976358934947e-10	"Neur"	"MEF2C"	"N"
"SLC44A5"	6.95940710905908e-14	-0.707510189264826	0.106	0.351	7.49110581219119e-10	"Neur"	"SLC44A5"	"N"
"PTPRR"	9.29546693162685e-14	-1.02976938015721	0.056	0.257	1.00056406052031e-09	"Neur"	"PTPRR"	"N"
"PCSK2"	1.02792669350724e-13	-0.844534687313263	0.082	0.305	1.10646029289119e-09	"Neur"	"PCSK2"	"N"
"CDH101"	1.14606852806079e-13	-0.599129246633197	0.111	0.362	1.23362816360463e-09	"Neur"	"CDH10"	"N"
"PLCB4"	1.23267527747872e-13	-1.16881093003458	0.034	0.216	1.3268516686781e-09	"Neur"	"PLCB4"	"N"
"PAK3"	1.25825377110611e-13	-0.647720724242673	0.14	0.403	1.35438435921862e-09	"Neur"	"PAK3"	"N"
"FBXL202"	1.38541294641116e-13	-0.888714200506746	0.05	0.243	1.49125849551697e-09	"Neur"	"FBXL20"	"N"
"TRHDE"	1.47338918080521e-13	-1.20465392727894	0.045	0.232	1.58595611421872e-09	"Neur"	"TRHDE"	"N"
"MYRIP1"	1.53788837309953e-13	-0.826769438917801	0.103	0.338	1.65538304480433e-09	"Neur"	"MYRIP"	"N"
"SPTAN11"	1.55726072444189e-13	-0.504430614765488	0.098	0.341	1.67623544378925e-09	"Neur"	"SPTAN1"	"N"
"SCMH12"	1.6783661688591e-13	-0.603242262360456	0.082	0.311	1.80659334415994e-09	"Neur"	"SCMH1"	"N"
"BRE2"	1.78357461103736e-13	-0.607911449988036	0.063	0.273	1.91983971132061e-09	"Neur"	"BRE"	"N"
"ALK1"	1.84568954440181e-13	-1.10809706299759	0.034	0.214	1.98670022559411e-09	"Neur"	"ALK"	"N"
"KHDRBS2"	1.89171394070181e-13	-0.824903551640039	0.127	0.378	2.03624088577143e-09	"Neur"	"KHDRBS2"	"N"
"XKR4"	2.04455872388778e-13	-0.781030410792341	0.159	0.435	2.2007630103928e-09	"Neur"	"XKR4"	"N"
"HECW2"	2.1689979260897e-13	-0.565249225024783	0.122	0.378	2.33470936764295e-09	"Neur"	"HECW2"	"N"
"TMEM1081"	2.16998563375918e-13	-0.784788168779831	0.106	0.341	2.33577253617838e-09	"Neur"	"TMEM108"	"N"
"PRKCE1"	2.36930797731988e-13	-0.688981250372427	0.135	0.389	2.55032310678712e-09	"Neur"	"PRKCE"	"N"
"AIG12"	2.39331824138835e-13	-0.76887888053885	0.063	0.27	2.57616775503042e-09	"Neur"	"AIG1"	"N"
"POU2F12"	2.39535099952651e-13	-0.603925768405372	0.106	0.349	2.57835581589034e-09	"Neur"	"POU2F1"	"N"
"TMEM2321"	2.42624829344645e-13	-0.626483817555317	0.058	0.262	2.61161366306576e-09	"Neur"	"TMEM232"	"N"
"DYNC1I1"	2.54806419922157e-13	-0.611884596787536	0.156	0.424	2.7427363040421e-09	"Neur"	"DYNC1I1"	"N"
"CLVS2"	2.55200518294898e-13	-1.17168261161887	0.026	0.195	2.74697837892628e-09	"Neur"	"CLVS2"	"N"
"MCF2L22"	2.8064210013128e-13	-0.82393419132479	0.058	0.259	3.0208315658131e-09	"Neur"	"MCF2L2"	"N"
"DCLK11"	2.87938535631369e-13	-0.583565714060231	0.175	0.454	3.09937039753606e-09	"Neur"	"DCLK1"	"N"
"LRRC71"	3.00867257380769e-13	-0.542040208062693	0.257	0.589	3.2385351584466e-09	"Neur"	"LRRC7"	"N"
"GPR137C"	3.08035302605231e-13	-0.751520401674702	0.058	0.259	3.3156919972427e-09	"Neur"	"GPR137C"	"N"
"IMMP2L2"	3.09015996532436e-13	-0.390907079255674	0.138	0.408	3.32624818667514e-09	"Neur"	"IMMP2L"	"N"
"TENM31"	3.1628123068802e-13	-0.880364313615568	0.103	0.335	3.40445116712584e-09	"Neur"	"TENM3"	"N"
"AC159540.1"	3.2716150944992e-13	-0.813902456965353	0.093	0.319	3.52156648771894e-09	"Neur"	"AC159540.1"	"N"
"OPCML2"	3.30017751298377e-13	-0.53213771356598	0.344	0.73	3.55231107497573e-09	"Neur"	"OPCML"	"N"
"MBP2"	3.4456079256568e-13	1.60132198545544	0.503	0.343	3.70885237117698e-09	"Neur"	"MBP"	"N"
"SYN3"	3.62999850905815e-13	-1.09619966333074	0.063	0.262	3.90733039515019e-09	"Neur"	"SYN3"	"N"
"SCN3A"	3.699310215828e-13	-0.685833283215424	0.095	0.319	3.98193751631726e-09	"Neur"	"SCN3A"	"N"
"GARNL32"	3.79162115777912e-13	-0.675522838602639	0.074	0.289	4.08130101423345e-09	"Neur"	"GARNL3"	"N"
"LINC004611"	4.18698149062813e-13	-0.277242064636152	0.124	0.389	4.50686687651212e-09	"Neur"	"LINC00461"	"N"
"NEBL1"	4.64416156075577e-13	-0.395031139253571	0.204	0.514	4.99897550399751e-09	"Neur"	"NEBL"	"N"
"ZFYVE91"	4.69598100029634e-13	-0.824924748050255	0.045	0.23	5.05475394871898e-09	"Neur"	"ZFYVE9"	"N"
"PTPRO"	5.01030838610158e-13	-1.00305320365105	0.066	0.265	5.39309594679974e-09	"Neur"	"PTPRO"	"N"
"HERC12"	5.36001838678989e-13	-0.447289713125284	0.124	0.381	5.76952379154064e-09	"Neur"	"HERC1"	"N"
"AMPH"	5.40287665399506e-13	-0.935596203873294	0.04	0.219	5.81565643036028e-09	"Neur"	"AMPH"	"N"
"SRGAP21"	5.73052113263806e-13	-0.733388597769238	0.066	0.276	6.16833294717161e-09	"Neur"	"SRGAP2"	"N"
"CDC42BPA2"	5.89312346526076e-13	-0.330656297655297	0.201	0.516	6.34335809800668e-09	"Neur"	"CDC42BPA"	"N"
"GABRG2"	6.01565792833253e-13	-0.889930771024311	0.063	0.257	6.47525419405713e-09	"Neur"	"GABRG2"	"N"
"PPP3CA2"	6.18820982146307e-13	-0.632025886429665	0.209	0.505	6.66098905182285e-09	"Neur"	"PPP3CA"	"N"
"CPEB32"	6.35983308588685e-13	-0.572215440467778	0.116	0.357	6.8457243336486e-09	"Neur"	"CPEB3"	"N"
"ADAMTS9-AS2"	6.50477255625895e-13	-0.98192090868985	0.029	0.197	7.00173717955714e-09	"Neur"	"ADAMTS9-AS2"	"N"
"FER2"	6.69956198894979e-13	-0.422978467708976	0.116	0.365	7.21140852490555e-09	"Neur"	"FER"	"N"
"CAMTA12"	6.93501530437147e-13	-0.389268204660258	0.188	0.481	7.46485047362545e-09	"Neur"	"CAMTA1"	"N"
"TCF42"	7.27199793399107e-13	-0.53742525713248	0.399	0.822	7.82757857614799e-09	"Neur"	"TCF4"	"N"
"ZFYVE281"	7.90661151858210e-13	-0.947465591613224	0.029	0.195	8.51067663860178e-09	"Neur"	"ZFYVE28"	"N"
"PIK3CB"	8.15788725868822e-13	-0.750912285153909	0.032	0.203	8.781149845252e-09	"Neur"	"PIK3CB"	"N"
"NELL2"	9.05056872680337e-13	-0.806318717644171	0.05	0.238	9.74203217753114e-09	"Neur"	"NELL2"	"N"
"MYCBP22"	9.19461087566335e-13	-0.423423531346452	0.175	0.462	9.89707914656403e-09	"Neur"	"MYCBP2"	"N"
"ADGRL2"	9.55229340108385e-13	-0.783592440400147	0.09	0.311	1.02820886169267e-08	"Neur"	"ADGRL2"	"N"
"SSBP22"	1.05836969277208e-12	-0.644436739949903	0.146	0.403	1.13922913729986e-08	"Neur"	"SSBP2"	"N"
"WNK21"	1.08954826940077e-12	-0.887286484528502	0.029	0.195	1.17278975718299e-08	"Neur"	"WNK2"	"N"
"PDZRN31"	1.12783198997685e-12	-0.769606621920302	0.101	0.324	1.21399835401108e-08	"Neur"	"PDZRN3"	"N"
"L3MBTL42"	1.37522501250126e-12	-0.677052090555167	0.098	0.324	1.48029220345635e-08	"Neur"	"L3MBTL4"	"N"
"HMGCLL1"	1.37525193856502e-12	-1.09456357718722	0.011	0.151	1.48032118667138e-08	"Neur"	"HMGCLL1"	"N"
"PBX12"	1.44463493611325e-12	-0.462877180636339	0.14	0.405	1.5550050452323e-08	"Neur"	"PBX1"	"N"
"KIF5C"	1.5071202444496e-12	-0.525271790320009	0.114	0.351	1.62226423112555e-08	"Neur"	"KIF5C"	"N"
"FBXL172"	1.54428397070049e-12	-0.425724183044945	0.159	0.43	1.66226726606201e-08	"Neur"	"FBXL17"	"N"
"NHS"	1.55401779734814e-12	-0.833635947605217	0.056	0.243	1.67274475706554e-08	"Neur"	"NHS"	"N"
"SENP62"	1.6398202437619e-12	-0.417081385668557	0.079	0.295	1.76510251038531e-08	"Neur"	"SENP6"	"N"
"CELF5"	1.90023167549249e-12	-0.878051660537592	0.066	0.257	2.04540937550012e-08	"Neur"	"CELF5"	"N"
"CEP2901"	1.93682048082589e-12	-0.680210063859643	0.045	0.224	2.08479356556098e-08	"Neur"	"CEP290"	"N"
"LRFN5"	1.94538356781097e-12	-0.661342718185616	0.119	0.359	2.09401087239173e-08	"Neur"	"LRFN5"	"N"
"TRIO2"	2.14010229520034e-12	-0.273092623993828	0.169	0.457	2.30360611055364e-08	"Neur"	"TRIO"	"N"
"NETO2"	2.1467957123848e-12	-0.924630003252538	0.045	0.219	2.310810904811e-08	"Neur"	"NETO2"	"N"
"PCDH11X"	2.17871427244133e-12	-1.07742223889572	0.087	0.295	2.34516804285584e-08	"Neur"	"PCDH11X"	"N"
"HECTD42"	2.24755247401761e-12	-0.593789893473702	0.087	0.3	2.41926548303256e-08	"Neur"	"HECTD4"	"N"
"KCNH1"	2.35636261989977e-12	-0.860270043797642	0.061	0.251	2.53638872406011e-08	"Neur"	"KCNH1"	"N"
"TLE2"	2.44907316881582e-12	-0.847261787967527	0.034	0.203	2.63618235891334e-08	"Neur"	"TLE2"	"N"
