"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"KLHDC2"	0.333574706354294	-0.00342980794207748	0.127	0.091	1	"Ast"	"KLHDC2"	"60-70"	"female"
"DENND4C"	0.333806263682159	-0.0356158730602154	0.196	0.148	1	"Ast"	"DENND4C"	"60-70"	"female"
"DNAJC6"	0.334477534186451	0.057937008679014	0.143	0.108	1	"Ast"	"DNAJC6"	"60-70"	"female"
"RHOQ"	0.334674471377425	-0.0257462161772333	0.151	0.114	1	"Ast"	"RHOQ"	"60-70"	"female"
"RGS7"	0.335116234068765	-0.514176933116691	0.18	0.205	1	"Ast"	"RGS7"	"60-70"	"female"
"CPSF7"	0.335173579113665	-0.0207498221984671	0.147	0.108	1	"Ast"	"CPSF7"	"60-70"	"female"
"SEPT2"	0.336568705263426	-0.58774215681234	0.167	0.188	1	"Ast"	"SEPT2"	"60-70"	"female"
"MID1"	0.336776688782149	-0.388084193269148	0.155	0.182	1	"Ast"	"MID1"	"60-70"	"female"
"MAVS"	0.337558046529861	0.0568506945637579	0.11	0.08	1	"Ast"	"MAVS"	"60-70"	"female"
"DGKB"	0.337689948827484	0.0568589024434132	0.29	0.233	1	"Ast"	"DGKB"	"60-70"	"female"
"DIS3L2"	0.337962639890896	0.0240656860996228	0.147	0.108	1	"Ast"	"DIS3L2"	"60-70"	"female"
"HSF4"	0.338276777378278	-0.096873860631602	0.155	0.114	1	"Ast"	"HSF4"	"60-70"	"female"
"RP11-692D12.1"	0.338422877059938	0.17596551499986	0.196	0.159	1	"Ast"	"RP11-692D12.1"	"60-70"	"female"
"ADGRG1"	0.338530710980871	-0.138248786141782	0.282	0.216	1	"Ast"	"ADGRG1"	"60-70"	"female"
"GNA13"	0.338798328038673	0.154276740133085	0.102	0.074	1	"Ast"	"GNA13"	"60-70"	"female"
"ZNF131"	0.339159856675288	-0.00770640612886098	0.176	0.136	1	"Ast"	"ZNF131"	"60-70"	"female"
"OTUD7A"	0.339579490603559	-0.0602701336211835	0.302	0.233	1	"Ast"	"OTUD7A"	"60-70"	"female"
"HLTF"	0.339593520969713	-0.407776557492228	0.078	0.102	1	"Ast"	"HLTF"	"60-70"	"female"
"SEC11C"	0.340277478519295	-0.0336113903967385	0.118	0.085	1	"Ast"	"SEC11C"	"60-70"	"female"
"THBS4"	0.341758499215638	-0.078144866709692	0.167	0.125	1	"Ast"	"THBS4"	"60-70"	"female"
"PHYHIPL"	0.341801551874449	0.0750494527974177	0.351	0.29	1	"Ast"	"PHYHIPL"	"60-70"	"female"
"KAT2A"	0.342276777000783	-0.568360597182341	0.212	0.239	1	"Ast"	"KAT2A"	"60-70"	"female"
"CNOT2"	0.342901018203406	0.160255706824812	0.122	0.091	1	"Ast"	"CNOT2"	"60-70"	"female"
"DCAF6"	0.343282815133877	0.125951725848191	0.122	0.091	1	"Ast"	"DCAF6"	"60-70"	"female"
"PDXK"	0.343934250964877	0.0341076597830503	0.131	0.097	1	"Ast"	"PDXK"	"60-70"	"female"
"SCYL2"	0.344554099116576	-0.00684229089616739	0.118	0.085	1	"Ast"	"SCYL2"	"60-70"	"female"
"SOS1"	0.345282311363329	-0.165291588439367	0.233	0.176	1	"Ast"	"SOS1"	"60-70"	"female"
"CAMTA1"	0.345322489656773	-0.0221381294820788	0.506	0.415	1	"Ast"	"CAMTA1"	"60-70"	"female"
"DIAPH2"	0.345891225251609	0.282293469474661	0.106	0.08	1	"Ast"	"DIAPH2"	"60-70"	"female"
"D2HGDH"	0.346378866215327	0.0110677340871019	0.11	0.08	1	"Ast"	"D2HGDH"	"60-70"	"female"
"RAB11FIP2"	0.347134806448904	0.0507089155511984	0.151	0.114	1	"Ast"	"RAB11FIP2"	"60-70"	"female"
"GPT2"	0.347436501523409	-0.307342510118721	0.139	0.165	1	"Ast"	"GPT2"	"60-70"	"female"
"ATP5D"	0.347998243057843	-0.0257493862549836	0.11	0.08	1	"Ast"	"ATP5D"	"60-70"	"female"
"ROCK1"	0.348320579304042	0.128950886330473	0.135	0.102	1	"Ast"	"ROCK1"	"60-70"	"female"
"CHFR"	0.349631602152998	0.157398700227586	0.102	0.074	1	"Ast"	"CHFR"	"60-70"	"female"
"MT-CO3"	0.350202537955182	-0.239397375402956	0.261	0.273	1	"Ast"	"MT-CO3"	"60-70"	"female"
"YBX1"	0.352162572844011	0.0805600725195527	0.102	0.074	1	"Ast"	"YBX1"	"60-70"	"female"
"P4HA1"	0.352282096786695	-0.0354545484532296	0.196	0.153	1	"Ast"	"P4HA1"	"60-70"	"female"
"MICAL3"	0.352371908956907	0.00479767053222102	0.192	0.148	1	"Ast"	"MICAL3"	"60-70"	"female"
"ANAPC16"	0.352653234424091	-0.348979724910403	0.122	0.148	1	"Ast"	"ANAPC16"	"60-70"	"female"
"SORBS3"	0.354000745887789	-0.299483678590678	0.078	0.102	1	"Ast"	"SORBS3"	"60-70"	"female"
"NDUFV1"	0.354064805402596	0.0317627418152775	0.131	0.097	1	"Ast"	"NDUFV1"	"60-70"	"female"
"AASS"	0.354079412711296	0.0590603258977617	0.122	0.091	1	"Ast"	"AASS"	"60-70"	"female"
"PARK2"	0.354443698817972	0.0316063514608564	0.514	0.432	1	"Ast"	"PARK2"	"60-70"	"female"
"SEPW1"	0.35452015646394	-0.00444284623841873	0.176	0.136	1	"Ast"	"SEPW1"	"60-70"	"female"
"ETFDH"	0.354644326849416	0.250895670432891	0.127	0.097	1	"Ast"	"ETFDH"	"60-70"	"female"
"CACUL1"	0.355213315228699	-0.122030891825462	0.167	0.125	1	"Ast"	"CACUL1"	"60-70"	"female"
"MT-ND4"	0.35611421072283	-0.277395262433825	0.371	0.369	1	"Ast"	"MT-ND4"	"60-70"	"female"
"EMID1"	0.356721793439821	-0.335727513679809	0.106	0.131	1	"Ast"	"EMID1"	"60-70"	"female"
"UVRAG"	0.357786259681359	0.103945714068881	0.163	0.125	1	"Ast"	"UVRAG"	"60-70"	"female"
"MDN1"	0.358245661927391	-0.0245358695291829	0.131	0.097	1	"Ast"	"MDN1"	"60-70"	"female"
"IL6ST"	0.359528010903839	-0.0504257880061243	0.151	0.114	1	"Ast"	"IL6ST"	"60-70"	"female"
"USO1"	0.360296591265733	0.00708876892098786	0.11	0.08	1	"Ast"	"USO1"	"60-70"	"female"
"CEBPB"	0.360547109849523	-0.419421103823169	0.09	0.114	1	"Ast"	"CEBPB"	"60-70"	"female"
"IMMP2L"	0.360875843398429	-0.0476868616391952	0.363	0.284	1	"Ast"	"IMMP2L"	"60-70"	"female"
"SLC8A1"	0.360893992763709	-0.244866487463119	0.135	0.165	1	"Ast"	"SLC8A1"	"60-70"	"female"
"FADS3"	0.361380110236389	0.0521020786055684	0.212	0.17	1	"Ast"	"FADS3"	"60-70"	"female"
"NRG3"	0.361566003888541	0.0423433863264169	0.971	0.955	1	"Ast"	"NRG3"	"60-70"	"female"
"CMIP"	0.362721328030249	-0.502685480530123	0.122	0.148	1	"Ast"	"CMIP"	"60-70"	"female"
"DNAJB14"	0.362744957014551	0.0754389222523625	0.114	0.085	1	"Ast"	"DNAJB14"	"60-70"	"female"
"UQCRC2"	0.362795284006549	-0.437754607045273	0.098	0.119	1	"Ast"	"UQCRC2"	"60-70"	"female"
"SPPL2B"	0.363969475159423	0.0596675878310982	0.143	0.108	1	"Ast"	"SPPL2B"	"60-70"	"female"
"BACH2"	0.36415922921519	-0.26328902546155	0.114	0.142	1	"Ast"	"BACH2"	"60-70"	"female"
"CYP46A1"	0.364382001238247	-0.32474231146114	0.106	0.131	1	"Ast"	"CYP46A1"	"60-70"	"female"
"CDIP1"	0.364990365495422	-0.606189585444544	0.082	0.102	1	"Ast"	"CDIP1"	"60-70"	"female"
"PPP1R9A"	0.365496078146257	-0.28722765688253	0.416	0.409	1	"Ast"	"PPP1R9A"	"60-70"	"female"
"SEMA3A"	0.366280360342227	-0.0663032858087956	0.122	0.091	1	"Ast"	"SEMA3A"	"60-70"	"female"
"DPP8"	0.366556316072305	-0.163152998036453	0.139	0.102	1	"Ast"	"DPP8"	"60-70"	"female"
"MBD5"	0.367137238486744	-0.399328667008561	0.363	0.369	1	"Ast"	"MBD5"	"60-70"	"female"
"SETX"	0.368210979528021	0.0332965615360792	0.163	0.125	1	"Ast"	"SETX"	"60-70"	"female"
"C16orf62"	0.368398782816153	-0.00705565097856908	0.155	0.119	1	"Ast"	"C16orf62"	"60-70"	"female"
"ZDHHC21"	0.368585779078332	-0.428414489537053	0.167	0.193	1	"Ast"	"ZDHHC21"	"60-70"	"female"
"FOXG1"	0.369329682143966	-0.0180670700353724	0.135	0.102	1	"Ast"	"FOXG1"	"60-70"	"female"
"OCIAD1"	0.371101859349221	-0.0623906627508137	0.147	0.108	1	"Ast"	"OCIAD1"	"60-70"	"female"
"ZFPM2"	0.371219520022437	-0.0730492671262233	0.18	0.136	1	"Ast"	"ZFPM2"	"60-70"	"female"
"CAPZA1"	0.371808778279855	-0.0468410856650439	0.171	0.131	1	"Ast"	"CAPZA1"	"60-70"	"female"
"SOBP"	0.371912879078779	-0.408318180270941	0.2	0.216	1	"Ast"	"SOBP"	"60-70"	"female"
"MARCH1"	0.372120745481125	0.0884853493199442	0.127	0.097	1	"Ast"	"MARCH1"	"60-70"	"female"
"BIN1"	0.372825346889284	-0.414874026317816	0.082	0.102	1	"Ast"	"BIN1"	"60-70"	"female"
"TBC1D19"	0.373269044121908	-0.360708648100451	0.098	0.119	1	"Ast"	"TBC1D19"	"60-70"	"female"
"DDX17"	0.373512907397753	-0.0497000618045642	0.657	0.506	1	"Ast"	"DDX17"	"60-70"	"female"
"PNPT1"	0.37370220810703	-0.0696504224825936	0.102	0.074	1	"Ast"	"PNPT1"	"60-70"	"female"
"NADK2"	0.375153632905268	0.120438133082446	0.143	0.108	1	"Ast"	"NADK2"	"60-70"	"female"
"TARBP1"	0.375459911739263	-0.284323616581036	0.082	0.102	1	"Ast"	"TARBP1"	"60-70"	"female"
"PSAP"	0.375488733811387	0.173546313472794	0.396	0.335	1	"Ast"	"PSAP"	"60-70"	"female"
"EXOC7"	0.376340753040078	-0.46871292062302	0.082	0.102	1	"Ast"	"EXOC7"	"60-70"	"female"
"UBR5"	0.377577855090388	-0.0048881309544031	0.314	0.25	1	"Ast"	"UBR5"	"60-70"	"female"
"LINC00982"	0.378548156539562	-0.350928656257835	0.082	0.102	1	"Ast"	"LINC00982"	"60-70"	"female"
"NUMB"	0.379545623365151	0.00368496980961375	0.286	0.227	1	"Ast"	"NUMB"	"60-70"	"female"
"PDE7B"	0.380929363668578	-0.467134362817034	0.249	0.256	1	"Ast"	"PDE7B"	"60-70"	"female"
"TPI1"	0.381040038762375	-0.510655499854476	0.098	0.119	1	"Ast"	"TPI1"	"60-70"	"female"
"ZC3H12C"	0.381584472572026	0.0391306455663472	0.143	0.108	1	"Ast"	"ZC3H12C"	"60-70"	"female"
"PNN"	0.381924286986374	-0.0522106546750025	0.159	0.119	1	"Ast"	"PNN"	"60-70"	"female"
"DOCK3"	0.383095886498908	0.0143865034826764	0.437	0.364	1	"Ast"	"DOCK3"	"60-70"	"female"
"ADAMTS17"	0.383137715487974	-0.44309005311463	0.188	0.21	1	"Ast"	"ADAMTS17"	"60-70"	"female"
"ST6GALNAC3"	0.383870199444645	-0.483656126288047	0.118	0.142	1	"Ast"	"ST6GALNAC3"	"60-70"	"female"
"SMAD2"	0.384000858066324	-0.00221223480287613	0.155	0.119	1	"Ast"	"SMAD2"	"60-70"	"female"
"RTF1"	0.384738747004202	-0.122374382992415	0.114	0.085	1	"Ast"	"RTF1"	"60-70"	"female"
"ELOVL5"	0.385218364634764	-0.518409013327558	0.082	0.102	1	"Ast"	"ELOVL5"	"60-70"	"female"
"PSEN1"	0.385270011770153	0.0836126048581241	0.127	0.097	1	"Ast"	"PSEN1"	"60-70"	"female"
"EPHB1"	0.385600119323346	-0.214073812772724	0.176	0.199	1	"Ast"	"EPHB1"	"60-70"	"female"
"EFR3A"	0.386688998296455	-0.192568238591572	0.167	0.125	1	"Ast"	"EFR3A"	"60-70"	"female"
"GRID1"	0.38675603975167	-0.421008729818886	0.176	0.193	1	"Ast"	"GRID1"	"60-70"	"female"
"SAT2"	0.387467311406057	-0.404106277315993	0.257	0.261	1	"Ast"	"SAT2"	"60-70"	"female"
"CLK4"	0.388260575185817	-0.210801185183264	0.086	0.108	1	"Ast"	"CLK4"	"60-70"	"female"
"RALGAPA2"	0.390270394799192	-0.399964764258449	0.163	0.182	1	"Ast"	"RALGAPA2"	"60-70"	"female"
"UGP2"	0.392040818238777	-0.50776866984939	0.131	0.148	1	"Ast"	"UGP2"	"60-70"	"female"
"SERINC5"	0.392239453789421	-0.10175675914407	0.2	0.153	1	"Ast"	"SERINC5"	"60-70"	"female"
"SLC15A2"	0.39239826083631	0.0310311555453584	0.2	0.159	1	"Ast"	"SLC15A2"	"60-70"	"female"
"ZNF451"	0.392457765993464	-0.00241177005470505	0.163	0.131	1	"Ast"	"ZNF451"	"60-70"	"female"
"AKT3"	0.392714057422235	-0.106707073090988	0.51	0.409	1	"Ast"	"AKT3"	"60-70"	"female"
"PTPRG"	0.393085104986067	-0.455456437591673	0.286	0.295	1	"Ast"	"PTPRG"	"60-70"	"female"
"DOPEY1"	0.393608933056805	-0.266280720584068	0.106	0.131	1	"Ast"	"DOPEY1"	"60-70"	"female"
"DOCK1"	0.394117138528508	-0.153152016750887	0.31	0.244	1	"Ast"	"DOCK1"	"60-70"	"female"
"CNTNAP3"	0.394259609779434	-0.109900731432091	0.143	0.108	1	"Ast"	"CNTNAP3"	"60-70"	"female"
"NFATC4"	0.394878056889967	-0.120489931620347	0.106	0.08	1	"Ast"	"NFATC4"	"60-70"	"female"
"FOXO3"	0.395480477324622	-0.195702656775728	0.184	0.142	1	"Ast"	"FOXO3"	"60-70"	"female"
"ATP5L"	0.395805242562789	-0.106425268736648	0.078	0.102	1	"Ast"	"ATP5L"	"60-70"	"female"
"ZNF33A"	0.396209779620337	-0.0743432597538839	0.106	0.08	1	"Ast"	"ZNF33A"	"60-70"	"female"
"HEPH"	0.396250154443133	-0.0212279752069048	0.114	0.085	1	"Ast"	"HEPH"	"60-70"	"female"
"ARFGAP2"	0.396455660037843	-0.378698991038976	0.098	0.119	1	"Ast"	"ARFGAP2"	"60-70"	"female"
"AGT"	0.39657892109303	-0.0582203182789454	0.392	0.318	1	"Ast"	"AGT"	"60-70"	"female"
"TTYH1"	0.396996426570052	-0.370882608054434	0.457	0.432	1	"Ast"	"TTYH1"	"60-70"	"female"
"VTI1A"	0.397183718840654	-0.345273974991812	0.151	0.176	1	"Ast"	"VTI1A"	"60-70"	"female"
"ATF6B"	0.397320064988447	-0.0766662017891153	0.208	0.165	1	"Ast"	"ATF6B"	"60-70"	"female"
"PTPRM"	0.400628872341982	0.012912411328813	0.269	0.227	1	"Ast"	"PTPRM"	"60-70"	"female"
"NCOA2"	0.400947676806329	-0.211804518190002	0.273	0.21	1	"Ast"	"NCOA2"	"60-70"	"female"
"CLASP1"	0.401205561048234	-0.434726223178856	0.237	0.25	1	"Ast"	"CLASP1"	"60-70"	"female"
"MAPKBP1"	0.401454064002549	-0.10304575281399	0.11	0.08	1	"Ast"	"MAPKBP1"	"60-70"	"female"
"NAT8L"	0.402032129958156	-0.216057629091366	0.282	0.222	1	"Ast"	"NAT8L"	"60-70"	"female"
"UMAD1"	0.402663503920723	-0.505935847657513	0.114	0.136	1	"Ast"	"UMAD1"	"60-70"	"female"
"FERMT2"	0.402888992587648	-0.356592164828034	0.188	0.21	1	"Ast"	"FERMT2"	"60-70"	"female"
"VEZT"	0.403216508452417	-0.264857922220453	0.122	0.148	1	"Ast"	"VEZT"	"60-70"	"female"
"LMCD1-AS1"	0.403533426428286	-0.0984346169838455	0.4	0.324	1	"Ast"	"LMCD1-AS1"	"60-70"	"female"
"CHST11"	0.403652032272035	0.0459779944805961	0.127	0.097	1	"Ast"	"CHST11"	"60-70"	"female"
"SPAST"	0.404007862389884	-0.0733242864476977	0.122	0.091	1	"Ast"	"SPAST"	"60-70"	"female"
"ATXN2"	0.405318135931537	-0.0273565242881937	0.343	0.284	1	"Ast"	"ATXN2"	"60-70"	"female"
"NEK7"	0.40589784596778	-0.349732040022702	0.11	0.08	1	"Ast"	"NEK7"	"60-70"	"female"
"RMDN1"	0.406322815323628	-0.0843543719863055	0.135	0.102	1	"Ast"	"RMDN1"	"60-70"	"female"
"PAPPA2"	0.408768715939702	-0.280265398249877	0.086	0.108	1	"Ast"	"PAPPA2"	"60-70"	"female"
"NDUFS7"	0.408892138494107	-0.453193685468855	0.082	0.102	1	"Ast"	"NDUFS7"	"60-70"	"female"
"CDH2"	0.409071047296843	-0.0302407575606285	0.237	0.193	1	"Ast"	"CDH2"	"60-70"	"female"
"FBXW4"	0.409194899117762	0.237087562915018	0.11	0.085	1	"Ast"	"FBXW4"	"60-70"	"female"
"RTN3"	0.409590690757282	-0.457277125669338	0.196	0.21	1	"Ast"	"RTN3"	"60-70"	"female"
"TMEM232"	0.410074608059521	-0.451858028458639	0.143	0.159	1	"Ast"	"TMEM232"	"60-70"	"female"
"SORCS2"	0.410712165056021	-0.470792261659357	0.192	0.21	1	"Ast"	"SORCS2"	"60-70"	"female"
"TKT"	0.413105548654541	0.0607958174841279	0.118	0.091	1	"Ast"	"TKT"	"60-70"	"female"
"PLA2G16"	0.414344783966004	-0.394515474584976	0.114	0.136	1	"Ast"	"PLA2G16"	"60-70"	"female"
"TSC22D1"	0.415535742613265	-0.0334366072337067	0.22	0.176	1	"Ast"	"TSC22D1"	"60-70"	"female"
"PCNX"	0.415674870250476	0.064247693103606	0.163	0.131	1	"Ast"	"PCNX"	"60-70"	"female"
"SLC1A4"	0.416051696927938	-0.444345349851593	0.122	0.142	1	"Ast"	"SLC1A4"	"60-70"	"female"
"ARHGAP12"	0.417882738262384	-0.0175283113838982	0.127	0.097	1	"Ast"	"ARHGAP12"	"60-70"	"female"
"APLP1"	0.419518806713907	-0.495354373077423	0.11	0.131	1	"Ast"	"APLP1"	"60-70"	"female"
"TYW1"	0.420065489174615	-0.0228528576887437	0.147	0.114	1	"Ast"	"TYW1"	"60-70"	"female"
"TFDP2"	0.42083586844565	0.226922554164101	0.159	0.131	1	"Ast"	"TFDP2"	"60-70"	"female"
"PTPRF"	0.420927765476948	-0.0862345779453337	0.118	0.091	1	"Ast"	"PTPRF"	"60-70"	"female"
"ACAA1"	0.42122486820821	-0.255208984600332	0.094	0.114	1	"Ast"	"ACAA1"	"60-70"	"female"
"STXBP5"	0.422185801117808	-0.377689327663437	0.294	0.29	1	"Ast"	"STXBP5"	"60-70"	"female"
"PHACTR4"	0.42281391232261	0.0572922690733573	0.155	0.125	1	"Ast"	"PHACTR4"	"60-70"	"female"
"APBB1"	0.423367400396462	-0.277131871329339	0.106	0.131	1	"Ast"	"APBB1"	"60-70"	"female"
"BCAR3"	0.423372374720312	0.024510272586965	0.159	0.125	1	"Ast"	"BCAR3"	"60-70"	"female"
"BPTF"	0.423637061913845	-0.0752249881271299	0.424	0.341	1	"Ast"	"BPTF"	"60-70"	"female"
"PTPN13"	0.423853251368512	-0.0379668894192222	0.237	0.199	1	"Ast"	"PTPN13"	"60-70"	"female"
"CCNL2"	0.423859636085714	-0.100532156845233	0.212	0.165	1	"Ast"	"CCNL2"	"60-70"	"female"
"STXBP5L"	0.424333384811721	-0.0627551413160513	0.106	0.08	1	"Ast"	"STXBP5L"	"60-70"	"female"
"WNK2"	0.427464357084162	0.0862520671667054	0.135	0.108	1	"Ast"	"WNK2"	"60-70"	"female"
"FGFR3"	0.427967713874458	-0.0503573382147349	0.612	0.528	1	"Ast"	"FGFR3"	"60-70"	"female"
"SLC35G2"	0.42804537128236	-0.0667373984800144	0.106	0.08	1	"Ast"	"SLC35G2"	"60-70"	"female"
"SBNO1"	0.429299598988925	-0.291655112925251	0.094	0.114	1	"Ast"	"SBNO1"	"60-70"	"female"
"CBLB"	0.429418905971597	-0.038630198233672	0.122	0.097	1	"Ast"	"CBLB"	"60-70"	"female"
"SOX5"	0.429561544642867	-0.373628922399247	0.478	0.455	1	"Ast"	"SOX5"	"60-70"	"female"
"SPG20"	0.429579431357851	0.109748256567851	0.131	0.102	1	"Ast"	"SPG20"	"60-70"	"female"
"C2orf72"	0.430035758934003	-0.391685982212196	0.18	0.193	1	"Ast"	"C2orf72"	"60-70"	"female"
"NSMCE2"	0.431687856452358	-0.211669577556449	0.253	0.193	1	"Ast"	"NSMCE2"	"60-70"	"female"
"ACO2"	0.432541607221608	0.111167515510424	0.155	0.125	1	"Ast"	"ACO2"	"60-70"	"female"
"B3GLCT"	0.434586555466074	-0.143798086092688	0.106	0.08	1	"Ast"	"B3GLCT"	"60-70"	"female"
"HIVEP3"	0.435038486553043	-0.51747670912445	0.139	0.159	1	"Ast"	"HIVEP3"	"60-70"	"female"
"AUH"	0.435385173324063	0.0493840157521539	0.143	0.114	1	"Ast"	"AUH"	"60-70"	"female"
"PAPD4"	0.436234918185535	-0.354140875496497	0.167	0.188	1	"Ast"	"PAPD4"	"60-70"	"female"
"NBAS"	0.437169701009789	0.0683080454782221	0.147	0.119	1	"Ast"	"NBAS"	"60-70"	"female"
"PHF20L1"	0.43778986877993	-0.22645124209831	0.135	0.102	1	"Ast"	"PHF20L1"	"60-70"	"female"
"NLGN4X"	0.438750691047785	-0.368049095814817	0.09	0.108	1	"Ast"	"NLGN4X"	"60-70"	"female"
"GUK1"	0.439483912938366	-0.181262871784995	0.135	0.102	1	"Ast"	"GUK1"	"60-70"	"female"
"OXR1"	0.443656838950375	-0.307699308099444	0.18	0.199	1	"Ast"	"OXR1"	"60-70"	"female"
"PLPP3"	0.444333877794241	-0.29412949914169	0.416	0.42	1	"Ast"	"PLPP3"	"60-70"	"female"
"PRPF6"	0.445520485177435	0.0724402949630217	0.102	0.08	1	"Ast"	"PRPF6"	"60-70"	"female"
"S100A13"	0.446176980742627	-0.22818366446001	0.094	0.114	1	"Ast"	"S100A13"	"60-70"	"female"
"CDH4"	0.44701925441768	-0.102861183312964	0.229	0.182	1	"Ast"	"CDH4"	"60-70"	"female"
"LINC01184"	0.447040237556635	-0.0245844540599489	0.171	0.136	1	"Ast"	"LINC01184"	"60-70"	"female"
"MLH3"	0.450350261228101	0.0508637243415461	0.102	0.08	1	"Ast"	"MLH3"	"60-70"	"female"
"FAM19A5"	0.45147412995553	0.0890883285883042	0.167	0.136	1	"Ast"	"FAM19A5"	"60-70"	"female"
"INPP1"	0.453262305859289	-0.356423802286564	0.086	0.102	1	"Ast"	"INPP1"	"60-70"	"female"
"GABPB1-AS1"	0.454290596489111	-0.0376439991971029	0.184	0.148	1	"Ast"	"GABPB1-AS1"	"60-70"	"female"
"NAP1L1"	0.456869783922403	-0.101140836939507	0.139	0.108	1	"Ast"	"NAP1L1"	"60-70"	"female"
"CSMD1"	0.457931561745878	-0.205191512334718	0.114	0.131	1	"Ast"	"CSMD1"	"60-70"	"female"
"LRRC16A"	0.458377674000205	-0.234190681001041	0.478	0.472	1	"Ast"	"LRRC16A"	"60-70"	"female"
"ZSWIM8"	0.458732188780708	-0.448921272989043	0.106	0.125	1	"Ast"	"ZSWIM8"	"60-70"	"female"
"GATM"	0.458800152939506	-0.517917142332949	0.114	0.131	1	"Ast"	"GATM"	"60-70"	"female"
"BRE"	0.462466300985087	0.0479209497904838	0.216	0.176	1	"Ast"	"BRE"	"60-70"	"female"
"ANK2"	0.462654433038894	-0.123137143807008	0.82	0.67	1	"Ast"	"ANK2"	"60-70"	"female"
"ZCCHC11"	0.4629683097291	-0.110726579449119	0.286	0.244	1	"Ast"	"ZCCHC11"	"60-70"	"female"
"PNPLA8"	0.463035267258985	-0.0868803533632865	0.176	0.142	1	"Ast"	"PNPLA8"	"60-70"	"female"
"MT-ATP6"	0.463168881108701	-0.554091966940773	0.188	0.199	1	"Ast"	"MT-ATP6"	"60-70"	"female"
"CCNL1"	0.464768426467619	-0.29218547846583	0.102	0.119	1	"Ast"	"CCNL1"	"60-70"	"female"
"AMZ2"	0.465723143451604	-0.35685898552144	0.082	0.102	1	"Ast"	"AMZ2"	"60-70"	"female"
"NMD3"	0.466322106027365	-0.228166958676851	0.204	0.165	1	"Ast"	"NMD3"	"60-70"	"female"
"DLG2"	0.468320955987899	-0.124322663496263	0.633	0.528	1	"Ast"	"DLG2"	"60-70"	"female"
"SEC62"	0.468441342874359	-0.376357690572121	0.18	0.193	1	"Ast"	"SEC62"	"60-70"	"female"
"CACNA1C"	0.468615420677141	-0.312696400378309	0.135	0.153	1	"Ast"	"CACNA1C"	"60-70"	"female"
"GNG12"	0.468705208386087	-0.0456086423100694	0.11	0.085	1	"Ast"	"GNG12"	"60-70"	"female"
"KLC4"	0.469184563532878	-0.0794249219994467	0.11	0.085	1	"Ast"	"KLC4"	"60-70"	"female"
"WASF3"	0.469611709499212	-0.545745515684627	0.184	0.193	1	"Ast"	"WASF3"	"60-70"	"female"
"MAPK10"	0.470004680616587	-0.100238638044226	0.718	0.693	1	"Ast"	"MAPK10"	"60-70"	"female"
"P4HTM"	0.470623300860936	-0.158277443439476	0.139	0.108	1	"Ast"	"P4HTM"	"60-70"	"female"
"RAB31"	0.470796693317131	-0.0649984974094064	0.176	0.142	1	"Ast"	"RAB31"	"60-70"	"female"
"CHPT1"	0.473514496497108	-0.420288348329964	0.424	0.398	1	"Ast"	"CHPT1"	"60-70"	"female"
"CCDC14"	0.475971426499122	-0.0424360184050114	0.184	0.148	1	"Ast"	"CCDC14"	"60-70"	"female"
"SFXN5"	0.477674979940833	-0.0153411432373094	0.604	0.528	1	"Ast"	"SFXN5"	"60-70"	"female"
"SENP7"	0.477796681477234	-0.0597185983419819	0.082	0.102	1	"Ast"	"SENP7"	"60-70"	"female"
"MKRN3"	0.477857961646666	0.0202656244825815	0.11	0.085	1	"Ast"	"MKRN3"	"60-70"	"female"
"ACTB"	0.479214631620051	-0.271194178780777	0.257	0.278	1	"Ast"	"ACTB"	"60-70"	"female"
"HNRNPH1"	0.480300881518641	-0.472954768218133	0.151	0.165	1	"Ast"	"HNRNPH1"	"60-70"	"female"
"ZNF423"	0.480483164824266	-0.389277108020458	0.102	0.119	1	"Ast"	"ZNF423"	"60-70"	"female"
"COL16A1"	0.481390352370841	-0.0858909054773014	0.286	0.233	1	"Ast"	"COL16A1"	"60-70"	"female"
"SORL1"	0.481406884422727	-0.198125800078249	0.245	0.193	1	"Ast"	"SORL1"	"60-70"	"female"
"SPRED2"	0.488094986523224	-0.259909553708316	0.122	0.142	1	"Ast"	"SPRED2"	"60-70"	"female"
"PPIG"	0.488135907533725	-0.119268019005489	0.151	0.119	1	"Ast"	"PPIG"	"60-70"	"female"
"AP3B1"	0.489774238038265	-0.0750581646451636	0.155	0.125	1	"Ast"	"AP3B1"	"60-70"	"female"
"EYA1"	0.48983670076497	-0.263930129125519	0.122	0.142	1	"Ast"	"EYA1"	"60-70"	"female"
"WDR20"	0.490039042994436	-0.0498739834673374	0.102	0.08	1	"Ast"	"WDR20"	"60-70"	"female"
"CDC16"	0.490309200674833	-0.0793106245885941	0.135	0.108	1	"Ast"	"CDC16"	"60-70"	"female"
"NAV3"	0.490784808911705	-0.379180364072258	0.273	0.278	1	"Ast"	"NAV3"	"60-70"	"female"
"LANCL1"	0.490810126850982	-0.413481585342146	0.098	0.114	1	"Ast"	"LANCL1"	"60-70"	"female"
"IGSF10"	0.491773103448633	-0.399140351554829	0.098	0.114	1	"Ast"	"IGSF10"	"60-70"	"female"
"IFT88"	0.492926011709533	-0.133792403305419	0.18	0.148	1	"Ast"	"IFT88"	"60-70"	"female"
