"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"THSD1"	1.59905231924174e-05	-1.48719031789989	0.27	1	0.384060386035481	"Ast"	"THSD1"	"Prefrontal Cortex"
"NAGPA"	2.09412307725293e-05	-0.874709225078163	0.09	0.667	0.502966480694608	"Ast"	"NAGPA"	"Prefrontal Cortex"
"MOBP"	3.25943838263626e-05	-0.098667399481189	0.045	0.5	0.782851910741577	"Ast"	"MOBP"	"Prefrontal Cortex"
"GPD1"	5.37387168929956e-05	-0.011181998490256	0.146	0.833	1	"Ast"	"GPD1"	"Prefrontal Cortex"
"LAIR2"	6.72941103144508e-05	-0.0440903020619188	0.045	0.5	1	"Ast"	"LAIR2"	"Prefrontal Cortex"
"HDDC3"	7.47304785652213e-05	-2.03009342670847	0.18	0.833	1	"Ast"	"HDDC3"	"Prefrontal Cortex"
"GLIPR2"	9.44243611158278e-05	-0.385445626813804	0.146	0.833	1	"Ast"	"GLIPR2"	"Prefrontal Cortex"
"MARCKS"	9.86914099157224e-05	2.3430250739678	1	0.833	1	"Ast"	"MARCKS"	"Prefrontal Cortex"
"ACTA2"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"ACTA2"	"Prefrontal Cortex"
"ADAMTSL4"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"ADAMTSL4"	"Prefrontal Cortex"
"ADGRF3"	0.000140020280674109	-0.0306688016734746	0	0.167	1	"Ast"	"ADGRF3"	"Prefrontal Cortex"
"AFAP1-AS1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"AFAP1-AS1"	"Prefrontal Cortex"
"ARSF"	0.000140020280674109	-0.00586504644579678	0	0.167	1	"Ast"	"ARSF"	"Prefrontal Cortex"
"ATP6V0A4"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"ATP6V0A4"	"Prefrontal Cortex"
"AURKAPS1"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"AURKAPS1"	"Prefrontal Cortex"
"BARX2"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"BARX2"	"Prefrontal Cortex"
"C11orf44"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"C11orf44"	"Prefrontal Cortex"
"C16orf89"	0.000140020280674109	-0.232863886079467	0	0.167	1	"Ast"	"C16orf89"	"Prefrontal Cortex"
"C5orf38"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"C5orf38"	"Prefrontal Cortex"
"C9orf41"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"C9orf41"	"Prefrontal Cortex"
"CCDC134"	0.000140020280674109	-0.0771046417025945	0	0.167	1	"Ast"	"CCDC134"	"Prefrontal Cortex"
"CCNO"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"CCNO"	"Prefrontal Cortex"
"CFAP52"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"CFAP52"	"Prefrontal Cortex"
"CLDN11"	0.000140020280674109	-0.0413763673286217	0	0.167	1	"Ast"	"CLDN11"	"Prefrontal Cortex"
"CLEC18C"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"CLEC18C"	"Prefrontal Cortex"
"CNGA1"	0.000140020280674109	-0.215253393287987	0	0.167	1	"Ast"	"CNGA1"	"Prefrontal Cortex"
"CNN1"	0.000140020280674109	-0.391489483326848	0	0.167	1	"Ast"	"CNN1"	"Prefrontal Cortex"
"CTNND1"	0.000140020280674109	-0.220382616569073	0	0.167	1	"Ast"	"CTNND1"	"Prefrontal Cortex"
"DCDC2"	0.000140020280674109	-0.0966011729865271	0	0.167	1	"Ast"	"DCDC2"	"Prefrontal Cortex"
"DHRS2"	0.000140020280674109	-0.0139243918571702	0	0.167	1	"Ast"	"DHRS2"	"Prefrontal Cortex"
"DSCR8"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"DSCR8"	"Prefrontal Cortex"
"DSE"	0.000140020280674109	-0.0319666318922865	0	0.167	1	"Ast"	"DSE"	"Prefrontal Cortex"
"EMILIN3"	0.000140020280674109	-0.262562014863155	0	0.167	1	"Ast"	"EMILIN3"	"Prefrontal Cortex"
"EVC"	0.000140020280674109	-0.00878865255519457	0	0.167	1	"Ast"	"EVC"	"Prefrontal Cortex"
"EXOC3L2"	0.000140020280674109	-1.10788714275142	0	0.167	1	"Ast"	"EXOC3L2"	"Prefrontal Cortex"
"FCGR2B"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"FCGR2B"	"Prefrontal Cortex"
"FER1L5"	0.000140020280674109	-0.057604360954533	0	0.167	1	"Ast"	"FER1L5"	"Prefrontal Cortex"
"FGA"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"FGA"	"Prefrontal Cortex"
"FLJ37035"	0.000140020280674109	-0.0800171577488856	0	0.167	1	"Ast"	"FLJ37035"	"Prefrontal Cortex"
"FOXN3-AS1"	0.000140020280674109	-0.269891998572809	0	0.167	1	"Ast"	"FOXN3-AS1"	"Prefrontal Cortex"
"GDF5"	0.000140020280674109	-0.215253393287987	0	0.167	1	"Ast"	"GDF5"	"Prefrontal Cortex"
"GGT6"	0.000140020280674109	-0.0139243918571702	0	0.167	1	"Ast"	"GGT6"	"Prefrontal Cortex"
"GPR3"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"GPR3"	"Prefrontal Cortex"
"GRB7"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"GRB7"	"Prefrontal Cortex"
"GSTA1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"GSTA1"	"Prefrontal Cortex"
"GTF3C4"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"GTF3C4"	"Prefrontal Cortex"
"HESX1"	0.000140020280674109	-0.179374087980831	0	0.167	1	"Ast"	"HESX1"	"Prefrontal Cortex"
"HIPK1-AS1"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"HIPK1-AS1"	"Prefrontal Cortex"
"HIST2H2BA"	0.000140020280674109	-0.0233184681409665	0	0.167	1	"Ast"	"HIST2H2BA"	"Prefrontal Cortex"
"HIST2H2BF"	0.000140020280674109	-0.269891998572809	0	0.167	1	"Ast"	"HIST2H2BF"	"Prefrontal Cortex"
"HNRNPA3P1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"HNRNPA3P1"	"Prefrontal Cortex"
"HRAT5"	0.000140020280674109	-0.220306936086937	0	0.167	1	"Ast"	"HRAT5"	"Prefrontal Cortex"
"HSD3B1"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"HSD3B1"	"Prefrontal Cortex"
"IL1R2"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"IL1R2"	"Prefrontal Cortex"
"ISM2"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"ISM2"	"Prefrontal Cortex"
"KIF12"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"KIF12"	"Prefrontal Cortex"
"KLK6"	0.000140020280674109	-0.0277156740216291	0	0.167	1	"Ast"	"KLK6"	"Prefrontal Cortex"
"LEFTY2"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"LEFTY2"	"Prefrontal Cortex"
"LIN28A"	0.000140020280674109	-0.015415893950287	0	0.167	1	"Ast"	"LIN28A"	"Prefrontal Cortex"
"LINC00173"	0.000140020280674109	-0.142579670412182	0	0.167	1	"Ast"	"LINC00173"	"Prefrontal Cortex"
"LINC00189"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"LINC00189"	"Prefrontal Cortex"
"LINC00463"	0.000140020280674109	-0.230361224331973	0	0.167	1	"Ast"	"LINC00463"	"Prefrontal Cortex"
"LINC00945"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"LINC00945"	"Prefrontal Cortex"
"LINC01600"	0.000140020280674109	-0.00586504644579678	0	0.167	1	"Ast"	"LINC01600"	"Prefrontal Cortex"
"LOC100128176"	0.000140020280674109	-0.011706345987958	0	0.167	1	"Ast"	"LOC100128176"	"Prefrontal Cortex"
"LOC100132111"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"LOC100132111"	"Prefrontal Cortex"
"LOC100134317"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"LOC100134317"	"Prefrontal Cortex"
"LOC100288748"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"LOC100288748"	"Prefrontal Cortex"
"LOC101928161"	0.000140020280674109	-0.265964222849785	0	0.167	1	"Ast"	"LOC101928161"	"Prefrontal Cortex"
"LOC101929374"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"LOC101929374"	"Prefrontal Cortex"
"LOC102723854"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"LOC102723854"	"Prefrontal Cortex"
"LOC102724163"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"LOC102724163"	"Prefrontal Cortex"
"LOC152578"	0.000140020280674109	-0.0139243918571702	0	0.167	1	"Ast"	"LOC152578"	"Prefrontal Cortex"
"LOXL4"	0.000140020280674109	-0.0319666318922865	0	0.167	1	"Ast"	"LOXL4"	"Prefrontal Cortex"
"LY6G6D"	0.000140020280674109	-0.260110387563241	0	0.167	1	"Ast"	"LY6G6D"	"Prefrontal Cortex"
"M1AP"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"M1AP"	"Prefrontal Cortex"
"MAL"	0.000140020280674109	-0.00586504644579678	0	0.167	1	"Ast"	"MAL"	"Prefrontal Cortex"
"MCEMP1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"MCEMP1"	"Prefrontal Cortex"
"MKX"	0.000140020280674109	-0.00878865255519457	0	0.167	1	"Ast"	"MKX"	"Prefrontal Cortex"
"NBPF9"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"NBPF9"	"Prefrontal Cortex"
"NLGN4Y"	0.000140020280674109	-0.220172012981806	0	0.167	1	"Ast"	"NLGN4Y"	"Prefrontal Cortex"
"NLRP11"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"NLRP11"	"Prefrontal Cortex"
"NLRP14"	0.000140020280674109	-0.0290896669093624	0	0.167	1	"Ast"	"NLRP14"	"Prefrontal Cortex"
"NOTUM"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"NOTUM"	"Prefrontal Cortex"
"OOSP1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"OOSP1"	"Prefrontal Cortex"
"OR2L13"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"OR2L13"	"Prefrontal Cortex"
"OR7E156P"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"OR7E156P"	"Prefrontal Cortex"
"OR7E47P"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"OR7E47P"	"Prefrontal Cortex"
"OSMR-AS1"	0.000140020280674109	-0.0366623301868185	0	0.167	1	"Ast"	"OSMR-AS1"	"Prefrontal Cortex"
"OTOF"	0.000140020280674109	-0.0204241881788365	0	0.167	1	"Ast"	"OTOF"	"Prefrontal Cortex"
"OTX2"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"OTX2"	"Prefrontal Cortex"
"P4HA2-AS1"	0.000140020280674109	-0.045762133524121	0	0.167	1	"Ast"	"P4HA2-AS1"	"Prefrontal Cortex"
"PADI6"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"PADI6"	"Prefrontal Cortex"
"PAEP"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PAEP"	"Prefrontal Cortex"
"PAPPA"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"PAPPA"	"Prefrontal Cortex"
"PCDHGB1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"PCDHGB1"	"Prefrontal Cortex"
"PGC"	0.000140020280674109	-0.0139243918571702	0	0.167	1	"Ast"	"PGC"	"Prefrontal Cortex"
"PIFO"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PIFO"	"Prefrontal Cortex"
"PIWIL3"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"PIWIL3"	"Prefrontal Cortex"
"PKP3"	0.000140020280674109	-0.469148084245693	0	0.167	1	"Ast"	"PKP3"	"Prefrontal Cortex"
"PLIN1"	0.000140020280674109	-0.528693133541103	0	0.167	1	"Ast"	"PLIN1"	"Prefrontal Cortex"
"PPAP2C"	0.000140020280674109	-0.0139243918571702	0	0.167	1	"Ast"	"PPAP2C"	"Prefrontal Cortex"
"PPP1R36"	0.000140020280674109	-0.454834759212926	0	0.167	1	"Ast"	"PPP1R36"	"Prefrontal Cortex"
"PPP4R1-AS1"	0.000140020280674109	-0.217860494223845	0	0.167	1	"Ast"	"PPP4R1-AS1"	"Prefrontal Cortex"
"PRDM12"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"PRDM12"	"Prefrontal Cortex"
"PRKX-AS1"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"PRKX-AS1"	"Prefrontal Cortex"
"PRMT5-AS1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"PRMT5-AS1"	"Prefrontal Cortex"
"PRSS22"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PRSS22"	"Prefrontal Cortex"
"PRSS8"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PRSS8"	"Prefrontal Cortex"
"PTPN20"	0.000140020280674109	-0.00586504644579678	0	0.167	1	"Ast"	"PTPN20"	"Prefrontal Cortex"
"PVRL4"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PVRL4"	"Prefrontal Cortex"
"RAB20"	0.000140020280674109	-0.655112343819556	0	0.167	1	"Ast"	"RAB20"	"Prefrontal Cortex"
"RERG"	0.000140020280674109	-0.20509289024224	0	0.167	1	"Ast"	"RERG"	"Prefrontal Cortex"
"RGPD3"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"RGPD3"	"Prefrontal Cortex"
"RSPO4"	0.000140020280674109	-0.230361224331973	0	0.167	1	"Ast"	"RSPO4"	"Prefrontal Cortex"
"RUFY4"	0.000140020280674109	-0.550471383885483	0	0.167	1	"Ast"	"RUFY4"	"Prefrontal Cortex"
"SCGB3A2"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SCGB3A2"	"Prefrontal Cortex"
"SDR16C5"	0.000140020280674109	-0.207639732401356	0	0.167	1	"Ast"	"SDR16C5"	"Prefrontal Cortex"
"SFTPA1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SFTPA1"	"Prefrontal Cortex"
"SFTPA2"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"SFTPA2"	"Prefrontal Cortex"
"SGK3"	0.000140020280674109	-0.0883329947321396	0	0.167	1	"Ast"	"SGK3"	"Prefrontal Cortex"
"SH2D1A"	0.000140020280674109	-0.0175240901482992	0	0.167	1	"Ast"	"SH2D1A"	"Prefrontal Cortex"
"SLC17A4"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"SLC17A4"	"Prefrontal Cortex"
"SLC18A1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"SLC18A1"	"Prefrontal Cortex"
"SNORA22"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SNORA22"	"Prefrontal Cortex"
"SPATA3-AS1"	0.000140020280674109	-0.207639732401356	0	0.167	1	"Ast"	"SPATA3-AS1"	"Prefrontal Cortex"
"SPINK13"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SPINK13"	"Prefrontal Cortex"
"TEC"	0.000140020280674109	-0.104822235672626	0	0.167	1	"Ast"	"TEC"	"Prefrontal Cortex"
"TMEM9B-AS1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"TMEM9B-AS1"	"Prefrontal Cortex"
"TMIGD1"	0.000140020280674109	-0.384750871707252	0	0.167	1	"Ast"	"TMIGD1"	"Prefrontal Cortex"
"TRIM72"	0.000140020280674109	-0.00986646841103403	0	0.167	1	"Ast"	"TRIM72"	"Prefrontal Cortex"
"TTTY10"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"TTTY10"	"Prefrontal Cortex"
"TTTY14"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"TTTY14"	"Prefrontal Cortex"
"TTTY15"	0.000140020280674109	-0.0883329947321396	0	0.167	1	"Ast"	"TTTY15"	"Prefrontal Cortex"
"TUBA4A"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"TUBA4A"	"Prefrontal Cortex"
"TUBB8"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"TUBB8"	"Prefrontal Cortex"
"TXLNGY"	0.000140020280674109	-0.250347109862653	0	0.167	1	"Ast"	"TXLNGY"	"Prefrontal Cortex"
"UNC5CL"	0.000140020280674109	-0.207178483903421	0	0.167	1	"Ast"	"UNC5CL"	"Prefrontal Cortex"
"UPB1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"UPB1"	"Prefrontal Cortex"
"VIPR1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"VIPR1"	"Prefrontal Cortex"
"ZHX1-C8orf76"	0.000140020280674109	-0.270075109726243	0	0.167	1	"Ast"	"ZHX1-C8orf76"	"Prefrontal Cortex"
"ZNF630-AS1"	0.000140020280674109	-0.795667410795731	0	0.167	1	"Ast"	"ZNF630-AS1"	"Prefrontal Cortex"
"MEF2C"	0.000157142601250224	2.84479162193391	0.966	0.5	1	"Ast"	"MEF2C"	"Prefrontal Cortex"
"VIP"	0.000167006076649165	-0.0164266549366169	0.056	0.5	1	"Ast"	"VIP"	"Prefrontal Cortex"
"PTPRD-AS1"	0.000194480127824968	0.263365559498824	0.101	0.667	1	"Ast"	"PTPRD-AS1"	"Prefrontal Cortex"
"MEIS1-AS3"	0.00020289498974221	-0.982641593690866	0.022	0.333	1	"Ast"	"MEIS1-AS3"	"Prefrontal Cortex"
"WDHD1"	0.000241210944657306	-0.27094309349028	0.022	0.333	1	"Ast"	"WDHD1"	"Prefrontal Cortex"
"HPGD"	0.000286238247063016	-0.0283976603147462	0.022	0.333	1	"Ast"	"HPGD"	"Prefrontal Cortex"
"KEL"	0.000286238247063016	-0.00987169824998925	0.022	0.333	1	"Ast"	"KEL"	"Prefrontal Cortex"
"LIMD1"	0.000286238247063016	-0.161924782817662	0.022	0.333	1	"Ast"	"LIMD1"	"Prefrontal Cortex"
"RAET1E-AS1"	0.000286238247063016	-0.150958070953388	0.022	0.333	1	"Ast"	"RAET1E-AS1"	"Prefrontal Cortex"
"SEPT14"	0.000286238247063016	-0.0402238698086954	0.022	0.333	1	"Ast"	"SEPT14"	"Prefrontal Cortex"
"ZNF844"	0.000286238247063016	-0.264289836015348	0.022	0.333	1	"Ast"	"ZNF844"	"Prefrontal Cortex"
"HBA2"	0.000295628776327057	3.60938237945578	0.955	0.5	1	"Ast"	"HBA2"	"Prefrontal Cortex"
"ANKRD37"	0.000302106952482639	-0.124137048254305	0.067	0.5	1	"Ast"	"ANKRD37"	"Prefrontal Cortex"
"TTC12"	0.000339050260865668	-0.176705285723207	0.022	0.333	1	"Ast"	"TTC12"	"Prefrontal Cortex"
"PNMA1"	0.000344234341589163	-1.44000117135965	0.831	1	1	"Ast"	"PNMA1"	"Prefrontal Cortex"
"CD24"	0.000374768843004081	1.10331023054339	0.978	0.833	1	"Ast"	"CD24"	"Prefrontal Cortex"
"ACOT11"	0.000400873257312196	0.00651852562419381	0.022	0.333	1	"Ast"	"ACOT11"	"Prefrontal Cortex"
"FLT3LG"	0.000400873257312196	-0.297912258544194	0.022	0.333	1	"Ast"	"FLT3LG"	"Prefrontal Cortex"
"GRM5"	0.000400873257312196	-0.320107526319901	0.022	0.333	1	"Ast"	"GRM5"	"Prefrontal Cortex"
"HIST1H2AJ"	0.000400873257312196	-0.0075122158651523	0.022	0.333	1	"Ast"	"HIST1H2AJ"	"Prefrontal Cortex"
"PIP5K1A"	0.000406324520444832	-0.587103515928278	0.112	0.667	1	"Ast"	"PIP5K1A"	"Prefrontal Cortex"
"STMN2"	0.000445932642012883	2.92486337453675	1	0.833	1	"Ast"	"STMN2"	"Prefrontal Cortex"
"HBG2"	0.000499662798188404	2.96999164522714	0.989	0.333	1	"Ast"	"HBG2"	"Prefrontal Cortex"
"ARHGEF26-AS1"	0.000534378358518356	-1.48467853517643	0.303	0.833	1	"Ast"	"ARHGEF26-AS1"	"Prefrontal Cortex"
"GSTM5"	0.00059735551090286	-0.597450059645476	0.067	0.5	1	"Ast"	"GSTM5"	"Prefrontal Cortex"
"DCLK2"	0.000637201178521004	1.59131537204128	0.899	0.5	1	"Ast"	"DCLK2"	"Prefrontal Cortex"
"SYT1"	0.000647522664674913	1.9057449017123	0.876	0.333	1	"Ast"	"SYT1"	"Prefrontal Cortex"
"KIF21B"	0.000695093841471354	1.40017061921297	0.91	0.5	1	"Ast"	"KIF21B"	"Prefrontal Cortex"
"CRMP1"	0.0007215504239007	1.95712543996307	0.989	0.833	1	"Ast"	"CRMP1"	"Prefrontal Cortex"
"KRT8"	0.000744654184492891	-0.024977733168877	0.067	0.5	1	"Ast"	"KRT8"	"Prefrontal Cortex"
"SUCLG1"	0.000761795057843317	-1.66767855265238	0.82	1	1	"Ast"	"SUCLG1"	"Prefrontal Cortex"
"FIBIN"	0.000827420024584056	-1.40349312684412	0.36	1	1	"Ast"	"FIBIN"	"Prefrontal Cortex"
"GAP43"	0.000968097036240212	1.8687986310897	0.899	0.667	1	"Ast"	"GAP43"	"Prefrontal Cortex"
"GDAP1L1"	0.0010036813762966	0.91017377858019	0.831	0.167	1	"Ast"	"GDAP1L1"	"Prefrontal Cortex"
"HBG1"	0.00100813362584104	2.20516610427772	0.888	0.167	1	"Ast"	"HBG1"	"Prefrontal Cortex"
"CHL1"	0.00102226525725105	1.26320199525159	0.91	0.5	1	"Ast"	"CHL1"	"Prefrontal Cortex"
"C16orf91"	0.00105498039077685	-0.917662093605179	0.258	0.833	1	"Ast"	"C16orf91"	"Prefrontal Cortex"
"RDH13"	0.00106037318956287	-0.743723025020975	0.135	0.667	1	"Ast"	"RDH13"	"Prefrontal Cortex"
"ACOT6"	0.00110676212629769	-1.37817904497295	0.034	0.333	1	"Ast"	"ACOT6"	"Prefrontal Cortex"
"CFAP46"	0.00110676212629769	-0.12296317513531	0.034	0.333	1	"Ast"	"CFAP46"	"Prefrontal Cortex"
"CALM1"	0.00114920116871945	1.23271928753609	1	1	1	"Ast"	"CALM1"	"Prefrontal Cortex"
"BOC"	0.00127147499413177	-0.429161598743726	0.034	0.333	1	"Ast"	"BOC"	"Prefrontal Cortex"
"NDRG2"	0.00127320914026109	-1.51454585375072	0.899	1	1	"Ast"	"NDRG2"	"Prefrontal Cortex"
"POLR2J3"	0.00131777021453672	-0.464622973983696	0.629	1	1	"Ast"	"POLR2J3"	"Prefrontal Cortex"
"SLC35G2"	0.00136147143654016	-0.692647013667492	0.326	0.833	1	"Ast"	"SLC35G2"	"Prefrontal Cortex"
"PCBP2"	0.0013701301151432	1.13089063373947	0.843	0.333	1	"Ast"	"PCBP2"	"Prefrontal Cortex"
"PAK2"	0.00141172503684911	1.41314813126182	0.775	0	1	"Ast"	"PAK2"	"Prefrontal Cortex"
